ep_reward_mean,policy_loss,serial_timesteps,fps,ep_len_mean,value_loss,explained_variance,n_updates,total_timesteps,approxkl,clipfrac,time_elapsed,policy_entropy
929.58184312,-0.0040636263,1349632,577,1242.32,10.571291,0.8887283131480217,659,1349632,0.0032056242,0.035888672,2559.414983510971,7.109263
927.1604472600001,-0.0020427655,1351680,546,1243.5,32.903465,0.8611430823802948,660,1351680,0.0019046424,0.020019531,2562.9618277549744,7.0955076
942.53361074,-0.0023175676,1353728,511,1258.82,19.881048,0.8887122943997383,661,1353728,0.0051189708,0.062646486,2566.711634159088,7.0777946
927.5024482700001,-0.008106356,1355776,532,1244.25,8.916482,0.9583310931921005,662,1355776,0.004729833,0.035742186,2570.7155981063843,7.0737276
943.00630376,-0.004185011,1357824,509,1260.3,20.251162,0.8897298201918602,663,1357824,0.005656071,0.07348633,2574.564239501953,7.0890784
955.9794342199999,-0.0014721503,1359872,505,1272.5,19.889437,0.8928765133023262,664,1359872,0.003850659,0.04399414,2578.585298061371,7.0979705
955.5616428500001,-0.0052132634,1361920,491,1272.5,19.487797,0.8896878212690353,665,1361920,0.0044153663,0.05078125,2582.635360479355,7.0876403
970.8559850600002,-0.0014364317,1363968,514,1288.18,20.515575,0.8820132613182068,666,1363968,0.0019759412,0.016357422,2586.8047311306,7.0803413
986.29484543,-0.0013776363,1366016,513,1303.83,20.210407,0.8819780275225639,667,1366016,0.003121861,0.035302736,2590.786974668503,7.08187
1001.9737717100002,-0.0009194512,1368064,476,1319.45,20.107624,0.8943053856492043,668,1368064,0.0022920915,0.021337891,2594.7728707790375,7.081454
1017.0610675400001,-0.003449188,1370112,501,1334.92,19.831924,0.8834561556577682,669,1370112,0.0038450416,0.0375,2599.068670988083,7.075897
1028.2549428199998,-0.005379428,1372160,551,1343.09,31.613043,0.8762940242886543,670,1372160,0.002998201,0.028222656,2603.1499009132385,7.07335
1043.91823148,-0.0033964314,1374208,516,1358.64,19.984707,0.8862398341298103,671,1374208,0.003665882,0.04140625,2606.862635612488,7.073143
1043.31780372,-0.0038345275,1376256,508,1358.06,23.981272,0.9187591001391411,672,1376256,0.0030587234,0.035888672,2610.8318502902985,7.066561
1060.02306304,-0.00093476137,1378304,516,1376.03,20.026213,0.8965629115700722,673,1378304,0.001491923,0.011474609,2614.8629143238068,7.0654855
1059.9958366600001,-0.00088789576,1380352,498,1376.03,19.805136,0.8904275149106979,674,1380352,0.002172897,0.022802735,2618.8283607959747,7.0592604
1060.6109459900001,-0.0045100516,1382400,534,1376.99,4.526269,0.9805005639791489,675,1382400,0.004364586,0.042919923,2622.934169769287,7.062004
1068.36523008,-0.0038683023,1384448,514,1381.06,19.858643,0.8854503780603409,676,1384448,0.0054164715,0.067675784,2626.769937515259,7.0581565
