fps,explained_variance,policy_entropy,n_updates,serial_timesteps,value_loss,clipfrac,time_elapsed,policy_loss,approxkl,total_timesteps,ep_reward_mean,ep_len_mean
390,0.9869750626385212,3.6685994,1,2048,0.7499546,0.053955078,2.6226043701171875e-06,-0.006440143,0.0052378336,2048,,
367,0.928141176700592,3.658765,2,4096,9.54836,0.035839844,5.248886346817017,-0.006631969,0.0030895062,4096,766.0219643333334,1263.3333333333333
438,0.7693654149770737,3.6610801,3,6144,11.562969,0.022607422,10.826355218887329,-0.0021899694,0.002214823,6144,869.0531552499999,1459.75
453,0.923877902328968,3.6640687,4,8192,5.678754,0.017138671,15.501721620559692,-0.002260444,0.0017962588,8192,645.1542926666666,1114.0
462,0.7716400027275085,3.6731102,5,10240,17.88062,0.008300781,20.017921924591064,-0.001476164,0.00096919667,10240,724.136605375,1269.25
465,0.9405235946178436,3.683122,6,12288,4.6014915,0.0359375,24.444884300231934,-0.0039182203,0.003154999,12288,686.2955566666667,1211.0
449,0.8544030487537384,3.6915498,7,14336,18.292915,0.03745117,28.846388339996338,-0.0042049126,0.0032720838,14336,650.0015461666668,1128.6666666666667
402,0.9254308640956879,3.6953824,8,16384,12.243126,0.057910156,33.405022621154785,-0.0070045963,0.0049799364,16384,509.64694547058826,888.5882352941177
391,0.9013978093862534,3.6948962,9,18432,14.610941,0.02421875,38.49018335342407,-0.00452715,0.002508992,18432,500.10747295,862.7
475,0.754178836941719,3.6973038,10,20480,17.596764,0.033740234,43.72575354576111,-0.00581348,0.003266133,20480,522.3776670909091,905.2727272727273
395,0.8681412935256958,3.69833,11,22528,19.539804,0.038916014,48.036134481430054,-0.0054289587,0.0036979523,22528,469.8578688518519,819.7037037037037
460,0.821342721581459,3.691686,12,24576,12.745958,0.038330078,53.21866154670715,-0.0024595412,0.0039794547,24576,474.53887896551726,824.0689655172414
438,0.9060985594987869,3.684962,13,26624,9.496959,0.045654297,57.66542720794678,-0.0033400636,0.0041841916,26624,482.0927255806452,832.3225806451613
423,0.8268890678882599,3.6889071,14,28672,15.595514,0.047167968,62.33175754547119,-0.0062883496,0.0037872684,28672,475.0214103823529,829.5588235294117
425,0.8704390674829483,3.6933548,15,30720,13.3281355,0.060058594,67.16503286361694,-0.0057422817,0.00485609,30720,483.9594071388888,841.7777777777778
419,0.8761742860078812,3.7051997,16,32768,14.109988,0.059375,71.97883009910583,-0.0047847377,0.004936663,32768,480.73673271794866,831.7948717948718
448,0.9039295688271523,3.7175937,17,34816,5.778863,0.038232423,76.86432337760925,-0.0052328883,0.0035133709,34816,484.480435425,838.55
465,0.8609966188669205,3.7312865,18,36864,17.577814,0.02109375,81.42811322212219,-0.0041888067,0.0019498303,36864,491.3547179534884,851.1395348837209
413,0.9139515161514282,3.741319,19,38912,9.568429,0.041259766,85.83046627044678,-0.0045177094,0.0038733114,38912,461.0542229574468,803.4468085106383
427,0.8639677911996841,3.7497973,20,40960,14.739138,0.027880859,90.78287076950073,-0.0028091474,0.0026283984,40960,465.5742098,812.52
457,0.8969496116042137,3.747399,21,43008,5.9340444,0.05,95.57080173492432,-0.0066171945,0.004646684,43008,477.9620242745099,830.3725490196078
462,0.9124316200613976,3.7433307,22,45056,7.589387,0.03310547,100.04851078987122,-0.0029949495,0.0031225947,45056,470.8536516603774,817.4905660377359
456,0.8385489881038666,3.7407417,23,47104,11.694323,0.038232423,104.47362041473389,-0.0012682762,0.0034211513,47104,485.0433747777778,840.2962962962963
449,0.8380698561668396,3.7340958,24,49152,10.630798,0.01953125,108.96471524238586,-0.0042129434,0.0022348713,49152,498.3914435454546,862.2727272727273
415,0.8309074640274048,3.7428932,25,51200,15.679219,0.06665039,113.52081680297852,-0.0034958408,0.0054713385,51200,510.58373348275865,880.3965517241379
451,0.924284927546978,3.7577755,26,53248,5.2795305,0.030810546,118.46545171737671,-0.0030159021,0.0027392665,53248,512.0376247288136,882.9322033898305
378,0.8419646471738815,3.7663028,27,55296,20.42821,0.033984374,123.00450921058655,-0.0055322596,0.002890852,55296,493.85918415624997,855.046875
439,0.8567857146263123,3.771949,28,57344,10.168791,0.00625,128.4227728843689,-0.0007110218,0.0009359006,57344,505.4400643692307,873.4153846153846
458,0.7796421200037003,3.7668679,29,59392,10.658375,0.024609376,133.0841464996338,-0.0025230884,0.0024473285,59392,515.9925155454545,891.2272727272727
446,0.8013033419847488,3.7663817,30,61440,16.314121,0.011669922,137.55622816085815,-0.0018280055,0.0013218032,61440,517.3010658088234,895.0
435,0.7865596115589142,3.7698643,31,63488,15.004683,0.07724609,142.1428644657135,-0.0007533536,0.0064708637,63488,520.888973042857,900.1571428571428
450,0.8862322643399239,3.7714195,32,65536,8.214825,0.046972655,146.8437261581421,0.00034470618,0.0043316456,65536,531.2024494084505,916.3380281690141
465,0.7281749248504639,3.7602234,33,67584,13.584903,0.021875,151.38854050636292,-0.0033804253,0.0021678736,67584,539.979147,932.0694444444445
457,0.955674584954977,3.758384,34,69632,3.8397343,0.03491211,155.79068899154663,-0.0018364942,0.003193992,69632,538.3221567260274,929.1917808219179
438,0.8008112907409668,3.7614663,35,71680,21.162094,0.028808594,160.2660210132599,-0.0018964469,0.0028400607,71680,541.3888786184211,936.2368421052631
429,0.7987944185733795,3.7651162,36,73728,11.677854,0.06870117,164.93859100341797,-0.0025761272,0.0054651573,73728,553.2616567402597,950.6883116883117
463,0.9468878693878651,3.7706726,37,75776,4.2458987,0.041503906,169.706768989563,-0.002459061,0.0039624167,75776,557.2100017948718,954.6282051282051
399,0.8602827042341232,3.768352,38,77824,20.256662,0.030371094,174.1287226676941,-0.0041178847,0.0029066992,77824,549.8883596219512,940.9634146341464
426,0.8067276179790497,3.7667603,39,79872,16.38375,0.036132812,179.2590491771698,-0.0037083596,0.0031558578,79872,545.5662170117646,935.1647058823529
447,0.96072843298316,3.7669048,40,81920,2.5643468,0.026220703,184.06254148483276,-0.0043942663,0.0025076612,81920,542.9349866395348,930.5813953488372
450,0.8203945606946945,3.758963,41,83968,10.181161,0.028466797,188.63886666297913,-0.0031023147,0.002869115,83968,550.5769757241378,943.4367816091954
454,0.834957093000412,3.7647557,42,86016,12.319392,0.047558594,193.18966698646545,-0.005954712,0.0044739037,86016,553.2215882696629,946.7191011235955
457,0.7935711294412613,3.7777424,43,88064,8.864604,0.089697264,197.69190287590027,-0.0059810905,0.0078030205,88064,560.5787074555556,958.9666666666667
466,0.720533698797226,3.7897956,44,90112,27.509792,0.027490234,202.16684365272522,-0.0007031414,0.0026042876,90112,558.8702457446808,957.2021276595744
423,0.8941309750080109,3.7953587,45,92160,12.51089,0.03618164,206.55431294441223,-0.0051252684,0.0034522745,92160,551.4435763195876,945.3711340206186
447,0.7908361107110977,3.7957127,46,94208,12.007539,0.0340332,211.3899965286255,-0.00068210426,0.0033293846,94208,559.2286656836735,956.6326530612245
449,0.8350178152322769,3.7927403,47,96256,11.661271,0.015625,215.96909070014954,-0.0016706362,0.0018591974,96256,568.4885608787879,967.6666666666666
415,0.8161368519067764,3.7923687,48,98304,22.252853,0.0418457,220.522784948349,-0.0055783214,0.0035646458,98304,535.2787335,914.86
439,0.8773041889071465,3.7904232,49,100352,9.436077,0.055566408,225.4529960155487,-0.0034970958,0.0050891475,100352,545.94499737,931.74
456,0.8215120285749435,3.7784743,50,102400,9.37554,0.02861328,230.1183578968048,-0.0031965356,0.0027695694,102400,545.9308770399999,931.74
448,0.8473231345415115,3.7626197,51,104448,11.157935,0.032177735,234.60433268547058,-0.0046836985,0.002911061,104448,551.9033806499999,938.02
377,0.8731243759393692,3.7579713,52,106496,16.34114,0.09560547,239.16649794578552,-0.007911343,0.0074800598,106496,547.3817926000002,933.22
453,0.7766711860895157,3.7627406,53,108544,10.872695,0.05644531,244.59291076660156,-0.0022628598,0.004645142,108544,558.29556951,949.31
438,0.7588751018047333,3.7580402,54,110592,14.285713,0.05317383,249.10463881492615,-0.0030660885,0.004517743,110592,563.8416446800001,956.4
450,0.8009129762649536,3.762118,55,112640,12.016417,0.061083984,253.7720468044281,-0.0034720835,0.005772329,112640,574.6180506,976.58
447,0.7696799635887146,3.764281,56,114688,17.06689,0.021289062,258.3154468536377,-0.0022689013,0.002181576,114688,585.10491414,995.62
414,0.9789968188852072,3.765283,57,116736,1.8782333,0.034472656,262.8894281387329,-0.0055915965,0.004143395,116736,572.07604919,976.2
436,0.870401069521904,3.7666383,58,118784,8.7720375,0.059277344,267.83078360557556,-0.00421592,0.005167576,118784,584.02355234,996.04
386,0.8608127385377884,3.7642121,59,120832,20.348417,0.02836914,272.528516292572,-0.0019136267,0.0028021855,120832,592.19849449,1008.39
409,0.8487999588251114,3.7774022,60,122880,11.033055,0.04350586,277.83210492134094,-0.003033239,0.0034819737,122880,599.98662368,1021.76
441,0.9794111307710409,3.7806046,61,124928,2.232718,0.032128908,282.82795667648315,-0.005373678,0.0029991984,124928,600.08636247,1022.5
446,0.8228432238101959,3.7791286,62,126976,12.421452,0.025244141,287.46636295318604,-0.0030256903,0.0025728543,126976,612.9201753599999,1041.77
441,0.47895389795303345,3.7829616,63,129024,24.909092,0.06499024,292.05773639678955,-0.005604011,0.005452989,129024,616.5069302600001,1050.4
408,0.8974022194743156,3.7862911,64,131072,12.579789,0.028466797,296.69448161125183,-0.0034564738,0.0025747106,131072,609.6281473500002,1047.13
386,0.9465688616037369,3.7820163,65,133120,7.636918,0.037646484,301.70628356933594,-0.0014282521,0.003647543,133120,601.21016818,1031.55
375,0.9266683086752892,3.7774081,66,135168,9.824099,0.025878906,307.00828409194946,-0.0041644303,0.0024685322,135168,602.30117192,1032.7
