total_timesteps,fps,clipfrac,approxkl,n_updates,policy_entropy,serial_timesteps,policy_loss,value_loss,explained_variance,time_elapsed,ep_len_mean,ep_reward_mean
397312,570,0.023486327,0.0023177858,194,5.170619,397312,-0.003239927,16.505972,0.913400799036026,715.4645421504974,1436.29,1066.12230297
399360,515,0.025341798,0.002926785,195,5.1675158,399360,-0.0007309551,19.62764,0.8765653297305107,719.055585861206,1451.79,1081.5110698199999
401408,547,0.05332031,0.0046508834,196,5.177774,401408,-0.0028228152,25.373554,0.9052203744649887,723.0277507305145,1436.51,1070.3941307300001
403456,554,0.028173828,0.0027391263,197,5.191968,403456,-0.00050528685,21.295008,0.8765953257679939,726.7688093185425,1449.24,1083.32774858
405504,550,0.03881836,0.0038420665,198,5.1982985,405504,-0.006198517,4.179324,0.9798861183226109,730.4620544910431,1433.55,1069.70411095
407552,586,0.02421875,0.0023362297,199,5.206186,407552,-0.0039014604,34.128605,0.8343672305345535,734.1868379116058,1408.45,1046.37242672
409600,590,0.015917968,0.0016985765,200,5.207089,409600,-0.0020011025,22.47381,0.7312981486320496,737.6771428585052,1423.77,1056.22083775
411648,598,0.022558594,0.0022407018,201,5.201118,411648,-0.0020578702,15.414709,0.9328770861029625,741.1478083133698,1407.44,1043.25367981
413696,544,0.034716796,0.0036801125,202,5.204615,413696,-0.002236843,25.17762,0.9084187895059586,744.5713109970093,1405.9,1043.74161145
415744,555,0.07036133,0.005619672,203,5.2056966,415744,-0.002268739,20.007404,0.8841603249311447,748.3301665782928,1405.9,1046.49715195
417792,583,0.027929688,0.0027537583,204,5.205806,417792,-0.0044766134,9.6178,0.9445920623838902,752.0186576843262,1405.13,1046.21735538
419840,573,0.024316406,0.0024863905,205,5.215682,419840,-0.0029851745,25.106653,0.9128848016262054,755.5285966396332,1389.54,1030.66282338
421888,564,0.047705077,0.0045286245,206,5.214299,421888,-0.002767461,20.301586,0.8912980332970619,759.0975856781006,1403.72,1045.1568759400002
423936,574,0.023339843,0.0024012574,207,5.200485,423936,-0.0012696371,25.313278,0.904075525701046,762.7281877994537,1415.18,1057.68354525
425984,555,0.036083985,0.0031817313,208,5.197046,425984,-0.003479595,22.426907,0.8684090226888657,766.2919607162476,1429.78,1071.75591476
428032,589,0.051708985,0.0045340816,209,5.195856,428032,-0.0029157563,20.407316,0.8664344251155853,769.9797945022583,1429.78,1069.72308222
430080,548,0.019140625,0.002131917,210,5.2049994,430080,-2.6787351e-05,19.67857,0.8753396645188332,773.455867767334,1445.23,1084.74494607
432128,580,0.018310547,0.002470293,211,5.2170105,432128,-0.0042022574,13.485582,0.9228574484586716,777.1900632381439,1445.23,1089.2575946700001
434176,540,0.06826172,0.005222109,212,5.21766,434176,-0.0064711026,19.927547,0.8729676157236099,780.7194216251373,1459.47,1103.2628996600001
436224,520,0.04633789,0.003885261,213,5.2145877,436224,-0.0020213332,19.72726,0.8634986132383347,784.511500120163,1474.81,1119.10496596
438272,524,0.018652344,0.002755732,214,5.2091594,438272,-0.0057832636,5.9304576,0.9683081731200218,788.4479160308838,1483.88,1128.82972283
440320,554,0.05883789,0.0045570624,215,5.209796,440320,-0.003046025,20.092995,0.8795246481895447,792.354551076889,1483.88,1133.56217115
442368,472,0.046728514,0.00416818,216,5.2192316,442368,-0.0016464269,20.264124,0.8752581775188446,796.0475242137909,1483.88,1138.06117453
444416,543,0.076367185,0.00625215,217,5.209468,444416,-0.0058167977,19.981277,0.8658569157123566,800.3789789676666,1493.12,1148.04436472
446464,557,0.063769534,0.0051473016,218,5.203679,446464,-0.0022543804,19.993727,0.8613931983709335,804.1462099552155,1493.12,1148.6669146299998
448512,577,0.01586914,0.0018208635,219,5.2079215,448512,-0.0016940621,23.725311,0.9109649211168289,807.8173987865448,1510.58,1165.5108369199997
450560,577,0.015625,0.0018328533,220,5.2076287,450560,-0.0019019597,25.970219,0.8999680131673813,811.3638513088226,1509.42,1166.41462375
452608,605,0.069042966,0.0057821167,221,5.2222986,452608,-0.0039249277,18.623005,0.70778027176857,814.9131319522858,1509.42,1166.7312733
454656,583,0.018017579,0.0024901908,222,5.2377796,454656,0.0024139518,10.863947,0.9561950489878654,818.2985916137695,1508.28,1166.62351497
456704,598,0.03334961,0.0030002487,223,5.247809,456704,-0.0040156106,29.61231,0.8836822509765625,821.8117434978485,1503.18,1170.19141418
458752,565,0.030078124,0.0032265398,224,5.267558,458752,-0.0043762205,3.3739955,0.982766130939126,825.2356185913086,1505.95,1171.82906044
460800,610,0.024804687,0.0023265756,225,5.2818217,460800,-0.003319998,31.69392,0.7822600454092026,828.8610684871674,1485.35,1156.0820865300002
462848,572,0.04111328,0.0036326149,226,5.2799006,462848,-0.0066331523,22.153563,0.9234631583094597,832.2177140712738,1468.81,1139.08953182
464896,570,0.036816407,0.0034580342,227,5.2866683,464896,-0.004182108,19.926893,0.8683706969022751,835.7934532165527,1483.2,1152.97332233
466944,611,0.007519531,0.00095460436,228,5.294016,466944,-0.001326028,10.309819,0.9523429796099663,839.386509180069,1455.57,1130.23275089
468992,572,0.019384766,0.002184505,229,5.294217,468992,-0.0023642373,18.721685,0.8916780054569244,842.7339441776276,1455.57,1130.38831653
471040,581,0.058544923,0.004869568,230,5.2902975,471040,-0.007397874,26.175547,0.902800589799881,846.3140351772308,1448.04,1127.2524077
473088,563,0.043017577,0.0036451835,231,5.289793,473088,-0.00191313,19.666328,0.890566773712635,849.8365588188171,1465.88,1143.9610056200002
475136,559,0.0519043,0.0041353544,232,5.291322,475136,-0.0021886788,21.027771,0.879289835691452,853.4710578918457,1465.88,1143.3925516499999
477184,558,0.053466797,0.0043214927,233,5.2935605,477184,-0.0039003636,19.594511,0.8882079869508743,857.1294496059418,1465.88,1142.845465
479232,561,0.062158205,0.004989435,234,5.295011,479232,-0.0026778297,19.91846,0.8780782148241997,860.7979869842529,1465.88,1148.07892925
481280,609,0.035351563,0.003075235,235,5.300403,481280,-0.005664472,21.911982,0.6994390189647675,864.4478178024292,1481.14,1158.6317085
483328,555,0.038085938,0.003665379,236,5.30595,483328,-0.0029565818,24.099821,0.9073901474475861,867.8091855049133,1465.46,1151.23279685
485376,584,0.013916016,0.0017701953,237,5.3061943,485376,-0.002853904,6.1142592,0.9683026149868965,871.494128704071,1449.82,1136.7779225200002
487424,561,0.06694336,0.0051829275,238,5.3108635,487424,-0.0035797283,19.672016,0.8792640641331673,874.9965994358063,1449.82,1137.5005333400002
489472,555,0.020361328,0.0024619235,239,5.325609,489472,-0.0013728298,20.053026,0.8836914822459221,878.6419923305511,1449.82,1137.8947608500002
491520,584,0.03828125,0.0031533851,240,5.32849,491520,-0.003252189,21.58669,0.8179194927215576,882.3274722099304,1464.95,1153.03210578
493568,603,0.035205077,0.0032695334,241,5.329545,493568,-0.0031650309,26.636189,0.7635008096694946,885.8312492370605,1417.71,1111.3859790600002
495616,598,0.05102539,0.0045645693,242,5.323577,495616,-0.0034398292,11.982591,0.8499916791915894,889.225870847702,1417.71,1109.3003685800002
497664,565,0.021630859,0.0022395938,243,5.320063,497664,-0.002628147,19.203077,0.8877350836992264,892.6507811546326,1417.71,1109.80884801
499712,582,0.02451172,0.0025203486,244,5.318218,499712,-0.004503978,12.570603,0.9515956677496433,896.271760225296,1386.68,1079.7747999900002
501760,553,0.02709961,0.0026438874,245,5.3268194,501760,-0.0019045497,19.893364,0.8806315809488297,899.7914645671844,1386.68,1084.56498422
503808,559,0.026464844,0.0027379028,246,5.3264956,503808,-0.0034796433,18.450571,0.8870500773191452,903.4917142391205,1386.68,1084.0474367000002
505856,565,0.037060548,0.0033851739,247,5.317931,505856,-0.0023224307,19.359426,0.8649766743183136,907.1507496833801,1386.68,1084.0038256100001
507904,586,0.01225586,0.0014864316,248,5.315046,507904,-0.0020640192,31.762924,0.9016031473875046,910.7731268405914,1370.96,1066.1531922000001
509952,578,0.017822266,0.0021729448,249,5.313514,509952,-0.006477083,9.231982,0.9536305293440819,914.2675585746765,1356.67,1051.2188130000002
512000,595,0.03515625,0.003089709,250,5.311509,512000,-0.006013372,34.364006,0.8423392027616501,917.8065659999847,1326.44,1024.97978288
514048,569,0.04975586,0.004205066,251,5.318977,514048,-0.0035840652,20.73627,0.8854015618562698,921.24857878685,1326.44,1024.9734404399999
516096,562,0.040283203,0.003673783,252,5.3206315,516096,-0.0014710644,15.524885,0.8838675916194916,924.846461057663,1326.44,1023.2563326699998
518144,575,0.032324217,0.003167322,253,5.3097568,518144,-0.0029075614,5.476651,0.9727322552353144,928.4869666099548,1314.19,1010.20004131
520192,577,0.035449218,0.00325112,254,5.3005786,520192,-0.0012966741,19.613266,0.8728952556848526,932.0463519096375,1314.19,1009.65828039
522240,586,0.06757812,0.005608421,255,5.301711,522240,-0.0061231083,18.249493,0.8135353326797485,935.590925693512,1314.19,1007.5416348399999
524288,557,0.054492187,0.0044551766,256,5.3112025,524288,-0.0044914,11.8045845,0.9271363392472267,939.0861351490021,1330.49,1019.6122517599999
526336,555,0.035009764,0.0033200637,257,5.31418,526336,-0.0024933615,19.989813,0.8802608624100685,942.7605240345001,1346.93,1035.9815458899998
528384,588,0.020068359,0.0019389221,258,5.321595,528384,-0.0029564097,25.54432,0.854084849357605,946.4466760158539,1349.59,1037.91640096
530432,587,0.025,0.002650055,259,5.3266783,530432,-0.0026927316,26.464045,0.8963707834482193,949.9260983467102,1350.65,1036.7552581399998
532480,565,0.016113281,0.0018363135,260,5.3270273,532480,-0.0024633002,18.342878,0.8902174606919289,953.4116969108582,1366.98,1051.89115779
534528,563,0.05913086,0.005284792,261,5.318484,534528,-0.0014506731,15.163694,0.8907380700111389,957.0362520217896,1383.5,1067.46505151
536576,568,0.10180664,0.007233965,262,5.3138494,536576,-0.0072459355,14.189486,0.8959698975086212,960.6721518039703,1398.63,1081.19416361
538624,566,0.04824219,0.004395644,263,5.3149195,538624,-0.0025996205,19.267765,0.8645949959754944,964.273056268692,1414.67,1096.36966524
540672,561,0.06020508,0.0069512203,264,5.331066,540672,-0.0045208596,23.538025,0.9127439856529236,967.8861660957336,1396.57,1079.6826871499998
542720,574,0.035791017,0.0032613121,265,5.3451633,542720,-0.0028037184,21.799072,0.8700441122055054,971.5353107452393,1411.85,1093.7206292199999
544768,572,0.02055664,0.0021455595,266,5.3466787,544768,-0.003343224,19.626186,0.8790446743369102,975.1032111644745,1411.85,1092.7072091199998
546816,596,0.009423828,0.00098019,267,5.342483,546816,-0.001717135,8.414164,0.9486243352293968,978.6794216632843,1412.86,1093.63129645
548864,565,0.029052734,0.0026258305,268,5.3399487,548864,-0.0022973116,26.697277,0.8931539505720139,982.1141095161438,1410.53,1090.9060143999998
550912,554,0.04814453,0.0042549684,269,5.3351655,550912,-0.0040922156,10.703839,0.931629478931427,985.7344756126404,1425.9,1105.63000105
552960,560,0.015380859,0.0019663018,270,5.3165464,552960,-0.0014434397,15.167196,0.8887945488095284,989.4280762672424,1441.48,1121.0666617
555008,562,0.035791017,0.00349514,271,5.30877,555008,-0.003820771,16.492598,0.8963680416345596,993.0843503475189,1441.48,1126.7573549800002
557056,593,0.05239258,0.004800611,272,5.3060656,557056,-0.0031507518,21.554243,0.8371994942426682,996.7250797748566,1456.74,1141.89985645
559104,572,0.04423828,0.0038997312,273,5.3075843,559104,-0.003927287,20.886387,0.8400005102157593,1000.1763939857483,1473.06,1154.2640403300002
561152,563,0.015039062,0.0016189575,274,5.306338,561152,-0.0030255013,18.62379,0.8715369701385498,1003.7528598308563,1488.66,1168.8898083899999
563200,586,0.033496093,0.0027340404,275,5.305561,563200,-0.003872636,21.189342,0.8441888242959976,1007.3868961334229,1488.66,1167.28989606
565248,562,0.032470703,0.0030305837,276,5.3085947,565248,-0.0011224212,19.84901,0.8752309679985046,1010.8789474964142,1504.07,1179.52423763
567296,555,0.03378906,0.0034905325,277,5.3071103,567296,-0.0011995637,19.418451,0.8736638426780701,1014.5235109329224,1504.07,1179.5276983100002
569344,594,0.018603515,0.002035003,278,5.304795,569344,-0.0026591974,31.881845,0.86507448554039,1018.2126138210297,1504.5,1182.77802009
571392,562,0.019628907,0.0024991895,279,5.2910256,571392,-0.0010012075,19.0364,0.8730222880840302,1021.6565508842468,1504.5,1183.2121373199998
573440,557,0.03305664,0.0031921298,280,5.267799,573440,-0.0016093863,16.205244,0.8806214556097984,1025.2969598770142,1504.5,1183.10646102
575488,561,0.0875,0.0065726126,281,5.257404,575488,-0.007269793,19.027086,0.8746780008077621,1028.9723119735718,1520.21,1198.5638405700001
577536,555,0.07680664,0.0064921505,282,5.25043,577536,-0.0024892043,20.488895,0.8858890607953072,1032.6183121204376,1520.21,1199.30284125
579584,576,0.029492188,0.0031670942,283,5.25397,579584,-0.0037231087,7.8952394,0.9583888091146946,1036.3087186813354,1505.33,1186.41981128
581632,554,0.05625,0.0048965304,284,5.2554026,581632,-0.0031329312,20.39766,0.8657276034355164,1039.8647537231445,1505.33,1185.1042650699999
583680,559,0.027734375,0.0029517964,285,5.257181,583680,-0.0016493527,19.793055,0.8615433573722839,1043.5613098144531,1505.33,1186.13857019
585728,569,0.0328125,0.0027420265,286,5.26023,585728,-0.0024570706,19.199139,0.8825251385569572,1047.221536397934,1505.33,1185.87944256
587776,582,0.044287108,0.0039902027,287,5.258627,587776,-0.004275281,18.176867,0.8781762793660164,1050.8192760944366,1505.33,1183.9714902599999
589824,559,0.030419922,0.0027584024,288,5.252366,589824,-0.0012540532,18.99973,0.8631629943847656,1054.336398601532,1510.75,1186.87652018
591872,566,0.031542968,0.0028655953,289,5.2560396,591872,-0.0023588096,18.043594,0.876255951821804,1057.995402097702,1510.75,1186.43862994
593920,599,0.011083985,0.0011910952,290,5.2546477,593920,-0.0015907362,21.831718,0.8008764535188675,1061.6124732494354,1510.75,1186.7235882
595968,556,0.045996092,0.004156823,291,5.2487006,595968,-0.0028437418,20.035929,0.8768839165568352,1065.0280437469482,1510.75,1183.6222629899999
598016,580,0.043896485,0.0038111242,292,5.243628,598016,-0.005332809,19.469074,0.8773516863584518,1068.7123658657074,1510.75,1183.33171743
600064,555,0.04536133,0.004065054,293,5.236522,600064,-0.0005264409,20.235199,0.8672285676002502,1072.2407219409943,1510.75,1181.30095748
602112,556,0.04448242,0.0038260296,294,5.230859,602112,-0.0018691294,20.205082,0.8890209272503853,1075.929577589035,1526.07,1197.0765963800002
604160,562,0.084033206,0.006556785,295,5.2338533,604160,-0.0035354109,20.120893,0.8689340054988861,1079.6112525463104,1526.07,1196.7008805400003
606208,556,0.04350586,0.003946944,296,5.23888,606208,-0.0022173314,20.005297,0.8771519809961319,1083.2500774860382,1541.31,1212.3850124100002
608256,564,0.016064454,0.0019535245,297,5.2444263,608256,-0.0017510094,20.695358,0.8835231438279152,1086.9319841861725,1541.31,1217.87717598
610304,598,0.026416015,0.0024807255,298,5.24343,610304,-0.0040063253,21.394468,0.8056455850601196,1090.5622625350952,1557.67,1233.5164762600002
612352,594,0.011376953,0.0012863305,299,5.240562,612352,-0.0016577162,21.03419,0.7742795199155807,1093.9862134456635,1572.61,1244.5863507800002
614400,605,0.031054687,0.0027494743,300,5.242064,614400,-0.0040339152,20.645443,0.7173957824707031,1097.43292760849,1572.61,1240.05189792
616448,583,0.040527344,0.0041653146,301,5.2595367,616448,-0.004531103,19.440443,0.9256663024425507,1100.8195147514343,1587.57,1250.0345981399998
618496,563,0.092041016,0.006870821,302,5.287885,618496,-0.0042024814,19.784382,0.8755168169736862,1104.3329074382782,1603.11,1265.62442423
620544,557,0.046728514,0.003947829,303,5.307473,620544,-0.004278279,19.789122,0.8844693526625633,1107.9693841934204,1603.11,1265.5870343899996
622592,562,0.057910156,0.004619874,304,5.3173428,622592,-0.0030705587,20.243252,0.8797027170658112,1111.6461019515991,1619.54,1281.74689077
624640,581,0.044384766,0.0035961028,305,5.327879,624640,-0.0036992165,29.92807,0.8814805597066879,1115.2881934642792,1636.74,1298.27253703
626688,587,0.058300782,0.0047800806,306,5.331482,626688,-0.005854018,20.119123,0.8841245397925377,1118.8146424293518,1636.74,1299.1832073
628736,576,0.091357425,0.007421476,307,5.322131,628736,-0.0069261417,19.913109,0.8761200904846191,1122.3039495944977,1653.28,1314.8891333099998
630784,561,0.029052734,0.002930786,308,5.3174233,630784,-0.0048361514,29.751652,0.8681222647428513,1125.8546862602234,1655.54,1317.31703931
632832,608,0.018310547,0.0018414861,309,5.322404,632832,-0.004398536,21.491636,0.8767712041735649,1129.5036907196045,1639.65,1301.37058952
634880,567,0.04916992,0.0039489614,310,5.3359327,634880,-0.004525721,20.949366,0.8777322247624397,1132.8688747882843,1639.65,1302.62249395
636928,569,0.029638672,0.0026406753,311,5.351819,636928,-0.003078677,20.809477,0.9096553027629852,1136.4794483184814,1656.28,1318.14836287
638976,582,0.050439455,0.0040891035,312,5.3565855,638976,-0.0034484565,20.72781,0.8855931684374809,1140.0737390518188,1656.28,1315.28398003
641024,571,0.036621094,0.0037031304,313,5.3700337,641024,-0.0026227105,24.82889,0.9152808114886284,1143.588496685028,1641.97,1300.69925974
643072,612,0.0058105467,0.0007491584,314,5.3882794,643072,-0.001509025,21.889898,0.773854523897171,1147.1745138168335,1641.97,1296.46389344
645120,611,0.018603515,0.0018937264,315,5.3856506,645120,-0.0037599772,22.201483,0.7265142798423767,1150.5215084552765,1641.97,1296.81597282
647168,565,0.058740236,0.0047014835,316,5.3787875,647168,-0.0020597773,19.40975,0.884607769548893,1153.8705785274506,1641.97,1295.9641503399998
649216,605,0.051123045,0.004477453,317,5.3838315,649216,-0.00355783,5.42928,0.9639123491942883,1157.4914503097534,1641.97,1295.95082998
651264,569,0.023925781,0.0025196888,318,5.388196,651264,-0.0027833148,20.17398,0.906263031065464,1160.8749322891235,1657.61,1308.02568965
653312,581,0.036865234,0.003707276,319,5.3866854,653312,-0.00361946,27.84612,0.8862234354019165,1164.4735696315765,1639.82,1291.01976172
655360,587,0.020654297,0.0019359648,320,5.3925943,655360,-0.0014607691,29.220251,0.8987656384706497,1167.9944920539856,1617.6,1274.43550533
657408,568,0.052441407,0.0043406775,321,5.3935533,657408,-0.00258032,19.698942,0.8885858282446861,1171.4802660942078,1634.19,1289.0547715100001
659456,563,0.027929688,0.0031850166,322,5.3988543,659456,-0.0022473827,12.149488,0.9247921779751778,1175.0829107761383,1650.77,1304.85553658
661504,581,0.021972656,0.002141777,323,5.395887,661504,-0.004714091,20.489346,0.8752421513199806,1178.7210593223572,1650.77,1309.5970888900001
663552,571,0.038916014,0.0031884895,324,5.394929,663552,-0.0023901677,19.717789,0.8873799964785576,1182.2435050010681,1650.77,1308.5608508100001
665600,563,0.04472656,0.0038912601,325,5.3993855,665600,-0.0028056637,25.79473,0.9056791737675667,1185.830764055252,1665.41,1322.7625982700001
667648,572,0.032324217,0.0030108285,326,5.4103394,667648,-0.0039048705,19.877346,0.892379641532898,1189.4660141468048,1665.41,1322.11023442
669696,569,0.05283203,0.004444819,327,5.429076,669696,-0.0034520514,19.33038,0.8873065412044525,1193.046442747116,1665.41,1321.5047148400001
671744,582,0.01875,0.0018950645,328,5.4391885,671744,-0.0026197627,19.577206,0.8751674070954323,1196.6429085731506,1665.41,1319.7179605099998
673792,581,0.030517578,0.0034315113,329,5.4256864,673792,-0.0029340968,20.077517,0.8817022442817688,1200.1590733528137,1665.41,1320.42056668
675840,557,0.038916014,0.0037802388,330,5.4084473,675840,-0.0025928332,18.593662,0.8976194933056831,1203.6790516376495,1680.82,1335.34145195
677888,562,0.02631836,0.0024783933,331,5.403741,677888,-0.003266412,24.162376,0.9162256047129631,1207.355453491211,1693.24,1347.81877407
679936,614,0.04741211,0.0037679623,332,5.4067698,679936,-0.0057269013,11.274008,0.9234179779887199,1210.9986453056335,1675.96,1330.7993293700001
681984,572,0.023242187,0.002071711,333,5.4168215,681984,-0.002904662,23.262932,0.9169556051492691,1214.331531047821,1676.7,1329.45568714
684032,573,0.052978516,0.0043340647,334,5.4381537,684032,-0.0076313494,21.992825,0.9424763396382332,1217.9080619812012,1655.03,1309.88583686
686080,575,0.034814455,0.0033664007,335,5.4483204,686080,-0.0034820908,19.28785,0.8943921625614166,1221.4810812473297,1655.03,1310.3548015899999
688128,581,0.032470703,0.003110908,336,5.449687,688128,-0.0048439205,5.917659,0.9738398138433695,1225.0431988239288,1639.65,1298.6430019099998
690176,561,0.06430664,0.005083805,337,5.4612093,690176,-0.0040233945,19.995222,0.8958568051457405,1228.565449476242,1639.65,1297.06399472
692224,564,0.035058595,0.003114531,338,5.4673195,692224,-0.0023516228,19.949516,0.8919141218066216,1232.2136166095734,1639.65,1296.59183567
694272,593,0.038232423,0.003210058,339,5.460706,694272,-0.0035101834,22.398106,0.8753759562969208,1235.844876050949,1653.68,1310.02814444
696320,602,0.04868164,0.003636406,340,5.452264,696320,-0.0072873137,15.579369,0.9186515212059021,1239.2962567806244,1653.51,1309.2496502000001
698368,605,0.03286133,0.0030441717,341,5.4485216,698368,-0.004002172,18.13088,0.8819494843482971,1242.6967329978943,1622.37,1275.8691654099998
700416,606,0.017626952,0.001554928,342,5.4470873,700416,-0.003005589,6.2406707,0.9447325691580772,1246.079526424408,1607.88,1261.35538449
702464,577,0.023388673,0.0022465035,343,5.4528785,702464,-0.0035521542,4.0188227,0.9827006235718727,1249.4578032493591,1603.86,1254.1766330100002
704512,581,0.024902344,0.0028446438,344,5.4630537,704512,-0.0030478484,20.038197,0.8773989900946617,1253.002506017685,1621.96,1270.2056756299999
706560,552,0.080322266,0.00600887,345,5.465658,706560,-0.002777196,19.888271,0.8867711573839188,1256.525471687317,1621.96,1268.96426661
708608,605,0.018310547,0.0019614103,346,5.4782844,708608,-0.0017626353,21.73682,0.7139744162559509,1260.232684135437,1621.96,1270.62500013
710656,583,0.017333984,0.0018436356,347,5.4839377,710656,-0.0024756305,17.581224,0.895762637257576,1263.6139822006226,1635.1,1278.00873088
712704,597,0.05571289,0.0047667082,348,5.479759,712704,-0.005247907,6.332026,0.9664888791739941,1267.123456954956,1644.59,1285.87568643
714752,572,0.038378906,0.0042727697,349,5.46432,714752,-0.004919469,19.252998,0.8984117284417152,1270.551965713501,1644.59,1285.53570962
716800,567,0.037353516,0.0036129612,350,5.451999,716800,-0.0016008582,19.965376,0.8696224391460419,1274.1306278705597,1644.59,1283.73917525
718848,565,0.023583984,0.0025925979,351,5.453259,718848,-0.0006234379,20.405756,0.8816064894199371,1277.740121603012,1644.59,1283.0968247800001
720896,593,0.06958008,0.0054167598,352,5.460427,720896,-0.005141816,11.075156,0.905733086168766,1281.3655042648315,1644.59,1278.19976642
722944,556,0.034570314,0.0033186022,353,5.450371,722944,-0.002604304,19.894386,0.880432739853859,1284.8154561519623,1644.59,1281.6941725899999
724992,574,0.027880859,0.0025817542,354,5.442552,724992,-0.0013086657,19.931448,0.8885182738304138,1288.4958004951477,1644.59,1282.0661588399998
727040,568,0.026171874,0.002312545,355,5.4431047,727040,-0.003108035,21.62906,0.8810669034719467,1292.0645389556885,1644.59,1280.74825563
729088,565,0.03955078,0.0037230453,356,5.4403863,729088,-0.009431919,28.03397,0.9229831844568253,1295.6668031215668,1607.68,1249.31422525
731136,598,0.033154298,0.0033487254,357,5.439642,731136,-0.0047473777,16.561783,0.9288669973611832,1299.2893319129944,1609.35,1249.8013918499998
733184,560,0.023095703,0.002396431,358,5.440177,733184,-0.0019380111,23.45392,0.9126962423324585,1302.7111082077026,1590.43,1231.45779981
735232,552,0.034570314,0.0032887314,359,5.4428225,735232,-0.0047188257,19.697166,0.8825781047344208,1306.3638215065002,1590.43,1231.44385588
737280,574,0.0671875,0.0061802296,360,5.4416327,737280,-0.0041911774,20.652294,0.8754681572318077,1310.0697469711304,1590.43,1231.7700403699998
739328,598,0.05883789,0.0056097955,361,5.440405,739328,-0.004866513,26.63216,0.7616582959890366,1313.6343789100647,1572.42,1210.72664937
741376,561,0.020947266,0.002095935,362,5.4457564,741376,-0.001252663,18.89854,0.8843017742037773,1317.0583035945892,1572.42,1211.49058533
743424,568,0.08120117,0.0060712295,363,5.4527297,743424,-0.004698225,19.81757,0.8824080750346184,1320.7094938755035,1572.42,1212.47845283
745472,618,0.01953125,0.0017930514,364,5.4551673,745472,-0.0035876934,13.748276,0.7961383014917374,1324.3104836940765,1572.42,1209.8490575199999
747520,570,0.07817383,0.0061133727,365,5.4484406,747520,-0.0051133283,19.68015,0.8952059745788574,1327.6233875751495,1572.42,1209.51822331
749568,560,0.029296875,0.0030342275,366,5.4448476,749568,-0.0021264884,24.63631,0.8988904133439064,1331.2165522575378,1554.5,1195.9613949499999
751616,580,0.032128908,0.0028034789,367,5.444932,751616,-0.00454824,21.080917,0.8588849753141403,1334.869248867035,1554.5,1193.5089764999998
753664,561,0.053808592,0.0044167778,368,5.4364595,753664,-0.0018938503,19.91541,0.8884596973657608,1338.3976464271545,1554.5,1195.61091103
755712,561,0.10751953,0.0082843285,369,5.433274,755712,-0.0037910375,19.756775,0.8935237526893616,1342.0449051856995,1554.5,1194.81765645
757760,557,0.042333983,0.003494393,370,5.444522,757760,-0.00036587947,19.670902,0.8826605007052422,1345.6963732242584,1554.5,1194.60503682
759808,580,0.03671875,0.0034650483,371,5.450742,759808,-0.0016186812,5.0281587,0.9772163648158312,1349.3704025745392,1549.11,1188.24597509
761856,564,0.043798827,0.003618038,372,5.470412,761856,-0.0027695105,19.078321,0.8906675726175308,1352.8993055820465,1549.11,1188.1724694299999
763904,567,0.046777345,0.0037993472,373,5.486644,763904,-0.0035742936,20.426846,0.8765119090676308,1356.527923822403,1549.11,1187.937662
765952,577,0.027392577,0.0028839663,374,5.4811606,765952,-0.0015718465,19.769503,0.8877822235226631,1360.1345119476318,1549.11,1190.95737367
768000,588,0.017675782,0.0020399427,375,5.4744115,768000,-0.0023192992,20.541924,0.8710012137889862,1363.6800253391266,1549.11,1192.97526257
770048,558,0.018994141,0.0019509988,376,5.4647374,770048,-0.0027570003,5.4882383,0.9729318600147963,1367.1603367328644,1535.23,1183.6114586800002
772096,604,0.019091796,0.0021246544,377,5.4523425,772096,-0.0025345415,42.226295,0.5300368964672089,1370.8271069526672,1486.44,1134.90898498
774144,596,0.014697266,0.0015838791,378,5.4543166,774144,-0.0023897595,6.1967793,0.9604996591806412,1374.2155170440674,1486.44,1134.54719999
776192,595,0.03642578,0.0031728435,379,5.452725,776192,-0.004033656,32.850574,0.8715016692876816,1377.652301311493,1449.86,1098.11237997
778240,591,0.03388672,0.003409945,380,5.4482036,778240,-0.0042180256,10.43903,0.962852343916893,1381.0924220085144,1432.16,1081.2646430500001
780288,568,0.048291016,0.004295724,381,5.4445686,780288,-0.0023602676,19.233595,0.9048490300774574,1384.5535073280334,1432.16,1081.70786315
782336,570,0.14282227,0.010263963,382,5.4454746,782336,-0.0075212857,19.586325,0.8821645379066467,1388.1581370830536,1432.16,1083.6484269900002
784384,557,0.053466797,0.0046516717,383,5.4376554,784384,-0.0024568036,20.33603,0.8770201355218887,1391.7509508132935,1432.16,1084.2414264899999
786432,575,0.040136717,0.003718881,384,5.441182,786432,-0.0041349507,26.641119,0.9052689746022224,1395.4234042167664,1432.89,1089.57950099
788480,609,0.028564453,0.0027236745,385,5.4531546,788480,-0.005163888,9.264406,0.9197531417012215,1398.9855282306671,1386.35,1051.30860532
790528,551,0.09404297,0.0070077814,386,5.455732,790528,-0.0041653835,20.158703,0.8892813324928284,1402.3469693660736,1386.35,1052.9386975500001
792576,563,0.026660156,0.0026065458,387,5.4646077,792576,-0.0015933663,20.119108,0.8890002816915512,1406.0616290569305,1404.14,1069.1391620900001
794624,557,0.054785155,0.0047985716,388,5.465845,794624,-0.0046901824,20.086065,0.8920194581151009,1409.7000720500946,1404.14,1070.5358529000002
