serial_timesteps,policy_entropy,fps,total_timesteps,time_elapsed,explained_variance,approxkl,policy_loss,value_loss,clipfrac,n_updates,ep_len_mean,ep_reward_mean
57344,4.6515074,447,57344,114.36448884010315,0.8127330094575882,0.0031245041,-0.002970871,13.065836,0.032714844,28,1798.9354838709678,1209.0158042903229
59392,4.650687,469,59392,118.93687319755554,0.8469054847955704,0.0053694034,-0.0013384602,9.458057,0.061621092,29,1806.75,1213.7801256875
61440,4.645037,460,61440,123.30090045928955,0.8577337265014648,0.0046620565,-0.0029949497,8.129117,0.043652344,30,1814.090909090909,1219.8701306969697
63488,4.63983,476,63488,127.74738812446594,0.8603349775075912,0.0027391282,-0.0023605912,10.217993,0.02861328,31,1821.0,1225.5170441470589
65536,4.633577,456,65536,132.0454454421997,0.7423504292964935,0.0039534317,-0.0046395855,13.682948,0.043945312,32,1827.5142857142857,1230.0951679714285
67584,4.6456456,477,67584,136.5330867767334,0.7299162447452545,0.007746487,-0.0039307973,10.905289,0.09238281,33,1833.6666666666667,1234.2711244166667
69632,4.6595078,450,69632,140.82378554344177,0.8306135684251785,0.0040777056,-0.0015999213,15.689578,0.04868164,34,1801.4736842105262,1208.7219109210528
71680,4.6595116,452,71680,145.36535620689392,0.8210100084543228,0.004481898,-0.00356111,15.852865,0.052246094,35,1783.35,1195.559130925
73728,4.673648,467,73728,149.8904685974121,0.7331820130348206,0.006907857,-0.005689989,12.712731,0.0796875,36,1789.8292682926829,1198.2186725609756
75776,4.6876116,428,75776,154.27165722846985,0.8962459340691566,0.001358194,-0.0036734422,6.763604,0.012109375,37,1767.3333333333333,1181.4503366666668
77824,4.684452,458,77824,159.04970026016235,0.7740771621465683,0.0047584763,-0.002818121,10.461555,0.053369142,38,1773.8837209302326,1185.5211859534884
79872,4.6739626,467,79872,163.51923179626465,0.7843450456857681,0.00473815,-0.0038745676,10.027258,0.05703125,39,1780.1363636363637,1188.6488036590908
81920,4.668333,487,81920,167.89609169960022,0.7556757777929306,0.0044561177,-0.0034289204,10.81061,0.05292969,40,1786.111111111111,1192.1471868888889
83968,4.673524,461,83968,172.09705018997192,0.8158799856901169,0.0021514557,-0.003433571,12.535761,0.020898437,41,1791.8260869565217,1196.747326478261
86016,4.669824,487,86016,176.53985834121704,0.8653938472270966,0.0021956917,-0.0025899026,9.026404,0.019091796,42,1792.7446808510638,1196.8140240851064
88064,4.6558604,474,88064,180.74059772491455,0.832995742559433,0.002463875,-0.0025350077,11.074991,0.023730468,43,1798.0833333333333,1201.3928312708333
90112,4.648437,501,90112,185.05430722236633,0.8055195808410645,0.004258529,-0.0042299377,11.703961,0.050341796,44,1803.204081632653,1206.1075490612245
92160,4.651915,501,92160,189.13900423049927,0.7984847277402878,0.0026695807,-0.001782119,15.140615,0.028027344,45,1808.12,1211.0589573
94208,4.655303,486,94208,193.22371077537537,0.74587482213974,0.0036477516,-0.0041703335,13.586522,0.04375,46,1812.8431372549019,1215.5284967843138
96256,4.655764,479,96256,197.43726062774658,0.8318473696708679,0.0021468867,-0.0042689224,11.416575,0.022802735,47,1817.3846153846155,1218.648775576923
98304,4.650958,480,98304,201.70506048202515,0.8000098019838333,0.0031544236,-0.004798317,12.38927,0.035058595,48,1821.754716981132,1222.605083
100352,4.643613,483,100352,205.966046333313,0.8300808966159821,0.0039772405,-0.003862343,10.849488,0.04711914,49,1825.962962962963,1226.320023611111
102400,4.6411333,489,102400,210.202157497406,0.7714897990226746,0.0018320242,-0.0009997794,16.459688,0.018115234,50,1830.0181818181818,1228.8748982363636
104448,4.6365023,486,104448,214.3871874809265,0.8561027348041534,0.003137425,-0.0017531026,9.240827,0.0340332,51,1833.9285714285713,1232.296650017857
106496,4.6398106,493,106496,218.5947768688202,0.8729617744684219,0.0028765418,-0.0028394365,9.791335,0.032910157,52,1837.701754385965,1236.1176552280701
108544,4.641651,479,108544,222.74433636665344,0.8389984369277954,0.002440859,-0.0007819931,11.36989,0.024267578,53,1841.344827586207,1240.0335589310343
110592,4.646858,496,110592,227.01434206962585,0.8139295428991318,0.0042321743,-0.004962474,13.041586,0.051708985,54,1844.864406779661,1243.215706576271
112640,4.652376,503,112640,231.139315366745,0.7655944377183914,0.004094708,-0.0052457564,13.928953,0.046191406,55,1848.2666666666667,1245.6391427166666
114688,4.6507626,486,114688,235.2082335948944,0.8299416899681091,0.0033433628,-0.002261165,10.649132,0.039892577,56,1851.5573770491803,1248.605164409836
116736,4.6525545,480,116736,239.4164252281189,0.8125239014625549,0.002772297,-0.002754225,11.978616,0.028125,57,1854.741935483871,1250.9520155
118784,4.669936,452,118784,243.68264627456665,0.8266603052616119,0.0054261247,-0.004024864,10.434371,0.06137695,58,1857.8253968253969,1253.1811418571428
120832,4.6791735,443,120832,248.2048454284668,0.7948281168937683,0.0018751698,-0.0011639469,21.838392,0.018115234,59,1856.3538461538462,1252.8426975999998
122880,4.6722474,477,122880,252.82285690307617,0.7174515426158905,0.002410451,-0.0035429236,15.57316,0.027001953,60,1859.2727272727273,1254.596123151515
124928,4.6692133,458,124928,257.1117272377014,0.8370733857154846,0.0035748365,-0.0034245197,10.240211,0.03857422,61,1862.1044776119404,1256.7184118656714
126976,4.663368,475,126976,261.5827798843384,0.8808399736881256,0.0044726217,-0.006104951,9.928053,0.052001953,62,1864.0735294117646,1259.0587885588234
129024,4.6640034,466,129024,265.89207315444946,0.8872290775179863,0.0053407145,-0.0032027394,6.828434,0.068310544,63,1857.536231884058,1254.1862771884057
131072,4.666334,463,131072,270.2868115901947,0.8430343270301819,0.0042999354,-0.005540853,10.301825,0.048535157,64,1860.2714285714285,1256.601311242857
133120,4.6762714,471,133120,274.7038297653198,0.8766525983810425,0.0028697238,-0.0028779185,12.616093,0.031591795,65,1841.0972222222222,1241.9369666666666
135168,4.679784,463,135168,279.05005645751953,0.8127066045999527,0.0028286183,-0.0020742083,12.471044,0.031933594,66,1843.945205479452,1243.8485569315067
137216,4.6874905,477,137216,283.4704008102417,0.8385434001684189,0.0028973354,-0.0032476275,16.597776,0.029150391,67,1819.4,1225.5436915733333
139264,4.712713,465,139264,287.761225938797,0.825381800532341,0.0041029905,-0.0032174557,9.064245,0.04873047,68,1810.092105263158,1218.463298394737
141312,4.7249975,465,141312,292.15766501426697,0.7842822521924973,0.0045286654,-0.0054547666,12.641943,0.055126954,69,1813.1948051948052,1219.2035477532468
143360,4.7261033,468,143360,296.55331230163574,0.8782303109765053,0.0025827358,-0.001114765,8.896569,0.027050782,70,1816.2179487179487,1221.5541026666667
145408,4.7215075,462,145408,300.9297049045563,0.8311517238616943,0.004020012,-0.004943412,18.526146,0.046142578,71,1801.275,1211.2472013125
147456,4.7271805,446,147456,305.3612093925476,0.8899067267775536,0.004491383,-0.0032603983,9.6152525,0.053027343,72,1804.3333333333333,1215.204581814815
149504,4.7341833,476,149504,309.9520547389984,0.7483202219009399,0.0025711504,-0.002505875,19.635475,0.024023438,73,1798.0963855421687,1210.1303931686748
151552,4.733995,451,151552,314.25116086006165,0.8493285328149796,0.003880171,-0.0042415233,9.701178,0.040039062,74,1801.0833333333333,1212.6309420833334
153600,4.739073,467,153600,318.7867889404297,0.7748238742351532,0.004583763,-0.0064554596,10.833883,0.053808592,75,1802.5529411764705,1213.007600364706
155648,4.7399106,487,155648,323.1725685596466,0.8227203339338303,0.0015390996,-0.00081180735,11.008243,0.014111328,76,1790.2674418604652,1203.7821126976746
157696,4.740251,470,157696,327.37687134742737,0.7598874717950821,0.0030733785,-0.0017394498,19.007103,0.03671875,77,1780.4886363636363,1195.6548567727273
159744,4.761522,438,159744,331.7301924228668,0.8409409821033478,0.0027932473,-0.0020212908,20.496658,0.030078124,78,1771.0555555555557,1189.137943622222
161792,4.7741632,443,161792,336.4017963409424,0.8793276399374008,0.0031636402,-0.0026872086,9.841925,0.032714844,79,1769.857142857143,1188.4052000549448
163840,4.7746015,474,163840,341.0196421146393,0.8843714892864227,0.0041186437,-0.00429268,12.474916,0.03828125,80,1753.8817204301076,1176.5315775161287
165888,4.7797213,464,165888,345.33405351638794,0.8593924194574356,0.001928042,-0.0014925873,16.05592,0.018847656,81,1739.8631578947368,1166.3191734526313
167936,4.7736845,455,167936,349.74719405174255,0.8401536196470261,0.0034116092,-0.0031467243,12.605036,0.040136717,82,1743.0833333333333,1169.3347843541667
169984,4.772197,479,169984,354.24562406539917,0.89073845744133,0.0030289672,-0.0027310797,8.613977,0.03461914,83,1746.2371134020618,1172.2622523195876
172032,4.769229,459,172032,358.5188555717468,0.8156053721904755,0.0040247,-0.0016104638,12.668572,0.034423828,84,1749.3265306122448,1174.4955144897958
174080,4.763898,464,174080,362.97521138191223,0.8447699695825577,0.0014021774,-0.0028350546,15.033808,0.011132812,85,1735.6,1164.48578837
176128,4.7610364,473,176128,367.3890585899353,0.8861563056707382,0.0036983644,-0.0035738708,7.9727907,0.044384766,86,1723.44,1155.0243568199999
178176,4.7519712,474,178176,371.7136929035187,0.8152480572462082,0.0035000003,-0.0002673824,14.125908,0.035107423,87,1723.44,1154.86808103
180224,4.7470074,491,180224,376.03435230255127,0.7802676558494568,0.0065807155,-0.00511394,17.937174,0.06572266,88,1710.01,1144.62195449
182272,4.757189,473,182272,380.19826579093933,0.7894529402256012,0.004722941,-0.005753848,12.201502,0.05605469,89,1710.01,1144.09055444
184320,4.767904,467,184320,384.52093052864075,0.8676614016294479,0.0037188842,-0.0037492062,10.157415,0.041992188,90,1710.01,1144.15099893
186368,4.7750673,458,186368,388.89947843551636,0.8300201594829559,0.0018993954,-0.0024582762,12.411069,0.019873047,91,1710.01,1144.3033179699999
188416,4.7736025,455,188416,393.37152671813965,0.8114721328020096,0.005832832,-0.0024971077,9.64524,0.06381836,92,1702.4,1139.28002784
190464,4.7784414,488,190464,397.8644919395447,0.7496885359287262,0.0026665144,-0.0036438338,26.483673,0.029199218,93,1662.43,1108.5501634999998
192512,4.78271,463,192512,402.05338954925537,0.8994324207305908,0.0027706788,-0.002340478,8.725587,0.028955078,94,1661.77,1108.11856788
194560,4.785299,471,194560,406.4702696800232,0.7739264219999313,0.0033941634,-0.002209652,16.349976,0.036816407,95,1678.47,1119.94598135
196608,4.781947,460,196608,410.81646728515625,0.9408232644200325,0.0033853226,-0.002911638,5.0228095,0.039746094,96,1679.87,1120.48036377
198656,4.780767,468,198656,415.2677233219147,0.8212675899267197,0.0027261998,-0.00239704,21.527983,0.031982422,97,1667.31,1111.17635173
200704,4.7885175,465,200704,419.64201521873474,0.9121105000376701,0.0026914598,-0.0042753927,11.304945,0.02841797,98,1659.92,1105.36617439
202752,4.796174,477,202752,424.04387378692627,0.8801324665546417,0.0037483163,-0.0029467484,15.329753,0.042675782,99,1642.15,1093.3844796000003
204800,4.7910147,466,204800,428.3314137458801,0.828126385807991,0.0024316586,-0.0018096662,16.198523,0.024023438,100,1620.52,1077.4036703600002
206848,4.792084,485,206848,432.72163224220276,0.7898132652044296,0.0021977148,-0.0027654483,14.241735,0.023535157,101,1620.52,1076.99907889
208896,4.7939134,486,208896,436.9433841705322,0.8282761424779892,0.0029615567,-0.0045801857,18.593927,0.032324217,102,1608.3,1067.44843924
210944,4.7966833,478,210944,441.1517503261566,0.8845143914222717,0.0023080432,-0.0020728773,8.264963,0.02421875,103,1593.13,1056.5200329
212992,4.8030033,461,212992,445.4330027103424,0.8346151560544968,0.003296839,-0.004411844,10.896662,0.035546876,104,1593.13,1056.1860894
215040,4.79688,461,215040,449.8676378726959,0.7755944132804871,0.0047107264,-0.004249636,10.993273,0.058740236,105,1593.13,1055.6652388
217088,4.7850366,462,217088,454.30522561073303,0.8478815853595734,0.004146359,-0.002566493,13.656357,0.04790039,106,1593.13,1054.98855986
219136,4.785119,459,219136,458.7330074310303,0.8632974773645401,0.003383179,-0.003796783,10.584972,0.037597656,107,1593.13,1056.07619633
221184,4.7845583,498,221184,463.19251227378845,0.7298282980918884,0.0032576758,-0.004013204,23.858364,0.034179688,108,1569.68,1038.38794281
223232,4.7780356,485,223232,467.2984960079193,0.7691585272550583,0.00405639,-0.0025603583,14.810727,0.041259766,109,1569.68,1038.4607397000002
225280,4.776017,482,225280,471.52109694480896,0.7803713977336884,0.0025057711,-0.0044613443,12.039275,0.027197266,110,1569.68,1038.8327866400002
227328,4.7813888,463,227328,475.7650647163391,0.8184230476617813,0.00270662,-0.002654669,10.375998,0.031835936,111,1586.22,1050.30255625
229376,4.78761,468,229376,480.1883988380432,0.857038676738739,0.0018908845,-0.0027524116,8.982846,0.01689453,112,1586.22,1049.7662557400001
231424,4.7966204,480,231424,484.56408524513245,0.8212453573942184,0.004119306,-0.0050071743,12.393282,0.04873047,113,1598.42,1059.0376389100002
233472,4.795573,465,233472,488.82513785362244,0.8512424379587173,0.0032986812,-0.0010708111,9.817299,0.035742186,114,1598.42,1059.59390686
235520,4.7949443,491,235520,493.22446942329407,0.8328176438808441,0.0016726481,-0.0015095903,9.093434,0.015722657,115,1610.46,1068.0278478700002
237568,4.8028646,451,237568,497.39205598831177,0.8680563271045685,0.0046605254,-0.004949477,11.9983635,0.053710938,116,1592.1,1056.0805233600001
239616,4.8061304,434,239616,501.92891120910645,0.8098234385251999,0.004080036,-0.0035153986,9.263268,0.045654297,117,1592.1,1056.0989770200001
241664,4.8055596,446,241664,506.63855051994324,0.7515298277139664,0.0037370168,-0.0031683226,12.766623,0.03828125,118,1592.1,1055.4962018
243712,4.8074713,459,243712,511.2221701145172,0.7786924540996552,0.0035751942,-0.005575718,14.661825,0.039892577,119,1594.24,1058.25012381
245760,4.8124437,461,245760,515.6760864257812,0.7786755412817001,0.0026400445,-0.0023859995,12.600193,0.025976563,120,1594.24,1058.2896381
247808,4.8159714,452,247808,520.1136293411255,0.8629247695207596,0.005979375,-0.0037201357,11.0629835,0.06694336,121,1594.24,1058.69703542
249856,4.8125887,457,249856,524.6391234397888,0.8453135639429092,0.0029002812,-0.0027238554,11.478717,0.031347655,122,1594.24,1058.52971384
251904,4.806012,453,251904,529.1150693893433,0.8139895796775818,0.004001604,-0.0046346025,14.414469,0.045458984,123,1594.24,1059.0200760100001
253952,4.803437,462,253952,533.632239818573,0.9000106081366539,0.002993469,-0.0038093734,9.983977,0.031640626,124,1587.46,1054.68384572
256000,4.803029,471,256000,538.0607390403748,0.8228392750024796,0.003118392,-0.0043998174,12.987195,0.03466797,125,1587.46,1055.48104035
258048,4.8137097,461,258048,542.4058041572571,0.8511213660240173,0.0031174817,-0.0026818675,12.163649,0.035205077,126,1587.46,1055.43274266
260096,4.835101,442,260096,546.8422861099243,0.9055041968822479,0.0024742766,-0.004415781,8.104489,0.02602539,127,1584.29,1053.21407443
262144,4.8459144,468,262144,551.472395658493,0.9121242761611938,0.004012977,-0.0033293976,8.177674,0.04272461,128,1582.67,1052.75767733
264192,4.838478,474,264192,555.8481359481812,0.813742071390152,0.0022162972,-0.0025666358,10.76996,0.021044921,129,1582.67,1052.39083899
266240,4.83283,465,266240,560.1622838973999,0.7976995259523392,0.0026098643,-0.004126529,10.758238,0.026757812,130,1582.67,1051.4411104
268288,4.8261795,454,268288,564.5600159168243,0.8094878047704697,0.0040146443,-0.004982707,10.655369,0.039941408,131,1582.67,1050.7792832700002
270336,4.816177,471,270336,569.0625472068787,0.7978583574295044,0.003155956,-0.004239357,14.644679,0.03330078,132,1582.67,1050.5982201
272384,4.8189526,440,272384,573.4074666500092,0.8852584138512611,0.005164368,-0.005629089,9.257463,0.053222656,133,1578.73,1048.28414584
274432,4.8282027,452,274432,578.0619421005249,0.8454860746860504,0.0033619856,-0.0010534731,9.462159,0.039746094,134,1578.73,1047.6683609000002
276480,4.826186,455,276480,582.5883212089539,0.5841785371303558,0.0046325293,-0.0055414094,15.92959,0.04926758,135,1578.73,1047.0239937600002
278528,4.828439,460,278528,587.0846514701843,0.7688445746898651,0.0026133938,-0.0035505057,19.748215,0.027392577,136,1567.89,1037.52521522
280576,4.829149,453,280576,591.5311653614044,0.8257149159908295,0.0016909444,-0.0022201727,11.260127,0.016796876,137,1567.89,1037.83289648
282624,4.826384,497,282624,596.0490438938141,0.732362300157547,0.0019465092,-0.0017046693,15.146411,0.018310547,138,1567.89,1037.16214756
284672,4.830538,469,284672,600.1641836166382,0.8140658140182495,0.0052424306,-0.0055155745,11.611734,0.061181642,139,1568.42,1036.7318217
286720,4.8433294,459,286720,604.5257062911987,0.8065515905618668,0.0039300206,-0.00508713,14.337021,0.047265626,140,1574.78,1041.8131246900002
288768,4.8610897,469,288768,608.9791529178619,0.8649552315473557,0.0016189497,-0.002163488,8.741966,0.011376953,141,1569.13,1037.3725729
290816,4.8611255,474,290816,613.3410639762878,0.9144754335284233,0.0020380565,-0.0016272148,5.393465,0.019580077,142,1576.04,1042.5309500100002
292864,4.86274,483,292864,617.6609489917755,0.7773246616125107,0.0036283932,-0.0046705054,20.460289,0.04194336,143,1574.32,1041.3117661200001
294912,4.8636084,470,294912,621.9009549617767,0.8708363473415375,0.004594014,-0.0062784003,7.6129084,0.049951173,144,1578.01,1044.50496673
296960,4.858034,448,296960,626.2554938793182,0.8174640834331512,0.0041199084,-0.004411234,13.07795,0.047509767,145,1588.57,1051.25275859
299008,4.8595953,466,299008,630.8198897838593,0.7502828985452652,0.0022025236,-0.0023491147,15.662233,0.02368164,146,1597.94,1058.18658735
301056,4.86188,444,301056,635.2104330062866,0.8262952864170074,0.002647162,-0.002019495,14.850683,0.026806641,147,1597.94,1059.75604851
303104,4.857412,456,303104,639.8224055767059,0.7427466213703156,0.0058699166,-0.0035251856,12.380432,0.064013675,148,1597.94,1060.4953855800002
305152,4.872802,455,305152,644.3057050704956,0.7729073613882065,0.0068539055,-0.0032268248,10.065032,0.08310547,149,1597.94,1058.8461012100001
307200,4.892819,462,307200,648.7997534275055,0.7617978155612946,0.0018603312,-0.0023982455,29.91428,0.018798828,150,1592.55,1052.1951329199999
309248,4.9035816,458,309248,653.2294962406158,0.748814195394516,0.004767902,-0.005621576,13.999151,0.058935545,151,1597.93,1056.2602937299998
311296,4.893426,459,311296,657.7012643814087,0.8816886469721794,0.0042791967,-0.00627965,8.6256895,0.04550781,152,1587.28,1048.1290968299998
313344,4.8929477,449,313344,662.1630327701569,0.8850567191839218,0.004694273,-0.007499593,18.599419,0.055908203,153,1571.07,1038.84109388
