value_loss,fps,explained_variance,clipfrac,n_updates,time_elapsed,serial_timesteps,policy_loss,total_timesteps,ep_reward_mean,approxkl,ep_len_mean,policy_entropy
4.391743,521,-0.0049849748611450195,0.017578125,1,1.6689300537109375e-06,2048,-0.0015346044,2048,68.09676425,0.002014023,358.0,1.4220991
4.1329594,574,-0.07377183437347412,0.03100586,2,3.9263596534729004,4096,-0.0040044277,4096,95.625631,0.003191261,506.875,1.426336
4.3765583,579,0.12680000066757202,0.04472656,3,7.492265939712524,6144,-0.0032411176,6144,105.17892649999999,0.0044379123,550.8,1.4230938
4.2369404,579,0.07229167222976685,0.028320312,4,11.024485111236572,8192,-0.0041623637,8192,117.87055792307692,0.0029871876,614.4615384615385,1.412416
4.236596,598,0.17537391185760498,0.009619141,5,14.559596300125122,10240,-0.002031925,10240,130.5785295,0.0013645835,676.0,1.4169811
4.338138,529,0.18008941411972046,0.04375,6,17.981011152267456,12288,-0.0037334089,12288,151.60892586666665,0.0044485573,767.5333333333333,1.4200976
3.8471043,535,0.23793387413024902,0.05029297,7,21.85074520111084,14336,-0.003948112,14336,163.12873270588238,0.0044463407,828.7058823529412,1.419204
4.8159094,484,0.049077749252319336,0.033496093,8,25.674537181854248,16384,-0.0027764007,16384,179.9790627777778,0.0033655532,896.5,1.411619
5.5478377,561,0.021650612354278564,0.01826172,9,29.901635885238647,18432,-0.00083346,18432,196.38826463157898,0.0024212287,957.1578947368421,1.3978543
4.296569,566,0.21047735214233398,0.013085937,10,33.54972219467163,20480,-0.0011296049,20480,209.3004199,0.0019199385,1011.75,1.3895388
4.442216,581,0.23509597778320312,0.041015625,11,37.16364336013794,22528,-0.0018767554,22528,221.9514801904762,0.0034822351,1061.142857142857,1.4011261
3.9992874,540,0.18742424249649048,0.0597168,12,40.68394231796265,24576,-0.004125485,24576,222.90290813043478,0.0051993933,1056.1304347826087,1.4187946
3.1597705,561,0.3614821434020996,0.05629883,13,44.47666907310486,26624,-0.003881077,26624,208.93990485185188,0.0043593985,984.8148148148148,1.4332718
2.471765,568,0.7394711375236511,0.028759766,14,48.125550985336304,28672,-0.002515137,28672,204.82243513793105,0.0030605574,969.448275862069,1.4364941
2.2912896,554,0.6794926226139069,0.029638672,15,51.728447914123535,30720,-0.0016951984,30720,202.55061906249998,0.003012897,954.4375,1.4359434
1.910635,532,0.8371296525001526,0.068603516,16,55.41937065124512,32768,-0.0062291445,32768,201.6190903235294,0.005214839,951.0294117647059,1.4398547
2.0304036,528,0.5185200572013855,0.04091797,17,59.26659965515137,34816,-0.0026375696,34816,209.33788128571427,0.003676509,982.4,1.4319252
1.810339,528,0.6481175124645233,0.051220704,18,63.144999980926514,36864,-0.002671809,36864,216.12505163888886,0.0043577068,1012.0277777777778,1.4360672
1.7736816,531,0.20731693506240845,0.031396486,19,67.02346515655518,38912,-0.0028224795,38912,223.24074835135133,0.003175458,1040.054054054054,1.4389099
1.6439619,538,0.30515289306640625,0.048095703,20,70.87480735778809,40960,-0.0007819507,40960,230.3308095,0.004451749,1066.6052631578948,1.4366543
1.6280705,504,0.2804998755455017,0.059765626,21,74.67964100837708,43008,-0.001544578,43008,237.45151717948718,0.005213924,1091.7948717948718,1.438078
