#{"t_start": 1750959004.702699, "env_id": null}
r,l,t
93.892294,467,2.241907
127.401695,629,4.358625
50.774302,263,5.184161
449.127297,2049,12.622754
49.372626,267,13.460191
285.865818,1184,17.950673
507.702063,2049,25.474289
35.226165,196,26.177837
107.82416,560,28.108249
47.536714,270,28.995211
39.701184,205,29.588921
147.98841,730,32.455949
161.50643,766,34.83089
199.5246,1112,39.191383
34.247946,187,39.867441
62.854452,319,40.887795
79.819308,327,41.879068
68.935649,342,43.06763
461.154365,2049,50.011644
417.448074,2049,56.830588
461.664967,2049,64.208359
528.792311,2049,72.80586
552.273015,2049,80.20107
537.720559,2049,87.579149
555.530553,2049,94.863055
575.754071,2049,102.596266
582.891169,2049,110.977525
582.533611,2049,118.37538
585.096514,2049,125.926152
649.188991,2049,133.737906
630.899999,2049,141.925414
570.182332,2049,149.435347
693.157509,2049,157.551154
702.407932,2049,165.389585
587.867811,2049,172.881923
649.912302,2049,181.655449
663.306434,2049,189.695691
700.905305,2049,197.769459
719.257088,2049,206.052054
754.149741,2049,213.880903
718.308461,2049,221.796561
798.095335,2049,229.782767
1084.313116,2049,237.382954
884.20618,2049,245.486579
762.274363,2049,253.244843
754.086535,2049,261.31517
823.954043,2049,269.434266
685.505334,2049,277.514452
801.058999,2049,285.435918
673.80657,2049,293.521109
649.240008,1657,299.979958
720.895558,2049,308.313748
326.155561,874,311.97334
291.986895,865,315.371129
758.068595,2049,323.095014
763.423582,2049,331.862066
627.606917,2049,339.74856
815.570635,2049,347.717911
795.017918,2049,355.279345
830.904983,1798,362.29278
816.501358,2049,370.220769
746.699027,2049,377.829271
644.837817,2049,385.414739
663.814145,2049,393.260185
860.844349,2049,401.607332
824.43288,2049,409.789919
665.367859,2049,418.489964
764.802875,2049,426.997175
869.965326,2049,434.861104
647.714594,2049,442.65887
841.460745,2049,450.483326
979.580273,2049,457.959126
831.389443,2049,465.595402
997.16632,2049,472.572623
160.02431,356,473.729911
832.489,2049,481.144117
868.601351,2049,488.814889
641.95697,1267,493.356201
252.506235,631,495.520922
615.743216,1411,500.896625
889.594184,2049,508.364782
233.636252,603,510.410422
281.865846,642,512.550804
974.501279,2049,520.187346
963.043862,2049,527.497991
349.857493,845,530.776111
196.00608,460,532.240086
655.967993,1352,537.280576
639.460438,1384,541.935571
1013.242983,2049,549.147003
514.200225,1099,553.296359
905.857145,2049,560.841054
931.61173,2049,568.406809
996.345797,2049,575.418625
1092.983202,2049,582.554967
1080.906016,2049,589.865192
489.337611,1082,593.322897
924.65686,2049,601.147969
192.38669,480,603.430774
994.532625,2049,610.98733
1007.199866,2049,618.244618
1058.416809,2049,625.374301
116.412981,273,626.250728
74.255004,232,627.026155
915.831301,2049,634.412582
265.085405,589,636.27368
554.684535,1329,641.280224
87.283598,251,642.067646
444.672768,984,645.328116
105.546106,278,646.197955
270.992517,627,648.764029
234.964375,654,651.022361
89.125397,256,652.016325
419.186535,946,656.224574
158.86375,377,657.670123
191.595707,417,659.189015
242.29257,556,661.182801
88.834683,261,662.049535
123.892606,321,663.731682
81.653158,249,664.841128
147.450945,361,666.113099
265.377897,624,668.210308
171.876239,357,669.489633
274.629412,646,672.561318
891.407709,2049,681.27107
333.456705,796,684.546201
455.552714,1101,689.821812
298.988823,778,692.927841
138.399546,419,694.480951
586.319965,1492,700.598867
192.195255,556,702.545403
761.605864,2049,711.168016
823.249452,2049,719.818731
874.629019,2049,727.973782
829.313014,2049,735.281493
934.559875,2049,742.809281
819.64967,2049,751.048239
544.322294,1230,755.937895
218.723962,577,757.755124
394.653963,952,761.500289
820.578774,2049,769.269017
749.120747,2049,777.06742
907.126691,2049,784.877675
866.657541,2049,792.575951
863.218641,2049,800.434954
149.592464,351,801.50482
109.915542,274,802.450444
193.240834,405,803.753908
