fps,serial_timesteps,policy_entropy,clipfrac,explained_variance,approxkl,n_updates,policy_loss,total_timesteps,value_loss,time_elapsed,ep_len_mean,ep_reward_mean
226,30720,3.3057313,0.030957032,0.9111265763640404,0.0026351057,15,-0.0042233826,30720,11.653566,108.8750913143158,1297.6521739130435,609.0237941739131
176,32768,3.3083339,0.023388673,0.8648626953363419,0.002477902,16,-0.0049832407,32768,14.770703,117.92985653877258,1257.5,569.2481407692308
146,34816,3.3035057,0.051855467,0.20377278327941895,0.00455826,17,-0.004539238,34816,3.7220185,129.5583794116974,1286.8148148148148,562.6630698888889
431,36864,3.2878997,0.0126953125,0.8755762800574303,0.0014334142,18,-0.0032460645,36864,13.999603,143.52224135398865,1179.8387096774193,522.8097717096774
420,38912,3.2871082,0.032470703,0.7280310690402985,0.0030746837,19,-0.0024371175,38912,11.1538925,148.2696521282196,1207.0,540.5774784375001
188,40960,3.2816079,0.046191406,0.9658156484365463,0.0040746457,20,-0.0057729245,40960,5.9373207,153.13937282562256,1197.8484848484848,539.7580193030304
248,43008,3.2737496,0.015527343,0.9495935775339603,0.0018367671,21,-0.0036406666,43008,8.335137,163.9808406829834,1227.3714285714286,542.6224688285715
138,45056,3.296973,0.1184082,0.08975780010223389,0.009013703,22,-0.0035428747,45056,4.091454,172.22829723358154,1250.1944444444443,538.3215636111113
262,47104,3.3086956,0.009912109,0.959187101572752,0.0013324341,23,-0.003032024,47104,7.4989676,187.06205987930298,1251.945945945946,545.6092871621623
143,49152,3.31916,0.08847656,-0.006271958351135254,0.0065052486,24,-0.0024758175,49152,2.8762686,194.8709692955017,1272.921052631579,541.5740709473686
184,51200,3.3336787,0.08100586,0.9856117302551866,0.005850856,25,-0.0042051594,51200,2.7109811,209.16532707214355,1292.820512820513,537.7637666666668
450,53248,3.336684,0.01484375,0.8914498165249825,0.0015809294,26,-0.0033253885,53248,6.9780183,220.27663469314575,1289.05,542.3955257
468,55296,3.3371925,0.02055664,0.8139282912015915,0.0019806917,27,-0.0009118052,55296,15.183672,224.82535099983215,1305.9761904761904,564.0874603333333
331,57344,3.3383896,0.040625,0.8993092700839043,0.0039002132,28,-0.006127152,57344,14.874672,229.19772291183472,1295.590909090909,568.6771431818181
159,59392,3.3317916,0.020507812,0.7661465406417847,0.0025168762,29,-0.002603641,59392,8.371764,235.37123322486877,1289.304347826087,555.4849668695651
450,61440,3.3178277,0.03515625,0.7207430005073547,0.003086495,30,-0.0033499724,61440,9.08736,248.21994471549988,1305.468085106383,571.7505306382978
459,63488,3.3112721,0.027978515,0.8532691597938538,0.002632261,31,-0.0025709406,63488,9.154829,252.7654709815979,1320.9583333333333,584.9730991666667
435,65536,3.3065803,0.041259766,0.8574585020542145,0.003543374,32,-0.0055389884,65536,8.740191,257.22195959091187,1335.8163265306123,599.036473632653
139,67584,3.3050568,0.07607422,0.2689042091369629,0.005758746,33,-0.0044089505,67584,3.333487,261.9245002269745,1350.08,594.84490928
451,69632,3.3017116,0.026171874,0.8407050967216492,0.0025624577,34,-0.005621961,69632,10.10428,276.5860228538513,1363.7843137254902,608.9910438039217
448,71680,3.2994683,0.025976563,0.9004793539643288,0.002471386,35,-0.0040899813,71680,9.637477,281.12325382232666,1325.811320754717,592.0208511132076
447,73728,3.3011062,0.03540039,0.8522672355175018,0.0031797667,36,-0.0038117133,73728,10.418135,285.69015407562256,1339.2037037037037,604.3298528148149
446,75776,3.297871,0.018603515,0.8697184771299362,0.002002011,37,-0.0021415234,75776,10.205786,290.263396024704,1352.1090909090908,615.3398268727274
444,77824,3.296349,0.021728516,0.8277669847011566,0.002052903,38,-0.003673132,77824,18.33041,294.8507921695709,1325.2931034482758,607.382868224138
