value_loss,fps,explained_variance,clipfrac,n_updates,time_elapsed,serial_timesteps,policy_loss,total_timesteps,ep_reward_mean,approxkl,ep_len_mean,policy_entropy
35.306686,510,0.713964968919754,0.02319336,1,1.9073486328125e-06,2048,-0.0035562224,2048,282.68410666666665,0.0025911801,551.6666666666666,6.1588626
19.934095,457,0.8626957684755325,0.036083985,2,4.012354850769043,4096,-0.0035344053,4096,651.2024927499999,0.0034426674,926.0,6.1580806
20.32826,468,0.8696672022342682,0.016455078,3,8.493403196334839,6144,-0.0014555126,6144,883.0831758,0.0017447127,1150.6,6.1679792
4.939292,505,0.973575109615922,0.008740234,4,12.86323595046997,8192,-0.0017922964,8192,784.5574908333333,0.0010226062,1053.3333333333333,6.173405
22.463852,507,0.8628126084804535,0.039697267,5,16.912808179855347,10240,-0.002968694,10240,912.5156135714286,0.0033878733,1195.5714285714287,6.175164
20.572313,501,0.8754545822739601,0.05214844,6,20.949945211410522,12288,-0.0040981327,12288,1015.6728029999999,0.004626165,1302.25,6.1914873
20.47531,508,0.8794466257095337,0.026416015,7,25.030935287475586,14336,-0.0033014573,14336,1099.5049915555555,0.0025864788,1385.2222222222222,6.2063603
20.70212,474,0.8831827566027641,0.038378906,8,29.055065870285034,16384,-0.0043541277,16384,1165.3156481,0.0033177666,1451.6,6.20822
33.35728,361,0.830557644367218,0.006201172,9,33.37639594078064,18432,-0.0020147108,18432,1150.9851155,0.00081400515,1445.9166666666667,6.2008677
23.862144,427,0.8874505907297134,0.0076660155,10,39.04623627662659,20480,-0.0023858151,20480,1132.9757007857143,0.0009985936,1422.857142857143,6.206238
27.959,384,0.8773752301931381,0.0052246093,11,43.83557391166687,22528,-0.0016072372,22528,1016.4005273529411,0.0006677202,1306.6470588235295,6.216073
5.8640814,492,0.9756268374621868,0.01845703,12,49.15997362136841,24576,-0.003881942,24576,972.903135,0.0016606633,1262.8333333333333,6.2096066
36.54067,395,0.8581409752368927,0.021777343,13,53.31565237045288,26624,-0.004875145,26624,930.3725562857144,0.0020173474,1219.1904761904761,6.205425
23.208355,450,0.9186797216534615,0.028027344,14,58.48956894874573,28672,-0.0027293162,28672,928.3314515652173,0.0025376107,1212.8695652173913,6.2093763
22.609356,447,0.9204965159296989,0.010693359,15,63.03756666183472,30720,-0.0030611216,30720,930.1771462399998,0.0011051266,1212.68,6.2157507
7.5613923,468,0.9596811197698116,0.024365235,16,67.61806225776672,32768,-0.0066518956,32768,905.7457137692306,0.0025570479,1187.9615384615386,6.2242727
31.264248,521,0.8578089773654938,0.012207031,17,71.98925232887268,34816,-0.0017930459,34816,917.5211785357141,0.0012337759,1196.3214285714287,6.234533
20.370144,482,0.8762045726180077,0.04272461,18,75.9160304069519,36864,-0.00301295,36864,946.5908970344825,0.003649329,1225.7241379310344,6.22255
20.020891,505,0.8658529669046402,0.0725586,19,80.16384363174438,38912,-0.0039495197,38912,974.289217533333,0.0056108376,1253.1666666666667,6.216778
20.44045,478,0.8372882604598999,0.011865234,20,84.2190957069397,40960,-0.0020405466,40960,1000.5373877419353,0.00161985,1278.8387096774193,6.2055225
20.226055,489,0.8511976897716522,0.0171875,21,88.4980776309967,43008,-0.0023131676,43008,1027.13144584375,0.0020172547,1302.90625,6.1870584
36.366158,489,0.8361624032258987,0.0039550783,22,92.68383359909058,45056,-0.0013179237,45056,1035.3901008823532,0.0007033748,1310.3823529411766,6.173168
