approxkl,value_loss,policy_entropy,clipfrac,ep_reward_mean,time_elapsed,n_updates,total_timesteps,explained_variance,serial_timesteps,policy_loss,ep_len_mean,fps
0.0040875515,1.8339183,1.4365946,0.04550781,309.07010187755105,112.08658194541931,34,69632,0.07651984691619873,69632,-0.0013944856,1404.9795918367347,631
0.0027429962,1.767911,1.4379051,0.029248048,313.52204842,115.32844662666321,35,71680,0.14828962087631226,71680,-0.00039429963,1417.86,623
0.005252847,1.775596,1.4497062,0.06572266,317.7102292352941,118.6158058643341,36,73728,0.02139371633529663,73728,-0.0041163694,1430.235294117647,600
0.0051279133,1.6621401,1.4636445,0.06518555,321.7982183846153,122.02638149261475,37,75776,-0.06860518455505371,75776,-0.0036665597,1442.1346153846155,627
0.0028083497,1.3985933,1.4677727,0.02709961,325.5053320943396,125.2913167476654,38,77824,0.07246667146682739,77824,-0.0006355868,1453.5849056603774,631
0.0052249366,1.5122617,1.4703614,0.06533203,329.1153366296296,128.5375988483429,39,79872,-0.07627356052398682,79872,-0.002180535,1464.611111111111,598
0.003653201,1.5188841,1.4613819,0.039208986,332.7714332727272,131.95865058898926,40,81920,0.09160751104354858,81920,-0.0011963773,1475.2363636363636,627
0.002837066,1.4307246,1.4579308,0.030761719,336.4072907857143,135.22304964065552,41,83968,0.09997439384460449,83968,-0.0020543176,1485.482142857143,621
0.0036654815,1.4825424,1.4675815,0.040136717,339.9798924561403,138.51698327064514,42,86016,0.01971954107284546,86016,-0.0012330688,1495.3684210526317,633
0.0039848173,1.4246355,1.4681311,0.04423828,343.4750662931034,141.74957537651062,43,88064,0.1240660548210144,88064,0.00044374028,1504.9137931034484,619
0.0026166837,1.4097207,1.4643018,0.021240234,346.8557531525424,145.05750703811646,44,90112,0.019401609897613525,90112,0.00072393415,1514.135593220339,627
0.004830332,1.3654953,1.4658203,0.057421874,350.0881252,148.32228016853333,45,92160,-0.03967297077178955,92160,-0.0013128897,1523.05,613
0.0028608844,1.3652356,1.4667255,0.031640626,353.2750861311475,151.6630449295044,46,94208,0.10449802875518799,94208,-0.0010132969,1531.672131147541,602
0.004234143,1.4026926,1.4739424,0.04526367,356.4990529838709,155.06477737426758,47,96256,0.010046064853668213,96256,-0.0011921411,1540.016129032258,619
0.005123671,1.3108357,1.4916145,0.06313477,359.52725269841267,158.3694248199463,48,98304,0.018850386142730713,98304,-0.0033374652,1548.095238095238,614
0.003357238,1.2830229,1.502145,0.038378906,362.47033262499997,161.70175337791443,49,100352,0.06207829713821411,100352,-0.000813184,1555.921875,595
0.0030387077,1.3418623,1.5028944,0.031054687,365.38217512307693,165.14344882965088,50,102400,0.07706141471862793,102400,-0.0010849828,1563.5076923076922,607
0.003593681,1.3913035,1.5075301,0.04145508,368.2765108181818,168.5195631980896,51,104448,0.029061853885650635,104448,-0.0014568408,1570.8636363636363,626
0.0054270085,1.2920526,1.5228226,0.068310544,371.12153483582085,171.78916931152344,52,106496,0.02375054359436035,106496,-0.0026107668,1578.0,630
0.0050424873,1.356265,1.5427247,0.0652832,373.9231206470588,175.03665971755981,53,108544,0.04052412509918213,108544,-0.0029686862,1584.9264705882354,606
0.0044107763,1.291719,1.5544345,0.05234375,376.6391618405797,178.41670322418213,54,110592,0.05769085884094238,110592,-0.0030292848,1591.6521739130435,617
0.0044525643,1.3452454,1.5489404,0.05205078,379.2924024285714,181.73349332809448,55,112640,0.07261443138122559,112640,-0.0025895876,1598.1857142857143,632
0.0038510505,1.31774,1.5468065,0.043017577,382.0037369436619,184.97317910194397,56,114688,0.04794818162918091,114688,-0.0009859429,1604.5352112676057,619
0.0056447037,1.2163224,1.5642698,0.07446289,384.4767762083333,188.28079104423523,57,116736,0.09365147352218628,116736,-0.0033056673,1610.7083333333333,626
0.0044901194,1.2103932,1.5698367,0.050976563,386.9000157945205,191.5523796081543,58,118784,0.07975751161575317,118784,-0.0039829155,1616.7123287671234,618
0.003594519,1.3661858,1.5627828,0.039453126,389.3581917027027,194.86487865447998,59,120832,0.025619328022003174,120832,-0.00045104587,1622.554054054054,623
0.0036318898,1.3954562,1.5664426,0.04135742,391.87972534666665,198.15290236473083,60,122880,0.0398712158203125,122880,-0.0004413748,1628.24,588
0.0036135484,1.317848,1.5831242,0.042236328,394.34390361842105,201.6348433494568,61,124928,0.051755309104919434,124928,-0.0016807541,1633.7763157894738,609
0.0043134065,1.2973826,1.5869604,0.047949217,396.77829264935065,204.9975550174713,62,126976,0.06829363107681274,126976,-0.0036253773,1639.1688311688313,634
0.0027844214,1.3595066,1.5903534,0.026855469,399.0730669871795,208.22769236564636,63,129024,0.013818979263305664,129024,-0.00046122033,1644.423076923077,604
0.0044822213,1.3614498,1.5899012,0.053710938,401.3207268101266,211.61571311950684,64,131072,0.037348806858062744,131072,-0.0024555149,1649.5443037974683,616
0.0059519866,1.4504354,1.5969117,0.075,403.6199495375,214.93766689300537,65,133120,0.03871101140975952,133120,-0.0026689372,1654.5375,627
0.003431423,1.474833,1.6122147,0.037890624,405.9512662222222,218.20103240013123,66,135168,0.0478399395942688,135168,-0.0016693823,1659.4074074074074,601
0.003955337,1.4400237,1.6252664,0.044042967,408.324925,221.60434889793396,67,137216,0.07014548778533936,137216,0.00017444482,1664.158536585366,623
0.003147366,1.7716866,1.6327085,0.03354492,411.0228610361446,224.88944363594055,68,139264,0.10960173606872559,139264,-0.0028143893,1668.7951807228915,608
0.004690274,2.020658,1.6449696,0.05678711,414.0057048690477,228.25465083122253,69,141312,0.02958744764328003,141312,-0.0020848764,1673.3214285714287,583
0.004565688,2.017384,1.6478741,0.05620117,416.9729300705883,231.76283168792725,70,143360,0.10346513986587524,143360,-0.0034784984,1677.7411764705882,595
0.0042925263,2.3282378,1.6509149,0.05126953,420.46213345348843,235.2001256942749,71,145408,0.1066475510597229,145408,-0.0025358521,1682.0581395348838,601
0.003529713,2.107116,1.6647667,0.039013673,423.3740547011495,238.60452675819397,72,147456,0.09948486089706421,147456,-0.0013842543,1686.2758620689656,597
0.0042255605,2.8336062,1.6667515,0.046289064,427.0945879659091,242.03490614891052,73,149504,0.17390674352645874,149504,-0.0010924416,1690.3977272727273,572
0.003634919,3.2265553,1.6542981,0.03354492,430.7675550561798,245.6115279197693,74,151552,0.09218305349349976,151552,-0.0026044797,1694.426966292135,588
0.0019577013,3.5619526,1.6444795,0.016210938,434.7741735555556,249.09138083457947,75,153600,0.058120667934417725,153600,-0.00048707705,1698.3666666666666,596
0.0022091381,3.5743012,1.6396697,0.020703126,438.9114743736264,252.527437210083,76,155648,0.25764894485473633,155648,-0.0007397218,1702.2197802197802,606
0.0031797667,4.469436,1.6401504,0.03413086,443.12914356521736,255.90642094612122,77,157696,0.1651594042778015,157696,-0.0018956279,1705.9891304347825,593
0.0052131126,3.056829,1.6529224,0.06352539,447.10337867741936,259.3558671474457,78,159744,0.06222563982009888,159744,-0.0025387611,1709.6774193548388,608
0.004655419,3.7875957,1.6624018,0.054394532,450.7653738404256,262.72197937965393,79,161792,0.12587898969650269,161792,-0.0026236442,1713.287234042553,601
0.0030735184,3.9055817,1.6627283,0.031835936,455.098341231579,266.1291437149048,80,163840,0.14918649196624756,163840,-0.0019925903,1716.821052631579,598
0.0034717228,4.3897085,1.6657511,0.039501954,458.9488399375,269.5546145439148,81,165888,0.06763565540313721,165888,-0.002413768,1720.28125,584
0.0018872762,5.921004,1.6703308,0.015185547,463.79477335051547,273.06130385398865,82,167936,0.09346526861190796,167936,-0.0006929934,1723.6701030927834,608
0.001974643,6.132738,1.6561725,0.013232422,466.7790151632653,276.42957401275635,83,169984,0.15909236669540405,169984,-0.0011890889,1723.4489795918366,620
0.0032694128,6.2634234,1.6494566,0.036474608,471.4259639191919,279.7292287349701,84,172032,0.21272718906402588,172032,-0.0025482655,1726.7373737373737,593
0.0037263252,5.389597,1.6555502,0.040478516,476.42489979,283.1793575286865,85,174080,0.24581164121627808,174080,-0.004048872,1729.96,611
