total_timesteps,n_updates,fps,explained_variance,clipfrac,value_loss,serial_timesteps,policy_loss,ep_len_mean,time_elapsed,approxkl,ep_reward_mean,policy_entropy
2048,1,555,-0.11195993423461914,0.029248048,4.395993,2048,-0.0036455393,475.3333333333333,2.384185791015625e-06,0.0031506387,88.43311533333333,1.4102404
4096,2,613,-0.23643100261688232,0.0375,4.3934665,4096,-0.004666984,505.85714285714283,3.6892080307006836,0.0032035604,95.93298042857143,1.4079424
6144,3,609,-0.00014734268188476562,0.017089844,3.8948376,6144,-0.0011744257,470.3333333333333,7.030386924743652,0.0021866995,89.74706174999999,1.4111437
8192,4,586,0.006721556186676025,0.0359375,3.8627205,8192,-0.0021182136,403.6,10.388251781463623,0.003325268,77.1824357,1.4147351
10240,5,582,-0.008503556251525879,0.033447266,3.517652,10240,-0.0033407386,351.86206896551727,13.883525371551514,0.0032970686,67.73590741379309,1.4178661
12288,6,582,-0.07135498523712158,0.045556642,4.5321617,12288,-0.002877178,338.80555555555554,17.401023864746094,0.003748959,66.48930241666669,1.4187095
14336,7,601,0.22608691453933716,0.023828125,4.135228,14336,-0.00061447907,335.1666666666667,20.916980504989624,0.002638572,66.56286066666665,1.4202445
16384,8,603,0.20535290241241455,0.027050782,4.848021,16384,-0.0028502056,347.70212765957444,24.322867393493652,0.002805148,70.36184417021276,1.4104817
18432,9,602,0.5413610637187958,0.029785156,3.9513314,18432,-0.0031794044,347.59615384615387,27.7170569896698,0.0027970874,71.12217303846155,1.4118686
20480,10,611,0.3677232265472412,0.039794922,4.837083,20480,-0.0027468414,355.96491228070175,31.11520218849182,0.0035835125,74.06667136842105,1.4141637
22528,11,616,0.46914851665496826,0.027783204,3.8945537,22528,-0.0018455529,367.73770491803276,34.46639275550842,0.0027180356,77.15539885245902,1.4208262
24576,12,627,0.4445676803588867,0.05332031,4.34018,24576,-0.0027505285,373.35483870967744,37.787678718566895,0.00445077,78.89254853225806,1.423658
26624,13,631,0.5881896317005157,0.06508789,2.6106706,26624,-0.0044087404,390.8412698412698,41.0499804019928,0.005488189,82.92834203174603,1.4316018
28672,14,616,0.29996609687805176,0.056884766,2.1832685,28672,-0.003204123,416.75,44.29473304748535,0.004896461,88.28348645312501,1.4354713
30720,15,611,0.3079570531845093,0.043652344,1.9792893,30720,-0.0039856085,441.8615384615385,47.61520457267761,0.004173144,93.33130676923078,1.4200385
32768,16,617,0.46584564447402954,0.013378906,1.8566597,32768,-0.00036409567,466.2121212121212,50.96551465988159,0.0017871208,98.13982713636364,1.4077836
34816,17,632,0.5224331021308899,0.031201173,1.6929811,34816,-0.0021458296,489.8358208955224,54.279886960983276,0.0027730735,102.92336610447761,1.4108752
36864,18,623,0.7109169661998749,0.031103516,1.598051,36864,-0.002413471,512.7647058823529,57.52074360847473,0.0033995528,107.35930352941176,1.4101799
38912,19,625,0.5688814222812653,0.02368164,1.2374856,38912,-0.0018670075,535.0289855072464,60.808231830596924,0.0025913462,111.89584131884058,1.4010129
40960,20,615,0.5570190250873566,0.025537109,1.2135831,40960,-0.0017915431,556.6571428571428,64.08448433876038,0.002650059,116.22975395714285,1.4037883
43008,21,639,0.18733394145965576,0.02841797,1.4477749,43008,-0.0012821272,577.6760563380282,67.41403436660767,0.0029428697,120.33930005633802,1.4157642
