value_loss,fps,explained_variance,clipfrac,n_updates,time_elapsed,serial_timesteps,policy_loss,total_timesteps,ep_reward_mean,approxkl,ep_len_mean,policy_entropy
4.842433,485,0.94799979403615,0.039208986,1,1.9073486328125e-06,2048,-0.0049730525,2048,760.157339,0.0037561797,945.0,3.5308151
11.726799,529,0.8998548835515976,0.040380858,2,4.215052604675293,4096,-0.004531474,4096,969.915051,0.0037848577,1292.5,3.518423
9.593054,530,0.9382960312068462,0.035205077,3,8.085760593414307,6144,-0.002825024,6144,896.5265344,0.0032952442,1155.4,3.5051167
12.581613,510,0.9058046787977219,0.068359375,4,11.947245597839355,8192,-0.005794429,8192,841.556700142857,0.00573452,1067.4285714285713,3.484789
5.1180716,507,0.9649189077317715,0.025976563,5,15.962380409240723,10240,-0.0032058987,10240,821.0887797777779,0.0026643488,1050.6666666666667,3.4784546
11.099272,515,0.8966190740466118,0.06328125,6,20.00187397003174,12288,-0.004976024,12288,833.7173084545456,0.005230098,1062.1818181818182,3.4858537
6.30746,526,0.9496691860258579,0.034472656,7,23.975677013397217,14336,-0.0044906223,14336,818.8006809230772,0.0029489708,1047.3076923076924,3.487639
10.322115,515,0.9462206661701202,0.051611327,8,27.86772847175598,16384,-0.0038424856,16384,797.9546738125,0.004121878,1020.125,3.4790883
2.2962475,520,0.9801405686885118,0.053808592,9,31.841063022613525,18432,-0.0033993903,18432,800.555927882353,0.00463593,1018.1764705882352,3.4651458
7.0728455,522,0.941992349922657,0.042675782,10,35.77624011039734,20480,-0.0035221889,20480,844.3504116842106,0.003811384,1066.157894736842,3.4582875
6.230088,517,0.9426142312586308,0.03491211,11,39.699389934539795,22528,-0.0037203343,22528,833.9831872500001,0.0034336406,1054.05,3.453233
16.389309,512,0.8587333261966705,0.049804688,12,43.65536403656006,24576,-0.006017827,24576,829.2536686956522,0.00493577,1052.2608695652175,3.4491684
17.655916,525,0.8731864094734192,0.032910157,13,47.65498352050781,26624,-0.0034024492,26624,802.236003923077,0.0031479516,1023.3076923076923,3.4528203
7.4484725,500,0.9424885250627995,0.039111327,14,51.55154871940613,28672,-0.0050997995,28672,799.5017838214286,0.0037940335,1019.25,3.4504685
2.7169678,516,0.9715928807854652,0.059814453,15,55.643407106399536,30720,-0.008220561,30720,817.1367574137931,0.0048741116,1038.0,3.4494221
7.0104265,527,0.9407395496964455,0.03173828,16,59.60904097557068,32768,-0.0039772163,32768,826.212732032258,0.0028832653,1051.741935483871,3.442145
12.277666,526,0.9118068665266037,0.060302734,17,63.49411129951477,34816,-0.0052178744,34816,787.7147504705882,0.0055708745,1006.1470588235294,3.440628
3.1969283,527,0.9809883739799261,0.042138673,18,67.38681840896606,36864,-0.002468725,36864,786.0664090833334,0.003745729,1000.4166666666666,3.4500306
6.92986,520,0.9440307393670082,0.07998047,19,71.26849341392517,38912,-0.0030008042,38912,801.6981527368422,0.0064001577,1013.9473684210526,3.4348602
11.099922,501,0.914093479514122,0.050732423,20,75.20645213127136,40960,-0.0006710749,40960,807.735502,0.0041236556,1017.875,3.421833
5.7391505,530,0.962383083999157,0.039013673,21,79.29337906837463,43008,-0.0040547447,43008,792.0817689285714,0.0036685925,1002.1904761904761,3.426155
18.106272,515,0.857516884803772,0.034570314,22,83.15549850463867,45056,-0.0019801217,45056,805.2019942045455,0.003462458,1015.0227272727273,3.4339364
8.090143,520,0.9474870413541794,0.03310547,23,87.13256096839905,47104,-0.0015445597,47104,786.9701265652175,0.0030716262,996.6304347826087,3.4420273
5.283812,519,0.9319122582674026,0.062597655,24,91.06953883171082,49152,-0.0042266604,49152,809.7347010212766,0.005138287,1019.0212765957447,3.4351125
3.5889919,519,0.9636549577116966,0.063964844,25,95.01390242576599,51200,-0.0020896753,51200,827.4659148958334,0.005320913,1038.4166666666667,3.41797
18.050947,514,0.7451734244823456,0.05629883,26,98.97153067588806,53248,-0.0030276985,53248,848.3276057346939,0.004747178,1059.0408163265306,3.4119039
33.211895,535,0.8546166867017746,0.03354492,27,102.94929957389832,55296,-0.002430433,55296,832.490759773585,0.002963468,1040.2830188679245,3.4172301
19.867828,509,0.7456170320510864,0.0703125,28,106.77537488937378,57344,-0.0031747327,57344,850.9196845,0.0070957253,1058.962962962963,3.4353008
1.9665127,501,0.9860949125140905,0.075927734,29,110.7921073436737,59392,-0.006722958,59392,865.333358309091,0.006254173,1074.1818181818182,3.4555626
17.413763,507,0.8167916089296341,0.038378906,30,114.8769211769104,61440,-0.0018021822,61440,882.2569227678572,0.0038130828,1091.5892857142858,3.4536557
8.548193,510,0.9431961737573147,0.028466797,31,118.91305756568909,63488,-0.0024391094,63488,865.8426595344829,0.0028017524,1074.9655172413793,3.4517875
13.320124,499,0.8064375966787338,0.064501956,32,122.92809057235718,65536,-0.0048321434,65536,882.4248845932204,0.0050278166,1091.4745762711864,3.448607
19.019863,495,0.7439865469932556,0.07236328,33,127.0311131477356,67584,-0.004193926,67584,899.0115509666667,0.005797598,1107.4333333333334,3.4573948
23.880585,524,0.8359693139791489,0.039111327,34,131.16760754585266,69632,-0.00397598,69632,903.8710435,0.00345846,1111.032258064516,3.4624977
26.394459,502,0.8261578679084778,0.061865233,35,135.07156538963318,71680,-0.0062409607,71680,906.467633328125,0.0053382623,1113.765625,3.4660969
19.17107,521,0.8679952919483185,0.035742186,36,139.1503722667694,73728,-0.002983953,73728,871.8753310147058,0.0037814074,1077.8823529411766,3.4700265
9.012987,535,0.9433012083172798,0.034326173,37,143.07774949073792,75776,-0.0025688584,75776,855.4526822112675,0.0030478053,1060.2957746478874,3.4746375
23.084118,529,0.8897452652454376,0.032470703,38,146.9024214744568,77824,-0.005355259,77824,822.2969424342106,0.0030971128,1021.6973684210526,3.4818168
9.639735,520,0.8791258633136749,0.023242187,39,150.76745581626892,79872,-0.0015153416,79872,831.6710251688312,0.0023392518,1035.0389610389611,3.4851894
8.464716,537,0.9268081858754158,0.021875,40,154.70441317558289,81920,-0.0033232155,81920,828.5286736075949,0.0022735768,1033.6582278481012,3.483172
2.8564038,524,0.966869730502367,0.068603516,41,158.5132613182068,83968,-0.008488143,83968,833.95479955,0.0060096947,1039.6875,3.4794095
13.101558,533,0.732658714056015,0.048339844,42,162.41832423210144,86016,-0.0037364461,86016,842.1456504320987,0.0044588307,1052.148148148148,3.4701843
6.379438,528,0.9584126770496368,0.06542969,43,166.2599515914917,88064,-0.005252679,88064,843.265598253012,0.005325737,1054.44578313253,3.4636505
6.0227566,524,0.9379234313964844,0.06938477,44,170.13261032104492,90112,-0.0034227043,90112,855.2967350357142,0.006751053,1066.2857142857142,3.4621158
9.8755245,550,0.9519873335957527,0.046875,45,174.03686571121216,92160,-0.0074304515,92160,838.6493684367814,0.0051195566,1047.8850574712644,3.4552417
9.532902,531,0.9074778109788895,0.033691406,46,177.75936007499695,94208,-0.0023043647,94208,849.7892763295455,0.0032645643,1059.2613636363637,3.4486892
6.108651,448,0.9568337798118591,0.031884767,47,181.61541962623596,96256,-0.0038349505,96256,851.6265459111112,0.0031058418,1061.4222222222222,3.4493797
20.847252,484,0.6724078953266144,0.031445313,48,186.18020939826965,98304,-0.0035803125,98304,858.3905994615386,0.0026646615,1072.2747252747254,3.4447396
