policy_entropy,time_elapsed,value_loss,approxkl,clipfrac,explained_variance,serial_timesteps,policy_loss,fps,total_timesteps,n_updates,ep_reward_mean,ep_len_mean
3.5980232,296.1589353084564,8.231386,0.0028200934,0.030566406,0.8940950259566307,131072,-0.0031310762,414,131072,64,1030.945428595238,1539.5238095238096
3.5941048,301.0978410243988,6.098459,0.003711644,0.043554686,0.8907216042280197,133120,-0.0057362886,414,133120,65,1034.6693718,1543.6823529411765
3.5959282,306.0364456176758,13.4895735,0.0024518424,0.02470703,0.8111019730567932,135168,-0.0026923127,403,135168,66,1039.3920548505744,1549.1379310344828
3.5975945,311.11489272117615,10.048575,0.0056493096,0.06962891,0.8278176039457321,137216,-0.0061918036,436,137216,67,1044.0403216136363,1554.8181818181818
3.6110299,315.8095896244049,13.219098,0.0027928879,0.031201173,0.8134920299053192,139264,-0.0065264055,436,139264,68,1038.4688693555554,1547.2888888888888
3.6248288,320.5064880847931,16.423136,0.0054897084,0.062353514,0.7272025942802429,141312,-0.0043801297,429,141312,69,1043.2726944175822,1552.8021978021977
3.623132,325.27135133743286,15.252861,0.0051480406,0.062207032,0.7381540834903717,143360,-0.006151381,446,143360,70,1047.4479646739128,1558.195652173913
3.6132724,329.8566973209381,13.868764,0.003323457,0.03652344,0.786994606256485,145408,-0.0021936968,419,145408,71,1051.902078021505,1563.47311827957
3.6037388,334.7433407306671,8.384688,0.0018109201,0.01669922,0.8766307681798935,147456,-0.0016300414,410,147456,72,1048.0248791808508,1558.7021276595744
3.6037064,339.73922896385193,10.26356,0.004367093,0.053466797,0.8202295452356339,149504,-0.0037653982,415,149504,73,1052.268595073684,1563.8631578947368
3.6031613,344.67486906051636,8.263335,0.003633478,0.039501954,0.8871398568153381,151552,-0.0016842425,430,151552,74,1051.2723778541667,1561.2916666666667
3.593366,349.4313759803772,8.302051,0.0024376088,0.023730468,0.8554829359054565,153600,-0.0030431086,427,153600,75,1056.1061004948454,1566.319587628866
3.5905902,354.224732875824,7.8421335,0.00637729,0.08085938,0.863033652305603,155648,-0.008127452,414,155648,76,1059.9568895612244,1571.2448979591836
3.5898185,359.16734862327576,9.345835,0.0038400192,0.04711914,0.8553608655929565,157696,-0.005025564,431,157696,77,1064.5013922424243,1576.0707070707072
3.587949,363.91944313049316,12.497582,0.0061127897,0.07397461,0.828352615237236,159744,-0.007184451,415,159744,78,1067.98464302,1580.8
3.5811684,368.8479690551758,10.830529,0.0045041377,0.04501953,0.7638902813196182,161792,-0.0018898193,431,161792,79,1068.7474510799998,1580.8
3.5718143,373.59136605262756,9.76597,0.007235697,0.08891602,0.6003800928592682,163840,-0.005610625,415,163840,80,1066.10388964,1580.8
3.582896,378.51959466934204,14.977217,0.0046532177,0.054638673,0.7452913522720337,165888,-0.006337999,407,165888,81,1067.04641686,1583.47
3.5829587,383.5442671775818,15.294474,0.0038930655,0.041796874,0.8399500995874405,167936,-0.004621693,441,167936,82,1079.46796782,1600.6
3.566071,388.18412685394287,14.483478,0.004007057,0.045556642,0.8274004608392715,169984,-0.004812735,419,169984,83,1084.6918166699998,1606.36
3.5670352,393.0622823238373,17.674826,0.0037278868,0.0421875,0.8062240928411484,172032,-0.004548569,414,172032,84,1086.3522569899997,1606.36
3.5894153,397.99823689460754,10.474821,0.0037501391,0.040771484,0.7921924293041229,174080,-0.0025395802,440,174080,85,1087.8411322799998,1608.58
3.5908432,402.6526925563812,10.044439,0.004284357,0.04951172,0.8947861865162849,176128,-0.0056289774,419,176128,86,1099.80116734,1624.11
3.5816503,407.53950691223145,10.889595,0.0037110697,0.037988283,0.8312261998653412,178176,-0.003820001,415,178176,87,1107.36060691,1633.57
3.5738022,412.4636812210083,9.875501,0.004861251,0.053271484,0.7866743952035904,180224,-0.003302568,448,180224,88,1118.73672429,1649.6
3.574284,417.02637672424316,10.160387,0.0035099562,0.041064452,0.762003093957901,182272,-0.0021391162,462,182272,89,1124.24855163,1659.7
3.581411,421.45808506011963,13.938932,0.006469348,0.07460938,0.8080706000328064,184320,-0.004554569,421,184320,90,1126.17764188,1663.57
3.5874856,426.3164894580841,9.789438,0.0056973575,0.068115234,0.7994544506072998,186368,-0.0065560825,432,186368,91,1135.9688108399998,1676.7
3.5795426,431.05544805526733,6.370106,0.0035009142,0.037353516,0.9198710098862648,188416,-0.0030101496,433,188416,92,1130.47396217,1668.17
3.576413,435.7852466106415,20.403717,0.0034522687,0.037402343,0.6881260871887207,190464,-0.0034732446,421,190464,93,1133.1840670699999,1669.83
3.5824523,440.6438868045807,12.290119,0.0058406517,0.05229492,0.8789978921413422,192512,-0.0064945742,433,192512,94,1131.24808496,1664.7
3.5861123,445.3710572719574,5.452269,0.0048112413,0.04824219,0.9004652500152588,194560,-0.0033312682,427,194560,95,1124.4452162900002,1655.82
3.5748184,450.16086602211,8.726045,0.004970596,0.055322267,0.795691043138504,196608,-0.0031744032,442,196608,96,1126.17667047,1658.44
3.571878,454.7933974266052,13.361626,0.00340509,0.035302736,0.8491351157426834,198656,-0.0040348,408,198656,97,1126.26141817,1660.72
3.5741897,459.8019549846649,13.420934,0.00459422,0.052197266,0.8817322552204132,200704,-0.0039898143,432,200704,98,1130.15204889,1666.75
3.5756009,464.53465127944946,16.791393,0.0065126345,0.070654295,0.7833535373210907,202752,-0.006900692,421,202752,99,1138.2239168800002,1676.81
3.5728233,469.3958423137665,13.736598,0.0041320766,0.044970702,0.7835163921117783,204800,-0.0045175245,415,204800,100,1149.44397862,1691.28
3.5936635,474.3230085372925,12.894361,0.011968887,0.11689453,0.607089638710022,206848,-0.0066946195,431,206848,101,1149.26090451,1691.28
3.6174226,479.0744676589966,10.919011,0.0034999389,0.041064452,0.8230757862329483,208896,-0.0038827392,429,208896,102,1149.85050206,1691.28
3.6159081,483.8485596179962,9.956709,0.0053391536,0.06044922,0.8972781673073769,210944,-0.0051615536,424,210944,103,1140.90745376,1677.35
3.6102207,488.6749403476715,14.207214,0.003247223,0.03276367,0.7756051272153854,212992,-0.0026573518,429,212992,104,1141.19913774,1677.35
3.6117077,493.44827795028687,25.105425,0.0033307758,0.036230467,0.7428610622882843,215040,-0.0035466752,430,215040,105,1135.7878358300002,1666.74
3.6106708,498.2095453739166,14.949707,0.005732403,0.065136716,0.7769394963979721,217088,-0.008774489,417,217088,106,1137.09775736,1666.74
3.6150336,503.11988282203674,11.415252,0.002413459,0.02421875,0.7643824070692062,219136,-0.0014498994,426,219136,107,1136.7043147000002,1666.74
3.629046,507.92515897750854,17.73193,0.003503047,0.03364258,0.5532827079296112,221184,-0.005586819,459,221184,108,1136.3162319100002,1666.74
3.628551,512.3806962966919,15.013736,0.0058898516,0.06918945,0.8289157748222351,223232,-0.007056897,416,223232,109,1137.52460937,1666.74
3.6294842,517.2981564998627,10.148474,0.0053003654,0.060009766,0.8507365584373474,225280,-0.0029423877,425,225280,110,1138.30978558,1666.74
3.6286163,522.1096270084381,15.822693,0.0059122746,0.06586914,0.7766617685556412,227328,-0.0020579905,425,227328,111,1129.6028625999998,1655.25
3.6338398,526.9256482124329,4.526591,0.006085838,0.07163086,0.9286275580525398,229376,-0.009480409,435,229376,112,1117.24251687,1638.2
3.6436398,531.6286616325378,19.23679,0.0034206528,0.035058595,0.7918232530355453,231424,-0.003949807,439,231424,113,1112.3956021599997,1629.34
3.6384342,536.290310382843,7.876732,0.00504462,0.058886718,0.9221188277006149,233472,-0.006343268,418,233472,114,1103.6175246399998,1618.09
3.6392455,541.1898090839386,6.631813,0.0074555026,0.08911133,0.7439079880714417,235520,-0.006789281,411,235520,115,1101.23867913,1614.94
3.6440167,546.1645967960358,11.022648,0.0056901937,0.07290039,0.7182450592517853,237568,-0.0076817637,429,237568,116,1099.7055914500002,1614.94
3.6489525,550.9294254779816,20.578846,0.0038697578,0.047070313,0.7642076015472412,239616,-0.0017504984,442,239616,117,1096.7138686499998,1608.03
3.652142,555.5579650402069,6.807742,0.003282691,0.031542968,0.9099925383925438,241664,-0.0024774505,415,241664,118,1102.99644692,1616.11
3.6593003,560.4850206375122,14.445269,0.0035325687,0.03793945,0.8556753396987915,243712,-0.0044709872,422,243712,119,1107.69488533,1625.08
3.6539147,565.3358948230743,16.620686,0.0032474585,0.034423828,0.8208630681037903,245760,-0.005109199,421,245760,120,1114.22134813,1628.76
3.647287,570.1993527412415,14.611017,0.0034316566,0.038232423,0.7020799815654755,247808,-0.0040517915,416,247808,121,1112.18127358,1628.76
3.648168,575.1149904727936,7.073149,0.0045547877,0.053222656,0.8796606436371803,249856,-0.0071877157,413,249856,122,1116.9888731800002,1635.44
3.6543286,580.0743973255157,11.301482,0.002952219,0.03173828,0.8418249040842056,251904,-0.0033253017,409,251904,123,1125.95265282,1646.28
3.664811,585.0789091587067,11.505205,0.0036743712,0.03725586,0.7942311763763428,253952,-0.0072566895,417,253952,124,1128.97203193,1651.59
3.6708913,589.983704328537,6.5482116,0.00448857,0.055908203,0.9217195138335228,256000,-0.0066839606,419,256000,125,1134.37953168,1657.59
3.6730824,594.8696959018707,16.619642,0.0022659465,0.02421875,0.7770996540784836,258048,-0.003000513,423,258048,126,1138.56086199,1658.53
3.674602,599.7003488540649,10.5189705,0.00366779,0.03857422,0.8454647362232208,260096,-0.0031483122,433,260096,127,1147.8705689699998,1672.27
3.6887295,604.4239859580994,11.053492,0.0054693725,0.06015625,0.6342566907405853,262144,-0.0029800632,393,262144,128,1157.6783668599999,1686.85
3.701877,609.6351313591003,3.8102424,0.003697557,0.041308593,0.9609404318034649,264192,-0.0068409382,420,264192,129,1155.43325046,1683.27
3.7055545,614.5042216777802,23.907978,0.0041470104,0.045800783,0.7263478934764862,266240,-0.004275988,433,266240,130,1161.54316982,1689.9
3.7010913,619.226820230484,10.838783,0.0014210872,0.011669922,0.7378800809383392,268288,-0.0019248998,451,268288,131,1174.20612521,1707.87
3.6906,623.767347574234,17.912485,0.0038228226,0.041748047,0.8371542692184448,270336,-0.0031898164,400,270336,132,1179.5702867199998,1711.28
3.6869423,628.8778820037842,16.943901,0.004622781,0.054296874,0.8128953725099564,272384,-0.004260378,424,272384,133,1187.87635058,1721.1
3.6915393,633.697911977768,4.2785444,0.0028946933,0.030761719,0.9396004639565945,274432,-0.0058280863,409,274432,134,1186.88586542,1718.27
3.6931205,638.702889919281,13.036695,0.0032136955,0.030273438,0.839640662074089,276480,-0.003604583,428,276480,135,1188.3669163400002,1718.27
3.7172685,643.4780380725861,8.562101,0.007753685,0.07460938,0.9477894715964794,278528,-0.010112754,431,278528,136,1182.18744625,1709.9
3.7425818,648.2207264900208,12.442306,0.0038394153,0.04511719,0.8156264871358871,280576,-0.0036148448,422,280576,137,1196.34619195,1726.45
3.7421374,653.0715847015381,15.355245,0.0030448788,0.03125,0.6786675453186035,282624,-0.0041648243,440,282624,138,1196.4811994000002,1726.45
3.7277408,657.7205893993378,19.816795,0.004113783,0.041552734,0.770739272236824,284672,-0.0027081359,426,284672,139,1195.70350935,1724.29
3.7192674,662.526216506958,6.7327585,0.0026266687,0.02709961,0.9259952381253242,286720,-0.0031074844,429,286720,140,1185.35000029,1708.67
3.724585,667.2919347286224,16.204664,0.003368748,0.038378906,0.7736283540725708,288768,-0.004747136,441,288768,141,1186.13430337,1708.67
3.723708,671.927850484848,15.46989,0.003243676,0.03413086,0.7303846776485443,290816,-0.0020102956,435,290816,142,1185.54426265,1708.67
3.719771,676.631453037262,10.453036,0.00755566,0.0836914,0.9249787256121635,292864,-0.008666849,410,292864,143,1186.32461353,1708.67
3.7285743,681.6217205524445,12.446131,0.0045664227,0.05341797,0.903803639113903,294912,-0.0061399527,390,294912,144,1190.04123529,1708.67
3.7411919,686.8609352111816,8.8919935,0.0025285562,0.025976563,0.849446564912796,296960,-0.0040098378,435,296960,145,1190.83287489,1707.59
3.7454288,691.5692167282104,4.3719606,0.0054267813,0.059423827,0.9598178267478943,299008,-0.009036975,420,299008,146,1195.5071090400002,1715.31
3.742007,696.4427719116211,14.740329,0.004596288,0.04902344,0.8647741377353668,301056,-0.0040639304,415,301056,147,1209.0672878,1732.53
3.7373042,701.3689498901367,19.89567,0.003234592,0.03540039,0.5447615683078766,303104,-0.0037961237,420,303104,148,1215.24171724,1739.17
3.7322154,706.2424068450928,17.53822,0.0057085403,0.064013675,0.8740271478891373,305152,-0.005594811,431,305152,149,1202.2538498299998,1722.96
3.737702,710.9861617088318,10.6943245,0.0067271776,0.07553711,0.7346304953098297,307200,-0.005355807,422,307200,150,1202.27234389,1722.96
3.7526577,715.8307914733887,10.78467,0.0023608212,0.026464844,0.8146932721138,309248,-0.0027550713,422,309248,151,1204.67959022,1728.32
3.7629776,720.6805801391602,20.093185,0.003873052,0.049707033,0.8091889172792435,311296,-0.005417918,405,311296,152,1204.9066797300002,1728.32
3.7630367,725.7365939617157,9.887548,0.0029830607,0.03310547,0.9138999283313751,313344,-0.0024179604,426,313344,153,1213.47240488,1738.71
3.7641327,730.5445318222046,6.0309687,0.0075617107,0.07504883,0.8474122285842896,315392,-0.008548944,436,315392,154,1218.5546497300002,1744.98
3.760926,735.2321746349335,18.207853,0.0063036056,0.07075195,0.859915241599083,317440,-0.0069891387,418,317440,155,1216.28594859,1744.98
3.7486663,740.1299910545349,7.419492,0.0039488273,0.04145508,0.8816945627331734,319488,-0.005522095,432,319488,156,1215.58663958,1742.23
3.746732,744.8710834980011,11.901814,0.0044080624,0.054638673,0.8859493881464005,321536,-0.006679469,431,321536,157,1213.79259512,1742.23
3.754678,749.6189615726471,16.614567,0.0067026615,0.08105469,0.876568615436554,323584,-0.009791372,422,323584,158,1217.47954833,1743.82
3.76422,754.4637787342072,12.166394,0.0064932867,0.074804686,0.5490755140781403,325632,-0.0038213588,424,325632,159,1220.74858162,1751.14
3.7753959,759.2908699512482,9.982598,0.008190536,0.0987793,0.6753921508789062,327680,-0.0039287694,429,327680,160,1218.49836894,1751.14
3.7819188,764.0571622848511,7.403018,0.005260468,0.06196289,0.9354996383190155,329728,-0.004484915,410,329728,161,1217.1987824300002,1748.24
3.7928696,769.047078371048,16.200684,0.0052886903,0.06137695,0.9069260954856873,331776,-0.0066606402,406,331776,162,1189.0863192600002,1709.36
3.8008728,774.0862376689911,18.402287,0.003078191,0.034082033,0.8689872324466705,333824,-0.004852178,428,333824,163,1162.0828578300002,1667.38
3.8048985,778.8682053089142,15.330371,0.003558247,0.03955078,0.9052351266145706,335872,-0.004622264,412,335872,164,1142.6150503899999,1638.53
3.808894,783.8317496776581,4.945305,0.0037965202,0.043652344,0.9571278169751167,337920,-0.005571975,400,337920,165,1141.7841192399999,1632.53
3.798841,788.9401154518127,9.919415,0.005795327,0.06704102,0.6177962124347687,339968,-0.00573072,428,339968,166,1140.3790037499998,1632.53
3.797773,793.7190692424774,20.313625,0.003722407,0.037890624,0.7240311801433563,342016,-0.0053771688,424,342016,167,1139.4292302799997,1632.53
3.80211,798.5410799980164,5.3377576,0.004329354,0.055761717,0.8827148824930191,344064,-0.006189737,419,344064,168,1132.30993055,1620.87
3.8018918,803.4259333610535,19.893383,0.0020057366,0.020947266,0.8255378007888794,346112,-0.0037286829,442,346112,169,1124.4878812100003,1609.12
3.8052661,808.0530953407288,14.529712,0.0029411938,0.03237305,0.8576645702123642,348160,-0.005880944,441,348160,170,1112.9256822099999,1592.31
3.820498,812.6961126327515,4.2909718,0.006011225,0.064697266,0.9626116417348385,350208,-0.009290427,395,350208,171,1124.75912193,1603.57
3.8408532,817.8757035732269,13.97833,0.0033081789,0.03828125,0.9210738390684128,352256,-0.0059487442,417,352256,172,1112.91416453,1588.91
3.8530736,822.777941942215,6.620205,0.004904975,0.06088867,0.8769573420286179,354304,-0.0040664384,409,354304,173,1108.0405005,1579.72
3.8557992,827.7815012931824,19.953873,0.0033719917,0.03388672,0.6235525608062744,356352,-0.004302738,436,356352,174,1103.62669328,1574.55
3.858379,832.4741122722626,13.970999,0.0027361554,0.029833984,0.8233550041913986,358400,-0.0026284405,415,358400,175,1102.60662074,1574.55
3.8563995,837.4050867557526,4.053106,0.0060447254,0.07504883,0.9650884866714478,360448,-0.0060844137,405,360448,176,1117.17469095,1590.62
3.8586628,842.4578762054443,17.213085,0.0060552564,0.07895508,0.8364216685295105,362496,-0.003863652,395,362496,177,1119.69012217,1590.62
3.8691936,847.6354930400848,18.813658,0.0070426343,0.06694336,0.8362520635128021,364544,-0.0046831383,391,364544,178,1122.8076795799998,1590.62
3.8819318,852.8705725669861,18.532724,0.0031239693,0.030859375,0.6945980191230774,366592,-0.0023673228,429,366592,179,1111.8754657700001,1576.45
3.8818538,857.6354789733887,30.23992,0.004947487,0.050439455,0.6276197135448456,368640,-0.007994283,438,368640,180,1085.80197428,1542.69
3.8947759,862.3060743808746,19.089115,0.0052034725,0.06689453,0.7703500092029572,370688,-0.0011402942,396,370688,181,1089.67943978,1542.69
3.8998032,867.4716510772705,9.809064,0.004286448,0.04501953,0.8262054175138474,372736,-0.006962196,424,372736,182,1086.93751234,1538.02
3.9081967,872.30122590065,16.399714,0.0031605698,0.029296875,0.8673083484172821,374784,-0.0068708607,424,374784,183,1069.63649283,1516.39
3.913796,877.1295049190521,20.545792,0.0038133909,0.041503906,0.8766630664467812,376832,-0.0021380975,395,376832,184,1062.4783778400001,1500.21
3.9088173,882.3029143810272,7.003044,0.004003673,0.04140625,0.9568797573447227,378880,-0.0064471876,393,378880,185,1059.47517107,1497.31
3.906767,887.502701997757,18.743597,0.0030457922,0.031933594,0.8470950424671173,380928,-0.002213548,396,380928,186,1075.00089766,1514.36
3.9045773,892.6627695560455,23.529612,0.0026489873,0.026416015,0.8035222291946411,382976,-0.0025088307,405,382976,187,1080.5784127299999,1516.73
3.9010475,897.7089116573334,13.399203,0.0021776906,0.021142578,0.7418182790279388,385024,-0.0033756688,456,385024,188,1087.51828701,1527.98
3.9100685,902.2006273269653,19.131544,0.0060191257,0.07470703,0.8385726064443588,387072,-0.0038499548,377,387072,189,1093.3925744999997,1531.13
3.9222603,907.6244375705719,23.38882,0.0025998692,0.029492188,0.7582870721817017,389120,-0.0020963396,433,389120,190,1081.09558097,1513.24
3.9240532,912.3445882797241,13.879568,0.0023366287,0.020458985,0.6125217974185944,391168,-0.0018212864,428,391168,191,1085.85236992,1523.43
3.9200795,917.1206300258636,18.80052,0.00401768,0.04067383,0.831624835729599,393216,-0.0026674503,399,393216,192,1091.73896398,1527.63
