approxkl,serial_timesteps,explained_variance,policy_entropy,n_updates,value_loss,fps,clipfrac,total_timesteps,policy_loss,time_elapsed,ep_reward_mean,ep_len_mean
0.005248414,133120,0.6857098042964935,4.24493,65,12.55774,479,0.062402345,133120,-0.0060148635,282.6361391544342,524.33603603,773.5
0.0028033247,135168,0.9059763699769974,4.252261,66,3.888406,493,0.023388673,135168,-0.0039219717,286.9104037284851,514.54694141,757.2
0.0056052385,137216,0.7548370659351349,4.2524557,67,12.085322,476,0.06762695,137216,-0.0059423875,291.0625147819519,526.7945604099999,777.12
0.005881577,139264,0.8532340377569199,4.2550974,68,19.438852,464,0.07451172,139264,-0.0023517464,295.36450242996216,539.6413907,795.17
0.0025602607,141312,0.8682298809289932,4.2525873,69,21.030462,487,0.026220703,141312,-0.0028487942,299.77126121520996,556.57971392,812.86
0.0031174715,143360,0.8314716517925262,4.240425,70,20.390532,484,0.031103516,143360,-0.0009861151,303.97695565223694,572.0447141599999,830.61
0.0026812542,145408,0.8961594849824905,4.240857,71,28.193813,476,0.027636718,145408,-0.0028554595,308.2007155418396,573.7615184699999,823.43
0.0052890154,147456,0.8878629729151726,4.243628,72,23.819435,466,0.06586914,147456,-0.0064914115,312.49910402297974,580.68823855,823.45
0.0031563938,149504,0.8330518901348114,4.246705,73,21.491217,471,0.03276367,149504,-0.0022188905,316.8855302333832,597.3742369199999,841.39
0.0045549152,151552,0.8844324350357056,4.243794,74,18.945263,478,0.05390625,151552,-0.0037290305,321.2301661968231,613.96943606,859.47
0.0024346504,153600,0.9014304950833321,4.235398,75,25.702753,479,0.01977539,153600,-0.002127179,325.51052260398865,622.4964265699999,865.98
0.0027803448,155648,0.833445280790329,4.217042,76,22.08787,476,0.026708985,155648,-0.0034181364,329.78146600723267,627.59530809,865.98
0.005440275,157696,0.8615396171808243,4.2144904,77,20.182102,453,0.054785155,157696,-0.0024419553,334.07813477516174,639.94539699,878.31
0.0042548925,159744,0.8592665642499924,4.2272744,78,20.012108,448,0.04873047,159744,-0.0023740367,338.59516954421997,648.90994809,883.52
0.0023136255,161792,0.8905573338270187,4.2247796,79,10.502945,507,0.021044921,161792,-0.003170088,343.16396260261536,652.16391928,888.01
0.007138391,163840,0.826335072517395,4.2158055,80,20.28569,460,0.0847168,163840,-0.005485229,347.20012617111206,655.7562218799999,888.01
0.0021915792,165888,0.9043748527765274,4.2151284,81,23.227331,471,0.020117188,165888,-0.0029820385,351.64375829696655,672.9353761899999,905.75
0.0023743866,167936,0.859764501452446,4.2157297,82,20.45142,472,0.023339843,167936,-0.0018020372,355.9844901561737,679.8710264499999,905.75
0.0033653225,169984,0.7985761016607285,4.2024326,83,20.306957,462,0.034277342,169984,-0.0036016137,360.32004141807556,685.44926069,905.75
0.0022318412,172032,0.8613847196102142,4.1933146,84,14.299042,507,0.021630859,172032,-0.0031752344,364.75143790245056,671.79607094,887.82
0.00434992,174080,0.8776932060718536,4.1924963,85,11.991177,473,0.04863281,174080,-0.004671251,368.7843518257141,682.9635311500001,905.63
0.004959758,176128,0.846514955163002,4.1965995,86,22.01039,469,0.04916992,176128,-0.004458944,373.1102192401886,682.5904006799999,905.63
0.0036144615,178176,0.8486954122781754,4.1992626,87,20.681503,471,0.04169922,178176,-0.0040402925,377.47399497032166,698.06712896,923.64
0.002505927,180224,0.8676916658878326,4.20126,88,24.723324,477,0.02602539,180224,-0.0018929351,381.8199486732483,695.02263551,922.52
0.003602442,182272,0.6252078413963318,4.2144775,89,28.116001,434,0.043115236,182272,-0.0062172096,386.10925674438477,684.20396794,914.32
0.0020495222,184320,0.948437761515379,4.220599,90,9.787708,471,0.019677734,184320,-0.004217416,390.81954741477966,655.4726539,885.71
0.0045612925,186368,0.8870446085929871,4.2288065,91,22.1827,418,0.039941408,186368,-0.003936287,395.15987730026245,658.1533174099999,880.5
0.0012511159,188416,0.8543553203344345,4.238552,92,15.709744,469,0.007470703,188416,-0.0015175799,400.05363368988037,646.8998550299999,871.13
0.0023424781,190464,0.905028834939003,4.2366037,93,12.314596,458,0.022802735,190464,-0.0019034346,404.41740894317627,659.2127528399999,890.06
0.0051684533,192512,0.8273899555206299,4.230631,94,20.636265,422,0.06201172,192512,-0.0035324127,408.88568663597107,672.49346565,906.82
0.005299572,194560,0.8731371760368347,4.225981,95,24.257471,445,0.062597655,194560,-0.00078379025,413.73743891716003,689.6380350299999,925.28
0.0077912277,196608,0.8028637915849686,4.2316585,96,20.86404,484,0.093896486,196608,-0.005179926,418.3302035331726,707.1735078099998,945.22
0.005588173,198656,0.8177255243062973,4.230728,97,19.099615,470,0.06557617,198656,-0.0051862234,422.5559866428375,724.37170225,962.23
0.004759371,200704,0.8526517301797867,4.217323,98,20.65239,479,0.05654297,200704,-0.00058452814,426.9112403392792,742.6407007599998,982.18
0.0026604945,202752,0.8244662135839462,4.205863,99,27.666513,475,0.02861328,202752,-0.0037058436,431.18272733688354,758.9010071599997,1002.04
0.0031796067,204800,0.9709607884287834,4.195137,100,4.264449,505,0.03359375,204800,-0.005995362,435.49426317214966,762.1067389499999,1007.57
0.0056317206,206848,0.7669178545475006,4.194087,101,19.700506,466,0.06738281,206848,-0.0019092362,439.5444598197937,760.05622441,1007.57
0.0045973444,208896,0.8155933767557144,4.204149,102,19.688837,471,0.05810547,208896,-0.0018249277,443.9361159801483,778.10687074,1025.62
0.0019490051,210944,0.8009720891714096,4.2090855,103,30.564198,520,0.020458985,210944,-0.0023020792,448.2812879085541,786.9900425300001,1037.68
0.004454088,212992,0.8206374049186707,4.2096043,104,20.930716,470,0.05283203,212992,-0.0049214116,452.2142837047577,804.7353799199998,1057.56
0.0035329286,215040,0.8187028914690018,4.204997,105,20.619923,472,0.038330078,215040,-0.0028513805,456.571298122406,821.42899634,1075.47
0.0043759355,217088,0.8179014325141907,4.202813,106,20.090664,464,0.051367186,217088,-0.0012871167,460.9056942462921,837.40685925,1092.09
0.0092897955,219136,0.974463265389204,4.2087426,107,4.599555,456,0.057763673,219136,-0.013193516,465.31489968299866,837.68579413,1092.11
0.0016388459,221184,0.8362080007791519,4.220053,108,34.820515,504,0.015332031,221184,-0.002432023,469.8034198284149,862.0789618399998,1120.75
0.0057969415,223232,0.8392167091369629,4.2196474,109,19.819157,460,0.07172851,223232,-0.0034134337,473.8624019622803,878.61688176,1137.72
0.0028708293,225280,0.9802514892071486,4.217646,110,3.7742965,466,0.030566406,225280,-0.0023018704,478.31344270706177,881.6904343000001,1142.93
0.0035958146,227328,0.8618501126766205,4.2250886,111,21.352686,482,0.039648436,227328,-0.0014719825,482.702898979187,900.55813653,1162.74
0.0036944612,229376,0.7990767359733582,4.229472,112,19.694103,465,0.04121094,229376,-0.0012652894,486.94531321525574,916.28166947,1179.77
0.0032848478,231424,0.8096394240856171,4.229987,113,19.654863,454,0.034521483,231424,-0.0015469831,491.3431513309479,933.08164558,1196.43
0.0011963124,233472,0.8405574858188629,4.2319207,114,31.981903,508,0.01015625,233472,-0.0021250471,495.8463156223297,955.6369185999997,1222.0
0.0056023514,235520,0.8357019275426865,4.2200146,115,20.5388,473,0.07119141,235520,-0.004028264,499.8780562877655,972.2499820799999,1239.36
0.0027921232,237568,0.8730872422456741,4.2096124,116,18.571423,515,0.030126953,237568,-0.0043327785,504.20634961128235,965.6309368999998,1236.78
0.001986015,239616,0.9621558375656605,4.2110395,117,8.386625,520,0.019921875,239616,-0.0039299233,508.17860555648804,973.2964546399998,1246.97
0.0027475355,241664,0.7959561198949814,4.203349,118,19.826677,466,0.029785156,241664,-0.0027072136,512.1125392913818,979.1617096699998,1246.97
0.00394609,243712,0.8094168305397034,4.1991076,119,19.897505,472,0.04296875,243712,-0.00373802,516.5069386959076,997.5963385199998,1266.91
0.0060370085,245760,0.9606300555169582,4.201394,120,10.920778,502,0.06611328,245760,-0.0043943203,520.8374054431915,1013.1242423100001,1286.69
0.0023125822,247808,0.8319772630929947,4.197821,121,13.1636095,522,0.02446289,247808,-0.001729314,524.9122982025146,990.0578829299999,1260.18
0.0035551782,249856,0.9218041300773621,4.206116,122,14.861761,483,0.036328126,249856,-0.0039106677,528.8358826637268,976.40344886,1249.72
0.0016062644,251904,0.8550078421831131,4.21284,123,35.700294,512,0.013769532,251904,-0.0010177854,533.0761382579803,999.7092296800001,1278.35
0.0036983695,253952,0.8070674687623978,4.216937,124,20.66077,472,0.038427733,253952,-0.0022987495,537.0728511810303,1015.1793525800001,1292.36
0.0039516385,256000,0.7669890522956848,4.204125,125,20.080061,479,0.04272461,256000,-0.0009854126,541.4087536334991,1016.75349523,1292.36
0.0024329796,258048,0.8065389394760132,4.19336,126,19.953835,454,0.021386718,258048,-0.0009140863,545.6839866638184,1017.89235894,1292.36
0.0019682369,260096,0.7920860797166824,4.1851597,127,20.300257,441,0.019140625,260096,-0.001583433,550.1895930767059,1024.0602978499999,1292.36
0.0041270624,262144,0.8996613696217537,4.186379,128,22.881832,466,0.046826173,262144,-0.002724403,554.8322765827179,1030.72471598,1293.25
0.001828685,264192,0.7299506962299347,4.195422,129,15.349833,541,0.0171875,264192,-0.0032729744,559.2234227657318,1035.72261333,1302.59
0.003637679,266240,0.9328052252531052,4.190625,130,5.810603,483,0.04091797,266240,-0.005765829,563.0043201446533,1038.55593545,1307.21
0.0030425037,268288,0.885886125266552,4.1807766,131,23.475595,472,0.031201173,268288,-0.004464851,567.2444355487823,1032.6334244,1290.2
0.0032732289,270336,0.8179704248905182,4.1831026,132,20.036654,452,0.030859375,270336,-0.0025874414,571.5751895904541,1032.7265787800002,1290.2
0.0064140083,272384,0.7743258327245712,4.177976,133,19.73737,453,0.07514648,272384,-0.0029024999,576.1013469696045,1034.1528706600002,1290.2
0.0020187031,274432,0.7983983606100082,4.16689,134,20.442326,459,0.0146484375,274432,-0.0018247878,580.6187872886658,1034.7983280400001,1290.2
0.004481448,276480,0.8862091973423958,4.1679296,135,24.108532,477,0.044873048,276480,-0.0038677994,585.0773108005524,1052.99515861,1310.28
0.004195386,278528,0.7536945641040802,4.168625,136,19.768856,470,0.04375,278528,-0.0010646649,589.3685622215271,1053.09452274,1310.28
0.0019206137,280576,0.8479364514350891,4.1719675,137,26.251322,476,0.015185547,280576,-0.001237287,593.7184414863586,1055.23447877,1311.42
0.0043302937,282624,0.8728501945734024,4.184763,138,26.298136,464,0.041748047,282624,-0.006569379,598.0145490169525,1041.83309092,1294.56
0.0032912418,284672,0.8909653946757317,4.192374,139,24.448257,470,0.026708985,284672,-0.0031640672,602.4213628768921,1041.2554589,1290.67
0.0020645736,286720,0.8702872395515442,4.1952143,140,19.160694,528,0.021191407,286720,-0.0029563685,606.7712588310242,975.26662062,1218.13
0.0030921954,288768,0.9689074344933033,4.1901464,141,8.136789,478,0.031933594,288768,-0.002725723,610.6474189758301,961.8342373300001,1207.37
0.003360215,290816,0.7629138827323914,4.1914086,142,20.059986,470,0.03671875,290816,-0.0013132484,614.9285464286804,963.12513323,1207.37
0.0035319463,292864,0.7717310190200806,4.194978,143,20.068836,482,0.03618164,292864,-0.0012151556,619.2788860797882,965.5043458200001,1207.37
0.0024744072,294912,0.8097476065158844,4.1925864,144,29.223307,459,0.023876954,294912,-0.0017357453,623.5254344940186,972.3821151500001,1207.61
0.004719089,296960,0.8114498257637024,4.1959186,145,20.59811,465,0.05644531,296960,-0.002369432,627.981189250946,973.47718223,1207.61
0.008011706,299008,0.7766517251729965,4.181556,146,20.55759,459,0.10429688,299008,-0.004687355,632.3840889930725,975.3719851100001,1207.61
0.0020929049,301056,0.7385290861129761,4.1613145,147,20.155548,451,0.018408203,301056,-0.0038747652,636.8423659801483,978.0823449900001,1207.61
0.0045562433,303104,0.8761919364333153,4.15726,148,24.62258,468,0.053857423,303104,-0.0052386518,641.3807380199432,984.12332123,1207.28
0.006942842,305152,0.8030942231416702,4.1639585,149,19.716984,461,0.08256836,305152,-0.0049074213,645.7525050640106,1001.58196084,1225.22
0.0037456013,307200,0.8525707572698593,4.152449,150,20.924541,444,0.038623046,307200,-0.0023788563,650.1953868865967,1018.90437846,1242.96
0.002612417,309248,0.9685632213950157,4.1507235,151,4.871308,465,0.024023438,309248,0.0030591604,654.8071475028992,1019.6261145499999,1243.84
0.005022985,311296,0.7741893082857132,4.157336,152,20.28858,441,0.06459961,311296,-0.006398135,659.2048840522766,1035.6703110600001,1260.94
0.001571004,313344,0.655780017375946,4.1561713,153,44.754333,506,0.0140625,313344,-0.0033463142,663.8414413928986,1030.3422051300001,1253.6
0.006279207,315392,0.7923183292150497,4.1516476,154,21.653328,444,0.07631836,315392,-0.0052643064,667.8853688240051,1041.58596167,1264.51
0.0062121945,317440,0.7826962769031525,4.1470027,155,20.039639,413,0.0815918,317440,-0.0015202698,672.4959659576416,1057.00961238,1278.87
0.0040889056,319488,0.7545745074748993,4.1455884,156,19.958576,403,0.044970702,319488,-8.2220045e-05,677.4469795227051,1071.7108130199997,1292.25
0.0033780797,321536,0.7258376777172089,4.1297607,157,19.896162,421,0.03413086,321536,-0.0032047771,682.5213940143585,1075.7599702899997,1292.25
0.00333899,323584,0.8723968267440796,4.1263366,158,23.860336,404,0.027636718,323584,-0.0020974353,687.3854668140411,1077.90062062,1293.87
0.0057234783,325632,0.7695533782243729,4.137091,159,20.552166,440,0.05908203,325632,-0.0051277154,692.4513776302338,1078.8837973799998,1293.87
0.0037114085,327680,0.9577613063156605,4.1414213,160,9.863914,444,0.034521483,327680,-0.0062187347,697.0984208583832,1046.29453993,1261.63
0.0036575873,329728,0.8865682631731033,4.146797,161,24.98542,431,0.04272461,329728,-0.004634213,701.7064981460571,1049.3733922299998,1262.51
0.004680767,331776,0.807328388094902,4.137573,162,21.236908,408,0.055859376,331776,-0.0038720083,706.4542293548584,1051.80566132,1262.51
0.0030452837,333824,0.7807299047708511,4.126871,163,20.032627,409,0.029345702,333824,-0.001911285,711.4647142887115,1051.40786636,1262.51
0.0044924766,335872,0.8978421688079834,4.1335497,164,22.339968,402,0.050976563,335872,-0.0033775563,716.4720680713654,1044.0996461700001,1250.88
0.006108946,337920,0.7635158747434616,4.1358805,165,19.753048,424,0.078222655,337920,-0.0021801675,721.563551902771,1061.94094769,1269.23
0.0040475256,339968,0.7763690948486328,4.134833,166,21.621197,478,0.048095703,339968,-0.0023299712,726.385244846344,1062.42431628,1269.23
0.0043584732,342016,0.776665449142456,4.129811,167,20.53455,456,0.046972655,342016,-0.0023876564,730.6673398017883,1063.62275445,1269.23
0.0019713605,344064,0.9567899666726589,4.1259565,168,6.352653,463,0.020654297,344064,-0.0054687248,735.1504621505737,1048.4067147199999,1253.33
0.0044321176,346112,0.8125360012054443,4.1344852,169,20.179996,445,0.051757812,346112,-0.0050495444,739.5720512866974,1065.86266381,1270.94
0.002375052,348160,0.8674474209547043,4.132968,170,31.558527,442,0.022509765,348160,-0.0026431358,744.1723358631134,1064.62491531,1269.03
0.0024153106,350208,0.8565891683101654,4.1350408,171,20.165043,428,0.022558594,350208,-0.0022963907,748.8052520751953,1081.24051744,1285.1
0.008132107,352256,0.8256302773952484,4.1361923,172,19.97325,437,0.10507812,352256,-0.004030133,753.5886549949646,1096.5032242,1300.87
0.003394079,354304,0.836473137140274,4.122811,173,20.945234,411,0.035253905,354304,-0.0014916286,758.2712595462799,1096.77688639,1300.87
0.0033464567,356352,0.9029565379023552,4.113456,174,23.916561,424,0.037353516,356352,-0.0034764807,763.2460179328918,1094.68486456,1299.64
0.0024932586,358400,0.8037957698106766,4.1184483,175,20.907621,433,0.025683593,358400,-0.002032449,768.0731115341187,1096.09462368,1299.64
0.0028084402,360448,0.8072979003190994,4.1250744,176,20.387936,421,0.027197266,360448,-0.002386793,772.8053252696991,1095.27929508,1299.64
0.0074559352,362496,0.8246876448392868,4.128912,177,28.613943,393,0.09716797,362496,-0.009333011,777.6695001125336,1095.6484092800001,1299.64
0.0038890627,364544,0.7115751802921295,4.139985,178,21.638212,408,0.047265626,364544,-0.0070729516,782.8783783912659,1107.40866178,1315.27
0.0055339322,366592,0.8480678647756577,4.13944,179,20.133045,413,0.070214845,366592,-0.0037912694,787.8954961299896,1107.12712112,1315.27
0.0028456673,368640,0.7713637501001358,4.1358824,180,20.445065,413,0.029296875,368640,-0.0020447134,792.8517138957977,1122.88151483,1329.52
0.004494247,370688,0.770657017827034,4.1293902,181,20.083828,426,0.05341797,370688,-0.004066135,797.8072924613953,1133.87115551,1338.08
0.004578311,372736,0.7945709675550461,4.124514,182,20.019186,412,0.05883789,372736,-0.0039645312,802.6052207946777,1151.15088517,1355.61
0.0033265434,374784,0.7496719658374786,4.128587,183,20.144299,411,0.03696289,374784,-0.0007963649,807.5726387500763,1160.95230972,1362.9
0.0038965777,376832,0.7528640180826187,4.119029,184,19.973248,426,0.037890624,376832,-0.0029599688,812.5440928936005,1176.65118255,1377.44
0.0026097123,378880,0.7123920023441315,4.108432,185,33.37025,484,0.025146484,378880,-0.0019096133,817.3442614078522,1134.09523324,1333.84
0.007373412,380928,0.8073411881923676,4.1127343,186,20.462822,412,0.0881836,380928,-0.0053927545,821.569403886795,1147.66727216,1346.48
0.0027245295,382976,0.9177307263016701,4.1164637,187,21.405499,475,0.029443359,382976,-0.0027336548,826.5382344722748,1145.57850034,1341.32
0.0040834276,385024,0.9004040881991386,4.1237597,188,24.64056,445,0.049121093,385024,-0.0027264524,830.8498246669769,1147.2744104799997,1344.02
0.001781992,387072,0.7733926773071289,4.128709,189,23.648535,475,0.018310547,387072,-0.0026718793,835.4445281028748,1132.88815913,1332.55
0.0024120838,389120,0.9588034711778164,4.132493,190,10.427756,440,0.02080078,389120,-0.0012636791,839.7567081451416,1101.54630152,1302.9
0.005095576,391168,0.8741435110569,4.1314306,191,22.652533,460,0.061914064,391168,-0.0013982524,844.4094152450562,1102.05489865,1302.9
0.005337704,393216,0.8265709429979324,4.119661,192,20.116154,424,0.064648435,393216,-0.003822282,848.8571338653564,1100.0328959400001,1302.9
0.0032310733,395264,0.7644874453544617,4.130988,193,20.08743,409,0.03642578,395264,-0.00409273,853.6785011291504,1116.38099445,1319.44
0.002591201,397312,0.8456829339265823,4.1462865,194,22.903322,453,0.02709961,397312,-0.0016958999,858.6782104969025,1131.75754369,1332.55
0.0015876457,399360,0.9514279067516327,4.153783,195,5.4883413,391,0.014453125,399360,0.00023664706,863.1961886882782,1136.85309607,1339.99
0.0057583787,401408,0.8089507073163986,4.1592426,196,21.762386,418,0.07333984,401408,-0.004611335,868.4228610992432,1151.5217296,1352.18
0.0052127745,403456,0.7807996422052383,4.14564,197,20.31432,430,0.061083984,403456,-0.0031204743,873.3216240406036,1150.39216524,1352.18
0.003436127,405504,0.8316040486097336,4.144648,198,20.366482,408,0.037060548,405504,-0.0012771691,878.0848658084869,1167.83852118,1369.19
0.0036193202,407552,0.7795513421297073,4.132244,199,20.340078,415,0.038476564,407552,-0.0026966503,883.1048581600189,1167.43854891,1369.19
0.0034852487,409600,0.5507631897926331,4.119609,200,26.665257,443,0.04169922,409600,-0.004983359,888.0323305130005,1151.3354598800001,1352.63
0.0068228445,411648,0.8951511681079865,4.1247716,201,18.51286,442,0.08134766,411648,-0.005156181,892.656191110611,1145.5788979899999,1351.1
0.0047424985,413696,0.7809721380472183,4.12909,202,20.271818,422,0.057714842,413696,-0.005055452,897.2853322029114,1144.33573265,1351.1
0.008794722,415744,0.7611571550369263,4.135321,203,20.20153,405,0.12158203,415744,-0.0058848746,902.1288509368896,1143.8444092099999,1351.1
0.0027001095,417792,0.8079184889793396,4.143302,204,20.212357,418,0.026416015,417792,-0.0017880059,907.1739778518677,1160.58433393,1367.59
0.004564848,419840,0.78153096139431,4.147023,205,19.965206,406,0.05366211,419840,-0.0009469154,912.0676665306091,1159.79245359,1367.59
0.0051147197,421888,0.8660112768411636,4.1593223,206,30.634571,479,0.05703125,421888,-0.004969277,917.1109662055969,1161.0359930999998,1369.67
0.009330554,423936,0.9527720883488655,4.182513,207,6.6100082,432,0.06542969,423936,-0.010928525,921.3845036029816,1162.03181379,1371.52
0.0048805056,425984,0.7778732627630234,4.198539,208,20.045511,440,0.0578125,425984,-0.0029907117,926.1183142662048,1178.99849538,1389.89
0.0025112818,428032,0.8150385767221451,4.1991487,209,30.984472,477,0.029248048,428032,-0.0032111225,930.7695569992065,1198.0163588799999,1410.57
0.0030086448,430080,0.8578101098537445,4.197405,210,25.905176,430,0.029785156,430080,-0.0034982853,935.0574657917023,1210.6947596700002,1420.88
0.0061787786,432128,0.7616165280342102,4.197795,211,19.963991,438,0.07905273,432128,-0.0039882944,939.8208520412445,1210.50408448,1420.88
0.005885095,434176,0.8034420162439346,4.1945944,212,19.807781,409,0.06938477,434176,-0.0031089878,944.4934043884277,1210.47879781,1420.88
0.004046927,436224,0.8338172435760498,4.192357,213,20.639395,430,0.0440918,436224,-0.002863537,949.4972383975983,1209.86698815,1420.88
0.0033454623,438272,0.9572949074208736,4.2053933,214,9.521491,440,0.03461914,438272,-0.0026337323,954.2533779144287,1192.9312802900001,1404.9
0.004548895,440320,0.7829851806163788,4.2108197,215,20.03522,416,0.051953126,440320,-0.0040162243,958.9030497074127,1193.48862588,1404.9
0.0024586571,442368,0.8765082582831383,4.204245,216,25.028105,444,0.023828125,442368,-0.0018497184,963.8224306106567,1176.17021692,1388.51
0.0028432284,444416,0.8875591158866882,4.1986055,217,20.762806,429,0.026904296,444416,-0.003316973,968.4320864677429,1193.7401126000002,1406.9
0.0051075215,446464,0.790118932723999,4.193333,218,19.740395,409,0.060302734,446464,-0.0032000747,973.1988010406494,1191.23002526,1406.9
