ep_reward_mean,n_updates,serial_timesteps,ep_len_mean,value_loss,explained_variance,fps,approxkl,total_timesteps,policy_loss,policy_entropy,clipfrac,time_elapsed
272.935635,1,2048,472.25,47.183044,0.010740041732788086,411,0.003366296,2048,-0.0041574654,1.4397266,0.038720705,1.9073486328125e-06
272.94219075,2,4096,501.875,35.859474,0.054910480976104736,436,0.003724649,4096,-0.0029231291,1.4700407,0.039013673,4.980010747909546
271.3139636363636,3,6144,530.7272727272727,28.536789,0.027255475521087646,449,0.0013015592,6144,-0.0006114983,1.5030128,0.010253906,9.672208309173584
255.2487660625,4,8192,495.375,36.63956,0.04749631881713867,467,0.001920461,8192,-0.002052711,1.5084294,0.013769532,14.227040529251099
249.26617585714285,5,10240,476.6190476190476,40.814873,0.07164883613586426,441,0.0014803208,10240,-0.0009680623,1.5033906,0.007080078,18.61130118370056
266.1272091363636,6,12288,548.0909090909091,13.847071,0.05999630689620972,432,0.0025001606,12288,-0.0021160978,1.492043,0.024023438,23.250407457351685
281.84782634782607,7,14336,613.3478260869565,13.564511,0.08465301990509033,440,0.0023694315,14336,-0.0014110857,1.4843066,0.022314453,27.990276098251343
294.2020715833333,8,16384,673.1666666666666,11.754828,0.041375160217285156,399,0.0032320856,16384,-0.0044071283,1.4734974,0.029492188,32.636805057525635
304.95383,9,18432,728.2,10.135138,0.05285298824310303,452,0.0015317899,18432,-0.0016020527,1.4582747,0.009423828,37.76930069923401
313.9687076923077,10,20480,779.0,10.076931,0.10414707660675049,453,0.0023385908,20480,-0.003200163,1.4385453,0.015576172,42.29516267776489
322.6782745925926,11,22528,826.0370370370371,9.453893,0.2438618540763855,486,0.0026469384,22528,-0.00225093,1.417528,0.021386718,46.81197929382324
292.3970859411765,12,24576,716.0588235294117,39.2846,0.1718958020210266,448,0.0025859624,24576,-0.0022361376,1.4169166,0.021435548,51.0246696472168
293.6751422702703,13,26624,717.2972972972973,20.714958,0.15927129983901978,458,0.0024249968,26624,-0.0025594453,1.4220598,0.021923829,55.58740472793579
293.3082916842106,14,28672,715.8947368421053,11.998816,0.1271061897277832,456,0.00463823,28672,-0.0045252135,1.4203339,0.05444336,60.05469727516174
298.5419422926829,15,30720,735.0,23.665771,0.16219186782836914,477,0.0033181258,30720,-0.0013634257,1.4189923,0.032226562,64.53795957565308
302.72418730232556,16,32768,757.2325581395348,13.739401,0.17875808477401733,451,0.0040481547,32768,-0.0016375922,1.4206239,0.044873048,68.83075380325317
302.7187222173913,17,34816,755.1739130434783,16.700447,0.20698314905166626,439,0.0016527731,34816,-0.0010187343,1.4220906,0.012890625,73.36429595947266
301.7208047659575,18,36864,749.063829787234,12.2178755,0.2745608687400818,454,0.003061067,36864,-0.0011256025,1.4160073,0.030322265,78.0290002822876
311.08863118367344,19,38912,787.1428571428571,12.806783,0.32819247245788574,481,0.004511685,38912,-0.00656023,1.4037006,0.053125,82.53263807296753
309.62749586,20,40960,780.42,7.992633,0.41363149881362915,468,0.0022210525,40960,-0.0012159944,1.3864768,0.01796875,86.78355121612549
315.39214988235295,21,43008,805.2941176470588,8.269945,0.2782922387123108,498,0.0026484479,43008,-0.00199124,1.3853354,0.022509765,91.15990924835205
318.65591509090916,22,45056,815.5636363636364,20.107357,0.29498976469039917,471,0.0011008512,45056,-0.0010647869,1.3863676,0.0071777343,95.26992678642273
324.7056559642857,23,47104,837.5892857142857,6.805526,0.24458128213882446,474,0.0026261818,47104,-0.004048251,1.3790863,0.024072265,99.6186273097992
325.98287370689656,24,49152,842.8448275862069,11.429323,0.29070234298706055,514,0.0024188445,49152,-0.0019526763,1.369131,0.021923829,103.93748831748962
327.41501546666666,25,51200,849.7666666666667,11.731256,0.4087221026420593,462,0.0017117385,51200,-0.00078517676,1.3661273,0.010644531,107.92177438735962
326.00112786885245,26,53248,842.4262295081967,6.3554006,0.41717594861984253,464,0.0013231538,53248,-0.00078139314,1.3608756,0.009179687,112.36238408088684
327.50794914285717,27,55296,853.0793650793651,8.371578,0.41401249170303345,473,0.0035988193,55296,-0.0040744883,1.359481,0.040966798,116.77208113670349
330.67511792187497,28,57344,871.765625,5.998934,0.5102232992649078,458,0.002715996,57344,-0.003888049,1.3538473,0.025244141,121.0980281829834
335.303027676923,29,59392,889.876923076923,5.8613124,0.5170481204986572,472,0.0025510616,59392,-0.001068524,1.3313116,0.019335937,125.56248831748962
335.1649265882353,30,61440,888.8970588235294,17.616508,0.3961886763572693,455,0.0016046211,61440,-0.00078569,1.3190467,0.011621093,129.89694786071777
329.8558622876713,31,63488,868.082191780822,17.346243,0.40125739574432373,485,0.0037224856,63488,-0.0034288266,1.3195136,0.042919923,134.39727401733398
327.9976435540541,32,65536,860.527027027027,7.032096,0.37319034337997437,475,0.0026335132,65536,-0.0015941879,1.3170383,0.026660156,138.61797785758972
325.735757925,33,67584,842.9625,26.346218,0.389188289642334,455,0.001887193,67584,-0.0013479771,1.3181947,0.017089844,142.92378520965576
317.7579554642857,34,69632,813.3928571428571,17.181124,0.3515061140060425,465,0.0022344799,69632,-0.0008776605,1.3258065,0.021435548,147.42521166801453
320.48219447674416,35,71680,820.6976744186046,8.655047,0.4226807951927185,439,0.0048166052,71680,-0.0028208997,1.3421624,0.05649414,151.82633471488953
317.49807078021985,36,73728,809.5604395604396,17.66212,0.516874223947525,473,0.0024947962,73728,-0.002156545,1.3512785,0.025537109,156.48439192771912
313.30190701041664,37,75776,787.8854166666666,20.477884,0.46398627758026123,457,0.0029020184,75776,-0.003901045,1.3550701,0.033935547,160.8082139492035
307.96677883999996,38,77824,767.16,21.084387,0.5146008729934692,462,0.0009534898,77824,-0.00054374995,1.3549086,0.003515625,165.28543400764465
298.53796305,39,79872,740.13,27.42042,0.5295905470848083,487,0.0011972311,79872,-0.0011641601,1.3509471,0.007958984,169.71258187294006
295.48473452999997,40,81920,727.68,30.059628,0.5689475536346436,478,0.005015331,81920,-0.0046748044,1.3515539,0.0625,173.91194462776184
275.03818635,41,83968,647.32,19.76477,0.6250935196876526,478,0.0028208753,83968,-0.001868055,1.359398,0.03227539,178.19129824638367
273.08332870000004,42,86016,628.23,12.105192,0.5865996181964874,506,0.0034943395,86016,-0.0021296036,1.3643683,0.039160155,182.47008848190308
278.07446280000005,43,88064,644.71,7.9445143,0.5515318810939789,500,0.0017175864,88064,-0.00013935326,1.3631945,0.0125,186.51604652404785
282.60100222000005,44,90112,661.98,7.8430915,0.6758115589618683,511,0.003159749,90112,-0.0017631797,1.3478285,0.034472656,190.61183905601501
283.58759308000003,45,92160,663.06,13.723429,0.680006593465805,492,0.0015051395,92160,-0.0019322044,1.3426988,0.010839844,194.61704421043396
280.6446125,46,94208,645.63,11.676382,0.6737198531627655,437,0.003287629,94208,-0.003487094,1.3455502,0.03793945,198.77939629554749
282.50400082,47,96256,650.59,5.542433,0.715399295091629,470,0.0017026123,96256,-0.0014319175,1.3547405,0.014355469,203.46542119979858
287.16449594999995,48,98304,665.45,4.353784,0.7517580837011337,482,0.0033167056,98304,-0.002518969,1.3545783,0.03642578,207.8161108493805
289.11821234,49,100352,665.45,4.410964,0.7859148234128952,511,0.0044395947,100352,-0.003647022,1.3582547,0.053808592,212.0593602657318
291.21973386,50,102400,671.11,6.639493,0.6791259348392487,472,0.003406671,102400,-0.0027138717,1.3639672,0.036621094,216.06526732444763
296.70234502,51,104448,686.71,5.306547,0.7345653176307678,487,0.0042177783,104448,-0.0018706804,1.3608387,0.04736328,220.40353107452393
297.63668092,52,106496,682.21,10.192888,0.622284859418869,473,0.0031264455,106496,-0.0013489461,1.3616456,0.028808594,224.60469579696655
300.97492953,53,108544,687.19,7.389621,0.6385220587253571,464,0.0035017314,108544,-0.001797425,1.3624375,0.039990235,228.93018889427185
295.86502082,54,110592,656.53,12.866425,0.6813831031322479,506,0.0040259664,110592,-0.0022079307,1.3667169,0.044677734,233.3439450263977
290.9812445,55,112640,630.19,14.569339,0.6166501939296722,493,0.0026855231,112640,-0.000884574,1.3773831,0.02734375,237.3902325630188
294.51490449,56,114688,631.24,6.3324304,0.7745109647512436,479,0.002882967,114688,-0.002673297,1.3787163,0.03125,241.5387406349182
299.18310273,57,116736,631.81,6.9765244,0.7104002833366394,496,0.0027367226,116736,-0.0016532969,1.3710139,0.026513672,245.8137550354004
307.1591827099999,58,118784,649.23,5.9684706,0.5188687145709991,507,0.0046577854,118784,-0.0003667324,1.369066,0.058300782,249.93501043319702
304.7221413,59,120832,633.25,5.2754836,0.76676906645298,496,0.0024896455,120832,-0.001080157,1.375664,0.023486327,253.9722559452057
306.94993576,60,122880,622.88,5.752282,0.7736899256706238,449,0.005611144,122880,-0.0035592827,1.3733406,0.07314453,258.09870433807373
313.70571341,61,124928,639.99,3.9112306,0.7540344148874283,474,0.0033813282,124928,-0.0019782246,1.3722711,0.036474608,262.65677881240845
321.48606965000005,62,126976,658.32,3.7658443,0.6836104989051819,436,0.0022821766,126976,-0.0017413875,1.366977,0.015771484,266.97640204429626
323.70162279,63,129024,658.32,3.7563179,0.7472272515296936,487,0.0019369724,129024,-0.0018386726,1.3652204,0.016162109,271.6697962284088
330.48884186000004,64,131072,675.51,4.4283953,0.7978032380342484,458,0.0031388693,131072,-0.0039316197,1.3588374,0.030273438,275.8674473762512
338.30062230999994,65,133120,694.31,3.3793747,0.8004268407821655,486,0.0036228304,133120,-0.0037844316,1.3524845,0.04018555,280.3366754055023
345.94280431999994,66,135168,712.84,5.1184664,0.754673957824707,502,0.0043158443,135168,-0.002622113,1.3580315,0.054052733,284.5510878562927
353.23192137999996,67,137216,727.02,9.007272,0.6940751075744629,490,0.003751959,137216,-0.0026231525,1.3655169,0.043798827,288.6247477531433
356.53994446,68,139264,724.72,7.315604,0.7088314890861511,489,0.010392611,139264,-0.008737193,1.3837564,0.13261719,292.80186891555786
361.27353118999997,69,141312,734.64,4.781339,0.6789925992488861,499,0.0043530245,141312,-0.0010006077,1.4009981,0.048095703,296.9902436733246
