approxkl,policy_loss,time_elapsed,fps,total_timesteps,ep_len_mean,policy_entropy,clipfrac,explained_variance,n_updates,serial_timesteps,value_loss,ep_reward_mean
0.004309968,-0.0030325647,1.9073486328125e-06,546,2048,257.0,3.8788772,0.050097656,0.9688806161284447,1,2048,6.9106917,90.678578
0.0041803676,-0.008355713,3.751291513442993,557,4096,855.0,3.9016356,0.042041015,0.8804273009300232,2,4096,24.957272,647.1686886666666
0.0041539324,-0.0034443412,7.422317028045654,577,6144,1078.2,3.9176116,0.049316406,0.8679283857345581,3,6144,24.916002,864.9323252
0.0043832078,-0.0033321283,10.971151113510132,553,8192,1240.0,3.923982,0.05620117,0.7516288757324219,4,8192,19.82265,1028.9042058333334
0.0048280936,-0.0036306507,14.668777227401733,513,10240,1355.5714285714287,3.9263554,0.05698242,0.8217498958110809,5,10240,20.79347,1155.0262552857143
0.0033851576,-0.0020490782,18.657442331314087,560,12288,1442.25,3.9233932,0.031982422,0.8274347335100174,6,12288,20.415283,1227.4270286249998
0.0035653368,-0.00205233,22.314865112304688,543,14336,1382.9,3.9179173,0.033837892,0.8866119012236595,7,14336,24.10945,1178.5306237999998
0.004253884,-0.002468388,26.08601999282837,529,16384,1443.4545454545455,3.9141483,0.050585937,0.7708294987678528,8,16384,20.024784,1241.6275216363636
0.003690532,-0.0003629814,29.955059051513672,538,18432,1397.0,3.9073272,0.037353516,0.8964298143982887,9,18432,23.78115,1202.9501008461536
0.0033485957,-0.0061927564,33.75536632537842,555,20480,1263.2,3.9090455,0.035205077,0.9381400980055332,10,20480,13.044568,1069.6763894
0.005877427,-0.0021593024,37.44042348861694,516,22528,1312.3125,3.897969,0.067871094,0.7649726122617722,11,22528,20.094303,1107.1465051875
0.0072485306,-0.0018606338,41.408679485321045,550,24576,1355.6470588235295,3.8927853,0.104003906,0.7665349841117859,12,24576,20.13782,1154.3460937647058
0.0038158414,-0.0057455925,45.12739586830139,569,26624,1284.9,3.900517,0.043017577,0.89198437333107,13,26624,30.104008,1089.8163734500001
0.0051258053,-0.0056408653,48.72368669509888,543,28672,1282.6363636363637,3.9014862,0.05678711,0.8889692425727844,14,28672,23.496181,1087.9019306363639
0.0032846215,-0.0024151173,52.493340492248535,560,30720,1272.1666666666667,3.9051178,0.037890624,0.8812934160232544,15,30720,24.297504,1074.7519855416667
0.005743589,-0.0053058765,56.147879123687744,564,32768,1303.24,3.9040794,0.06992187,0.7972619980573654,16,32768,20.261065,1104.0646222
0.0042530983,-0.0064861393,59.7780647277832,598,34816,1317.6923076923076,3.8999965,0.04526367,0.7710775434970856,17,34816,10.70513,1102.1422479999999
0.0027953736,-0.0021666,63.19863557815552,545,36864,1302.6296296296296,3.9007766,0.028808594,0.9522943459451199,18,36864,6.349679,1083.1687432222222
0.0033575918,-0.0035548683,66.95609283447266,540,38912,1228.1612903225807,3.9091733,0.037060548,0.8939761891961098,19,38912,35.803116,1016.7677702580646
0.006909958,-0.005904543,70.74327826499939,524,40960,1253.8125,3.9257646,0.09077148,0.7701607644557953,20,40960,19.979807,1044.5467583437498
0.0054367147,-0.005184361,74.6504716873169,522,43008,1257.7058823529412,3.9439557,0.062109374,0.9100538939237595,21,43008,23.120182,1048.2170021470586
0.0062841834,-0.0069379425,78.57322883605957,565,45056,1229.4857142857143,3.9570222,0.076123044,0.9754845444113016,22,45056,2.5237541,1021.2431454285713
0.0020896266,-0.002159545,82.19361758232117,565,47104,1222.5263157894738,3.9541855,0.019482423,0.8145729303359985,23,47104,31.632858,1010.6263546052629
0.0067243846,-0.007209739,85.81447291374207,551,49152,1243.7179487179487,3.9561265,0.080322266,0.8558871448040009,24,49152,20.348072,1032.7360984102563
0.005188395,-0.005233231,89.52821636199951,587,51200,1241.7073170731708,3.9584975,0.051074218,0.8880841732025146,25,51200,25.516666,1026.6136384390245
0.0063494802,-0.0021113465,93.03061985969543,562,53248,1260.9285714285713,3.9680328,0.085595705,0.8064832836389542,26,53248,20.051416,1045.7648061904763
0.005631447,-0.0063394792,96.67150354385376,570,55296,1247.7906976744187,3.9787793,0.048339844,0.9876924492418766,27,55296,2.4589956,1030.6886223023257
0.0071157785,-0.0027087121,100.26009821891785,571,57344,1266.0,3.9787326,0.09609375,0.8068714588880539,28,57344,20.472248,1050.111685409091
0.003390444,-0.0049939086,103.84333872795105,599,59392,1283.4,3.9723897,0.036132812,0.7779431194067001,29,59392,22.41382,1068.3314581111113
0.002573461,-0.0043023685,107.26239371299744,600,61440,1277.9574468085107,3.9601707,0.025976563,0.9242628887295723,30,61440,16.980768,1053.323689319149
0.0044519766,-0.0016959412,110.67373752593994,579,63488,1294.0208333333333,3.955365,0.050097656,0.8102433979511261,31,63488,20.267923,1067.196454875
0.0037153321,-0.0023804973,114.2109146118164,580,65536,1309.4285714285713,3.9595406,0.043017577,0.8328578025102615,32,65536,20.047705,1083.3810337346938
0.007409858,-0.0045838403,117.74212455749512,575,67584,1324.22,3.9650664,0.09492187,0.8065707087516785,33,67584,20.806087,1096.00164092
0.010818183,-0.0029950566,121.3022096157074,555,69632,1338.4313725490197,3.9596825,0.14941406,0.743603527545929,34,69632,19.79959,1109.853321490196
0.0029721116,-0.0025746268,124.99112582206726,589,71680,1331.2641509433963,3.953881,0.031640626,0.8630608916282654,35,71680,25.317944,1105.2407769056601
0.0045707477,-0.002197826,128.46499109268188,533,73728,1344.5555555555557,3.9562194,0.051123045,0.8702999949455261,36,73728,20.534454,1116.060640611111
0.005746463,-0.0030241914,132.30579042434692,580,75776,1357.3636363636363,3.9477055,0.06459961,0.7932360768318176,37,75776,20.945694,1127.6860774181819
0.005314358,-0.004515239,135.83513045310974,572,77824,1369.7142857142858,3.948478,0.06660156,0.7908860594034195,38,77824,19.87378,1139.540255517857
0.004261262,-0.003956892,139.41285800933838,585,79872,1349.0677966101696,3.9624958,0.04863281,0.8896879926323891,39,79872,30.297733,1120.5915251355932
0.006831254,-0.00662526,142.91186571121216,558,81920,1360.7333333333333,3.9789662,0.08696289,0.8678933680057526,40,81920,20.358366,1132.84708375
0.003482892,-0.0047245226,146.57949662208557,597,83968,1354.016129032258,3.993283,0.04008789,0.8251263499259949,41,83968,25.924686,1122.1553048548387
0.0024053757,-0.0055452483,150.00802206993103,580,86016,1343.2698412698412,3.9952323,0.026513672,0.9328748285770416,42,86016,8.507135,1112.0954221904763
0.0056233956,-0.0051615224,153.53818130493164,555,88064,1354.296875,4.000164,0.07416992,0.7579339295625687,43,88064,19.571918,1122.798647890625
0.0036261617,-0.0013399406,157.2239065170288,542,90112,1364.9846153846154,4.0018225,0.04350586,0.7884523868560791,44,90112,19.65359,1134.501448123077
0.0033830006,-0.0037576978,161.00268244743347,571,92160,1375.3484848484848,4.0058107,0.03466797,0.8543830662965775,45,92160,20.002277,1145.2672403333333
0.0036588367,-0.0026625856,164.58662390708923,568,94208,1385.402985074627,4.0107927,0.044628907,0.8424684852361679,46,94208,18.426304,1153.3024149253733
0.008402434,-0.004252863,168.1892421245575,562,96256,1395.1617647058824,4.0368834,0.10610352,0.7863061130046844,47,96256,19.168417,1161.0186001911766
0.0061510024,-0.0016474754,171.83143830299377,563,98304,1404.6376811594203,4.0495105,0.070410155,0.8184598237276077,48,98304,19.822771,1171.2252200289854
0.0023933926,-0.00088145526,175.4647340774536,566,100352,1413.8428571428572,4.0436378,0.022998046,0.8210150599479675,49,100352,19.955269,1180.368990285714
0.0026847047,-0.0032377404,179.08241653442383,582,102400,1417.4929577464789,4.0435486,0.026611328,0.9150387346744537,50,102400,11.415503,1183.1635253943662
0.0049079224,-0.0018846439,182.60213541984558,579,104448,1426.263888888889,4.0410237,0.057373047,0.6651021838188171,51,104448,20.123684,1188.0726929444443
0.008745059,-0.004246804,186.13671875,555,106496,1434.7945205479452,4.035413,0.10620117,0.7972783893346786,52,106496,19.553965,1190.6054913424655
