fps,n_updates,explained_variance,value_loss,ep_reward_mean,policy_loss,ep_len_mean,time_elapsed,policy_entropy,total_timesteps,approxkl,clipfrac,serial_timesteps
303,69,0.5159130096435547,7.091798,501.5384922399999,-0.00071589666,1396.47,327.88837122917175,1.3445855,141312,0.0017649193,0.011083985,141312
360,70,0.5218727886676788,5.9526873,506.9749848699999,-0.006089889,1404.68,334.64553141593933,1.3484467,143360,0.0046463935,0.053955078,143360
429,71,0.7122088074684143,5.685714,514.2130178399999,-0.002809767,1416.14,340.32091641426086,1.3580873,145408,0.002560121,0.024072265,145408
437,72,0.6215880513191223,5.3403883,519.2627821,-0.0037598528,1422.71,345.0933487415314,1.352553,147456,0.00352285,0.038427733,147456
436,73,0.6511738002300262,5.889366,525.6370873899999,-0.0034786644,1433.07,349.7737855911255,1.3534793,149504,0.0033373213,0.04018555,149504
435,74,0.5828858911991119,7.478462,532.44827738,-0.006046655,1441.22,354.4697539806366,1.358823,151552,0.0045753685,0.05341797,151552
452,75,0.6228427290916443,7.2420263,534.95819322,-0.0039030458,1435.46,359.1757469177246,1.3609862,153600,0.0036391052,0.039257813,153600
443,76,0.6846086382865906,5.10071,539.47908653,-0.0010169663,1438.58,363.69998478889465,1.360537,155648,0.002380848,0.022314453,155648
393,77,0.6262197196483612,8.360569,544.31453831,-0.0026440457,1436.4,368.32050251960754,1.3624251,157696,0.003422321,0.039746094,157696
408,78,0.5932700932025909,7.2032714,545.80233681,-0.0007905746,1426.82,373.52196884155273,1.3598801,159744,0.0028446629,0.027050782,159744
393,79,0.7034236788749695,5.633751,546.13229672,-0.0033428404,1421.0,378.53929471969604,1.3547637,161792,0.0032519146,0.03330078,161792
334,80,0.565727710723877,7.2487917,543.25553055,-0.002779442,1400.22,383.749144077301,1.360433,163840,0.0025254623,0.024951171,163840
336,81,0.6066267490386963,8.492498,518.46411806,-0.0023129163,1333.76,389.87605118751526,1.3605206,165888,0.0034139864,0.0359375,165888
420,82,0.60582634806633,7.7357254,502.67089206,-0.0022260938,1277.21,395.96241331100464,1.3553274,167936,0.0033100918,0.038427733,167936
374,83,0.6506574749946594,8.26113,498.29977898000004,-0.002436162,1248.47,400.838937997818,1.352545,169984,0.0039482107,0.042089842,169984
377,84,0.6389656960964203,5.8346553,494.9136781,-0.00086076447,1224.49,406.31012654304504,1.3475811,172032,0.0027514352,0.026904296,172032
397,85,0.6860134303569794,6.760718,491.79366790999995,-0.0025421348,1188.22,411.7370319366455,1.3513976,174080,0.0031131734,0.03261719,174080
416,86,0.7756227105855942,4.1939116,490.96541967999997,-0.0012354578,1176.72,416.8865764141083,1.3454835,176128,0.004169573,0.046191406,176128
395,87,0.7077979147434235,5.7758904,491.8007591,-0.0030710525,1159.46,421.80128264427185,1.3372271,178176,0.0038026578,0.042041015,178176
425,88,0.6866514682769775,6.2396116,488.48753087,-0.00064143265,1137.45,426.98357605934143,1.3266423,180224,0.0030352667,0.02890625,180224
426,89,0.7414843440055847,5.814361,488.18760742,-0.002198936,1123.66,431.80200576782227,1.3225906,182272,0.003379068,0.03725586,182272
423,90,0.5989484190940857,7.554507,483.27519903,-0.003106804,1103.03,436.60538601875305,1.3303496,184320,0.004201957,0.050683595,184320
409,91,0.6209732890129089,6.215184,476.28135224000005,-0.003597624,1082.19,441.43793392181396,1.3329018,186368,0.00445947,0.050488282,186368
384,92,0.7047137320041656,5.186471,478.63576538,-0.0021143493,1081.13,446.4439015388489,1.321858,188416,0.00425474,0.04663086,188416
413,93,0.6228877604007721,8.390744,474.02919147999995,-0.0018570635,1062.94,451.7697238922119,1.3179511,190464,0.004266917,0.048095703,190464
425,94,0.7082986235618591,4.741933,470.37582079,-0.0044364175,1049.62,456.71980261802673,1.314009,192512,0.00593137,0.07011719,192512
418,95,0.6978281736373901,6.8043594,471.16359417000007,-0.0010349101,1041.19,461.5321822166443,1.3120114,194560,0.0027229784,0.027197266,194560
426,96,0.7393161356449127,5.327771,474.47971299000005,-0.0017094996,1041.19,466.4304692745209,1.3056355,196608,0.002726714,0.025878906,196608
430,97,0.5547671020030975,6.908429,477.30182274,-0.0028931764,1041.19,471.2371802330017,1.3044417,198656,0.0031823502,0.030664062,198656
403,98,0.6840614378452301,4.852988,476.4625433299999,-0.004603834,1035.42,475.9909496307373,1.307156,200704,0.004269276,0.04921875,200704
326,99,0.7109370529651642,5.3233075,473.72894953,-0.0037151664,1027.01,481.06717228889465,1.3066287,202752,0.004570389,0.053955078,202752
333,100,0.6522917449474335,4.877586,474.36564833999995,-0.002914803,1027.01,487.3347661495209,1.2998734,204800,0.002503395,0.025732422,204800
343,101,0.6249485313892365,5.2566376,476.14108896000005,-0.000570129,1027.01,493.4788730144501,1.2924266,206848,0.0035004201,0.03720703,206848
390,102,0.6638619601726532,5.5332766,476.1478717299999,-0.0033779144,1027.01,499.4418954849243,1.290811,208896,0.005878129,0.07416992,208896
331,103,0.6159928739070892,4.5943356,481.1280969799999,-0.0025601827,1035.08,504.6913228034973,1.297056,210944,0.004675909,0.057714842,210944
420,104,0.6396686434745789,4.950283,484.40873575999996,0.000114310205,1042.95,510.86994767189026,1.2971923,212992,0.0034835278,0.037646484,212992
386,105,0.6331409215927124,5.135352,485.94992357999996,-0.0022258558,1046.58,515.7380166053772,1.2959878,215040,0.0052828314,0.06616211,215040
420,106,0.5593956410884857,5.1329374,492.18906087999994,-0.0004991113,1057.43,521.0434839725494,1.298344,217088,0.003142361,0.03364258,217088
384,107,0.6634268760681152,5.083523,497.9120606499999,0.0014981224,1068.5,525.9151744842529,1.2876008,219136,0.0051897755,0.056689452,219136
431,108,0.6719423532485962,4.527864,505.13700905999997,-0.0018051353,1081.93,531.2468402385712,1.2749909,221184,0.005807716,0.071582034,221184
418,109,0.5527092516422272,8.100016,512.9456346000001,-0.0012444246,1096.06,535.9916472434998,1.2819726,223232,0.003931122,0.043652344,223232
438,110,0.749164342880249,4.6303763,514.9762139400001,-0.0033540428,1098.88,540.888112783432,1.2889044,225280,0.005484977,0.06567383,225280
400,111,0.666324645280838,5.146652,519.5864899100001,-0.0012187719,1106.39,545.558424949646,1.2963288,227328,0.004555682,0.052001953,227328
406,112,0.6365866363048553,5.9445834,525.90083658,-0.0032998403,1115.67,550.668863773346,1.2963461,229376,0.0051167225,0.061279297,229376
429,113,0.7630209624767303,5.0179434,533.3912678600001,-0.003732213,1127.76,555.7090909481049,1.2984722,231424,0.0065352344,0.07905273,231424
425,114,0.7382835447788239,6.9572983,534.9687628900001,-0.003355261,1131.22,560.4790699481964,1.3124324,233472,0.004641358,0.056103516,233472
436,115,0.6924503147602081,4.7523985,533.5877921,-0.0060462533,1127.96,565.2983005046844,1.3306825,235520,0.0065750303,0.07558594,235520
451,116,0.6892151236534119,8.722642,536.0364406799999,-0.00039391537,1131.34,569.988406419754,1.3410008,237568,0.0026452187,0.026416015,237568
378,117,0.8173297941684723,3.4185662,531.25197405,-0.005566984,1122.14,574.5260498523712,1.3386606,239616,0.004469769,0.05234375,239616
395,118,0.7621483206748962,7.9569907,529.5402842,-0.0011494539,1116.14,579.9312188625336,1.3470066,241664,0.0032445597,0.037402343,241664
433,119,0.7645750939846039,5.1846876,534.75347493,-0.0021867647,1123.61,585.1113851070404,1.3548299,243712,0.0061015347,0.07734375,243712
412,120,0.5854312181472778,12.715029,536.0304295600001,-0.0022295832,1123.8,589.833019733429,1.3597834,245760,0.0025761726,0.0265625,245760
404,121,0.7019654810428619,7.6547027,536.6166500200001,-0.0012734488,1124.15,594.8024146556854,1.3630927,247808,0.0024348309,0.022753906,247808
449,122,0.81562440097332,6.247353,538.80554605,-0.000291048,1126.43,599.8611161708832,1.3603156,249856,0.0023082145,0.023583984,249856
451,123,0.7408268451690674,10.243454,531.3139345300001,-0.0011691127,1109.38,604.4219815731049,1.3701763,251904,0.0031595982,0.037597656,251904
445,124,0.8411098271608353,3.6217644,533.07282711,-0.0027990534,1111.99,608.9612293243408,1.372608,253952,0.004399953,0.052734375,253952
435,125,0.8205333799123764,6.439204,542.78766135,-0.00092615065,1127.26,613.5619854927063,1.3687704,256000,0.0034780235,0.039746094,256000
434,126,0.8606238514184952,3.423247,545.88797293,-0.0061051506,1133.12,618.2648193836212,1.3669227,258048,0.0049438537,0.05288086,258048
445,127,0.8385757207870483,7.1558447,551.29786452,-0.0014155994,1139.99,622.9762773513794,1.3788965,260096,0.0059135137,0.07124023,260096
403,128,0.8727156817913055,3.1620584,555.28938165,-0.0020532538,1145.82,627.5793435573578,1.3817639,262144,0.004794332,0.05620117,262144
432,129,0.7885340601205826,7.370549,561.5648889400001,-0.0045599835,1154.18,632.6575882434845,1.3741086,264192,0.00678658,0.07285156,264192
433,130,0.8648474812507629,3.8824418,564.70459361,-0.0018810586,1159.21,637.3927536010742,1.3754674,266240,0.0043088417,0.05292969,266240
400,131,0.7913900315761566,5.0622053,569.6430789599999,-0.0021272586,1166.47,642.1179649829865,1.378706,268288,0.0032530061,0.03178711,268288
445,132,0.6854638159275055,6.463506,576.8916674400001,-0.004225663,1178.65,647.2279019355774,1.3813872,270336,0.0075365426,0.091845706,270336
394,133,0.7295690178871155,7.284228,584.7378658,-0.0018037405,1192.02,651.830108165741,1.3821228,272384,0.004630496,0.051123045,272384
382,134,0.756217285990715,5.5414486,591.3790962100001,-0.0041123675,1202.84,657.0203528404236,1.3800442,274432,0.0064996085,0.08100586,274432
361,135,0.6345531344413757,7.3434052,598.99389235,-0.0029181312,1215.66,662.3718745708466,1.3903329,276480,0.0074336017,0.08481445,276480
401,136,0.7895260751247406,7.6638994,604.75602009,-0.0018745151,1226.35,668.0311346054077,1.3940521,278528,0.003961423,0.04526367,278528
435,137,0.79432313144207,6.6005907,613.26282308,-0.0031977366,1239.74,673.1350197792053,1.389951,280576,0.005582344,0.06665039,280576
422,138,0.8347253054380417,6.1760225,617.9543284400002,-0.0027647554,1246.82,677.8394396305084,1.3892105,282624,0.0049210824,0.06069336,282624
403,139,0.7523787319660187,12.283102,629.29210002,-0.0018519119,1265.39,682.6924920082092,1.3890215,284672,0.008031273,0.09291992,284672
386,140,0.8602275103330612,4.9571996,635.1289685200002,-0.005320627,1275.62,687.7687165737152,1.3991947,286720,0.0051210397,0.06074219,286720
418,141,0.8559499382972717,5.6840634,641.9868691800001,-0.0011964595,1286.28,693.0643439292908,1.4043653,288768,0.0050852587,0.06010742,288768
425,142,0.8434711992740631,6.065221,649.0318705600001,-0.0045957062,1297.08,697.9620962142944,1.4060156,290816,0.005751006,0.06713867,290816
434,143,0.8614411503076553,5.0793657,653.4966678500001,-0.00085702847,1303.51,702.7783591747284,1.4069712,292864,0.004527154,0.054101564,292864
415,144,0.8196455389261246,8.406983,660.9010313700002,-0.003955669,1314.75,707.4897570610046,1.4026643,294912,0.0040488057,0.045410156,294912
370,145,0.831331267952919,6.983751,670.7559078300001,-0.005871643,1329.39,712.4201409816742,1.4033254,296960,0.005534378,0.060595702,296960
391,146,0.8163358271121979,8.789722,680.36909829,-0.0014133165,1344.95,717.9548811912537,1.4141157,299008,0.0045596017,0.05332031,299008
439,147,0.8648870438337326,6.603076,689.21968138,-0.002320574,1360.34,723.184023141861,1.4164245,301056,0.0047514657,0.057763673,301056
421,148,0.7802345603704453,11.5158615,704.37215724,-0.00039840568,1385.18,727.8416843414307,1.4170439,303104,0.0045012487,0.046240233,303104
447,149,0.8807694837450981,6.0397763,711.6609420200001,-0.0051062047,1396.82,732.6969385147095,1.4315733,305152,0.008126254,0.087890625,305152
437,150,0.7782980054616928,8.033495,721.6247022199999,-0.0019296247,1412.86,737.2727649211884,1.4452544,307200,0.005323601,0.055126954,307200
454,151,0.7764637768268585,11.665454,731.9274686699998,-0.00094392075,1430.08,741.9598157405853,1.4417346,309248,0.005672745,0.05366211,309248
448,152,0.806434765458107,9.290786,742.0725500799999,-0.00475882,1445.84,746.4654886722565,1.4337951,311296,0.004981975,0.055615235,311296
456,153,0.8787534013390541,5.819072,744.0739319399999,-0.0059767207,1448.71,751.0358138084412,1.4310644,313344,0.0067018988,0.07421875,313344
461,154,0.8435350060462952,7.1174154,748.3614297299999,-0.0056583784,1455.1,755.5204501152039,1.4404515,315392,0.0058880113,0.06992187,315392
453,155,0.8962903842329979,4.8977456,757.6898095600002,-0.0040809168,1469.26,759.9561772346497,1.45321,317440,0.0063899816,0.06987305,317440
426,156,0.8292808532714844,9.047937,767.8066882400001,-0.0016776618,1484.54,764.4764189720154,1.4593316,319488,0.0030254142,0.031933594,319488
401,157,0.8564834743738174,7.637667,777.5984768700001,-0.0014392327,1498.77,769.2755947113037,1.4568864,321536,0.0044092415,0.047705077,321536
410,158,0.8131169974803925,8.340836,785.865573,-0.0028191938,1511.22,774.372768163681,1.470294,323584,0.004340199,0.051513672,323584
361,159,0.7972613126039505,9.091933,796.2046360600002,-0.00065781723,1526.87,779.3678994178772,1.4702554,325632,0.0046857176,0.04506836,325632
375,160,0.8452374637126923,7.4408007,802.31110974,-0.004256335,1535.34,785.0311305522919,1.4686755,327680,0.005987535,0.06669922,327680
404,161,0.8455822914838791,7.1378326,810.7751167000001,-0.0023900724,1547.24,790.478725194931,1.4666348,329728,0.0050733783,0.062207032,329728
432,162,0.8104041069746017,9.495651,821.5468209999999,-0.0017549855,1563.14,795.5403141975403,1.4584134,331776,0.0040133335,0.044873048,331776
437,163,0.844047948718071,6.858129,829.7207954099998,-0.000209866,1574.64,800.2795186042786,1.4448287,333824,0.0032971813,0.03339844,333824
429,164,0.8209803253412247,8.1730995,834.2142254399998,-0.001179133,1580.97,804.9647564888,1.44695,335872,0.0047699213,0.053955078,335872
418,165,0.7877663820981979,10.117832,841.85970524,-0.0057256534,1591.9,809.7387464046478,1.4553273,337920,0.00699292,0.085839845,337920
345,166,0.8493177443742752,11.374769,844.7476060399999,-0.0038568664,1594.27,814.6357743740082,1.4662144,339968,0.00646473,0.07973633,339968
292,167,0.7667747586965561,14.968544,850.1287541199998,-0.0026059526,1600.37,820.5567662715912,1.4801061,342016,0.0040503577,0.038378906,342016
281,168,0.8766856715083122,6.213701,852.7625900899998,-0.0035015836,1603.67,827.5595080852509,1.4821788,344064,0.0062787733,0.066503905,344064
274,169,0.8250129967927933,6.028447,856.8540258899999,-0.0025656447,1609.63,834.8341326713562,1.4899534,346112,0.0052161724,0.060009766,346112
279,170,0.8070651143789291,8.276543,860.3131258899999,0.0008646034,1614.55,842.2965922355652,1.4927146,348160,0.005014455,0.050927736,348160
279,171,0.7844491302967072,14.16821,863.9661986700002,-0.0062005874,1616.96,849.6329939365387,1.4862361,350208,0.005522029,0.058154296,350208
281,172,0.7826016396284103,7.556681,871.27811263,-0.0017500719,1627.97,856.9614307880402,1.4894414,352256,0.0064138593,0.080566406,352256
284,173,0.8098350912332535,10.262052,877.47178946,-7.053067e-05,1635.15,864.2303795814514,1.482816,354304,0.004924166,0.054882813,354304
288,174,0.848147377371788,7.7081385,887.24790687,-0.0009952398,1648.47,871.437032699585,1.4700696,356352,0.004834769,0.05683594,356352
256,175,0.8557436168193817,10.398938,882.6395393999999,-0.002879982,1638.45,878.5422201156616,1.4794117,358400,0.0043422887,0.050878905,358400
254,176,0.772996261715889,9.582347,883.7801807600001,-0.0042820475,1638.45,886.525622844696,1.5004294,360448,0.004319493,0.051660158,360448
270,177,0.8760813102126122,6.0777245,882.89546422,-0.0012652546,1634.41,894.5714271068573,1.5097673,362496,0.0037389894,0.045214843,362496
274,178,0.7878600060939789,9.186518,888.0297325399999,-0.0009821224,1640.18,902.156658411026,1.5149515,364544,0.006180141,0.078125,364544
261,179,0.8069372624158859,8.707814,894.25184062,-0.0014675041,1648.59,909.6057205200195,1.5242115,366592,0.0063304966,0.07836914,366592
256,180,0.7814915031194687,10.224447,896.95886719,-0.0022510735,1648.59,917.4458832740784,1.5308392,368640,0.00687527,0.07026367,368640
258,181,0.811267226934433,8.578882,899.6177151799999,-0.0029466394,1648.59,925.4259488582611,1.5292772,370688,0.0066936016,0.08549805,370688
272,182,0.7760563939809799,8.709188,902.31785368,-0.001885429,1648.59,933.3593528270721,1.5301116,372736,0.005237641,0.064697266,372736
264,183,0.8064927011728287,8.013456,904.2325208199999,-0.0054295836,1648.59,940.8766098022461,1.5339267,374784,0.0064264648,0.07773437,374784
260,184,0.7483959496021271,15.253169,900.92344982,-0.0019025744,1634.97,948.6229104995728,1.5391151,376832,0.0050301356,0.04609375,376832
276,185,0.7488440871238708,10.209487,903.60049447,0.00060013233,1634.97,956.4814746379852,1.5406789,378880,0.005346064,0.062304687,378880
264,186,0.7802438288927078,16.60998,894.2465368100001,0.0020457986,1612.59,963.8889043331146,1.541572,380928,0.007372382,0.07299805,380928
269,187,0.6867302060127258,23.975708,871.3387613399999,-0.0020376733,1567.13,971.6261410713196,1.5492432,382976,0.004743063,0.05390625,382976
274,188,0.7848487347364426,13.036692,855.7605115499999,-0.0025364237,1537.92,979.2316362857819,1.5571564,385024,0.008406387,0.06577148,385024
285,189,0.8044092655181885,15.214414,853.80599319,-0.009103803,1527.43,986.6825921535492,1.5762107,387072,0.0059057125,0.056689452,387072
239,190,0.6308797597885132,15.990504,850.30459629,-0.0015025379,1516.55,993.8555247783661,1.596037,389120,0.00494076,0.061914064,389120
267,191,0.7284491062164307,8.210843,857.65071161,-0.0043691033,1525.75,1002.4059340953827,1.5993809,391168,0.007154024,0.09423828,391168
275,192,0.747775137424469,7.836244,863.41930564,-0.00191276,1532.09,1010.0655720233917,1.5987942,393216,0.007182202,0.08662109,393216
263,193,0.8284673243761063,11.055211,858.49424732,-0.0042137043,1520.54,1017.4905364513397,1.6044261,395264,0.004965205,0.04526367,395264
271,194,0.84031543135643,11.26027,856.87113201,-0.0021804569,1515.8,1025.2735440731049,1.6203892,397312,0.0031980923,0.033691406,397312
274,195,0.6448663473129272,17.65329,864.53824513,-0.0040303897,1524.99,1032.807623386383,1.6323379,399360,0.005224156,0.06635742,399360
280,196,0.74727463722229,9.219482,873.7660703999999,-0.0033983968,1538.21,1040.2786810398102,1.6385491,401408,0.005664191,0.062451173,401408
262,197,0.7315215170383453,18.485935,867.28988058,-0.0028298784,1525.01,1047.5907826423645,1.6472105,403456,0.0030299604,0.03300781,403456
269,198,0.7908135950565338,7.6646814,877.3220982100003,-0.0034223862,1538.89,1055.39586353302,1.6644735,405504,0.007804698,0.10473633,405504
275,199,0.8246693313121796,10.896589,875.87655443,-0.0074895406,1534.74,1062.9944686889648,1.6729683,407552,0.0060669044,0.06552734,407552
273,200,0.7077056169509888,8.71585,881.4410021,-0.000789877,1540.87,1070.4286847114563,1.6783413,409600,0.005421902,0.0668457,409600
264,201,0.8063343912363052,11.395097,884.66463451,-0.0031996102,1542.07,1077.9234817028046,1.6802992,411648,0.003750741,0.043310545,411648
275,202,0.8391933143138885,6.4123573,880.62547295,-0.004770675,1534.78,1085.6649315357208,1.6768519,413696,0.0062377374,0.072705075,413696
270,203,0.7068975567817688,10.977889,887.19530533,-0.0028597796,1543.22,1093.098350763321,1.6699855,415744,0.004561399,0.05214844,415744
266,204,0.7072050869464874,16.28171,888.6626768000001,-0.002467808,1542.89,1100.6704831123352,1.6651844,417792,0.0046447087,0.05341797,417792
275,205,0.7798902690410614,9.2653,895.08880048,-0.0007800098,1550.84,1108.3649489879608,1.6680266,419840,0.003640493,0.03730469,419840
268,206,0.7568256109952927,10.027476,902.06391458,-0.0003698868,1559.0,1115.8074674606323,1.6820574,421888,0.0050106654,0.06298828,421888
264,207,0.7789044231176376,8.494371,906.0194694400001,-0.0016132469,1562.45,1123.4487879276276,1.6921784,423936,0.008555947,0.096875,423936
263,208,0.7005895674228668,16.708931,904.5723907700002,-0.002695974,1553.58,1131.2027094364166,1.6907864,425984,0.004935547,0.058886718,425984
249,209,0.7309376001358032,9.126728,905.8307622700002,-0.0024465204,1553.58,1138.9729113578796,1.6970145,428032,0.00567069,0.06713867,428032
259,210,0.7465554773807526,14.009432,895.7901486100001,-0.0022145833,1532.17,1147.1712296009064,1.7083849,430080,0.004670589,0.050634764,430080
277,211,0.7940647453069687,7.9226356,897.0053021900001,-0.002791015,1532.17,1155.0620348453522,1.7159948,432128,0.0049122237,0.06113281,432128
274,212,0.6827602088451385,8.844679,897.80255573,-0.0017941542,1532.17,1162.4349381923676,1.7183588,434176,0.006102874,0.072314456,434176
276,213,0.7148541510105133,10.222603,899.80468165,-0.0027560382,1532.17,1169.9070076942444,1.7318878,436224,0.004549007,0.05258789,436224
270,214,0.7376237213611603,11.353565,904.0642677799999,-0.00031832748,1536.25,1177.316763162613,1.7296975,438272,0.0055318596,0.06362305,438272
273,215,0.7736207097768784,7.6597075,909.4233781500001,-0.0044739153,1541.74,1184.8990485668182,1.7246931,440320,0.006443075,0.077783205,440320
271,216,0.711418628692627,9.161553,911.60765869,-0.00075122603,1543.02,1192.3899929523468,1.7227309,442368,0.006059872,0.07348633,442368
281,217,0.7125782370567322,11.371489,913.4698270399999,0.00048461085,1543.02,1199.947032213211,1.7159426,444416,0.004001063,0.04472656,444416
277,218,0.7305002510547638,9.413217,919.4559196499999,-0.0049101776,1550.36,1207.2306220531464,1.703426,446464,0.0063247136,0.07626953,446464
266,219,0.7830716818571091,9.292536,921.2402256200002,-0.00023930418,1550.36,1214.6082675457,1.6978785,448512,0.0066017373,0.07138672,448512
258,220,0.7320588529109955,10.001901,922.27697732,-0.0032054856,1550.36,1222.2977886199951,1.6989908,450560,0.0071011544,0.08613281,450560
251,221,0.7063110768795013,10.847876,923.5916926099999,-0.00032370113,1550.36,1230.2215991020203,1.7058064,452608,0.005948856,0.068359375,452608
257,222,0.820753201842308,8.677747,926.51429309,-0.0056400644,1550.84,1238.3803210258484,1.719211,454656,0.007825842,0.100048825,454656
277,223,0.818376749753952,7.8065424,929.8206785099999,-0.005117745,1554.05,1246.3270750045776,1.7256076,456704,0.0065323957,0.083496094,456704
277,224,0.8031547963619232,9.491235,933.8382393299997,-0.0016865473,1558.2,1253.7176067829132,1.723163,458752,0.0030715973,0.030712891,458752
275,225,0.8337708860635757,7.907406,938.67628045,-0.0013428362,1564.78,1261.1072702407837,1.7250087,460800,0.0058081057,0.069970705,460800
279,226,0.8142386823892593,8.45245,940.48302704,-0.0038560003,1564.78,1268.536375761032,1.7326682,462848,0.0046644327,0.054736327,462848
283,227,0.8937114104628563,6.474363,934.5625254799999,-0.0021050577,1554.42,1275.868350982666,1.7246984,464896,0.005743312,0.06757812,464896
281,228,0.714681088924408,9.432535,941.2374031100001,0.0006124737,1561.34,1283.1026237010956,1.7060461,466944,0.003802187,0.04033203,466944
281,229,0.780342623591423,8.739919,942.84104443,-0.0029834467,1561.34,1290.377240896225,1.6938343,468992,0.0037475482,0.043115236,468992
282,230,0.7005022168159485,18.600994,940.9879191300001,0.0025036973,1555.64,1297.6418402194977,1.6927941,471040,0.0045623975,0.049072266,471040
277,231,0.717962235212326,10.725758,943.5773491399999,-0.0038613048,1557.3,1304.8948543071747,1.6978648,473088,0.005777478,0.07075195,473088
287,232,0.7051940560340881,11.840528,944.8155280799998,-0.00064948964,1557.3,1312.2639095783234,1.6972132,475136,0.0046894783,0.055664062,475136
289,233,0.723159909248352,9.776953,946.742751,-0.0032853924,1558.94,1319.3952524662018,1.7009465,477184,0.005008503,0.061865233,477184
278,234,0.6202579140663147,20.540684,938.7695641400002,-0.0026351628,1543.21,1326.4787397384644,1.705601,479232,0.0052450444,0.059912108,479232
275,235,0.7353245913982391,8.67847,940.0574363899999,-0.0011725349,1543.21,1333.8378098011017,1.7119135,481280,0.0062472117,0.07714844,481280
280,236,0.7319207787513733,11.947341,941.3718776700001,0.0003178118,1543.21,1341.2616891860962,1.7097559,483328,0.003794693,0.04169922,483328
282,237,0.7726992517709732,8.388493,942.658407,-0.0019512074,1543.21,1348.567792415619,1.7140115,485376,0.0059240796,0.07490234,485376
280,238,0.7439412176609039,10.675141,943.6611647400001,-0.0028240904,1543.21,1355.8244590759277,1.7225994,487424,0.00670024,0.07524414,487424
286,239,0.7749866098165512,8.327223,945.0090987100001,-0.0007796652,1543.21,1363.1143825054169,1.7103586,489472,0.0064308485,0.07197265,489472
284,240,0.7686360031366348,8.469347,945.9953715900001,-0.00021963613,1543.21,1370.2726106643677,1.695564,491520,0.0070066764,0.087402344,491520
286,241,0.6884833872318268,18.12424,949.4110646700001,-0.0040819026,1546.89,1377.467833995819,1.6857653,493568,0.0067500942,0.06391601,493568
279,242,0.7667757570743561,8.695509,950.51787213,-0.0022473214,1546.89,1384.6179399490356,1.6796408,495616,0.0081686005,0.098242186,495616
284,243,0.7786249965429306,10.256732,957.8334055700001,-0.0029483882,1554.58,1391.9371190071106,1.6915255,497664,0.0062753074,0.07724609,497664
283,244,0.7237512767314911,9.77008,966.4824834400001,-0.0015867723,1565.95,1399.1368608474731,1.7008616,499712,0.0042971517,0.05024414,499712
282,245,0.6622370481491089,25.398302,939.33682531,-0.003795642,1520.87,1406.359176158905,1.7027664,501760,0.0069575375,0.07192383,501760
284,246,0.7632467299699783,17.720173,906.66512736,-0.002362798,1471.32,1413.6173424720764,1.7090254,503808,0.006739276,0.07001953,503808
280,247,0.6780909895896912,11.201553,912.3736349999999,-0.0016112896,1477.69,1420.822298526764,1.7110647,505856,0.0047527812,0.057763673,505856
283,248,0.6887663900852203,18.720177,910.7294769000001,-0.001563527,1472.83,1428.1365585327148,1.7116476,507904,0.0033430096,0.037109375,507904
288,249,0.7341659963130951,9.66612,914.5113112,-0.00012405474,1476.87,1435.3616590499878,1.7089128,509952,0.006574166,0.07895508,509952
285,250,0.7336155474185944,16.994411,905.26669035,0.00025703985,1460.82,1442.4721791744232,1.6996896,512000,0.005585133,0.062207032,512000
285,251,0.6945390105247498,11.618681,905.92875571,-0.0030311525,1460.82,1449.6492807865143,1.7053808,514048,0.005893075,0.07646485,514048
278,252,0.8303307443857193,6.7378907,895.40185205,0.00084870134,1443.85,1456.8278028964996,1.7102569,516096,0.0061381273,0.069970705,516096
259,253,0.6276500523090363,9.176501,895.78472144,9.675661e-06,1443.85,1464.1923773288727,1.7175442,518144,0.010507067,0.12910156,518144
230,254,0.5295389294624329,12.02225,895.8249102799999,-0.002542278,1443.85,1472.0787799358368,1.7217474,520192,0.0052580396,0.063769534,520192
238,255,0.5248185396194458,11.153128,899.1772812,-0.00026070123,1448.75,1480.9465818405151,1.7239399,522240,0.004986443,0.060791016,522240
227,256,0.5927168428897858,10.840866,905.0929291599999,-0.0028308523,1457.47,1489.5304591655731,1.7194275,524288,0.004766281,0.05649414,524288
231,257,0.5648019313812256,10.70383,904.72003987,-0.004534039,1457.47,1498.5527231693268,1.7179472,526336,0.0066665844,0.08129883,526336
234,258,0.6485813856124878,9.226552,912.9786177500001,-0.006917185,1470.05,1507.4172015190125,1.7307885,528384,0.008137202,0.106982425,528384
233,259,0.6297349631786346,10.022924,919.1332760999999,-0.0040964675,1479.85,1516.1665983200073,1.7376944,530432,0.004889936,0.053857423,530432
260,260,0.7352855205535889,10.461753,929.8563874299999,-0.00091320474,1495.8,1524.9345507621765,1.7395321,532480,0.0031325885,0.03666992,532480
251,261,0.647088497877121,10.681827,940.96605713,-0.0009925675,1510.41,1532.7848789691925,1.7351545,534528,0.0069238283,0.08461914,534528
258,262,0.5738555490970612,10.217068,951.4814890099999,-0.0016612833,1525.87,1540.917100429535,1.7226394,536576,0.005647984,0.0675293,536576
277,263,0.7038131058216095,8.380474,961.6346201599997,-0.001229448,1540.61,1548.8377404212952,1.7250888,538624,0.007889495,0.09331055,538624
265,264,0.6453776955604553,9.503603,972.7791423399998,-0.001182336,1555.93,1556.217651128769,1.7272679,540672,0.00487966,0.06303711,540672
273,265,0.71176877617836,9.9993925,983.3315724399998,-0.0053371885,1571.28,1563.9241480827332,1.7207123,542720,0.0052209822,0.06342773,542720
