fps,n_updates,explained_variance,value_loss,ep_reward_mean,policy_loss,ep_len_mean,time_elapsed,policy_entropy,total_timesteps,approxkl,clipfrac,serial_timesteps
366,40,0.022520482540130615,5.992171,414.6159678305084,-0.0013181439,1387.457627118644,186.84775853157043,1.4550388,81920,0.0024259351,0.022509765,81920
364,41,0.03412407636642456,6.693956,421.9515611499999,-0.004318484,1398.4833333333333,192.44001841545105,1.4600371,83968,0.0038251572,0.039990235,83968
385,42,-0.015118718147277832,2.862054,426.4848026393442,-0.00087361,1409.1475409836066,198.05184626579285,1.4480013,86016,0.0026355428,0.023730468,86016
425,43,0.03358638286590576,4.6128354,431.6323267419354,-0.0057386924,1419.467741935484,203.35835075378418,1.4364069,88064,0.0048482628,0.057958983,88064
409,44,-0.10175859928131104,8.769565,438.92044879365073,-0.0032857596,1429.4603174603174,208.16876769065857,1.4366312,90112,0.0043184175,0.052246094,90112
429,45,0.05862373113632202,4.624389,444.09001646875,-0.0021306071,1439.140625,213.17682528495789,1.4368951,92160,0.002158659,0.01928711,92160
405,46,0.1087043285369873,5.4782324,449.4099896769231,-0.004406936,1448.5230769230768,217.94108891487122,1.4423004,94208,0.003004625,0.0359375,94208
436,47,0.02555692195892334,5.447405,455.18509145454544,-0.00412877,1457.621212121212,222.99177718162537,1.4509053,96256,0.0044424264,0.052197266,96256
427,48,-0.012658834457397461,7.5829287,461.7282451940298,-0.0029150383,1466.44776119403,227.68492913246155,1.4460304,98304,0.0033868453,0.033691406,98304
422,49,0.028135478496551514,9.740633,469.03548386764703,-0.00271938,1475.014705882353,232.47104048728943,1.4410235,100352,0.002476151,0.022802735,100352
444,50,0.03861647844314575,4.257182,473.44038128985505,-0.0040929243,1483.3333333333333,237.31673908233643,1.43698,102400,0.004700938,0.05205078,102400
449,51,0.022425949573516846,11.552014,481.0208350285714,-0.0030900314,1491.4142857142858,241.92746758460999,1.4233184,104448,0.00274601,0.028222656,104448
436,52,0.14168894290924072,7.2744203,482.26857156338025,-0.0042318683,1487.9014084507041,246.4820909500122,1.4083734,106496,0.0034166195,0.03300781,106496
428,53,0.19651097059249878,11.481681,483.64456966666665,-0.0014592712,1484.763888888889,251.1706576347351,1.4010848,108544,0.0036730259,0.037597656,108544
439,54,0.3363683223724365,7.0788574,486.0684970266666,-0.004178618,1473.2666666666667,255.95086479187012,1.4007008,110592,0.0060081817,0.078125,110592
432,55,0.21789193153381348,7.359844,484.73012777922077,-0.0018284494,1460.909090909091,260.6074631214142,1.397458,112640,0.002979254,0.029638672,112640
426,56,0.23523861169815063,7.1839194,481.2734680759494,-0.005683242,1444.5949367088608,265.34633111953735,1.4048854,114688,0.0044655534,0.05180664,114688
461,57,0.3366706371307373,8.2483425,482.68938830864187,-0.0028053303,1438.79012345679,270.1485674381256,1.3990357,116736,0.0027878354,0.027685547,116736
437,58,0.32391291856765747,11.478408,483.5942399036144,-0.004957399,1429.6626506024097,274.58413529396057,1.3932592,118784,0.0042229625,0.04824219,118784
418,59,0.45572423934936523,6.568792,484.8646346071428,-0.003762833,1427.6904761904761,279.26137232780457,1.3915309,120832,0.0029450362,0.030029297,120832
413,60,0.5677094459533691,6.3643656,486.87085396511617,-0.0021789046,1423.8837209302326,284.1514003276825,1.3780082,122880,0.0031825167,0.031347655,122880
438,61,0.5224757492542267,6.385671,490.23198925287346,-0.0017153661,1426.7471264367816,289.1083598136902,1.3691523,124928,0.0030621602,0.030908203,124928
458,62,0.43387371301651,8.491464,496.02998732954546,-0.0016115444,1433.8181818181818,293.7747037410736,1.3652849,126976,0.0028503218,0.027978515,126976
465,63,0.3854013681411743,8.155928,496.79702877528086,-0.0050487807,1432.0786516853932,298.2467348575592,1.3520089,129024,0.005887407,0.072509766,129024
459,64,0.42344778776168823,7.9176645,502.5887985384615,-0.0019333378,1435.5494505494505,302.6484525203705,1.3462535,131072,0.001343441,0.008300781,131072
445,65,0.4094443917274475,6.2929263,499.1918545053762,-0.0039141723,1423.032258064516,307.10598850250244,1.3522809,133120,0.003543755,0.036132812,133120
467,66,0.45781999826431274,8.050497,495.4036716875,-0.0026553534,1404.65625,311.7078068256378,1.3654671,135168,0.0022591443,0.020019531,135168
438,67,0.5634632408618927,6.1065063,493.6885398571428,-0.00382567,1394.9489795918366,316.0884907245636,1.3634763,137216,0.0044551166,0.050488282,137216
287,68,0.4751209616661072,7.0914483,494.8590821717171,-0.008503273,1393.939393939394,320.7608644962311,1.3512976,139264,0.0058978805,0.070166014,139264
