n_updates,serial_timesteps,fps,approxkl,explained_variance,policy_entropy,time_elapsed,value_loss,policy_loss,total_timesteps,ep_reward_mean,clipfrac,ep_len_mean
189,387072,164,0.005316889,0.9608918875455856,2.9449034,2579.753868341446,2.4351232,-0.0018439634,387072,1431.0044570399998,0.054541014,1594.81
190,389120,134,0.007370401,0.9107929095625877,2.9516711,2592.1839067935944,11.6370535,-0.0055065798,389120,1415.9049492299998,0.06694336,1579.39
191,391168,171,0.009057045,0.9587002098560333,2.9474895,2607.3813824653625,2.402767,-0.004969685,391168,1429.9176796999998,0.07924805,1592.56
192,393216,170,0.007483869,0.962898813188076,2.9251316,2619.2963783740997,2.4188738,-0.005532249,393216,1434.72791994,0.074365236,1597.44
193,395264,197,0.0066794967,0.9565572775900364,2.9141772,2631.304435491562,2.3691812,0.0007630104,395264,1434.9825781399998,0.076123044,1597.44
194,397312,135,0.0067824833,0.9182274341583252,2.9335153,2641.651675462723,10.9999895,-0.006045702,397312,1418.1330664200002,0.060253907,1579.39
195,399360,198,0.006207466,0.9560866206884384,2.9427264,2656.772133588791,2.367578,-0.005340278,399360,1415.9056152500002,0.064892575,1576.96
196,401408,178,0.0075836293,0.9573872461915016,2.918534,2667.085083246231,2.3624263,-0.007967295,401408,1415.8653359500001,0.08300781,1576.96
197,403456,135,0.011654267,0.9127118363976479,2.9189618,2678.5729761123657,11.857396,-0.004569902,403456,1418.35498048,0.053857423,1579.46
198,405504,121,0.021714648,0.9136268720030785,2.938661,2693.711573123932,17.86362,-0.008885136,405504,1381.05721094,0.061767578,1541.83
199,407552,136,0.0074207997,0.9082459658384323,2.965859,2710.596216201782,12.885736,-0.006325348,407552,1378.38056641,0.06499024,1538.52
200,409600,181,0.022546595,0.9573104046285152,2.9804642,2725.591596841812,2.3596203,-0.0070492094,409600,1376.2346406300003,0.09819336,1536.0
201,411648,170,0.0067626433,0.9646992981433868,2.964063,2736.850471019745,2.7233758,-0.0020063394,411648,1393.1487343800004,0.077978514,1552.71
202,413696,122,0.012444624,0.9235280901193619,2.9552794,2748.8380987644196,11.308873,-0.006105746,413696,1396.1102363400005,0.07265625,1555.62
203,415744,180,0.008736188,0.9572182297706604,2.9483361,2765.6170637607574,2.3783758,-0.0069434345,415744,1397.6842656400001,0.1015625,1556.48
204,417792,178,0.0065745316,0.9617968909442425,2.9373336,2776.967221260071,2.393806,-0.006874618,417792,1415.2368183800002,0.06850586,1574.03
205,419840,170,0.007277255,0.9608625434339046,2.911512,2788.4446308612823,3.14277,-0.0043334262,419840,1432.3121562699996,0.07626953,1590.64
206,421888,181,0.0063215643,0.9575890265405178,2.8858035,2800.454550266266,2.3793368,-0.0015992535,421888,1439.3379746299997,0.06669922,1597.44
207,423936,171,0.0061935848,0.9648156724870205,2.8652627,2811.7567024230957,2.77073,-0.00271862,423936,1456.32793362,0.06669922,1614.27
208,425984,198,0.007238049,0.9566363170742989,2.8427415,2823.7060265541077,2.4086666,-0.004284563,425984,1459.7268691599998,0.07583008,1617.92
209,428032,195,0.0077343425,0.9571483805775642,2.823689,2834.006813287735,2.3788068,-0.00074944494,428032,1476.9390215,0.07543945,1635.09
210,430080,198,0.007215242,0.9563183262944221,2.8166015,2844.4679498672485,2.3862176,-0.0028506853,430080,1480.2447031399997,0.08984375,1638.4
211,432128,165,0.0054291342,0.9644904732704163,2.810183,2854.760906934738,2.79058,-0.0028740768,432128,1480.2401386899999,0.052978516,1638.4
212,434176,183,0.017321635,0.9578063562512398,2.7866004,2867.1489515304565,2.3739598,-0.0077731116,434176,1480.02914064,0.089257814,1638.4
213,436224,134,0.007435704,0.8808779269456863,2.7760668,2878.335637807846,16.631552,-0.0051753055,436224,1483.792625,0.06035156,1641.11
214,438272,199,0.0053120386,0.955981433391571,2.7730634,2893.5762696266174,2.375332,-0.0020432284,438272,1481.6921191500003,0.06015625,1638.4
215,440320,189,0.013182062,0.9570100978016853,2.757965,2903.856700658798,2.3544884,-0.0058461977,440320,1499.55136134,0.082177736,1656.41
216,442368,199,0.010157968,0.9554181210696697,2.727561,2914.641432285309,2.3694944,-0.009650575,442368,1502.40906446,0.103125,1658.88
217,444416,121,0.008891521,0.9277647286653519,2.7119846,2924.9253284931183,10.686947,-0.0013630118,444416,1502.38488673,0.06889649,1658.65
218,446464,168,0.028802518,0.9595310874283314,2.7262862,2941.7265617847443,2.3849502,-0.014488344,446464,1503.2854316499997,0.12763672,1658.88
219,448512,119,0.009792902,0.9105457663536072,2.741341,2953.904052257538,13.084848,-0.004611116,448512,1485.9771543099998,0.070214845,1641.1
220,450560,116,0.011368858,0.9037584513425827,2.7521672,2971.110013484955,23.30235,-0.00924786,450560,1449.2595390800002,0.095751956,1604.93
221,452608,180,0.008506975,0.9567369446158409,2.7608125,2988.737465620041,2.3682742,-0.0066580037,452608,1442.1010996300001,0.09467773,1597.44
222,454656,199,0.0062719225,0.9553154744207859,2.7594855,3000.09845995903,2.3766494,-0.004655017,454656,1442.16079494,0.06928711,1597.44
223,456704,165,0.006272911,0.9625368379056454,2.745241,3010.3669743537903,2.7681336,-0.0025781868,456704,1442.1106230700002,0.059228517,1597.44
224,458752,116,0.0071740113,0.9129502400755882,2.7469993,3022.7671411037445,12.594706,-0.005506538,458752,1425.01154299,0.06845703,1579.68
225,460800,123,0.015511356,0.9441949874162674,2.7621784,3040.3982875347137,8.477644,-0.0069394754,460800,1404.88186916,0.064404294,1558.96
226,462848,149,0.0074187503,0.9637279510498047,2.7696774,3056.971864938736,7.364119,-0.0028113616,462848,1403.5301094000001,0.05986328,1558.12
227,464896,180,0.008335303,0.957530926913023,2.7744288,3070.6872425079346,2.36023,-0.003681748,464896,1402.3100586199998,0.09003906,1556.48
228,466944,188,0.0075547583,0.9569150134921074,2.7488601,3082.0358204841614,2.3589377,-0.003081623,466944,1402.6915703400002,0.07900391,1556.48
229,468992,136,0.018547367,0.9467208683490753,2.7459006,3092.878393650055,7.910231,-0.011505695,468992,1385.36291018,0.07578125,1538.44
230,471040,173,0.009546341,0.9593104012310505,2.7524047,3107.8460891246796,2.3834305,-0.0031672982,471040,1400.31201565,0.09379883,1553.27
231,473088,170,0.0278189,0.9597956128418446,2.734717,3119.618237257004,3.2841072,-0.0072113797,473088,1403.6182675999996,0.095214844,1556.48
232,475136,179,0.007467652,0.9570267349481583,2.711887,3131.6090557575226,2.3746831,-0.00944092,475136,1403.61443166,0.08364258,1556.48
233,477184,122,0.005728599,0.9410962648689747,2.7314634,3143.015397787094,8.939634,-0.0037913043,477184,1403.3116621299998,0.06542969,1555.69
234,479232,118,0.009413594,0.9471407979726791,2.766718,3159.7950344085693,8.176742,-0.0046446496,479232,1386.4070781399998,0.08632813,1538.47
235,481280,119,0.017866636,0.9514460079371929,2.7933993,3177.097162246704,7.615847,-0.00628516,481280,1386.6954472799998,0.08623047,1538.48
236,483328,119,0.005947179,0.9386221021413803,2.8181844,3194.2469794750214,13.843768,-0.003817324,483328,1349.5754257900003,0.06352539,1500.7
