serial_timesteps,total_timesteps,time_elapsed,fps,value_loss,policy_entropy,policy_loss,clipfrac,n_updates,ep_reward_mean,explained_variance,approxkl,ep_len_mean
2048,2048,2.86102294921875e-06,404,8.896572,3.214529,-0.0034139168,0.05620117,1,574.9668664999999,0.920297846198082,0.0050645317,955.0
4096,4096,5.062028169631958,400,8.826678,3.202684,-0.004204956,0.05810547,2,800.1798273333334,0.8473622798919678,0.004870002,1319.6666666666667
6144,6144,10.174004554748535,398,12.186159,3.1960492,-0.00026821374,0.019628907,3,920.7620765,0.79116091132164,0.0020450752,1502.0
8192,8192,15.313482761383057,403,6.5346785,3.1971748,-0.0042565246,0.068603516,4,805.2660018,0.90041783452034,0.0054976353,1339.8
10240,10240,20.389124393463135,436,4.126286,3.2100537,-0.004836197,0.043310545,5,870.2376821666667,0.9446061551570892,0.004393515,1427.8333333333333
12288,12288,25.083237171173096,452,17.450977,3.212424,-0.0032675068,0.031396486,6,827.0440519999999,0.8392806053161621,0.0030765836,1355.4444444444443
14336,14336,29.60998296737671,408,9.852354,3.209385,-0.0039674067,0.061914064,7,883.9423809,0.8524173647165298,0.005308159,1424.8
16384,16384,34.62053680419922,460,8.224915,3.215654,-0.0059411363,0.050341796,8,876.3142079999999,0.8502887040376663,0.004789611,1408.7272727272727
18432,18432,39.07086944580078,417,4.7986693,3.2284408,-0.009694133,0.06020508,9,860.7915574166667,0.9179349020123482,0.005305421,1383.0
20480,20480,43.98249292373657,445,19.133566,3.2454178,-0.006067813,0.050439455,10,750.6469529374999,0.7421346604824066,0.0045335973,1212.8125
22528,22528,48.578749895095825,425,4.9376273,3.2570922,-0.0013428687,0.03515625,11,751.1526378823529,0.9277027770876884,0.0038652872,1225.1176470588234
24576,24576,53.39162826538086,396,11.029964,3.2566059,-0.003102614,0.051171876,12,785.8019644999999,0.825350433588028,0.004097954,1270.888888888889
26624,26624,58.55719804763794,424,13.879598,3.2538223,-0.002400403,0.051611327,13,813.3545427368421,0.8242563307285309,0.004467693,1311.842105263158
28672,28672,63.38808584213257,410,5.024152,3.251741,-0.0049069664,0.0675293,14,831.6900016,0.9423586055636406,0.005215724,1348.7
30720,30720,68.38242363929749,407,26.781963,3.248159,-0.0024388253,0.034765624,15,771.4969821666667,0.7000169157981873,0.0035930239,1261.6666666666667
32768,32768,73.40514874458313,408,9.142912,3.2338605,-0.0020495546,0.043261718,16,795.1781112,0.8474925458431244,0.0039011189,1293.16
34816,34816,78.41326785087585,476,13.04817,3.2280216,-0.0036164708,0.050390624,17,816.4076540769231,0.6790580153465271,0.0046907775,1322.2307692307693
36864,36864,82.71504378318787,462,4.9375114,3.2327187,-0.001775618,0.039990235,18,838.0139916666667,0.9236352294683456,0.0037275162,1346.888888888889
38912,38912,87.14316940307617,452,9.550948,3.2197373,-0.0033288344,0.057763673,19,858.0898673214286,0.8450780212879181,0.00504201,1371.9642857142858
40960,40960,91.66854977607727,411,12.56874,3.2064579,0.00039804904,0.02993164,20,813.4072175806452,0.8831017538905144,0.0031014543,1305.483870967742
43008,43008,96.64255118370056,399,9.4597,3.2098007,-0.0026519345,0.02841797,21,828.5451453125,0.8452630639076233,0.002683884,1328.71875
45056,45056,101.76430606842041,442,8.159346,3.2215438,-0.0061333445,0.04008789,22,817.3437593235294,0.9113024696707726,0.0039823228,1310.6764705882354
47104,47104,106.39666223526001,420,12.290907,3.2309253,-0.0014068051,0.035742186,23,834.6011211142858,0.7848261743783951,0.003190662,1331.7714285714285
49152,49152,111.26994490623474,419,11.861533,3.247696,-0.0061284425,0.11879883,24,848.3900259166667,0.7394214868545532,0.012667696,1351.6944444444443
