#{"t_start": 1747905806.6177406, "env_id": null}
r,l,t
1273.036123,2049,5.706989
74.759609,224,6.194968
1300.498716,2049,10.754894
422.62092,828,12.541536
269.856012,557,13.703474
75.435976,226,14.116635
81.356735,237,14.889925
80.51443,234,15.300472
77.391999,225,15.707464
976.503964,1503,18.711695
80.026637,243,19.80549
83.592345,239,20.336835
1271.192153,1988,24.513438
462.744959,854,26.135257
360.856793,722,27.430196
396.356856,753,29.286776
157.010616,376,30.007746
534.687098,956,32.305839
91.566874,247,33.170888
81.946956,229,33.59281
759.410336,1251,36.111768
720.962359,1233,38.924466
75.000722,227,39.743116
1332.322889,2049,45.610428
268.155465,550,46.674619
544.63786,974,49.511857
1328.449754,2049,53.975124
1339.331551,2049,58.024231
1270.690851,2049,62.437203
224.140778,563,63.622551
77.390254,225,64.003616
1287.220662,2049,68.148384
73.013944,229,68.609439
83.948486,247,69.137772
1334.906752,2049,73.526235
789.146304,1408,76.964913
75.658583,242,77.47416
556.111322,1061,80.149592
212.833151,542,81.217
72.888855,227,81.715042
74.47061,237,82.189243
160.996882,440,83.056029
75.631326,232,84.027978
82.961272,249,84.597672
1223.522322,2049,88.934653
1276.130007,2049,93.113139
73.670348,227,93.511318
1256.862105,2049,98.900929
1280.105875,2049,103.429652
1285.216521,2049,107.822903
1275.223249,2049,112.431693
1302.565855,2049,116.696316
743.216121,1320,119.332142
1248.08497,2049,123.675273
1265.711927,2049,128.17849
1285.500022,2049,132.68468
225.704865,558,134.212124
78.228006,239,134.767288
1323.817383,2049,138.958079
1266.384919,2049,143.108359
85.311368,256,143.61384
1394.437007,2049,147.91157
1355.634492,2049,152.24346
241.210363,570,153.239427
1349.665886,2049,157.475318
371.408971,737,159.279414
1250.435143,2049,164.004249
69.512694,231,164.737292
75.884655,237,165.383453
1277.831926,2049,169.585809
857.586054,1427,172.469296
81.848598,255,173.367783
77.591543,238,173.885896
1327.970906,2049,177.956874
1138.132226,1770,181.464766
1112.163949,1683,184.495168
537.246798,933,186.604971
868.887388,1430,189.564834
81.256541,238,190.036532
1368.731108,2049,194.0667
81.897001,245,194.525789
1341.487299,2049,198.632246
1349.763552,2049,202.852169
1282.753382,2049,207.755308
592.063653,1037,210.854378
1397.869767,2049,216.094408
1338.561926,2049,220.4165
91.342556,253,220.978812
88.199914,254,221.914898
1215.87144,1937,226.114477
1286.20664,2049,230.49241
1297.757873,2049,234.830798
1294.192788,2049,238.976926
1345.346609,2049,243.161836
86.987223,260,243.673415
1328.393847,2049,247.725209
1024.019283,1610,250.817014
97.55774,271,251.712077
1314.068839,2049,256.045707
1335.637234,2049,260.528555
1331.357741,2049,264.945347
1270.725534,2049,269.308303
83.281082,253,269.87886
94.723902,269,270.436155
82.027834,250,270.973808
1360.020645,2049,275.364005
1290.474288,2049,279.736945
1377.178842,2049,283.943748
776.500513,1352,287.054666
537.943532,928,288.885745
257.397601,576,290.13501
1353.500239,2049,294.476893
1330.295505,2049,298.787603
89.046706,269,299.294991
1349.439023,2049,303.86016
80.208611,250,304.729922
84.736184,252,305.252898
78.337446,242,305.799217
262.980259,597,307.000535
83.107291,260,307.557557
977.82843,1567,310.830699
85.185319,247,311.401712
1256.700962,2049,315.792238
84.151892,252,316.297919
84.505886,252,316.849276
1316.318171,2049,321.232286
250.76813,572,322.897093
496.049089,947,324.961957
441.858104,841,327.209602
1317.275855,2049,331.411056
277.730133,604,332.630304
1336.760151,2049,337.467412
1352.972039,2049,341.579336
1320.531235,2049,345.686015
294.203468,668,347.028002
233.085185,560,348.001289
1351.617298,2049,352.144227
453.086053,912,354.13811
92.204578,268,354.676463
1392.408177,2049,358.891067
712.30204,1236,361.462216
1343.418876,2049,365.72219
169.216409,387,366.388065
1431.914516,2049,370.667491
100.562565,277,371.261375
946.778477,1536,374.562032
99.503712,278,375.20232
267.24693,507,376.431903
672.908992,1105,378.934208
1351.064277,2049,383.590633
1142.591645,1751,387.247961
509.596433,898,389.285629
615.979224,1063,391.433212
1011.298957,1589,394.948535
835.37663,1388,397.883148
905.472896,1468,401.091301
197.511933,486,402.075019
326.683656,646,403.357348
1353.238405,2049,407.846848
806.640717,1343,410.942987
312.343432,583,412.179418
327.659854,646,413.403212
1145.705417,1813,417.242245
100.349571,273,417.784277
693.878258,1127,420.20563
329.275391,648,421.39457
631.303349,1072,423.692089
1324.882119,2049,427.973785
943.978214,1486,431.31927
596.809407,985,433.362642
724.367581,1184,435.969093
1380.52784,2049,440.175197
742.042209,1232,442.499626
1116.463117,1749,446.068394
1366.770485,2049,450.34862
1239.153183,1948,454.579313
1389.920257,2049,458.832616
1357.606715,2049,463.190578
1434.88403,2049,467.605366
206.353448,502,468.570787
1303.495297,2049,472.997425
85.70815,251,473.524363
1261.337001,2049,478.074928
77.872389,245,478.547787
1345.897932,2049,482.744299
1345.858478,2049,486.901735
1326.568347,2049,491.039455
1364.676887,2049,495.678476
1353.301966,2049,499.939134
1351.947364,2049,504.014272
1382.273005,2049,508.153286
190.619438,489,509.368856
83.514801,258,509.880549
1304.176843,2049,514.08619
1373.155339,2049,518.409216
1406.822648,2049,522.943748
1358.770755,2049,527.00795
1327.099633,2049,531.278763
81.950102,242,531.904355
1353.370057,2049,536.254716
1392.324731,2049,540.456829
1364.660491,2049,544.588091
1336.772398,2049,549.07034
1351.540606,2049,553.633697
1267.373215,1817,557.316964
1400.109468,2049,561.520572
261.824689,578,562.770963
1454.134609,2049,567.166579
1339.614236,2049,571.355543
190.429716,491,572.301651
1341.436525,2049,576.450768
1236.295498,1970,580.439175
981.710498,1614,583.952805
1421.376755,2049,588.367317
389.705505,746,590.520579
241.030838,567,591.782546
89.592009,260,592.492548
235.557163,558,593.684855
1259.76574,2049,597.998581
267.347283,582,599.036012
194.77123,477,600.320813
1232.150547,2049,604.759987
263.897114,577,605.899693
82.671166,236,606.420756
1272.785968,2049,610.986512
88.033921,258,611.455708
1320.975299,2049,615.697104
243.647534,478,616.600987
580.856943,1054,618.902499
989.499295,1539,621.89918
1325.443159,2049,626.205592
808.704506,1275,628.545626
819.29418,1292,631.588038
1501.364839,2049,635.920364
967.314859,1497,639.122615
353.264,717,640.610732
1315.211396,2049,645.070546
364.732287,733,646.489565
560.934811,958,648.788414
1244.95826,2049,653.310496
1226.709727,2049,657.785965
323.970328,688,659.247941
510.689993,954,661.695555
1277.300665,2049,666.092005
1223.633848,2049,670.591698
1198.242356,2049,675.363302
403.132267,715,676.590102
83.11998,244,677.035377
1248.792874,2049,681.402352
1183.021308,2049,686.428942
108.648033,281,686.923844
1203.283809,2049,691.452906
218.859081,495,692.880828
344.903473,648,694.058678
81.733953,242,694.623347
87.687016,254,695.189945
315.119314,628,696.341304
84.200182,246,697.140961
1184.194176,2049,701.944716
1174.850433,2049,706.569758
87.135071,249,706.999895
281.220432,550,707.980058
198.521713,427,708.925809
78.313108,238,709.366006
