value_loss,time_elapsed,policy_entropy,total_timesteps,serial_timesteps,fps,explained_variance,policy_loss,clipfrac,approxkl,n_updates,ep_len_mean,ep_reward_mean
8.656311,858.5967001914978,3.1608639,399360,399360,442,0.7804015874862671,-0.0026514353,0.0953125,0.007232218,195,1065.94,625.80250105
22.708368,863.230226278305,3.1847615,401408,401408,466,0.8095890879631042,-0.0050715897,0.043847658,0.003846271,196,1035.26,601.74184011
16.019602,867.6177415847778,3.201854,403456,403456,472,0.8741129785776138,-0.0026344399,0.027050782,0.0025181067,197,1025.4,596.6013271400001
8.631695,871.9534056186676,3.2048573,405504,405504,481,0.8381861746311188,-0.0030933383,0.039501954,0.003752781,198,1036.31,604.4550649700001
7.4446845,876.2054736614227,3.2054806,407552,407552,485,0.9275156632065773,-0.0032889433,0.034179688,0.0031149862,199,1003.53,583.18950267
11.21892,880.4239065647125,3.2167218,409600,409600,488,0.9150061830878258,-0.003746625,0.028466797,0.0026823583,200,990.16,575.62368012
16.927305,884.6150321960449,3.214803,411648,411648,500,0.8060445189476013,-0.0033804174,0.047705077,0.0044076075,201,977.16,568.32370487
10.276865,888.710024356842,3.2117963,413696,413696,471,0.8292701691389084,-0.0009315216,0.030273438,0.0028530855,202,990.5,577.85783815
8.126586,893.0514163970947,3.2248204,415744,415744,470,0.8483144491910934,-0.0028641638,0.06098633,0.0049571483,203,1008.55,590.0192658900002
8.612067,897.4047474861145,3.2302482,417792,417792,490,0.8491054475307465,-0.0072311936,0.04824219,0.0039876522,204,1008.55,590.6162334
11.294007,901.5833401679993,3.227797,419840,419840,487,0.8332281708717346,-8.9095585e-05,0.025439452,0.00255324,205,1008.55,592.7390564800002
7.7044616,905.783394575119,3.2286344,421888,421888,533,0.8835936859250069,-0.0043774815,0.04848633,0.0042624096,206,1020.76,601.12309146
10.2454195,909.6196229457855,3.2200215,423936,423936,502,0.8635886609554291,-0.004856442,0.049853515,0.0044045486,207,1020.76,603.2903486
15.627838,913.6963863372803,3.2202744,425984,425984,496,0.8246777951717377,-0.0035679503,0.05307617,0.004912459,208,1034.48,613.5851582099999
5.316434,917.8187685012817,3.2233818,428032,428032,409,0.9217559695243835,-0.006326027,0.040039062,0.0040700147,209,1045.08,620.7096472599999
9.788076,922.8156976699829,3.2237911,430080,430080,457,0.8564280122518539,-0.0046760743,0.056396484,0.0046527353,210,1063.03,633.6764170499999
17.79241,927.2885482311249,3.2237782,432128,432128,468,0.8056530803442001,-0.0068169236,0.059765626,0.0048196535,211,1080.13,646.4927476199999
9.390127,931.6601467132568,3.2319443,434176,434176,485,0.8585509806871414,-0.0043250946,0.039746094,0.0036164676,212,1080.13,648.7790156499999
6.8384714,935.8758957386017,3.236843,436224,436224,483,0.9028534665703773,-0.0056248046,0.06088867,0.0055898326,213,1065.22,639.93091097
7.9893456,940.1153547763824,3.242717,438272,438272,483,0.8270853012800217,-0.0047342624,0.07695313,0.006147132,214,1083.22,652.79248139
9.818442,944.3499355316162,3.2548878,440320,440320,483,0.8204273581504822,-0.0039024341,0.04042969,0.003600813,215,1098.21,662.64369722
11.85568,948.5876903533936,3.2629383,442368,442368,486,0.7627626210451126,-0.0020016192,0.06352539,0.005265855,216,1114.43,674.0035114400001
21.966116,952.796826839447,3.271708,444416,444416,482,0.78411665558815,-0.00373063,0.031152343,0.003149968,217,1129.64,684.0231918800001
18.069778,957.0406677722931,3.2796893,446464,446464,469,0.8143928945064545,-0.001775713,0.033203125,0.0030587171,218,1111.65,674.2386991200001
10.513435,961.3994998931885,3.288649,448512,448512,475,0.8234871178865433,-0.0009017045,0.014453125,0.0017330123,219,1127.35,685.4554926099997
16.388454,965.7069230079651,3.2908802,450560,450560,478,0.8036952763795853,-0.0038027759,0.025292968,0.0024816943,220,1115.76,679.93250317
4.545709,969.9875526428223,3.2857692,452608,452608,467,0.9559237249195576,-0.0014204297,0.026708985,0.002667372,221,1116.27,680.0566829100001
18.752245,974.37233710289,3.280558,454656,454656,465,0.7978865802288055,-0.0050658295,0.035839844,0.0030298908,222,1115.37,681.02887863
17.727743,978.7701630592346,3.2893028,456704,456704,465,0.8085259199142456,-0.0024914457,0.025341798,0.002287651,223,1116.75,682.80846014
10.53681,983.1751592159271,3.289674,458752,458752,449,0.8872339203953743,-0.003006899,0.02451172,0.0024232874,224,1089.88,665.94152753
11.707743,987.7271499633789,3.2886326,460800,460800,479,0.7776262313127518,-0.0034475427,0.03261719,0.0030715782,225,1089.88,665.25518044
15.415996,992.0038239955902,3.2923427,462848,462848,461,0.8765332698822021,-0.0055880374,0.05126953,0.004417406,226,1081.8,659.11651625
3.916687,996.4431457519531,3.2990031,464896,464896,475,0.955415703356266,-0.0051820003,0.0574707,0.0044806334,227,1079.69,657.92213337
13.156497,1000.7483870983124,3.2960944,466944,466944,476,0.7936258465051651,-0.0015497617,0.022998046,0.0022545154,228,1091.58,666.9730110200002
12.186075,1005.0432503223419,3.2970245,468992,468992,476,0.7641876190900803,-0.0051609217,0.061816406,0.005181881,229,1107.2,678.9630608399999
16.777145,1009.346109867096,3.3042202,471040,471040,490,0.8602435141801834,-0.00091932307,0.030371094,0.0027833642,230,1122.89,688.95321589
11.930833,1013.520970582962,3.3154366,473088,473088,483,0.8728746175765991,-0.0023540284,0.023486327,0.0022202465,231,1115.9,683.52790817
11.580574,1017.759959936142,3.3179824,475136,475136,459,0.7588707655668259,-0.003360133,0.043847658,0.0038794826,232,1116.42,683.8728559699999
22.222294,1022.2139542102814,3.309033,477184,477184,479,0.790459007024765,-0.0035202887,0.03691406,0.0032605329,233,1113.51,681.21827161
6.4095545,1026.489200592041,3.3116908,479232,479232,490,0.8932990804314613,-0.0034734036,0.027441407,0.0027660816,234,1117.51,683.9430825999999
23.446053,1030.6692066192627,3.3156085,481280,481280,508,0.7755603939294815,-0.0046166657,0.048095703,0.0041337074,235,1121.15,687.23975801
9.182333,1034.70028758049,3.3278375,483328,483328,477,0.8556600511074066,-0.0036532688,0.059814453,0.005391753,236,1127.92,691.71943778
14.656143,1038.9928889274597,3.3294594,485376,485376,459,0.8434711694717407,-0.0011235762,0.033935547,0.0035050567,237,1125.05,690.14132564
12.573961,1043.451241016388,3.3272452,487424,487424,483,0.8078263849020004,-0.0032489947,0.023925781,0.0025197782,238,1137.78,699.7501111199999
9.779314,1047.6890933513641,3.333083,489472,489472,492,0.840739294886589,-0.004793437,0.06796875,0.0056856056,239,1137.78,699.5709812199999
7.2089586,1051.8505687713623,3.343535,491520,491520,523,0.9092198014259338,-0.0022425402,0.025292968,0.0025870274,240,1142.3,703.53294319
18.914112,1055.7636458873749,3.3344474,493568,493568,484,0.8197794705629349,-0.0022311856,0.03022461,0.0030337593,241,1136.64,699.7003364899999
8.487437,1059.9869709014893,3.3350701,495616,495616,489,0.8439332693815231,-0.0010276304,0.036230467,0.0033602447,242,1154.54,712.09038482
11.590351,1064.1681907176971,3.3282826,497664,497664,499,0.8813454359769821,-0.004152679,0.03569336,0.003355588,243,1156.17,713.0675257400002
14.862513,1068.2684531211853,3.332026,499712,499712,473,0.859733983874321,-0.003347441,0.027392577,0.002599732,244,1172.9,724.56727486
16.921661,1072.5951128005981,3.33163,501760,501760,407,0.8432949930429459,-0.0025638104,0.042333983,0.0038231064,245,1164.09,719.3885615999998
9.0698595,1077.6176617145538,3.324669,503808,503808,462,0.8506635576486588,-0.0035883945,0.059521485,0.005020578,246,1171.25,724.0176760599998
10.241703,1082.0508298873901,3.3261948,505856,505856,407,0.7486546337604523,-0.004693107,0.05102539,0.0043318784,247,1165.96,720.1988723699999
13.161052,1087.0793783664703,3.3319805,507904,507904,464,0.8280438482761383,-0.0032380521,0.032324217,0.003139324,248,1174.95,725.0536362600001
8.732203,1091.4875013828278,3.3454113,509952,509952,469,0.7764441519975662,-0.0023496153,0.04194336,0.003690733,249,1188.42,734.1752661200001
15.389334,1095.8516347408295,3.3630886,512000,512000,466,0.7967132180929184,-0.002982686,0.03959961,0.0035048309,250,1207.17,746.9464322600002
12.12746,1100.2479538917542,3.3705719,514048,514048,461,0.8595054596662521,-0.0029643304,0.030078124,0.002859308,251,1223.54,758.3408977699999
15.224625,1104.689334154129,3.3671677,516096,516096,453,0.7247621119022369,-0.0061274855,0.042041015,0.0039067427,252,1241.72,771.3019549999999
10.539515,1109.2094507217407,3.358874,518144,518144,432,0.8001953661441803,-0.0029123232,0.04145508,0.004188609,253,1247.08,775.6855503099999
5.2293653,1113.9429545402527,3.3487515,520192,520192,427,0.9074407741427422,-0.0040747044,0.037402343,0.0033105637,254,1260.38,785.72057723
20.278032,1118.7379789352417,3.3562837,522240,522240,415,0.8524696975946426,-0.0037019853,0.0496582,0.004162305,255,1241.44,773.8818965999999
10.490584,1123.6650347709656,3.3669682,524288,524288,453,0.8982619792222977,-0.0026747365,0.01694336,0.0020913447,256,1222.97,761.9143174100001
16.799967,1128.1843070983887,3.356701,526336,526336,453,0.8256389647722244,-0.000782016,0.022900391,0.0023113112,257,1252.04,782.9470712199999
8.946199,1132.7033216953278,3.3524406,528384,528384,463,0.8588719367980957,-0.0028489244,0.05029297,0.004262183,258,1252.04,783.4659090799998
11.885022,1137.1236808300018,3.3726616,530432,530432,452,0.7327209711074829,-0.0041932478,0.07060547,0.0056929616,259,1270.29,795.3282861099998
4.915813,1141.6480929851532,3.3907077,532480,532480,424,0.9127576947212219,-0.0031368309,0.029248048,0.0029576218,260,1270.47,795.46361384
9.613422,1146.4782683849335,3.397461,534528,534528,398,0.7618291527032852,-0.0033252419,0.069042966,0.005790907,261,1270.47,795.64389102
23.77851,1151.618397474289,3.4172866,536576,536576,392,0.7590249627828598,-0.0040668547,0.03017578,0.002753899,262,1278.3,800.9925684300002
12.312556,1156.8403007984161,3.4204292,538624,538624,425,0.7898424416780472,-0.0027020331,0.050390624,0.0043714736,263,1296.54,814.3547320000001
14.220537,1161.6595177650452,3.4126754,540672,540672,399,0.799866184592247,-0.0022916566,0.012792969,0.0015888277,264,1298.18,817.2464181200002
5.476411,1166.7917692661285,3.4135914,542720,542720,392,0.8707707971334457,-0.0027863854,0.026953125,0.0027556177,265,1296.38,815.9156131100001
26.311367,1172.0131170749664,3.4310899,544768,544768,464,0.726164847612381,-0.002660083,0.019042969,0.0018273836,266,1234.83,771.22788711
9.539572,1176.4191598892212,3.446329,546816,546816,466,0.7628646492958069,-0.0025343678,0.064648435,0.0050777,267,1234.83,769.40469052
19.562626,1180.8126249313354,3.4439895,548864,548864,464,0.7684222608804703,-0.00467676,0.03388672,0.0032523088,268,1207.19,750.22664204
16.357407,1185.2197272777557,3.4392304,550912,550912,462,0.8169507831335068,-0.0027596902,0.044042967,0.0039211335,269,1190.44,736.09533177
9.667393,1189.6510653495789,3.4382885,552960,552960,453,0.7393170297145844,-0.0024986041,0.07094727,0.0058070826,270,1190.44,734.0252974900001
17.394203,1194.1643390655518,3.437158,555008,555008,467,0.7947304248809814,-0.003072184,0.044970702,0.0039659175,271,1141.39,699.5159054000002
4.6777725,1198.543044090271,3.4278271,557056,557056,466,0.8908161222934723,-0.00833679,0.06196289,0.005566308,272,1128.12,690.5673151500002
12.534892,1202.938158750534,3.4215798,559104,559104,486,0.8239312022924423,-0.0030538,0.038427733,0.00350099,273,1148.32,703.9047312600001
10.847305,1207.1482770442963,3.4247947,561152,561152,484,0.7852446287870407,-0.0023124572,0.046777345,0.0042684907,274,1148.32,702.92873506
13.513876,1211.3777458667755,3.4198995,563200,563200,442,0.8414675444364548,-0.0011901329,0.017431641,0.001977275,275,1152.78,706.6891421400001
8.751486,1216.0122284889221,3.419745,565248,565248,486,0.8114057779312134,-0.0018678125,0.021289062,0.0022878249,276,1152.78,706.4427677799999
9.657339,1220.218637228012,3.420899,567296,567296,478,0.8971590995788574,-0.004091524,0.02836914,0.0027812764,277,1147.31,703.3761135499999
13.176035,1224.4965045452118,3.4225883,569344,569344,491,0.8270937502384186,-0.004028964,0.047314454,0.0041199196,278,1149.44,705.17714506
6.094683,1228.6630427837372,3.429797,571392,571392,495,0.909730814397335,-0.0046178093,0.025048828,0.0024635384,279,1149.19,705.34111373
8.496027,1232.7998161315918,3.4337716,573440,573440,462,0.8149131238460541,5.1524585e-05,0.046435546,0.004440796,280,1163.11,714.34558959
8.880355,1237.2260429859161,3.4281993,575488,575488,426,0.7398883104324341,-0.0008440545,0.050927736,0.004384792,281,1181.1,725.4747630300001
8.758708,1242.0334198474884,3.436063,577536,577536,415,0.7523495852947235,-0.002346626,0.06289063,0.004871537,282,1189.98,730.70111841
9.216902,1246.9600982666016,3.450919,579584,579584,482,0.8924566730856895,-0.0017061137,0.039648436,0.0037604976,283,1189.98,732.0739860699999
9.593523,1251.2018127441406,3.4529548,581632,581632,440,0.6920149028301239,-0.0035483174,0.05722656,0.0048417887,284,1199.21,737.1027220400001
7.5390487,1255.8490452766418,3.4577796,583680,583680,436,0.8238143473863602,-0.0037001963,0.06459961,0.0059325593,285,1196.42,735.1734359899998
9.601468,1260.5388014316559,3.4589992,585728,585728,423,0.7889475226402283,-0.0065141977,0.040380858,0.0035622683,286,1211.34,744.82504524
22.145117,1265.369968175888,3.4560504,587776,587776,433,0.7837773114442825,-0.0019169273,0.016992187,0.002032439,287,1195.29,732.5872158999998
5.543871,1270.0908074378967,3.4512239,589824,589824,460,0.9022742807865143,-0.0038990534,0.037988283,0.0035689063,288,1187.47,727.4710743500001
12.945791,1274.5433843135834,3.4546647,591872,591872,476,0.7284258604049683,-0.0030544153,0.02602539,0.0026304293,289,1205.61,740.0407708799999
15.182863,1278.8397867679596,3.460212,593920,593920,386,0.761150449514389,-0.006312842,0.031201173,0.0029573154,290,1208.11,743.0293287499999
12.372094,1284.1401195526123,3.473035,595968,595968,390,0.8284982740879059,-0.0044233906,0.045410156,0.003804618,291,1207.76,741.5766280600001
17.584108,1289.3816828727722,3.483342,598016,598016,423,0.7968894094228745,-0.004420868,0.0484375,0.0047741057,292,1223.1,752.8483043900003
12.930328,1294.2148299217224,3.4855385,600064,600064,518,0.8221962153911591,-0.0066799684,0.058984376,0.0052767345,293,1215.4,747.5520274
8.116179,1298.166827917099,3.4842763,602112,602112,489,0.7619389295578003,-0.0037602857,0.061816406,0.0051315418,294,1215.4,746.5164839900001
10.127209,1302.352284669876,3.4836464,604160,604160,469,0.6955196261405945,-0.0018908015,0.05722656,0.005355736,295,1233.21,758.04776085
10.310386,1306.7153887748718,3.4857006,606208,606208,446,0.7780399173498154,-0.0054521025,0.057910156,0.004786581,296,1244.59,765.44587305
12.003947,1311.303766489029,3.4857674,608256,608256,442,0.860882356762886,-0.0030280128,0.029492188,0.0029519082,297,1239.08,762.6106146300001
11.702044,1315.929233789444,3.4872162,610304,610304,441,0.8547466397285461,-0.004485039,0.025634766,0.0024934032,298,1220.17,747.9230041900003
9.249185,1320.5736064910889,3.4970756,612352,612352,431,0.8339032381772995,-0.003739688,0.051171876,0.0045876065,299,1220.17,747.0394071300001
9.571703,1325.3255898952484,3.4986749,614400,614400,407,0.8769582584500313,-0.0043643573,0.062207032,0.00481899,300,1224.85,750.5866231599998
11.565191,1330.3564584255219,3.5018296,616448,616448,446,0.8907527104020119,-0.0013690521,0.02236328,0.0021059474,301,1231.3,756.7241575499997
8.194438,1334.941460609436,3.5035107,618496,618496,474,0.9004573300480843,-0.004418344,0.054296874,0.004724325,302,1225.13,753.09230037
11.579754,1339.257863998413,3.5020587,620544,620544,470,0.8609384298324585,-0.004951841,0.025195312,0.0026567397,303,1229.62,756.35775793
8.628396,1343.6114056110382,3.5077183,622592,622592,452,0.8785985037684441,-0.003926386,0.036865234,0.0031541712,304,1241.39,763.9595385
4.6239586,1348.133808851242,3.5134163,624640,624640,460,0.9386750943958759,-0.0028912672,0.032910157,0.0029354573,305,1250.27,770.5107241
18.70757,1352.579232931137,3.5116036,626688,626688,431,0.8256343901157379,-0.0062419875,0.0421875,0.0038032923,306,1250.07,770.56428415
11.308003,1357.3211719989777,3.525666,628736,628736,417,0.8496335446834564,-0.0044556214,0.03466797,0.0030636792,307,1239.32,762.68222446
8.782708,1362.2241609096527,3.5290942,630784,630784,406,0.853621631860733,-0.007372059,0.04433594,0.0038027335,308,1239.32,764.1394420199999
9.982658,1367.260930299759,3.5187137,632832,632832,426,0.8528434783220291,-0.0027941877,0.034277342,0.0031730912,309,1255.22,776.34033417
9.1761055,1372.0662243366241,3.521706,634880,634880,464,0.9143428280949593,-0.0015921263,0.03149414,0.0029985034,310,1232.07,760.98888803
10.524231,1376.4745607376099,3.5357442,636928,636928,461,0.7352736592292786,-0.0032029026,0.059912108,0.0051639066,311,1247.17,771.4056874099999
14.238083,1380.9146151542664,3.547752,638976,638976,465,0.793155625462532,-0.00029359985,0.058203124,0.00500656,312,1253.2,774.8620390899999
8.918845,1385.316121339798,3.5601811,641024,641024,472,0.8788971453905106,-0.0038739734,0.030761719,0.0027967163,313,1242.32,767.2175177199999
13.499295,1389.6483144760132,3.5590985,643072,643072,458,0.7666051685810089,-0.0019448489,0.011230469,0.0013750502,314,1242.32,767.9397675999999
6.6803956,1394.1150662899017,3.5570602,645120,645120,466,0.847793847322464,-0.00048103798,0.07055664,0.006241666,315,1239.06,764.70524557
21.62586,1398.506283044815,3.5570922,647168,647168,427,0.8124314099550247,-0.002525317,0.02758789,0.002807283,316,1248.64,769.8437301100001
24.005215,1403.299328804016,3.5646434,649216,649216,473,0.7892979979515076,-0.008580531,0.040478516,0.004091219,317,1209.79,740.7548355600001
7.2697387,1407.6277542114258,3.5757854,651264,651264,467,0.8704437166452408,-0.0036889152,0.026171874,0.002525956,318,1198.25,733.5112730400001
16.491394,1412.0138857364655,3.5934901,653312,653312,471,0.7784566730260849,-0.005871268,0.066992186,0.005782612,319,1202.62,734.84499762
17.167248,1416.360235452652,3.6132538,655360,655360,476,0.757202222943306,-0.0041517187,0.031591795,0.0031910068,320,1189.99,725.6525946099999
8.915716,1420.6573016643524,3.625201,657408,657408,434,0.7595600783824921,-0.0040862486,0.07416992,0.0060317246,321,1208.02,737.3042684500001
16.316565,1425.3692870140076,3.6288471,659456,659456,468,0.8382969498634338,0.00011536815,0.014355469,0.0015768949,322,1177.21,713.82252691
17.06717,1429.7432856559753,3.625428,661504,661504,453,0.8344640135765076,-0.006006114,0.034570314,0.0035400968,323,1172.29,711.99831847
8.556514,1434.257576227188,3.621233,663552,663552,457,0.780041292309761,-0.0014199677,0.04033203,0.0035646777,324,1190.01,723.44250675
11.406201,1438.7332756519318,3.6079514,665600,665600,455,0.7958992719650269,-0.0031722146,0.042138673,0.0040686214,325,1208.14,736.2236208099999
11.668852,1443.2323479652405,3.5923774,667648,667648,449,0.8086973577737808,-0.003807546,0.05415039,0.004494993,326,1208.14,737.7156153000001
11.093161,1447.7855670452118,3.5879822,669696,669696,476,0.7410406768321991,-0.0018993001,0.03466797,0.0029987558,327,1226.05,749.88483889
20.02674,1452.085067987442,3.5890172,671744,671744,452,0.8236900418996811,-0.0015686095,0.032910157,0.0029089912,328,1209.56,739.8701667
7.3328276,1456.6081161499023,3.5935428,673792,673792,466,0.8725791573524475,-0.005698073,0.027441407,0.0028228199,329,1214.86,742.6609970699999
15.978945,1460.99498462677,3.5943255,675840,675840,438,0.8312171399593353,-0.00553552,0.044384766,0.0039640837,330,1226.26,751.3413019499999
22.706347,1465.6621325016022,3.609497,677888,677888,391,0.7036145031452179,-0.005531182,0.045800783,0.003940611,331,1203.81,736.8749175
10.165167,1470.8929448127747,3.6228156,679936,679936,395,0.8686516135931015,-0.0054707564,0.03618164,0.0032987925,332,1187.44,725.7806998
11.16424,1476.07355427742,3.6293423,681984,681984,473,0.8716958612203598,-0.00490196,0.035546876,0.002983591,333,1166.88,708.9467943000001
13.406804,1480.3991289138794,3.636551,684032,684032,490,0.7561778128147125,-0.0016002811,0.03330078,0.0029970084,334,1156.79,699.18725525
19.572098,1484.5715963840485,3.630174,686080,686080,469,0.7560759037733078,-0.0044405865,0.030371094,0.0030263537,335,1122.3,674.6723099299998
8.321184,1488.9330887794495,3.6299171,688128,688128,396,0.8716194480657578,-0.0048348475,0.058642577,0.0048177494,336,1122.3,676.1147298199999
11.328078,1494.1030144691467,3.638843,690176,690176,455,0.8654063940048218,-0.0031467658,0.030664062,0.002890386,337,1104.09,663.1552646399999
17.742687,1498.6042997837067,3.6471722,692224,692224,474,0.8545655459165573,-0.0036893752,0.021435548,0.0021500802,338,1080.15,649.05047031
12.557594,1502.919106245041,3.6527119,694272,694272,466,0.889015682041645,-0.0035948914,0.04848633,0.004232248,339,1073.49,644.04410979
5.468417,1507.3091049194336,3.6564937,696320,696320,424,0.9364811331033707,-0.0019347277,0.021777343,0.0022719204,340,1078.88,647.0309877200001
10.143797,1512.1313831806183,3.66347,698368,698368,467,0.8746662139892578,-0.001083988,0.04868164,0.0039496487,341,1079.63,647.41092248
5.412677,1516.5094709396362,3.6719582,700416,700416,426,0.9273460730910301,-0.002000011,0.021142578,0.0023077605,342,1070.2,640.0182037999999
8.881573,1521.3167629241943,3.678756,702464,702464,409,0.8066986054182053,-0.0029504085,0.02861328,0.0026815082,343,1085.73,651.3332029699999
8.946117,1526.316642522812,3.6848679,704512,704512,445,0.9017718806862831,-0.004773543,0.020458985,0.0021173055,344,1088.83,653.58468715
5.2212625,1530.9137790203094,3.7045536,706560,706560,435,0.9201932847499847,-0.0017574286,0.024951171,0.002567648,345,1077.96,645.9394418999999
5.9785585,1535.6161568164825,3.7142959,708608,708608,456,0.890513651072979,-0.0047531277,0.062109374,0.0050408673,346,1090.98,654.98552611
9.686501,1540.1017191410065,3.7415147,710656,710656,446,0.8063115328550339,-0.0055168495,0.06923828,0.006773154,347,1106.59,665.23160927
16.31556,1544.6869220733643,3.7585988,712704,712704,448,0.8575485795736313,-0.0049520666,0.05288086,0.00464237,348,1101.59,662.1317732
9.27841,1549.25843667984,3.7580948,714752,714752,450,0.8999061062932014,-0.0033531007,0.019726563,0.0022010133,349,1084.84,651.6046005399999
12.679596,1553.807088136673,3.7531624,716800,716800,433,0.8776416555047035,-0.004320402,0.027197266,0.0027824126,350,1086.33,651.2402287399999
8.367333,1558.5298042297363,3.757368,718848,718848,459,0.8682021498680115,-0.0038529597,0.026757812,0.0024758864,351,1090.36,653.52377342
14.192724,1562.9888639450073,3.7622406,720896,720896,455,0.8172626346349716,-0.005480137,0.038671874,0.003504136,352,1090.3,653.81364238
8.425028,1567.4904017448425,3.7603035,722944,722944,455,0.8477651476860046,-0.0030764374,0.036865234,0.003676483,353,1093.24,655.0710759500001
12.309532,1571.9873850345612,3.7464867,724992,724992,470,0.8647355288267136,-0.0045391438,0.023828125,0.002216271,354,1088.04,649.5864461700002
13.346819,1576.3429338932037,3.7294269,727040,727040,440,0.8313259184360504,-0.0025330975,0.029785156,0.0030764218,355,1096.85,656.73841266
5.3194094,1580.9951491355896,3.7189841,729088,729088,443,0.9060054421424866,-0.002561133,0.051660158,0.0045228912,356,1097.03,656.54063466
11.376818,1585.6161551475525,3.7246232,731136,731136,470,0.8737840205430984,-0.0015919963,0.024804687,0.0024620146,357,1113.07,667.3423444100001
9.189735,1589.972223520279,3.7290406,733184,733184,473,0.8599153459072113,-0.0040543852,0.04399414,0.0038777464,358,1121.08,672.9954643900002
9.511744,1594.301352262497,3.7273731,735232,735232,423,0.8086313009262085,-0.002580565,0.03261719,0.0030980418,359,1122.87,674.0685793700001
5.2424316,1599.137657403946,3.7336204,737280,737280,454,0.9193784967064857,-0.0035459257,0.04472656,0.003944384,360,1128.86,677.85295331
9.100103,1603.6460676193237,3.7376282,739328,739328,448,0.8804992288351059,-0.0025714235,0.032714844,0.002874591,361,1137.43,684.37940149
12.17948,1608.2168872356415,3.7298317,741376,741376,463,0.7796655893325806,-0.0037000582,0.037060548,0.0034423217,362,1149.15,691.8927122000001
7.69199,1612.6347138881683,3.7278252,743424,743424,492,0.8961104974150658,-0.004632992,0.026708985,0.0025756601,363,1155.69,696.3778399900001
13.187846,1616.7962312698364,3.7318306,745472,745472,470,0.780313566327095,-0.004235973,0.03725586,0.003571509,364,1166.57,704.0457860000001
9.082384,1621.1472189426422,3.7287586,747520,747520,439,0.8534137606620789,-0.004439436,0.05522461,0.0045790575,365,1181.8,714.4471045600002
22.497751,1625.8101522922516,3.722587,749568,749568,451,0.7800257503986359,-0.0052155433,0.047851562,0.004108675,366,1172.36,706.4534989000002
9.12517,1630.345517873764,3.7112312,751616,751616,488,0.8313107490539551,-0.00039877725,0.03203125,0.0032582786,367,1181.8,713.0325933500001
6.6193137,1634.5403325557709,3.705523,753664,753664,459,0.9040241688489914,-0.005359865,0.04018555,0.0041554216,368,1182.01,713.1833037200001
17.429493,1638.9966003894806,3.7141368,755712,755712,447,0.7889356017112732,-0.006347955,0.060009766,0.0051484345,369,1169.12,705.23107721
12.700037,1643.575267791748,3.7201393,757760,757760,431,0.8428384959697723,-0.0034542202,0.055126954,0.0049094628,370,1181.3,713.99631124
13.336832,1648.3184232711792,3.7187724,759808,759808,465,0.8848025649785995,-0.0035969845,0.047167968,0.004012159,371,1170.59,705.6687257800003
8.380915,1652.7183198928833,3.7161705,761856,761856,448,0.8792751431465149,-0.0025848597,0.044433594,0.0038457073,372,1178.54,712.01467254
15.174703,1657.2809567451477,3.7082314,763904,763904,447,0.7604971826076508,-0.0011985851,0.029150391,0.0028504739,373,1178.54,713.70917632
14.971034,1661.8529920578003,3.7074025,765952,765952,443,0.8605324476957321,-0.0033105225,0.03364258,0.0031123203,374,1187.46,720.5418857199999
11.375558,1666.474181175232,3.70555,768000,768000,462,0.8328325599431992,-0.0022030126,0.027734375,0.002836201,375,1201.27,730.68708468
6.860986,1670.908885717392,3.698949,770048,770048,448,0.8902885019779205,-0.0022038105,0.018164063,0.0019293368,376,1205.75,734.0155979999998
12.43413,1675.479861497879,3.7051005,772096,772096,451,0.8894267603754997,-0.004438794,0.048291016,0.0041025532,377,1222.36,746.6200237400001
11.313558,1680.0175065994263,3.7136028,774144,774144,442,0.8322365283966064,-0.0024374647,0.041552734,0.0039075287,378,1240.29,759.04610757
11.670836,1684.6428954601288,3.7108662,776192,776192,450,0.8724731355905533,-0.0031357477,0.035253905,0.003159662,379,1251.83,768.34366146
14.841057,1689.1927049160004,3.694027,778240,778240,457,0.799940899014473,-0.0034370418,0.041650392,0.004065634,380,1251.83,769.6077710999999
16.682558,1693.668227672577,3.680862,780288,780288,449,0.852498009800911,-0.011683976,0.06704102,0.005956853,381,1253.7,773.4577292399999
6.046362,1698.2250957489014,3.6811306,782336,782336,469,0.9094091504812241,-0.0018450798,0.03125,0.0030925882,382,1263.35,780.44196805
8.61426,1702.5841760635376,3.6706734,784384,784384,434,0.9191135689616203,-0.004773669,0.043847658,0.0039337003,383,1248.68,770.69287856
11.508452,1707.2975189685822,3.6784966,786432,786432,456,0.8870704546570778,-0.0021865754,0.033154298,0.0029588696,384,1273.62,789.1229269099999
14.758557,1711.788462638855,3.6920574,788480,788480,428,0.8609777987003326,-0.0046206526,0.046240233,0.0040934985,385,1270.22,786.8232975599999
11.805906,1716.5732357501984,3.7027256,790528,790528,399,0.847636416554451,-0.0025504755,0.036474608,0.0038733464,386,1246.08,769.88618369
10.1611805,1721.702109336853,3.7139778,792576,792576,443,0.9257690981030464,-0.0023299523,0.040722657,0.0037746653,387,1226.72,756.66229934
15.222551,1726.3173205852509,3.718137,794624,794624,448,0.882139265537262,-0.0031181066,0.016308594,0.0017306348,388,1230.16,758.60445079
10.412748,1730.8833630084991,3.717382,796672,796672,431,0.9266070574522018,-0.0031842508,0.04145508,0.003759601,389,1241.38,768.0546482599999
9.376223,1735.6336019039154,3.707561,798720,798720,450,0.9131087586283684,-0.005095462,0.04067383,0.0037852984,390,1230.58,760.93436186
