n_updates,fps,clipfrac,explained_variance,total_timesteps,value_loss,time_elapsed,policy_loss,approxkl,serial_timesteps,policy_entropy,ep_reward_mean,ep_len_mean
33,546,0.0753418,0.8658669590950012,67584,17.671513,119.0829451084137,-0.0022949239,0.0060224514,67584,4.208146,1138.024240395349,1528.3720930232557
34,568,0.027685547,0.7287738621234894,69632,20.222925,122.83187413215637,-0.0027675254,0.0027363016,69632,4.198295,1152.8623126818184,1540.2045454545455
35,577,0.03955078,0.8488284647464752,71680,26.202663,126.43373584747314,-0.0077289925,0.0037788176,71680,4.214164,1117.7862911276598,1505.9148936170213
36,582,0.043945312,0.9407798945903778,73728,9.34577,129.9799723625183,-0.0032519288,0.0038452626,73728,4.2367043,1108.6365663877552,1494.3265306122448
37,549,0.028076172,0.8641136586666107,75776,18.209276,133.49644446372986,-0.0036511333,0.0025951364,75776,4.2457347,1119.5737668800002,1505.42
38,561,0.030908203,0.8616378009319305,77824,22.139297,137.22546362876892,-0.004605488,0.0028194098,77824,4.2488875,1111.2350264807694,1494.7115384615386
39,581,0.028271485,0.8613634705543518,79872,8.049854,140.87213444709778,-0.005266643,0.0026657959,79872,4.25607,1095.8936929245285,1477.6792452830189
40,568,0.051416017,0.8625384420156479,81920,13.221846,144.39308905601501,-0.0049614995,0.004272081,81920,4.259041,1091.5592811636366,1478.8727272727272
41,568,0.035839844,0.9175357446074486,83968,7.8620005,147.9949803352356,-0.0029951425,0.0034925402,83968,4.258867,1092.7242033750001,1479.5892857142858
42,568,0.0077636717,0.7468340992927551,86016,18.060024,151.5968475341797,-0.0014403164,0.0010760636,86016,4.257817,1097.662547245614,1489.578947368421
43,549,0.033154298,0.8374141156673431,88064,15.663132,155.20267152786255,-0.0022242528,0.003179282,88064,4.2564745,1105.3652010862068,1499.2241379310344
44,557,0.05732422,0.776628702878952,90112,18.9576,158.92990159988403,-0.0050803823,0.0044781137,90112,4.2598596,1100.38308525,1497.85
45,495,0.035449218,0.9383363202214241,92160,13.975041,162.601820230484,-0.00237352,0.0033281832,92160,4.269316,1072.5223442741935,1464.4516129032259
46,463,0.021777343,0.8680950552225113,94208,16.510012,166.73813605308533,-0.0005345175,0.0023595958,94208,4.2805376,1084.2146371746032,1473.7301587301588
47,530,0.025390625,0.8760433867573738,96256,28.955265,171.15962028503418,-0.0012309824,0.0025999912,96256,4.2814016,1066.767693606061,1451.090909090909
48,448,0.035595704,0.9100571200251579,98304,15.6802845,175.0202693939209,-0.0028296818,0.0030792113,98304,4.281516,1058.400313926471,1442.8676470588234
49,450,0.024853516,0.826226532459259,100352,17.353687,179.5843584537506,-0.002512127,0.0023901206,100352,4.286734,1065.0602870434786,1451.6521739130435
50,539,0.04111328,0.7275285124778748,102400,12.91528,184.13513159751892,-0.0014703432,0.0035808105,102400,4.287001,1068.0918816285716,1460.1857142857143
51,540,0.017382812,0.8572506606578827,104448,20.911228,187.93043208122253,-0.0038900096,0.0018069164,104448,4.291986,1041.1043359589041,1428.123287671233
52,505,0.024902344,0.8824741244316101,106496,15.156288,191.71783709526062,-0.0020474265,0.0027725731,106496,4.3021,1033.92362656,1419.6
53,492,0.07470703,0.9508839808404446,108544,9.610228,195.76652336120605,-0.005770876,0.005741414,108544,4.304809,1024.2276869210527,1407.9736842105262
54,536,0.019335937,0.8530655205249786,110592,27.616169,199.92264556884766,-0.0028375085,0.0019118559,110592,4.305931,1025.7521342435898,1406.3589743589744
55,499,0.04916992,0.9033927693963051,112640,22.507927,203.74014568328857,-0.0028495044,0.0039891624,112640,4.314859,1023.4429463125001,1403.05
56,557,0.029345702,0.7767632752656937,114688,15.243141,207.8425805568695,-0.00367539,0.002758605,114688,4.316543,1028.7130845925928,1411.0246913580247
57,552,0.0769043,0.8509377241134644,116736,19.837091,211.51686310768127,-0.005126237,0.0066635483,116736,4.2928467,1037.1999765975613,1418.8048780487804
58,548,0.031103516,0.875781923532486,118784,16.071655,215.22447800636292,-0.0012729146,0.0029402713,118784,4.2791886,1044.6751920722895,1426.3975903614457
59,576,0.045947265,0.8277096003293991,120832,11.860476,218.95572423934937,-0.0023040106,0.0039021652,120832,4.2858367,1047.9071814166668,1433.8095238095239
60,539,0.018798828,0.8758155703544617,122880,10.22994,222.51062679290771,-0.002578259,0.0020502496,122880,4.2863355,1044.992790976471,1430.105882352941
61,531,0.031347655,0.9019285291433334,124928,19.872328,226.30985641479492,-0.0024636362,0.002654166,124928,4.2911935,1037.3746914367819,1424.0919540229886
62,530,0.04296875,0.9517409987747669,126976,7.2597923,230.16241073608398,-0.004616101,0.0039002616,126976,4.287952,1042.879031590909,1429.1931818181818
63,542,0.080078125,0.8668082505464554,129024,17.513119,234.02001404762268,-0.00434665,0.0064521,129024,4.2823453,1050.6355423932584,1436.1573033707866
64,561,0.03413086,0.8454032689332962,131072,19.504135,237.7959110736847,-0.0022668762,0.0039169486,131072,4.2855916,1044.079674857143,1430.3296703296703
65,570,0.04091797,0.8249120563268661,133120,22.485867,241.44407486915588,-0.0034803045,0.0036931832,133120,4.291047,1026.122998680851,1410.2659574468084
