total_timesteps,n_updates,fps,explained_variance,clipfrac,value_loss,serial_timesteps,policy_loss,ep_len_mean,time_elapsed,approxkl,ep_reward_mean,policy_entropy
2048,1,563,-0.1420729160308838,0.03955078,5.098454,2048,-0.0070253997,556.0,1.9073486328125e-06,0.0035236408,112.72618333333332,1.4332855
4096,2,600,-0.1958104372024536,0.06381836,4.410273,4096,-0.0060932087,559.0,3.636167287826538,0.0051035387,110.34854125,1.4469908
6144,3,614,-0.5082162618637085,0.07382812,5.4990473,6144,-0.0055689006,743.2857142857143,7.046889066696167,0.0054330057,144.7406462857143,1.4568423
8192,4,582,-0.5935190916061401,0.012792969,4.8961954,8192,-0.0016549345,569.0,10.380558252334595,0.0018483127,116.21400007142857,1.4628032
10240,5,588,-0.16319561004638672,0.056884766,4.210928,10240,-0.0063477517,493.6,13.896953821182251,0.0048958436,101.23817335,1.4543492
12288,6,591,0.06340593099594116,0.041503906,3.2638118,12288,-0.0031430894,418.48275862068965,17.37801194190979,0.0039880555,85.31737772413793,1.451737
14336,7,622,0.31527477502822876,0.024951171,3.376677,14336,-0.00154593,363.2307692307692,20.841798067092896,0.0025244316,74.28695135897435,1.4552414
16384,8,606,0.526998907327652,0.034570314,3.0754545,16384,-0.003405568,331.3673469387755,24.134120225906372,0.0031909794,68.10950185714286,1.4605213
18432,9,585,0.685897707939148,0.032324217,2.6038966,18432,-0.0039284187,304.65,27.51110863685608,0.0031651626,63.024603133333336,1.4797263
20480,10,589,0.7924474328756332,0.06538086,2.1233585,20480,-0.0050519328,286.88732394366195,31.009238719940186,0.0051394785,59.620304704225354,1.4986632
22528,11,605,0.6660870909690857,0.04033203,3.3222766,22528,-0.0027898008,291.3376623376623,34.48285722732544,0.0036167863,61.109841181818176,1.5135891
24576,12,597,0.567669004201889,0.043017577,3.9349568,24576,-0.0021975725,304.7875,37.86403727531433,0.0037567976,64.6327628125,1.5261705
26624,13,591,0.6624334752559662,0.047167968,3.2020652,26624,-0.0023210342,317.5421686746988,41.29488563537598,0.004160013,67.54334224096385,1.5322745
28672,14,604,0.44134026765823364,0.040625,3.2984786,28672,-0.0018241616,338.1547619047619,44.76060771942139,0.0038077596,72.02681966666667,1.529484
30720,15,607,0.26727890968322754,0.030908203,3.5299525,30720,-0.002197781,358.2823529411765,48.15057969093323,0.002867358,76.85667258823528,1.5245144
32768,16,616,0.3848397135734558,0.014550781,2.6827815,32768,-0.00031905033,377.9418604651163,51.51947522163391,0.0021283305,81.07619872093022,1.5215889
34816,17,605,0.5242686569690704,0.027392577,2.984186,34816,-0.0028466177,397.14942528735634,54.84083938598633,0.0030166076,85.67242327586206,1.5108669
36864,18,624,0.2731178402900696,0.031152343,2.5947127,36864,-0.0016433364,415.92045454545456,58.221688747406006,0.0030736318,90.00499982954545,1.5051906
38912,19,624,0.3599157929420471,0.04453125,2.3627877,38912,-0.0021537622,434.2696629213483,61.49903225898743,0.004209044,93.87199384269663,1.5064703
40960,20,609,0.5272950828075409,0.024853516,2.0161495,40960,-0.0013666782,439.9569892473118,64.77715969085693,0.0024515633,95.15826230107527,1.5006577
43008,21,611,0.7029944062232971,0.03261719,1.3783678,43008,-0.0025419889,443.6041666666667,68.13709259033203,0.0032152913,95.74057045833332,1.5024915
45056,22,619,0.5862304866313934,0.052099608,1.1492251,45056,-0.0023445722,460.1546391752577,71.48814225196838,0.0044617206,99.01136506185567,1.4999053
47104,23,609,0.4430742859840393,0.068847656,1.1208551,47104,-0.0043276073,476.3673469387755,74.7932698726654,0.0058252616,102.09861418367346,1.4967434
49152,24,611,0.47014790773391724,0.056103516,1.4414983,49152,-0.0025601436,492.25252525252523,78.15555548667908,0.004668228,105.69986280808081,1.4902496
