#{"t_start": 1743164417.1297963, "env_id": null}
r,l,t
52.282944,54,0.74377
65.192314,67,0.840901
80.334419,82,0.956315
33.857275,35,1.005558
49.10881,51,1.074928
65.680404,67,1.170889
39.526393,41,1.227274
45.487686,47,1.303718
66.089793,68,1.401201
45.724784,47,1.469222
73.069955,75,1.574249
66.978594,69,1.671929
66.946168,69,1.765884
55.518191,57,1.847052
57.943431,60,1.931045
50.196678,52,2.00538
66.420928,68,2.102967
52.327666,54,2.177111
55.532573,57,2.261117
35.64033,37,2.311153
73.318846,75,2.431863
96.787523,100,2.586045
58.319183,60,2.678445
43.423388,45,2.746819
63.409781,65,2.842326
64.121688,66,2.938872
50.214042,52,3.011096
69.088646,71,3.123916
70.114084,72,3.229485
39.454384,41,3.285425
108.684599,111,3.450005
33.687265,35,3.501349
43.374682,45,3.56023
28.818452,30,3.602109
49.360321,51,4.100914
63.98519,66,4.195505
79.580403,82,4.316167
60.22037,62,4.401372
65.299438,67,4.495327
69.781616,72,4.594491
42.262042,44,4.657945
43.490658,45,4.720547
44.432162,46,4.782933
48.23778,50,4.851645
80.76316,83,4.974676
71.251619,73,5.077158
40.287486,42,5.131841
58.483993,60,5.220431
41.408374,43,5.282407
92.017146,94,5.420192
78.878356,81,5.535263
60.075392,62,5.619306
94.903673,97,5.75999
67.072148,69,5.858258
48.500432,50,5.930374
64.253953,66,6.022549
39.521326,41,6.079749
42.438755,44,6.144675
53.328759,55,6.221436
57.173431,59,6.301084
37.737354,39,6.35476
46.200644,48,6.419551
52.529463,54,6.49615
70.052794,72,6.601463
121.184659,123,6.782777
48.33596,50,6.848503
35.638859,37,6.902092
89.571606,92,7.331192
101.790443,104,7.48579
211.624911,215,7.787215
162.874153,167,8.030181
79.178565,81,8.142747
51.974037,54,8.213239
37.462408,39,8.262351
139.835071,144,8.475169
53.970821,56,8.54986
119.059377,121,8.723047
69.997962,72,8.827905
69.166993,71,8.930421
61.953148,64,9.015492
92.906096,95,9.154821
57.894274,60,9.23734
48.357626,50,9.304391
55.803503,58,9.386404
72.73051,75,9.497226
54.299089,56,9.576207
86.931276,89,9.706006
41.486207,43,9.764454
137.855807,140,9.97978
35.576524,37,10.031063
64.612642,67,10.129809
122.588735,125,10.630097
74.733628,77,10.742272
171.364933,174,11.000767
73.555813,76,11.106304
101.96531,105,11.264752
59.968515,62,11.35208
71.119708,73,11.476122
121.535975,124,11.703567
164.545798,169,11.950994
70.796838,73,12.073037
106.592296,109,12.22754
43.109863,45,12.28796
58.159953,60,12.373252
64.792427,67,12.471348
51.896412,54,12.543021
72.668043,75,12.651542
75.806345,78,12.766835
44.213815,46,12.827412
134.861169,138,13.026012
71.951104,74,13.126207
85.707983,88,13.250172
85.658322,88,13.379575
48.251548,50,13.448044
171.059652,175,14.004266
172.568123,177,14.271497
64.33273,66,14.364639
172.124691,177,14.634991
175.110444,181,14.908064
34.411111,36,14.955001
93.280627,96,15.096848
93.796793,96,15.23564
94.05812,97,15.373355
43.206422,45,15.434591
101.543442,105,15.587244
76.184919,78,15.695337
48.249534,50,15.766242
113.880154,117,15.934321
99.296387,102,16.089973
134.812752,138,16.292047
214.308524,221,16.628074
193.238864,198,17.228916
130.854349,134,17.425771
122.757175,127,17.606821
177.831907,186,17.878585
57.025989,59,17.96716
115.727004,120,18.159777
139.03841,143,18.418142
107.070769,110,18.5837
98.081739,101,18.731197
101.163605,104,18.882658
160.803751,164,19.130594
148.427211,152,19.353179
207.456472,213,19.663032
79.78055,82,19.777245
130.235709,135,19.980045
107.902775,111,20.142653
145.113779,153,20.701063
99.755986,103,20.847168
98.504513,102,21.002467
197.79313,204,21.31175
223.186633,232,21.686042
111.81873,115,21.861254
111.843782,116,22.029942
215.461051,222,22.375818
78.558268,81,22.489467
141.772338,145,22.69733
115.665352,119,22.868223
136.946644,142,23.080198
128.542598,132,23.293647
138.626101,143,23.498646
133.685611,140,24.021163
174.689883,182,24.287552
209.280811,216,24.610237
117.341366,121,24.787033
113.219784,116,24.960935
152.530501,160,25.211277
158.334998,164,25.459501
147.861957,156,25.694698
163.859506,167,25.940798
182.980726,188,26.223576
149.007268,153,26.439245
188.592337,195,26.724101
97.991882,102,26.87
233.922916,244,27.542313
211.353723,221,27.877573
143.941527,151,28.108984
73.178832,76,28.213954
129.23162,136,28.470374
171.158305,179,28.806778
163.933629,171,29.081841
201.176775,209,29.40282
284.520726,292,29.852621
232.979487,245,30.227606
330.262259,350,31.061908
246.633576,257,31.451846
206.983076,215,31.771692
166.993938,172,32.021485
194.158606,203,32.337392
262.039455,274,32.766038
157.966303,164,33.012192
146.056823,151,33.233542
198.20867,208,33.54319
167.896578,174,33.797808
381.148289,392,34.705039
151.255789,158,34.947019
148.569805,156,35.192944
142.736538,147,35.402684
199.82148,208,35.716994
172.441404,180,35.991518
163.648798,171,36.237065
157.777581,166,36.483841
143.460297,151,36.7086
151.289126,160,36.944
237.062651,245,37.318145
249.656342,259,38.015389
