serial_timesteps,policy_entropy,fps,total_timesteps,ep_reward_mean,explained_variance,ep_len_mean,time_elapsed,policy_loss,approxkl,value_loss,clipfrac,n_updates
67584,1.4451529,436,67584,316.4933867068965,0.3203487992286682,1140.948275862069,147.58242106437683,-0.0010177696,0.002551629,1.7058818,0.020898437,33
69632,1.4410242,356,69632,318.8031247833333,0.500221848487854,1153.55,152.2736792564392,-0.0015074502,0.0024862043,1.4146467,0.026171874,34
71680,1.4406312,453,71680,309.4358343174604,0.5163986682891846,1122.3174603174602,158.0266580581665,-0.0022651285,0.0028349324,2.0037127,0.026171874,35
73728,1.4371893,452,73728,309.24944970769235,0.6752246618270874,1125.4769230769232,162.5437138080597,-0.0013253173,0.003242521,1.1488531,0.029101562,36
75776,1.4341823,445,75776,312.2150952727273,0.20243793725967407,1139.469696969697,167.06901049613953,-0.002472966,0.003469469,1.3948371,0.03696289,37
77824,1.4337327,470,77824,314.60669495522393,0.4670276641845703,1147.7611940298507,171.66252493858337,-0.003484541,0.0037158118,1.6884531,0.0421875,38
79872,1.4262774,436,79872,318.32349979411765,0.2089167833328247,1161.014705882353,176.01232814788818,-0.0018362548,0.0037847012,1.5033883,0.041015625,39
81920,1.4091376,452,81920,322.08038040579714,0.282517671585083,1173.8840579710145,180.70825576782227,-0.0023572857,0.0032081876,1.6930157,0.033984374,40
83968,1.3964717,448,83968,326.29351382857146,0.100136399269104,1186.3857142857144,185.2338047027588,-0.0022876193,0.0046029934,1.7239304,0.054980468,41
86016,1.3890394,445,86016,329.673015859155,0.1583573818206787,1198.5352112676057,189.80345797538757,-0.0021946104,0.002893564,1.4160354,0.030615235,42
88064,1.3875312,472,88064,332.9441161666667,0.09315669536590576,1210.3472222222222,194.40371656417847,-0.00042768428,0.0032013475,1.3084908,0.03339844,43
90112,1.3834065,476,90112,336.6028228082192,0.14374440908432007,1221.835616438356,198.73719763755798,-0.0011704243,0.0031733704,1.4151475,0.032470703,44
92160,1.3718921,475,92160,339.678600472973,0.1011701226234436,1233.0135135135135,203.0385594367981,-0.00288417,0.0039904388,1.777949,0.04482422,45
94208,1.3733026,482,94208,344.1378568933334,0.07017910480499268,1243.8933333333334,207.34236884117126,0.00057941437,0.002419855,1.8941885,0.023095703,46
96256,1.3791411,457,96256,347.47363168421055,0.12846213579177856,1254.4868421052631,211.58576655387878,-0.0013427606,0.0035514063,1.6439472,0.04121094,47
98304,1.3759471,485,98304,351.09335780519484,0.10011667013168335,1264.8051948051948,216.06171894073486,-0.00606296,0.006272535,1.7416747,0.08325195,48
100352,1.3809562,465,100352,354.7883353717949,0.09300750494003296,1274.8589743589744,220.2817418575287,-0.0014769736,0.0041097933,1.8183072,0.05024414,49
102400,1.3916191,450,102400,358.4937907848102,0.09526193141937256,1284.6582278481012,224.68608260154724,-0.0008606307,0.0025124091,2.1322725,0.02446289,50
104448,1.3977581,471,104448,362.91044911250003,0.1054314374923706,1294.2125,229.23436522483826,-0.00025477572,0.003378575,2.0843263,0.037646484,51
106496,1.4094001,490,106496,366.54518774074074,0.08328092098236084,1303.530864197531,233.57452774047852,-0.0013365551,0.0051610153,1.7215316,0.064013675,52
108544,1.4127623,485,108544,369.98600232926833,0.08059108257293701,1312.621951219512,237.75290036201477,-0.0018618545,0.0032012095,1.6684004,0.035205077,53
110592,1.4233797,480,110592,373.48964844578313,0.07235437631607056,1321.4939759036145,241.97275829315186,-0.0021437276,0.004335812,2.0351965,0.049121093,54
112640,1.435794,441,112640,377.88294588095243,0.09474968910217285,1330.154761904762,246.23320841789246,-8.345304e-05,0.0021442077,3.2281997,0.016210938,55
114688,1.4432513,440,114688,382.6039657882353,0.07686591148376465,1338.6117647058823,250.86996793746948,-8.955237e-06,0.0025335192,3.1451743,0.025,56
116736,1.4510953,432,116736,387.83003069767443,0.0877000093460083,1346.8720930232557,255.5246319770813,-0.004349376,0.0036157626,3.7275624,0.040283203,57
118784,1.4610152,441,118784,392.3855923678161,0.09969180822372437,1354.942528735632,260.2556908130646,-0.0025598628,0.0032739018,3.2122197,0.03354492,58
120832,1.466872,425,120832,396.9735342045455,0.17703169584274292,1362.8295454545455,264.8905415534973,-0.003263908,0.0035449504,3.080327,0.039990235,59
122880,1.4576137,409,122880,401.14071874157315,0.16005563735961914,1370.5393258426966,269.7001643180847,-0.0030745312,0.0038962897,2.8371153,0.043554686,60
124928,1.4551641,449,124928,405.1932204111112,0.14982324838638306,1378.0777777777778,274.7031195163727,-0.00151447,0.0038484507,2.5206633,0.045556642,61
126976,1.4671538,454,126976,409.43086052747265,0.28151094913482666,1385.4505494505495,279.2643496990204,-0.0031480077,0.003994939,2.9061637,0.045703124,62
129024,1.4718494,455,129024,413.6428057826088,0.14382684230804443,1392.6630434782608,283.76779317855835,-0.00507537,0.0044516795,2.826093,0.049853515,63
131072,1.4806254,456,131072,418.19248501075276,0.1491103172302246,1399.720430107527,288.26396226882935,-0.003916449,0.0036815736,3.7248573,0.039404295,64
133120,1.4927156,409,133120,422.51669459574475,0.1612423062324524,1406.627659574468,292.74639344215393,-0.0030917213,0.0023058446,3.2021115,0.023876954,65
135168,1.5083687,428,135168,426.6530604421053,0.20822268724441528,1413.3894736842105,297.74770951271057,-0.0034628804,0.003978521,3.2319674,0.046240233,66
137216,1.5255035,425,137216,430.8896116458334,0.24598169326782227,1420.0104166666667,302.53205823898315,-0.0010421115,0.0023434425,2.8809073,0.02451172,67
139264,1.5318781,398,139264,434.1717912268042,0.20516717433929443,1426.4948453608247,307.34173130989075,-0.0009786806,0.0026284233,2.6777637,0.024414062,68
141312,1.539392,378,141312,437.98049742857154,0.14500665664672852,1432.8469387755101,312.4810667037964,-0.002583642,0.0030454183,2.873547,0.034765624,69
143360,1.5484014,414,143360,441.53362156565663,0.22799813747406006,1439.0707070707072,317.89446544647217,-0.0038446859,0.004914918,2.3985088,0.05517578,70
145408,1.5506735,447,145408,444.9647621900001,0.13431793451309204,1445.17,322.8405683040619,-0.003487749,0.0049688723,2.9191787,0.06391601,71
147456,1.556525,439,147456,452.0320844000001,0.12328249216079712,1454.97,327.4210624694824,-0.0032017012,0.003680118,4.79416,0.042773437,72
149504,1.5706625,440,149504,459.99997769000004,0.17002755403518677,1467.42,332.07993721961975,-0.005074614,0.004962714,5.591907,0.061816406,73
151552,1.5747955,474,151552,467.33471599000006,0.14924895763397217,1479.87,336.7309355735779,-0.0027564338,0.004591999,6.117117,0.049951173,74
153600,1.5711082,461,153600,469.48158285000005,0.016555726528167725,1473.66,341.04537558555603,-0.0032262746,0.0038551416,14.919017,0.0440918,75
155648,1.5779605,464,155648,466.7057089600001,0.2643357515335083,1460.72,345.48419737815857,-0.0022671523,0.0023748274,6.826865,0.021630859,76
157696,1.5831251,430,157696,473.33702213000004,0.32073503732681274,1469.28,349.89137387275696,-0.0015085768,0.0020896925,7.0993223,0.016308594,77
159744,1.5807043,428,159744,481.96760491000003,0.3740053176879883,1486.81,354.65364813804626,-0.0018964559,0.0026944359,4.401498,0.020019531,78
161792,1.5819168,401,161792,487.8916785200001,0.3941643238067627,1497.05,359.4335289001465,-0.0025626258,0.0039486354,4.3476896,0.043701172,79
163840,1.5743504,443,163840,496.66060231000006,0.33661842346191406,1515.77,364.53462266921997,-0.0045454865,0.005167852,3.8860466,0.061523438,80
165888,1.5613935,473,165888,505.01846891,0.3705085515975952,1532.02,369.1582381725311,-0.003658418,0.0037918738,4.824274,0.040527344,81
167936,1.5672458,468,167936,507.6569560600001,0.45612937211990356,1537.33,373.48110699653625,-0.004230443,0.0031244336,3.773428,0.034326173,82
169984,1.5766371,471,169984,515.487508,0.4380626678466797,1552.63,377.84931087493896,-0.0010519935,0.0019361317,4.519917,0.01328125,83
172032,1.5687468,433,172032,523.26695649,0.49988269805908203,1566.76,382.1966757774353,-0.0049464763,0.0039553205,3.0976374,0.04897461,84
174080,1.5666583,430,174080,528.12945014,0.3891778588294983,1573.33,386.9238634109497,-0.0013659286,0.0031955794,4.241252,0.034228515,85
176128,1.5706453,413,176128,537.2455897899999,0.5017927885055542,1592.21,391.6766152381897,-0.0024579694,0.003615753,3.9584477,0.03955078,86
178176,1.5717685,447,178176,544.1908092099999,0.5022810697555542,1604.28,396.6346743106842,-0.0017546325,0.0030431566,3.5583618,0.033251952,87
180224,1.567402,450,180224,552.5115919899999,0.44155341386795044,1621.91,401.21028876304626,-0.0011014361,0.002469256,3.8199687,0.022070313,88
182272,1.5687939,465,182272,556.7062458799999,0.461448073387146,1621.91,405.75342059135437,-0.0027359505,0.0041152113,4.747972,0.043798827,89
184320,1.5748438,459,184320,565.75231459,0.5093869566917419,1639.51,410.1579556465149,-0.0055019935,0.00425936,5.2733235,0.048535157,90
186368,1.5952425,485,186368,583.90058744,0.42055970430374146,1673.99,414.6195068359375,-0.005634672,0.004639798,6.361841,0.057666015,91
