policy_loss,fps,total_timesteps,clipfrac,n_updates,approxkl,time_elapsed,policy_entropy,serial_timesteps,value_loss,explained_variance,ep_reward_mean,ep_len_mean
0.0028855868,175,436224,0.066552736,213,0.013092458,2705.0765585899353,3.424706,436224,2.4825954,0.9534661024808884,1811.6722519400003,2038.99
-0.0034158882,165,438272,0.059814453,214,0.005510837,2716.762494325638,3.4151013,438272,2.3836896,0.960146676748991,1823.1020546800003,2048.0
-0.0020542757,175,440320,0.04863281,215,0.006103114,2729.151471376419,3.4097939,440320,2.524993,0.957479540258646,1823.1792636600003,2048.0
-0.006629683,175,442368,0.057910156,216,0.007773469,2740.8281321525574,3.4032178,442368,2.4195583,0.9560771733522415,1823.07304296,2048.0
-0.0048905006,173,444416,0.07919922,217,0.007351239,2752.4886288642883,3.3854995,444416,2.4156146,0.9620300494134426,1824.59538476,2048.0
-0.0030235318,174,446464,0.05444336,218,0.0058954135,2764.273155450821,3.3698738,446464,2.415543,0.9573166705667973,1827.4328495999998,2048.0
-0.0027043794,164,448512,0.075683594,219,0.0070565147,2775.9872460365295,3.354396,448512,2.4224677,0.9597980715334415,1828.6673476499998,2048.0
-0.0035977394,164,450560,0.061279297,220,0.0058193635,2788.4067854881287,3.3310826,450560,2.3797727,0.9606889076530933,1829.19695507,2048.0
-0.0010475956,175,452608,0.0675293,221,0.007181783,2800.826905965805,3.316316,452608,2.3931477,0.9560656175017357,1834.5920156099996,2048.0
-0.010303808,165,454656,0.08125,222,0.008934207,2812.5079696178436,3.3097548,454656,2.3907788,0.9589478932321072,1834.69704881,2047.99
-0.0032264781,175,456704,0.078222655,223,0.006977964,2824.857453107834,3.3019054,456704,2.3952422,0.9560375474393368,1834.8063124799999,2048.0
-0.009912031,174,458752,0.06611328,224,0.011103331,2836.5511660575867,3.316811,458752,2.5070977,0.9583855271339417,1834.8392597499999,2048.0
-0.0071167285,165,460800,0.064648435,225,0.00862048,2848.2582037448883,3.327641,460800,2.5564725,0.9605688117444515,1834.72955467,2048.0
-0.013894379,177,462848,0.0637207,226,0.013396713,2860.611756324768,3.3217082,462848,2.3798919,0.9578294008970261,1834.57555467,2048.0
-0.002880111,175,464896,0.07075195,227,0.0073115267,2872.1712350845337,3.31325,464896,2.3831053,0.9572414495050907,1835.0777773200002,2048.0
-0.007499884,179,466944,0.09047852,228,0.008388514,2883.8524107933044,3.3091304,466944,2.3673656,0.9590850546956062,1835.9013808400005,2048.0
-0.004529326,165,468992,0.08510742,229,0.02138577,2895.2646975517273,3.2916045,468992,2.4942079,0.9567985236644745,1836.1201132599997,2048.0
-0.00861338,162,471040,0.06953125,230,0.007163763,2907.6618041992188,3.2737541,471040,2.3432155,0.9581380896270275,1836.2444863000003,2048.0
