n_updates,policy_loss,value_loss,total_timesteps,approxkl,serial_timesteps,time_elapsed,ep_len_mean,clipfrac,explained_variance,ep_reward_mean,policy_entropy,fps
25,-0.004877219,13.566032,51200,0.0036077984,51200,114.1431736946106,1581.21875,0.042626955,0.9257422164082527,1139.71915834375,3.8201878,449
26,-0.0049856403,18.04645,53248,0.0061670495,53248,118.70961260795593,1595.3939393939395,0.07319336,0.8921183198690414,1158.7868402424244,3.8275046,430
27,-0.0030161934,11.646871,55296,0.005131091,55296,123.46840834617615,1608.735294117647,0.06777344,0.7983554154634476,1162.2382314411766,3.8397758,430
28,-0.0025900672,15.92528,57344,0.0035404835,57344,128.23186874389648,1583.9722222222222,0.039208986,0.8493341356515884,1135.838301777778,3.8404422,451
29,-0.0013511374,21.26309,59392,0.0030008075,59392,132.7693932056427,1562.1052631578948,0.033154298,0.7474671900272369,1113.0289839473685,3.8357177,445
30,-0.0063314224,7.49535,61440,0.005058684,61440,137.370130777359,1529.2564102564102,0.062158205,0.9024281203746796,1087.3073934358977,3.8393998,453
31,-0.0057713487,11.764984,63488,0.004765174,63488,141.89068984985352,1542.25,0.05605469,0.931410163640976,1092.3960049749999,3.8354816,417
32,-0.005116042,37.574566,65536,0.004110367,65536,146.79923939704895,1521.2790697674418,0.049121093,0.8164012432098389,1079.3924529302324,3.8369381,458
33,-0.004435514,17.669575,67584,0.0046868064,67584,151.26814556121826,1533.2727272727273,0.05673828,0.856020912528038,1090.9193174772727,3.8388724,439
34,-0.0024117094,19.949078,69632,0.0049671396,69632,155.93134093284607,1544.7333333333333,0.06318359,0.849963903427124,1102.2965901333332,3.8401742,428
35,-0.0010108103,18.951107,71680,0.0047689793,71680,160.71444439888,1555.695652173913,0.05258789,0.8858648389577866,1115.8680656086956,3.8448558,406
36,-0.0044567897,19.192297,73728,0.006299168,73728,165.74765872955322,1566.1914893617022,0.08242188,0.8732348680496216,1130.9129045531913,3.8496845,397
37,-0.0025987565,19.169859,75776,0.0040357267,75776,170.90105319023132,1576.25,0.048046876,0.8903456032276154,1143.6346571666666,3.8522239,418
38,-0.0015990644,15.267021,77824,0.0027305642,77824,175.79366874694824,1585.8979591836735,0.024804687,0.8702875226736069,1157.0886304285714,3.8494744,409
39,-0.0020398663,16.005077,79872,0.0036978829,79872,180.7948513031006,1541.862745098039,0.038134765,0.9258576482534409,1121.022809529412,3.8439133,452
40,-0.004209005,19.191547,81920,0.006562299,81920,185.32337141036987,1551.6153846153845,0.08085938,0.8790144622325897,1132.7567479807692,3.8499947,423
41,-0.0036488553,10.304445,83968,0.0051705698,83968,190.15426802635193,1561.0,0.06391601,0.9025593400001526,1135.570783283019,3.8617568,435
42,-0.0015736427,19.667871,86016,0.0037104902,86016,194.85539889335632,1570.037037037037,0.043066405,0.8922334238886833,1144.8261690555557,3.8602371,408
43,-0.0027015065,24.188211,88064,0.0050340947,88064,199.87419724464417,1555.5892857142858,0.05205078,0.8898804485797882,1137.0488490178573,3.854386,434
44,-0.0037576978,17.753368,90112,0.004230106,90112,204.5917525291443,1564.2456140350878,0.04975586,0.6530071794986725,1139.7321723333334,3.857371,458
45,-0.0012138926,25.37945,92160,0.0044815587,92160,209.06358671188354,1554.7966101694915,0.051757812,0.8913040161132812,1130.8757106271187,3.8544095,422
46,-0.0027550086,18.820442,94208,0.0032412156,94208,213.91353178024292,1522.8688524590164,0.036035158,0.8968164920806885,1103.941282557377,3.851865,453
47,-0.0047713933,24.015577,96256,0.0051935916,96256,218.43108797073364,1514.7777777777778,0.05229492,0.8799047842621803,1099.6450383015874,3.8695865,437
48,-0.0005915229,22.710003,98304,0.002977238,98304,223.112722158432,1507.4615384615386,0.025976563,0.9180514067411423,1093.7913152307692,3.879129,418
49,-0.006584066,14.918643,100352,0.004488067,100352,228.00619649887085,1465.2205882352941,0.046923827,0.919330507516861,1057.1501009411766,3.8854213,444
50,-0.004454144,7.0825844,102400,0.007291399,102400,232.61509156227112,1470.8840579710145,0.0828125,0.957888700067997,1064.1538888115945,3.8974671,440
51,-0.0042956085,22.321814,104448,0.0037137591,104448,237.26977109909058,1462.3098591549297,0.043701172,0.9006878063082695,1060.4538708450705,3.8978925,426
52,-0.00070760865,8.684206,106496,0.002407514,106496,242.06927061080933,1459.2916666666667,0.023242187,0.9440232962369919,1056.5426513055556,3.9010696,438
53,-0.008097518,38.8503,108544,0.004258748,108544,246.73514103889465,1408.1688311688313,0.044970702,0.8799941837787628,1017.4040460389609,3.9063869,427
54,-0.001561971,17.075008,110592,0.0047777873,110592,251.52511286735535,1416.3846153846155,0.055908203,0.8876977786421776,1027.2743780256408,3.9122205,414
55,-0.004293953,27.67918,112640,0.0042731864,112640,256.4687337875366,1340.095238095238,0.051513672,0.732744425535202,964.5450225357142,3.9078922,458
56,-0.0059904023,20.534758,114688,0.0065812715,114688,260.93776750564575,1348.4352941176471,0.08266602,0.8813797906041145,973.9767667058823,3.911137,422
57,-0.0042413473,21.052423,116736,0.0025810923,116736,265.7866630554199,1307.123595505618,0.026171874,0.7745382785797119,939.247992752809,3.9213626,468
58,-0.0036744685,29.373709,118784,0.0012832658,118784,270.1617212295532,1276.1505376344087,0.009814453,0.7515089958906174,911.6850443870967,3.9223957,470
59,-0.004110937,13.975253,120832,0.002934109,120832,274.51178431510925,1260.6421052631579,0.03100586,0.8541238009929657,898.0589258526314,3.9258301,459
60,-0.003601934,25.386822,122880,0.0035087168,122880,278.9708285331726,1261.020618556701,0.04350586,0.871566042304039,896.9586695670104,3.9302368,463
61,-0.0023610527,29.542425,124928,0.003936585,124928,283.39134454727173,1261.6161616161617,0.04375,0.857914611697197,896.9895293333334,3.9271183,433
62,-0.00211924,20.205114,126976,0.0058126925,126976,288.1120879650116,1269.49,0.07265625,0.883862666785717,905.4087653500001,3.90636,427
63,-0.0026153023,11.266321,129024,0.0058859857,129024,292.9065971374512,1284.84,0.062451173,0.7524989396333694,915.7364290499999,3.895095,447
64,-0.0015132127,18.462168,131072,0.0037255324,131072,297.4882764816284,1284.84,0.041552734,0.8925293758511543,918.40424749,3.896541,425
65,-0.002511756,20.08958,133120,0.0060496177,133120,302.29669284820557,1288.16,0.07216797,0.8793125823140144,922.36145246,3.9023209,410
66,-0.0029001073,18.128275,135168,0.0054300684,135168,307.2820494174957,1303.73,0.06660156,0.8843759223818779,938.1520101000001,3.8910553,417
67,-0.0046875617,20.540607,137216,0.009635351,137216,312.1903839111328,1317.27,0.12006836,0.8681928068399429,951.95466163,3.8821874,424
68,-0.002262291,14.962381,139264,0.003209437,139264,317.0109796524048,1317.27,0.034082033,0.9127855151891708,953.2054443400001,3.8790143,404
69,-0.0012361105,5.988105,141312,0.0031171453,141312,322.0756616592407,1320.09,0.031982422,0.9749137740582228,955.4744264999999,3.875194,413
70,-0.002581241,30.369965,143360,0.0024088216,143360,327.0258650779724,1287.07,0.023779297,0.865130603313446,932.1236905800001,3.870493,432
71,-0.002908884,18.147772,145408,0.0029177512,145408,331.7573244571686,1287.07,0.031689454,0.857443705201149,931.33527634,3.8647563,450
72,-0.0017910326,17.747416,147456,0.0028716216,147456,336.3045265674591,1287.07,0.030615235,0.8844469711184502,935.10446168,3.8661182,429
73,-0.0034519322,21.15319,149504,0.0067106886,149504,341.07565689086914,1287.07,0.06870117,0.8846670389175415,934.44059136,3.8593075,444
74,-0.0019899267,20.407255,151552,0.003352,151552,345.68814396858215,1287.07,0.037158202,0.8776097968220711,937.5228994299999,3.8575523,428
75,-0.00257898,20.430614,153600,0.003679318,153600,350.46654653549194,1287.07,0.039453126,0.8856215551495552,938.3922766999999,3.8674283,440
76,-0.0037161876,23.794504,155648,0.004080395,155648,355.12363839149475,1268.24,0.04633789,0.9020242765545845,929.18605063,3.8680472,444
77,-0.0021770892,23.953735,157696,0.0041312054,157696,359.73181200027466,1259.01,0.046777345,0.9084015563130379,924.9248803300001,3.874802,418
78,-0.0056961197,10.551636,159744,0.0038857195,159744,364.63084053993225,1242.85,0.043554686,0.9511502720415592,914.0640245300002,3.8849392,445
79,-0.005962775,28.167654,161792,0.0048926603,161792,369.23073077201843,1243.54,0.05415039,0.8953446000814438,915.6222986500001,3.8898664,439
80,-0.0032118824,20.044779,163840,0.004585169,163840,373.89266085624695,1243.54,0.058203124,0.8861537203192711,918.5256113599999,3.901048,433
81,-0.0040483535,20.346758,165888,0.007092745,165888,378.62073826789856,1256.51,0.08457031,0.890994131565094,930.9351762800001,3.900185,426
82,-0.0033093276,27.305706,167936,0.006323977,167936,383.4256274700165,1254.18,0.07758789,0.9023554027080536,928.49168159,3.9011695,423
83,-0.002700534,4.586472,169984,0.0020108838,169984,388.2664484977722,1242.69,0.021289062,0.9756287634372711,918.8057863900001,3.9177928,426
84,-0.0022111074,27.916855,172032,0.002505291,172032,393.0729157924652,1225.21,0.027148437,0.883380763232708,902.44347835,3.9266472,430
85,-0.005556723,28.363384,174080,0.0046490435,174080,397.8337404727936,1229.1,0.05834961,0.8825959786772728,905.72640361,3.9374776,438
86,-0.005781463,20.182194,176128,0.0068981154,176128,402.5089292526245,1229.1,0.08901367,0.8876570835709572,904.9654420900001,3.9452477,422
87,-0.004694894,24.599134,178176,0.0034719997,178176,407.3578724861145,1207.12,0.03642578,0.8460422903299332,891.1100547900002,3.9473248,470
88,-0.0051847016,7.585565,180224,0.005126952,180224,411.7129456996918,1193.55,0.05805664,0.9576173461973667,881.95689358,3.9497848,442
89,-0.0021730498,21.006117,182272,0.0040179836,182272,416.3427884578705,1211.16,0.047167968,0.901296429336071,898.3233573099999,3.9573104,428
90,-0.0038689177,19.90842,184320,0.005547111,184320,421.1223270893097,1228.84,0.065625,0.8843364492058754,913.2265159,3.9581928,420
91,-0.0035548494,20.643404,186368,0.0045520016,186368,425.99541878700256,1228.84,0.054101564,0.8421963900327682,917.87604769,3.964938,432
92,-0.0035003317,21.690014,188416,0.003474693,188416,430.73254680633545,1228.84,0.04042969,0.8404858261346817,917.4374620299999,3.9763703,456
93,-0.0060754926,19.955849,190464,0.009276805,190464,435.2216284275055,1239.31,0.118945315,0.8710799366235733,925.22819574,3.9676948,433
94,-0.0041084886,26.963736,192512,0.0041237366,192512,439.95057368278503,1243.03,0.05029297,0.842078760266304,929.87598311,3.9589474,429
95,-0.00073724333,19.911102,194560,0.004703899,194560,444.71773743629456,1243.03,0.05229492,0.8856864050030708,930.8095309700001,3.9544377,416
96,-0.0030226852,19.939497,196608,0.0045336746,196608,449.6380944252014,1243.03,0.047314454,0.8773075118660927,931.0621068599999,3.9459076,420
97,-0.0056664282,19.91036,198656,0.0067349942,198656,454.50567173957825,1243.03,0.08691406,0.8834000900387764,930.6258901799999,3.9435666,428
98,-0.0028548106,20.124537,200704,0.004249462,200704,459.29044914245605,1243.03,0.047705077,0.8986821845173836,930.7342922,3.958794,418
99,-0.0023266706,19.984829,202752,0.004342273,202752,464.1887938976288,1243.03,0.053710938,0.8874834105372429,930.1501621699999,3.9592056,430
100,-0.0025304565,19.983248,204800,0.005508522,204800,468.95042753219604,1259.64,0.061572265,0.8879221901297569,945.8040717499998,3.9550197,428
101,-0.0023614266,20.025288,206848,0.005027889,206848,473.7278151512146,1274.75,0.053222656,0.8887668997049332,960.4579244499998,3.9557376,435
102,-0.0083157215,19.993902,208896,0.009410312,208896,478.4288444519043,1274.75,0.12749024,0.8774900138378143,960.2977590099998,3.9589849,409
103,-0.0025013967,19.724836,210944,0.0059592566,210944,483.42597007751465,1274.75,0.07324219,0.8804839849472046,965.6239672099999,3.9566197,428
104,-0.0034430611,14.432965,212992,0.0035227165,212992,488.2113764286041,1274.75,0.04111328,0.8573462516069412,963.04650786,3.9564242,464
105,-0.0022934698,20.0083,215040,0.0032295366,215040,492.6218204498291,1274.75,0.03461914,0.8752125203609467,961.7576798300001,3.9579957,444
106,-0.00447607,20.796661,217088,0.004919692,217088,497.2260375022888,1292.42,0.05961914,0.902166411280632,977.8128689399999,3.9572113,427
107,-0.0033983886,29.540009,219136,0.003856744,219136,502.0131833553314,1278.37,0.04868164,0.8816892877221107,969.3053298399999,3.958868,436
108,-0.0019083995,19.907864,221184,0.0060577216,221184,506.70549631118774,1293.64,0.06875,0.8699435889720917,984.74363849,3.9777858,392
109,-0.0034782242,4.629295,223232,0.003554877,223232,511.92458963394165,1291.74,0.037353516,0.9808200094848871,983.27632773,3.9969838,409
110,-0.004475386,44.119232,225280,0.0027313293,225280,516.9300742149353,1295.23,0.028222656,0.7654090225696564,985.17603835,4.0088754,441
111,-0.002284669,20.39832,227328,0.004847606,227328,521.5682687759399,1295.23,0.058251955,0.8764997646212578,987.1855147000001,4.0089693,413
112,-0.0045645298,28.790844,229376,0.0031399392,229376,526.5266633033752,1290.65,0.029248048,0.7769566923379898,984.5537151,4.0006323,477
113,-0.0026872405,19.924019,231424,0.0035039787,231424,530.8182306289673,1292.58,0.040771484,0.8634944707155228,986.4002391100001,4.0066967,423
114,-0.0010753499,19.844267,233472,0.003928043,233472,535.651778459549,1292.58,0.0453125,0.8881061375141144,986.74747534,4.0155854,423
115,-0.0014917457,19.992382,235520,0.0030647588,235520,540.4839277267456,1310.23,0.030615235,0.8718991428613663,1003.59405334,4.0123696,403
116,-0.0016873081,19.852766,237568,0.0038244587,237568,545.5653867721558,1318.27,0.038330078,0.8896898031234741,1014.03596565,4.001237,411
117,-0.0025690873,19.967243,239616,0.0038953614,239616,550.5423820018768,1318.27,0.0390625,0.8730979412794113,1014.20851957,3.9851775,418
118,-0.0035073173,21.509653,241664,0.0034501564,241664,555.4424846172333,1333.63,0.036572266,0.851151704788208,1027.77586367,3.9824033,455
119,-0.0035883442,22.258867,243712,0.002621807,243712,559.9405980110168,1344.04,0.027050782,0.8291275352239609,1034.7978406700001,3.9830005,424
120,-0.0029753053,19.835009,245760,0.004497324,245760,564.7661385536194,1361.79,0.049853515,0.8846517503261566,1050.5478553300002,3.9769683,392
121,-0.0032659434,20.058619,247808,0.005299657,247808,569.984866142273,1361.79,0.066308595,0.8745698034763336,1050.5242007699999,3.9722106,432
122,-0.0020325258,31.003317,249856,0.0031621722,249856,574.7212352752686,1379.91,0.030664062,0.8727718442678452,1066.09317321,3.973093,463
123,-0.0035711068,20.404615,251904,0.0032757383,251904,579.1390767097473,1397.55,0.032128908,0.8612120896577835,1080.6769437100002,3.9665024,434
124,-0.003262215,28.75301,253952,0.0037422471,253952,583.8485643863678,1411.85,0.04477539,0.8207446485757828,1092.5950883500002,3.9557548,440
125,-0.0016251903,8.394749,256000,0.004415953,256000,588.4943571090698,1415.53,0.042675782,0.9575597979128361,1094.7663839800002,3.9595478,432
126,-0.0018950443,19.601553,258048,0.0048011756,258048,593.2324969768524,1415.53,0.05078125,0.8830501735210419,1094.9081514400002,3.9650798,435
127,-0.0036755416,21.397055,260096,0.002935647,260096,597.9396831989288,1430.75,0.031298827,0.8560208082199097,1108.6164600600002,3.9573624,444
128,-0.0051142196,12.888573,262144,0.0043277973,262144,602.5439674854279,1444.98,0.05102539,0.8093296587467194,1119.9227326799999,3.9522805,456
129,-0.0023619721,19.36582,264192,0.0040106783,264192,607.0296957492828,1462.16,0.042675782,0.9105569273233414,1132.14487118,3.9590383,436
130,-0.005668823,41.476532,266240,0.0033951737,266240,611.7257494926453,1474.59,0.03852539,0.813015341758728,1145.28934366,3.9755332,463
131,-0.0046960013,20.061161,268288,0.0057308646,268288,616.1476898193359,1489.5,0.06298828,0.8808890208601952,1159.71396642,3.9778016,435
132,-0.004069526,6.565467,270336,0.0049363207,270336,620.8549630641937,1486.94,0.05126953,0.9675372689962387,1158.2382123799998,3.9630153,426
133,-0.0019686013,19.68239,272384,0.0077925026,272384,625.65895652771,1486.94,0.0925293,0.873488187789917,1162.00802063,3.9541516,424
134,-0.0025217286,20.948656,274432,0.0032292656,274432,630.4803335666656,1502.34,0.040234376,0.827697142958641,1177.3838936,3.953228,438
135,-0.0023446106,20.795536,276480,0.0033996229,276480,635.1501152515411,1502.34,0.041308593,0.8285311758518219,1176.28575976,3.9505458,436
136,-0.0023055195,19.717281,278528,0.004001595,278528,639.8457880020142,1517.51,0.04711914,0.8717416524887085,1188.67243574,3.9492164,422
137,-0.0036699474,43.690315,280576,0.0032890483,280576,644.6911585330963,1472.02,0.037744142,0.7079790532588959,1149.07484769,3.9577384,447
138,-0.004322547,7.489484,282624,0.0030553523,282624,649.2670032978058,1457.67,0.03046875,0.9593419060111046,1134.24630432,3.9661896,438
139,-0.0029612097,27.685184,284672,0.0038582,284672,653.9334814548492,1449.25,0.035351563,0.823880136013031,1124.7499124600001,3.9693935,465
140,-0.0031383508,19.643887,286720,0.0069847526,286720,658.33620262146,1462.0,0.09082031,0.8912804275751114,1137.41476213,3.9641736,431
141,-0.00374852,8.671202,288768,0.003296204,288768,663.0775668621063,1456.64,0.03540039,0.9512259140610695,1130.1590771,3.9616666,449
142,-0.0011805167,19.732208,290816,0.0030928121,290816,667.6357293128967,1471.93,0.029589843,0.9117372632026672,1145.14163973,3.9705462,436
143,-0.0037152036,26.726929,292864,0.005224233,292864,672.330794095993,1474.41,0.057177734,0.897332988679409,1147.81267956,3.9799068,433
144,-0.00025120346,19.100967,294912,0.0049095824,294912,677.0529379844666,1474.41,0.061035156,0.8804686665534973,1148.2915182699999,3.9872978,440
145,-0.0009324169,19.092842,296960,0.0030068015,296960,681.7018089294434,1474.41,0.025097657,0.8803435787558556,1148.85394333,3.9780583,411
146,-0.0024248601,15.264844,299008,0.003022358,299008,686.6782269477844,1474.41,0.029345702,0.896510548889637,1150.02802866,3.96787,427
147,-0.0031147324,15.817111,301056,0.0034193732,301056,691.4709045886993,1446.36,0.03671875,0.9377088882029057,1123.82244269,3.9738438,395
148,-0.00292327,19.676441,303104,0.006959329,303104,696.6506741046906,1465.19,0.09702148,0.8807666376233101,1141.32777302,3.9882073,415
149,-0.003062704,19.80818,305152,0.008514966,305152,701.5806307792664,1465.19,0.09990235,0.8757125288248062,1141.45257814,4.0016537,410
150,-0.0038719624,19.529867,307200,0.0058991658,307200,706.574444770813,1484.08,0.07402344,0.8795713484287262,1158.80834837,4.023093,404
151,-0.004666858,20.140062,309248,0.005795224,309248,711.6423649787903,1500.6,0.070214845,0.8922933861613274,1175.26005101,4.0503798,429
152,-0.00391204,19.80196,311296,0.00547329,311296,716.4094469547272,1515.81,0.068359375,0.8518308997154236,1189.92716559,4.0629625,416
153,-0.004908149,6.803028,313344,0.0038781571,313344,721.3222787380219,1515.44,0.03666992,0.9641782566905022,1190.2577485599998,4.0721445,422
154,-0.002008222,17.586906,315392,0.0022997663,315392,726.1694920063019,1529.99,0.025537109,0.8840259909629822,1205.0108138099997,4.084067,426
155,-0.00235167,20.569635,317440,0.003640138,317440,730.9675135612488,1529.99,0.04008789,0.85641810297966,1204.6565686,4.0854387,429
156,-0.0027607302,37.18135,319488,0.0025703048,319488,735.7394380569458,1518.15,0.02631836,0.8678248375654221,1191.332325,4.0788293,441
157,-0.0021279631,6.5840898,321536,0.0022940258,321536,740.3815484046936,1514.79,0.024169922,0.9679624252021313,1188.72269275,4.084105,443
158,-0.0026367696,20.668982,323584,0.0034248396,323584,744.9960353374481,1514.79,0.039648436,0.8818573728203773,1188.3924196100002,4.0848856,426
159,-0.0022385854,19.801155,325632,0.008028785,325632,749.8026394844055,1532.27,0.11103515,0.8766394630074501,1203.5838675500002,4.0846844,423
160,-0.005350015,19.708595,327680,0.007468062,327680,754.6427366733551,1532.27,0.10185547,0.884599857032299,1204.67447572,4.0945935,413
161,-0.004586069,43.95103,329728,0.0029500527,329728,759.5955274105072,1518.19,0.02709961,0.8435958325862885,1195.13570982,4.107799,457
162,-0.0023242973,20.364323,331776,0.0017016676,331776,764.0693173408508,1531.76,0.01665039,0.8802241086959839,1208.81065323,4.1204224,407
163,-0.001867437,15.046145,333824,0.0018679537,333824,769.0947597026825,1506.78,0.017333984,0.829891562461853,1184.0719875700001,4.1245184,455
164,-0.00520737,19.988138,335872,0.0072502354,335872,773.594366312027,1506.78,0.09624024,0.8866730034351349,1183.70384765,4.12108,425
165,-0.0021056794,19.725948,337920,0.005595032,337920,778.4100935459137,1506.78,0.06777344,0.8878066539764404,1184.6970269699998,4.1223383,410
166,-0.004086587,20.15946,339968,0.0041890703,339968,783.4051556587219,1506.78,0.05131836,0.89101742208004,1187.5086431399998,4.1365156,429
167,-0.0043733083,11.144018,342016,0.0033367188,342016,788.1724042892456,1506.78,0.03754883,0.9410879351198673,1186.4385058199996,4.146569,420
168,-0.0021107,20.075104,344064,0.0027715685,344064,793.0387065410614,1516.81,0.0296875,0.8713361322879791,1196.8482099699997,4.1578074,412
169,-0.0027890585,19.928492,346112,0.0024914225,346112,798.0067489147186,1516.81,0.025146484,0.8851114884018898,1197.78441562,4.1527114,420
170,-0.0008123129,11.256355,348160,0.0020214305,348160,802.8810694217682,1486.5,0.021972656,0.9624796435236931,1168.24746115,4.1643753,446
171,-0.0038398542,35.118538,350208,0.003460002,350208,807.4704668521881,1457.76,0.040527344,0.8525655120611191,1140.05195246,4.173419,446
172,-0.0017719541,19.007593,352256,0.0050121145,352256,812.0604872703552,1457.76,0.061621092,0.9055042937397957,1140.40911827,4.183355,409
173,-0.0026956673,7.183492,354304,0.0020968574,354304,817.061014175415,1443.89,0.020166015,0.9638403467833996,1126.6379153799999,4.188449,435
174,-0.0022261161,19.429234,356352,0.0039486685,356352,821.7691595554352,1443.89,0.04526367,0.8992489352822304,1125.93406796,4.18885,424
175,-0.0027349587,20.374813,358400,0.0034693144,358400,826.5905230045319,1443.89,0.041894533,0.8756459131836891,1129.43220116,4.193247,423
176,-0.0009088332,21.577852,360448,0.003140231,360448,831.4234249591827,1443.89,0.0340332,0.856324777007103,1131.05618855,4.201032,435
177,-0.002708686,25.045338,362496,0.0026810984,362496,836.1296718120575,1433.54,0.027685547,0.870450884103775,1119.57209108,4.1950626,433
178,-0.003485829,20.07106,364544,0.0038832773,364544,840.8552312850952,1447.59,0.040283203,0.8833862096071243,1132.66541819,4.1818323,432
179,-0.0025924307,4.5224714,366592,0.0027929638,366592,845.5887155532837,1437.49,0.029638672,0.9749573897570372,1121.23639596,4.1746626,427
180,-0.0023517993,19.98598,368640,0.0059390375,368640,850.3821012973785,1454.12,0.07460938,0.8693608194589615,1137.2666373599998,4.1700144,417
181,-0.0012105403,20.459524,370688,0.003249038,370688,855.2934112548828,1454.12,0.037158202,0.8827506303787231,1137.3475636399999,4.169388,418
182,-0.0039870623,28.759388,372736,0.004441099,372736,860.1822240352631,1449.39,0.05415039,0.8937847688794136,1134.42198483,4.1598,433
183,-0.004057509,30.643835,374784,0.006317176,374784,864.9126553535461,1465.54,0.06982422,0.9130791574716568,1150.41028936,4.16739,416
184,-0.0049416823,6.4818816,376832,0.0025330381,376832,869.8256475925446,1463.36,0.027197266,0.9732518717646599,1149.2553,4.194662,420
185,-0.0018061651,19.889801,378880,0.0036657632,378880,874.6951673030853,1463.36,0.038085938,0.8851941004395485,1149.62525217,4.1862288,415
186,-0.0022542898,33.836895,380928,0.001604602,380928,879.6217045783997,1436.41,0.013183594,0.798480749130249,1120.83521983,4.171679,459
187,-0.00090975844,15.955427,382976,0.0016932379,382976,884.0838000774384,1417.16,0.015771484,0.8525279611349106,1100.23387635,4.169094,454
188,-0.0040381886,5.276666,385024,0.0035697694,385024,888.586156129837,1415.03,0.031884767,0.9750142879784107,1098.72940767,4.163229,436
189,-7.789941e-05,19.937931,387072,0.0036115334,387072,893.2733681201935,1427.63,0.039794922,0.8934843838214874,1111.31404202,4.1515255,416
190,-0.0016376467,26.172947,389120,0.002352682,389120,898.1955952644348,1414.24,0.026953125,0.8914416581392288,1097.7262596699998,4.150927,442
191,-0.005357259,26.872824,391168,0.0038306578,391168,902.8250725269318,1412.05,0.04091797,0.8967730402946472,1097.70855068,4.1624784,425
192,-0.0019279647,20.512125,393216,0.0044513308,393216,907.633766412735,1412.05,0.054248046,0.8964157104492188,1098.95494009,4.1776953,398
193,-0.00048093163,23.93538,395264,0.0035612718,395264,912.7701361179352,1413.95,0.035058595,0.9202824681997299,1101.5666592100001,4.194749,432
