total_timesteps,serial_timesteps,fps,approxkl,n_updates,ep_reward_mean,time_elapsed,explained_variance,policy_entropy,clipfrac,ep_len_mean,value_loss,policy_loss
389120,389120,546,0.0021508844,190,1943.40808792,717.4953734874725,-2.5987625122070312e-05,2.7101247,0.02216797,1988.39,19.96384,0.0001092202
391168,391168,530,0.0012544929,191,1951.9431896899996,721.2427053451538,0.0032543540000915527,2.7071319,0.006640625,1996.52,19.843115,-1.3272179e-05
393216,393216,542,0.0037406161,192,1952.30536899,725.1006269454956,-0.005699276924133301,2.7063556,0.039941408,1996.52,20.026752,-0.00065709604
395264,395264,547,0.003815705,193,1952.7469600699997,728.8788769245148,0.010615408420562744,2.7235737,0.043701172,1996.52,19.95031,-0.0020065182
397312,397312,539,0.0031044267,194,1953.0014507499998,732.6242139339447,-0.000756382942199707,2.7401264,0.034960937,1996.52,20.088985,-0.0017301841
399360,399360,523,0.0038566948,195,1953.3830920700002,736.4198987483978,0.006973326206207275,2.7361221,0.038085938,1996.52,20.0009,-0.0019599877
401408,401408,535,0.0027142758,196,1955.72621972,740.3342442512512,-1.9073486328125e-06,2.7145567,0.021191407,1998.24,20.104952,0.00015928151
403456,403456,528,0.0029393856,197,1962.2701397700002,744.1609797477722,0.0037938952445983887,2.716394,0.03203125,2004.25,19.9528,-0.0003421285
405504,405504,541,0.0041798586,198,1962.9173847800002,748.0345633029938,0.03435283899307251,2.731169,0.05053711,2004.25,19.560347,-0.0036995518
407552,407552,545,0.0055386196,199,1962.92605051,751.8151397705078,0.041163504123687744,2.736871,0.06967773,2004.25,19.279436,-0.00058165856
409600,409600,536,0.0016387834,200,1963.0120202899998,755.5741477012634,-0.0008798837661743164,2.7371788,0.010986328,2004.25,19.745037,-5.028625e-05
411648,411648,531,0.004635128,201,1963.4324340800001,759.3952095508575,0.005380570888519287,2.7487152,0.055322267,2004.25,20.030668,-0.0015605544
413696,413696,547,0.0042379643,202,1969.1273650599999,763.2490775585175,0.004705309867858887,2.749612,0.044677734,2009.55,20.116755,-0.0012838426
415744,415744,533,0.003372827,203,1976.9679584399998,766.9924514293671,0.006365478038787842,2.7583244,0.036132812,2017.08,19.876917,-0.00096182164
417792,417792,532,0.0046393964,204,1977.4595928699998,770.832640171051,0.035310447216033936,2.7664065,0.056933593,2017.08,19.51782,-0.0027208093
419840,419840,539,0.0011657707,205,1978.0586938999998,774.6775205135345,0.01944035291671753,2.76708,0.005761719,2017.08,19.71301,0.00017139457
421888,421888,530,0.0034495094,206,1978.3395153000001,778.4763610363007,-0.027546286582946777,2.765651,0.037744142,2017.08,19.986359,-0.0032170601
423936,423936,535,0.000798456,207,1978.7515155900003,782.3384304046631,0.002818286418914795,2.7724214,0.0028320313,2017.08,19.67068,-3.692245e-05
425984,425984,544,0.0018149592,208,1979.0354906,786.1618189811707,0.008717179298400879,2.7780182,0.011328125,2017.08,19.607832,0.00029922105
428032,428032,532,0.0038223926,209,1979.0973180500002,789.923410654068,0.026372015476226807,2.7915404,0.042041015,2017.08,19.38515,-0.001964279
430080,430080,546,0.0040162606,210,1978.9663572,793.7681229114532,-0.008505940437316895,2.8048098,0.050097656,2017.08,19.93739,-0.0024582725
432128,432128,527,0.003826696,211,1979.0539539200001,797.5184688568115,-0.008350253105163574,2.8039072,0.037988283,2017.08,19.834621,-0.002324222
434176,434176,526,0.005262848,212,1979.0167204900001,801.4051916599274,0.02137845754623413,2.806957,0.06123047,2017.08,19.584087,-0.0038878894
436224,436224,525,0.002221049,213,1979.3154388,805.294376373291,-0.019619464874267578,2.8262017,0.022900391,2017.08,20.367138,-0.0010673457
438272,438272,544,0.0030849117,214,1979.5928102300002,809.1938099861145,-0.0066367387771606445,2.8302655,0.027392577,2017.08,20.237164,-0.0012390206
440320,440320,528,0.0032894965,215,1980.2801577500002,812.9538238048553,0.0010137557983398438,2.822961,0.03540039,2017.08,20.175367,-0.0010813794
442368,442368,541,0.003684606,216,1980.4806805599999,816.8315715789795,-0.0030045509338378906,2.8295743,0.037060548,2017.08,20.192783,-0.0014393355
444416,444416,538,0.0042623626,217,1980.79872015,820.6151313781738,0.0016093850135803223,2.8190315,0.044287108,2017.08,20.111715,-0.001463465
446464,446464,509,0.0029695889,218,1981.0713455699997,824.4217946529388,0.012117207050323486,2.8063915,0.027490234,2017.08,19.861235,0.00041340943
448512,448512,511,0.0045809303,219,1981.32585717,828.4386265277863,-0.010610461235046387,2.811551,0.055126954,2017.08,20.077543,-0.0016178883
450560,450560,486,0.0024422868,220,1981.6419045199998,832.4457504749298,0.02015984058380127,2.8150156,0.01850586,2017.08,19.654217,-8.3214334e-05
452608,452608,514,0.005698865,221,1981.8376585699996,836.6600425243378,0.009730756282806396,2.8215861,0.07856445,2017.08,19.790207,-0.004612959
454656,454656,515,0.0042239907,222,1982.3013447099993,840.6398777961731,0.009266257286071777,2.8376682,0.04584961,2017.08,20.040888,-0.0018637205
456704,456704,502,0.0053851088,223,1982.6226189199997,844.6151659488678,0.00275421142578125,2.8680606,0.06435547,2017.08,20.173258,-0.0076614385
458752,458752,542,0.0013289155,224,1982.77250673,848.6885411739349,-0.0007393360137939453,2.895593,0.0063964846,2017.08,20.19205,-0.00027745965
460800,460800,519,0.0016631639,225,1983.0782696299998,852.467869758606,-0.0019861459732055664,2.8920465,0.014111328,2017.08,20.248096,-0.0005944037
462848,462848,509,0.0047270237,226,1983.58211728,856.4179015159607,0.005242288112640381,2.8857074,0.051416017,2017.08,20.095331,-0.0016557632
464896,464896,509,0.006134663,227,1994.91231924,860.435714006424,-0.00655055046081543,2.8914638,0.07924805,2028.27,20.308088,-0.0028132244
466944,466944,538,0.002877066,228,2001.5964739599995,864.4599063396454,-0.000873565673828125,2.902516,0.029394532,2034.59,20.283484,-5.7230434e-05
468992,468992,537,0.0040567284,229,2001.8033249099994,868.2660014629364,0.005094468593597412,2.9077907,0.046923827,2034.59,20.12952,-0.0013959059
471040,471040,529,0.0028721427,230,2001.9161987799996,872.0795459747314,-0.00945127010345459,2.9122386,0.030859375,2034.59,20.213255,0.0002817101
473088,473088,534,0.0057109026,231,2002.25015024,875.9463877677917,0.007814764976501465,2.9211218,0.07133789,2034.59,19.964062,-0.00358559
475136,475136,544,0.003106845,232,2002.95659572,879.7782473564148,0.0020000338554382324,2.9251382,0.03173828,2034.59,20.107517,-0.0009697125
477184,477184,540,0.0022004123,233,2003.4622210299997,883.5417976379395,-0.011192083358764648,2.9323866,0.021484375,2034.59,20.218237,-0.0022352221
479232,479232,541,0.003797281,234,2003.7267155900001,887.3342888355255,0.0021514296531677246,2.9506798,0.04584961,2034.59,20.08553,-0.00025965183
481280,481280,523,0.0036790955,235,2003.9861784700001,891.1201989650726,0.010495483875274658,2.9622095,0.0390625,2034.59,19.90776,0.0003964873
483328,483328,534,0.0022235815,236,2004.27886762,895.0328831672668,0.022172152996063232,2.969843,0.01845703,2034.59,19.77216,0.0006229783
485376,485376,543,0.0065538213,237,2004.5859891899997,898.8652522563934,0.005153179168701172,2.9790983,0.08251953,2034.59,20.092623,-0.004260246
487424,487424,534,0.0035506126,238,2004.8599245300002,902.6308662891388,0.020605802536010742,2.9885888,0.03652344,2034.59,19.891232,-0.0014990284
489472,489472,542,0.004286931,239,2005.2093628199996,906.4651477336884,-0.01118326187133789,2.9911232,0.044873048,2034.59,20.3465,-0.0034350553
491520,491520,550,0.0036124524,240,2005.2928276999999,910.2382388114929,-0.0009505748748779297,2.9990907,0.03881836,2034.59,20.284138,-0.0005158152
493568,493568,544,0.0024661557,241,2005.92533359,913.9583032131195,0.0006657242774963379,2.9960008,0.021337891,2034.59,20.218462,0.0004520271
495616,495616,529,0.0013103739,242,2006.1626554399998,917.7228622436523,-0.0077610015869140625,3.001813,0.008154297,2034.59,20.250937,0.0007345222
497664,497664,526,0.004618471,243,2013.8601775999996,921.5948357582092,0.015301406383514404,3.0007482,0.05444336,2041.84,19.908953,-0.0016445428
499712,499712,538,0.005271721,244,2015.3502327799997,925.4875500202179,-0.004292726516723633,2.997178,0.07084961,2042.65,20.200884,-0.001665766
501760,501760,528,0.004259254,245,2022.3571093299997,929.29247879982,0.0026015043258666992,3.0009637,0.047070313,2049.0,20.09241,-0.0018345583
503808,503808,521,0.0025521065,246,2022.9858900499999,933.168744802475,0.0013467073440551758,2.990188,0.021777343,2049.0,20.189718,0.000115666815
505856,505856,511,0.0045383787,247,2023.45955215,937.098963022232,-0.0016695261001586914,2.9790676,0.050585937,2049.0,20.231419,-0.00046797638
507904,507904,544,0.004963056,248,2023.5337844599997,941.1018602848053,0.021258234977722168,2.9826338,0.055566408,2049.0,19.727564,-0.0015573658
509952,509952,531,0.0047298004,249,2023.6086156799993,944.8653938770294,0.014495432376861572,2.9938707,0.05522461,2049.0,19.963728,-0.0031125103
512000,512000,531,0.001253491,250,2023.82866474,948.7207570075989,-0.004469513893127441,3.01328,0.008203125,2049.0,20.244564,0.0002894138
514048,514048,531,0.0024289559,251,2024.1210281599997,952.5742425918579,-0.0013310909271240234,3.021576,0.019433593,2049.0,20.275827,-0.0009373067
516096,516096,526,0.0029044738,252,2024.4835198799994,956.4253644943237,-0.0012055635452270508,3.0086827,0.029248048,2049.0,20.231035,-0.0022894447
518144,518144,478,0.0033315136,253,2024.5992210999998,960.3179135322571,0.0003553628921508789,3.012833,0.038671874,2049.0,20.139275,-0.001835828
520192,520192,519,0.0009943016,254,2024.68971295,964.5948884487152,0.011088311672210693,3.025457,0.0041503906,2049.0,19.947699,-0.00045451405
522240,522240,542,0.0040483056,255,2024.7049462199998,968.541079044342,-0.013486862182617188,3.0466106,0.04765625,2049.0,20.333973,-0.001414548
524288,524288,515,0.0035794724,256,2024.77738634,972.3160860538483,-0.0015236139297485352,3.0617638,0.039892577,2049.0,20.199448,-0.0017125292
526336,526336,526,0.005549538,257,2024.8090493499997,976.2925035953522,-0.0073888301849365234,3.0570614,0.07050781,2049.0,20.207129,-0.0015481117
528384,528384,507,0.0038400781,258,2025.11072915,980.1803073883057,-0.00018262863159179688,3.0515149,0.046923827,2049.0,20.101385,-0.0020332998
530432,530432,496,0.0056160158,259,2025.2824242599997,984.2163689136505,-0.00700068473815918,3.051162,0.0715332,2049.0,20.140766,-0.001352935
532480,532480,517,0.0033617723,260,2025.6514378500003,988.3450734615326,-0.010546445846557617,3.0508757,0.030761719,2049.0,19.918179,-0.00043427554
534528,534528,532,0.0033295336,261,2026.2908381400005,992.2997262477875,-0.0042732954025268555,3.048673,0.029199218,2049.0,19.983189,5.7084835e-06
536576,536576,516,0.0042172885,262,2027.1994377300005,996.1489732265472,-0.0012042522430419922,3.0451274,0.05078125,2049.0,19.858723,-0.0014187212
538624,538624,480,0.0028481146,263,2027.5920286700002,1000.1176867485046,-0.0008587837219238281,3.0361638,0.023242187,2049.0,19.9183,-0.0008320492
540672,540672,536,0.0034815893,264,2027.7719826100001,1004.3834974765778,-9.417533874511719e-05,3.038599,0.03540039,2049.0,19.952799,-0.002555246
542720,542720,512,0.0031288262,265,2028.1436055099998,1008.2028794288635,-0.0006810426712036133,3.057691,0.034326173,2049.0,19.903812,-0.0013435053
544768,544768,530,0.0052013244,266,2028.7664604599997,1012.1983225345612,0.014370441436767578,3.0667663,0.061865233,2049.0,19.618158,-0.0041939123
546816,546816,532,0.006048075,267,2029.0535514699995,1016.0566093921661,0.020804941654205322,3.072204,0.07475586,2049.0,19.727438,-0.0019385176
548864,548864,507,0.0030646636,268,2029.2166498399995,1019.9018378257751,-0.0029233694076538086,3.0780177,0.029248048,2049.0,20.172762,-0.0009305559
550912,550912,525,0.0032056407,269,2029.3969119099995,1023.9404487609863,-0.013686537742614746,3.0890672,0.03666992,2049.0,20.374853,-0.00083960156
552960,552960,521,0.0023786784,270,2029.5645033399996,1027.8412683010101,0.0035688281059265137,3.1157312,0.019580077,2049.0,20.159924,-0.00027177724
555008,555008,490,0.003162081,271,2029.7623862699998,1031.77032995224,-0.006421923637390137,3.116714,0.032910157,2049.0,20.165512,-0.00076938083
557056,557056,501,0.0020601642,272,2030.0017956899997,1035.9471945762634,-0.011723875999450684,3.124443,0.021386718,2049.0,20.192028,-0.0002802327
559104,559104,516,0.0017911153,273,2030.2496608500003,1040.0329308509827,0.001927495002746582,3.155189,0.018408203,2049.0,20.077133,-0.000815116
561152,561152,492,0.0060853055,274,2030.7246778499998,1043.997210741043,0.01905536651611328,3.177582,0.07841797,2049.0,19.840992,-0.0023457287
563200,563200,511,0.003465815,275,2031.2480265800002,1048.1594414710999,0.006756901741027832,3.1897233,0.038476564,2049.0,20.243763,-0.00043742498
565248,565248,498,0.005744609,276,2031.6603421500001,1052.1685209274292,-0.005631089210510254,3.1956573,0.072705075,2049.0,20.23558,-0.0024325834
567296,567296,529,0.0045428476,277,2031.89546084,1056.2763588428497,-0.004141569137573242,3.1957598,0.05756836,2049.0,20.345657,-0.0037835967
569344,569344,488,0.0015195446,278,2032.2908442,1060.1473453044891,0.0017077922821044922,3.190682,0.009960937,2049.0,20.178852,0.00032842188
571392,571392,495,0.0057189683,279,2032.6858757999996,1064.337595462799,-0.005958437919616699,3.1840127,0.07490234,2049.0,20.27641,-0.0030969435
573440,573440,506,0.004072317,280,2032.9514458699998,1068.4712309837341,-0.0009979009628295898,3.1799092,0.046826173,2049.0,20.219093,-0.0015155434
575488,575488,474,0.002233244,281,2033.1234704899998,1072.5167548656464,-5.4836273193359375e-05,3.1751156,0.015625,2049.0,20.142488,-0.00085368304
577536,577536,509,0.0036765016,282,2033.1577534700002,1076.8368062973022,0.0014159083366394043,3.1742852,0.0418457,2049.0,20.088505,-0.0013220167
579584,579584,478,0.002595168,283,2033.1596364400002,1080.8570761680603,0.0014162063598632812,3.1676328,0.026367188,2049.0,19.99634,-0.000315973
581632,581632,494,0.0015637688,284,2033.2137090400004,1085.1394231319427,0.0018912553787231445,3.1602936,0.0078125,2049.0,20.059336,0.0005502845
583680,583680,518,0.005261037,285,2033.34058583,1089.281242132187,-0.0023527145385742188,3.1608882,0.058544923,2049.0,20.107944,-0.0011399578
585728,585728,525,0.005630097,286,2033.4375425399996,1093.2335765361786,-0.0008409023284912109,3.1556573,0.06889649,2049.0,20.058592,-0.0022278186
587776,587776,499,0.006132198,287,2033.4591321499997,1097.1310713291168,0.003842294216156006,3.1637392,0.07993164,2049.0,19.840466,-0.0015046785
589824,589824,517,0.00289609,288,2033.57191146,1101.2328894138336,0.023437321186065674,3.1819584,0.025439452,2049.0,19.593794,-0.00031290614
591872,591872,525,0.004272905,289,2033.49695568,1105.1889355182648,-0.0134965181350708,3.1961799,0.051220704,2049.0,19.713278,-0.00033509196
593920,593920,501,0.004710777,290,2033.32750998,1109.0848970413208,0.04403376579284668,3.2019908,0.059570312,2049.0,18.834871,-0.0015884619
595968,595968,515,0.0034488637,291,2033.1928528199999,1113.1708850860596,-0.00808095932006836,3.2159448,0.03671875,2049.0,19.810154,-0.0021161013
598016,598016,521,0.0028957517,292,2033.07642642,1117.1450097560883,-0.002992391586303711,3.2270539,0.028955078,2049.0,19.894066,-0.0009835052
600064,600064,513,0.0024799863,293,2033.0096248000002,1121.0733172893524,0.013246357440948486,3.2280471,0.02734375,2049.0,19.629427,8.66112e-06
602112,602112,529,0.00080453214,294,2033.0091554600003,1125.061857700348,0.015314280986785889,3.236456,0.004003906,2049.0,19.631329,8.041311e-05
604160,604160,520,0.0028826918,295,2032.9878861100003,1128.9324986934662,0.033360064029693604,3.2344024,0.025488282,2049.0,19.494993,-0.0003585767
606208,606208,521,0.005406268,296,2032.9155566500003,1132.8669347763062,0.08980941772460938,3.2391667,0.07128906,2049.0,18.740044,-0.0024211823
608256,608256,512,0.0054394966,297,2032.871759,1136.7933089733124,0.03832584619522095,3.2474189,0.07133789,2049.0,19.473532,-0.0020180098
610304,610304,514,0.005361771,298,2032.92461553,1140.7871448993683,0.03228634595870972,3.2507033,0.068847656,2049.0,19.434507,-0.0019774253
612352,612352,525,0.0011403419,299,2033.0042689900001,1144.7655036449432,-0.0015435218811035156,3.2556973,0.005859375,2049.0,19.988947,4.5480956e-05
614400,614400,529,0.0028034628,300,2033.2364618500003,1148.6630036830902,0.026913464069366455,3.2622063,0.024316406,2049.0,19.721655,-0.00029636634
616448,616448,505,0.005725823,301,2033.3779720800003,1152.5330905914307,0.003030717372894287,3.275539,0.07006836,2049.0,20.047003,-0.0038161837
618496,618496,523,0.0065446226,302,2033.41545577,1156.5850875377655,0.021798670291900635,3.2910252,0.0831543,2049.0,19.714695,-0.0013402797
620544,620544,515,0.0048034405,303,2033.4740714900001,1160.4993646144867,-0.014350652694702148,3.3072925,0.05732422,2049.0,20.233585,-0.00063251087
622592,622592,520,0.0035787248,304,2033.7215561799999,1164.4743173122406,-0.028373241424560547,3.3244152,0.042529296,2049.0,20.61324,-0.002217013
624640,624640,523,0.0054677185,305,2033.8625426799997,1168.4082021713257,0.004758298397064209,3.3377483,0.06870117,2049.0,20.24892,-0.0017533808
626688,626688,519,0.0039517134,306,2033.9265640499998,1172.3203527927399,-0.0024338960647583008,3.3428733,0.04458008,2049.0,20.455532,-0.0012558112
628736,628736,525,0.005256294,307,2034.0682258799995,1176.263052225113,0.0007365942001342773,3.35541,0.067675784,2049.0,20.34612,-0.0010802612
630784,630784,511,0.0023334273,308,2034.2235969699996,1180.1579639911652,-0.00763702392578125,3.3702228,0.021923829,2049.0,20.323826,-0.0005163336
632832,632832,516,0.0035646665,309,2034.3357200199998,1184.1589715480804,-0.000255584716796875,3.3820121,0.036865234,2049.0,20.20417,-1.31437555e-05
634880,634880,506,0.0040550735,310,2034.4862864199997,1188.1275525093079,-0.0017251968383789062,3.379578,0.042236328,2049.0,20.212383,0.0010095391
636928,636928,491,0.0018005226,311,2034.5154338599998,1192.16907787323,0.004713773727416992,3.39129,0.016210938,2049.0,20.077543,0.00092835946
638976,638976,527,0.0011780235,312,2034.5438000899999,1196.3398215770721,0.004218697547912598,3.401776,0.0044433596,2049.0,20.083712,0.0008304432
641024,641024,514,0.002542321,313,2034.5075624999997,1200.2266266345978,0.0210840106010437,3.3999915,0.022070313,2049.0,19.861832,0.00055681326
643072,643072,530,0.0043906686,314,2034.4263737800002,1204.2097520828247,-0.00205838680267334,3.4027317,0.05703125,2049.0,20.149214,-0.0013751202
645120,645120,521,0.0009711329,315,2034.3970211899996,1208.0674912929535,0.0038806796073913574,3.41143,0.0041503906,2049.0,20.084188,0.00018002462
647168,647168,514,0.0012177683,316,2034.4031021600001,1211.993423461914,-0.0026853084564208984,3.4158516,0.0047851563,2049.0,20.180534,0.00070913497
649216,649216,515,0.003879005,317,2034.45624624,1215.9736688137054,-0.005797624588012695,3.4267297,0.04272461,2049.0,20.113491,-0.0016608292
651264,651264,478,0.004070251,318,2034.5806123000002,1219.9510135650635,0.002612769603729248,3.441794,0.047216795,2049.0,20.057716,-0.0014418729
653312,653312,519,0.0041570854,319,2034.6712914999998,1224.2303788661957,-0.007236123085021973,3.4402778,0.04868164,2049.0,20.096695,-0.0010787788
655360,655360,514,0.0031405953,320,2034.87289783,1228.1754648685455,-0.0016486644744873047,3.4381995,0.027001953,2049.0,20.110497,0.00010423306
657408,657408,503,0.004242581,321,2035.10196285,1232.1606056690216,0.008726716041564941,3.4365277,0.047558594,2049.0,19.919155,-0.0017418626
659456,659456,517,0.007066209,322,2035.23723565,1236.2301094532013,0.007181942462921143,3.4402556,0.09829102,2049.0,19.927847,-0.0044188104
661504,661504,511,0.0023021884,323,2035.27336895,1240.1881799697876,0.0005503296852111816,3.4409032,0.019580077,2049.0,20.039371,-9.3015566e-05
663552,663552,458,0.0024539307,324,2035.3007431300002,1244.1913721561432,0.021062135696411133,3.436533,0.022607422,2049.0,19.91596,-0.0011463364
665600,665600,496,0.004966355,325,2035.36283244,1248.663639307022,-0.0003954172134399414,3.4370084,0.058447264,2049.0,20.19292,-0.0012688653
667648,667648,510,0.0066047474,326,2035.4525831100002,1252.7949798107147,-0.01621103286743164,3.4484458,0.08510742,2049.0,20.240166,-0.0034407384
669696,669696,499,0.0017095907,327,2035.4963525500002,1256.8109169006348,0.013935327529907227,3.464159,0.015917968,2049.0,19.92934,0.000111330955
671744,671744,446,0.004491175,328,2035.57065653,1260.9092001914978,0.0009206533432006836,3.478318,0.05234375,2049.0,20.09512,-0.0015780674
673792,673792,424,0.0046048583,329,2035.5947281500003,1265.4924671649933,-0.00507509708404541,3.4821365,0.05756836,2049.0,19.916262,-0.0021982694
675840,675840,432,0.004643507,330,2035.6361038300001,1270.3206629753113,-9.953975677490234e-05,3.4786727,0.058251955,2049.0,19.890179,-0.0018452273
677888,677888,452,0.0044790804,331,2035.70751514,1275.0564303398132,0.004820108413696289,3.4792702,0.054003906,2049.0,19.83434,0.0002680228
679936,679936,434,0.0037560333,332,2035.8126857099999,1279.585448026657,0.009936273097991943,3.483921,0.041503906,2049.0,19.960844,-0.0021212366
681984,681984,511,0.0015914958,333,2035.92092237,1284.2963252067566,0.013665914535522461,3.4857564,0.015966797,2049.0,19.744413,0.00016078274
684032,684032,512,0.0024287226,334,2036.03240065,1288.2994470596313,0.006662607192993164,3.4908745,0.021386718,2049.0,19.798498,-0.00046926775
686080,686080,517,0.0033844437,335,2036.0899185700002,1292.2990446090698,-0.016370534896850586,3.4975243,0.03793945,2049.0,19.823376,-0.00029561232
688128,688128,518,0.005144637,336,2036.1918348800004,1296.2609603404999,0.0032759904861450195,3.5081868,0.06640625,2049.0,19.709173,-0.002664614
690176,690176,530,0.005796061,337,2036.2793974300005,1300.2149095535278,0.007674276828765869,3.509477,0.07631836,2049.0,19.411366,-0.003250622
692224,692224,510,0.0065238015,338,2036.3034809100004,1304.0793335437775,0.005608499050140381,3.5067742,0.0902832,2049.0,19.478306,-0.0010556944
694272,694272,415,0.0047860714,339,2036.2396164400006,1308.0945258140564,0.020556867122650146,3.5155406,0.054980468,2049.0,19.267513,-0.0028402333
696320,696320,416,0.006111252,340,2036.0967403900002,1313.024297952652,0.01902604103088379,3.5239997,0.0828125,2049.0,19.337278,-0.0030349756
698368,698368,470,0.002359523,341,2035.9596546700004,1317.9460923671722,0.03472900390625,3.5298424,0.020947266,2049.0,19.154789,-3.473479e-05
700416,700416,472,0.004678261,342,2035.76467848,1322.300305366516,0.03698796033859253,3.5383506,0.054394532,2049.0,19.072294,-0.0005960035
702464,702464,470,0.0051073777,343,2035.5835611900004,1326.6349697113037,0.05225980281829834,3.5404553,0.06723633,2049.0,18.744406,-0.0027583386
704512,704512,485,0.003536559,344,2035.4053749299999,1330.9905421733856,0.032661378383636475,3.5389438,0.0375,2049.0,19.329376,0.00045132954
706560,706560,484,0.006993974,345,2035.2210666599997,1335.214271068573,0.06238621473312378,3.5375736,0.09438477,2049.0,18.596922,-0.0034047621
708608,708608,511,0.0017654023,346,2034.9901947899998,1339.4414517879486,0.0738268494606018,3.5351472,0.012744141,2049.0,18.418194,0.00063808536
710656,710656,530,0.0058159917,347,2034.77407973,1343.4484913349152,0.06906777620315552,3.5367274,0.07358398,2049.0,18.507124,-0.0026725063
712704,712704,525,0.005054528,348,2034.6351276999997,1347.3117170333862,0.04570448398590088,3.5422962,0.062597655,2049.0,18.730667,-0.002251588
714752,714752,525,0.004764548,349,2034.52065802,1351.209546804428,0.0650554895401001,3.5524998,0.05810547,2049.0,18.785877,-0.002068515
716800,716800,520,0.0043864306,350,2034.37252392,1355.1102755069733,0.05999070405960083,3.56364,0.052246094,2049.0,18.69031,-0.0021463367
718848,718848,487,0.004273382,351,2034.1675117600003,1359.0494136810303,0.09158599376678467,3.5642521,0.050732423,2049.0,18.301788,-0.0022653495
720896,720896,485,0.0040456047,352,2033.9381733,1363.2489840984344,0.06972968578338623,3.5631595,0.045410156,2049.0,18.351992,-0.00047080516
722944,722944,521,0.004406248,353,2033.6603763900002,1367.4642145633698,0.12433719635009766,3.565473,0.05258789,2049.0,17.785984,-9.406486e-06
724992,724992,509,0.0011940784,354,2033.37504769,1371.39546251297,0.21125280857086182,3.5713267,0.0087890625,2049.0,16.579609,0.0004949676
727040,727040,508,0.002783592,355,2033.0764121299999,1375.4193060398102,0.18536239862442017,3.58652,0.025292968,2049.0,17.10238,-0.00014504079
729088,729088,502,0.0018155106,356,2032.79447099,1379.4475440979004,0.05164742469787598,3.590859,0.015576172,2049.0,18.638363,-2.1145144e-05
731136,731136,514,0.0024242944,357,2032.56313461,1383.5199980735779,0.10047537088394165,3.5950184,0.025244141,2049.0,17.637753,-0.00013473665
733184,733184,494,0.005106466,358,2032.2504317700002,1387.5021479129791,0.08724570274353027,3.597503,0.06538086,2049.0,17.919992,-0.0013450269
735232,735232,519,0.0044796653,359,2031.9642108,1391.641548871994,0.04465770721435547,3.5893223,0.051074218,2049.0,18.521492,-0.0017776128
737280,737280,475,0.0041936478,360,2031.7035499800002,1395.5885462760925,-0.002041339874267578,3.5880752,0.04736328,2049.0,19.154531,-0.0006094027
739328,739328,505,0.0055124285,361,2031.44582731,1399.9006683826447,0.0670967698097229,3.591367,0.07099609,2049.0,18.50053,-0.0011985928
741376,741376,501,0.0028068512,362,2031.2293433,1403.9499862194061,0.025505483150482178,3.588237,0.028759766,2049.0,19.006285,-0.0010294041
743424,743424,489,0.0032761234,363,2031.0049225799999,1408.034345626831,0.008772850036621094,3.5876663,0.03378906,2049.0,19.148859,-0.0012097933
745472,745472,512,0.0023223197,364,2030.7676666399996,1412.2205264568329,0.06891840696334839,3.582789,0.01826172,2049.0,18.31322,-0.0003916814
747520,747520,517,0.0045571113,365,2030.4701452499999,1416.221339225769,0.002538323402404785,3.5790868,0.052734375,2049.0,19.0924,-0.0015621384
749568,749568,496,0.0031806596,366,2030.21911131,1420.1775879859924,0.052560627460479736,3.5914235,0.034082033,2049.0,18.6164,-0.0012412174
751616,751616,522,0.0042518773,367,2029.91074873,1424.3014645576477,0.02855396270751953,3.592233,0.050439455,2049.0,18.327042,-0.0007431885
753664,753664,525,0.0020470996,368,2029.5217558799998,1428.2215099334717,0.01949441432952881,3.585128,0.0125,2049.0,18.59151,0.0009367483
755712,755712,516,0.008386535,369,2029.1905655599999,1432.1177854537964,0.03191894292831421,3.5802312,0.11357422,2049.0,18.522818,-0.004021176
757760,757760,517,0.0009519579,370,2028.8184240099997,1436.0864412784576,0.05487561225891113,3.589286,0.0073242188,2049.0,18.094841,0.00034546867
759808,759808,493,0.005199925,371,2028.43887601,1440.042940378189,0.06680470705032349,3.592942,0.061035156,2049.0,18.052898,-0.002274786
761856,761856,500,0.0033102878,372,2028.1068986700002,1444.1903433799744,0.012124598026275635,3.5901647,0.032226562,2049.0,18.494684,-0.0009943282
763904,763904,510,0.0010070766,373,2027.73215234,1448.282089471817,0.0408666729927063,3.5893555,0.00546875,2049.0,18.376074,-0.0001329671
765952,765952,487,0.003858735,374,2027.36590761,1452.292189359665,0.035627126693725586,3.5909374,0.041992188,2049.0,18.496754,-0.002789196
768000,768000,491,0.0014300741,375,2027.0443637100002,1456.4968605041504,-0.0028737783432006836,3.606517,0.011914062,2049.0,18.712156,0.00024172815
770048,770048,512,0.0021987087,376,2026.6643317499997,1460.6687366962433,0.02521061897277832,3.6262195,0.020703126,2049.0,18.626343,0.00055593235
772096,772096,520,0.0033069383,377,2026.2693911100002,1464.665111541748,0.02706080675125122,3.6361117,0.03701172,2049.0,18.45808,-0.0011402224
774144,774144,493,0.0035185553,378,2025.91166273,1468.600817680359,0.022463321685791016,3.645062,0.041650392,2049.0,18.612112,-0.0012510645
776192,776192,522,0.0046101427,379,2025.5440210700003,1472.7535302639008,0.012390375137329102,3.648531,0.055322267,2049.0,18.67323,0.000116898984
778240,778240,531,0.0052852393,380,2025.1440916000001,1476.6729896068573,0.01818537712097168,3.6489334,0.06533203,2049.0,18.49094,-0.0012748991
