policy_loss,serial_timesteps,policy_entropy,fps,time_elapsed,value_loss,clipfrac,explained_variance,approxkl,n_updates,total_timesteps,ep_len_mean,ep_reward_mean
-0.006026253,485376,4.9825153,474,993.432070016861,26.914984,0.049951173,0.9135822653770447,0.005044177,237,485376,1330.62,1100.20021881
-0.0077271303,487424,4.996126,483,997.748272895813,2.3953562,0.03618164,0.9870345629751682,0.0037498798,238,487424,1329.26,1099.10227244
-0.0040196995,489472,5.0078893,474,1001.9862778186798,19.766735,0.04160156,0.8571215867996216,0.0036710394,239,489472,1345.91,1114.79085175
-0.0044154297,491520,5.00816,483,1006.3052146434784,40.094284,0.025732422,0.9042369723320007,0.0026838735,240,491520,1294.21,1071.59072801
-0.004027699,493568,5.017755,480,1010.5444085597992,30.863901,0.019189453,0.9131459072232246,0.0018287353,241,493568,1308.79,1087.8256058400002
-0.0011658634,495616,5.0319777,465,1014.808935880661,19.116089,0.012402344,0.8088873624801636,0.00136148,242,495616,1308.79,1088.7732324199999
-0.00575353,497664,5.038001,476,1019.2133202552795,25.403286,0.043066405,0.8655645400285721,0.0039249933,243,497664,1305.73,1087.5741381
-0.0023001803,499712,5.0382876,510,1023.5117917060852,31.9806,0.01640625,0.7930914163589478,0.0017437106,244,499712,1238.88,1021.4432065400001
-0.0061001657,501760,5.039992,491,1027.5250399112701,19.469236,0.03359375,0.8766129687428474,0.0030853455,245,501760,1235.28,1012.84840829
-0.005862776,503808,5.0384607,478,1031.6895895004272,22.55553,0.062353514,0.9070606455206871,0.005243876,246,503808,1250.96,1029.1721889099997
-0.0023696367,505856,5.039893,467,1035.9696714878082,20.776276,0.026367188,0.9123029559850693,0.0028508953,247,505856,1243.71,1024.7179095899999
-0.0011179019,507904,5.042884,489,1040.3538773059845,16.060417,0.047314454,0.48601603507995605,0.0038701682,248,507904,1259.64,1035.05036011
-0.005132932,509952,5.061466,468,1044.5414409637451,20.22838,0.03203125,0.846671998500824,0.0027562468,249,509952,1259.64,1034.38372915
-0.006150092,512000,5.0957565,492,1048.9160406589508,12.607181,0.028857421,0.9438470490276814,0.0024931794,250,512000,1222.09,999.8566638400001
-0.0035687443,514048,5.1032896,464,1053.0769793987274,20.82491,0.026953125,0.8328740298748016,0.0027668073,251,514048,1222.09,999.17796471
