policy_loss,serial_timesteps,policy_entropy,fps,time_elapsed,value_loss,clipfrac,ep_reward_mean,ep_len_mean,explained_variance,approxkl,n_updates,total_timesteps
-0.00607296,2048,6.0634985,432,2.384185791015625e-06,66.93602,0.026611328,79.45263927272728,179.27272727272728,0.27739202976226807,0.0025501538,1,2048
-0.0040220604,4096,6.0699105,440,4.740633726119995,35.091473,0.03339844,75.65616864705882,170.76470588235293,0.8796829655766487,0.0031683177,2,4096
-0.00816975,6144,6.0786185,428,9.394917011260986,56.979656,0.052441407,140.66318063999998,242.68,0.8608517497777939,0.0042569125,3,6144
-0.0076609305,8192,6.09404,450,14.176092386245728,23.421232,0.03754883,130.74555968965515,231.24137931034483,0.7062146961688995,0.0037706303,4,8192
-0.0016263633,10240,6.1018925,456,18.72755718231201,12.743792,0.008251953,168.84402899999998,291.8333333333333,0.849501833319664,0.00093523413,5,10240
-0.0039230133,12288,6.100824,447,23.210753440856934,50.846977,0.02626953,198.86384475,329.9166666666667,0.8078149110078812,0.0025381497,6,12288
-0.009842073,14336,6.1058702,418,27.790392875671387,23.229641,0.05908203,236.85528663157893,369.39473684210526,0.8534354269504547,0.0053772293,7,14336
-0.005824092,16384,6.113382,418,32.681867837905884,24.674055,0.033935547,271.8390625,407.4,0.8596062064170837,0.0031474947,8,16384
-0.0026573364,18432,6.1087976,447,37.5752010345459,14.531473,0.015429688,276.75007523809523,418.0,0.9217831119894981,0.0016872676,9,18432
-0.0034975405,20480,6.105936,432,42.148905992507935,32.484108,0.04458008,303.01843080000003,443.6666666666667,0.8539581149816513,0.0036621639,10,20480
-0.008715002,22528,6.1031966,426,46.88574504852295,3.8912778,0.09536133,327.85139132608697,470.3478260869565,0.9729656931012869,0.0073206276,11,22528
-0.0034743983,24576,6.1026964,398,51.6901433467865,20.48019,0.016210938,360.16880287234045,503.93617021276594,0.8308184295892715,0.001709307,12,24576
-0.0032765544,26624,6.108192,422,56.8267662525177,23.469875,0.035205077,383.1065709591836,530.7755102040817,0.882102720439434,0.003239435,13,26624
-0.003521199,28672,6.110894,410,61.67379403114319,19.85289,0.026611328,412.50984709999994,561.14,0.8261813968420029,0.0025622866,14,28672
-0.0019028792,30720,6.1067786,476,66.66628789901733,24.231482,0.019921875,436.19840913461536,588.8653846153846,0.8620976358652115,0.0018291377,15,30720
-0.0025448808,32768,6.0988708,484,70.96664237976074,19.554407,0.031982422,462.5253514150943,616.4150943396227,0.8207264095544815,0.0029369767,16,32768
-0.003433897,34816,6.085636,441,75.19282150268555,10.973192,0.0421875,477.71640766666667,642.9444444444445,0.4858059883117676,0.0036978114,17,34816
-0.0022979865,36864,6.0878687,455,79.82926988601685,19.890928,0.027978515,502.4458729454545,668.5090909090909,0.8038706481456757,0.00254039,18,36864
-0.0018719768,38912,6.089858,442,84.32536387443542,19.715084,0.027832031,526.2045123928572,693.1607142857143,0.8222685605287552,0.0027025319,19,38912
-0.0024969392,40960,6.091542,459,88.95931434631348,19.791218,0.024560547,548.7313367368421,716.9473684210526,0.8213228583335876,0.0025808201,20,40960
-0.006216327,43008,6.089847,453,93.41360592842102,7.443705,0.050439455,540.4190727413793,707.3448275862069,0.9296458959579468,0.004286226,21,43008
-0.0021711115,45056,6.0710835,463,97.93376612663269,25.484585,0.012402344,554.2670016166667,720.2666666666667,0.8292475938796997,0.0015122049,22,45056
-0.0026497561,47104,6.05968,501,102.34942054748535,34.73923,0.011669922,562.4637921093749,730.71875,0.7748585939407349,0.0012461938,23,47104
-0.0036159088,49152,6.064437,511,106.43141865730286,6.3329353,0.015283203,551.5758555454544,719.9545454545455,0.9722281489521265,0.0018456869,24,49152
-0.0042719394,51200,6.067242,498,110.43612241744995,51.86145,0.021191407,549.6865270281689,720.6760563380282,0.7662594765424728,0.0021318463,25,51200
-0.0027784784,53248,6.0575852,430,114.56040239334106,19.914837,0.036865234,567.4747489027778,739.125,0.7889650464057922,0.0033945516,26,53248
-0.0037847918,55296,6.0568414,474,119.32086229324341,17.798658,0.03149414,548.1747890266668,716.6933333333334,0.9286056905984879,0.0028113655,27,55296
-0.0036905773,57344,6.0616817,484,123.63814520835876,20.350285,0.03339844,565.1521540394738,734.2236842105264,0.8391402214765549,0.002914065,28,57344
-0.0051589943,59392,6.0600705,485,127.86825370788574,21.262842,0.03691406,579.7463004285715,751.2987012987013,0.788771003484726,0.0032444987,29,59392
-0.0023299258,61440,6.053938,425,132.08894753456116,15.525441,0.012597656,585.9020904230771,763.3974358974359,0.8570505082607269,0.0013914243,30,61440
-0.0049596406,63488,6.0444756,466,136.8980016708374,19.997944,0.07905273,602.0149831265824,779.6708860759494,0.746591717004776,0.006018989,31,63488
-0.004110187,65536,6.0356836,405,141.28973126411438,32.135002,0.014746094,614.505269617284,792.6296296296297,0.5391798317432404,0.0014916292,32,65536
-0.0018101397,67584,6.0339985,400,146.34192514419556,24.118443,0.011669922,617.6268016987951,801.144578313253,0.8609814345836639,0.0012471986,33,67584
-0.0042547947,69632,6.0397286,390,151.45613408088684,19.782047,0.039160155,632.530814547619,816.0,0.8021066635847092,0.0033488404,34,69632
-0.0075836466,71680,6.060269,408,156.70594573020935,27.999731,0.059521485,640.3119725697674,823.7325581395348,0.8133705705404282,0.006172921,35,71680
-0.0039035392,73728,6.0638995,429,161.7222385406494,22.84389,0.021240234,650.8455515795456,834.0454545454545,0.8966833502054214,0.002242657,36,73728
-0.007933393,75776,6.061761,492,166.48761534690857,15.698723,0.048828125,642.6676740219782,831.4725274725274,0.832456037402153,0.004060886,37,75776
-0.0024142128,77824,6.05248,465,170.64592814445496,9.607218,0.021777343,636.3162741290324,827.1397849462365,0.9592504091560841,0.0021002535,38,77824
-0.0038210116,79872,6.04599,451,175.04750394821167,37.813896,0.02631836,632.6945246288659,821.5257731958762,0.8839113339781761,0.0031743464,39,79872
-0.0035387594,81920,6.0394964,482,179.58804392814636,11.440934,0.034863282,637.5713466224489,834.0510204081633,0.6239547729492188,0.0029751766,40,81920
0.00059095793,83968,6.0396485,436,183.83126163482666,19.791222,0.028564453,649.9726666363636,846.3232323232323,0.7925007194280624,0.002710504,41,83968
-0.0049860477,86016,6.037208,480,188.52510380744934,13.993246,0.019091796,654.9340394399999,858.35,0.726161539554596,0.0017727751,42,86016
-0.0055099046,88064,6.0215197,414,192.78807187080383,20.009897,0.050341796,672.97021834,877.79,0.7881349623203278,0.0045030573,43,88064
-0.0032035955,90112,6.014717,432,197.73135685920715,25.40311,0.020214844,689.29232508,895.39,0.839944913983345,0.0024960623,44,90112
-0.003928046,92160,6.005402,436,202.46390008926392,20.861618,0.038378906,706.83186211,913.9,0.7710375189781189,0.0039015494,45,92160
-0.003834375,94208,5.9864826,446,207.154217004776,19.85697,0.034863282,720.27129961,932.34,0.7396975755691528,0.0035605386,46,94208
-0.003510236,96256,5.981817,427,211.7434539794922,19.23688,0.04609375,737.1136855399999,950.77,0.822954535484314,0.0040631406,47,96256
-0.0065801553,98304,5.9579573,434,216.5358579158783,19.513348,0.105126955,755.80242834,970.34,0.7293718159198761,0.008607705,48,98304
-0.0018981233,100352,5.9410295,419,221.25398659706116,20.225134,0.042822264,772.50998644,988.56,0.829640805721283,0.0037583788,49,100352
-0.0034559066,102400,5.934945,409,226.13392782211304,19.615992,0.055566408,790.4598938799999,1006.73,0.7512072771787643,0.005339826,50,102400
-0.003063099,104448,5.929163,366,231.1335859298706,11.677451,0.028955078,792.2636206799999,1009.31,0.9048894941806793,0.0027923353,51,104448
-0.0022807328,106496,5.9357276,365,236.7270209789276,20.186604,0.0515625,809.84620591,1027.98,0.7407580018043518,0.004145548,52,106496
-0.0022829599,108544,5.9441495,366,242.33355927467346,20.168907,0.04902344,828.4777621800001,1047.33,0.8168656080961227,0.004296965,53,108544
-0.0068729473,110592,5.966572,362,247.91467142105103,19.617207,0.06499024,846.2649589600001,1066.82,0.7471185922622681,0.005022155,54,110592
-0.004242541,112640,5.979169,365,253.56232023239136,20.711185,0.064013675,864.8078295099999,1086.06,0.761417418718338,0.005255521,55,112640
-0.003932352,114688,5.9740686,438,259.1648778915405,30.20953,0.04018555,884.77652986,1108.94,0.8775806128978729,0.0037272223,56,114688
-0.0026997803,116736,5.9687195,447,263.83686566352844,21.1655,0.028222656,903.4146041099999,1128.27,0.8349346965551376,0.0027982302,57,116736
