policy_entropy,approxkl,ep_len_mean,ep_reward_mean,total_timesteps,n_updates,explained_variance,clipfrac,value_loss,policy_loss,serial_timesteps,time_elapsed,fps
1.406555,0.0037484684,961.3768115942029,383.7525240724637,67584,33,0.4165446162223816,0.04194336,6.7303557,-0.0028828748,67584,146.02794098854065,464
1.4113439,0.0032484927,925.8666666666667,373.94791736,69632,34,0.3095155954360962,0.035253905,29.68925,-0.0044635246,69632,150.43712067604065,439
1.4190599,0.003565187,940.6447368421053,378.84674656578943,71680,35,0.40743571519851685,0.042333983,6.791568,-0.0015546753,71680,155.09728932380676,468
1.418907,0.0035155476,955.038961038961,383.53765089610386,73728,36,0.4429515600204468,0.039941408,5.4276476,-0.0012446914,73728,159.47298455238342,471
1.4104092,0.0025740806,969.0641025641025,387.93807467948716,75776,37,0.42714977264404297,0.023242187,5.9273086,-0.0014260744,75776,163.82134318351746,489
1.4130865,0.004247419,982.7341772151899,392.50224431645563,77824,38,0.39842361211776733,0.05292969,6.0599294,-0.0012972306,77824,168.00830388069153,494
1.4263023,0.002677583,985.8765432098766,394.01110819753086,79872,39,0.28011655807495117,0.026953125,6.843566,-0.00023084335,79872,172.1543414592743,502
1.4285834,0.0024959357,899.6263736263736,368.5800348681319,81920,40,0.17556321620941162,0.027148437,48.887856,-0.0014533971,81920,176.2312195301056,484
1.4306962,0.0045882137,891.9673913043479,366.2208212065218,83968,41,0.40222400426864624,0.05571289,7.280776,-0.0025127486,83968,180.46088981628418,498
1.4293234,0.0042048786,904.4086021505376,370.5877160752689,86016,42,0.42807215452194214,0.049804688,6.310099,-0.0037054971,86016,184.56896567344666,492
1.4293977,0.0012425266,873.23,361.8703570099999,88064,43,0.29840344190597534,0.0065429686,33.558178,-0.00071595487,88064,188.7303261756897,482
1.427269,0.0016515984,884.79,365.17171291000005,90112,44,0.48462510108947754,0.0126953125,10.36357,-0.0009749069,90112,192.97661304473877,450
1.4294955,0.003667647,894.28,367.15216539,92160,45,0.46692585945129395,0.041308593,11.81847,-0.0044655045,92160,197.5280933380127,478
1.429168,0.0033895862,909.49,371.62959546999997,94208,46,0.5736202895641327,0.03779297,4.105343,-0.0027690607,94208,201.8097403049469,516
1.4286821,0.00257607,927.7,377.36860683,96256,47,0.5985831022262573,0.024316406,4.145429,-0.001014885,96256,205.77391386032104,490
1.4255216,0.0020762521,935.35,379.34613169,98304,48,0.6255857050418854,0.014355469,4.478118,2.7813618e-05,98304,209.94644975662231,490
1.435297,0.0048120543,948.55,382.93312903,100352,49,0.648067831993103,0.06088867,3.8472035,-0.0027232661,100352,214.12251710891724,491
1.4461848,0.0049888967,947.81,382.76651294000004,102400,50,0.5835423469543457,0.060595702,5.742997,-0.0034035067,102400,218.29301643371582,497
1.4511918,0.006060262,959.81,386.0058796900001,104448,51,0.6313891410827637,0.07368164,3.6097584,-0.0026291527,104448,222.41413378715515,499
1.4595417,0.00400156,975.18,390.35501483,106496,52,0.6361911296844482,0.045898438,4.4870048,-0.0031201646,106496,226.51804852485657,493
