value_loss,approxkl,explained_variance,ep_reward_mean,serial_timesteps,time_elapsed,ep_len_mean,fps,total_timesteps,n_updates,policy_loss,clipfrac,policy_entropy
9.624114,0.004088641,0.8332773298025131,1266.0405278043477,77824,196.98561072349548,1660.4565217391305,441,77824,38,-0.0039751595,0.043066405,4.9978166
24.5645,0.0032167402,0.8775395303964615,1253.274024875,79872,201.62536478042603,1650.4375,440,79872,39,-0.0038306445,0.037841797,4.999413
19.596537,0.004330064,0.8430555909872055,1262.737490734694,81920,206.27863335609436,1658.5714285714287,420,81920,40,-0.0015307555,0.04926758,5.0042467
20.30352,0.0035542294,0.885158121585846,1274.64702038,83968,211.14424419403076,1666.38,423,83968,41,-0.0027883057,0.043164063,5.0213547
20.142296,0.00481811,0.8715221881866455,1283.1156032549018,86016,215.97980666160583,1673.8823529411766,424,86016,42,-0.0034516423,0.059912108,5.0223327
11.126396,0.0035032765,0.9364910796284676,1268.0486347884614,88064,220.80672597885132,1657.7307692307693,431,88064,43,-0.0039023783,0.035253905,5.0216417
26.253895,0.0023279446,0.9041404575109482,1256.5995665925927,90112,225.5493814945221,1641.2037037037037,417,90112,44,-0.001611728,0.022851562,5.0291414
20.903439,0.0028933622,0.8836809173226357,1264.3356115636363,92160,230.45531058311462,1648.6181818181817,437,92160,45,-0.0017291043,0.02861328,5.0373573
20.019003,0.003495174,0.8897121250629425,1271.4992112857142,94208,235.1330497264862,1655.767857142857,430,94208,46,-0.0032276101,0.03881836,5.037469
19.546799,0.003028451,0.8793283998966217,1278.7036465438596,96256,239.8903613090515,1662.6666666666667,434,96256,47,-0.0008509414,0.030761719,5.0327444
20.153927,0.0035494876,0.8892432227730751,1287.1248923448275,98304,244.6020998954773,1669.3275862068965,449,98304,48,-0.004017992,0.03310547,5.024556
32.782608,0.002853882,0.8709346950054169,1259.0157665409833,100352,249.1541130542755,1637.7540983606557,436,100352,49,-0.0040910174,0.031982422,5.0275283
14.895159,0.002289839,0.9424880295991898,1229.5954549682538,102400,253.84426736831665,1605.063492063492,431,102400,50,-0.0026194123,0.022460938,5.039805
19.955067,0.0064307107,0.8983742222189903,1238.860223125,104448,258.59438610076904,1612.0,408,104448,51,-0.0077974647,0.08710937,5.0516553
20.666265,0.0047865002,0.8815403059124947,1246.428289076923,106496,263.6132037639618,1618.7230769230769,433,106496,52,-0.0034621884,0.061083984,5.0469093
23.647192,0.0031146037,0.9201062545180321,1237.3290741791045,108544,268.3400731086731,1606.8208955223881,437,108544,53,-0.0028292458,0.03540039,5.045246
29.332657,0.002564507,0.893356665968895,1230.5121636956521,110592,273.02448749542236,1597.9710144927535,431,110592,54,-0.0026696401,0.026367188,5.051542
3.382609,0.0038441152,0.9845749652013183,1216.5945679285712,112640,277.76944375038147,1582.6285714285714,431,112640,55,-0.0030418108,0.040771484,5.053052
28.05311,0.0014244439,0.905225433409214,1211.197971138889,114688,282.52098321914673,1575.138888888889,439,114688,56,-0.00022187727,0.012744141,5.054088
36.568344,0.0024520399,0.8805623799562454,1193.5520719066665,116736,287.1774916648865,1553.8933333333334,425,116736,57,-0.0016046468,0.025195312,5.0575533
20.10808,0.00341031,0.8895272389054298,1201.383132592105,118784,291.9920060634613,1560.407894736842,421,118784,58,0.0005878434,0.038183592,5.0768623
8.361007,0.0036285874,0.9596031233668327,1189.128792064935,120832,296.85012698173523,1546.9610389610389,423,120832,59,-0.0036097053,0.03696289,5.0859747
20.168663,0.0066133263,0.888109602034092,1196.6761292692306,122880,301.68149065971375,1553.3974358974358,412,122880,60,-0.005090979,0.09082031,5.0812535
21.175549,0.004855161,0.8556744754314423,1204.0739523037973,124928,306.64230465888977,1559.6708860759493,421,124928,61,-0.0029143696,0.043652344,5.074645
20.279404,0.0056186425,0.8877594396471977,1211.7940063375002,126976,311.5002932548523,1565.7875,422,126976,62,-0.0029092778,0.07626953,5.070779
28.999329,0.0017675873,0.8406012058258057,1207.7640811341464,129024,316.34683537483215,1559.5731707317073,460,129024,63,-0.0024240748,0.017089844,5.07146
21.557795,0.0019738318,0.8375840783119202,1210.9729912891567,131072,320.7930521965027,1565.4698795180723,478,131072,64,-0.0014431317,0.018408203,5.068527
20.923336,0.0032072864,0.8585690706968307,1215.107759202381,133120,325.0766763687134,1571.2261904761904,439,133120,65,-0.0027595575,0.034863282,5.0624576
13.189507,0.0077035925,0.7497304081916809,1215.5593467647059,135168,329.73426485061646,1576.8470588235293,452,135168,66,-0.0046635387,0.09438477,5.0604763
20.09266,0.0029111465,0.8929108306765556,1218.801457232558,137216,334.261745929718,1582.3372093023256,438,137216,67,-0.0012682383,0.027001953,5.0536566
20.312256,0.005877262,0.8842979669570923,1225.394454597701,139264,338.92841696739197,1587.7011494252874,431,139264,68,-0.004103384,0.06503906,5.0445633
20.42976,0.0025158147,0.8686034977436066,1227.1335907045454,141312,343.6790041923523,1592.9431818181818,448,141312,69,-0.0029396755,0.027050782,5.034821
20.059866,0.0063663004,0.8720489144325256,1233.7734379550561,143360,348.24424028396606,1598.0674157303372,418,143360,70,-0.0020429015,0.072753906,5.040351
19.45153,0.0041496097,0.8710445612668991,1240.1518702666667,145408,353.14284801483154,1603.0777777777778,410,145408,71,-0.0024182317,0.046826173,5.0433455
19.276966,0.007184823,0.8851746916770935,1246.4949924945054,147456,358.13006043434143,1607.978021978022,409,147456,72,-0.0056603616,0.09101562,5.0244627
20.53012,0.0037780944,0.8784050494432449,1252.401049695652,149504,363.1273262500763,1612.7717391304348,417,149504,73,-0.0028322903,0.039501954,5.0147038
30.18481,0.0027277884,0.8798037469387054,1246.2899655531915,151552,368.0294449329376,1604.9468085106382,413,151552,74,-0.0015479204,0.026220703,5.008973
20.43125,0.004976741,0.8803344443440437,1252.1887123578947,153600,372.98546147346497,1609.621052631579,427,153600,75,-0.0031251148,0.058007814,5.0075803
20.224766,0.0037182402,0.8889262825250626,1257.0909163958333,155648,377.7828457355499,1614.1979166666667,423,155648,76,-0.0018965229,0.037109375,5.007284
26.314386,0.0022590472,0.8894142583012581,1252.521367,157696,382.6198675632477,1608.7551020408164,426,157696,77,-0.0004782371,0.02060547,5.0019917
19.620047,0.0039230087,0.8857370093464851,1257.827167616162,159744,387.4256625175476,1613.20202020202,425,159744,78,-0.001603383,0.042529296,5.018869
20.091759,0.006142582,0.876877672970295,1263.0411512,161792,392.24149465560913,1617.56,419,161792,79,-0.0036709227,0.07880859,5.0342045
2.9625866,0.0025526783,0.9878830257803202,1264.9222553900001,163840,397.1277377605438,1620.52,375,163840,80,-0.005176762,0.029736329,5.044824
19.943966,0.0033739493,0.8677754998207092,1265.2796264,165888,402.5787720680237,1620.52,378,165888,81,-0.0014470747,0.036816407,5.050383
19.837704,0.0037845199,0.8743808567523956,1280.9157366200002,167936,407.99441385269165,1635.72,419,167936,82,-0.0005125798,0.04458008,5.0399275
20.258484,0.0033667576,0.8825925886631012,1281.37485859,169984,412.88118505477905,1635.72,428,169984,83,-0.0022059442,0.034765624,5.035914
20.619242,0.004607204,0.8813421726226807,1281.01500097,172032,417.6629853248596,1635.72,432,172032,84,-0.004898746,0.06196289,5.028789
32.52462,0.0047107814,0.8728592693805695,1276.1911045000002,174080,422.403293132782,1621.38,434,174080,85,-0.0046719294,0.052490234,5.0331583
19.316738,0.0038110383,0.8748438358306885,1276.25926684,176128,427.1212844848633,1621.38,413,176128,86,-0.0014176948,0.04741211,5.0496697
20.158306,0.009437854,0.8740700036287308,1276.67712839,178176,432.06960105895996,1621.38,429,178176,87,-0.0068666087,0.13198242,5.054721
37.300148,0.0048399074,0.8823684006929398,1268.23393515,180224,436.83877778053284,1608.09,442,180224,88,-0.0052721547,0.050488282,5.0717154
21.424261,0.0015340697,0.9109257310628891,1243.1761807100002,182272,441.4675278663635,1577.21,433,182272,89,-0.002049767,0.014111328,5.084079
21.881216,0.0020587586,0.8819085583090782,1243.5044934599998,184320,446.187379360199,1577.21,434,184320,90,-0.0017739901,0.019238282,5.0805554
20.999317,0.0017014664,0.871997520327568,1239.8569024699998,186368,450.89669966697693,1577.21,450,186368,91,-0.0019743312,0.016210938,5.0764713
40.66512,0.0035780724,0.8633088022470474,1213.1748384799998,188416,455.4482617378235,1544.96,440,188416,92,0.00029872166,0.03017578,5.0830345
11.810877,0.0016682965,0.9247860461473465,1186.2991493,190464,460.0959851741791,1519.35,466,190464,93,-0.0042874618,0.016552735,5.0943527
31.596426,0.005096321,0.8680615574121475,1189.83913298,192512,464.48884105682373,1524.72,427,192512,94,-0.0026455645,0.04711914,5.1049466
18.704693,0.0035612774,0.7943204194307327,1177.8190559000002,194560,469.27620029449463,1514.29,475,194560,95,-0.0035408721,0.038378906,5.115931
19.593845,0.0025139463,0.8668204098939896,1177.20132173,196608,473.5869116783142,1514.29,430,196608,96,-0.0001222667,0.028320312,5.1265025
19.644392,0.0026814812,0.8837716728448868,1182.7353842300001,198656,478.3454496860504,1514.29,414,198656,97,-0.0012506687,0.024072265,5.1231165
27.525772,0.0037507457,0.8855181857943535,1172.78125971,200704,483.28702425956726,1498.99,414,200704,98,-0.0047408,0.040722657,5.1070757
20.593891,0.0026921534,0.8191352337598801,1154.31307972,202752,488.2296304702759,1473.68,460,202752,99,-0.0057194293,0.029150391,5.1055355
19.71848,0.004246923,0.8766180276870728,1153.61257208,204800,492.6808867454529,1473.68,436,204800,100,-0.001911271,0.048339844,5.106846
7.273834,0.0030533976,0.9636575058102608,1142.13954714,206848,497.3775155544281,1455.83,450,206848,101,-0.0038237416,0.033203125,5.108064
31.214361,0.0022956263,0.8459410816431046,1133.88463292,208896,501.9248640537262,1443.83,459,208896,102,-0.0021841929,0.024609376,5.107362
20.191576,0.0022326622,0.8861934691667557,1133.05224096,210944,506.38440990448,1443.83,427,210944,103,0.00014344059,0.020117188,5.099809
20.202919,0.0057459674,0.8765106275677681,1135.98429097,212992,511.1788010597229,1443.83,436,212992,104,-0.0019188679,0.06918945,5.084306
27.126698,0.002638849,0.9011082500219345,1145.84820853,215040,515.8711626529694,1452.72,434,215040,105,-0.002549368,0.026904296,5.080901
19.660591,0.0044576083,0.8741792440414429,1148.6809354400002,217088,520.5832970142365,1452.72,433,217088,106,-0.0013728993,0.056933593,5.0768495
26.20119,0.00243534,0.8813116773962975,1134.9774314400001,219136,525.310544013977,1438.23,421,219136,107,-0.0047520055,0.025830079,5.081597
19.599224,0.007776073,0.8878856524825096,1150.48749227,221184,530.1702756881714,1454.34,436,221184,108,-0.0064072935,0.10498047,5.097251
22.063671,0.0016768535,0.8205057978630066,1161.4585641100002,223232,534.8650002479553,1468.31,460,223232,109,-0.0027904857,0.015136719,5.102905
3.630011,0.0024729206,0.9858682816848159,1149.77369871,225280,539.3139002323151,1453.37,433,225280,110,-0.0026721437,0.027734375,5.1104107
37.490402,0.003284524,0.8513281792402267,1133.41925815,227328,544.0398335456848,1436.74,446,227328,111,-0.0032547698,0.024902344,5.1315045
23.973322,0.0022886558,0.8603832870721817,1104.18603846,229376,548.6278657913208,1406.48,464,229376,112,-0.0027443117,0.02216797,5.1417613
20.223526,0.0034860983,0.8895387724041939,1120.9310601,231424,553.0412721633911,1423.23,418,231424,113,-0.0021702987,0.034375,5.1378927
19.743038,0.0040262644,0.8805493265390396,1121.92828412,233472,557.933299779892,1423.23,424,233472,114,-0.00014121467,0.047314454,5.1303377
20.249392,0.0063599558,0.8907399252057076,1123.27363917,235520,562.7612357139587,1423.23,410,235520,115,-0.002657689,0.077539064,5.146281
26.938776,0.0021284486,0.8267139494419098,1081.64281468,237568,567.7475380897522,1379.34,465,237568,116,-0.0019371526,0.019042969,5.156509
14.051313,0.0025620551,0.9134567305445671,1082.13433362,239616,572.1440088748932,1380.37,472,239616,117,-0.0027142284,0.023535157,5.1563883
24.564266,0.0045038396,0.9047926366329193,1066.5809271900002,241664,576.4763162136078,1363.9,427,241664,118,-0.0045441217,0.055371094,5.166227
21.551199,0.0023695442,0.8654941916465759,1065.34946241,243712,581.2651085853577,1363.9,452,243712,119,-0.0029777451,0.024072265,5.166991
18.483051,0.0023455606,0.8202233910560608,1053.02974701,245760,585.794474363327,1352.47,481,245760,120,-0.002459389,0.0265625,5.1626496
20.278456,0.005050092,0.880134679377079,1067.94980729,247808,590.0452952384949,1367.72,429,247808,121,-0.0028627994,0.06074219,5.1736274
23.365578,0.0026053744,0.8962504714727402,1066.6466771900004,249856,594.8129224777222,1364.22,425,249856,122,-0.002664106,0.026806641,5.190675
7.990203,0.0029636442,0.9639924913644791,1050.67022601,251904,599.6252346038818,1347.42,483,251904,123,-0.0022297692,0.03564453,5.1973963
26.744354,0.004160418,0.9126484096050262,1051.30696935,253952,603.8607075214386,1348.74,435,253952,124,-0.002735217,0.047607422,5.198247
8.424832,0.0033178802,0.9714447595179081,1035.72869112,256000,608.5594885349274,1333.14,456,256000,125,-0.0045113335,0.038232423,5.1996155
29.314611,0.002685659,0.8810882270336151,1019.4665865,258048,613.0535068511963,1317.6,446,258048,126,-0.0015993502,0.029882813,5.1904716
20.22883,0.0070237266,0.8731238394975662,1018.1240162400001,260096,617.6400935649872,1317.6,421,260096,127,-0.0048767915,0.0915039,5.1764555
26.343594,0.0043291273,0.9020697548985481,1022.9719548300002,262144,622.5009002685547,1319.3,435,262144,128,-0.0034833618,0.051074218,5.165786
3.223909,0.004485793,0.9853007150813937,1009.96286335,264192,627.2088315486908,1304.02,436,264192,129,-0.0012046427,0.041064452,5.168949
20.49405,0.0054902164,0.9044114574790001,1015.6405774900002,266240,631.8981816768646,1304.02,434,266240,130,-0.004111694,0.06708984,5.168575
21.576511,0.002836602,0.8875641152262688,1017.7320644800003,268288,636.6119713783264,1304.02,443,268288,131,-0.0032478063,0.026123047,5.162827
20.832325,0.0057280893,0.8807176053524017,1016.8095466000002,270336,641.2312602996826,1304.02,418,270336,132,-0.0016801155,0.075927734,5.1652822
19.514257,0.0041430336,0.8871869146823883,1020.5664899300001,272384,646.1280851364136,1304.02,442,272384,133,-0.001824261,0.050830077,5.172263
5.428436,0.0038714975,0.9245311170816422,1017.39444556,274432,650.7588758468628,1302.82,459,274432,134,-0.0032917154,0.04550781,5.1663427
10.4163,0.0045415866,0.9397046715021133,1011.9304954100002,276480,655.2209429740906,1302.82,425,276480,135,-0.0054247743,0.0496582,5.1577597
17.590757,0.0021890928,0.8398580700159073,996.9805329299999,278528,660.0335533618927,1289.04,472,278528,136,-0.0035611473,0.02446289,5.1566114
11.772564,0.004324815,0.7212283909320831,992.5785801099998,280576,664.3722023963928,1289.04,460,280576,137,-0.0028629913,0.051513672,5.1540146
11.331815,0.0032066957,0.7781217247247696,1002.5716458600001,282624,668.8228921890259,1305.12,453,282624,138,-0.0040336894,0.03642578,5.147224
10.778431,0.00465628,0.9398301988840103,996.89868785,284672,673.3408260345459,1305.12,432,284672,139,-0.0028465413,0.057275392,5.17119
20.331867,0.0039401883,0.874130442738533,997.7856338400001,286720,678.0772466659546,1305.12,440,286720,140,-0.002694394,0.048583984,5.1893554
17.199598,0.003708668,0.8639014214277267,992.3491128000002,288768,682.7292692661285,1303.91,448,288768,141,-0.0019128677,0.040283203,5.195348
19.826527,0.0044072727,0.875050462782383,992.03848909,290816,687.2985603809357,1303.91,437,290816,142,-0.0023689945,0.04638672,5.2076607
11.226248,0.0058061136,0.863539382815361,986.8601817700002,292864,691.9806826114655,1303.91,426,292864,143,-0.0033967067,0.06704102,5.210883
19.580217,0.0032065716,0.8965437114238739,1001.9279558000001,294912,696.7823281288147,1319.74,432,294912,144,-0.0018789315,0.035058595,5.216691
20.788713,0.0019105539,0.8821399211883545,999.3984718500002,296960,701.5182595252991,1319.74,430,296960,145,-0.0027180393,0.017236328,5.221828
11.272585,0.003896366,0.8030791133642197,993.7763746700002,299008,706.2738564014435,1319.74,458,299008,146,-0.0027407529,0.043115236,5.2172422
10.494815,0.0030710236,0.7882478833198547,988.5679177100002,301056,710.7447175979614,1319.74,476,301056,147,-0.00023658019,0.03564453,5.2180424
2.215146,0.0025127637,0.9855785630643368,985.6250316600001,303104,715.0448143482208,1319.4,471,303104,148,-0.004713889,0.02758789,5.2191153
21.297953,0.0022903834,0.8657243400812149,983.6289970000001,305152,719.3879134654999,1319.4,458,305152,149,-0.004042775,0.022314453,5.21801
17.86192,0.005031401,0.8970530703663826,997.67258091,307200,723.8568494319916,1333.74,424,307200,150,-0.0015931384,0.061767578,5.206879
19.327618,0.0032631312,0.8896937519311905,997.54763865,309248,728.68709897995,1333.74,432,309248,151,-0.0017664463,0.034082033,5.191154
19.871727,0.0040498516,0.9138358905911446,996.86574635,311296,733.4211280345917,1333.74,426,311296,152,-0.0023953796,0.044433594,5.187456
20.815111,0.0013045841,0.8379617482423782,992.4046796899999,313344,738.2268328666687,1333.74,469,313344,153,-0.0013576131,0.011376953,5.1938434
18.841568,0.00345091,0.8972557559609413,1007.88865181,315392,742.5938158035278,1350.62,425,315392,154,-0.0015316708,0.032470703,5.1867166
20.664686,0.0036112093,0.8777873739600182,1022.5690967,317440,747.4096279144287,1365.9,420,317440,155,0.0002076365,0.039257813,5.1890965
20.432636,0.002406687,0.893540658056736,1037.14959838,319488,752.276120185852,1381.15,430,319488,156,-0.0013080246,0.025732422,5.200428
23.641222,0.003047939,0.9230007603764534,1036.1456100300002,321536,757.0380234718323,1381.58,432,321536,157,-0.004132019,0.031591795,5.1995044
5.35946,0.0022766136,0.9767160825431347,1024.0081345,323584,761.7771260738373,1364.98,421,323584,158,-0.0027244198,0.024365235,5.203967
40.66472,0.0024515246,0.7507596015930176,1020.11111938,325632,766.6386938095093,1359.05,457,325632,159,-0.0040380917,0.028076172,5.217269
18.885265,0.0020864753,0.8568968176841736,1003.9187571199999,327680,771.1131408214569,1341.99,463,327680,160,-0.0030209206,0.020019531,5.223088
24.00146,0.0033139226,0.9135056361556053,1014.35793661,329728,775.5337038040161,1351.79,446,329728,161,-0.004065683,0.039404295,5.222596
12.364071,0.0029841778,0.9505360051989555,985.3110286900001,331776,780.125171661377,1322.16,441,331776,162,-0.0038057151,0.029248048,5.225378
26.445831,0.0027476796,0.8994136527180672,984.7769954,333824,784.7661488056183,1322.07,458,333824,163,-0.0032285438,0.02993164,5.221424
20.01646,0.0061936327,0.8732593059539795,1000.2875078599999,335872,789.2298760414124,1338.77,422,335872,164,-0.0030973465,0.08242188,5.2153463
5.5821743,0.0030431743,0.9714214634150267,1004.3872510799998,337920,794.0803370475769,1344.13,443,337920,165,-0.0070666643,0.032080077,5.2109923
20.200874,0.004675829,0.8765420392155647,1019.8717089199996,339968,798.7020123004913,1359.74,419,339968,166,-0.0024209723,0.061572265,5.205677
28.219494,0.0041896375,0.904953695833683,1007.4604559899999,342016,803.5901274681091,1346.49,435,342016,167,-0.0045408104,0.04897461,5.2056856
19.978827,0.004999497,0.8842012882232666,1019.9706930699998,344064,808.2981550693512,1358.49,408,344064,168,-0.0008959548,0.06391601,5.213573
21.029825,0.002853482,0.9132062494754791,975.5085068700001,346112,813.3074407577515,1314.17,462,346112,169,-0.002611238,0.030273438,5.2162657
24.34726,0.0044925576,0.9209047555923462,974.1482641800001,348160,817.7403571605682,1311.6,428,348160,170,-0.0041071665,0.055322267,5.21614
21.899746,0.0020764035,0.8596875220537186,971.2733801600001,350208,822.516749382019,1311.6,479,350208,171,-0.0029246244,0.019824218,5.2176013
8.262907,0.002107885,0.9547283500432968,974.17964946,352256,826.7906210422516,1316.45,444,352256,172,-0.0015339016,0.023339843,5.2196703
20.607481,0.0052309735,0.8818832486867905,973.72378951,354304,831.3940260410309,1316.45,436,354304,173,-0.0027764076,0.060058594,5.219651
20.271284,0.004886828,0.884665310382843,977.4326783700001,356352,836.0888228416443,1316.45,423,356352,174,-0.005052303,0.058544923,5.2161126
27.967026,0.003377221,0.8736562728881836,979.4486954799999,358400,840.9302110671997,1320.09,437,358400,175,-0.0040562516,0.03564453,5.2182326
6.3050814,0.0024206992,0.9713518284261227,980.3617405299999,360448,845.6091630458832,1321.88,439,360448,176,-0.0021056966,0.018945312,5.22438
20.673262,0.004060368,0.874530017375946,994.36948492,362496,850.2682929039001,1335.85,448,362496,177,-0.0030205005,0.049560547,5.2262764
20.813288,0.0057512643,0.8937928825616837,1006.29697604,364544,854.8337337970734,1347.84,441,364544,178,-0.00359018,0.07304688,5.2369576
24.611456,0.0016398926,0.8910317271947861,1023.8142326200001,366592,859.4748177528381,1367.78,469,366592,179,-0.0023365268,0.015283203,5.246356
20.12217,0.0053193425,0.8818214759230614,1022.8026213400001,368640,863.8412435054779,1367.78,433,368640,180,-0.0038850822,0.067675784,5.242503
20.761318,0.008622919,0.8826555013656616,1022.6628840599999,370688,868.5649700164795,1367.78,432,370688,181,-0.0056554256,0.12319336,5.2352457
23.793818,0.0049695726,0.9260519444942474,1021.4618168500002,372736,873.3018507957458,1367.47,446,372736,182,-0.003147944,0.04560547,5.231247
9.752939,0.0015712433,0.938141081482172,1021.85710346,374784,877.8892076015472,1368.7,493,374784,183,-0.0020632665,0.01640625,5.233565
21.805004,0.003427262,0.9314878061413765,1034.46761569,376832,882.036327123642,1380.77,443,376832,184,-0.0001027809,0.03691406,5.236982
4.530392,0.0018904296,0.977885914966464,1036.4995337600003,378880,886.655731678009,1383.52,443,378880,185,-0.0033847068,0.018798828,5.2447925
22.857737,0.00300628,0.9204959869384766,1035.49229491,380928,891.269935131073,1384.57,441,380928,186,-0.0013496752,0.033251952,5.2471905
24.64874,0.0028447693,0.9168141707777977,1037.1453147999998,382976,895.9119672775269,1384.58,452,382976,187,-0.0009700785,0.021923829,5.2452307
19.615942,0.0055051344,0.8770779073238373,1050.04657581,385024,900.4402582645416,1396.89,457,385024,188,-0.003198855,0.066552736,5.244325
8.477923,0.0017863059,0.9574221223592758,1036.86843119,387072,904.9215672016144,1384.1,470,387072,189,-0.0052449377,0.018310547,5.239296
19.396584,0.003925866,0.88322763890028,1034.67339838,389120,909.2747938632965,1384.1,445,389120,190,-0.0008919486,0.047558594,5.243023
21.854246,0.0028005324,0.887445904314518,1051.9007831200001,391168,913.8763780593872,1402.32,449,391168,191,-0.002180728,0.027148437,5.245996
