#{"t_start": 1742839482.0867333, "env_id": null}
r,l,t
142.465362,755,1.912482
97.485528,505,2.648937
108.755833,559,3.460577
72.850788,392,4.5251
131.179927,614,5.401175
109.597022,568,6.188191
268.545729,1202,8.21625
163.322838,777,9.337071
463.923249,2049,12.574184
193.386334,873,14.155372
465.98594,2049,17.422318
163.557204,795,18.582132
491.035277,2049,21.823303
568.101884,2049,25.175285
580.210941,2049,28.554465
517.180721,2049,31.779383
493.50054,2049,35.137232
460.894276,2049,38.488545
481.167494,2049,41.85241
545.282705,2049,45.166866
503.352875,2049,48.384154
544.316135,2049,51.665479
533.475087,2049,55.024382
625.031582,2049,58.41272
602.624149,2049,61.837405
597.812728,2049,65.187818
506.500047,2049,68.363739
538.210153,2049,71.582141
593.923049,2049,74.886444
531.352412,2049,78.190311
548.998904,2049,81.379602
542.940551,2049,84.577797
516.148295,2049,87.721498
620.697472,2049,91.092261
592.791528,2049,94.350988
628.131311,2049,97.673417
535.124654,2049,100.87729
568.748691,2049,104.112031
545.671806,2049,107.346154
556.485989,2049,110.642149
542.480605,2049,113.882458
565.289303,2049,117.16547
588.363975,2049,120.430542
591.016693,2049,123.722994
573.79904,2049,126.997715
559.451171,2049,130.324348
621.902386,2049,133.705976
628.244168,2049,137.147194
482.747431,1695,139.955917
255.407247,977,141.391071
388.042596,1593,144.00719
287.948718,1251,146.094041
316.983683,1270,147.896481
216.127347,785,149.383959
144.273521,580,150.247167
181.413385,716,151.312792
102.434117,436,151.984025
161.838706,625,153.282673
155.655818,645,154.278938
516.585551,2049,157.695058
545.361812,2049,160.983237
560.404698,2049,164.284143
565.82372,2049,167.660054
563.207031,2049,171.04332
649.62064,2049,174.546898
651.091601,2049,177.968124
628.470278,2049,181.344711
664.289418,2049,184.740654
626.96183,2049,188.098411
670.080576,2049,191.506252
677.486363,2049,194.935528
689.535897,2049,198.360006
697.11558,2049,201.854844
725.804894,2049,205.338935
722.491165,2049,208.778308
706.15283,2049,212.250509
697.519144,2049,215.696541
669.789352,2049,219.172926
676.703074,2049,222.586193
701.517094,2049,226.062356
748.19139,2049,229.505805
701.12994,2049,233.104995
731.186003,2049,236.581486
750.17077,2049,239.955617
803.635859,2049,243.382831
742.357087,2049,246.841738
791.792754,2049,250.301273
761.509403,2049,253.784786
790.311505,2049,257.388443
827.951516,2049,260.893361
826.72823,2049,264.328285
753.346296,2049,267.800255
794.261889,2049,271.192697
708.086211,2049,274.67653
591.400824,1510,277.392097
821.611408,2049,280.838496
755.200914,2049,284.241236
734.404059,2049,287.657725
821.983373,2049,291.132379
271.966491,849,292.3981
355.798133,1079,294.359276
787.403655,2049,297.814434
760.425439,2049,301.280143
751.15861,2049,304.73207
483.503926,1391,306.851823
581.915449,1510,309.499502
800.49978,2049,312.867539
829.923252,2049,316.324166
866.578947,2049,319.674716
807.69973,2049,323.076417
944.587564,2049,326.436241
929.617734,2049,329.919105
925.246992,2049,333.271402
987.160699,2049,336.582502
928.215599,2049,339.943172
324.357632,792,341.431612
301.018913,737,342.556056
194.11389,526,343.374018
273.612194,662,344.695739
1025.594448,2049,347.931842
304.686743,709,348.991657
599.812337,1290,351.169989
439.175091,927,352.489455
1042.293223,2049,355.668229
333.413961,784,356.841206
953.279578,2049,360.117796
671.685546,1369,362.410568
937.402045,1875,365.4041
232.559662,508,366.122144
439.030914,1023,367.899822
233.471698,515,368.638256
505.823318,1099,370.256315
439.009898,942,371.928552
170.379113,430,372.552475
296.74453,740,373.962884
229.313691,600,374.853766
1019.116614,2049,378.152767
192.624684,465,378.827452
970.074313,1876,381.820313
294.251358,690,382.800165
463.614312,929,384.42095
225.731773,517,385.154532
1043.956352,2049,388.394808
328.948485,721,389.408829
925.786766,1757,392.210224
1023.582614,2002,395.334868
258.133135,645,396.61165
159.803,394,397.197875
335.515988,714,398.224152
421.751858,877,399.501424
326.704937,696,400.835683
389.042943,842,402.06323
359.727299,732,403.439106
266.191206,588,404.3355
230.764672,530,405.10104
449.244371,957,406.791799
231.47683,512,407.531497
1055.820497,2049,410.843923
