serial_timesteps,ep_reward_mean,approxkl,clipfrac,time_elapsed,policy_entropy,fps,value_loss,ep_len_mean,policy_loss,explained_variance,n_updates,total_timesteps
985088,753.6549192900001,0.0065127052,0.07011719,1609.5952088832855,2.9920511,563,14.331322,1090.45,-0.0051601264,0.543310672044754,481,985088
987136,754.5953245100001,0.006858145,0.08598633,1613.229732990265,2.9939907,584,10.715201,1090.45,-0.0032769088,0.6370494067668915,482,987136
989184,754.7388930099999,0.004989147,0.055322267,1616.7355380058289,2.9824939,572,12.77635,1090.45,-0.0016048932,0.6843411028385162,483,989184
991232,754.64440164,0.0059448476,0.068310544,1620.3144116401672,2.9818268,590,11.6559105,1090.45,-0.006002851,0.5007203817367554,484,991232
993280,754.76658176,0.005242549,0.06362305,1623.782726764679,2.980904,573,9.610751,1090.45,-0.0036122508,0.7638411372900009,485,993280
995328,586.0077936399999,0.0059863008,0.060058594,1627.35435962677,2.9735188,601,96.394646,854.14,-0.00149275,0.5204417705535889,486,995328
997376,599.7292700499999,0.0072230296,0.095458984,1630.7588539123535,2.9657207,566,9.7385845,874.25,-0.0037970326,0.6866063475608826,487,997376
999424,599.95096223,0.0062991567,0.07338867,1634.3749520778656,2.9599762,596,25.530832,874.39,-0.009215714,0.6552892029285431,488,999424
1001472,599.99452112,0.005590588,0.06352539,1637.8095779418945,2.9632337,597,21.49284,874.54,-0.0019125931,0.5110312402248383,489,1001472
1003520,585.0028077600001,0.0077592866,0.08779297,1641.236498594284,2.967847,570,10.408075,853.49,-0.005314512,0.7308737933635712,490,1003520
1005568,594.5278266700001,0.0045931647,0.054101564,1644.8277158737183,2.9596012,571,11.929921,866.42,-0.003020178,0.7028375267982483,491,1005568
1007616,609.1299648300001,0.0044320477,0.04892578,1648.4130291938782,2.9684072,600,11.516439,884.98,-0.003865666,0.7350461184978485,492,1007616
1009664,608.35267256,0.005011897,0.06137695,1651.8223767280579,2.9783316,593,16.597837,885.66,-0.0058102636,0.7152568697929382,493,1009664
1011712,622.35908351,0.004668302,0.0519043,1655.2712042331696,2.9818616,553,10.693485,904.99,-0.004713194,0.6861594915390015,494,1011712
1013760,623.18952422,0.005742129,0.07197265,1658.973692893982,2.9859142,590,10.538891,904.99,-0.0039874977,0.745370626449585,495,1013760
1015808,593.9297690799999,0.0041556745,0.046826173,1662.443232536316,2.9963639,574,22.715332,865.63,-0.0021032656,0.7171279191970825,496,1015808
1017856,594.1458070199999,0.0054367776,0.064013675,1666.0079090595245,3.01125,583,10.216669,865.63,-0.005529286,0.6649092137813568,497,1017856
1019904,607.72595393,0.004255063,0.050146483,1669.5159492492676,3.0208802,586,10.143596,884.75,-0.0031608876,0.6931828856468201,498,1019904
1021952,621.0159454300001,0.0038060613,0.039160155,1673.0102853775024,3.0123756,565,9.192819,904.9,-0.0022150823,0.7912233620882034,499,1021952
1024000,636.12955973,0.0064732516,0.079638675,1676.6349034309387,3.0144224,572,13.407901,924.96,-0.0057589556,0.45014214515686035,500,1024000
1026048,649.39512932,0.0042470535,0.049609374,1680.2125198841095,3.021879,578,13.539332,943.4,-0.0030224475,0.6311051547527313,501,1026048
1028096,650.24651327,0.00618728,0.0668457,1683.7513875961304,3.0252166,585,12.638474,943.4,-0.005049427,0.5828284919261932,502,1028096
1030144,649.8950832099999,0.002801695,0.027294923,1687.2520298957825,3.0237935,573,14.010434,943.4,-0.0020194603,0.5187912285327911,503,1030144
1032192,636.68771371,0.004621471,0.05859375,1690.8250234127045,3.0337276,586,24.132244,925.02,-0.008508194,0.749089777469635,504,1032192
1034240,638.00103012,0.0033729072,0.03100586,1694.315396308899,3.048457,563,23.562555,924.79,-0.0032378477,0.6403264701366425,505,1034240
1036288,653.14531225,0.0046699233,0.05673828,1697.9519021511078,3.051088,565,12.7696705,944.83,-0.0054416186,0.7220208644866943,506,1036288
1038336,668.57204108,0.0036960233,0.038623046,1701.5745782852173,3.0504363,567,11.272434,964.16,-0.005029148,0.7054139375686646,507,1038336
1040384,682.69248354,0.0055603776,0.07133789,1705.1829617023468,3.0595329,574,11.857793,983.37,-0.0027396416,0.6172281503677368,508,1040384
1042432,690.15348108,0.0043091616,0.04633789,1708.7493855953217,3.080336,576,60.39402,989.49,-0.00463389,0.5988540947437286,509,1042432
1044480,704.5982284500001,0.0039437665,0.040771484,1712.3010952472687,3.1091986,562,15.6375885,1008.32,-0.0017247392,0.7178385853767395,510,1044480
1046528,719.420434,0.0054840026,0.064892575,1715.944156885147,3.1175263,563,12.916913,1027.57,-0.0026416793,0.6642591953277588,511,1046528
1048576,721.4296265900001,0.003080769,0.031152343,1719.578510761261,3.1122687,555,15.262054,1027.57,-0.0031377475,0.6112666726112366,512,1048576
1050624,722.24922544,0.0054396912,0.06333008,1723.263941526413,3.1065087,573,13.502017,1027.57,-0.004453174,0.6309766471385956,513,1050624
1052672,737.2780915600001,0.004531816,0.051220704,1726.836865901947,3.10967,573,13.77164,1046.87,-0.0039924365,0.5201788544654846,514,1052672
1054720,737.3205698600001,0.0043052095,0.04838867,1730.411544084549,3.1169086,571,12.549142,1046.87,-0.0033550668,0.5192736685276031,515,1054720
1056768,738.4658520600001,0.0037401556,0.04086914,1733.9980945587158,3.121887,560,13.471689,1046.87,-0.0018925223,0.7357263565063477,516,1056768
1058816,734.3602997,0.0052681854,0.057617188,1737.6550674438477,3.1197999,567,8.844319,1040.75,-0.007816708,0.7834000885486603,517,1058816
1060864,735.85441831,0.0051915864,0.05961914,1741.2667450904846,3.1194339,570,11.095476,1040.75,-0.0033700038,0.637883335351944,518,1060864
1062912,736.47419146,0.0050595542,0.06269531,1744.8586263656616,3.130157,574,14.1615095,1040.75,-0.004125099,0.6037769913673401,519,1062912
1064960,745.43917287,0.0062434003,0.07758789,1748.4217731952667,3.1414378,555,14.534851,1050.61,-0.0029993472,0.5989038050174713,520,1064960
1067008,758.3226856599999,0.005201679,0.060058594,1752.1072013378143,3.1458561,567,11.385431,1069.95,-0.0037469734,0.6798735558986664,521,1067008
1069056,773.1848904300001,0.0043578045,0.048876952,1755.7174136638641,3.1453216,571,14.302858,1089.24,-0.0026642375,0.6015045046806335,522,1069056
1071104,775.1859244200001,0.005272385,0.06508789,1759.299179315567,3.1398027,571,9.909559,1089.24,-0.005615846,0.76165971159935,523,1071104
1073152,790.0712718100002,0.0037817222,0.043847658,1762.8864781856537,3.123979,573,13.010153,1107.83,-0.0022719349,0.6193987727165222,524,1073152
1075200,791.0807063100002,0.006908973,0.07915039,1766.4590892791748,3.1285489,572,13.709981,1107.83,-0.006792129,0.6354066431522369,525,1075200
1077248,805.9516333600001,0.005938009,0.07583008,1770.0385193824768,3.1348348,591,12.38347,1126.33,-0.005062978,0.6674618422985077,526,1077248
1079296,819.48318169,0.00512481,0.059472658,1773.5016648769379,3.1304185,556,14.486926,1144.9,-0.004369448,0.722048819065094,527,1079296
1081344,828.3698877599999,0.0037274144,0.042285156,1777.1845161914825,3.1288598,555,37.60257,1155.04,-0.00309132,0.6103319525718689,528,1081344
1083392,830.8613915099999,0.0045667524,0.050878905,1780.871780872345,3.131612,594,46.8003,1157.44,-0.004884345,0.6479159593582153,529,1083392
1085440,845.9306074899998,0.004652639,0.05053711,1784.3197276592255,3.1341436,582,14.363507,1177.49,-0.0027015856,0.6114886105060577,530,1085440
1087488,833.61450151,0.0034011207,0.037744142,1787.8396382331848,3.1348174,573,24.087461,1159.36,-0.005319063,0.7299750745296478,531,1087488
1089536,834.50228611,0.008682295,0.11323242,1791.412183046341,3.1470847,573,13.146692,1159.36,-0.0052504595,0.6954295337200165,532,1089536
1091584,849.5659529799999,0.0063986136,0.080517575,1794.9871582984924,3.151009,574,13.945804,1178.75,-0.0018935753,0.7162816822528839,533,1091584
1093632,864.9624258899998,0.0060858913,0.07543945,1798.5552566051483,3.1545196,583,13.780215,1197.42,-0.003007449,0.7683408856391907,534,1093632
1095680,873.8677452299999,0.00502806,0.05317383,1802.0640392303467,3.1530156,571,13.995997,1209.15,-0.0016141946,0.6653339266777039,535,1095680
1097728,889.2870729900001,0.0061575314,0.07109375,1805.6512289047241,3.1457696,572,13.757179,1227.57,-0.0046731774,0.7649193704128265,536,1097728
1099776,868.77242268,0.0036126662,0.03793945,1809.2306141853333,3.1418304,575,37.186314,1197.99,-0.0016507037,0.5823341906070709,537,1099776
1101824,839.07402554,0.0038214517,0.041796874,1812.7877509593964,3.1386964,554,14.959679,1159.11,-0.0013966061,0.7680667340755463,538,1101824
1103872,796.51031414,0.003237451,0.031054687,1816.4789180755615,3.137183,572,35.612106,1098.79,-0.004328995,0.6749187111854553,539,1103872
1105920,797.38184297,0.0048397966,0.05229492,1820.0557548999786,3.1240585,565,11.272959,1098.79,-0.003911733,0.7745936065912247,540,1105920
1107968,814.5086894699999,0.0055200667,0.069970705,1823.675467967987,3.1124215,567,27.871342,1120.72,-0.0063003628,0.6910205185413361,541,1107968
1110016,830.03812819,0.004375576,0.050976563,1827.2835550308228,3.117741,561,10.820318,1140.79,-0.0032183218,0.7447435557842255,542,1110016
1112064,845.2257853899999,0.004721423,0.052441407,1830.9310340881348,3.126407,565,15.796318,1160.08,-0.0016851578,0.5724835693836212,543,1112064
1114112,860.92908726,0.0046725413,0.05805664,1834.5532586574554,3.1498244,553,20.783228,1180.19,-0.0048022135,0.6889022588729858,544,1114112
1116160,876.3459722099999,0.0033110871,0.03720703,1838.2575404644012,3.168025,554,15.031125,1199.5,-0.0022014815,0.48459184169769287,545,1116160
1118208,891.07531967,0.0037069723,0.03666992,1841.9492835998535,3.1714113,528,13.57343,1219.61,-0.0011404941,0.5992491543292999,546,1118208
1120256,907.2487026899997,0.007992219,0.09477539,1845.8284919261932,3.1764634,551,11.083534,1239.69,-0.0021864416,0.8143310993909836,547,1120256
1122304,927.86569045,0.0037528996,0.042236328,1849.5434460639954,3.187906,575,20.267757,1264.4,-0.004516574,0.6443580687046051,548,1122304
1124352,929.03550708,0.0031910266,0.035009764,1853.1008930206299,3.197108,546,15.387616,1264.4,-0.0033554372,0.6529527902603149,549,1124352
1126400,929.6187899799999,0.0033861597,0.03676758,1856.8519933223724,3.1993916,548,18.351164,1263.98,-0.00308764,0.7854103147983551,550,1126400
1128448,944.8882870599998,0.002870909,0.029199218,1860.5878505706787,3.209929,564,16.001999,1284.15,0.000517239,0.5986882746219635,551,1128448
1130496,944.2762042999999,0.0040683625,0.048876952,1864.214682340622,3.2284622,571,13.870793,1284.15,-0.0024513784,0.6300830543041229,552,1130496
1132544,931.5110201300001,0.0031736693,0.035839844,1867.799137353897,3.248673,587,46.675163,1268.47,-0.005126008,0.6297109723091125,553,1132544
1134592,934.4400540300002,0.0074718385,0.08637695,1871.2884080410004,3.2393944,545,12.202466,1268.47,-0.003158729,0.7527398020029068,554,1134592
1136640,949.89643167,0.006907668,0.08754883,1875.0421328544617,3.240151,550,12.361021,1287.84,-0.0077949474,0.7196329534053802,555,1136640
1138688,935.51855091,0.0040880027,0.04511719,1878.760371208191,3.2552884,549,20.28713,1267.78,-0.0037956566,0.6615286469459534,556,1138688
1140736,931.3516034900001,0.002361345,0.025,1882.4903001785278,3.263897,575,29.137104,1259.77,-0.0026225485,0.6142904460430145,557,1140736
1142784,827.5177677700001,0.002259005,0.023144532,1886.0476145744324,3.2689252,578,77.13238,1116.35,-0.0033386834,0.4820399284362793,558,1142784
1144832,815.92692,0.0037937867,0.043261718,1889.5867457389832,3.2720132,531,55.63329,1099.48,-0.0036105183,0.563471645116806,559,1144832
1146880,784.28328685,0.004700453,0.06069336,1893.4376859664917,3.2744439,569,30.281628,1057.16,-0.0058875503,0.6322845816612244,560,1146880
1148928,786.37602156,0.004036715,0.04135742,1897.0349140167236,3.275332,560,17.533838,1060.08,-0.0058083357,0.7541357278823853,561,1148928
1150976,803.6948528700002,0.003826329,0.042285156,1900.6873021125793,3.2791653,557,24.83289,1083.19,-0.0002255518,0.6633013486862183,562,1150976
1153024,820.6677984100002,0.005483556,0.068359375,1904.3591294288635,3.2752266,547,15.374598,1103.31,-0.0065864073,0.5911911427974701,563,1153024
1155072,831.0030074899998,0.004155197,0.049072266,1908.1025233268738,3.2853355,566,45.550953,1115.29,-0.0072508277,0.5060484409332275,564,1155072
1157120,831.1978510000001,0.0045280936,0.050585937,1911.7185714244843,3.288931,560,14.654925,1115.29,-0.0029429956,0.5468776822090149,565,1157120
1159168,831.25951443,0.0061511667,0.07773437,1915.3732120990753,3.2884285,551,10.697286,1112.67,-0.005788815,0.7642843425273895,566,1159168
1161216,832.7901231,0.0047994396,0.051123045,1919.0907144546509,3.3040378,559,17.738077,1112.67,-0.0034573418,0.5849583148956299,567,1161216
1163264,806.4762497999999,0.0059238547,0.06801758,1922.7513659000397,3.3139908,537,22.451052,1077.08,-0.006807397,0.6227231621742249,568,1163264
1165312,792.9105662700001,0.0034421529,0.0375,1926.561189174652,3.318082,558,34.612923,1056.65,-0.0008234548,0.5473775267601013,569,1165312
1167360,795.1312566299999,0.003438834,0.037158202,1930.2311539649963,3.3179023,539,14.848562,1056.65,-0.0021381043,0.5927242934703827,570,1167360
1169408,767.60763356,0.004098992,0.045410156,1934.0246748924255,3.3071418,543,27.593866,1014.91,-0.006376238,0.6520209610462189,571,1169408
1171456,735.2182963899999,0.0037644661,0.04584961,1937.7906095981598,3.305172,537,31.00971,970.67,-0.005521291,0.637197345495224,572,1171456
1173504,736.81886701,0.0072218208,0.08759765,1941.6016635894775,3.29437,550,10.428521,970.63,-0.006498595,0.6727608442306519,573,1173504
1175552,728.6458253599999,0.0050022947,0.046777345,1945.3245611190796,3.2841694,558,23.444689,957.42,-0.0029451395,0.5498821139335632,574,1175552
1177600,740.77606399,0.0059089363,0.072314456,1948.9954180717468,3.2904465,551,10.623064,970.79,-0.0064031905,0.7184893488883972,575,1177600
1179648,757.62753141,0.005058946,0.06064453,1952.7142326831818,3.29205,534,17.421726,990.81,-0.003384492,0.44704240560531616,576,1179648
1181696,762.19239647,0.0039964537,0.041748047,1956.5440831184387,3.2953198,542,24.503674,993.47,-0.0025793153,0.5469066500663757,577,1181696
1183744,778.43734527,0.0034767191,0.035839844,1960.3234903812408,3.301845,551,17.668444,1008.55,-0.0027763655,0.5409572422504425,578,1183744
1185792,779.78837237,0.005409346,0.057958983,1964.0397226810455,3.3115134,546,12.576944,1009.81,-0.0054190536,0.7463059723377228,579,1185792
1187840,780.0891764999999,0.0039935317,0.04526367,1967.7860839366913,3.3239179,550,41.108284,1006.3,-0.004777909,0.5571340024471283,580,1187840
1189888,787.2829196399999,0.0033287704,0.034521483,1971.5066485404968,3.331768,561,11.600352,1014.3,-0.00313687,0.8226882666349411,581,1189888
1191936,789.33852601,0.0039195945,0.043261718,1975.153757572174,3.3391693,543,18.274172,1014.3,-0.0033559918,0.5330787301063538,582,1191936
1193984,788.3402569399998,0.0028691557,0.02993164,1978.9203464984894,3.344347,550,18.04633,1014.3,-0.0024550746,0.6643035113811493,583,1193984
1196032,790.4595063100002,0.008851934,0.11831055,1982.6426801681519,3.3426692,561,17.709578,1014.3,-0.007089678,0.40517985820770264,584,1196032
1198080,793.9519500000001,0.0062038777,0.06333008,1986.2885575294495,3.339157,546,13.540959,1014.3,-0.005822546,0.6795854568481445,585,1198080
1200128,790.19430719,0.00485783,0.05698242,1990.039397239685,3.3463955,562,28.830557,1004.3,-0.00491226,0.5157403945922852,586,1200128
1202176,809.34673576,0.0038610403,0.044140626,1993.6820833683014,3.3585758,562,17.99904,1024.39,-0.0027474433,0.4900702238082886,587,1202176
1204224,812.4937370400002,0.0043992074,0.0418457,1997.3224754333496,3.3772674,565,35.86692,1030.03,-0.0048200097,0.7473039031028748,588,1204224
1206272,829.8658154099999,0.0041894456,0.046191406,2000.9444200992584,3.3881364,550,20.512161,1049.08,-0.0033624345,0.7205104529857635,589,1206272
1208320,832.9096952699998,0.0046937773,0.05253906,2004.6675643920898,3.3903039,589,42.363594,1060.98,-0.0073923143,0.26817530393600464,590,1208320
1210368,850.3418497799997,0.002782169,0.026953125,2008.1448299884796,3.3982263,538,19.1335,1081.12,-0.0028659762,0.7531713098287582,591,1210368
1212416,848.65785018,0.0031848017,0.036865234,2011.9511098861694,3.4011788,554,19.848272,1081.12,-0.0036442275,0.6735812425613403,592,1212416
1214464,851.48682504,0.00549838,0.066552736,2015.6434564590454,3.410265,538,17.76588,1081.12,-0.004714433,0.6202308237552643,593,1214464
1216512,870.4926588499999,0.0027152696,0.02470703,2019.4491698741913,3.4129143,542,18.632662,1101.24,-0.0010582617,0.4769859313964844,594,1216512
1218560,856.2257714599998,0.0031896133,0.025585938,2023.2243225574493,3.4073822,557,23.58555,1082.43,-0.007239727,0.7551524341106415,595,1218560
1220608,842.92077819,0.0042247083,0.050439455,2026.8994677066803,3.406695,576,27.858953,1062.23,-0.0016725572,0.7356301844120026,596,1220608
1222656,796.2078875699999,0.005220542,0.055322267,2030.4528095722198,3.4007733,556,49.96134,1003.16,-0.006180688,0.6982046067714691,597,1222656
1224704,747.9226918499999,0.0028260092,0.024072265,2034.1317946910858,3.4053211,556,59.012024,935.18,-0.0020060916,0.6871848106384277,598,1224704
1226752,753.2040085799999,0.0060934983,0.079882815,2037.8103983402252,3.400235,540,19.822796,936.17,-0.0023194142,0.2730518579483032,599,1226752
1228800,772.34800998,0.0050167376,0.05595703,2041.6011056900024,3.399793,532,19.414637,955.63,-0.0052502183,0.6888655424118042,600,1228800
1230848,788.6566347500001,0.0025228786,0.028027344,2045.4474506378174,3.4130902,559,20.472473,972.07,-0.0018864352,0.7622387558221817,601,1230848
1232896,804.3477810899999,0.0050514746,0.059179686,2049.1109528541565,3.4180877,550,21.117262,990.67,-0.0038482142,0.7756472676992416,602,1232896
1234944,820.18951228,0.004985287,0.057421874,2052.8328154087067,3.4116313,566,20.06082,1010.15,-0.0059199166,0.6665621399879456,603,1234944
1236992,814.61299125,0.0057310397,0.057177734,2056.4460957050323,3.3988953,574,9.565684,1006.19,-0.0062833317,0.9184495881199837,604,1236992
1239040,816.17426595,0.0066864416,0.07705078,2060.008717775345,3.3920631,539,21.021374,1006.19,-0.006792281,0.662667840719223,605,1239040
1241088,818.5090665,0.004944508,0.056933593,2063.806747198105,3.3767037,550,19.140034,1006.19,-0.004398305,0.5452002584934235,606,1241088
1243136,835.2577634899999,0.0040676845,0.048339844,2067.5309522151947,3.3621407,563,30.304218,1023.69,-0.0049130684,0.7547803223133087,607,1243136
1245184,851.6763081,0.0073914877,0.09624024,2071.1661717891693,3.3589,550,18.914652,1041.38,-0.0041283253,0.645829439163208,608,1245184
1247232,865.8916409400001,0.0025555764,0.023095703,2074.88592505455,3.3590896,529,19.604267,1055.33,-0.0017294453,0.5731057524681091,609,1247232
1249280,880.37164674,0.0023986525,0.02446289,2078.7542209625244,3.370372,540,19.549719,1068.04,-0.0023974774,0.7033489346504211,610,1249280
1251328,898.07090489,0.0037306293,0.04272461,2082.546694993973,3.3738976,554,19.50164,1086.29,-0.00086520973,0.4982328414916992,611,1251328
1253376,917.44076123,0.0033768807,0.035058595,2086.2399780750275,3.3702881,553,19.571545,1106.4,-0.0028178482,0.3880844712257385,612,1253376
1255424,936.0158046399999,0.006651137,0.08325195,2089.939859390259,3.3677964,540,18.886044,1125.75,-0.0060843853,0.6161212027072906,613,1255424
1257472,951.99991921,0.0034219972,0.038720705,2093.731226682663,3.3805454,543,42.37485,1141.9,-0.0057428805,0.6452339291572571,614,1257472
1259520,971.3099561299999,0.0051428704,0.0668457,2097.498608827591,3.406556,538,19.989065,1161.94,-0.0027806158,0.5107939839363098,615,1259520
1261568,979.40918196,0.0058243615,0.075488284,2101.299829483032,3.4219334,540,31.589901,1167.47,-0.0072490573,0.6121484339237213,616,1261568
1263616,997.06250803,0.0047847694,0.048876952,2105.0869455337524,3.4361343,554,35.85329,1185.93,-0.0066332943,0.5273383855819702,617,1263616
1265664,1016.00514629,0.0047908435,0.055664062,2108.782305240631,3.4545658,552,19.580606,1206.05,-0.0031851698,0.553517609834671,618,1265664
1267712,1024.85642974,0.0037434422,0.041015625,2112.4921972751617,3.4719024,551,31.904392,1213.11,-0.0014568492,0.4869233965873718,619,1267712
1269760,1035.69697422,0.0031346597,0.03125,2116.204823732376,3.4788585,558,30.72347,1221.62,-0.0017052281,0.48723304271698,620,1269760
1271808,1053.1183253400002,0.008391784,0.09399414,2119.8756334781647,3.474543,555,19.662088,1238.78,-0.0035119853,0.33759599924087524,621,1271808
1273856,1072.6600228700001,0.0053092097,0.057861328,2123.5632190704346,3.4637294,549,19.51131,1258.88,-0.0029520576,0.5978103876113892,622,1273856
1275904,1076.35537092,0.0076817228,0.10678711,2127.2905423641205,3.4607406,531,19.980183,1258.88,-0.0064900303,0.2142653465270996,623,1275904
1277952,1078.693599,0.0030083437,0.030712891,2131.147352695465,3.4634418,525,32.259792,1257.75,-0.0032476042,0.5755420029163361,624,1277952
1280000,1081.09324274,0.0058759283,0.07519531,2135.0480568408966,3.468851,504,19.880491,1257.75,-0.0029033164,0.4605720043182373,625,1280000
1282048,1099.30078481,0.006379868,0.08481445,2139.107441663742,3.4745529,525,19.723476,1276.07,-0.0023009223,0.3305182456970215,626,1282048
1284096,1117.02258981,0.005573294,0.074072264,2143.0038089752197,3.4753108,519,19.863358,1293.79,-0.002140532,0.28372687101364136,627,1284096
1286144,1115.38668278,0.007295993,0.051464844,2146.949712753296,3.482122,514,30.3102,1285.82,-0.006400455,0.45461177825927734,628,1286144
1288192,1119.67332223,0.004395751,0.05332031,2150.933858394623,3.4935527,520,20.013485,1288.44,-0.0022696066,0.5603516697883606,629,1288192
1290240,1121.78823324,0.0048611118,0.0578125,2154.869772672653,3.506125,531,20.119125,1288.44,-0.001415849,0.17945128679275513,630,1290240
1292288,1138.3388401,0.0048676175,0.056152344,2158.722984313965,3.51326,526,19.930727,1303.93,-0.00082153303,0.3699350357055664,631,1292288
1294336,1144.4142349200001,0.0027901116,0.027539063,2162.610761165619,3.5130775,521,33.370903,1308.41,-0.0016940769,0.6864334344863892,632,1294336
1296384,1162.7619203900001,0.0070665604,0.087890625,2166.5356147289276,3.5144382,514,19.773144,1327.06,-0.0047186418,0.500312477350235,633,1296384
1298432,1170.3424483400001,0.0041484055,0.047802735,2170.5169134140015,3.5139759,540,21.017714,1334.96,-0.0031381156,0.5334219336509705,634,1298432
1300480,1172.8360647299999,0.0078680245,0.097998045,2174.3075735569,3.5271065,541,19.877377,1334.96,-0.0033315835,0.5790050625801086,635,1300480
1302528,1166.93148251,0.004482311,0.04321289,2178.092782020569,3.5446892,534,17.386318,1329.52,-0.006035265,0.7894960790872574,636,1302528
1304576,1179.71716524,0.005728925,0.0680664,2181.923269033432,3.550407,515,23.88474,1342.73,-0.0038685277,0.6833011507987976,637,1304576
1306624,1190.0772319900002,0.0040861634,0.0418457,2185.8947925567627,3.5557103,536,10.3558655,1359.61,-0.006085386,0.8637605905532837,638,1306624
1308672,1203.4620641000001,0.0047331667,0.059765626,2189.71586060524,3.5669441,540,19.814428,1373.39,-0.0013877967,0.08561307191848755,639,1308672
1310720,1221.6289958400002,0.0038839015,0.04194336,2193.509124279022,3.5741017,548,19.81703,1390.88,-0.0019792593,0.606063187122345,640,1310720
1312768,1217.37825811,0.0055200704,0.066552736,2197.2430255413055,3.5758882,542,29.477396,1384.27,-0.0022616384,0.5124825537204742,641,1312768
1314816,1220.3282741,0.0048011364,0.0546875,2201.021676301956,3.5751069,538,19.826351,1384.27,-0.0018687198,0.10198438167572021,642,1314816
1316864,1222.2972001599999,0.0037624873,0.042285156,2204.8283982276917,3.574287,543,27.78386,1383.59,-0.003607551,0.5975488424301147,643,1316864
1318912,1225.17441508,0.0050768564,0.0597168,2208.599573135376,3.5874507,537,19.60235,1383.59,-0.0030369142,0.18050944805145264,644,1318912
1320960,1228.37593326,0.004171261,0.042382814,2212.407213449478,3.5970833,546,21.27536,1383.89,-0.0029466334,0.6939243376255035,645,1320960
1323008,1242.0285343500002,0.0039103497,0.039355468,2216.153261423111,3.5973957,551,21.717747,1398.52,-0.0041107885,0.7081871330738068,646,1323008
1325056,1241.70332811,0.00648713,0.08842774,2219.8675515651703,3.595084,539,20.566133,1398.52,-0.0017006354,0.11708939075469971,647,1325056
1327104,1259.82117344,0.006797594,0.08935547,2223.664967060089,3.591137,535,19.796856,1416.54,-0.0034647777,0.13210254907608032,648,1327104
1329152,1262.4407441100002,0.0068999594,0.08227539,2227.4922659397125,3.589761,522,20.345655,1416.73,-0.0024106118,0.3105475902557373,649,1329152
1331200,1276.7508285100002,0.0063801124,0.084472656,2231.4149401187897,3.5936909,534,20.25731,1430.97,-0.0021554253,0.3723256587982178,650,1331200
1333248,1291.92395112,0.0043907897,0.04838867,2235.245918035507,3.6042411,541,20.071644,1444.75,-0.00046435636,0.058620989322662354,651,1333248
1335296,1301.5111828200002,0.0042543695,0.046923827,2239.031548023224,3.6100152,549,37.289913,1453.6,-0.0037562985,0.7163262665271759,652,1335296
1337344,1301.69073929,0.0072904965,0.09331055,2242.759608268738,3.6186802,536,20.369038,1453.6,-0.004180898,0.501804530620575,653,1337344
1339392,1227.86366992,0.004296925,0.049902342,2246.578333377838,3.6215806,561,94.73081,1370.24,-0.0036171216,0.7097781300544739,654,1339392
1341440,1225.67555912,0.0041864784,0.03701172,2250.2245693206787,3.6368184,541,9.498617,1366.48,-0.0032915096,0.8949152082204819,655,1341440
1343488,1226.4457703,0.003298292,0.031884767,2254.0084023475647,3.651317,531,20.220917,1366.48,-0.0019009237,0.08102977275848389,656,1343488
1345536,1233.61861216,0.0054504876,0.064453125,2257.8637495040894,3.6522033,513,19.910442,1366.48,-0.002848392,0.06521052122116089,657,1345536
1347584,1251.16710469,0.0095624635,0.125,2261.8543326854706,3.6498446,542,20.060707,1382.25,-0.0033041653,0.04723626375198364,658,1347584
1349632,1251.63220806,0.0022740257,0.020263672,2265.630528450012,3.6521392,538,31.625904,1377.47,-0.002385025,0.6642255485057831,659,1349632
1351680,1257.42945228,0.005211033,0.068408206,2269.4339220523834,3.661731,529,19.88954,1377.47,-0.0013172512,0.05134624242782593,660,1351680
1353728,1258.36070092,0.008150187,0.10800781,2273.3044130802155,3.6669514,534,19.813276,1377.47,-0.0050312355,0.0706859827041626,661,1353728
1355776,1259.0484956999999,0.004188492,0.049462892,2277.1351594924927,3.674271,514,19.741575,1377.47,0.00038063884,0.04046642780303955,662,1355776
1357824,1279.4290249399999,0.004391996,0.044677734,2281.117995738983,3.6833076,525,36.941,1399.2,-0.0034643994,0.5887503921985626,663,1357824
1359872,1281.02961452,0.004676749,0.050634764,2285.01673579216,3.6903262,542,19.6897,1399.2,-6.80854e-05,0.057042717933654785,664,1359872
1361920,1300.8420691200001,0.0048260954,0.0597168,2288.7914876937866,3.695187,555,19.804209,1419.4,-0.0015366415,0.055263400077819824,665,1361920
1363968,1304.8379922600002,0.0040961085,0.039453126,2292.477530002594,3.691433,549,20.470984,1419.4,-0.001581639,0.3248659372329712,666,1363968
1366016,1324.3423355,0.0028239896,0.028027344,2296.2079350948334,3.6900153,548,20.259748,1439.48,-0.0014607108,0.31594544649124146,667,1366016
1368064,1343.77124634,0.0044829873,0.040234376,2299.943059206009,3.6854625,527,19.83134,1459.64,-0.0016958223,0.30260324478149414,668,1368064
1370112,1156.80552398,0.0027331125,0.025683593,2303.8272449970245,3.673703,530,245.65872,1244.68,-0.0037614293,0.5215369164943695,669,1370112
1372160,1100.0964608299998,0.0021504895,0.016796876,2307.687375307083,3.6773617,521,39.773796,1184.87,-0.00047182696,0.5907403528690338,670,1372160
1374208,1042.48154662,0.006211588,0.06455078,2311.612474679947,3.6889405,545,100.128494,1123.92,-0.006011945,0.5445024073123932,671,1374208
