total_timesteps,policy_entropy,policy_loss,approxkl,n_updates,serial_timesteps,ep_reward_mean,ep_len_mean,time_elapsed,explained_variance,clipfrac,fps,value_loss
296960,1.6951338,-0.00521182,0.0045901546,145,296960,333.7483607,745.25,602.4183700084686,0.761739045381546,0.047509767,491,8.873769
299008,1.6943567,-0.0012135163,0.003066135,146,299008,316.96565275999995,704.87,606.588372707367,0.6967058777809143,0.029052734,505,8.948179
301056,1.6976173,-0.0037833196,0.0065654656,147,301056,320.39866796,708.48,610.6382122039795,0.614823967218399,0.08725586,498,7.9990797
303104,1.7029736,-0.0031061608,0.003561026,148,303104,313.38575029,692.91,614.7477431297302,0.7133196294307709,0.037841797,487,5.9995522
305152,1.7049162,-0.002109637,0.005689298,149,305152,305.37477874,670.61,618.9488594532013,0.7176677584648132,0.06601562,499,7.738486
307200,1.7084452,-0.0012002671,0.009347329,150,307200,306.1094908,670.61,623.0457406044006,0.3639429807662964,0.10800781,490,5.8672094
309248,1.7103016,-0.0013887082,0.008698249,151,309248,306.99750796,670.61,627.2261419296265,0.43587350845336914,0.106738284,494,6.214505
311296,1.7109753,-0.0033229128,0.0059760557,152,311296,310.30445549,673.72,631.3650603294373,0.6907353699207306,0.07133789,494,7.4365005
313344,1.7100143,-0.0019513841,0.007471212,153,313344,311.20923078,673.72,635.5111513137817,0.5389646887779236,0.09003906,456,6.4254723
315392,1.7142861,-0.005173056,0.007989965,154,315392,317.21147624,683.93,640.00266456604,0.5506269037723541,0.09726562,463,5.1417513
317440,1.718441,-0.001779031,0.0042490507,155,317440,317.26204943,682.99,644.4207644462585,0.7372204661369324,0.04848633,475,4.703067
319488,1.7176988,-0.0046527446,0.0061740144,156,319488,320.74745865,686.48,648.7241122722626,0.7862952351570129,0.062304687,484,5.663913
321536,1.7198137,-0.0021497237,0.0036787197,157,321536,330.00541677,698.27,652.9536597728729,0.5399549603462219,0.0440918,488,15.286138
323584,1.7217815,-0.0011846076,0.0055992836,158,323584,332.99982623999995,702.46,657.1491022109985,0.7853410094976425,0.064697266,482,4.1132836
325632,1.7316891,-0.0040795067,0.0057974053,159,325632,338.19649056000003,710.34,661.3965129852295,0.7674183249473572,0.064892575,511,4.666903
327680,1.7315124,0.0012663461,0.0047078473,160,327680,345.9130367600001,723.72,665.4028966426849,0.6551908254623413,0.052978516,496,6.858729
329728,1.7442042,-0.003959597,0.0071988404,161,329728,357.3314443,739.43,669.5282626152039,0.6677523255348206,0.06782226,469,13.777588
331776,1.7582045,-0.0053143622,0.006703143,162,331776,356.32463991000003,734.0,673.8867182731628,0.6776135265827179,0.07680664,487,13.34259
333824,1.7510748,-0.00071264687,0.0028016225,163,333824,357.14264959,732.04,678.0897624492645,0.731747567653656,0.026757812,443,12.561567
335872,1.7492663,-0.004917385,0.0038510568,164,335872,355.48898521999996,725.91,682.7092089653015,0.7355736196041107,0.03828125,477,11.910185
337920,1.7517182,-0.0032016896,0.0032908968,165,337920,361.58443806,734.12,686.9966714382172,0.789989784359932,0.032128908,498,10.341185
339968,1.7564512,-0.0033948128,0.005985586,166,339968,362.34993113999997,732.21,691.1039927005768,0.8057074099779129,0.07446289,492,11.195141
342016,1.771425,-0.002050565,0.003236793,167,342016,369.4137632399999,742.5,695.2625880241394,0.8554234206676483,0.031054687,496,8.149925
344064,1.7701801,-0.0042848946,0.0060273837,168,344064,370.4069746699999,743.05,699.3914785385132,0.8335183709859848,0.078466795,494,5.9188557
346112,1.7653654,-0.0006845089,0.0026505883,169,346112,377.6517663,752.5,703.5344576835632,0.8187575787305832,0.025683593,508,10.792701
348160,1.7663591,-0.0035575465,0.0035016574,170,348160,382.72855242,759.81,707.5615041255951,0.831970140337944,0.037158202,505,6.899659
350208,1.7593162,-0.0014886477,0.004670064,171,350208,390.69139334,770.75,711.615603685379,0.8670628368854523,0.051953126,491,7.0961027
352256,1.7557834,-0.001764232,0.0036827237,172,352256,396.17728889000006,778.06,715.7830038070679,0.9044768363237381,0.04008789,489,4.4745636
354304,1.7730383,-0.0024660963,0.0029097253,173,354304,402.15524244000005,786.25,719.9645221233368,0.8278496414422989,0.02861328,496,9.935559
356352,1.7845056,-0.0013846841,0.004047336,174,356352,409.65566941,798.11,724.0859470367432,0.9031975045800209,0.044384766,475,4.488471
358400,1.779385,-0.0033168022,0.002724023,175,358400,414.17003581999995,804.75,728.3957805633545,0.8566703796386719,0.02451172,474,6.1400604
360448,1.7844986,-0.002285596,0.0031785234,176,360448,417.68876812999997,809.52,732.7168424129486,0.9653890915215015,0.03178711,491,1.9621013
362496,1.7845056,-0.004613851,0.0066980137,177,362496,428.42450761,826.67,736.8873031139374,0.7586033195257187,0.08344726,487,7.222932
364544,1.7781408,-0.0018821761,0.003460976,178,364544,435.79025366999997,837.91,741.0883347988129,0.8515463173389435,0.03676758,473,7.6664543
366592,1.7663339,-0.00013263358,0.0047051753,179,366592,444.71522379999993,851.02,745.4124166965485,0.8214085698127747,0.052734375,498,6.786152
368640,1.754666,-0.0030233148,0.0051889354,180,368640,455.77157343999994,868.33,749.5190134048462,0.9534579068422318,0.06137695,461,2.7402124
370688,1.7649419,-0.00025412973,0.004360934,181,370688,464.55727171,882.04,753.9547629356384,0.8688565194606781,0.04848633,492,6.2820807
372736,1.7686901,-0.0014308589,0.0043573356,182,372736,468.33796865,887.32,758.1105287075043,0.7950690686702728,0.04736328,478,10.027391
374784,1.7723109,-0.007214565,0.0062474855,183,374784,467.11058273,884.79,762.3928461074829,0.8701348602771759,0.06660156,482,8.3241415
376832,1.7779713,-0.0016117392,0.0039141076,184,376832,473.26743756999997,894.64,766.6360960006714,0.9611318856477737,0.044433594,488,2.4677806
378880,1.7801692,-0.0038313542,0.005156646,185,378880,480.27457320999997,906.21,770.8296005725861,0.8380999118089676,0.054980468,474,9.307769
380928,1.7924538,-0.0009826142,0.003167165,186,380928,489.0874565299999,919.44,775.1448919773102,0.9231352433562279,0.032714844,473,3.9756942
382976,1.7953427,-0.0035424146,0.0055954056,187,382976,495.98125648,930.16,779.467446565628,0.9565204493701458,0.06875,486,2.0465622
385024,1.79209,-0.0028783672,0.0051174005,188,385024,503.1874700699999,941.53,783.6745510101318,0.8250712156295776,0.055078126,482,10.261545
387072,1.7883734,-0.0038619512,0.0029299925,189,387072,511.24660810999995,954.23,787.9154300689697,0.9104669913649559,0.029345702,504,5.354825
389120,1.7924074,-0.0062463963,0.004474003,190,389120,513.94200194,958.04,791.9726734161377,0.8949583172798157,0.05415039,482,7.370368
391168,1.8046379,-0.0011527017,0.0032465146,191,391168,519.4212969900001,966.6,796.2170102596283,0.8750123903155327,0.036328126,486,8.473914
393216,1.8034093,-0.0027283581,0.0056947013,192,393216,523.39907507,971.18,800.4255330562592,0.7951976507902145,0.06557617,490,13.818263
