explained_variance,time_elapsed,value_loss,ep_len_mean,serial_timesteps,fps,ep_reward_mean,policy_loss,total_timesteps,n_updates,approxkl,clipfrac,policy_entropy
0.9765012618154287,1.6689300537109375e-06,4.8855925,522.0,2048,500,235.978303,-0.009606684,2048,1,0.0049583414,0.05307617,4.2117314
0.9022718146443367,4.092066287994385,17.077295,905.0,4096,515,568.42400825,-0.0039544427,4096,2,0.0024085408,0.025341798,4.2188244
0.8135445266962051,8.066070079803467,12.134477,1133.8,6144,543,723.0681352,-0.005140996,6144,3,0.0021888649,0.023388673,4.2243032
0.7513653934001923,11.831408977508545,18.283974,828.2222222222222,8192,519,486.92083922222224,-0.006477018,8192,4,0.0030764062,0.030126953,4.2329206
0.8232698440551758,15.775940179824829,9.425172,932.6,10240,539,549.2896647,-0.002521037,10240,5,0.0025132676,0.024902344,4.245571
0.7875563651323318,19.57166051864624,22.125927,905.5384615384615,12288,548,529.7844890769231,-0.004305672,12288,6,0.0021364861,0.022216797,4.245098
0.7487536668777466,23.30399250984192,16.656055,867.0,14336,550,495.40300012499995,-0.004394141,14336,7,0.0032815237,0.033154298,4.260274
0.8444601148366928,27.02726125717163,19.24863,936.5294117647059,16384,535,554.204851882353,-0.0027715822,16384,8,0.0037440392,0.04477539,4.2723465
0.8998391255736351,30.85537362098694,7.151248,922.8333333333334,18432,561,541.8443255555555,-0.0059946943,18432,9,0.0033768103,0.03237305,4.279748
0.8643025904893875,34.500747203826904,18.605778,982.1052631578947,20480,529,584.2040798947369,-0.002335338,20480,10,0.0042207455,0.049609374,4.2815895
0.9146831855177879,38.3670072555542,11.25249,1035.45,22528,526,634.92931665,-0.00657437,22528,11,0.0054880464,0.067871094,4.2801
0.8858210742473602,42.258193492889404,17.33486,1083.7142857142858,24576,535,684.4189997619048,-0.0043675518,24576,12,0.0038217616,0.0453125,4.2837195
0.7842939049005508,46.08363628387451,24.455807,1124.4782608695652,26624,508,715.885127478261,-0.002797704,26624,13,0.0030473613,0.034228515,4.280803
0.8425495326519012,50.11452794075012,11.746119,1163.0,28672,513,739.1894894583334,-0.0036996182,28672,14,0.0016569297,0.0171875,4.278306
0.8489876687526703,54.103785037994385,14.221724,1198.44,30720,533,769.02921924,-0.0037252053,30720,15,0.0026660545,0.030517578,4.2804403
0.9317924603819847,57.9398980140686,11.075636,1231.1538461538462,32768,506,802.6306548461538,-0.0066873333,32768,16,0.006820836,0.07509766,4.2998247
0.765831783413887,61.983940839767456,9.916546,1261.4444444444443,34816,542,818.4077947407407,-0.000781007,34816,17,0.0012895801,0.008740234,4.3121533
0.836108848452568,65.75934147834778,12.378981,1289.5714285714287,36864,467,833.9603142499999,-0.0030601134,36864,18,0.0030096218,0.030273438,4.3104086
0.9621415175497532,70.14434480667114,5.31424,1303.2413793103449,38912,488,851.4931378965516,-0.005491716,38912,19,0.0045313053,0.054394532,4.310618
0.7944153100252151,74.33294200897217,16.495853,1328.1,40960,534,878.4862041333331,-0.004081537,40960,20,0.0034383754,0.036035158,4.308278
0.6182450652122498,78.16469550132751,12.041653,1351.3548387096773,43008,528,890.218575129032,-0.005009326,43008,21,0.0047783614,0.059326172,4.3077464
0.6616704761981964,82.03978228569031,10.18275,1373.15625,45056,533,901.5612210625,-0.0037130248,45056,22,0.0037913732,0.043798827,4.310895
0.9116751924157143,85.88208603858948,10.834357,1393.6363636363637,47104,497,912.0885791818181,-0.0050184913,47104,23,0.0065134503,0.07460938,4.3109717
0.8343237787485123,89.99754667282104,9.235422,1412.9117647058824,49152,519,931.7924811764706,-0.0015495729,49152,24,0.0035268373,0.03857422,4.308268
0.8873614370822906,93.94115948677063,9.216765,1431.0857142857142,51200,528,940.9358159714285,-0.0030940278,51200,25,0.0032319624,0.03754883,4.3183703
0.8735206425189972,97.83330869674683,19.021044,1448.25,53248,514,962.9856483333333,-0.00353336,53248,26,0.004256452,0.05678711,4.329444
0.7514548897743225,101.8156247138977,8.874333,1464.4864864864865,55296,543,971.662601081081,-0.0031338683,55296,27,0.00342965,0.039013673,4.3311353
0.7182420492172241,105.58273577690125,8.691356,1479.8684210526317,57344,540,979.333391368421,-0.00396851,57344,28,0.0061124424,0.080517575,4.3508554
0.8268809020519257,109.36950874328613,20.102604,1494.4615384615386,59392,534,990.6337045897435,-0.0027421927,59392,29,0.0022898875,0.024853516,4.36662
0.8671423196792603,113.20408248901367,24.874065,1494.219512195122,61440,501,993.4692021951221,-0.0014511452,61440,30,0.0022784031,0.019238282,4.365956
0.8720424175262451,117.28681755065918,19.62639,1507.4285714285713,63488,489,1011.2895338809524,-0.0016188303,63488,31,0.0042031975,0.048828125,4.3767753
0.8630594164133072,121.46772789955139,19.810673,1520.0232558139535,65536,493,1029.3344503255814,-0.0016157182,65536,32,0.0036186948,0.041992188,4.4000545
0.8558684885501862,125.61933517456055,17.850697,1532.0454545454545,67584,476,1041.3053670681818,-0.003953108,67584,33,0.0037869853,0.04633789,4.4146347
0.7400296926498413,129.9149603843689,9.509189,1543.5333333333333,69632,505,1046.3604033777779,-0.0022170425,69632,34,0.0031522817,0.036376953,4.4138823
0.8244204223155975,133.96945095062256,15.956416,1554.5217391304348,71680,474,1057.209079347826,-0.0061274557,71680,35,0.0035749394,0.03955078,4.42437
