total_timesteps,n_updates,fps,explained_variance,clipfrac,value_loss,serial_timesteps,policy_loss,ep_len_mean,time_elapsed,approxkl,ep_reward_mean,policy_entropy
2048,1,553,0.02700066566467285,0.05961914,4.4450297,2048,-0.008008389,381.2,2.1457672119140625e-06,0.004966563,72.250404,1.4195182
4096,2,595,-0.12808990478515625,0.021191407,4.213722,4096,-0.0032116137,334.54545454545456,3.6996731758117676,0.0021826178,63.417461454545446,1.425115
6144,3,588,-0.21149075031280518,0.041796874,3.6799781,6144,-0.005284467,321.5263157894737,7.136752367019653,0.0037069093,60.93566989473684,1.4453384
8192,4,602,-0.06321465969085693,0.031689454,3.6002948,8192,-0.0026095905,322.8695652173913,10.615755558013916,0.0034884363,60.778783869565224,1.4584913
10240,5,573,0.10014492273330688,0.022802735,3.126419,10240,-0.0022816958,316.09375,14.018157243728638,0.0025315995,59.09441203125,1.4510026
12288,6,562,0.1393863558769226,0.032910157,3.3083546,12288,-0.002711373,302.6,17.590012550354004,0.0030518435,56.72130955,1.4523921
14336,7,584,0.3696172833442688,0.039404295,2.9441073,14336,-0.0035194997,274.7692307692308,21.228265047073364,0.0034083973,51.86062815384616,1.4653604
16384,8,612,0.4648340940475464,0.05805664,2.866309,16384,-0.0046271435,282.32758620689657,24.730175971984863,0.0047752545,53.31726755172414,1.478765
18432,9,605,0.672132283449173,0.03125,2.7364094,18432,-0.0026815124,307.93220338983053,28.07672929763794,0.0031370379,58.00367303389831,1.4745003
20480,10,622,0.23870843648910522,0.018310547,2.8890893,20480,-0.0016951537,336.95,31.456767082214355,0.0021767651,63.3423719,1.4694363
22528,11,616,0.30314821004867554,0.035986327,2.375011,22528,-0.0021877852,365.0163934426229,34.74654579162598,0.0032901354,68.41863867213115,1.4693422
24576,12,651,-0.16264235973358154,0.035351563,2.6965203,24576,-0.002291275,392.1774193548387,38.06998419761658,0.0029245322,73.58803061290322,1.4717035
26624,13,610,0.40487873554229736,0.045654297,1.8617775,26624,-0.00344637,396.9375,41.213632345199585,0.0041821823,74.431705234375,1.4626229
28672,14,580,0.3379465341567993,0.04067383,1.7728212,28672,-0.0026222677,422.3538461538462,44.56754517555237,0.004298066,78.64865286153847,1.4530108
30720,15,602,0.25508564710617065,0.041748047,1.6933094,30720,-0.0018777896,447.0,48.098857402801514,0.0040678782,83.12797013636364,1.4487574
32768,16,616,0.3129776120185852,0.0609375,1.5921018,32768,-0.0037394285,461.5820895522388,51.50071334838867,0.0050998935,85.79908252238806,1.4425895
34816,17,619,0.38930845260620117,0.022509765,1.232891,34816,-0.0029419495,484.9264705882353,54.82573843002319,0.0025342556,89.9331535882353,1.4311386
36864,18,628,0.12970596551895142,0.047949217,1.474732,36864,-0.002748644,507.59420289855075,58.13384938240051,0.0042867716,93.76761010144928,1.4331893
38912,19,617,0.5188002586364746,0.014550781,0.9956772,38912,0.00021231736,529.6142857142858,61.39313888549805,0.0019760672,97.89939677142858,1.4426591
40960,20,644,0.4130591154098511,0.031835936,0.9810542,40960,-0.0021675099,551.0140845070423,64.70973300933838,0.0033627457,101.46675707042253,1.4368608
43008,21,632,0.5685414671897888,0.047753908,1.194003,43008,-0.002213999,580.2054794520548,67.88970518112183,0.004352851,106.47868728767122,1.4379231
45056,22,628,0.47855961322784424,0.051611327,1.3672569,45056,-0.0017567802,600.0540540540541,71.12846827507019,0.004126414,110.2730994054054,1.4428241
47104,23,592,0.3774772882461548,0.044921875,1.201648,47104,-0.0022193317,619.3733333333333,74.38774275779724,0.0041868323,114.17558821333333,1.4470917
49152,24,604,0.26361143589019775,0.019042969,1.0736601,49152,0.00033627788,638.1842105263158,77.84546566009521,0.0022463282,117.9653439736842,1.4461356
51200,25,600,0.40961360931396484,0.036230467,0.9925248,51200,-0.0009844301,656.5064935064935,81.23500466346741,0.0033939574,121.63608315584415,1.4545844
53248,26,612,0.3261023759841919,0.068359375,1.1835166,53248,-0.0034130372,674.3589743589744,84.65744304656982,0.0054202,125.7202771025641,1.4569247
55296,27,623,0.19803911447525024,0.05522461,1.1313287,55296,-0.0020488,691.7594936708861,88.00380873680115,0.004737221,129.25825339240504,1.451953
57344,28,620,0.21221810579299927,0.02241211,1.2953031,57344,-0.0002836061,708.725,91.28891253471375,0.002579403,133.4260753375,1.4588457
59392,29,630,0.12906503677368164,0.03779297,1.132117,59392,-0.00064648234,725.2716049382716,94.59028577804565,0.0035110929,137.36053969135804,1.4602916
61440,30,633,0.18665063381195068,0.040771484,0.98285675,61440,-0.001678884,741.4146341463414,97.83928322792053,0.0035561093,141.2276762560976,1.4635088
63488,31,623,0.2182747721672058,0.03540039,1.0164431,63488,-0.001086722,757.1686746987951,101.07405519485474,0.0034089158,144.62903231325305,1.4725671
65536,32,590,0.042476534843444824,0.025439452,1.4540838,65536,-0.0002304798,772.547619047619,104.35948896408081,0.0025818888,148.85979975000004,1.4817342
67584,33,610,0.1638580560684204,0.03330078,0.69546294,67584,-0.0011773274,787.564705882353,107.82695651054382,0.003291477,151.8877357058824,1.4825692
69632,34,612,0.453197181224823,0.0519043,0.5757497,69632,-0.0016112446,796.2093023255813,111.18419170379639,0.0044293785,153.6675081162791,1.4798529
71680,35,594,0.4688456058502197,0.04638672,0.99286145,71680,-0.0053356765,802.2298850574713,114.52767872810364,0.003919737,154.90239728735634,1.4799035
73728,36,603,0.2867814302444458,0.025878906,1.5811831,73728,-0.0016066979,822.8426966292135,117.97047233581543,0.0026198658,160.55739270786518,1.4840943
75776,37,606,0.4360692501068115,0.03666992,0.6519006,75776,-0.0016727585,836.4666666666667,121.3635573387146,0.0035429387,163.24176164444447,1.4818875
77824,38,617,0.11458033323287964,0.050683595,0.9576689,77824,-0.002093294,849.7912087912088,124.73906588554382,0.0043625925,166.46988445054947,1.4843298
79872,39,625,0.16735947132110596,0.049462892,0.8507347,79872,-0.0019294813,862.8260869565217,128.05657720565796,0.003914601,169.64067077173917,1.4963288
81920,40,604,0.23268479108810425,0.033935547,1.0388962,81920,-0.0018130805,868.1397849462365,131.33022379875183,0.003131407,171.67307710752692,1.5018932
83968,41,599,0.3322569727897644,0.060253907,1.3465457,83968,-0.0052058888,883.2105263157895,134.72047305107117,0.0050890376,175.43896914736845,1.5063376
