serial_timesteps,policy_entropy,fps,total_timesteps,time_elapsed,explained_variance,approxkl,policy_loss,value_loss,clipfrac,n_updates,ep_len_mean,ep_reward_mean
393216,4.006279,473,393216,829.0220158100128,0.8477460741996765,0.006483932,-0.00794384,11.025789,0.070410155,192,1918.75,1253.23823286
395264,4.0069656,476,395264,833.3470842838287,0.905531533062458,0.004083053,-0.0040101698,7.0520134,0.046044923,193,1909.55,1246.1837218599999
397312,4.0096426,484,397312,837.6496388912201,0.8468722552061081,0.0030306857,-0.004023683,9.498941,0.033154298,194,1906.26,1242.75796084
399360,4.016326,499,399360,841.8790984153748,0.8000793009996414,0.0029589827,-0.0019204136,16.229832,0.031542968,195,1890.7,1230.09830014
401408,4.0226765,476,401408,845.9814763069153,0.8136137574911118,0.0031782791,-0.0018439706,18.602665,0.033935547,196,1876.75,1219.7762841299998
403456,4.0305204,487,403456,850.2833878993988,0.8607913553714752,0.0049454533,-0.003807877,8.790117,0.058886718,197,1876.75,1219.6190797699999
405504,4.0314465,493,405504,854.4828634262085,0.854014664888382,0.003145542,-0.0038096826,7.693391,0.033251952,198,1872.13,1216.1392426999998
407552,4.033143,486,407552,858.6344323158264,0.8854587525129318,0.0027230456,-0.0029793577,8.421944,0.029150391,199,1865.28,1211.7811662
409600,4.0351467,486,409600,862.8450572490692,0.8357070684432983,0.0035408582,-0.0014430865,8.922705,0.03569336,200,1859.53,1206.63787005
411648,4.0410743,464,411648,867.0579173564911,0.8608389496803284,0.0037050317,-0.004042673,8.987476,0.045947265,201,1859.53,1207.49690996
413696,4.04568,492,413696,871.4633145332336,0.8546433746814728,0.0032069024,-0.0022641162,9.506041,0.034960937,202,1859.53,1207.69971934
415744,4.0575666,461,415744,875.625815153122,0.6999345123767853,0.015154116,-0.005416194,12.80163,0.12192383,203,1859.53,1207.72717884
417792,4.0739813,491,417792,880.0623364448547,0.6893149018287659,0.002624448,-0.0021081925,23.867277,0.02866211,204,1828.37,1185.3048468200002
419840,4.089181,484,419840,884.2280216217041,0.8779527172446251,0.002725048,-0.0022350906,7.459372,0.027490234,205,1822.77,1180.7681397400002
421888,4.0922365,480,421888,888.4545302391052,0.8723425567150116,0.0027116328,-0.0024186564,8.359548,0.029443359,206,1819.27,1177.96803184
423936,4.097583,502,423936,892.7167747020721,0.7861523777246475,0.0021491013,-0.0025179025,17.3207,0.025195312,207,1801.64,1167.5566323
425984,4.099776,479,425984,896.7951991558075,0.7817827463150024,0.0035020034,-0.0036707283,13.373434,0.03652344,208,1801.64,1166.7602425199998
428032,4.107087,484,428032,901.0646131038666,0.8144977390766144,0.0040201615,-0.0022906528,18.219118,0.04663086,209,1794.06,1159.83721692
430080,4.109528,465,430080,905.2913918495178,0.7436218559741974,0.0015989993,-0.00118751,13.735361,0.015136719,210,1794.06,1160.3093268299997
432128,4.1075106,465,432128,909.6910581588745,0.7960970401763916,0.0029756217,-0.005697006,15.0873995,0.02631836,211,1789.26,1157.19543165
434176,4.1024523,473,434176,914.0875384807587,0.8881105780601501,0.0031429871,-0.0015032766,8.478666,0.030126953,212,1778.79,1150.64725504
436224,4.093646,490,436224,918.4129514694214,0.8294544070959091,0.003351872,-0.0044270777,17.269262,0.035888672,213,1766.14,1144.70528721
438272,4.0918207,468,438272,922.5881826877594,0.8271969109773636,0.0022411537,-0.0022695852,13.512591,0.02216797,214,1747.38,1132.92448194
440320,4.088594,448,440320,926.9597051143646,0.8122029900550842,0.004005457,-0.003331493,11.774736,0.038720705,215,1763.48,1143.87689597
442368,4.079911,475,442368,931.5273537635803,0.8178390562534332,0.0060594864,-0.0042504654,9.967313,0.072705075,216,1763.48,1143.61651538
444416,4.078351,504,444416,935.833681344986,0.8966090381145477,0.002291909,-0.0020273128,6.3295836,0.02446289,217,1756.95,1138.7444882099999
446464,4.067473,486,446464,939.8971409797668,0.7988440990447998,0.0020759376,-0.0033448506,10.877187,0.02055664,218,1756.95,1138.9567876499998
448512,4.0640783,470,448512,944.1059625148773,0.7584010511636734,0.0058284802,-0.002726195,11.41435,0.07133789,219,1756.95,1138.13386514
450560,4.0689473,465,450560,948.4622013568878,0.8755221143364906,0.0025921897,-0.0018609304,8.391603,0.027294923,220,1756.95,1137.18086115
452608,4.059897,482,452608,952.8619530200958,0.7943317890167236,0.0040321047,-0.0025556483,11.566636,0.044287108,221,1756.95,1136.0361145
454656,4.0550303,468,454656,957.104724407196,0.8269604444503784,0.0029792748,-0.0032702559,10.311601,0.031591795,222,1756.95,1135.83609464
456704,4.0576344,481,456704,961.4789798259735,0.9287200570106506,0.0042101573,-0.006549648,5.121665,0.048193358,223,1748.72,1131.12412279
458752,4.0622463,470,458752,965.7299163341522,0.757921040058136,0.0036561755,-0.0013800038,12.927145,0.043115236,224,1748.72,1130.12634146
460800,4.0542345,475,460800,970.0844173431396,0.8609698414802551,0.002319662,-0.0045167743,10.620391,0.023486327,225,1748.72,1129.44060065
462848,4.0385895,509,462848,974.3937277793884,0.8258883208036423,0.0028870627,-0.004116482,10.687769,0.02998047,226,1748.72,1128.93361552
464896,4.03768,489,464896,978.4156103134155,0.8208573162555695,0.0033656661,-0.0018593086,12.010165,0.037158202,227,1748.72,1128.54189729
466944,4.0374026,488,466944,982.5971279144287,0.8564720749855042,0.0034028415,-0.0018977651,10.29663,0.037744142,228,1748.72,1129.29308217
468992,4.03019,485,468992,986.7914967536926,0.8533640801906586,0.0036629941,-0.0033908165,9.42158,0.040283203,229,1748.72,1129.72627255
471040,4.032864,484,471040,991.0099723339081,0.7439146935939789,0.0038730588,-0.004114206,26.819866,0.046875,230,1721.73,1108.8857181899998
473088,4.03871,468,473088,995.2356100082397,0.8317834287881851,0.0024572322,-0.002724463,12.784499,0.02607422,231,1721.73,1108.6752205799999
475136,4.0348344,482,475136,999.6040346622467,0.8848890364170074,0.004298461,-0.0059029036,9.131297,0.051123045,232,1721.73,1109.9278199499997
477184,4.0403957,464,477184,1003.8501868247986,0.9441105201840401,0.0029207445,-0.0024762189,4.8215933,0.034570314,233,1706.07,1098.41612927
479232,4.0414577,473,479232,1008.2623462677002,0.8329778015613556,0.003189677,-0.0036327846,18.60034,0.04033203,234,1670.67,1076.05075442
481280,4.044503,474,481280,1012.5881822109222,0.8197501003742218,0.0018567031,-0.00057187496,12.339443,0.020996094,235,1670.67,1077.6935278800001
483328,4.042857,478,483328,1016.9038381576538,0.8614638149738312,0.002974383,-0.0016345687,10.027576,0.032421876,236,1670.67,1079.0007050000004
485376,4.0321136,470,485376,1021.1886532306671,0.7823252081871033,0.004222059,-0.0009419392,12.209,0.04790039,237,1670.67,1080.7943323700001
487424,4.0260534,468,487424,1025.5389819145203,0.8392579853534698,0.0040462622,-0.0033492006,8.851239,0.04477539,238,1680.18,1088.0633581400002
489472,4.0414596,455,489472,1029.9127116203308,0.8679311573505402,0.0038678362,-0.0041985614,12.265089,0.043896485,239,1675.68,1084.77520781
491520,4.0482397,436,491520,1034.4140648841858,0.8461923152208328,0.0026271238,-0.0034025484,14.375921,0.030615235,240,1659.3,1073.2545425300002
493568,4.0552807,463,493568,1039.1108679771423,0.8631280809640884,0.0028522823,-0.0029844055,10.390377,0.030371094,241,1659.3,1073.61550786
495616,4.070881,462,495616,1043.5337224006653,0.8338102996349335,0.0039984756,-0.0034397896,11.974359,0.047265626,242,1659.3,1072.40132333
497664,4.0881696,449,497664,1047.9645235538483,0.8677798807621002,0.0031410207,-0.003232414,12.150148,0.037353516,243,1641.13,1060.0847109699998
499712,4.0938244,475,499712,1052.5221154689789,0.888393335044384,0.0033338957,-0.0013992955,13.010037,0.032666016,244,1640.39,1059.1947897199998
501760,4.0927143,489,501760,1056.8267810344696,0.7972843050956726,0.004358108,-0.005233797,17.468023,0.054101564,245,1621.49,1044.39176735
503808,4.1019998,487,503808,1061.013087272644,0.8218511790037155,0.0034401533,-0.004628272,12.407015,0.035009764,246,1621.49,1045.2356697399998
505856,4.10985,466,505856,1065.2133610248566,0.838110476732254,0.0040050885,-0.0028340258,10.111523,0.04472656,247,1621.49,1046.22971512
507904,4.119267,467,507904,1069.6081984043121,0.8672891855239868,0.0036994193,-0.00479765,11.083967,0.043945312,248,1621.49,1046.37943164
509952,4.1156116,474,509952,1073.98988032341,0.990223721601069,0.0034868612,-0.0044208313,0.5375653,0.037744142,249,1618.56,1044.62893168
512000,4.1162148,459,512000,1078.3078422546387,0.8915709853172302,0.0042318692,-0.0037791983,9.286301,0.051953126,250,1600.66,1031.8425536200002
514048,4.13826,480,514048,1082.7708451747894,0.7950298488140106,0.00423251,-0.001832864,11.022011,0.04951172,251,1601.6,1032.37792951
516096,4.1555014,495,516096,1087.0338666439056,0.7980885207653046,0.0025013431,-0.0026734755,18.062279,0.027050782,252,1591.93,1025.19164316
518144,4.1661186,480,518144,1091.1707706451416,0.7506849020719528,0.001968347,-0.0021164154,12.905162,0.021484375,253,1591.93,1024.1471302100001
520192,4.176965,477,520192,1095.4322373867035,0.867329552769661,0.002805039,-0.00329641,7.647161,0.031591795,254,1586.77,1019.90986771
522240,4.1878395,473,522240,1099.7245833873749,0.7964052259922028,0.003235655,-0.0014278309,12.901492,0.039208986,255,1586.77,1018.6488649800001
524288,4.19529,473,524288,1104.048535823822,0.8318416327238083,0.003438081,-0.004179645,11.837635,0.037158202,256,1586.77,1018.54910576
526336,4.200823,482,526336,1108.3759899139404,0.8137559741735458,0.0041479254,-0.003903366,14.914881,0.047558594,257,1586.77,1019.0698289900001
528384,4.2054214,462,528384,1112.6199011802673,0.7576249241828918,0.0024036854,-0.0018897674,14.592273,0.025,258,1586.77,1018.8853483600001
530432,4.2100134,481,530432,1117.0460398197174,0.7645717114210129,0.00253579,-0.0011139205,13.025561,0.02709961,259,1591.4,1021.9838513100003
532480,4.2127333,473,532480,1121.3008284568787,0.806670069694519,0.0026248086,-0.0015366813,12.454403,0.027929688,260,1591.4,1022.5805195000003
534528,4.2121363,472,534528,1125.62224650383,0.8261605352163315,0.0029133768,-0.0017613692,11.873076,0.027441407,261,1591.4,1022.5387726500003
536576,4.2164063,456,536576,1129.959332227707,0.8322112709283829,0.0023683845,-0.0012013235,10.991928,0.026611328,262,1591.4,1024.00863466
538624,4.2170086,489,538624,1134.4501185417175,0.8059514462947845,0.0041196803,-0.0025312444,11.442366,0.048291016,263,1591.4,1024.2886986400001
540672,4.2162714,478,540672,1138.6389141082764,0.7727355360984802,0.00380458,-0.0030215885,12.340785,0.044921875,264,1591.4,1024.99504639
542720,4.2251067,474,542720,1142.91681265831,0.8225831091403961,0.0046268874,-0.0015232677,11.385469,0.054589845,265,1591.4,1025.51482546
544768,4.2278605,487,544768,1147.2350115776062,0.827078714966774,0.0026492577,-0.0020723504,10.37153,0.02446289,266,1591.4,1026.6799881700001
546816,4.2207537,476,546816,1151.43408203125,0.8767287135124207,0.0032994102,-0.0020945433,9.338153,0.035253905,267,1591.4,1026.9120938
548864,4.2165675,482,548864,1155.7339541912079,0.8089466542005539,0.0038495052,-0.0028877642,9.396498,0.044677734,268,1591.4,1027.0940273200001
550912,4.217909,495,550912,1159.9827194213867,0.7909898608922958,0.0025749987,-0.001926089,13.43425,0.02861328,269,1607.56,1038.59521374
552960,4.222455,473,552960,1164.113582611084,0.8623097836971283,0.0019887097,-0.002517369,10.371118,0.021923829,270,1623.7,1050.2283287300002
555008,4.2240047,470,555008,1168.4402205944061,0.8649997562170029,0.0036607352,-0.003114105,10.935453,0.044189453,271,1623.7,1050.6586150800001
557056,4.2153525,468,557056,1172.7917273044586,0.8499999940395355,0.004000428,-0.0021285936,9.427444,0.046582032,272,1623.7,1051.02699546
559104,4.208792,453,559104,1177.167083978653,0.84030382335186,0.0046486813,-0.0030177885,15.943613,0.05029297,273,1618.23,1047.6630016600002
561152,4.206666,478,561152,1181.6826527118683,0.7984395325183868,0.0025060982,-0.0022067507,13.334714,0.027148437,274,1618.23,1048.5203417500002
563200,4.2119226,458,563200,1185.9601984024048,0.9111295491456985,0.0030304673,-0.00216614,8.284815,0.032568358,275,1632.77,1059.51029464
565248,4.2256556,481,565248,1190.4335918426514,0.8102623969316483,0.005545744,-0.0047575487,12.699869,0.061914064,276,1632.77,1059.74728753
567296,4.230362,489,567296,1194.6916546821594,0.8732150793075562,0.00415415,-0.0026671484,10.652657,0.048046876,277,1646.72,1069.8736221299998
569344,4.2291236,486,569344,1198.8784766197205,0.790065661072731,0.0029498902,-0.002287271,30.753977,0.03251953,278,1614.97,1047.84279949
571392,4.2284994,483,571392,1203.0875916481018,0.836054340004921,0.0025580286,-0.0012234373,9.908801,0.027441407,279,1614.97,1047.78202028
573440,4.2282248,479,573440,1207.3269419670105,0.9374746084213257,0.0031009312,-0.005111592,5.922243,0.03261719,280,1597.03,1034.7966045599999
575488,4.243551,454,575488,1211.598529100418,0.6775027513504028,0.0050338926,-0.0034076492,33.645523,0.04863281,281,1552.56,1005.1905153900002
577536,4.2527943,448,577536,1216.1051394939423,0.8213227540254593,0.0044511426,-0.0031555737,10.01576,0.04897461,282,1552.56,1005.1480633400002
579584,4.253682,479,579584,1220.6740608215332,0.319375216960907,0.0037954815,-0.0030538936,29.761654,0.037988283,283,1462.79,944.0424199200002
581632,4.257579,450,581632,1224.943853378296,0.8011698722839355,0.004877704,-0.003636559,8.990195,0.05288086,284,1462.79,942.48245464
583680,4.2651396,476,583680,1229.4880475997925,0.9486139193177223,0.003278836,-0.004965428,6.5199676,0.037988283,285,1444.62,930.4301152200001
585728,4.2702594,477,585728,1233.79066324234,0.871550440788269,0.00235513,-0.002663169,15.840167,0.024853516,286,1422.02,915.1062509199999
587776,4.2724123,472,587776,1238.0839805603027,0.8025193512439728,0.0035428833,-0.0020912322,19.62482,0.041064452,287,1377.7,883.21990267
589824,4.279814,491,589824,1242.4194557666779,0.8037119954824448,0.00287878,-0.0038795634,22.291836,0.034521483,288,1277.93,813.80473432
591872,4.2927775,479,591872,1246.5827655792236,0.7737131267786026,0.003379263,-0.0012828361,12.969002,0.038232423,289,1277.93,812.86620755
593920,4.3033104,485,593920,1250.852518081665,0.8793213367462158,0.0032812166,-0.0032408852,14.227495,0.03305664,290,1260.01,799.6221606800001
595968,4.3114204,489,595968,1255.071561574936,0.8885852470993996,0.0039935615,-0.0041562007,11.841036,0.042871095,291,1249.22,792.2245818700003
598016,4.31549,464,598016,1259.2572026252747,0.8854193016886711,0.0037148378,-0.00240046,14.840391,0.03828125,292,1246.6,790.71330189
600064,4.3175864,429,600064,1263.6654591560364,0.919305607676506,0.0022803864,-0.003266301,9.889751,0.021826172,293,1244.12,788.4708090700001
602112,4.3187103,444,602112,1268.436126947403,0.8934417217969894,0.003030578,-0.003141274,12.573416,0.030419922,294,1225.96,774.9345565800002
604160,4.326082,471,604160,1273.0430743694305,0.7763534039258957,0.0038538738,-0.0034361868,24.61284,0.03984375,295,1177.97,737.7026493199999
606208,4.3324556,471,606208,1277.3886001110077,0.9007620811462402,0.0023491536,-0.0024179083,13.864622,0.021533202,296,1144.46,714.39416916
608256,4.3351593,462,608256,1281.735184431076,0.801256075501442,0.001515358,-0.0021380733,16.647915,0.010498047,297,1133.19,704.1939421699999
610304,4.3329964,483,610304,1286.168526649475,0.8647571206092834,0.0029370696,-0.0042374535,15.181467,0.03149414,298,1099.79,679.33294427
612352,4.335042,466,612352,1290.4018273353577,0.9019043371081352,0.0031809725,-0.0018853256,15.6358385,0.036621094,299,1084.87,668.2689180000001
614400,4.3413663,477,614400,1294.7892286777496,0.9350212961435318,0.0023809068,-0.0025991257,8.169756,0.022607422,300,1049.68,643.0698629699999
616448,4.3375254,464,616448,1299.081930398941,0.8479108065366745,0.0034555357,-0.002484087,12.319826,0.037109375,301,1049.46,641.64944855
618496,4.333563,473,618496,1303.4910717010498,0.8492266237735748,0.007512881,-0.00502206,13.045758,0.06679688,302,1031.33,628.6291608899999
620544,4.3421803,473,620544,1307.812784910202,0.8157479166984558,0.0032407076,-0.0039050044,15.612398,0.037646484,303,1023.18,621.8352316699999
622592,4.365305,489,622592,1312.1351113319397,0.8953539878129959,0.003269321,-0.004318154,14.681035,0.038134765,304,997.33,603.59220159
624640,4.383358,474,624640,1316.3192234039307,0.9284030050039291,0.0015995601,-0.0020867405,6.6100626,0.014746094,305,985.77,594.34843921
626688,4.3840175,478,626688,1320.6320223808289,0.8307109475135803,0.0025906963,-0.002518522,9.005545,0.026464844,306,985.77,593.41073895
628736,4.3785753,482,628736,1324.9121458530426,0.7888952940702438,0.004633781,-0.006703526,18.132565,0.04663086,307,951.17,567.91604426
630784,4.3765993,469,630784,1329.1550855636597,0.8737664967775345,0.0027879432,-0.0032314032,14.537809,0.03413086,308,933.31,555.43640911
632832,4.381347,440,632832,1333.517071723938,0.8382529318332672,0.0031399461,-0.002410444,14.729944,0.03330078,309,915.42,543.12509756
634880,4.3834605,461,634880,1338.1688106060028,0.8452094793319702,0.0053646504,-0.0057907263,10.216181,0.053271484,310,915.42,542.5822097199999
636928,4.3882117,496,636928,1342.6096405982971,0.7837961614131927,0.0025769921,-0.004432065,15.914198,0.026855469,311,915.42,542.6485872599999
638976,4.3887186,458,638976,1346.7319946289062,0.8732572942972183,0.0027430474,-0.00274244,9.544947,0.028320312,312,915.42,543.29758607
641024,4.377942,485,641024,1351.2005002498627,0.8332352787256241,0.0025800061,-0.0008558322,10.754058,0.025634766,313,915.42,543.58948854
643072,4.369302,482,643072,1355.4202313423157,0.8380122780799866,0.0026638203,-0.0018511818,11.337923,0.025585938,314,915.42,543.56274683
645120,4.3672023,472,645120,1359.666915655136,0.9505992755293846,0.0025009254,-0.0030521473,6.8541236,0.026757812,315,879.42,516.8164295
647168,4.373129,490,647168,1364.0018854141235,0.8584227412939072,0.002999583,-0.0038762335,10.814894,0.032958984,316,879.42,517.6794177099999
649216,4.3841286,478,649216,1368.182121515274,0.8469348847866058,0.005378685,-0.0054065543,17.15537,0.06035156,317,887.38,522.5728343000001
651264,4.395803,468,651264,1372.4629735946655,0.862358808517456,0.0025360188,-0.0017866399,16.109468,0.026708985,318,870.44,510.24689502
653312,4.401655,465,653312,1376.8309757709503,0.8760317787528038,0.0060258363,-0.0038343482,10.280026,0.06518555,319,870.44,510.12754357000006
655360,4.3957396,475,655360,1381.2330539226532,0.7942128628492355,0.008630743,-0.0070183226,14.347117,0.09672852,320,865.65,505.05976839000004
657408,4.4002976,478,657408,1385.5399453639984,0.8271909058094025,0.0029331304,-0.005375025,10.234978,0.032568358,321,883.53,517.06922964
659456,4.4110913,478,659456,1389.8248751163483,0.8152219504117966,0.004822751,-0.0038898303,11.026129,0.062597655,322,901.62,529.16753955
661504,4.4185734,484,661504,1394.109678030014,0.7615707516670227,0.0044514425,-0.0024753814,12.706138,0.051708985,323,901.62,528.1326278
663552,4.4234214,486,663552,1398.3339231014252,0.8970554322004318,0.0024457383,-0.0031321854,10.800636,0.025927734,324,895.22,522.08387828
665600,4.429378,490,665600,1402.5475432872772,0.9178878217935562,0.0035328642,-0.0054540983,11.099655,0.036328126,325,891.99,520.3781380400001
667648,4.4296236,484,667648,1406.7246363162994,0.8416676372289658,0.0034430572,-0.00398554,11.516199,0.038427733,326,910.17,532.74300164
669696,4.425555,460,669696,1410.9527366161346,0.8875307887792587,0.0046168296,-0.0060085626,7.560308,0.054492187,327,926.94,544.57304122
671744,4.4253206,473,671744,1415.3958373069763,0.7313226759433746,0.0036882285,-0.0016189903,14.01922,0.04145508,328,926.94,545.6466366100001
673792,4.42805,466,673792,1419.724730014801,0.8585020005702972,0.003015079,-0.0018750398,9.157605,0.034277342,329,944.6,557.35355235
675840,4.428733,498,675840,1424.115199804306,0.8049697875976562,0.002054775,-0.002653845,22.82786,0.021484375,330,963.15,570.1049638000001
677888,4.4433327,459,677888,1428.2248749732971,0.8260686099529266,0.0028799975,-0.0030558077,18.555908,0.031152343,331,984.56,584.68213632
679936,4.446404,490,679936,1432.6791825294495,0.9314496666193008,0.0029357388,-0.0039811865,4.598726,0.0359375,332,987.08,585.9502629
681984,4.4425845,485,681984,1436.8591768741608,0.897457018494606,0.0039993045,-0.004816762,10.31383,0.04399414,333,995.22,592.21281861
684032,4.447837,469,684032,1441.0814321041107,0.8915444314479828,0.004415536,-0.0021653222,14.532639,0.051171876,334,995.42,593.70032349
686080,4.445116,496,686080,1445.447252035141,0.9290491044521332,0.0026307802,-0.0035567954,4.699473,0.025732422,335,1012.55,605.7422276199999
688128,4.448396,497,688128,1449.571254491806,0.8026983141899109,0.0023832778,-0.002210666,10.165875,0.023779297,336,1030.57,617.65877818
690176,4.4394407,480,690176,1453.6910874843597,0.8530994355678558,0.0031034942,-0.004745548,14.709578,0.03276367,337,1021.56,612.15481405
692224,4.435188,487,692224,1457.9515585899353,0.8024953305721283,0.0032057385,-0.004185225,15.864761,0.03286133,338,1039.73,626.0957100400001
694272,4.429364,460,694272,1462.1502175331116,0.9160812720656395,0.0027326322,-0.002980105,7.109422,0.024902344,339,1053.63,636.81599576
696320,4.4282866,488,696320,1466.6004276275635,0.7741280049085617,0.0016918086,-0.0005568961,13.476178,0.016113281,340,1071.31,649.38102771
698368,4.4292364,474,698368,1470.7897324562073,0.8709541857242584,0.003136171,-0.004383849,9.478092,0.033251952,341,1089.39,662.26861684
700416,4.436325,486,700416,1475.1022689342499,0.8666531294584274,0.0049600364,-0.0049469946,11.534596,0.053271484,342,1107.46,675.5379891400001
702464,4.4398413,470,702464,1479.3156282901764,0.8214535713195801,0.0033075355,-0.0036791817,10.8370695,0.036230467,343,1125.73,689.5338945500001
704512,4.437732,481,704512,1483.6698338985443,0.9290156289935112,0.004885602,-0.006120234,6.283744,0.05703125,344,1138.77,698.97563399
706560,4.437017,486,706560,1487.9233379364014,0.7752627432346344,0.0040199864,-0.0044794697,20.605999,0.043017577,345,1128.83,693.5776018400002
708608,4.4365416,486,708608,1492.1317036151886,0.8220172971487045,0.006402352,-0.005334192,9.65022,0.08071289,346,1146.75,706.0320677100001
710656,4.437337,479,710656,1496.3428225517273,0.8246087431907654,0.006738457,-0.0071819127,11.122151,0.075683594,347,1152.64,710.0890993600001
712704,4.4392853,475,712704,1500.6153564453125,0.9507387317717075,0.0026485408,-0.0011561626,4.951026,0.027685547,348,1154.89,711.71883475
714752,4.442853,467,714752,1504.9237070083618,0.8446216583251953,0.0027298895,-0.0016033141,14.212543,0.031591795,349,1158.09,714.8311744500002
716800,4.436812,488,716800,1509.3075830936432,0.843298152089119,0.0024082444,-0.0026121777,9.94772,0.023388673,350,1157.96,714.84846455
718848,4.43984,485,718848,1513.5041058063507,0.846535786986351,0.0034665533,-0.0038138055,11.459382,0.03569336,351,1176.1,727.8440110300002
720896,4.4382544,485,720896,1517.7208151817322,0.8764461055397987,0.0027060905,-0.004546372,7.948165,0.02890625,352,1192.78,739.3127393200001
722944,4.4292326,473,722944,1521.9434566497803,0.7863121181726456,0.005130106,-0.004660056,10.663736,0.054882813,353,1210.54,751.83108932
724992,4.429242,485,724992,1526.2683908939362,0.828717440366745,0.003543762,-0.0025102526,12.2287445,0.041503906,354,1228.33,764.8648285000002
727040,4.43456,480,727040,1530.489966392517,0.7848005592823029,0.0036328447,-0.0014203188,12.28625,0.03828125,355,1228.33,766.0830722100001
729088,4.4378996,493,729088,1534.7500259876251,0.8613437563180923,0.0032599072,-0.0032220085,9.338349,0.03413086,356,1246.19,778.7719843700002
731136,4.4401927,493,731136,1538.8982882499695,0.8492985814809799,0.0025848881,-0.0012248014,12.952886,0.028271485,357,1264.15,791.9015666800001
733184,4.450529,469,733184,1543.0457799434662,0.8332210630178452,0.0038724325,-0.0034833893,10.474438,0.04638672,358,1276.32,801.27577993
735232,4.4574366,475,735232,1547.4117903709412,0.8610054403543472,0.0033957977,-0.0046690307,13.90768,0.03959961,359,1297.48,816.04610434
737280,4.463299,445,737280,1551.7190952301025,0.8674013018608093,0.003364664,-0.0009199573,12.15375,0.0359375,360,1315.25,829.78490785
739328,4.473853,470,739328,1556.3128669261932,0.8434613347053528,0.0023491555,-0.0021274176,10.944659,0.021923829,361,1315.25,831.2186862599998
741376,4.4839706,484,741376,1560.6662168502808,0.8276970088481903,0.0024688875,-0.0030917318,15.24779,0.027978515,362,1332.44,845.0072546999999
743424,4.494304,465,743424,1564.8978633880615,0.7847307920455933,0.0027684104,-0.0020107653,12.076079,0.030664062,363,1348.0,855.9651256599999
745472,4.5014863,449,745472,1569.2996549606323,0.801241472363472,0.0034837588,-0.004238534,14.74412,0.037988283,364,1358.17,862.5522926900002
747520,4.505432,482,747520,1573.8609914779663,0.8388946354389191,0.0023461473,-0.0020391939,11.738523,0.023876954,365,1375.95,875.60777262
749568,4.507466,474,749568,1578.1033201217651,0.9180489629507065,0.0021119118,-0.0041118036,6.1677504,0.024121094,366,1374.96,874.9353642299998
751616,4.5044317,478,751616,1582.4210855960846,0.8272210955619812,0.0026484833,-0.0022705186,11.695211,0.028320312,367,1390.63,886.52915259
753664,4.4982386,474,753664,1586.70028591156,0.8289767354726791,0.0064004734,-0.0040253466,11.27916,0.07094727,368,1408.78,898.7768108799999
755712,4.5019307,479,755712,1591.0167508125305,0.7592404037714005,0.008501834,-0.004317845,17.77676,0.087695315,369,1429.46,912.26872549
757760,4.5121903,458,757760,1595.2900269031525,0.7388818562030792,0.0070740096,-0.0029935031,8.70993,0.080761716,370,1447.6,923.4321322599999
759808,4.5313067,483,759808,1599.759024143219,0.8400600999593735,0.0047342675,-0.00517531,6.8157296,0.059033204,371,1429.95,912.0543476600001
761856,4.5477266,480,761856,1603.9996440410614,0.8081209510564804,0.0031481509,-0.002911314,14.559039,0.03730469,372,1434.2,914.9319401100001
763904,4.557616,456,763904,1608.2599725723267,0.8205282241106033,0.004726746,-0.0039834464,10.10615,0.057958983,373,1452.33,927.72409212
765952,4.5603933,480,765952,1612.747680425644,0.7865696400403976,0.003049232,-0.0033773095,10.175195,0.03364258,374,1452.33,928.6898264299999
768000,4.5591307,493,768000,1617.0116474628448,0.8443095088005066,0.0025889508,-0.0013428337,9.341279,0.027734375,375,1470.15,941.0778161400001
770048,4.5592713,465,770048,1621.1649520397186,0.9302204623818398,0.0023306713,-0.0026198435,4.8670177,0.023046875,376,1463.71,936.7572500199999
772096,4.5692544,476,772096,1625.5692327022552,0.8394673764705658,0.0035696854,-0.0032783612,10.277219,0.041015625,377,1481.82,949.95080662
774144,4.5709333,467,774144,1629.8715686798096,0.8206254988908768,0.0026362832,-0.0017096328,12.986127,0.028955078,378,1497.52,960.9275602100001
776192,4.56573,484,776192,1634.2566356658936,0.7975481152534485,0.0023699426,-0.0011226679,11.329062,0.023925781,379,1509.08,970.02201539
778240,4.561061,481,778240,1638.4859058856964,0.8828862980008125,0.002661956,-0.0018115087,13.201323,0.028515626,380,1493.57,960.3148114100001
780288,4.5518785,469,780288,1642.7420547008514,0.8409747034311295,0.0049099424,-0.0035188876,6.8169365,0.053515624,381,1504.64,968.01528603
782336,4.5471845,486,782336,1647.106717824936,0.7260177731513977,0.0033224393,-0.0034145932,24.332535,0.03569336,382,1491.31,956.9521569499999
784384,4.5507526,459,784384,1651.3168482780457,0.8248191028833389,0.004998411,-0.0014432616,11.068271,0.05595703,383,1509.2,968.9725637799999
786432,4.559631,482,786432,1655.7721238136292,0.8535851538181305,0.0025809745,-0.001886471,19.304926,0.027636718,384,1473.57,943.3947587899999
788480,4.580756,475,788480,1660.0201375484467,0.7990264743566513,0.0025693895,-0.0033584698,19.520887,0.029101562,385,1438.35,918.0427021899999
790528,4.5835276,481,790528,1664.324283838272,0.7693261802196503,0.0026964196,-0.0013103695,13.215062,0.031152343,386,1438.35,916.92977043
792576,4.5837007,473,792576,1668.5820026397705,0.7476065158843994,0.0026329996,-0.00092965795,22.910213,0.029345702,387,1413.11,897.8407818800001
