serial_timesteps,ep_len_mean,policy_loss,policy_entropy,n_updates,ep_reward_mean,total_timesteps,approxkl,time_elapsed,value_loss,fps,explained_variance,clipfrac
161792,1579.97,-0.004308999,1.6804516,79,480.09793321000006,161792,0.0045337346,358.41866302490234,5.755343,401,0.5763610005378723,0.048291016
163840,1578.56,-0.004756109,1.6713101,80,488.62369727000004,163840,0.0030229902,363.52476477622986,8.507632,441,0.44499021768569946,0.030761719
165888,1586.5,-0.0035069413,1.6727632,81,498.08762405999994,165888,0.0030030569,368.16140842437744,8.956865,412,0.4586576819419861,0.03017578
167936,1565.9,-0.001803679,1.6784999,82,497.21602391999994,167936,0.0028676575,373.12190079689026,7.0520134,478,0.47290921211242676,0.02607422
169984,1545.37,-0.004186456,1.6787479,83,499.22398133999997,169984,0.005351997,377.40015745162964,6.272256,470,0.5631062388420105,0.06586914
172032,1555.17,-0.002939424,1.6776896,84,506.66804488999986,172032,0.0022080564,381.7537593841553,9.517086,470,0.4043413996696472,0.022753906
174080,1555.01,-0.0023146514,1.6768429,85,511.30618730000003,174080,0.002140729,386.1092758178711,9.645795,454,0.49327898025512695,0.018896485
176128,1569.52,-0.003225288,1.6726103,86,521.00756333,176128,0.0033596482,390.61672258377075,9.472742,424,0.5560947060585022,0.03515625
178176,1560.41,-0.0024585675,1.6686735,87,524.0338861800001,178176,0.003827994,395.44044494628906,6.3487945,424,0.6093144416809082,0.036816407
180224,1497.6,-0.00197466,1.675959,88,515.92775557,180224,0.0016543604,400.2636740207672,9.925937,447,0.5341436266899109,0.015136719
182272,1472.7,-0.0020741676,1.677885,89,513.9266993,182272,0.0017307876,404.8416178226471,6.1414776,443,0.5878228545188904,0.017333984
184320,1431.75,-0.0031481911,1.6777296,90,509.08711386999994,184320,0.004670512,409.462521314621,10.089725,461,0.48088282346725464,0.055322267
186368,1388.08,-0.002740116,1.6798404,91,502.8445831,186368,0.002044908,413.90089988708496,7.0567656,454,0.5576026439666748,0.016992187
188416,1351.27,-0.0037873443,1.6833827,92,499.63066768000004,188416,0.002106354,418.40370416641235,6.50258,458,0.6707538068294525,0.018554688
