serial_timesteps,ep_len_mean,policy_loss,policy_entropy,n_updates,ep_reward_mean,total_timesteps,approxkl,time_elapsed,value_loss,fps,explained_variance,clipfrac
98304,1485.7575757575758,-0.007872997,1.5255584,48,362.35613921212115,98304,0.007171186,212.56613063812256,1.5613714,458,0.06701713800430298,0.095947266
100352,1494.1641791044776,-0.0027808372,1.5333208,49,366.69999059701485,100352,0.0036616207,217.0379123687744,2.1988711,442,0.09781992435455322,0.038769532
102400,1502.3235294117646,-0.0027695943,1.5340786,50,371.5114688529411,102400,0.0028317661,221.662531375885,2.8592288,430,0.10394591093063354,0.024169922
104448,1510.2463768115942,-0.0025633236,1.5392158,51,376.95901981159415,104448,0.0028087099,226.4238555431366,3.6420016,438,0.10138648748397827,0.027880859
106496,1517.942857142857,-0.0010454196,1.552454,52,382.03538378571426,106496,0.0020981482,231.09660696983337,3.0912611,452,0.17351752519607544,0.0203125
108544,1525.4225352112676,-0.00495069,1.5639372,53,387.7547925070422,108544,0.0032451157,235.6224102973938,4.222291,441,0.09211832284927368,0.031933594
110592,1532.6944444444443,-0.0010249175,1.5687203,54,391.82574281944443,110592,0.0020258897,240.26151275634766,2.4599671,446,0.07352358102798462,0.018701172
112640,1539.7671232876712,-0.0035164389,1.577213,55,396.4358826027397,112640,0.003805869,244.85294580459595,3.0290809,442,0.07821404933929443,0.044873048
114688,1526.9866666666667,-0.0048150783,1.5918375,56,395.33014172,114688,0.0045623207,249.48126888275146,3.2889054,443,0.10932815074920654,0.051953126
116736,1533.8552631578948,-0.004492299,1.6032951,57,399.4444535921052,116736,0.0033092506,254.10035681724548,2.5812669,431,0.034496188163757324,0.03564453
118784,1540.5454545454545,-0.0018993005,1.6108509,58,403.82613198701296,118784,0.0017903937,258.8443205356598,3.0764985,417,0.17376446723937988,0.015283203
120832,1525.525641025641,-0.0051818793,1.6136076,59,400.01045552564096,120832,0.0046439217,263.745059967041,2.7859557,442,0.17927849292755127,0.050195314
122880,1532.1518987341772,-0.0016013536,1.6124065,60,404.16051808860755,122880,0.0019196601,268.37830233573914,2.9690256,438,0.13374918699264526,0.0171875
124928,1538.6125,-0.00143856,1.6158724,61,408.5953324875,124928,0.0029631434,273.0539937019348,3.9321532,397,0.14062267541885376,0.028320312
126976,1541.2560975609756,-0.0051068487,1.6253941,62,414.40074571951214,126976,0.0029860483,278.2041177749634,4.3938384,432,0.22567826509475708,0.029052734
129024,1547.3734939759036,-0.003871608,1.6324965,63,419.8416912771084,129024,0.004088142,282.94008350372314,5.5189524,439,0.16115838289260864,0.038867187
131072,1553.345238095238,-0.0016385982,1.6240832,64,424.84643445238095,131072,0.0013830058,287.6037447452545,4.0560584,456,0.15686625242233276,0.008837891
133120,1559.1764705882354,-0.0022601415,1.6187134,65,430.02603369411764,133120,0.003202776,292.08852767944336,4.962132,432,0.19118386507034302,0.028173828
135168,1564.8720930232557,-0.0022262596,1.62419,66,434.6028164418605,135168,0.0020109084,296.8209340572357,4.392272,466,0.2193746566772461,0.017626952
137216,1537.685393258427,-0.0023879884,1.631932,67,428.99700662921344,137216,0.0030677856,301.21320104599,5.951279,406,0.07250314950942993,0.03261719
139264,1530.911111111111,-0.005933463,1.6384094,68,428.32953541111107,139264,0.004886503,306.2509024143219,5.1516733,444,0.28109169006347656,0.061181642
141312,1536.6043956043957,-0.0034027547,1.6557909,69,434.01746406593395,141312,0.0027999752,310.86250257492065,4.890753,414,0.22552895545959473,0.027734375
143360,1540.4021739130435,-0.0050385506,1.668894,70,436.97961388043467,143360,0.0035419017,315.7990622520447,4.2788277,396,0.3873327970504761,0.032958984
145408,1537.340425531915,-0.0018067738,1.6754181,71,440.10810078723387,145408,0.0018297678,320.9622423648834,5.6505356,393,0.23420417308807373,0.015283203
147456,1533.5473684210526,-0.0030648573,1.6781057,72,440.45286913684197,147456,0.002597738,326.1645803451538,4.4873056,451,0.34821683168411255,0.025927734
149504,1530.7113402061855,-0.0010237759,1.6823385,73,443.1312107731959,149504,0.0024141253,330.69951033592224,4.3457456,450,0.3280300498008728,0.022509765
151552,1536.0,-0.0038507257,1.6824068,74,447.76083962244905,151552,0.0036533452,335.2426919937134,5.055605,408,0.3041747808456421,0.044970702
153600,1541.1818181818182,-0.0014776549,1.6757761,75,452.9998631717172,153600,0.0025548455,340.25932812690735,6.601523,431,0.3274591565132141,0.022998046
155648,1552.63,-0.0041894587,1.6741107,76,461.38914774000006,155648,0.0051611997,345.00957775115967,7.453869,472,0.3672402501106262,0.06303711
157696,1553.51,-0.0028876667,1.6766678,77,464.34026973999994,157696,0.002291735,349.34329414367676,6.756518,447,0.47774380445480347,0.019433593
159744,1570.9,-0.0017375689,1.680282,78,474.8587441600001,159744,0.0027786123,353.91654682159424,5.59681,454,0.46175652742385864,0.023925781
