fps,explained_variance,total_timesteps,serial_timesteps,policy_loss,clipfrac,n_updates,time_elapsed,value_loss,approxkl,policy_entropy,ep_len_mean,ep_reward_mean
484,0.8725999295711517,393216,393216,-0.0035060577,0.03364258,192,923.3677086830139,33.854282,0.0029857561,5.2182994,1532.37,1243.37669883
493,0.9530245698988438,395264,395264,-0.0061606797,0.042089842,193,927.5926463603973,9.051078,0.0042314734,5.2273126,1514.77,1227.3109545099999
519,0.8827451840043068,397312,397312,-0.0036423602,0.031542968,194,931.7455720901489,36.52769,0.0030061672,5.22952,1491.28,1212.74282376
500,0.8787679970264435,399360,399360,-0.00093214086,0.020996094,195,935.6874032020569,20.546013,0.0022610214,5.2412424,1491.28,1213.6735459200002
511,0.9532239213585854,401408,401408,2.7201023e-07,0.022900391,196,939.7814538478851,6.5137544,0.0021461262,5.2544127,1485.21,1203.5145402000003
418,0.7691131234169006,403456,403456,-0.0034380504,0.08085938,197,943.782781124115,19.85445,0.0059948796,5.266964,1485.21,1207.5613687800003
315,0.7948905378580093,405504,405504,-0.0011611189,0.09311523,198,948.6784996986389,19.530771,0.006756132,5.272149,1485.21,1210.2148002200001
443,0.8661560863256454,407552,407552,-0.0055060675,0.044384766,199,955.1757326126099,28.582428,0.0040602675,5.2736945,1467.25,1200.47412097
451,0.8048549741506577,409600,409600,-0.0012351186,0.06523438,200,959.7939445972443,19.259842,0.0052606105,5.2630014,1467.25,1202.30838932
473,0.8687202036380768,411648,411648,-0.002138386,0.023583984,201,964.336437702179,26.701954,0.002583902,5.254098,1467.46,1203.71183821
479,0.8776860237121582,413696,413696,-0.0013858144,0.039160155,202,968.663722038269,33.11136,0.0035914066,5.2637115,1431.57,1180.8848196400002
461,0.8679189532995224,415744,415744,-0.0047125304,0.062109374,203,972.9355163574219,26.497488,0.0056188507,5.282767,1445.75,1194.9605212100003
442,0.7849063873291016,417792,417792,-0.0023478037,0.04423828,204,977.3736057281494,19.753408,0.0046166615,5.291919,1445.75,1197.1321028200002
317,0.8120758384466171,419840,419840,-0.0022296663,0.018994141,205,982.0046308040619,19.333466,0.002814717,5.2893944,1445.75,1198.0922919199998
393,0.7199389040470123,421888,421888,-0.003990657,0.028271485,206,988.4589741230011,12.165499,0.0027125527,5.2852736,1429.26,1182.23262585
454,0.6713432371616364,423936,423936,-0.0013842764,0.029394532,207,993.6607396602631,36.33329,0.0026413836,5.285751,1423.52,1171.92015354
407,0.8918813169002533,425984,425984,-0.001133605,0.046826173,208,998.1711988449097,14.165204,0.0042418903,5.2880993,1423.52,1167.56217005
420,0.7607242166996002,428032,428032,-0.003169623,0.08725586,209,1003.1984214782715,19.809832,0.0069080507,5.285489,1423.52,1174.8786810999998
368,0.8676058053970337,430080,430080,-0.0003942037,0.024169922,210,1008.0747294425964,26.961126,0.0026179433,5.2864413,1416.66,1174.2954138100001
341,0.8697986602783203,432128,432128,-0.0021005592,0.028955078,211,1013.6349341869354,25.332996,0.0030790693,5.2887115,1407.2,1168.0922254999998
371,0.7453249394893646,434176,434176,-0.0013400393,0.060302734,212,1019.6256539821625,19.754284,0.004984418,5.2812185,1407.2,1169.98635135
339,0.8555314838886261,436224,436224,-0.004101238,0.05229492,213,1025.145357131958,21.10206,0.004476001,5.272319,1407.2,1170.4435743699999
391,0.8848024681210518,438272,438272,-0.0038265404,0.033837892,214,1031.177231311798,30.993357,0.0031500761,5.273099,1371.15,1144.07119795
374,0.7959112375974655,440320,440320,-0.00075200025,0.020703126,215,1036.4036874771118,19.58532,0.0024407336,5.275625,1371.15,1143.4251574099999
405,0.9373643323779106,442368,442368,-0.0069089434,0.04272461,216,1041.874223947525,18.285183,0.003882714,5.27645,1331.23,1107.3278427399998
375,0.7441014051437378,444416,444416,-0.0083964355,0.13061523,217,1046.9216377735138,19.806068,0.009782406,5.278842,1331.23,1106.22623428
407,0.8226815760135651,446464,446464,-0.0055995705,0.022802735,218,1052.3727824687958,41.814777,0.00216511,5.276708,1306.93,1085.3930968499997
386,0.8851124569773674,448512,448512,-0.002270419,0.022705078,219,1057.393381357193,30.521038,0.0020289845,5.288005,1285.13,1065.0879428499998
434,0.8499039560556412,450560,450560,-0.0019871185,0.042919923,220,1062.6913785934448,30.272303,0.0037825764,5.285559,1267.18,1048.35158187
443,0.8021643161773682,452608,452608,-0.003656735,0.046044923,221,1067.4038116931915,20.13283,0.0039025384,5.2731977,1283.65,1063.43822834
433,0.8515645414590836,454656,454656,-0.0058424873,0.0753418,222,1072.022609949112,23.07912,0.0061032064,5.2629046,1265.67,1046.3650361599998
408,0.8042550384998322,456704,456704,-0.0016753623,0.07631836,223,1076.7479753494263,19.671135,0.00624973,5.2552114,1282.76,1063.3441959099998
395,0.8662368208169937,458752,458752,-0.0026652291,0.037890624,224,1081.7667257785797,30.06872,0.003553159,5.2614555,1285.1,1064.5316593999999
425,0.809495285153389,460800,460800,-0.0058233268,0.041015625,225,1086.9489550590515,15.172598,0.0035779928,5.279515,1296.79,1071.68868678
459,0.8084055632352829,462848,462848,-0.001008561,0.012402344,226,1091.7691493034363,11.6018305,0.0014145195,5.2764654,1313.0,1079.71927646
419,0.8865833580493927,464896,464896,-0.0026040282,0.038134765,227,1096.2297360897064,26.938055,0.0034797494,5.2781935,1295.01,1061.7909036600001
382,0.8840957283973694,466944,466944,-0.0040548947,0.09257813,228,1101.1119799613953,19.915854,0.00635198,5.288911,1295.01,1059.4595534900002
451,0.8851278275251389,468992,468992,-0.0034329798,0.024414062,229,1106.4649527072906,17.766905,0.0024788908,5.2941494,1264.8,1029.60913675
402,0.8534935563802719,471040,471040,-0.0029221717,0.024267578,230,1111.004870891571,34.377678,0.0024928686,5.3019915,1229.03,993.1005087400001
449,0.8772550225257874,473088,473088,-0.00011312544,0.023876954,231,1116.099610567093,19.497532,0.0024763918,5.306112,1229.03,991.96903955
438,0.8835618421435356,475136,475136,-0.0011793409,0.032324217,232,1120.656854391098,19.576534,0.0033076038,5.3035626,1229.03,991.5283461299998
448,0.8930473476648331,477184,477184,-0.0019653225,0.045654297,233,1125.328197002411,26.967422,0.0038879223,5.30774,1213.49,976.9614006400001
411,0.8869093582034111,479232,479232,-0.0022786842,0.058691405,234,1129.89084649086,19.680538,0.0049210796,5.316098,1231.51,992.6320304999999
387,0.9304689913988113,481280,481280,-0.0041667838,0.02631836,235,1134.8746349811554,8.309843,0.002723386,5.3302126,1216.27,976.52720126
417,0.8793361112475395,483328,483328,-0.0020763178,0.027783204,236,1140.1613359451294,26.54864,0.0027446789,5.338839,1198.29,960.6683016100001
424,0.8891412392258644,485376,485376,-0.003160993,0.050830077,237,1145.0691142082214,26.561655,0.0043198387,5.3338923,1198.06,960.65048118
398,0.8937595039606094,487424,487424,-0.0041379067,0.042041015,238,1149.8917982578278,25.012028,0.0040459624,5.3259716,1180.18,945.4043039499999
457,0.8762814477086067,489472,489472,-0.0031857905,0.058496095,239,1155.0260491371155,20.056038,0.0051045986,5.318778,1198.26,962.87770646
408,0.8369671553373337,491520,491520,-0.0031953237,0.07954101,240,1159.4996490478516,20.043749,0.005909879,5.3135896,1215.98,979.37573257
418,0.8398529440164566,493568,493568,-0.0028489116,0.07011719,241,1164.5143117904663,19.63178,0.0053930413,5.30898,1215.98,980.9377004699999
361,0.8376817256212234,495616,495616,-0.0011306894,0.04272461,242,1169.4040477275848,19.678862,0.0036945515,5.303775,1234.12,998.4119275099999
370,0.8740444630384445,497664,497664,-0.0032999837,0.025195312,243,1175.0725746154785,30.058386,0.0027244282,5.307107,1219.61,988.7825502899999
380,0.876280888915062,499712,499712,-0.0022616638,0.062207032,244,1180.604392528534,20.373396,0.0051402,5.3064065,1219.61,987.8227064399999
392,0.854920506477356,501760,501760,-0.0015617202,0.039697267,245,1185.9938712120056,20.041475,0.0035194042,5.294162,1219.61,987.12566424
359,0.8673870861530304,503808,503808,-0.0018759386,0.029101562,246,1191.2174842357635,20.174616,0.0027612,5.2916594,1219.61,986.3629727699999
331,0.8341427445411682,505856,505856,-0.0013165073,0.030126953,247,1196.9226496219635,20.141314,0.002884736,5.2894526,1236.96,1001.97328048
418,0.8493009507656097,507904,507904,-0.0040207407,0.039746094,248,1203.0936975479126,21.47655,0.0036819752,5.286367,1236.96,1003.7323864
370,0.8263518065214157,509952,509952,-0.001172381,0.03237305,249,1207.9901134967804,20.683342,0.0030705296,5.2960954,1236.96,1003.95243087
398,0.8492866307497025,512000,512000,-0.0028524462,0.06381836,250,1213.5207931995392,19.822102,0.005472102,5.3006983,1254.76,1020.9369953599999
375,0.8525708019733429,514048,514048,-0.0019227667,0.042333983,251,1218.6666235923767,20.761555,0.0036677942,5.3019447,1254.76,1021.2360735799999
410,0.8242223560810089,516096,516096,-0.0019470656,0.030908203,252,1224.1171085834503,20.342052,0.003134358,5.3105974,1272.81,1037.40077699
413,0.81696917116642,518144,518144,-0.00094937225,0.034814455,253,1229.1026844978333,20.47446,0.003096422,5.3203797,1272.81,1038.3327636
358,0.8192701935768127,520192,520192,-0.0019940499,0.045996092,254,1234.0608501434326,19.644558,0.0043644877,5.3155384,1290.2,1055.3991612
410,0.8470240980386734,522240,522240,-0.0012576202,0.025292968,255,1239.7666692733765,20.08028,0.0027821537,5.2992344,1290.2,1055.8078774
447,0.7826249450445175,524288,524288,-0.0025658591,0.02216797,256,1244.7524063587189,20.41531,0.002424084,5.2883873,1307.8,1072.14627646
484,0.827849417924881,526336,526336,-0.0026432192,0.026757812,257,1249.329623222351,21.544758,0.0026694783,5.279332,1325.67,1087.55621462
404,0.8465383648872375,528384,528384,-0.0051814043,0.09023438,258,1253.5530562400818,19.282665,0.0067060785,5.273164,1343.27,1103.8357735299999
400,0.83457151055336,530432,530432,-0.0026692227,0.055664062,259,1258.619444847107,20.89304,0.004267809,5.2705917,1343.27,1101.7791003199998
387,0.8299185931682587,532480,532480,-0.002472653,0.0647461,260,1263.7369351387024,20.289616,0.004992996,5.27527,1361.12,1119.0111832799998
373,0.8263572603464127,534528,534528,-0.0033031397,0.06713867,261,1269.0195682048798,20.39833,0.0055859433,5.2784233,1379.0,1136.3507241999998
408,0.8668007254600525,536576,536576,-0.0020311035,0.03178711,262,1274.505200624466,20.130802,0.0032913624,5.2742386,1396.83,1154.0171208799998
372,0.7936685085296631,538624,538624,-0.005796739,0.074072264,263,1279.5177264213562,21.196224,0.006078905,5.2675714,1396.83,1153.14490634
410,0.7989654093980789,540672,540672,-0.0013480254,0.05415039,264,1285.011854171753,20.13802,0.004495405,5.2612424,1402.9,1163.1357628700002
408,0.8501830697059631,542720,542720,-0.0072304467,0.08125,265,1290.0064725875854,20.05818,0.0077418676,5.265511,1402.9,1163.0496777900003
395,0.8545729368925095,544768,544768,-0.0031779357,0.054296874,266,1295.0193309783936,21.078526,0.0052118944,5.2825465,1402.9,1161.03582781
372,0.831542432308197,546816,546816,-0.002289853,0.02841797,267,1300.2003433704376,21.403399,0.002881445,5.288205,1402.9,1160.8584798000002
396,0.8345863819122314,548864,548864,-0.0035160438,0.03354492,268,1305.701813697815,30.82986,0.0033940598,5.2891426,1405.44,1161.54173769
361,0.892257995903492,550912,550912,-0.001765339,0.030957032,269,1310.86279129982,20.191097,0.002955782,5.2948465,1405.44,1159.9078314600001
383,0.8103668391704559,552960,552960,-0.00054056605,0.05366211,270,1316.5233311653137,20.00916,0.004471317,5.287756,1423.38,1177.71140039
408,0.8421946167945862,555008,555008,-0.0054076486,0.0831543,271,1321.8576686382294,20.433216,0.00655725,5.272032,1423.38,1177.3465848
459,0.8642407059669495,557056,557056,-0.0037610687,0.050585937,272,1326.8728501796722,21.078016,0.0044728294,5.263047,1441.39,1192.79014168
407,0.9688103441148996,559104,559104,-0.0060003595,0.04243164,273,1331.3319101333618,6.8704348,0.0038673705,5.265786,1442.77,1193.66329748
453,0.861095666885376,561152,561152,-0.0053153923,0.04584961,274,1336.3530621528625,26.878855,0.00409586,5.276028,1444.66,1193.30956127
421,0.8102284222841263,563200,563200,-0.0019270949,0.06391601,275,1340.8650748729706,20.32771,0.0054316157,5.282154,1444.66,1192.86505404
414,0.8449560552835464,565248,565248,-0.0008359722,0.040039062,276,1345.725592136383,29.012299,0.0035297605,5.288577,1446.95,1194.4614372499998
423,0.8871897161006927,567296,567296,-0.0029624696,0.044433594,277,1350.6623299121857,18.272701,0.003958148,5.2913423,1446.95,1200.23860621
404,0.9476373866200447,569344,569344,-0.0056022103,0.06074219,278,1355.4997766017914,6.8838325,0.0052931225,5.2818727,1450.73,1202.49157568
335,0.8060317784547806,571392,571392,0.0010553915,0.04848633,279,1360.568636894226,20.125195,0.003944234,5.2762685,1468.65,1219.70087538
397,0.8699170053005219,573440,573440,-0.0069309236,0.07675781,280,1366.6745595932007,26.788097,0.0068752416,5.285641,1473.18,1228.67282193
406,0.8660073578357697,575488,575488,-0.0035735448,0.07763672,281,1371.830169916153,20.391354,0.0062008863,5.291074,1473.18,1229.41208454
430,0.8710382878780365,577536,577536,-0.0063311136,0.07719727,282,1376.8729596138,25.103765,0.006495883,5.280273,1472.52,1228.2136189000003
400,0.8776746988296509,579584,579584,-0.0031968183,0.070654295,283,1381.630197763443,20.082363,0.005467034,5.27732,1472.52,1228.2028884000001
411,0.8484379202127457,581632,581632,-0.0025870446,0.051855467,284,1386.7459788322449,20.425013,0.0045841644,5.2800226,1490.33,1244.8910384700002
427,0.8789208382368088,583680,583680,-0.002142142,0.039697267,285,1391.7268197536469,20.55634,0.0036447283,5.286617,1490.33,1244.3955275300002
401,0.8833299800753593,585728,585728,-0.0020677845,0.03310547,286,1396.517634153366,32.08854,0.0031056595,5.2991,1474.21,1227.5781564800002
386,0.9448836632072926,587776,587776,-0.0034907386,0.028857421,287,1401.618545293808,14.523578,0.0025964011,5.311172,1460.74,1213.43515908
386,0.7599667757749557,589824,589824,-0.0017026358,0.06318359,288,1406.9175488948822,20.49133,0.005123558,5.3104315,1478.88,1231.2937651299999
365,0.7726769745349884,591872,591872,-0.0033235538,0.07763672,289,1412.2112708091736,20.038322,0.0060939733,5.3056293,1496.92,1249.29275506
450,0.8592402935028076,593920,593920,-0.0034084911,0.029541016,290,1417.8204085826874,40.413406,0.0033158702,5.305005,1480.36,1233.4293783800001
363,0.8025612533092499,595968,595968,-0.0036360025,0.091796875,291,1422.3708400726318,20.51913,0.0067397007,5.3068986,1498.18,1250.20629604
410,0.9101815298199654,598016,598016,-0.0039804773,0.029785156,292,1427.9999170303345,23.832289,0.0034348045,5.305658,1493.76,1247.15625402
417,0.8489188849925995,600064,600064,-0.006400313,0.063964844,293,1432.9903464317322,28.382,0.0055692066,5.3084493,1493.92,1247.41737452
402,0.8569308370351791,602112,602112,-0.003975585,0.030126953,294,1437.8906548023224,34.33155,0.0027740635,5.3176775,1480.24,1233.83092155
447,0.7476228177547455,604160,604160,-0.0016963249,0.029541016,295,1442.9809153079987,20.144897,0.0028829589,5.319438,1498.22,1251.8491579900003
421,0.8166235834360123,606208,606208,-0.002326421,0.078222655,296,1447.5555083751678,19.989353,0.005918126,5.307915,1498.22,1252.1819463400002
446,0.8161945790052414,608256,608256,-0.0036903168,0.045166016,297,1452.4182922840118,20.301353,0.0039020604,5.3073864,1498.22,1252.2999456700002
480,0.9425081983208656,610304,610304,-0.006085352,0.0484375,298,1457.0091738700867,13.211679,0.004534368,5.3199415,1488.84,1246.8235172700001
451,0.826083242893219,612352,612352,-0.004190221,0.060009766,299,1461.2719299793243,20.546051,0.004830948,5.33079,1488.84,1255.0062847099998
459,0.8100040853023529,614400,614400,-0.0002436534,0.08461914,300,1465.8078651428223,20.7215,0.0068245986,5.3215485,1488.84,1255.98703194
423,0.7943882942199707,616448,616448,-0.0023551416,0.06035156,301,1470.2645564079285,20.422348,0.0050987364,5.3122425,1506.83,1273.54668744
452,0.8499565720558167,618496,618496,-0.0011006683,0.038623046,302,1475.0976536273956,20.703213,0.003732333,5.3078594,1506.83,1276.19934225
486,0.8540992438793182,620544,620544,-0.008571032,0.05205078,303,1479.6264817714691,41.186092,0.0045095077,5.3079634,1505.81,1278.0265461699998
500,0.9558715857565403,622592,622592,-0.0038894701,0.03017578,304,1483.8390536308289,9.399676,0.0026525,5.3194103,1493.8,1264.8196695799998
467,0.8960151970386505,624640,624640,-0.0026377202,0.03125,305,1487.9319200515747,25.267887,0.003040546,5.3272123,1480.78,1252.48245356
473,0.8745632916688919,626688,626688,-0.0017748454,0.027783204,306,1492.3152940273285,20.740387,0.0027456179,5.3287826,1496.32,1267.54763931
459,0.845641240477562,628736,628736,-0.003491755,0.08271484,307,1496.6367268562317,20.661907,0.0065042465,5.328097,1496.32,1269.27937706
469,0.8745075315237045,630784,630784,-0.0015749892,0.030273438,308,1501.0945956707,20.444035,0.003043793,5.322631,1511.56,1284.2742761800002
464,0.8555491417646408,632832,632832,0.00031462157,0.024023438,309,1505.4598007202148,20.257353,0.002705228,5.3237157,1511.56,1283.4862674500002
475,0.8574579954147339,634880,634880,-0.0014641932,0.038867187,310,1509.8662281036377,20.407291,0.0035423245,5.327158,1529.54,1299.90565343
470,0.8400356471538544,636928,636928,-0.0004143523,0.04741211,311,1514.1773345470428,20.43562,0.004083722,5.3261957,1529.54,1298.09376527
451,0.6935591399669647,638976,638976,-0.004981001,0.10981445,312,1518.5260853767395,11.606648,0.009200017,5.336716,1547.49,1310.1567058
411,0.8344525992870331,641024,641024,-0.0016111272,0.04345703,313,1523.0645678043365,20.118608,0.0042649317,5.3380313,1547.49,1310.4907311900001
415,0.916045643389225,643072,643072,-0.0066893967,0.04399414,314,1528.046686887741,9.50975,0.0048703416,5.3370695,1548.37,1311.30321494
434,0.8538094311952591,645120,645120,-0.0016277351,0.02211914,315,1532.977377653122,45.104855,0.0022335234,5.336446,1495.31,1261.25529317
413,0.8870986551046371,647168,647168,-0.0026158676,0.022607422,316,1537.6953558921814,42.329666,0.0023022834,5.337243,1438.3,1209.68723998
481,0.5045121908187866,649216,649216,-0.0034912708,0.013720703,317,1542.6475558280945,41.46914,0.001441418,5.3419547,1335.04,1112.70773111
424,0.9621812179684639,651264,651264,-0.0038113378,0.05024414,318,1546.8988983631134,4.5765753,0.004956885,5.3382244,1317.32,1095.5158882300002
417,0.8510777950286865,653312,653312,-0.0055249296,0.054785155,319,1551.7224798202515,20.699842,0.004420614,5.353193,1317.32,1095.9173251500001
436,0.8962587341666222,655360,655360,-0.0033159903,0.046826173,320,1556.6314325332642,25.059786,0.0036648395,5.3782816,1299.23,1078.5558384400001
466,0.7879691869020462,657408,657408,-0.0030249362,0.018310547,321,1561.3236281871796,52.590553,0.0018811999,5.38862,1211.89,998.6622759300001
399,0.8768326416611671,659456,659456,-0.0046279356,0.13950196,322,1565.7162561416626,20.025394,0.010237033,5.395501,1211.89,998.9825720300001
433,0.9540134854614735,661504,661504,-0.0013752539,0.0076660155,323,1570.837853193283,12.362072,0.0009602147,5.415931,1181.15,966.5124353400001
429,0.8914949595928192,663552,663552,-0.0038389359,0.025634766,324,1575.5680239200592,25.688135,0.0027876263,5.410858,1162.91,951.44496256
436,0.9037110731005669,665600,665600,-0.0021957327,0.027246093,325,1580.3342020511627,35.55135,0.00232152,5.4047594,1124.86,917.38979242
423,0.8664685189723969,667648,667648,-0.0015117647,0.025683593,326,1585.0260775089264,20.492262,0.0026037316,5.4035006,1124.86,917.2994055700001
379,0.8404761552810669,669696,669696,-0.0016925298,0.07954101,327,1589.8575594425201,20.236872,0.0061635547,5.3935227,1124.86,919.1858428099999
407,0.8428110182285309,671744,671744,-0.004532782,0.08085938,328,1595.254222393036,21.350838,0.0063983463,5.3851156,1141.36,935.29415825
432,0.954839289188385,673792,673792,-0.001005749,0.030126953,329,1600.275732755661,8.621416,0.0033195845,5.37554,1124.12,920.49718775
427,0.8676218241453171,675840,675840,-0.0018224571,0.032324217,330,1605.0086514949799,20.846235,0.0034086495,5.350699,1140.31,935.8395761999999
413,0.8755704388022423,677888,677888,-0.0018155833,0.027880859,331,1609.798835515976,20.230335,0.0026694753,5.3410344,1140.31,935.8941692699998
417,0.8799891620874405,679936,679936,-0.0018351146,0.034326173,332,1614.7516491413116,20.790201,0.0034461948,5.340699,1140.31,935.1979614799999
422,0.8903175741434097,681984,681984,-0.0018193305,0.02241211,333,1619.6630897521973,25.3148,0.002141707,5.341155,1136.65,932.0337753199998
430,0.8927568718791008,684032,684032,-0.0027653477,0.039160155,334,1624.505806684494,34.024223,0.0033677171,5.350127,1116.24,912.7187595099999
395,0.7929870337247849,686080,686080,-0.0051315525,0.12358399,335,1629.2600042819977,20.723845,0.008879015,5.351613,1129.76,927.1304487099999
406,0.7761473059654236,688128,688128,-0.0017669279,0.05180664,336,1634.4423129558563,20.614326,0.0044379146,5.346706,1129.76,927.54393861
436,0.8853328973054886,690176,690176,-0.0026327337,0.017871093,337,1639.4829659461975,33.7463,0.002204751,5.3427134,1111.91,911.3283413800001
383,0.904270201921463,692224,692224,-0.004843913,0.07241211,338,1644.1713190078735,24.109886,0.005562152,5.3330355,1093.74,894.8830344700001
458,0.7619567066431046,694272,694272,-0.0037940196,0.025830079,339,1649.5082185268402,25.128222,0.0023592238,5.327793,1075.12,878.37515883
430,0.7486154437065125,696320,696320,-0.002277778,0.04921875,340,1653.9751794338226,26.42356,0.00419521,5.333906,1054.79,852.0232503600001
418,0.8631305992603302,698368,698368,-0.0039046346,0.10644531,341,1658.7335045337677,20.415737,0.007514796,5.340517,1054.79,851.0852072200001
457,0.7367645800113678,700416,700416,-0.0023331246,0.025683593,342,1663.6301918029785,43.750404,0.0022430061,5.3455367,1034.55,832.0189814399997
404,0.9091709107160568,702464,702464,-0.0025854562,0.036572266,343,1668.1039896011353,22.740467,0.0030870796,5.352604,1034.67,831.8963981100001
429,0.7531132698059082,704512,704512,-0.003564421,0.07260742,344,1673.1615884304047,14.899485,0.005856117,5.351531,1034.46,826.64796302
413,0.9519854672253132,706560,706560,-0.0068295174,0.044287108,345,1677.929156780243,7.2801156,0.005501314,5.3564034,1033.82,826.13979514
418,0.9049534574151039,708608,708608,-0.002111437,0.029638672,346,1682.885912656784,28.850769,0.0030522873,5.355162,1012.69,805.93241018
427,0.9141492694616318,710656,710656,-0.0027146179,0.027685547,347,1687.7791407108307,30.96697,0.0027170812,5.357627,990.19,786.3076691599999
428,0.7891501933336258,712704,712704,-0.0016071718,0.055322267,348,1692.5754640102386,20.578726,0.004486489,5.356458,990.19,787.2569345400002
428,0.8896914198994637,714752,714752,-0.0034371775,0.05,349,1697.357816696167,32.991558,0.0052506356,5.3573823,954.7,753.3521539
442,0.964749351143837,716800,716800,-0.0035283782,0.019824218,350,1702.1390726566315,9.471476,0.0020410293,5.3662386,951.34,751.5472569799999
410,0.7872419357299805,718848,718848,-0.0051949294,0.064208984,351,1706.7644622325897,23.121044,0.0056038243,5.3734407,968.88,768.4299720299999
437,0.9199521467089653,720896,720896,-0.0021210946,0.040722657,352,1711.7526483535767,13.226336,0.0038302515,5.385535,983.42,778.1269805299997
449,0.8673304617404938,722944,722944,-0.0033101127,0.027783204,353,1716.4308505058289,28.949713,0.0025765314,5.392093,978.13,774.07049568
442,0.7255444228649139,724992,724992,-0.0053463154,0.054589845,354,1720.9906737804413,15.32,0.004408694,5.393778,959.98,751.46104109
421,0.8704683482646942,727040,727040,-0.0037745007,0.08178711,355,1725.6148507595062,20.59586,0.006143106,5.409374,959.98,751.39289011
399,0.8939793631434441,729088,729088,-0.0013602888,0.029492188,356,1730.478208065033,24.691633,0.0028312984,5.4356847,942.11,734.48472749
346,0.877622440457344,731136,731136,-0.003240476,0.055615235,357,1735.6035752296448,20.730991,0.0044595925,5.446757,942.11,733.7674972
408,0.8216845542192459,733184,733184,-0.003662567,0.030859375,358,1741.514890909195,18.907589,0.002873843,5.441763,896.03,689.7398039400001
361,0.9084913730621338,735232,735232,-0.0019132333,0.057763673,359,1746.5320599079132,23.853357,0.0049582613,5.4426394,913.73,707.0289476700002
338,0.9731421563774347,737280,737280,-0.0048149945,0.03725586,360,1752.1916680335999,6.506791,0.0033255066,5.451299,914.93,707.2206746700001
438,0.7912112176418304,739328,739328,-0.004569601,0.031884767,361,1758.2423791885376,45.126945,0.0032781647,5.4555063,915.82,705.6102528900001
374,0.9964350024238229,741376,741376,-0.005081781,0.06640625,362,1762.9090735912323,0.6342423,0.00563389,5.44432,915.82,705.6102528900001
424,0.6559464931488037,743424,743424,-0.0045395982,0.032568358,363,1768.3734714984894,22.073812,0.002829071,5.430544,935.06,721.8150508800001
367,0.6227048933506012,745472,745472,-0.0016135009,0.042919923,364,1773.2038300037384,21.718344,0.0036357194,5.4322824,917.31,698.03387034
377,0.891999639570713,747520,747520,-0.0015658013,0.03261719,365,1778.7736248970032,20.604229,0.0035951107,5.4304223,935.4,715.19433508
439,0.6576337218284607,749568,749568,-0.0018983664,0.020117188,366,1784.204996585846,28.073425,0.0019170011,5.4279747,923.37,699.9551551000003
381,0.9010424166917801,751616,751616,-0.011461674,0.15229492,367,1788.860247373581,20.347408,0.012356443,5.443022,923.37,699.7049423600002
345,0.9079553559422493,753664,753664,-0.006114516,0.10039063,368,1794.228667497635,20.537466,0.0074626813,5.4569826,938.81,714.6593587300002
381,0.8013684749603271,755712,755712,-0.00074838346,0.042382814,369,1800.161411523819,20.615757,0.0038368707,5.456371,954.11,731.0059911000001
382,0.9828750379383564,757760,757760,-0.0037968769,0.03100586,370,1805.5257122516632,4.195991,0.0032056856,5.4364333,939.24,714.6310849600002
421,0.8710941821336746,759808,759808,-0.0014286734,0.01845703,371,1810.8865444660187,34.66421,0.0018086914,5.4280157,945.1,718.6524092299999
368,0.8570635765790939,761856,761856,-0.0039063822,0.10058594,372,1815.747950553894,20.288975,0.00761967,5.439189,963.13,735.9454098599998
353,0.8753496259450912,763904,763904,-0.00076652394,0.039013673,373,1821.3059785366058,20.038286,0.0035244809,5.4484215,963.13,735.7955316099999
357,0.9411500096321106,765952,765952,-0.0033212104,0.04711914,374,1827.100174188614,11.946211,0.004557503,5.4475236,948.21,720.4748176599999
386,0.8645454794168472,768000,768000,-0.0016300088,0.016503906,375,1832.823239326477,31.067158,0.0018251762,5.4437723,952.59,722.13135375
388,0.9126034826040268,770048,770048,-0.0038216636,0.031982422,376,1838.1292691230774,34.181797,0.0038129096,5.4322896,899.02,671.4084325300001
351,0.8461288660764694,772096,772096,-0.0025348398,0.05996094,377,1843.401968717575,20.392414,0.0047389925,5.4389987,916.88,688.78875383
400,0.8774931505322456,774144,774144,-0.0028236392,0.040722657,378,1849.2221236228943,21.30774,0.0034688092,5.4484916,916.88,685.3735644799999
340,0.8985006958246231,776192,776192,-0.004810017,0.09003906,379,1854.3412809371948,20.365715,0.007985017,5.4415174,934.8,701.90039189
372,0.899137333035469,778240,778240,-0.0016820736,0.030078124,380,1860.3617150783539,19.918163,0.002813254,5.4251432,951.25,717.59235029
376,0.9050629884004593,780288,780288,-0.0021788785,0.02446289,381,1865.856770515442,19.884485,0.002375194,5.4146748,951.25,716.2996987200002
399,0.9341675490140915,782336,782336,-0.0033119365,0.021240234,382,1871.3037705421448,17.41382,0.002311659,5.4130373,919.35,682.9395542500001
393,0.8744178265333176,784384,784384,-0.0028347392,0.03339844,383,1876.4277679920197,34.179264,0.0030743838,5.4083476,924.29,686.3444352999999
408,0.6716837584972382,786432,786432,-0.00213539,0.08061524,384,1881.633800983429,13.421228,0.006821303,5.406454,942.46,697.8445859899999
345,0.8368818312883377,788480,788480,-0.0014075595,0.06723633,385,1886.651347875595,20.515644,0.0053375,5.410505,960.3,715.4894418499998
390,0.9517658576369286,790528,790528,-0.0033572204,0.037109375,386,1892.5751690864563,13.616412,0.0036819403,5.418081,964.53,717.4916732599999
