serial_timesteps,value_loss,ep_reward_mean,policy_loss,approxkl,ep_len_mean,total_timesteps,n_updates,time_elapsed,clipfrac,policy_entropy,fps,explained_variance
2048,4.7649655,85.39180900000001,-0.0043649124,0.004130896,473.6666666666667,2048,1,2.1457672119140625e-06,0.043017577,1.4107252,557,-0.0775902271270752
4096,4.270993,85.35946677777777,-0.0032325792,0.0034660052,441.8888888888889,4096,2,3.6723175048828125,0.025,1.3920614,585,-0.06468772888183594
6144,4.130803,68.6252988125,-0.0052881027,0.0043462664,356.0625,6144,3,7.170499324798584,0.055371094,1.393534,595,0.11115193367004395
8192,3.4608111,64.941670625,-0.004707134,0.0034983165,338.0833333333333,8192,4,10.60984182357788,0.038769532,1.411217,579,0.2359374761581421
10240,2.7337964,57.941267787878786,-0.0044133686,0.00381133,305.030303030303,10240,5,14.143546342849731,0.04116211,1.4188907,575,0.40725845098495483
12288,2.2928462,51.884045090909076,-0.0032967373,0.004122305,276.27272727272725,12288,6,17.702267169952393,0.043701172,1.4142133,564,0.5602591931819916
14336,1.9439119,47.73005689285714,-0.0041954215,0.0055322247,255.92857142857142,14336,7,21.333110094070435,0.069970705,1.4129791,545,0.7016531825065613
16384,1.5953346,45.56266510606061,-0.0011241472,0.0022586212,245.87878787878788,16384,8,25.089267015457153,0.020458985,1.4186988,558,0.8220337480306625
18432,1.3815935,44.45777357894736,-0.0014040547,0.0038480642,241.06578947368422,18432,9,28.756298542022705,0.038183592,1.4062243,569,0.8574336022138596
20480,1.0389507,43.70984520930232,-0.0035568762,0.0048577725,238.13953488372093,20480,10,32.35185170173645,0.054296874,1.393162,577,0.923924632370472
22528,0.7628737,43.24449816842105,-0.0023987202,0.003151289,236.61052631578949,22528,11,35.89720129966736,0.029541016,1.3808241,578,0.9547754004597664
24576,0.64358777,41.897011879999994,-0.0067020534,0.006717436,229.8,24576,12,39.438491106033325,0.08491211,1.379581,575,0.9642842598259449
26624,0.7373732,39.922907179999996,-0.0037153002,0.005036717,222.56,26624,13,42.999412059783936,0.062451173,1.3886331,596,0.9633081965148449
28672,0.5086706,40.39216914,-0.009771576,0.0071706893,227.33,28672,14,46.432706356048584,0.09296875,1.4031763,575,0.9701371900737286
30720,0.44896835,40.857455879999996,-0.004846688,0.0050756373,232.77,30720,15,49.99023246765137,0.06269531,1.4140642,556,0.9815275482833385
32768,0.63270855,42.18788533,-0.0073141917,0.0072210543,243.98,32768,16,53.669795513153076,0.0972168,1.4160985,562,0.9805269613862038
34816,0.7688586,43.20781771,-0.005965881,0.006246558,251.61,34816,17,57.31081295013428,0.08300781,1.4185336,565,0.9785612560808659
36864,0.71870404,45.570718580000005,-0.0012228976,0.004291291,269.07,36864,18,60.934855699539185,0.047216795,1.4221594,575,0.9531432949006557
38912,0.6779893,48.248582760000005,-0.0033638603,0.0047563375,287.73,38912,19,64.49310183525085,0.059521485,1.4276761,585,0.9364448636770248
40960,0.6329036,51.04270999000001,-0.0018371406,0.0035821665,306.22,40960,20,67.99123167991638,0.03701172,1.4246652,590,0.9210380986332893
43008,0.64466023,53.97185216999999,-0.00095213915,0.0033085856,325.08,43008,21,71.45721936225891,0.03564453,1.4327456,595,0.9257374554872513
45056,0.563549,57.01087339,-0.0006603795,0.0023461515,344.05,45056,22,74.89885783195496,0.021044921,1.4412243,598,0.9403103776276112
47104,0.5505527,59.748754449999986,-0.0016270133,0.003651255,361.11,47104,23,78.32014226913452,0.035742186,1.4281082,592,0.918414868414402
49152,0.4627196,62.80213062,-0.0013950318,0.0049826386,379.88,49152,24,81.77733182907104,0.064208984,1.4164035,584,0.9249500632286072
51200,0.4559199,65.96823117,-0.0006117102,0.0034798414,398.7,51200,25,85.28206586837769,0.034375,1.4190491,588,0.8466670513153076
53248,0.40659958,69.10455592999999,-0.0008919837,0.004426193,416.64,53248,26,88.77367997169495,0.051220704,1.4304287,585,0.835008829832077
55296,0.43223792,72.29698269,-0.0008223682,0.0029215445,435.18,55296,27,92.27066993713379,0.028808594,1.4429643,590,0.7138802111148834
57344,0.4509243,75.59474890999999,-0.00051389565,0.002877655,453.98,57344,28,95.74053645133972,0.031152343,1.4539682,579,0.6873355507850647
59392,0.5264319,79.01625706,-0.0011595901,0.00491302,472.75,59392,29,99.2764663696289,0.05805664,1.4625641,596,0.5706267952919006
61440,0.52395064,82.37097985,-0.0014461032,0.0042374516,491.34,61440,30,102.71028447151184,0.049853515,1.4644252,605,0.5706895291805267
63488,0.5715822,86.02284817,-0.00022887155,0.004049997,509.94,63488,31,106.09078407287598,0.04736328,1.4627324,599,0.5790200233459473
65536,0.6068806,89.83227249,-0.00019887774,0.0026262032,528.81,65536,32,109.50780391693115,0.025,1.4549854,594,0.4180362820625305
67584,0.61658573,93.52993771,-0.0048063886,0.008172429,547.08,67584,33,112.95216178894043,0.1038086,1.4451725,584,0.42025893926620483
69632,0.6436795,97.36721045,0.00050966354,0.0033455112,566.14,69632,34,116.45522618293762,0.035888672,1.4365623,608,0.42737215757369995
71680,0.71992683,101.34355147999999,0.0004914484,0.0029913296,584.94,71680,35,119.82186198234558,0.029833984,1.4322824,623,0.32299095392227173
73728,0.73130405,105.31821900999998,-0.00020211877,0.0058313357,603.19,73728,36,123.10789704322815,0.07055664,1.4224586,617,0.304451584815979
75776,0.8057561,109.28803771999999,-0.0036887894,0.006968507,621.42,75776,37,126.4238908290863,0.089990236,1.4106176,605,0.12609648704528809
77824,0.8181632,113.48997428999998,0.00030612166,0.0035850357,640.49,77824,38,129.806499004364,0.04116211,1.4179199,626,0.061891019344329834
79872,0.78112113,117.59228766999999,-0.002409156,0.003452123,658.9,79872,39,133.07517457008362,0.037158202,1.4316689,608,0.12791931629180908
81920,0.76517105,121.86201641999996,-0.0028978698,0.0055285217,677.78,81920,40,136.44088673591614,0.06899414,1.4503044,610,0.15646278858184814
83968,0.7147387,125.97362401999997,0.00011363158,0.0041040913,696.71,83968,41,139.7963182926178,0.04868164,1.4654348,616,0.4378173351287842
86016,0.7874164,130.14809162999998,-0.002812263,0.0050095385,715.6,86016,42,143.11701273918152,0.06254883,1.4721428,605,0.17723387479782104
88064,0.7947573,134.29894776,-0.0005567681,0.005064013,734.27,88064,43,146.5011773109436,0.0625,1.4786068,613,0.2629173994064331
90112,0.88924074,138.62061448,-0.008437424,0.0086186025,753.36,90112,44,149.842467546463,0.10893555,1.4907782,630,0.1388261914253235
92160,0.8930203,142.9452715,-0.00048962794,0.0057273125,771.7,92160,45,153.09124898910522,0.07519531,1.5065005,619,0.16564267873764038
94208,0.97677356,147.33530383,0.0003354776,0.004094037,790.24,94208,46,156.3999388217926,0.048046876,1.5146477,606,0.1054995059967041
96256,0.96266174,151.89602065999998,-6.9626534e-05,0.005173428,809.07,96256,47,159.7798182964325,0.0637207,1.5162599,613,0.11504584550857544
98304,0.95400256,156.34524181999998,-6.069441e-06,0.004225485,827.31,98304,48,163.12089037895203,0.046972655,1.5120755,605,0.045133352279663086
100352,0.94736683,160.83879978,-0.0008315298,0.0056549674,845.5,100352,49,166.50107192993164,0.07265625,1.5124257,613,0.06561720371246338
102400,1.0076407,165.35340104,0.0014363292,0.0035590064,864.12,102400,50,169.83894062042236,0.040039062,1.5213045,608,0.10008358955383301
104448,1.0941149,170.03928186999997,-0.0011506465,0.006724792,882.83,104448,51,173.20545172691345,0.0871582,1.5296922,602,-0.0013515949249267578
106496,0.99190503,174.69854408,-0.0022280894,0.0050619403,901.28,106496,52,176.6027956008911,0.060839843,1.5328438,604,0.1499834656715393
108544,1.1287882,179.46870251999997,-0.0030215438,0.010267371,919.69,108544,53,179.99209356307983,0.13217774,1.5534998,606,-0.035913825035095215
110592,1.1144619,184.27069703999993,0.0011395797,0.0057051326,938.33,110592,54,183.36677527427673,0.06748047,1.5681465,615,0.011695504188537598
112640,1.0737342,189.18117191999997,-0.0026508677,0.005792196,957.25,112640,55,186.69554710388184,0.07104492,1.5839676,608,0.07307910919189453
114688,1.1127963,194.09279733999995,-0.0009278408,0.0043609273,976.07,114688,56,190.0615873336792,0.055664062,1.5970991,612,0.05210047960281372
116736,1.1834977,198.87775176999995,-0.001173647,0.0050195837,994.36,116736,57,193.40412282943726,0.06303711,1.6100624,611,0.07009154558181763
118784,1.1550658,203.84156476,-0.0014900857,0.0044835275,1013.25,118784,58,196.75418972969055,0.052685548,1.6176159,606,0.0488089919090271
120832,1.1758685,208.71218520000002,-0.00023113671,0.004622597,1031.67,120832,59,200.13370728492737,0.051367186,1.6270193,589,0.06980842351913452
122880,1.1475925,213.56538216999996,-0.0035981922,0.011834825,1049.99,122880,60,203.60825037956238,0.13896485,1.6311842,598,0.07819288969039917
124928,1.2195817,218.50311637,-0.003361018,0.010640541,1068.66,124928,61,207.03051090240479,0.13896485,1.6342522,623,-0.0013508796691894531
126976,1.2079458,223.49089811000002,-0.0011701783,0.004718846,1087.37,126976,62,210.31822609901428,0.057861328,1.6526229,606,0.02095341682434082
129024,1.2915218,228.35213939000002,-0.0011282741,0.006092879,1105.31,129024,63,213.6981589794159,0.074560545,1.6695116,611,-0.042119622230529785
131072,1.2856559,233.33399297000003,-0.0012598498,0.0060330057,1123.48,131072,64,217.0473186969757,0.07104492,1.6820908,615,0.015130579471588135
133120,1.3428335,238.38197881,-0.0014828979,0.007982487,1141.97,133120,65,220.37321877479553,0.109277345,1.697011,607,0.005956172943115234
135168,1.2351763,243.54730683999998,-0.0008597447,0.0048297346,1160.45,135168,66,223.7432222366333,0.05756836,1.7084662,613,0.04711085557937622
137216,1.2345018,248.5632589,-0.0038764062,0.0052473675,1178.53,137216,67,227.07994556427002,0.06572266,1.711207,605,0.05626404285430908
139264,1.3682272,253.67884719000003,-0.0034128495,0.005066956,1197.22,139264,68,230.4641718864441,0.06015625,1.707207,596,0.015764594078063965
141312,1.3836602,258.75730231,-0.0025058442,0.0063178637,1215.44,141312,69,233.9001395702362,0.08505859,1.714546,586,0.02216029167175293
143360,1.2966633,263.94804152000006,0.00044741883,0.0030768279,1233.92,143360,70,237.39020705223083,0.033251952,1.7293139,616,0.05096161365509033
145408,1.2950324,269.10567789,-0.00070798997,0.0034514596,1252.49,145408,71,240.71466898918152,0.039160155,1.7301292,596,0.0690300464630127
147456,1.3625877,274.33096313000004,0.00074964215,0.0022860772,1271.2,147456,72,244.14700508117676,0.022998046,1.7377335,604,-0.020718812942504883
149504,1.3479865,279.49897696000005,-0.00042997045,0.0036318682,1289.43,149504,73,247.53780817985535,0.04033203,1.7530649,598,0.03160262107849121
151552,1.3802731,284.69664998,-0.002039933,0.0046486403,1307.9,151552,74,250.96173453330994,0.058496095,1.773299,598,-0.026055574417114258
153600,1.4033133,289.91142786000006,-0.0037174472,0.0037269206,1326.31,153600,75,254.3853600025177,0.042529296,1.7822859,603,0.04943746328353882
155648,1.3912445,294.9567738900001,-0.0005501188,0.0032395292,1344.21,155648,76,257.78157329559326,0.035058595,1.7835191,575,-0.004690051078796387
157696,1.3821228,300.26337049000006,-0.0029369968,0.0063151405,1362.56,157696,77,261.339302778244,0.07998047,1.7882782,572,0.031096696853637695
159744,1.5186757,305.58983732999997,-0.0005724138,0.0036031685,1380.53,159744,78,264.9148635864258,0.038916014,1.7900705,569,0.05879718065261841
161792,1.4768379,310.87725891,-0.0014767463,0.003423694,1398.85,161792,79,268.5139877796173,0.037988283,1.7871749,584,0.06831127405166626
163840,1.3917807,316.08747329,-0.0045561227,0.0061265826,1417.22,163840,80,272.0160255432129,0.076220706,1.7832133,590,0.07611691951751709
165888,1.3534513,321.49801876,-0.0050416174,0.004889837,1435.78,165888,81,275.48490858078003,0.06137695,1.7860963,586,0.13832908868789673
167936,1.5678837,326.73759284000005,-0.00027757653,0.0036475156,1454.01,167936,82,278.9760901927948,0.040478516,1.786114,584,0.10279589891433716
169984,1.5176322,332.06055245999994,-0.0074619344,0.0073899105,1472.38,169984,83,282.4820168018341,0.10585938,1.7837473,564,0.12112504243850708
172032,2.6970348,339.53151475,-3.3539145e-05,0.0014192928,1495.89,172032,84,286.1099169254303,0.009765625,1.7891502,572,0.18026214838027954
