n_updates,serial_timesteps,value_loss,explained_variance,fps,approxkl,total_timesteps,policy_loss,policy_entropy,clipfrac,time_elapsed,ep_reward_mean,ep_len_mean
186,380928,22.013065,0.7990096658468246,148,0.005305736,380928,-0.0028874944,3.0349197,0.06557617,1720.6538372039795,955.07871896,976.56
187,382976,20.230673,-0.020227909088134766,134,0.004186903,382976,-0.0008682712,3.03026,0.046044923,1734.4069209098816,970.9167425700001,992.35
188,385024,21.860462,0.8771611005067825,171,0.002766058,385024,-0.0015331199,3.028656,0.026171874,1749.610553741455,971.31048012,992.34
189,387072,20.082947,-0.0001806020736694336,132,0.0061902413,387072,-0.0010061918,3.0420198,0.08266602,1761.557966709137,986.47482676,1007.58
190,389120,20.012127,0.002936840057373047,142,0.0061247703,389120,-0.0015182861,3.0531385,0.083496094,1777.020864725113,986.44379772,1007.58
191,391168,2.1534421,0.9749482180923223,145,0.008764138,391168,-0.00938722,3.059205,0.1269043,1791.435463666916,970.2791331100001,991.45
192,393216,19.201128,0.05246204137802124,137,0.002124253,393216,-0.0020602574,3.0580678,0.01796875,1805.5462069511414,970.3032641900002,991.45
193,395264,19.85324,0.00359421968460083,134,0.0026448641,395264,-0.000750376,3.0656178,0.026220703,1820.3884932994843,970.0232807899998,991.45
194,397312,22.789536,0.943459402769804,322,0.00221992,397312,-0.0019315344,3.083496,0.017724609,1835.6698355674744,966.6941026200001,987.72
195,399360,0.1414709,0.9983707050560042,133,0.0031790852,399360,-0.0039623277,3.091576,0.029394532,1842.0112504959106,949.1201587599999,970.05
196,401408,20.099644,0.8314602375030518,157,0.0017755062,401408,-0.0011950701,3.1011183,0.010009766,1857.3769454956055,948.2003003699999,969.13
197,403456,20.638851,0.8169562667608261,173,0.003091493,403456,-0.0018061918,3.1089213,0.03334961,1870.3821249008179,950.5360323299999,971.59
198,405504,21.578447,0.8832583352923393,211,0.0040064524,405504,-0.0041536423,3.1191065,0.0418457,1882.201711177826,949.9187096699998,970.7
199,407552,5.3383226,0.9734593350440264,215,0.0060934834,407552,-0.00804047,3.1143632,0.08286133,1891.889978170395,918.14277654,938.8
200,409600,21.904629,0.8589094579219818,183,0.0043964298,409600,-0.0054164147,3.113888,0.049902342,1901.4096658229828,903.1199251599999,923.73
201,411648,1.2799892,0.9845310878008604,147,0.0043863007,411648,-0.0020856862,3.1227393,0.05415039,1912.5714793205261,886.6968773199999,907.28
202,413696,25.55456,0.924504280090332,323,0.004736487,413696,-0.0039034311,3.1375427,0.055761717,1926.4940359592438,890.3042971799998,910.64
203,415744,0.011829862,0.9993611386162229,136,0.01523524,415744,-0.019971445,3.1503065,0.22060546,1932.8268508911133,872.7942126799999,893.22
204,417792,17.137772,0.921696163713932,232,0.008186531,417792,-0.005539884,3.1450937,0.110839844,1947.782746553421,876.7946310400001,897.05
205,419840,19.998653,-0.011813640594482422,124,0.003559156,419840,-0.0027341177,3.1367536,0.03515625,1956.6060633659363,876.8790101399999,897.05
206,421888,19.707253,0.007658481597900391,140,0.0045694583,421888,-0.0028172391,3.1219835,0.058496095,1973.0483388900757,893.6140293100001,913.65
207,423936,20.0396,-0.017599105834960938,144,0.0040223007,423936,-0.002300195,3.1229534,0.04848633,1987.6205656528473,909.5288877499999,929.43
208,425984,19.701183,-0.001490950584411621,134,0.0014782145,425984,-0.0001736371,3.1335266,0.008496094,2001.823648929596,927.0688822999999,946.85
209,428032,19.776615,9.828805923461914e-05,136,0.004771804,428032,-0.0034594922,3.1384254,0.058691405,2017.0295464992523,927.0505766199999,946.85
210,430080,21.009508,0.9010723307728767,194,0.0012112621,430080,-0.00059458025,3.1410432,0.008447265,2032.0406548976898,926.4572670800001,945.99
211,432128,1.639205,0.9917063964530826,157,0.0035316772,432128,-0.0058351555,3.1669533,0.04345703,2042.5770299434662,926.9053489800001,946.34
212,434176,19.905481,0.0024666190147399902,124,0.007017116,434176,-0.0038450144,3.1950743,0.094091795,2055.6000208854675,926.80742276,946.34
213,436224,20.734287,0.801850900053978,133,0.0025665476,436224,-0.001016268,3.2048042,0.024023438,2072.0663146972656,927.8802526,947.27
214,438272,20.931286,0.8831837922334671,195,0.005354161,438272,-0.0031240804,3.2018456,0.062353514,2087.4573204517365,931.4148286399999,950.52
215,440320,20.140135,-0.01225423812866211,123,0.0035536531,440320,-0.0019918438,3.1968398,0.035205077,2097.941545009613,931.6709889299999,950.52
216,442368,19.769863,0.0028142333030700684,141,0.0054557454,442368,-0.0012809605,3.1926568,0.070898436,2114.4874205589294,946.3542040699998,965.26
217,444416,1.3379099,0.9952664650045335,219,0.006428326,444416,-0.0047306516,3.17889,0.07705078,2128.917167901993,949.17495788,967.92
218,446464,19.957539,-0.0014958381652832031,118,0.003863901,446464,-0.002184434,3.1629922,0.043261718,2138.2595689296722,949.31151245,967.92
219,448512,20.9644,0.8061072081327438,188,0.003949623,448512,-0.0012063466,3.156418,0.039746094,2155.574394464493,951.60256616,970.12
220,450560,0.2586208,0.9970950742717832,129,0.006182372,450560,-0.008660567,3.1462362,0.08115234,2166.4389884471893,955.01010599,973.45
221,452608,20.469284,0.8141364455223083,155,0.004323852,452608,-0.0009384405,3.1486907,0.05205078,2182.2930750846863,974.4601125899999,992.98
222,454656,22.306602,0.9033825695514679,238,0.0040038656,454656,-0.003709469,3.1420932,0.040234376,2195.4688057899475,974.92813363,993.22
223,456704,0.33546275,0.9962700440082699,171,0.0053953333,456704,-0.0077974945,3.140099,0.06586914,2204.066900730133,980.26458547,998.61
224,458752,20.701796,-0.022507429122924805,119,0.006935035,458752,-0.0049108756,3.1462884,0.08823242,2215.9972546100616,997.74255905,1015.94
225,460800,20.654032,0.8235793709754944,214,0.00652948,460800,-0.004514479,3.1528916,0.08334961,2233.18549656868,1015.4078652800001,1033.56
226,462848,0.6392452,0.9908942952752113,123,0.0048400434,462848,-0.004987397,3.1618485,0.056103516,2242.756820678711,1018.9994568300001,1037.08
227,464896,23.162457,0.922793060541153,381,0.0023181112,464896,-0.0020273267,3.161717,0.02080078,2259.3278045654297,1018.2737841700001,1036.38
228,466944,4.184444,0.9870752617716789,415,0.0040713022,466944,-0.004185104,3.164105,0.04663086,2264.6973214149475,1007.6246219900002,1025.78
229,468992,0.82691574,0.9948033872060478,194,0.008117169,468992,-0.0070829643,3.1540747,0.1038086,2269.6212344169617,979.3039418300001,997.55
230,471040,20.594175,0.8230234384536743,209,0.0022417414,471040,-0.0005318895,3.1413512,0.019628907,2280.175493955612,998.25169137,1016.5
231,473088,7.3237863,0.8837984502315521,142,0.009617485,473088,-0.01018853,3.139242,0.12802735,2289.9465520381927,998.99282289,1017.29
232,475136,18.79358,0.086811363697052,129,0.007753978,475136,0.00038957133,3.1453605,0.1065918,2304.3265376091003,1015.38253505,1033.9
233,477184,19.825356,-0.0008121728897094727,124,0.0039549484,477184,0.00041668018,3.1478295,0.044287108,2320.1246140003204,1031.91050849,1050.31
234,479232,21.674183,0.9182907119393349,303,0.0049007903,479232,-0.0049738535,3.1408906,0.061328124,2336.561039209366,1018.8382754500001,1037.61
235,481280,5.6616106,0.9638898372650146,164,0.0032577594,481280,-0.0063197752,3.1572435,0.030761719,2343.311395406723,1004.92515643,1023.88
236,483328,19.177652,0.05113828182220459,122,0.0020356262,483328,-0.00072212477,3.1710503,0.016259765,2355.7907102108,1004.9726217,1023.88
237,485376,21.265202,0.9031368270516396,222,0.0047964645,485376,-0.003255266,3.171567,0.05708008,2372.4978291988373,992.0007597399998,1011.03
238,487424,0.55172056,0.9941531247459352,168,0.008480879,487424,-0.0063724094,3.170858,0.11625977,2381.714546918869,997.64453757,1016.79
239,489472,20.81346,0.8528306484222412,143,0.0039407955,489472,-0.0020305791,3.1741362,0.047216795,2393.8740310668945,996.56355853,1015.49
240,491520,21.61922,0.9014345929026604,180,0.002241895,491520,-0.0017442813,3.17203,0.017041016,2408.109700202942,998.27992724,1017.22
241,493568,0.003458472,0.9992518080980517,123,0.0028349098,493568,-0.002569471,3.1629033,0.026464844,2419.43506026268,980.9738538500002,1000.03
242,495616,9.204914,-0.022301793098449707,129,0.010855374,495616,-0.0077927434,3.1678298,0.14277343,2436.030019760132,981.20631688,1000.03
243,497664,10.290689,0.0025306344032287598,136,0.004887237,497664,-0.0036318197,3.173551,0.0625,2451.8222279548645,981.1646983200001,1000.03
244,499712,12.906512,0.9410503767430782,187,0.0038359608,499712,-0.0020844284,3.1773138,0.03984375,2466.8234503269196,1001.6173343499999,1020.5
245,501760,20.399488,0.8233615607023239,147,0.0050122766,501760,-0.0021384289,3.1830592,0.06430664,2477.7443017959595,1021.6599038199998,1040.62
246,503808,19.870216,-0.005559802055358887,133,0.0023377459,503808,-0.0016459643,3.1854284,0.022753906,2491.637929916382,1039.3980886,1058.29
247,505856,20.839382,0.8580503463745117,148,0.0038287328,505856,-0.0023403424,3.184296,0.04321289,2507.030445098877,1041.2742207000001,1060.1
248,507904,19.82338,0.002156078815460205,123,0.0041234596,507904,-0.0011212662,3.1823487,0.04814453,2520.8604221343994,1041.52081648,1060.1
249,509952,19.791393,0.0003929734230041504,129,0.0042786836,509952,-0.00028984662,3.1825156,0.050878905,2537.427433013916,1056.6131099499999,1075.2
250,512000,19.495167,-0.005139589309692383,145,0.0057346513,512000,-0.0025710794,3.1876051,0.07490234,2553.2802298069,1056.6332402199998,1075.2
251,514048,0.79110926,0.9947496796958148,233,0.0052921283,514048,-0.0047325958,3.1932554,0.06386719,2567.3992841243744,1060.55238696,1079.24
252,516096,21.721796,0.9147481545805931,199,0.0024914283,516096,-0.0011580398,3.1947625,0.022607422,2576.1570596694946,1076.9490141400001,1095.73
253,518144,2.063831,0.9916352173313498,293,0.0027585537,518144,-0.0008034307,3.1903262,0.025927734,2586.408929347992,1062.88898761,1081.91
254,520192,19.98766,-0.007457256317138672,140,0.0062524974,520192,-0.0025419672,3.1968956,0.07880859,2593.3807072639465,1079.31616211,1098.36
255,522240,20.009186,0.8624691069126129,143,0.002546164,522240,-0.0013865449,3.2133954,0.02709961,2607.951872587204,1079.8900416,1098.87
256,524288,19.955254,-0.00042831897735595703,122,0.0029576912,524288,-0.00076348474,3.2216258,0.02890625,2622.177542448044,1096.25051667,1115.21
257,526336,19.8419,-0.005000472068786621,141,0.004990557,526336,-0.0018567586,3.225801,0.061669923,2638.9527957439423,1113.77673435,1132.58
258,528384,3.594099,0.9894568612799048,388,0.0035710589,528384,-0.0036591906,3.2266076,0.039111327,2653.4189813137054,1101.91075819,1120.92
259,530432,1.8610725,0.9909152146428823,417,0.0066099977,530432,-0.0059693595,3.2258854,0.08706055,2658.6968233585358,1091.36672147,1110.46
260,532480,0.73996425,0.9915796592831612,161,0.008219132,532480,-0.009113823,3.2192447,0.11376953,2663.598419904709,1077.2741806799997,1096.52
261,534528,19.330904,0.029338538646697998,142,0.004873564,534528,-7.263641e-06,3.21141,0.058935545,2676.312127828598,1077.23205274,1096.52
262,536576,20.388655,0.8285060971975327,191,0.0066188187,536576,-0.003292794,3.20637,0.0902832,2690.660843849182,1063.97164302,1083.35
263,538624,19.734585,-0.00061798095703125,145,0.0028984058,538624,-0.0003741625,3.2114043,0.029345702,2701.3361728191376,1064.0647477500002,1083.35
264,540672,19.698936,0.007696986198425293,146,0.004043093,540672,-0.0010872888,3.2197433,0.048193358,2715.410042285919,1081.52122882,1100.8
265,542720,19.897572,0.0009334087371826172,146,0.007363072,542720,-0.0026286233,3.2312038,0.09633789,2729.3555166721344,1098.80683726,1118.03
266,544768,21.329638,0.8577603995800018,195,0.004050961,544768,-0.0023848403,3.243241,0.047949217,2743.3002305030823,1117.65415031,1136.84
267,546816,2.4251547,0.991841803304851,323,0.005231754,546816,-0.0049067535,3.2477398,0.06352539,2753.785613298416,1077.4403237000001,1096.89
268,548864,19.976742,-0.0018613338470458984,127,0.0052056825,548864,-0.0016677951,3.2418354,0.06337891,2760.1085505485535,1092.6128389600003,1111.98
269,550912,2.3841202,0.9880146468058228,204,0.006198997,550912,-0.006009887,3.2309997,0.07280274,2776.131377696991,1077.99538819,1097.66
270,552960,20.143597,0.8350826352834702,162,0.004492129,552960,-0.0030365316,3.2252655,0.056884766,2786.16752743721,1080.9006213999999,1100.49
271,555008,18.89184,0.020127832889556885,124,0.0029238223,555008,-0.0014789223,3.222025,0.02475586,2798.7995364665985,1098.1557057499997,1117.87
272,557056,19.918577,0.0058515071868896484,137,0.004858374,557056,-0.00087549177,3.2158668,0.05722656,2815.2213582992554,1114.4853551499998,1134.13
273,559104,4.033541,0.9771792031824589,259,0.0030724427,559104,-0.0034104239,3.2272816,0.033154298,2830.1141698360443,1087.6064598799996,1107.63
274,561152,19.804323,0.04972773790359497,174,0.0036692242,561152,0.00013686743,3.2481072,0.04008789,2837.9992723464966,1102.89677614,1122.96
275,563200,0.72864014,0.9928879579529166,168,0.0035135602,563200,-0.00048972026,3.2552578,0.03339844,2849.7115490436554,1107.8944325399998,1128.13
276,565248,20.10328,-0.006276249885559082,142,0.004798123,565248,-0.0006330063,3.2588272,0.05522461,2861.8380839824677,1108.11236433,1128.13
277,567296,20.055946,-0.020520687103271484,145,0.0022132753,567296,-0.00050410593,3.2600389,0.015283203,2876.199117898941,1123.74463114,1143.72
278,569344,19.961115,-0.038107872009277344,149,0.009017509,569344,-0.0052055875,3.2524056,0.12729493,2890.263884305954,1123.8183116,1143.72
279,571392,21.035978,0.8495101481676102,162,0.0030520742,571392,-0.0045919293,3.2453175,0.03173828,2903.9387168884277,1139.76623109,1159.81
280,573440,20.05843,0.8377498984336853,240,0.003334205,573440,-0.002444655,3.248743,0.035351563,2916.5512063503265,1155.47950663,1175.65
281,575488,2.238134,0.9852315345779061,207,0.0024080994,575488,-0.0021913836,3.2469738,0.0265625,2925.0806353092194,1128.25083394,1148.75
282,577536,19.444946,0.002627551555633545,144,0.008202823,577536,-0.0044723544,3.2496166,0.10322265,2934.951720714569,1143.1718979799998,1163.73
283,579584,21.197721,0.8527567684650421,214,0.0018808665,579584,-0.0012953256,3.258329,0.018798828,2949.077091693878,1139.06801855,1159.85
284,581632,0.5934611,0.9946510544978082,161,0.0017060026,581632,-0.002504449,3.258519,0.013476563,2958.6245288848877,1144.72153306,1165.62
285,583680,20.187773,0.8771971166133881,365,0.004443101,583680,-0.0048141163,3.2530599,0.049560547,2971.2960729599,1161.7431301999998,1182.8
286,585728,0.506822,0.9784199818968773,148,0.014043833,585728,-0.01761174,3.2372627,0.17890625,2976.9014852046967,1167.34201847,1188.61
287,587776,16.89165,0.8510327637195587,199,0.0027243574,587776,-0.002542675,3.2280343,0.029443359,2990.659126520157,1187.5844474399998,1208.75
288,589824,20.505589,0.8321193307638168,192,0.004469498,589824,-0.0025654188,3.224601,0.050927736,3000.939882516861,1204.98006081,1226.1
289,591872,20.117403,-0.0003914833068847656,146,0.004543037,591872,-0.0012439024,3.2216156,0.053857423,3011.606114625931,1218.9663806600001,1239.94
290,593920,19.986813,0.0003389120101928711,145,0.0035357275,593920,6.5344786e-05,3.227528,0.040283203,3025.5412735939026,1233.4633867000002,1254.33
291,595968,20.178583,0.1565963625907898,179,0.005052821,595968,-0.0021893522,3.2370026,0.06040039,3039.644169330597,1233.5339979300002,1254.33
292,598016,0.85961837,0.9952408066019416,222,0.0033167887,598016,-0.00329802,3.2415204,0.03769531,3051.0641078948975,1236.74685796,1257.71
293,600064,21.3987,0.8548635840415955,156,0.0024297007,600064,-0.001229831,3.2504609,0.024267578,3060.2811994552612,1219.53086938,1240.47
294,602112,20.080475,0.6014118790626526,179,0.003547016,602112,-0.001511705,3.254439,0.04067383,3073.3310449123383,1219.65858366,1240.47
295,604160,0.41990915,0.995617862790823,151,0.005495124,604160,-0.003849763,3.242693,0.06928711,3084.726443529129,1223.6813447100003,1244.69
296,606208,20.012499,-0.0016047954559326172,138,0.00705842,606208,-0.0033632629,3.2299695,0.101464845,3098.2833449840546,1238.93808061,1259.88
297,608256,20.44226,0.8358714133501053,212,0.003151266,608256,0.00032537605,3.2289875,0.03173828,3113.05712723732,1255.01861376,1276.0
298,610304,19.970562,3.439188003540039e-05,147,0.002089142,610304,0.00046978862,3.2309139,0.021044921,3122.7104482650757,1272.08733855,1292.86
299,612352,20.147707,0.7812407463788986,218,0.004549522,612352,-0.0025713018,3.2315705,0.053027343,3136.5963757038116,1272.12719399,1292.86
300,614400,0.55104494,0.9851493230089545,149,0.00841606,614400,-0.011170377,3.2204678,0.11787109,3145.978415966034,1261.73042237,1282.78
301,616448,19.717915,0.8564091622829437,206,0.0042018103,616448,-0.0030312268,3.2068353,0.049560547,3159.7164187431335,1282.50470934,1303.86
302,618496,19.92226,0.09800726175308228,171,0.004106734,618496,-0.0016840951,3.2034392,0.047216795,3169.6188974380493,1294.02346412,1315.23
303,620544,1.5836617,0.9898112984374166,269,0.004006873,620544,-0.0020229083,3.1883464,0.04194336,3181.5632576942444,1293.30447423,1315.16
304,622592,20.170412,-9.298324584960938e-05,110,0.0067016655,622592,-0.0023108418,3.1784122,0.09086914,3189.1744232177734,1293.3611385000002,1315.16
305,624640,20.224773,-0.0018856525421142578,143,0.0028011487,624640,-0.0006904778,3.182508,0.030761719,3207.701851129532,1307.91672645,1329.56
306,626688,2.5241,0.9875401072204113,357,0.0029634624,626688,-0.0037762257,3.1836011,0.025537109,3221.977697134018,1302.7883265299997,1324.87
307,628736,1.0202532,0.9917134391143918,181,0.0052086236,628736,-0.005416023,3.1775315,0.061914064,3227.701565504074,1296.1963099199997,1318.53
308,630784,20.771183,0.8520107120275497,212,0.0023655042,630784,-0.0012706267,3.1739135,0.021582032,3238.9681906700134,1300.64784006,1323.22
309,632832,3.0859318,0.9851864688098431,400,0.0050249617,632832,-0.004648664,3.1629188,0.055126954,3248.6256313323975,1295.0724949,1318.23
310,634880,3.3649197,0.9854147853329778,238,0.0040207664,634880,-0.0033129477,3.137268,0.039013673,3253.737436771393,1286.1309548999998,1310.06
311,636928,20.249256,-0.0030361413955688477,123,0.0041401954,636928,-0.0015536369,3.134614,0.047802735,3262.321085214615,1286.1429278800001,1310.06
312,638976,20.214596,-0.0009518861770629883,122,0.0068824864,638976,-0.0026055023,3.1432376,0.09145508,3278.946961402893,1301.86019149,1325.72
313,641024,20.27084,0.004559934139251709,152,0.0035641256,641024,-0.00054556224,3.1579556,0.039111327,3295.692473888397,1301.86971208,1325.72
314,643072,2.0756826,0.9854797646403313,221,0.0042200624,643072,-0.0012428941,3.1578321,0.044140626,3309.120752096176,1300.20497653,1324.8
315,645120,20.221123,0.06626760959625244,170,0.0034512058,645120,-0.00023562417,3.158793,0.034472656,3318.376881122589,1300.2711823700001,1324.8
316,647168,1.8372524,0.9891548603773117,400,0.005076593,647168,-0.0029568567,3.1550915,0.05986328,3330.387953042984,1311.45055311,1336.82
317,649216,1.5129802,0.9867911990731955,454,0.002816291,649216,-0.005604122,3.1562686,0.02841797,3335.502174139023,1322.73002292,1348.76
318,651264,14.446406,0.5227950513362885,192,0.0040907897,651264,-0.001876598,3.154152,0.0390625,3340.007485628128,1322.1956167600001,1348.76
319,653312,20.145933,-0.000538945198059082,203,0.0034152283,653312,-0.0012408515,3.1459603,0.039453126,3350.6286668777466,1338.4911614199998,1364.84
320,655360,18.186214,0.1420719027519226,189,0.0049873353,655360,-0.0015946543,3.149216,0.06743164,3360.670774459839,1354.9646756999998,1381.56
321,657408,19.862854,0.01401972770690918,133,0.0021523342,657408,-0.00021455069,3.154768,0.020703126,3371.4806571006775,1373.09346134,1399.63
322,659456,20.17162,0.0015086531639099121,136,0.0042257365,659456,-0.001632475,3.1516159,0.04902344,3386.803735971451,1387.26523712,1413.64
323,661504,20.136333,-0.004601120948791504,133,0.0038622436,661504,-0.00032313465,3.1479504,0.03984375,3401.8085746765137,1401.19355811,1427.4
324,663552,20.004139,-0.0018943548202514648,131,0.005337372,663552,-0.00022518607,3.1522453,0.068603516,3417.1050531864166,1401.3014893700001,1427.4
325,665600,29.160603,0.8532636612653732,208,0.002664625,665600,-0.004676814,3.1652775,0.02890625,3432.697515487671,1383.2922149400003,1409.5
326,667648,7.8501854,0.9745545778423548,184,0.0050755464,667648,-0.00520471,3.1927216,0.047558594,3442.5022032260895,1366.0252678100003,1392.39
327,669696,25.62595,0.8877479508519173,174,0.0020992795,669696,-0.0020851758,3.206976,0.016455078,3453.6049506664276,1377.88545209,1404.18
328,671744,19.980627,0.011328518390655518,154,0.0034756258,671744,-0.0016816575,3.2117755,0.040478516,3465.342368364334,1391.6762325399998,1417.81
329,673792,5.5456557,0.9743232019245625,148,0.0034283556,673792,-0.0031557106,3.225497,0.03359375,3478.6119017601013,1387.9877343599996,1414.19
330,675840,36.548103,0.9088700413703918,220,0.004071357,675840,-0.004339506,3.236246,0.04458008,3492.448197364807,1332.52088404,1359.3
331,677888,20.088554,0.004644036293029785,128,0.002638133,677888,-0.0010152449,3.2373135,0.025048828,3501.7380545139313,1332.54226568,1359.3
332,679936,20.140385,-0.005825519561767578,137,0.004737328,679936,-0.0022520283,3.2273555,0.05620117,3517.699011325836,1332.46396137,1359.3
333,681984,2.6353269,0.9763509426265955,137,0.0021676128,681984,-0.004673011,3.2252145,0.016845703,3532.5662126541138,1332.6262796199997,1359.45
334,684032,22.04321,0.8349019438028336,132,0.005071315,684032,-0.0032718081,3.2318738,0.061328124,3547.466040611267,1343.8253046399998,1370.41
335,686080,8.552695,0.9789722189307213,225,0.003218234,686080,-0.0064770365,3.2452934,0.03676758,3562.945098400116,1335.85751708,1362.73
336,688128,21.511509,0.8584418892860413,137,0.0034192682,688128,-0.003473845,3.2616837,0.03696289,3572.0226109027863,1330.4256672799997,1357.11
337,690176,19.881638,0.007471740245819092,143,0.0040256307,690176,-0.00045435847,3.2621818,0.04941406,3586.9104285240173,1343.60902079,1370.18
338,692224,20.125416,-0.004468321800231934,159,0.0047598546,692224,-0.0012959848,3.2639415,0.06044922,3601.173159122467,1343.7859535300001,1370.18
339,694272,8.265062,0.836823359131813,365,0.004113579,694272,-0.0007709771,3.2717261,0.0484375,3614.003313779831,1343.1432803899997,1370.18
340,696320,1.5253714,0.988010504283011,148,0.0013696959,696320,-0.00096561917,3.2838027,0.009765625,3619.6022815704346,1345.2603759600001,1372.31
341,698368,20.153952,0.09198886156082153,306,0.003913992,698368,-0.0014568482,3.293178,0.045800783,3633.390918970108,1356.6883147100002,1383.48
342,700416,15.900017,0.9387779012322426,375,0.0026351593,700416,-0.0016812312,3.3019137,0.02861328,3640.0718541145325,1338.47708855,1365.84
343,702464,1.6189502,0.9869986586272717,150,0.0028324933,702464,-0.004065918,3.3120275,0.024658203,3645.5293407440186,1323.68643813,1351.22
344,704512,20.089626,0.0016199350357055664,132,0.002217483,704512,-0.0005463726,3.3233619,0.020996094,3659.1673243045807,1323.6537400399998,1351.22
345,706560,20.073776,0.012436926364898682,136,0.004037137,706560,-0.0022499622,3.3396716,0.050341796,3674.586189031601,1323.7497496100002,1351.22
346,708608,27.727436,0.9264073222875595,323,0.0029074368,708608,-0.0024903237,3.3495178,0.029833984,3689.5529232025146,1319.1844138600002,1346.57
347,710656,2.2992995,0.9804928135126829,146,0.0013306581,710656,-0.004123289,3.3592486,0.012207031,3695.882643699646,1316.9190359699999,1344.29
348,712704,26.153042,0.8975291401147842,290,0.0033326452,712704,-0.0027166128,3.3652816,0.035791017,3709.8680114746094,1306.12505722,1333.51
349,714752,2.189297,0.9898258913308382,365,0.0020829067,714752,-0.002721121,3.360597,0.019873047,3716.9165053367615,1300.7383536700002,1328.63
350,716800,5.283493,0.9772078301757574,191,0.0029320312,716800,-0.0041911774,3.3620377,0.032324217,3722.517187833786,1294.2947614400002,1322.02
351,718848,20.457914,0.580507218837738,191,0.0046359478,718848,-0.0036089562,3.3641925,0.054541014,3733.2193896770477,1294.32227872,1322.02
352,720896,7.158281,0.9717894196510315,389,0.002482519,720896,-0.0021205465,3.361071,0.023828125,3743.915148973465,1281.2661739,1309.27
353,722944,3.707662,0.9819758590310812,157,0.0038777303,722944,-0.0039073606,3.3650126,0.0440918,3749.1722588539124,1271.7668416499998,1300.27
354,724992,20.166126,-0.006757497787475586,136,0.0059257145,724992,-0.0018763418,3.3725822,0.07705078,3762.1579065322876,1271.76213382,1300.27
355,727040,23.70644,0.9087884724140167,284,0.004143111,727040,-0.003919284,3.3742092,0.049951173,3777.1492540836334,1265.5333026300002,1293.89
356,729088,4.12694,0.971250070258975,170,0.0025878516,729088,-0.00062517275,3.3662333,0.01977539,3784.341964483261,1256.0173753500003,1284.7
357,731136,25.48062,0.885512001812458,238,0.0014977031,731136,-0.0004940476,3.360667,0.00913086,3796.3643760681152,1260.12100209,1288.75
358,733184,19.882801,0.0025589466094970703,112,0.00525203,733184,-0.0026600587,3.3615823,0.064257815,3804.9560544490814,1260.10604842,1288.75
359,735232,20.107756,-0.0021778345108032227,138,0.003498594,735232,0.00033151437,3.3644817,0.03515625,3823.1741478443146,1260.15882263,1288.75
360,737280,19.938066,0.0007696151733398438,141,0.0021180375,737280,-0.001535967,3.3674233,0.018554688,3837.928449869156,1271.73610767,1300.06
361,739328,2.6169832,0.9868586454540491,293,0.0024283456,739328,-0.0024495956,3.3734474,0.020166015,3852.4384574890137,1247.22479383,1276.3
362,741376,20.13204,-0.004389166831970215,136,0.0061074025,741376,-0.0014061108,3.3816059,0.075732425,3859.4072272777557,1257.6998888100002,1286.38
363,743424,20.141088,0.00775456428527832,116,0.0035182282,743424,-0.00054782827,3.3935082,0.037646484,3874.402371406555,1257.87021212,1286.38
364,745472,20.072075,-0.0052367448806762695,156,0.005847116,745472,-0.0029890072,3.3923798,0.07094727,3891.9481959342957,1266.22517751,1294.41
365,747520,5.680583,0.9687937684357166,214,0.002385261,747520,-0.0034218642,3.397246,0.024365235,3905.046487569809,1249.23381086,1277.5
366,749568,22.799927,0.8998693004250526,174,0.0026274787,749568,-0.0031088903,3.41735,0.025878906,3914.5773305892944,1224.7443373,1252.86
367,751616,19.862219,-8.690357208251953e-05,143,0.007345345,751616,-0.003995914,3.4258091,0.0972168,3926.3090586662292,1231.64849071,1259.34
368,753664,6.772835,0.975125391036272,404,0.0038869518,753664,-0.0040215948,3.4164863,0.04121094,3940.549122095108,1213.1496210100001,1240.83
369,755712,3.674746,0.9643135070800781,358,0.0023678094,755712,-0.002642784,3.407985,0.02451172,3945.608688354492,1215.3424469000001,1243.05
370,757760,4.409495,0.9744931291788816,180,0.0019011346,757760,-0.0010248467,3.406227,0.017919922,3951.315637588501,1211.56652886,1238.94
371,759808,24.327465,0.901548407971859,262,0.00445202,759808,-0.00363658,3.4212844,0.0519043,3962.6921651363373,1201.13464187,1227.97
372,761856,3.9138386,0.9904471188783646,294,0.003015,761856,-0.004981795,3.4419148,0.032226562,3970.4936838150024,1143.06573471,1169.68
373,763904,20.048292,-0.006093740463256836,140,0.0054157944,763904,-0.0026821538,3.4522052,0.06689453,3977.4590134620667,1145.9783446899999,1171.63
374,765952,19.915049,0.038400113582611084,142,0.0018681874,765952,-0.00049629627,3.4500935,0.013623047,3992.024070262909,1149.32954257,1174.26
375,768000,0.91874886,0.9911083541810513,160,0.0030053863,768000,-0.004540172,3.4568996,0.0296875,4006.4200916290283,1134.8511866899998,1159.34
376,770048,19.921652,-0.010333538055419922,122,0.005267834,770048,-0.0016439313,3.4613762,0.06738281,4019.152701854706,1134.76938196,1159.34
377,772096,25.30983,0.8720251172780991,321,0.0019380122,772096,-0.0020198023,3.4683425,0.018603515,4035.8158192634583,1106.10453429,1130.76
378,774144,2.6181505,0.9703342244029045,162,0.0054356833,774144,-0.0016389994,3.4726315,0.06254883,4042.188524723053,1095.6976627,1120.7
379,776192,22.541792,0.7803029119968414,282,0.0010940348,776192,-0.0026219992,3.4716892,0.010107422,4054.7980210781097,1086.4625573800001,1111.87
