n_updates,explained_variance,fps,ep_reward_mean,serial_timesteps,time_elapsed,approxkl,policy_loss,clipfrac,total_timesteps,ep_len_mean,policy_entropy,value_loss
148,0.8955484926700592,569,906.41587574,303104,528.2047111988068,0.0020438856,-0.0016598746,0.02236328,303104,1393.05,5.7621865,8.465418
149,0.775763988494873,567,899.4690502999999,305152,531.7998652458191,0.0029738345,-0.0034398823,0.03276367,305152,1379.62,5.7649984,22.691368
150,0.8300256133079529,551,912.0432591800001,307200,535.4114675521851,0.0027232948,-0.002952756,0.030859375,307200,1396.27,5.7693133,16.10535
151,0.8639390915632248,572,914.1068161999999,309248,539.127256155014,0.003557392,-0.0022648156,0.0362793,309248,1396.27,5.7619624,8.733303
152,0.7836522161960602,559,926.5303627199999,311296,542.7067413330078,0.004408353,-0.0024025338,0.050732423,311296,1414.18,5.7559533,9.351481
153,0.7870086133480072,554,934.0526792699999,313344,546.3705546855927,0.0036160243,-0.0018130338,0.043603517,313344,1426.08,5.7597055,12.119142
154,0.9096504524350166,572,933.2147690999998,315392,550.0674812793732,0.002837333,-0.005966246,0.028710937,315392,1425.5,5.7538853,7.317439
155,0.8881299719214439,570,909.8874247800002,317440,553.6477451324463,0.0030076155,-0.004069869,0.03359375,317440,1392.66,5.7549586,15.542917
156,0.8719095438718796,579,910.6328648599999,319488,557.2384481430054,0.0032434438,-0.0033338622,0.037109375,319488,1392.66,5.7670074,10.007659
157,0.8458532094955444,565,911.11177759,321536,560.7740743160248,0.0037201971,-0.0049476335,0.04433594,321536,1392.66,5.760941,12.250047
158,0.767507791519165,566,910.4147800199999,323584,564.3992390632629,0.0030848398,-0.005566221,0.03388672,323584,1392.66,5.7735147,14.3046665
159,0.8280183523893356,571,910.65151171,325632,568.016352891922,0.002783068,-0.004239885,0.03461914,325632,1392.66,5.783004,10.642033
160,0.8403672128915787,577,910.2136081499999,327680,571.5991201400757,0.0038311318,-0.004234952,0.046191406,327680,1392.66,5.781452,10.979006
161,0.856065958738327,567,909.94594055,329728,575.1470375061035,0.0033921245,-0.0036818641,0.037988283,329728,1392.66,5.7688284,9.214861
162,0.8727952092885971,577,905.2922601900001,331776,578.7555449008942,0.0034461655,-0.0042988714,0.03720703,331776,1386.95,5.7591095,8.407196
163,0.771078497171402,581,905.1427583100001,333824,582.3040313720703,0.002020361,-0.0036035534,0.020947266,333824,1386.95,5.758313,13.645025
164,0.8394128382205963,570,908.6015460000001,335872,585.8264117240906,0.0026967917,-0.0019226935,0.029589843,335872,1391.55,5.7628813,9.150147
165,0.7037511765956879,569,907.47814244,337920,589.416318655014,0.003986844,-0.0033344668,0.046044923,337920,1391.55,5.7702675,16.831858
166,0.82766193151474,572,907.15501311,339968,593.015524148941,0.0025413933,-0.0023123396,0.027392577,339968,1391.55,5.778002,12.7781
167,0.7671859413385391,572,905.9503917700001,342016,596.5946555137634,0.0064316513,-0.0035015326,0.0715332,342016,1391.55,5.7842417,12.336386
168,0.8027928620576859,568,920.34712089,344064,600.1729805469513,0.002876209,-0.0038493865,0.028808594,344064,1410.92,5.794729,23.261898
169,0.8525232225656509,564,920.14116596,346112,603.776533126831,0.0034567309,-0.0040511326,0.03828125,346112,1410.92,5.80306,10.529594
170,0.8356457352638245,567,919.4874102900001,348160,607.4035186767578,0.00450103,-0.007850468,0.044140626,348160,1410.92,5.8055034,10.917282
171,0.8050073981285095,566,931.8291268999998,350208,611.0146579742432,0.004726196,-0.0042162174,0.05805664,350208,1428.88,5.7920423,9.365885
172,0.8957666605710983,566,927.3676370499999,352256,614.6335279941559,0.0032963909,-0.0016511434,0.03540039,352256,1422.86,5.782628,7.58638
173,0.7951627671718597,585,926.8855113899999,354304,618.2506258487701,0.0025193407,-0.0029611136,0.0296875,354304,1422.86,5.780221,11.099933
174,0.8308892399072647,573,927.0796656499999,356352,621.7463073730469,0.0032716296,-0.0025032784,0.037597656,356352,1422.86,5.776595,12.684409
175,0.9174987226724625,574,919.3764408200003,358400,625.3171675205231,0.0031358595,-0.0037657563,0.0328125,358400,1412.23,5.771528,6.3982935
176,0.8092279434204102,568,941.15888874,360448,628.883451461792,0.0026813927,-0.0011302879,0.03203125,360448,1440.84,5.772582,18.72223
177,0.719883143901825,566,940.20947787,362496,632.4876987934113,0.003940589,-0.0015961323,0.045654297,362496,1440.84,5.7829375,12.794434
178,0.8768350258469582,579,940.78225078,364544,636.1064879894257,0.0022222616,-0.0012740683,0.023388673,364544,1440.86,5.798249,8.089365
179,0.9089458733797073,572,951.8942586900001,366592,639.6421666145325,0.0038822987,-0.003980278,0.046191406,366592,1457.24,5.811118,5.387935
180,0.8440354019403458,579,948.0175266200001,368640,643.2224097251892,0.002521099,-0.002353259,0.02836914,368640,1452.3,5.820611,11.698848
181,0.8197323232889175,565,948.3201997900001,370688,646.7551004886627,0.0021184452,-0.0015459979,0.024560547,370688,1452.3,5.8125467,13.634691
182,0.9520814493298531,572,959.43459599,372736,650.3751666545868,0.0029670263,-0.003421537,0.032421876,372736,1467.27,5.808417,4.2532706
183,0.902043916285038,570,963.79556296,374784,653.9512014389038,0.0025766096,-0.003851049,0.025732422,374784,1471.24,5.8165464,8.078717
184,0.8341275751590729,560,977.3185702899999,376832,657.5392692089081,0.002330962,-0.0039537163,0.023095703,376832,1489.09,5.8291593,11.7105
185,0.8029188960790634,561,988.0045434400001,378880,661.1960227489471,0.0032633548,-0.001206505,0.03803711,378880,1505.06,5.835196,11.181472
186,0.8093182593584061,560,989.3736579199999,380928,664.8456833362579,0.007933903,-0.0063206307,0.07856445,380928,1505.06,5.8438773,11.336568
187,0.9128400161862373,559,997.04748759,382976,668.4999959468842,0.0030619332,-0.0044005574,0.028857421,382976,1516.37,5.8352385,6.884632
188,0.8095661103725433,567,1001.37583129,385024,672.1606149673462,0.005041414,-0.0066231615,0.051708985,385024,1522.01,5.813687,22.068806
189,0.8588161319494247,571,1013.6350476499999,387072,675.770840883255,0.003414336,-0.00209269,0.038183592,387072,1537.72,5.7962146,10.164464
190,0.8662106990814209,579,1006.3661009299999,389120,679.3522520065308,0.003686472,-0.004271547,0.04272461,389120,1526.68,5.789142,8.8202
191,0.8435321599245071,571,1014.64865145,391168,682.8882551193237,0.0032347986,-0.003234047,0.037646484,391168,1539.13,5.785557,12.702038
192,0.7699159979820251,572,1023.65459495,393216,686.475182056427,0.0027437294,-0.004298524,0.02836914,393216,1549.49,5.7842927,21.643993
193,0.7777878493070602,562,1023.53305532,395264,690.0520646572113,0.0024983739,-0.0027008487,0.026220703,395264,1549.49,5.7825236,15.716039
