n_updates,explained_variance,fps,ep_reward_mean,serial_timesteps,time_elapsed,approxkl,policy_loss,clipfrac,total_timesteps,ep_len_mean,policy_entropy,value_loss
1,0.4925815463066101,543,182.57522400000002,2048,1.9073486328125e-06,0.0016493553,-0.0047986424,0.017333984,2048,469.25,5.7927036,22.207878
2,0.5534788072109222,576,162.11242611111112,4096,3.7675235271453857,0.0017637985,-0.0047331345,0.018115234,4096,425.44444444444446,5.7946177,21.650507
3,0.42187821865081787,569,153.61631764285715,6144,7.317533493041992,0.0021008286,-0.0048882263,0.02319336,6144,408.07142857142856,5.787678,21.610245
4,0.8269637823104858,580,163.8116784117647,8192,10.911402702331543,0.0018996631,-0.0039436547,0.020703126,8192,427.05882352941177,5.785031,13.363283
5,0.8226008266210556,583,218.95678389999998,10240,14.439032793045044,0.0031435061,-0.006473483,0.031591795,10240,508.8,5.782864,20.884907
6,0.9247843772172928,586,214.5770317142857,12288,17.9504337310791,0.0022200276,-0.0042355596,0.026513672,12288,501.3809523809524,5.782466,5.048539
7,0.7517236322164536,585,255.86897809090908,14336,21.442670822143555,0.0017969515,-0.002109543,0.018408203,14336,571.7272727272727,5.794862,10.917066
8,0.7801593542098999,581,292.15527416000003,16384,24.939165115356445,0.001411634,-0.0018100304,0.015039062,16384,635.6,5.8052135,18.154934
9,0.798257440328598,590,302.13696230769233,18432,28.464340686798096,0.002926444,-0.0048773107,0.03564453,18432,651.9615384615385,5.8171763,6.9848075
10,0.8049628883600235,571,321.46954103448275,20480,31.933836460113525,0.0020263381,-0.003576255,0.020703126,20480,683.5172413793103,5.8217497,14.697146
11,0.8304859697818756,586,321.5272709677419,22528,35.517638206481934,0.0015254229,-0.0032587734,0.016308594,22528,683.3870967741935,5.836222,10.607463
12,0.8360690921545029,578,342.11169233333334,24576,39.0108757019043,0.002248782,-0.0027956266,0.023876954,24576,712.1515151515151,5.8399534,12.513245
13,0.8253471702337265,575,364.22744111428574,26624,42.55210208892822,0.003326475,-0.0019716616,0.035546876,26624,746.1714285714286,5.838332,12.92878
14,0.7695944309234619,585,388.1159970277778,28672,46.11223125457764,0.0029022985,-0.0030333097,0.03691406,28672,782.3611111111111,5.8483505,9.309507
15,0.7417289912700653,561,410.76568935135134,30720,49.609071254730225,0.0023830547,-0.00084502075,0.026464844,30720,816.5945945945946,5.8467345,10.739976
16,0.7172265946865082,552,430.94405694736844,32768,53.25786995887756,0.004330787,-0.0040439055,0.04082031,32768,849.0263157894736,5.8484044,10.412356
17,0.8037624359130859,558,453.21792656410264,34816,56.96341371536255,0.0034328245,-0.0048487303,0.044384766,34816,879.7948717948718,5.849595,10.124862
18,0.7389002740383148,560,473.18987827499996,36864,60.62988781929016,0.004234785,-0.004956801,0.052783202,36864,909.025,5.846115,10.496714
19,0.8635748326778412,579,494.6051626341463,38912,64.2831027507782,0.0024668728,-0.002645906,0.022949219,38912,936.829268292683,5.838221,8.483456
20,0.8503758609294891,585,501.5335855813953,40960,67.8150143623352,0.0028199397,-0.004977959,0.031445313,40960,946.1627906976744,5.837884,11.388537
21,0.7668089121580124,570,520.9477786590909,43008,71.31314373016357,0.002143162,-0.0031427469,0.023242187,43008,971.2272727272727,5.840537,12.930277
22,0.835089847445488,574,539.8961100444444,45056,74.90042901039124,0.0019373145,-0.0027212691,0.01845703,45056,995.1777777777778,5.8328676,10.41023
23,0.9094120115041733,583,552.5943907173913,47104,78.4642870426178,0.0018256251,-0.0018059623,0.017675782,47104,1012.7826086956521,5.8319893,5.1925926
24,0.9355174526572227,569,548.1593313829787,49152,81.97513484954834,0.002701711,-0.0050103106,0.026367188,49152,1006.5531914893617,5.830743,4.3130913
25,0.8419629335403442,581,561.4894074081632,51200,85.57365775108337,0.0019692532,-0.0020615906,0.018896485,51200,1024.1020408163265,5.820408,12.717132
26,0.8659330755472183,573,571.8243276862745,53248,89.10833859443665,0.0026704727,-0.0033056177,0.02734375,53248,1033.2745098039215,5.803172,15.924681
27,0.769971564412117,577,586.9868478846154,55296,92.67862319946289,0.0011731217,-0.00089557224,0.009179687,55296,1052.8076923076924,5.8004875,13.52432
28,0.8944259583950043,565,584.0652621320754,57344,96.22610378265381,0.0020854725,-0.002517914,0.018652344,57344,1048.9811320754718,5.798846,5.920297
29,0.8170882761478424,576,592.4376112363635,59392,99.84898114204407,0.003927427,-0.003267977,0.04575195,59392,1056.8,5.7950473,17.11489
30,0.8199741393327713,568,599.4024467017545,61440,103.40244507789612,0.0022093588,-0.0026006142,0.020068359,61440,1062.280701754386,5.7918863,18.275982
31,0.6331593692302704,544,610.7417635689656,63488,107.0033667087555,0.005190258,-0.0046148016,0.06503906,63488,1079.2931034482758,5.7832007,11.864573
32,0.8283386081457138,541,620.9932031694915,65536,110.76414823532104,0.0008848704,-0.002180828,0.005078125,65536,1095.7288135593221,5.7845964,8.007264
33,0.8711751699447632,564,621.7707819999999,67584,114.54859709739685,0.0031656113,-0.004831678,0.03515625,67584,1095.2333333333333,5.7811384,7.457836
34,0.7734671086072922,572,635.2039037903226,69632,118.17382955551147,0.0019784255,-0.0033740078,0.019335937,69632,1112.1451612903227,5.7793093,18.036562
35,0.8211866468191147,572,639.031032859375,71680,121.75075817108154,0.0030526824,-0.0032009066,0.03286133,71680,1115.515625,5.7807727,16.211594
36,0.7824766486883163,567,650.0977010923077,73728,125.33000755310059,0.0022193994,-0.002381892,0.022021484,73728,1129.876923076923,5.784398,12.217975
37,0.7930620759725571,584,660.1625095454546,75776,128.93825888633728,0.0012191746,-0.0029497284,0.010009766,75776,1143.8030303030303,5.7856317,9.431123
38,0.8381398022174835,567,670.2459353432836,77824,132.44162487983704,0.0030023209,-0.0036571007,0.03125,77824,1157.313432835821,5.785522,9.96743
39,0.8065203577280045,569,680.368104235294,79872,136.0524389743805,0.004029101,-0.0035450798,0.042529296,79872,1170.4264705882354,5.7713857,11.440463
40,0.8444727957248688,579,691.0431338840579,81920,139.64838314056396,0.0033195831,-0.006164848,0.035839844,81920,1183.159420289855,5.7670345,9.225883
41,0.7844750136137009,556,699.2973875714285,83968,143.18088579177856,0.0072248825,-0.006476458,0.09580078,83968,1195.5285714285715,5.7720885,11.552939
42,0.8417614102363586,580,687.0038041369863,86016,146.86072444915771,0.002963688,-0.0044709053,0.031201173,86016,1176.876712328767,5.7692676,16.352169
43,0.9125344231724739,572,674.75108124,88064,150.3913025856018,0.0016172125,-0.0036111083,0.015283203,88064,1158.3466666666666,5.763239,9.04357
44,0.8566006720066071,557,684.2051951973684,90112,153.9720859527588,0.0028654053,-0.0035976693,0.032177735,90112,1170.0657894736842,5.7638483,8.750362
45,0.8040368258953094,553,692.0888290649351,92160,157.648090839386,0.003486948,-0.005358957,0.040527344,92160,1181.4805194805194,5.7711277,10.075098
46,0.8301946520805359,574,700.6407587564103,94208,161.35021114349365,0.0022120713,-0.0015650314,0.02216797,94208,1192.6025641025642,5.777734,10.357459
47,0.8826487064361572,565,702.2765876202532,96256,164.91562914848328,0.002927373,-0.0031846005,0.032666016,96256,1195.2784810126582,5.7814717,6.9871774
48,0.751135528087616,566,710.51053265,98304,168.53580260276794,0.002261879,-0.002559843,0.022460938,98304,1205.95,5.7827806,13.351835
49,0.7626190185546875,576,713.9840432682927,100352,172.15218997001648,0.0022533494,-0.007456012,0.024365235,100352,1209.6463414634147,5.7848015,17.22994
50,0.8613452464342117,573,721.4733563012048,102400,175.70367121696472,0.0032197735,-0.003555897,0.035009764,102400,1219.7590361445782,5.787588,10.275137
51,0.8100153356790543,571,728.8799382857143,104448,179.27787280082703,0.0024197462,-0.0017988576,0.025878906,104448,1229.6309523809523,5.7836504,9.938942
52,0.8839825317263603,569,728.4952313372092,106496,182.8611032962799,0.0022456977,-0.0033100892,0.022216797,106496,1228.0116279069769,5.771813,13.145305
53,0.9229025170207024,553,734.0778761954023,108544,186.4547107219696,0.003538636,-0.0075765476,0.039501954,108544,1234.448275862069,5.784625,6.2066474
54,0.8571592718362808,561,742.4632801590909,110592,190.15762948989868,0.0031750754,-0.0033649777,0.035791017,110592,1243.7045454545455,5.7894077,9.5687685
55,0.8571170717477798,578,747.2062282555555,112640,193.80832290649414,0.0020185395,-0.002782631,0.021337891,112640,1250.1222222222223,5.7899733,14.033092
56,0.8823272436857224,576,753.5357697252747,114688,197.34712100028992,0.0033312556,-0.0032320977,0.036621094,114688,1258.3516483516485,5.788306,7.9973245
57,0.9210858643054962,576,751.5472107934783,116736,200.90223670005798,0.0022796888,-0.0014319622,0.023339843,116736,1256.4021739130435,5.7821994,6.5466714
58,0.8492545187473297,570,758.8005129569892,118784,204.4576132297516,0.002429083,-0.0013505806,0.025390625,118784,1264.9247311827958,5.777192,10.694937
59,0.7564927339553833,567,765.134655,120832,208.04926228523254,0.0020693736,-0.0027843374,0.022998046,120832,1273.2659574468084,5.780543,13.92442
60,0.8623978346586227,560,765.8219377395832,122880,211.65723061561584,0.002963424,-0.0038388395,0.03173828,122880,1271.75,5.7930536,18.284754
61,0.7630671262741089,564,764.1480725306121,124928,215.31063771247864,0.003220417,-0.0035404179,0.037353516,124928,1270.5102040816328,5.8030376,17.907984
62,0.8571937680244446,572,770.208401060606,126976,218.93674564361572,0.0019431813,-0.0020149888,0.020214844,126976,1278.3737373737374,5.810593,10.985343
63,0.8240999281406403,587,775.6633340399999,129024,222.5128743648529,0.0032066382,-0.0037211739,0.035449218,129024,1286.08,5.8187776,11.176344
64,0.8471308499574661,561,787.2919385399999,131072,226.00116062164307,0.0045175646,-0.005192903,0.056005858,131072,1303.02,5.8360667,8.935896
65,0.8067478686571121,573,798.8389824,133120,229.6479618549347,0.0023298752,-0.0032743472,0.026416015,133120,1317.82,5.8443227,13.961702
66,0.8176918476819992,570,811.1145948499999,135168,233.22254276275635,0.0019801334,-0.0022966955,0.02080078,135168,1334.79,5.8349385,12.59252
67,0.8366127759218216,572,821.9924335799999,137216,236.80987405776978,0.0028226115,-0.0023558664,0.029589843,137216,1349.27,5.8266687,9.234755
68,0.7946923524141312,576,834.49557876,139264,240.38595533370972,0.002719344,-0.0022470593,0.03046875,139264,1367.28,5.8236446,11.433132
69,0.8160929530858994,571,847.1470687599999,141312,243.9363157749176,0.0028185677,-0.0050573153,0.03178711,141312,1384.35,5.8246026,12.979874
70,0.8982758522033691,573,848.00594245,143360,247.52310061454773,0.003677975,-0.0030593113,0.04243164,143360,1385.4,5.8170366,6.7762556
71,0.7036257386207581,554,859.8456508,145408,251.09527730941772,0.0050495025,-0.0039667683,0.058007814,145408,1400.06,5.8027754,12.243471
72,0.8434989005327225,577,870.5921389,147456,254.79213428497314,0.002140891,-0.00066709035,0.022314453,147456,1416.23,5.7949204,10.849117
73,0.8739296048879623,568,882.3219468499999,149504,258.3411021232605,0.001883744,-0.0025616554,0.016503906,149504,1433.26,5.7897673,9.686709
74,0.7894956320524216,558,895.42989957,151552,261.9462139606476,0.002477144,-0.0033865818,0.02626953,151552,1450.1,5.7899594,10.952633
75,0.8745989948511124,555,906.26821226,153600,265.610639333725,0.003991821,-0.0041653314,0.046289064,153600,1463.99,5.7957335,8.962766
76,0.859986200928688,577,919.2422364999999,155648,269.30053877830505,0.0019623705,-0.001826646,0.01845703,155648,1481.91,5.8072443,10.728863
77,0.8396410346031189,578,931.8340055900001,157696,272.84912610054016,0.0020818505,-0.00067867927,0.021679688,157696,1499.84,5.808832,11.1742525
78,0.7672651708126068,556,942.83654509,159744,276.3925232887268,0.0034316573,-0.0021957278,0.035058595,159744,1514.43,5.805475,14.380297
79,0.8859172761440277,573,953.8107428000002,161792,280.0756461620331,0.0027952527,-0.0029418308,0.029541016,161792,1528.71,5.8106813,13.806691
80,0.6964562237262726,560,956.1559713600001,163840,283.64568281173706,0.003126122,-0.0045380834,0.03364258,163840,1528.71,5.8144727,15.906424
81,0.7430058717727661,567,967.5292296400002,165888,287.3026385307312,0.004145977,-0.0019674718,0.041015625,165888,1544.49,5.814807,13.5519285
82,0.7673553377389908,562,978.92086152,167936,290.9118776321411,0.00600651,-0.004213011,0.066992186,167936,1561.33,5.8292003,16.728954
83,0.8049867302179337,568,972.7434169300001,169984,294.55387830734253,0.0041470462,-0.007458076,0.04897461,169984,1545.31,5.837177,21.304598
84,0.868037685751915,568,984.6216043200001,172032,298.1585748195648,0.0027568487,-0.002288714,0.027685547,172032,1559.87,5.8321958,9.04085
85,0.8477258086204529,566,992.9545715799999,174080,301.7595236301422,0.001663729,-0.0010105901,0.013720703,174080,1569.75,5.819935,11.057318
86,0.742669403553009,574,995.0688734099999,176128,305.3766689300537,0.0036808308,-0.0033663902,0.04350586,176128,1569.75,5.813058,13.928133
87,0.8121088594198227,569,1008.2799780100001,178176,308.9422948360443,0.0025444562,-0.0018653357,0.027392577,178176,1587.8,5.812326,10.749037
88,0.8239617645740509,574,1019.44077783,180224,312.54186272621155,0.0029841585,-0.0037791175,0.033154298,180224,1602.51,5.8146954,9.404615
89,0.8027217835187912,570,1029.55902016,182272,316.1045548915863,0.0033868197,-0.0037860167,0.037744142,182272,1615.89,5.8110685,9.910483
90,0.8422421216964722,569,1040.58128523,184320,319.6950840950012,0.003095646,-0.002102828,0.034814455,184320,1629.86,5.8100452,9.232531
91,0.72532519698143,573,1041.59525394,186368,323.29243779182434,0.0015089653,-0.001375522,0.011328125,186368,1629.86,5.8042507,14.498926
92,0.8516152501106262,571,1055.0310708299999,188416,326.86476707458496,0.0034625256,-0.0025727074,0.038671874,188416,1647.68,5.7896204,10.331216
93,0.8073420375585556,573,1056.9106637300001,190464,330.4515209197998,0.0033847224,-0.00443657,0.03828125,190464,1647.68,5.7804966,10.259709
94,0.8159981369972229,561,1068.6952849600002,192512,334.02506732940674,0.0045994595,-0.0039625345,0.053808592,192512,1662.51,5.7793417,11.835237
95,0.8564903140068054,566,1070.53589483,194560,337.6718876361847,0.004107697,-0.002457837,0.04926758,194560,1662.51,5.7718678,9.459109
96,0.9073303714394569,577,1068.46698432,196608,341.2859091758728,0.0031260338,-0.003529461,0.03237305,196608,1657.91,5.7717056,6.6626906
97,0.8484389781951904,562,1071.2502439099999,198656,344.8332393169403,0.0029947557,-0.002946646,0.032568358,198656,1657.91,5.763684,10.784883
98,0.8757507130503654,565,1072.84000807,200704,348.47322702407837,0.006905018,-0.007812959,0.08500977,200704,1657.91,5.764779,9.535
99,0.8019760102033615,564,1062.5798602700002,202752,352.0936861038208,0.001421955,-0.0015463382,0.0125488285,202752,1641.12,5.768072,19.063572
100,0.9529674798250198,564,1054.33487057,204800,355.71908164024353,0.0043034246,-0.0042326194,0.050195314,204800,1628.3,5.755946,2.9946177
101,0.885335274040699,572,1064.92924784,206848,359.3488566875458,0.0029455635,-0.0042926474,0.031542968,206848,1641.28,5.737357,8.222307
102,0.8126506358385086,572,1053.0414308400002,208896,362.9263336658478,0.003974815,-0.004234788,0.04482422,208896,1623.32,5.726022,17.360054
103,0.8684917241334915,567,1055.8981370200001,210944,366.5023310184479,0.004335561,-0.0030946601,0.05415039,210944,1625.76,5.725695,9.584238
104,0.7642126828432083,563,1066.89342878,212992,370.11302185058594,0.00270854,-0.004931598,0.028759766,212992,1639.05,5.725337,15.930964
105,0.7932574450969696,568,1067.9397973900002,215040,373.7498800754547,0.003543888,-0.0047322772,0.0421875,215040,1639.05,5.7201967,9.93495
106,0.7194682061672211,567,1063.8956268299999,217088,377.3542196750641,0.00405697,-0.0048814323,0.04741211,217088,1633.45,5.726285,26.512848
107,0.7988299280405045,583,1063.88970171,219136,380.96250462532043,0.0038537695,-0.0067762397,0.04091797,219136,1633.45,5.7387652,11.368434
108,0.8562042117118835,580,1058.36424481,221184,384.47008085250854,0.0016702346,-0.0010901738,0.017382812,221184,1625.39,5.738948,13.785322
109,0.7808890640735626,565,1056.4059262399999,223232,387.99569630622864,0.0062392266,-0.0045370134,0.06367187,223232,1623.3,5.7298865,17.75608
110,0.7200194001197815,573,1057.35706166,225280,391.61653780937195,0.002315574,-0.0023351884,0.023339843,225280,1623.49,5.7229586,22.139248
111,0.7782285064458847,571,1038.40125845,227328,395.19121384620667,0.0016307738,-0.0016498292,0.01669922,227328,1595.19,5.7200823,22.53447
112,0.6982034742832184,564,1043.7675113699997,229376,398.7744331359863,0.0051169596,-0.0034394003,0.055419922,229376,1603.78,5.728516,12.860319
113,0.851535752415657,585,1035.39661155,231424,402.4025502204895,0.0027125482,-0.006737718,0.028857421,231424,1591.9,5.7333307,12.734102
114,0.9153820350766182,576,1022.4025641500001,233472,405.90223598480225,0.0015413465,-0.0015382078,0.015234375,233472,1572.54,5.732106,10.266931
115,0.799561157822609,552,1022.19991301,235520,409.45516896247864,0.004149719,-0.0032749034,0.049316406,235520,1572.54,5.7344666,13.102768
116,0.7651319652795792,579,996.9985472999999,237568,413.1653428077698,0.0032288716,-0.003946595,0.036132812,237568,1536.64,5.739885,24.131872
117,0.8522021621465683,577,1007.37849988,239616,416.6997067928314,0.0011106929,-0.0011799528,0.009570313,239616,1550.11,5.7584534,9.30983
118,0.9135948792099953,541,1003.5423587999999,241664,420.2439045906067,0.004877399,-0.006856084,0.051367186,241664,1544.56,5.767377,11.567682
119,0.8369189500808716,575,1017.94648405,243712,424.02475476264954,0.002726096,-0.0016908546,0.029052734,243712,1562.46,5.7702403,11.53009
120,0.7657245099544525,577,1027.7336312099999,245760,427.58524918556213,0.002829885,-0.003824362,0.035058595,245760,1575.9,5.7671385,12.479324
121,0.9088935032486916,585,1024.7992609399998,247808,431.1319556236267,0.0022513908,-0.0032466564,0.02607422,247808,1572.37,5.7688055,5.9976044
122,0.7944784760475159,559,1025.4765246700001,249856,434.6283621788025,0.0026295048,-0.0025180578,0.027050782,249856,1572.37,5.7634363,14.913507
123,0.8688471615314484,574,1005.9873922600001,251904,438.2874572277069,0.0018849218,-0.002732528,0.019677734,251904,1543.91,5.7573137,18.288235
124,0.8394406288862228,573,1006.94648085,253952,441.85228729248047,0.002926556,-0.0029962345,0.030761719,253952,1544.48,5.7537594,15.317309
125,0.8842880204319954,579,982.5352477299999,256000,445.42282247543335,0.0026103961,-0.0037659989,0.031884767,256000,1509.81,5.7560034,11.045882
126,0.882576510310173,560,982.5752982600002,258048,448.9592430591583,0.0029158113,-0.0028491602,0.028173828,258048,1509.55,5.7555895,14.608276
127,0.8564916104078293,565,985.1190238200002,260096,452.61656761169434,0.0050779725,-0.0043362216,0.060058594,260096,1512.16,5.744926,9.432931
128,0.8278070837259293,557,984.4309653700001,262144,456.2373523712158,0.0032311145,-0.0033702373,0.031982422,262144,1512.16,5.741637,11.07301
129,0.7577444165945053,568,984.5330274399998,264192,459.9095103740692,0.0026171186,-0.002145836,0.027734375,264192,1512.16,5.731785,13.746063
130,0.8232003003358841,569,991.8964606099997,266240,463.51347970962524,0.0031121552,-0.0026982704,0.034423828,266240,1522.49,5.729422,11.50591
131,0.8149605542421341,569,989.5549414899999,268288,467.1123254299164,0.0024398433,-0.00096594077,0.02758789,268288,1516.02,5.739478,16.99558
132,0.8309763818979263,577,965.7048747700001,270336,470.7078013420105,0.0035310895,-0.0030273716,0.033691406,270336,1485.34,5.758258,20.46957
133,0.917772687971592,569,965.32477466,272384,474.25567984580994,0.0029429009,-0.0023451413,0.028027344,272384,1484.54,5.7656317,7.4001236
134,0.8482701778411865,568,967.70647653,274432,477.8543882369995,0.00421019,-0.0033588011,0.048779298,274432,1484.54,5.7594404,9.929713
135,0.8239846080541611,571,977.2025461400001,276480,481.4542429447174,0.002048214,-0.0020573272,0.02319336,276480,1496.44,5.7610946,18.31593
136,0.8197752386331558,574,977.9554163699999,278528,485.03884077072144,0.0028539582,-0.0049179215,0.030078124,278528,1496.44,5.7640924,10.992449
137,0.9239189997315407,561,975.7560182499999,280576,488.6034562587738,0.0033196076,-0.0026659775,0.03730469,280576,1491.57,5.7565923,6.3251476
138,0.833119124174118,572,975.38410568,282624,492.2493643760681,0.003099057,-0.0021824671,0.035302736,282624,1491.57,5.7429447,9.662075
139,0.9236783236265182,573,959.9772100199999,284672,495.8255729675293,0.0012379044,-0.002560394,0.011230469,284672,1469.53,5.7351007,9.243959
140,0.8323640376329422,563,961.4179264700001,286720,499.3951666355133,0.0025542588,-0.0040693237,0.026855469,286720,1469.53,5.7269197,12.374901
141,0.912573866546154,565,958.52692402,288768,503.0274147987366,0.0042455653,-0.0033060205,0.047949217,288768,1464.2,5.7270775,11.550459
142,0.7914498895406723,564,946.4018599400001,290816,506.6480007171631,0.0030498279,-0.0012955717,0.033203125,290816,1447.48,5.7363086,16.882153
143,0.9017448648810387,564,931.31989944,292864,510.27626395225525,0.0027914126,-0.0036973194,0.029101562,292864,1426.06,5.7461324,10.225685
144,0.888194739818573,570,920.58251942,294912,513.9027483463287,0.0020016602,-0.0028375066,0.022753906,294912,1411.76,5.753426,10.975385
145,0.8657050132751465,572,900.73402983,296960,517.4940390586853,0.0031266217,-0.004884557,0.034228515,296960,1383.36,5.76083,11.907079
146,0.8458574712276459,581,900.8238648700001,299008,521.0746457576752,0.003099324,-0.0023958075,0.035449218,299008,1383.36,5.7584934,9.890914
147,0.9290337711572647,567,909.1682510400001,301056,524.5952417850494,0.003548174,-0.003084933,0.03466797,301056,1394.88,5.755674,4.289596
