#{"t_start": 1745832664.2586207, "env_id": null}
r,l,t
878.120898,1344,6.68312
434.123242,705,13.200382
110.190039,267,15.86254
282.575781,525,20.620594
227.047656,445,24.103945
286.343359,481,27.519177
155.848047,339,32.279858
217.423047,466,37.575997
273.429102,534,45.0717
855.610742,1039,52.254742
340.896094,610,57.34544
1214.468555,1438,66.098737
1450.49375,1896,76.593702
50.775391,152,80.120877
903.851367,1427,90.004854
293.919922,562,96.480758
14.257227,59,98.534876
333.123047,569,103.158715
542.270313,862,108.410763
344.63457,609,112.376754
1.341992,8,114.42129
1131.570312,1532,122.358811
313.546289,516,127.87251
192.565039,398,130.954766
1081.982422,1650,141.827999
187.724023,387,146.631827
315.555664,560,151.299823
371.639844,695,156.75685
128.565625,290,161.28881
35.04043,116,166.854452
481.383203,696,171.337221
135.774023,304,176.122944
849.930273,1048,183.483044
108.587695,265,186.144195
216.236914,409,192.377548
1168.285742,1374,201.845545
305.978906,557,206.979381
213.862891,414,210.329077
126.618555,281,212.813964
176.956445,383,217.40214
169.779687,381,221.470441
6.761914,32,224.594443
199.405664,392,227.967373
1352.080078,1654,236.522893
0.293359,2,241.192778
252.486133,476,244.896523
126.804102,290,251.126292
138.32207,323,257.506357
131.482031,303,263.21564
235.986133,425,269.508194
97.761133,231,274.38354
340.281836,611,279.794477
347.002344,632,285.226475
625.651758,805,290.618155
774.881641,1032,298.141576
479.896094,777,306.032893
103.160156,239,310.49299
414.202734,780,317.174888
898.830078,1268,326.511652
1616.094336,2048,337.689856
368.670312,601,343.474464
163.249023,380,348.163781
740.891211,1067,356.811321
1204.281641,2048,367.77647
1477.851758,1824,378.101273
95.613086,224,382.132434
1299.553125,2048,392.541666
1830.185156,2048,404.394799
287.681445,474,409.173542
144.185547,305,414.573817
662.061719,1187,421.91769
23.784375,82,429.078311
137.774219,292,434.881505
230.460156,438,440.558318
778.42832,1318,449.586606
1491.988281,2048,461.405004
1214.404687,2048,471.54366
24.028125,84,473.518623
1717.751953,1964,483.649423
1189.123242,2048,495.117524
1212.149414,2048,505.62597
1226.700195,2048,517.130655
1366.59668,2048,528.386206
1208.892188,2048,539.382875
1236.545117,2048,550.722491
1240.554102,2048,562.992508
1213.958984,2048,573.857959
1348.351562,2048,583.955027
1809.542383,2048,595.690574
205.882812,418,600.298716
1272.674219,1498,609.325018
34.8375,132,614.787259
1607.540625,1861,627.050015
66.723438,187,631.024893
308.035742,504,637.140805
1318.775586,1544,646.161274
1571.258398,2049,658.350528
1854.473633,2047,668.537259
182.1625,319,672.763701
575.315039,877,679.755071
520.233203,852,685.45945
1475.926172,2048,698.729256
133.752734,298,703.534595
124.412695,288,709.370726
