approxkl,serial_timesteps,explained_variance,ep_len_mean,policy_loss,time_elapsed,ep_reward_mean,total_timesteps,clipfrac,n_updates,value_loss,policy_entropy,fps
0.0034887153,382976,0.9686346165835857,1129.65,-0.0044429554,2650.479215860367,952.6569687399999,382976,0.039404295,187,5.808021,3.578757,153
0.008477835,385024,0.9596331417560577,1143.24,-0.009309518,2663.779688835144,965.7786992099999,385024,0.09907226,188,2.4000275,3.5691185,178
0.0042603193,387072,0.9631956666707993,1146.88,-0.0046101096,2675.2226378917694,969.19199999,387072,0.045800783,189,2.306148,3.552356,178
0.0059328545,389120,0.9652820527553558,1164.16,-0.012972079,2686.7120378017426,986.16262303,389120,0.05078125,190,6.7771935,3.5538678,152
0.0049835383,391168,0.9616820737719536,1167.36,-0.008137459,2700.1743714809418,989.12774412,391168,0.057421874,191,2.3766017,3.549469,179
0.006272995,393216,0.9604895077645779,1184.04,-0.0073612914,2711.601360321045,1006.13803904,393216,0.05698242,192,2.467406,3.5266094,178
0.0058296276,395264,0.9604517146945,1187.84,-0.0073918984,2723.0441954135895,1009.6840566199999,395264,0.068164065,193,2.5154743,3.5059555,189
0.0026967207,397312,0.9646571055054665,1173.62,-0.004918889,2733.82492518425,995.56991795,397312,0.02993164,194,9.352606,3.5068212,119
0.0036645643,399360,0.9683930166065693,1150.38,-0.0073873526,2751.0056834220886,973.52386327,399360,0.037402343,195,5.8267612,3.51669,170
0.0052432343,401408,0.9607584401965141,1129.64,-0.0068052197,2762.985552072525,953.0780742,401408,0.055419922,196,6.5390015,3.5456524,146
0.00610859,403456,0.960755180567503,1139.91,-0.0014202856,2776.9747574329376,964.6904960800001,403456,0.062402345,197,2.4381824,3.5584912,176
0.0032020658,405504,0.9030359387397766,1156.91,-0.0027564685,2788.587646961212,981.5895390400001,405504,0.032714844,198,14.153555,3.5577571,146
0.004044915,407552,0.96678526699543,1153.61,-0.006996289,2802.5674595832825,983.9559765399999,407552,0.043164063,199,8.959334,3.564032,124
0.0039490503,409600,0.9778152592480183,1146.11,-0.010176714,2819.0115880966187,982.2577480199999,409600,0.04194336,200,6.958368,3.5683396,139
0.0035056535,411648,0.9234495311975479,1130.77,-0.0046038874,2833.654151916504,969.3755585800001,411648,0.037744142,201,24.647762,3.583011,90
0.0063175196,413696,0.9656070955097675,1111.17,-0.012000658,2856.3044245243073,952.7429570199998,413696,0.05986328,202,9.325586,3.620814,125
0.0033960205,415744,0.970944669097662,1089.53,-0.006518203,2872.6301481723785,930.7675292999998,415744,0.03803711,203,5.5577974,3.648107,168
0.0028657285,417792,0.9455495290458202,1102.78,-0.0017256677,2884.8028621673584,944.09803126,417792,0.028125,204,9.059446,3.658422,145
0.0051498795,419840,0.977168245241046,1105.83,-0.008745744,2898.9231498241425,947.91470508,419840,0.03881836,205,4.5636916,3.6712024,132
0.0047794906,421888,0.9674465209245682,1110.91,-0.0020079375,2914.3367187976837,953.3724960899999,421888,0.049853515,206,3.2363236,3.6577575,177
0.0070210537,423936,0.9611648954451084,1126.21,-0.0074772635,2925.8813881874084,968.8752558499999,423936,0.081445314,207,2.6695921,3.624197,168
0.0034647316,425984,0.9365527704358101,1113.33,-0.0043721497,2938.0484790802,955.75715625,425984,0.03720703,208,12.916013,3.6131759,113
0.0040396303,428032,0.963311105966568,1105.92,-0.0038949102,2956.1667442321777,948.24244922,428032,0.041650392,209,2.580392,3.6090782,178
0.004098,430080,0.960850328207016,1123.02,-0.00754203,2967.631394147873,965.45544531,430080,0.044873048,210,2.4143093,3.585891,178
0.0060561937,432128,0.9618567377328873,1126.4,-0.003442167,2979.1032350063324,968.77842773,432128,0.07524414,211,2.406656,3.5585003,178
0.004480949,434176,0.9613161459565163,1126.4,-0.007080258,2990.5759139060974,968.7484921799999,434176,0.046679687,212,2.5899138,3.5361066,190
0.0050349855,436224,0.9730071146041155,1141.01,-0.009948949,3001.313200235367,984.1495859299998,436224,0.04941406,213,5.2839656,3.5492737,151
0.0053536724,438272,0.9630433991551399,1146.88,-0.004601461,3014.801868200302,989.8560703100001,438272,0.05620117,214,2.4982395,3.549584,173
0.0065518627,440320,0.954414613544941,1146.88,-0.009757737,3026.587492465973,989.8702988199999,440320,0.07314453,215,2.90914,3.5304418,183
0.0040659597,442368,0.9599833935499191,1159.41,-0.0047720703,3037.743992328644,1002.0377402199999,442368,0.042626955,216,2.5535753,3.5117278,178
0.006064646,444416,0.9601792208850384,1177.04,-0.005813876,3049.1970427036285,1019.78390428,444416,0.07167969,217,2.4902673,3.4916825,179
0.0061545284,446464,0.9580876044929028,1191.21,-0.008584032,3060.63197350502,1033.8133281,446464,0.0519043,218,6.0185347,3.4957633,139
0.0041393572,448512,0.9390772581100464,1217.55,-0.0051015974,3075.3103907108307,1059.6117148199999,448512,0.049902342,219,12.960673,3.5128903,121
0.005304748,450560,0.9648797959089279,1204.54,-0.006603754,3092.180804014206,1046.6553241899999,450560,0.047802735,220,6.689013,3.5324016,127
0.0032391686,452608,0.9579528607428074,1193.11,-0.0063880445,3108.259914636612,1035.4219648199999,452608,0.035205077,221,10.224979,3.5684972,131
0.0037572277,454656,0.9516349844634533,1208.47,-0.0060557146,3123.8180532455444,1050.7945663799999,454656,0.04448242,222,12.643103,3.5908458,103
0.0051901815,456704,0.9640695340931416,1208.32,-0.00440742,3143.677554130554,1050.54399021,456704,0.059765626,223,2.449407,3.5786595,182
0.005817539,458752,0.9613598138093948,1208.32,-0.0054446845,3154.903377532959,1050.4675878699998,458752,0.05703125,224,2.5073202,3.5510697,178
0.0070040287,460800,0.9592854045331478,1224.25,-0.008256845,3166.364154100418,1066.6964765399998,460800,0.08896484,225,2.6318188,3.5297084,180
0.0050819265,462848,0.973591472953558,1230.85,-0.004647526,3177.7368216514587,1073.15203709,462848,0.049609374,226,8.669564,3.5248508,129
0.003805596,464896,0.9703537635505199,1177.81,-0.0049886233,3193.5813620090485,1021.62673436,464896,0.043945312,227,11.362291,3.5275795,104
0.007951174,466944,0.9601984806358814,1113.74,-0.010817686,3213.1525654792786,959.03817187,466944,0.06098633,228,14.420601,3.5391529,108
0.0029306384,468992,0.9771945960819721,1072.82,-0.0032570635,3232.004430294037,918.53068359,468992,0.02890625,229,7.911115,3.5496182,125
0.002826815,471040,0.9592789486050606,1010.91,-0.0064443066,3248.259614944458,857.40613476,471040,0.03251953,230,12.871831,3.5603414,118
0.0036336011,473088,0.9756320379674435,988.51,-0.006469804,3265.612688779831,835.2410566300001,473088,0.04091797,231,7.1236753,3.5768363,136
0.004633168,475136,0.9277373105287552,899.87,-0.006403532,3280.6209359169006,748.62852929,475136,0.05605469,232,13.105802,3.5864098,87
0.005789708,477184,0.9334101229906082,810.88,-0.008699234,3304.0920338630676,661.8414511899999,477184,0.06801758,233,12.793706,3.5920799,74
0.0036790962,479232,0.9723250605165958,797.83,-0.0026395873,3331.5242528915405,649.3971582199999,479232,0.039648436,234,4.5316653,3.5984833,140
0.005499187,481280,0.9642964489758015,798.72,-0.0067815087,3346.1140558719635,649.97487111,481280,0.05419922,235,2.6056266,3.588534,186
0.0031364344,483328,0.900653563439846,756.71,-0.0051512616,3357.125930070877,608.4340742300001,483328,0.02866211,236,18.12924,3.5626552,76
0.0045325356,485376,0.9626935459673405,742.23,-0.009452769,3383.7396647930145,595.4769590000001,485376,0.04868164,237,12.125829,3.5627658,95
0.0038222917,487424,0.9532112702727318,728.57,-0.006699627,3405.1620054244995,582.61505274,487424,0.044287108,238,16.896147,3.5647385,81
0.0075277337,489472,0.9621732234954834,733.19,-0.005494768,3430.3084168434143,587.63289063,489472,0.08242188,239,2.4778218,3.5342484,191
0.004534118,491520,0.9608575329184532,737.28,-0.008285348,3440.9943833351135,591.41532227,491520,0.05214844,240,3.2537155,3.493758,167
0.004330432,493568,0.9798828009516001,739.95,-0.007851842,3453.23428606987,594.01382227,493568,0.046777345,241,4.272776,3.48153,145
0.0055462117,495616,0.9571087844669819,753.85,-0.008438828,3467.3490874767303,608.04816212,495616,0.06503906,242,3.109624,3.4704356,178
0.006490717,497664,0.9597343169152737,757.76,-0.003430631,3478.825522184372,611.76678322,497664,0.05605469,243,3.0900617,3.4366875,176
0.005597739,499712,0.9610258787870407,757.76,-0.0046401364,3490.4210319519043,612.28685158,499712,0.051416017,244,2.9959843,3.4143002,177
0.0050596027,501760,0.962237685918808,757.76,-0.0025434108,3501.9475598335266,612.33025783,501760,0.054394532,245,2.687588,3.3915687,195
0.0045927893,503808,0.9693050440400839,770.8,-0.005977641,3512.419695854187,625.27538478,503808,0.04951172,246,5.6605616,3.388677,142
0.0049041705,505856,0.9580227844417095,760.34,-0.004280743,3526.7754678726196,614.9897265699999,505856,0.054101564,247,6.8361063,3.4140275,141
0.0043554315,507904,0.9262857735157013,740.07,-0.005368412,3541.266389131546,594.8317421899999,507904,0.053515624,248,11.272825,3.4297194,144
0.0033061528,509952,0.8991681858897209,671.51,-0.006511917,3555.392166852951,526.8007871099999,509952,0.03696289,249,26.15205,3.437196,74
0.0053927912,512000,0.967454731464386,629.73,-0.013965853,3582.9276893138885,485.72001953,512000,0.059228517,250,11.573378,3.4459126,107
0.0069214255,514048,0.9801761023700237,634.68,-0.0040767114,3602.01074385643,490.88183007999993,514048,0.07299805,251,3.7149384,3.4604099,156
0.0053806193,516096,0.9610830172896385,634.88,-0.0082842605,3615.0614564418793,491.0970879,516096,0.052490234,252,2.9758916,3.4365277,176
0.008502359,518144,0.9634776301681995,652.66,-0.007306125,3626.6695432662964,508.68734962,518144,0.103076175,253,2.4377258,3.401958,183
0.0070282198,520192,0.9630592465400696,670.57,-0.0075462884,3637.801463365555,525.95139259,520192,0.080517575,254,2.3814733,3.3892543,187
0.0065646046,522240,0.9654282070696354,675.84,-0.006297658,3648.730767726898,531.3820879,522240,0.07734375,255,2.3884215,3.3645706,178
0.0034360592,524288,0.9730025734752417,689.75,-0.0066476776,3660.192210674286,544.87170704,524288,0.035888672,256,7.8663797,3.353669,133
0.0044075823,526336,0.9025184959173203,643.2,-0.007758806,3675.5621984004974,499.35303906999997,526336,0.054882813,257,24.167942,3.3571022,84
0.0070107384,528384,0.9947503143921494,634.88,-0.005824559,3699.8344824314117,490.98185351999996,528384,0.07080078,258,0.3908806,3.338726,198
0.005200245,530432,0.9672079496085644,654.35,-0.010706439,3710.1338069438934,510.05743749999993,530432,0.06088867,259,10.734453,3.322455,105
0.012592958,532480,0.9775449633598328,655.58,-0.014181999,3729.5029072761536,511.2962167999999,532480,0.08408203,260,4.2395835,3.3358426,153
0.0043840613,534528,0.964558020234108,670.52,-0.009074912,3742.822898864746,525.85372266,534528,0.046289064,261,3.0455098,3.3255017,178
0.0042202957,536576,0.9577105082571507,683.04,-0.008446096,3754.2976047992706,537.19877735,536576,0.050976563,262,12.46725,3.312394,119
0.0072278343,538624,0.9607302844524384,691.06,-0.004536315,3771.505322933197,545.0555039200001,538624,0.06577148,263,2.725448,3.300384,172
0.005171026,540672,0.9730789884924889,699.65,-0.0070232637,3783.3686277866364,553.69042775,540672,0.05024414,264,5.641494,3.284223,157
0.005653082,542720,0.964607335627079,714.08,-0.007498598,3796.4128584861755,567.98134377,542720,0.05239258,265,2.6159272,3.2702816,177
0.0048315856,544768,0.9799508210271597,733.21,-0.0072732856,3807.951407432556,586.61544337,544768,0.048193358,266,4.231269,3.2497668,151
0.005534663,546816,0.9655212685465813,737.28,-0.006503212,3821.507677793503,590.85748829,546816,0.064013675,267,2.4673367,3.2341175,178
0.0037857655,548864,0.9666021466255188,743.33,-0.0071929567,3833.0103828907013,596.95264845,548864,0.041015625,268,9.034351,3.236837,114
0.0058271713,550912,0.9795932471752167,754.86,-0.009188913,3850.969881296158,608.6651699399999,550912,0.06269531,269,4.3573117,3.2658436,140
0.0073694712,552960,0.9614865779876709,769.65,-0.0063351607,3865.5182015895844,623.46512893,552960,0.07055664,270,2.6214366,3.2450008,181
0.007851592,555008,0.9625948891043663,787.42,-0.007053363,3876.8245644569397,641.07279494,555008,0.081445314,271,2.6207967,3.2094097,194
0.005623954,557056,0.9647024609148502,805.25,-0.012194681,3887.333340883255,658.73430861,557056,0.06274414,272,2.5245667,3.1694832,178
0.0056073153,559104,0.9677690342068672,823.83,-0.0038872566,3898.8171470165253,676.9980019699999,559104,0.040136717,273,6.5006547,3.1530626,156
0.006428357,561152,0.9643525071442127,839.68,-0.007967174,3911.9018738269806,692.2628828299999,561152,0.07163086,274,2.491158,3.147668,178
0.007418558,563200,0.9644211493432522,857.42,-0.0058785044,3923.3492896556854,710.16728908,563200,0.09008789,275,2.4648068,3.116559,178
0.0055388683,565248,0.9565630331635475,875.4,-0.005010005,3934.846134662628,727.9840468900001,565248,0.06611328,276,2.5730176,3.1016674,178
0.007977666,567296,0.9648998267948627,894.34,-0.008944458,3946.3492844104767,746.98119728,567296,0.06035156,277,5.7995863,3.115594,161
0.0066881203,569344,0.9596581421792507,908.55,-0.00769491,3959.0251064300537,761.2585605599999,569344,0.06933594,278,2.753063,3.1096296,172
0.0052507883,571392,0.9634134769439697,926.3,-0.0052563776,3970.8931522369385,778.97455079,571392,0.060791016,279,2.4226956,3.074797,162
0.009660128,573440,0.9597743824124336,944.14,-0.009619931,3983.528520822525,796.7901054699997,573440,0.07299805,280,2.5981526,3.047649,190
0.0053005316,575488,0.9677338190376759,962.54,-0.008668874,3994.2999143600464,814.7300683599999,575488,0.055126954,281,6.246665,3.041059,134
0.0056843683,577536,0.9287794679403305,943.5,-0.010459861,4009.5574049949646,796.6338339999999,577536,0.06826172,282,18.418299,3.0375922,90
0.009755664,579584,0.9727260209619999,945.99,-0.012579006,4032.232897043228,798.7678672000001,579584,0.054736327,283,5.338122,3.0447907,154
0.0055061043,581632,0.9642965383827686,963.28,-0.00591668,4045.4585967063904,814.55841602,581632,0.0546875,284,13.046776,3.053913,109
0.008406977,583680,0.967573557049036,966.21,-0.00826625,4064.094067811966,817.1303554699998,583680,0.09101562,285,12.037756,3.0582979,95
0.006429164,585728,0.9160009697079659,880.06,-0.008161264,4085.489559173584,731.2819277199998,585728,0.06386719,286,15.859352,3.0676072,68
0.0067065717,587776,0.986499129794538,842.07,-0.008784259,4115.526432514191,694.6003105400002,587776,0.079833984,287,4.517611,3.0828714,125
0.0053880196,589824,0.9656240567564964,839.68,-0.0042673154,4131.839390516281,692.38441601,589824,0.04824219,288,2.4406633,3.0804133,172
0.00841085,591872,0.9642800912261009,857.58,-0.007572756,4143.694905281067,710.0398906199999,591872,0.080078125,289,2.4267523,3.0396187,185
0.008833612,593920,0.9590375870466232,860.16,-0.004657436,4154.7257788181305,712.7304589799999,593920,0.07714844,290,3.0392365,2.9983087,177
0.008655857,595968,0.982323320582509,864.87,-0.011140952,4166.256256580353,716.7312949299999,595968,0.09189453,291,4.164109,2.9855194,139
0.008412431,598016,0.9557696059346199,878.09,-0.0082111,4180.904435157776,729.6323281299998,598016,0.0753418,292,3.07618,2.9934247,169
0.0073843813,600064,0.95929991081357,895.31,-0.0021480154,4193.019106626511,746.81022462,600064,0.066992186,293,2.9283323,2.9806798,162
0.0072707967,602112,0.9635314345359802,911.43,-0.008489498,4205.5970685482025,763.33710158,602112,0.083984375,294,2.4046571,2.9662395,185
0.0076652155,604160,0.9631699994206429,928.77,-0.01120099,4216.611742019653,780.4052714999999,604160,0.081884764,295,2.4201007,2.9437585,183
0.0063247136,606208,0.9616603851318359,946.41,-0.0072605386,4227.753297567368,798.01664064,606208,0.06982422,296,2.4964967,2.9196532,185
0.0047501745,608256,0.9603125900030136,962.56,-0.0048770825,4238.824295282364,813.8782675900002,608256,0.046923827,297,2.6893275,2.9005914,178
0.008534426,610304,0.9590639807283878,978.97,-0.008564981,4250.3192319869995,830.7080742300001,610304,0.10058594,298,2.6247773,2.8789966,179
0.0095874965,612352,0.9010256975889206,997.48,-0.0072587347,4261.758948326111,849.0303379000001,612352,0.07539062,299,13.997065,2.8767536,142
0.007918772,614400,0.9622225761413574,1011.27,-0.007335145,4276.098125457764,862.7660039200001,614400,0.08457031,300,2.5263486,2.8694818,178
0.0053127687,616448,0.9620963148772717,1024.0,-0.0027877737,4287.580770492554,875.34459181,616448,0.05678711,301,2.460149,2.847178,178
0.004636717,618496,0.9051729068160057,1009.5,-0.0012532186,4299.043323993683,861.14550782,618496,0.0519043,302,19.664396,2.836317,103
0.0058195917,620544,0.9622484855353832,1003.52,-0.007125219,4318.9104516506195,855.6618808599998,620544,0.06274414,303,2.5056322,2.8282056,180
0.008598822,622592,0.9610196463763714,1003.52,-0.006272769,4330.265341758728,855.7663710899999,622592,0.079589844,304,2.4893794,2.787995,196
0.007657964,624640,0.9636306799948215,1003.52,-0.007742483,4340.692308187485,855.9847304699998,624640,0.09194336,305,2.4269502,2.7575796,172
0.010096097,626688,0.96147346124053,1021.18,-0.0069332263,4352.567628145218,873.60907422,626688,0.11601563,306,2.4912262,2.7285762,176
0.009532589,628736,0.9629061706364155,1038.2,-0.009927642,4364.203011512756,890.9452324299999,628736,0.09702148,307,2.43246,2.7120075,173
0.009997397,630784,0.9629137888550758,1044.48,-0.009780887,4376.022739648819,897.13368165,630784,0.11679687,308,2.4101071,2.6983497,166
0.010002809,632832,0.9587146379053593,1062.08,-0.005871584,4388.301010608673,914.5695332099998,632832,0.10102539,309,2.5243733,2.6790369,178
0.007423491,634880,0.9615798555314541,1079.05,-0.008583921,4399.747276306152,931.7186464999999,634880,0.0769043,310,2.4536738,2.655853,175
0.007535403,636928,0.9626891985535622,1097.7,-0.004983893,4411.4037544727325,950.08567579,636928,0.083740234,311,2.456977,2.6279502,167
0.009019762,638976,-0.14565598964691162,1114.81,-0.002558389,4423.609575748444,967.33891408,638976,0.10839844,312,14.244206,2.6206355,186
0.008477679,641024,0.9810212161391973,1133.45,-0.0042990544,4434.599603891373,978.75601564,641024,0.09345703,313,1.1990435,2.617048,200
0.009986403,643072,0.9631206877529621,1150.9,-0.0065382943,4444.8249843120575,996.15628321,643072,0.09331055,314,2.4379332,2.5873208,167
0.008767379,645120,0.9599290266633034,1167.36,-0.0061076903,4457.039630174637,1012.85094923,645120,0.095654294,315,2.4722655,2.5646274,166
0.010273193,647168,0.9625670313835144,1167.36,-0.005748989,4469.322001218796,1012.9942129,647168,0.1078125,316,2.4612339,2.5530875,178
0.011729486,649216,0.9604875892400742,1183.69,-0.0063025793,4480.765341520309,1029.6934922,649216,0.11005859,317,2.4682462,2.5374372,178
0.018007975,651264,0.9605647213757038,1200.72,-0.010395561,4492.224481105804,1046.8972363399998,651264,0.10976563,318,2.4139085,2.515931,178
0.013536135,653312,0.9599856697022915,1219.36,-0.011995967,4503.713753461838,1065.24784181,653312,0.13442382,319,2.4262273,2.5077472,167
0.009074682,655360,0.9607343897223473,1228.8,-0.004411009,4515.95773935318,1074.71415626,655360,0.10976563,320,2.5033417,2.5077543,172
0.021466216,657408,0.9610133990645409,1246.41,-0.010562568,4527.814493656158,1092.2998789099997,657408,0.13286133,321,2.41676,2.4963884,176
0.024522996,659456,0.9610819444060326,1249.28,-0.0073634735,4539.400016069412,1095.49360352,659456,0.1043457,322,2.3908095,2.471806,179
0.0105436975,661504,0.960859976708889,1249.28,-0.0052647186,4550.815051794052,1095.93458008,661504,0.12133789,323,2.3780496,2.4447353,176
0.009406785,663552,0.9583014585077763,1266.46,-0.004092257,4562.396260261536,1113.23589649,663552,0.09658203,324,2.5778415,2.4306922,198
0.01553203,665600,0.9567166939377785,1283.63,-0.0073388265,4572.690887928009,1130.32499609,665600,0.13129883,325,2.4937196,2.4212604,171
0.012687107,667648,0.9604496136307716,1300.85,-0.0067947367,4584.60862994194,1147.2699785099999,667648,0.1294922,326,2.399493,2.4158652,178
0.013286097,669696,0.956477016210556,1310.72,-0.004018561,4596.052714347839,1157.23516991,669696,0.13271484,327,2.4699678,2.423196,179
0.01122305,671744,0.9561723470687866,1310.72,-0.0055774734,4607.49218583107,1156.67198631,671744,0.10322265,328,2.4340491,2.4272418,179
0.008854308,673792,0.9601252861320972,1327.87,-0.008032634,4618.89085149765,1174.0482909999998,673792,0.09760742,329,2.3922324,2.421575,162
0.01786298,675840,0.9384110420942307,1313.35,-0.010744447,4631.4795508384705,1159.5689335799998,675840,0.08598633,330,8.875695,2.4207187,143
0.015612692,677888,0.9542170651257038,1327.88,-8.298707e-05,4645.742806434631,1174.30626562,677888,0.15214844,331,2.495427,2.4227567,186
0.010069372,679936,0.930657722055912,1314.37,-0.0050377892,4656.752070903778,1159.75366016,679936,0.09741211,332,9.833717,2.437078,116
0.011085787,681984,0.9615044929087162,1328.57,-0.013416363,4674.395135164261,1173.26274219,681984,0.10986328,333,2.3824608,2.4497993,185
0.007631699,684032,0.9413034357130527,1334.74,-0.0017163813,4685.410348653793,1179.3732089899997,684032,0.08364258,334,8.099033,2.4492416,143
0.009956752,686080,0.9593049809336662,1348.77,-0.007930875,4699.673268318176,1193.51844141,686080,0.11416016,335,2.4216874,2.4435081,196
0.010230152,688128,0.9690131135284901,1333.91,-0.008822121,4710.120238780975,1178.74200391,688128,0.08256836,336,5.4169245,2.4489956,135
0.030633766,690176,0.9599846340715885,1331.2,-0.013172723,4725.190532684326,1176.0674531299999,690176,0.12670898,337,2.3937514,2.461255,169
0.013912788,692224,0.9594372734427452,1331.2,-0.010026513,4737.26628279686,1176.08717969,692224,0.1237793,338,2.3686972,2.4527712,178
0.008844626,694272,0.9630801305174828,1334.27,-0.0052772895,4748.726450443268,1179.41101172,694272,0.08588867,339,6.507965,2.4631402,155
0.009959361,696320,0.959515817463398,1331.2,-0.0074254544,4761.860053777695,1176.30107812,696320,0.119580075,340,2.3621068,2.4624486,178
0.0085773105,698368,0.9600111246109009,1331.2,-0.010496809,4773.34206867218,1176.3508867199996,698368,0.09726562,341,2.3732064,2.4442563,162
0.008518003,700416,0.9180350229144096,1331.2,-0.0007891158,4785.937621831894,1176.26628515,700416,0.07495117,342,11.264185,2.4352565,150
0.016577099,702464,0.959257073700428,1331.2,-0.012020903,4799.517964601517,1176.2117246,702464,0.13486329,343,2.368299,2.4459214,165
0.0065790773,704512,0.955240536481142,1314.0,-0.004046294,4811.882290840149,1159.16328125,704512,0.07265625,344,6.406634,2.462642,140
0.011391902,706560,0.9579891487956047,1310.72,-0.0031634427,4826.437894582748,1155.7910957,706560,0.12944336,345,2.3678014,2.4730234,178
0.00752455,708608,0.959076426923275,1328.61,-0.007524679,4837.930710077286,1173.62873633,708608,0.07631836,346,2.6311052,2.466842,168
0.011347916,710656,-0.19719374179840088,1331.2,-0.0018386152,4850.119376897812,1176.33966797,710656,0.12128906,347,10.481543,2.4642882,190
0.008814876,712704,0.8080654591321945,1351.72,-0.0070949094,4860.852916717529,1190.00204297,712704,0.095898435,348,23.980705,2.4624152,109
0.013325704,714752,0.7503680139780045,1363.07,-0.0068626567,4879.6331605911255,1199.73405859,714752,0.119189456,349,15.189646,2.4611707,119
0.014219753,716800,0.9538877606391907,1372.65,-0.0073281927,4896.724409341812,1204.70208203,716800,0.09282227,350,5.186816,2.4716306,203
0.010840942,718848,0.9613268226385117,1389.78,-0.0048754667,4906.809685468674,1222.06025391,718848,0.0890625,351,2.4437366,2.4607432,179
0.010082907,720896,0.8288488239049911,1398.59,-0.0045739505,4918.206342220306,1228.8687421900001,720896,0.115283206,352,13.459392,2.4524128,160
0.014026029,722944,0.8828922733664513,1399.46,-0.0054515996,4930.99605178833,1226.79102344,722944,0.097558595,353,21.770485,2.4803991,98
0.0086937845,724992,0.8785971626639366,1410.48,4.220519e-05,4951.708886861801,1237.82708985,724992,0.096191406,354,14.899071,2.5091863,127
0.008071461,727040,0.8289705514907837,1429.84,-0.0060368767,4967.805450439453,1255.8011289099998,727040,0.10161133,355,26.02135,2.5166879,92
0.011204325,729088,0.9584901109337807,1433.6,-0.0033108075,4989.9632976055145,1259.25545313,729088,0.11816406,356,2.3693852,2.4970832,180
0.012535883,731136,0.9628488011658192,1451.22,-0.009666776,5001.310734272003,1276.94177344,731136,0.105371095,357,2.3689208,2.4739408,176
0.007684956,733184,0.9397209659218788,1468.88,-0.0010045741,5012.902028083801,1294.2379003899998,733184,0.08862305,358,5.2639318,2.4675539,180
0.011840584,735232,0.9537566490471363,1486.03,-0.0060391235,5024.254772901535,1307.01605664,735232,0.10458984,359,2.5155911,2.4575238,180
0.008740205,737280,0.9501486606895924,1507.36,-0.0065369494,5035.628329992294,1328.4110019599998,737280,0.09106445,360,6.808074,2.4470513,138
0.010290971,739328,0.9584743417799473,1518.87,-0.0049602063,5050.373602151871,1339.7046035199999,739328,0.10507812,361,2.3818083,2.4284415,193
0.011431995,741376,0.9605405032634735,1536.58,-0.005787527,5060.973064422607,1357.39507813,741376,0.11811523,362,2.439893,2.4029555,202
0.009322633,743424,0.33089280128479004,1556.37,-0.00028668655,5071.102596998215,1376.1731523500002,743424,0.10961914,363,8.247478,2.4065852,181
0.018329337,745472,0.9734232388436794,1574.14,-0.0073017916,5082.412657260895,1387.2017031299997,745472,0.10126953,364,1.4439708,2.4136457,151
0.011536629,747520,0.9605309776961803,1591.98,-0.0060502347,5095.959570169449,1404.7715625000003,747520,0.11210938,365,2.4642768,2.4138262,178
0.016592268,749568,0.9586281925439835,1597.44,-0.0037726897,5107.464959383011,1409.7014550799995,749568,0.091601565,366,2.8717463,2.4195504,204
0.012930222,751616,0.9611790478229523,1597.44,-0.011579049,5117.504286527634,1408.7778046899998,751616,0.13701172,367,2.3955073,2.4241395,177
0.01748431,753664,0.9564533084630966,1597.44,-0.0038315456,5129.04456949234,1408.2505000099998,753664,0.10224609,368,2.7731462,2.4215112,197
0.013634399,755712,0.9600578472018242,1597.44,-0.006489723,5139.426824569702,1407.42608009,755712,0.11582031,369,2.433949,2.4239573,170
0.010270966,757760,0.9634154140949249,1600.26,-0.010496678,5151.471285581589,1410.8031445400004,757760,0.10454102,370,6.1054077,2.421067,171
0.009668766,759808,0.9609674625098705,1597.44,-0.0068707243,5163.414261341095,1407.1998730500002,759808,0.10083008,371,2.4014688,2.4187055,180
0.01585839,761856,0.8868326395750046,1580.79,-0.010102543,5174.785045385361,1389.9307148500002,761856,0.095947266,372,16.265703,2.4205923,120
0.009349322,763904,0.9626663327217102,1576.96,-0.0072646113,5191.727508306503,1386.2184726599999,763904,0.09443359,373,2.8133314,2.4251645,195
0.008271165,765952,0.9629051126539707,1576.96,-0.004963024,5202.1888246536255,1385.6844062500002,765952,0.09335937,374,2.3897982,2.4219022,178
0.010312403,768000,0.9618929959833622,1576.96,-0.0053978795,5213.691375494003,1385.5246152400002,768000,0.11054687,375,2.3878105,2.4144514,181
0.009634899,770048,0.9648176766932011,1578.72,-0.0028857163,5224.996875047684,1386.57742969,770048,0.10317383,376,6.3344507,2.4063413,171
0.00849011,772096,0.9561159387230873,1559.61,-0.0059639295,5236.920091867447,1367.68788477,772096,0.095654294,377,6.4711027,2.4320424,155
0.009655799,774144,0.9612783640623093,1556.48,-0.0057515735,5250.097291946411,1364.3424804800002,774144,0.10117187,378,2.4547088,2.457701,179
0.011507582,776192,0.9624339267611504,1573.75,-0.007608573,5261.516337156296,1381.09991408,776192,0.11333008,379,2.3622737,2.447906,178
0.009379681,778240,0.9632241353392601,1591.46,-0.0062709986,5272.958993911743,1398.4920527499999,778240,0.10268555,380,2.364142,2.418185,179
0.011892119,780288,0.959685429930687,1597.44,-0.0062513174,5284.389288425446,1404.3621738499999,780288,0.121875,381,2.4332485,2.3877583,180
0.0112395715,782336,0.9532219730317593,1583.41,-0.0048832363,5295.745320558548,1388.6243574399998,782336,0.11186524,382,7.416105,2.3733213,144
0.007990258,784384,0.669881671667099,1576.96,-0.0027360108,5309.887800693512,1381.1317929799998,784384,0.08115234,383,6.6906953,2.3782282,179
