explained_variance,n_updates,fps,policy_loss,serial_timesteps,total_timesteps,policy_entropy,value_loss,approxkl,time_elapsed,ep_reward_mean,clipfrac,ep_len_mean
0.8601112067699432,1,400,-0.0036280793,2048,2048,3.1170688,12.392828,0.0050411345,3.0994415283203125e-06,182.382705,0.05415039,431.0
0.904562346637249,2,391,-0.0035127706,4096,4096,3.1145694,9.089361,0.004205589,5.11599588394165,557.017298,0.05024414,970.3333333333334
0.854334682226181,3,410,-0.00062118814,6144,6144,3.1124682,17.452753,0.003367319,10.35384726524353,535.1822661666666,0.03666992,945.5
0.8508231490850449,4,374,-0.0028011682,8192,8192,3.1031156,9.368532,0.004473566,15.348896265029907,628.2510604285715,0.050341796,1103.142857142857
0.7313321232795715,5,383,-0.0037687696,10240,10240,3.1011934,9.506037,0.0025266553,20.82441782951355,707.880214625,0.025927734,1221.375
0.8396018743515015,6,368,-0.0051296996,12288,12288,3.0984147,8.400938,0.008687388,26.164960384368896,771.1849041111111,0.10654297,1313.3333333333333
0.7554751038551331,7,460,-0.006734411,14336,14336,3.0925615,10.079014,0.0040369374,31.715895414352417,809.2426825,0.044189453,1369.2
0.7462022304534912,8,449,-0.0030977598,16384,16384,3.0850759,9.228288,0.00472337,36.167709827423096,865.0905575454545,0.055664062,1431.0
0.808536633849144,9,378,-0.0055460343,18432,18432,3.080339,14.977928,0.0053384304,40.72649693489075,864.0225765384615,0.056689452,1414.1538461538462
0.9334139600396156,10,340,-0.005110447,20480,20480,3.092669,9.279602,0.0032482955,46.143184661865234,665.6955765882354,0.033154298,1099.8823529411766
0.8273116946220398,11,334,-0.0038638269,22528,22528,3.1153996,23.745745,0.0041471003,52.16681790351868,635.7590892857143,0.049804688,1062.2857142857142
0.8271856158971786,12,344,-0.0034421186,24576,24576,3.1306996,23.05743,0.003019633,58.29625391960144,527.7003352592593,0.029199218,899.2592592592592
0.7732324004173279,13,366,-0.005157835,26624,26624,3.1344397,15.66937,0.0067485124,64.23343348503113,493.55001010000007,0.0690918,847.9666666666667
0.9323250576853752,14,374,-0.0032722312,28672,28672,3.1358786,4.3455033,0.0039170985,69.82567572593689,519.4529077096774,0.043554686,885.1935483870968
0.7854229658842087,15,398,-0.0021356025,30720,30720,3.131394,16.729744,0.0031159013,75.29055404663086,542.7514400909091,0.035302736,929.1818181818181
0.9027373120188713,16,331,-0.0039293594,32768,32768,3.1261072,12.29357,0.004529541,80.43308734893799,517.7288187777779,0.048095703,895.4722222222222
0.8168451189994812,17,339,-0.006841776,34816,34816,3.116622,23.531834,0.0035848792,86.61420106887817,482.0954681463415,0.042529296,844.0731707317074
0.7844728976488113,18,441,-0.0061522536,36864,36864,3.1138263,9.722451,0.0052032196,92.64381670951843,502.6964687142857,0.06289063,872.7619047619048
0.8857821673154831,19,392,-0.0044319103,38912,38912,3.124102,14.534002,0.003710321,97.28271198272705,468.03222236956515,0.038085938,817.5217391304348
0.8415676802396774,20,444,-0.004507955,40960,40960,3.1338491,9.935428,0.0051811878,102.50280928611755,486.6608609574468,0.061767578,843.7234042553191
0.8496018946170807,21,365,-0.0039760065,43008,43008,3.1286235,21.219006,0.0033430825,107.11256337165833,493.41146596,0.034423828,858.76
0.8885525166988373,22,476,-0.0030161205,45056,45056,3.1331751,5.504915,0.0032048065,112.71498942375183,487.7624145294117,0.036865234,851.1372549019608
0.7226861715316772,23,451,-0.004350133,47104,47104,3.1351244,22.938894,0.0039172857,117.01325607299805,490.0471446181819,0.0453125,855.5272727272727
0.858552560210228,24,444,-0.0017155654,49152,49152,3.1385958,9.764682,0.007775689,121.547208070755,503.46067453571425,0.08149414,876.8392857142857
0.9813042972236872,25,417,-0.0048506144,51200,51200,3.1273284,0.8673991,0.004695597,126.15792202949524,494.8188768421053,0.051953126,862.7017543859649
0.7711770385503769,26,419,-0.00465111,53248,53248,3.1124716,16.165293,0.0018705201,131.07413721084595,513.3690788813559,0.016503906,888.457627118644
0.7533600181341171,27,457,-0.004758786,55296,55296,3.1172931,8.166401,0.0058452548,135.95231795310974,525.6121757666667,0.06342773,907.8
0.8543700724840164,28,395,-0.0027361764,57344,57344,3.1271386,19.888382,0.0054423152,140.43250679969788,516.671025421875,0.0640625,890.875
0.8991438001394272,29,449,-0.0034978732,59392,59392,3.136919,6.79564,0.0036104352,145.61289262771606,522.1080605384615,0.037890624,899.7076923076924
0.8844384625554085,30,459,-0.0062396927,61440,61440,3.14647,10.710659,0.0031927496,150.17293405532837,526.8990383134328,0.030761719,909.3582089552239
0.6557354032993317,31,453,-0.0032765057,63488,63488,3.1548622,28.527004,0.0030217918,154.63133072853088,513.418201140845,0.03173828,892.0985915492957
0.8499961942434311,32,444,-0.0056335838,65536,65536,3.1639156,11.944476,0.0020224191,159.1478865146637,513.9227623013699,0.017236328,895.4520547945206
0.8606820106506348,33,421,-0.0033754571,67584,67584,3.172359,12.815741,0.003149183,163.75985455513,522.7228755405405,0.035253905,911.0405405405405
0.839767187833786,34,435,-0.0069350176,69632,69632,3.1821206,16.204615,0.0048142443,168.61632251739502,516.9283437662338,0.050976563,904.2987012987013
0.7216171324253082,35,461,-0.0067679444,71680,71680,3.177545,10.946839,0.0052157147,173.31675338745117,528.4958513076923,0.057421874,918.974358974359
0.7669387012720108,36,405,-0.0073384447,73728,73728,3.1859286,23.985432,0.0035744365,177.75431394577026,514.1988030853659,0.038427733,896.890243902439
0.875086635351181,37,326,-0.003646968,75776,75776,3.2009945,6.4685593,0.0031631615,182.81027102470398,521.5794119156627,0.035253905,909.4939759036145
0.7353160083293915,38,360,-0.002921499,77824,77824,3.211391,12.796289,0.009415143,189.0824053287506,525.0514515176471,0.105566405,912.5882352941177
0.7989124357700348,39,429,-0.0032892749,79872,79872,3.2163765,11.579942,0.008048703,194.77045798301697,534.9365102674419,0.09477539,925.8023255813954
0.6691478490829468,40,416,-0.0053233807,81920,81920,3.2169392,19.69808,0.003099101,199.5442807674408,536.23063825,0.033154298,929.1363636363636
0.9288101717829704,41,472,-0.00434584,83968,83968,3.2295272,4.814473,0.0046373857,204.4665150642395,533.2167958539326,0.055517577,924.1123595505618
0.7472284436225891,42,438,-0.005094768,86016,86016,3.2493699,13.314702,0.003989949,208.80022621154785,542.1890688555555,0.05078125,936.6111111111111
0.66371089220047,43,423,-0.0043220087,88064,88064,3.2589035,24.753292,0.0034598145,213.46778798103333,548.406279827957,0.03769531,945.3010752688172
0.9026260524988174,44,447,-0.0066719293,90112,90112,3.2680142,4.732396,0.005707922,218.30040502548218,545.1431765,0.06850586,940.2234042553191
0.8881074339151382,45,301,-0.0071374075,92160,92160,3.2648125,15.979037,0.0043912465,222.87796092033386,547.0166704020619,0.05444336,944.3092783505155
0.8577527701854706,46,456,-0.0007142268,94208,94208,3.2703488,7.8186836,0.0031275037,229.66438102722168,544.8864379897959,0.033740234,941.6530612244898
0.8994233831763268,47,457,-0.005730047,96256,96256,3.2757962,5.3309317,0.005845585,234.15542197227478,553.036859979798,0.06962891,952.6969696969697
0.8941883146762848,48,415,-0.0044942712,98304,98304,3.2876377,10.550098,0.0053417413,238.63391089439392,560.51370024,0.06523438,960.05
0.7006973922252655,49,394,-0.004812694,100352,100352,3.30313,10.406953,0.004319298,243.56617975234985,573.2281142,0.04638672,976.9
0.7153720557689667,50,412,-0.0061378614,102400,102400,3.3183582,24.501348,0.003100175,248.75728368759155,564.05147523,0.03564453,960.84
0.8293274790048599,51,456,-0.0030187643,104448,104448,3.3316178,11.558064,0.0021058584,253.73085379600525,550.638263,0.018847656,941.9
0.8169244825839996,52,423,-0.002460258,106496,106496,3.3329296,17.915308,0.0025240786,258.21503949165344,526.62162296,0.023876954,906.58
0.8150268644094467,53,485,-0.0056109726,108544,108544,3.3382714,11.407953,0.0032250588,263.04726910591125,513.77383435,0.03696289,889.28
0.8179808855056763,54,493,-0.004002354,110592,110592,3.346871,7.9031067,0.0032028486,267.26785707473755,522.46578559,0.031835936,906.13
0.801634892821312,55,429,-0.00671362,112640,112640,3.3496137,14.972883,0.0063921087,271.4188575744629,537.5453506,0.0647461,929.44
0.9509969614446163,56,235,-0.008256909,114688,114688,3.346798,11.225504,0.0063513494,276.18924617767334,550.64423058,0.08149414,949.31
0.9762055054306984,57,267,-0.004696622,116736,116736,3.3354907,3.7126675,0.005800852,284.89989256858826,540.84543966,0.07241211,949.31
0.7729166001081467,58,434,-0.0014858196,118784,118784,3.3205752,16.962313,0.0022575273,292.5630507469177,554.91208348,0.021826172,973.94
0.9234450682997704,59,177,-0.0077620735,120832,120832,3.3183417,9.314955,0.007810537,297.28155875205994,552.21154101,0.097070314,968.88
0.9271666780114174,60,282,-0.0035983429,122880,122880,3.314221,11.777773,0.003092391,308.8019335269928,557.7176788,0.034960937,992.59
