policy_entropy,fps,approxkl,explained_variance,n_updates,serial_timesteps,total_timesteps,policy_loss,value_loss,time_elapsed,clipfrac,ep_reward_mean,ep_len_mean
4.504899,435,0.0042151706,0.16375869512557983,1,2048,2048,-0.0044668717,0.0003857657,2.384185791015625e-06,0.037841797,,
4.4821777,470,0.0056202756,0.0012221932411193848,2,4096,4096,-0.007508675,2.3540978,4.698328018188477,0.07080078,2036.684037,2049.0
4.452948,453,0.007153238,0.004527151584625244,3,6144,6144,-0.009217294,4.4063005,9.055699586868286,0.07758789,2034.721083,2049.0
4.419225,426,0.005976301,0.0017184019088745117,4,8192,8192,-0.0067507452,6.2597346,13.573963165283203,0.06962891,2035.406600333333,2049.0
4.406719,447,0.0035227877,0.7414663136005402,5,10240,10240,-0.0020649037,21.806446,18.372111797332764,0.028027344,1366.3139649999996,1375.0
4.4077587,462,0.0031901062,8.022785186767578e-05,6,12288,12288,0.00037160754,20.278133,22.945220947265625,0.030712891,1462.769926142857,1471.2857142857142
4.407574,452,0.001730999,0.5048996806144714,7,14336,14336,-0.00029898065,27.274042,27.371249675750732,0.012451172,1367.4859567777776,1375.0
4.40648,441,0.0029410117,0.7001780569553375,8,16384,16384,-0.0010400997,30.628336,31.902340173721313,0.031445313,1200.1800622499998,1206.5
4.4047184,450,0.0048437007,0.8151787519454956,9,18432,18432,-0.0029308642,36.616947,36.54470634460449,0.059814453,973.5173988235294,978.5882352941177
4.4158483,449,0.0014236396,0.7621200233697891,10,20480,20480,8.035593e-05,27.073078,41.08839750289917,0.010693359,932.204222,936.95
4.4234095,449,0.0021546606,0.6546241343021393,11,22528,22528,-0.00021477067,23.418978,45.64295029640198,0.018994141,941.3816021818183,946.1363636363636
4.4273624,434,0.0017209187,0.7664313912391663,12,24576,24576,-0.00015720255,26.71733,50.195253133773804,0.0125,912.09131376,916.72
4.435564,461,0.002331399,0.5830253064632416,13,26624,26624,0.00011957671,25.413364,54.9111053943634,0.02080078,921.0465461851852,925.7037037037037
4.443755,470,0.006731489,0.8150523751974106,14,28672,28672,-0.0032391816,29.52453,59.351306438446045,0.09067383,870.5675541935484,875.0
