serial_timesteps,value_loss,ep_reward_mean,policy_loss,approxkl,ep_len_mean,total_timesteps,n_updates,time_elapsed,clipfrac,policy_entropy,fps,explained_variance
2048,4.5450006,89.10178175,-0.0063504996,0.005086819,465.5,2048,1,1.9073486328125e-06,0.06074219,1.4291062,532,-0.16901910305023193
4096,3.8665562,132.4549256,-0.0053539453,0.004377769,713.6,4096,2,3.8459689617156982,0.051367186,1.4343634,574,0.06033128499984741
6144,3.5469887,97.28997463636364,-0.0030550372,0.0027047913,531.0,6144,3,7.413992404937744,0.025878906,1.4219532,576,-0.030597209930419922
8192,3.7094398,86.90198970588236,-0.0015854009,0.002548735,471.0,8192,4,10.970087766647339,0.020507812,1.4164264,600,-0.04952836036682129
10240,4.351688,78.97257008333334,-0.00347429,0.0055205575,419.0,10240,5,14.379505157470703,0.062646486,1.418843,608,-0.04713284969329834
12288,3.7972283,72.53563409374999,-0.0039907657,0.0034814056,380.125,12288,6,17.746381282806396,0.038867187,1.4221971,606,0.09980827569961548
14336,5.5022936,75.9775457027027,-0.0024079506,0.0030769925,387.27027027027026,14336,7,21.122962713241577,0.028076172,1.4183846,584,-0.14574801921844482
16384,7.393342,74.75298425641026,-0.0036807782,0.00323091,380.05128205128204,16384,8,24.627092838287354,0.03852539,1.4253594,591,-0.18078577518463135
18432,9.1818905,87.839086525,-0.0019738828,0.0034313775,421.775,18432,9,28.08751153945923,0.03618164,1.4382179,570,-0.2190845012664795
20480,6.575255,98.89615109756099,-0.0040767253,0.003284771,458.1951219512195,20480,10,31.67698907852173,0.031689454,1.4366052,588,-0.2513986825942993
22528,5.149167,110.94799943181819,-0.0042938488,0.003356358,505.45454545454544,22528,11,35.15513467788696,0.0362793,1.4278507,592,-0.08701896667480469
24576,6.9491014,115.56309482978722,-0.0010069984,0.0020013377,517.7872340425532,24576,12,38.61284852027893,0.012988281,1.4273521,589,-0.053263306617736816
26624,8.74727,125.64206370833334,-0.0041597066,0.0048193736,549.6875,26624,13,42.08626341819763,0.058496095,1.4369566,580,-0.1385953426361084
28672,7.900651,132.5805536734694,-0.0029282267,0.0042454796,569.9591836734694,28672,14,45.61624360084534,0.04145508,1.4405465,587,0.014695465564727783
30720,3.3566394,136.4560861153846,-0.0030300685,0.0045263274,583.3269230769231,30720,15,49.10527014732361,0.052197266,1.4405773,616,0.3397941589355469
