n_updates,policy_loss,value_loss,total_timesteps,approxkl,serial_timesteps,time_elapsed,clipfrac,explained_variance,policy_entropy,fps,ep_reward_mean,ep_len_mean
189,-0.0042380807,24.020306,387072,0.0033687972,387072,925.4767129421234,0.03691406,0.9072482883930206,4.740861,409,973.0226849200002,1219.75
190,-0.0043659215,29.288021,389120,0.0028529477,389120,930.4828259944916,0.029199218,0.8837580159306526,4.747346,403,972.0503206500003,1218.53
191,-0.0024504985,19.240612,391168,0.0038814521,391168,935.5634114742279,0.04482422,0.8767542764544487,4.7559185,424,988.3817064900002,1235.4
192,-0.0038002587,12.117038,393216,0.003595068,393216,940.393387556076,0.03793945,0.9575294107198715,4.7538404,430,973.91330032,1221.87
193,-0.003818543,27.538336,395264,0.0038325028,395264,945.1553099155426,0.04448242,0.8828356713056564,4.7473416,425,959.5422324900002,1207.78
194,-0.003897858,18.84893,397312,0.00409595,397312,949.969259262085,0.046289064,0.8885635286569595,4.7477937,422,959.16078483,1207.78
195,-0.0030471236,13.844404,399360,0.002094002,399360,954.8215003013611,0.023095703,0.8035137802362442,4.744085,444,940.0166384299998,1193.6
196,-0.0011335716,24.494095,401408,0.00065083324,401408,959.4294049739838,0.0037109375,0.7818474471569061,4.742771,445,896.00800499,1148.66
197,-0.0042364276,7.701947,403456,0.0025465195,403456,964.0271239280701,0.028027344,0.9508410729467869,4.738236,429,889.9746683100001,1148.0
198,-0.002901714,17.783974,405504,0.00442153,405504,968.7949566841125,0.05253906,0.8855948522686958,4.7310977,422,889.80381039,1148.0
199,-0.0015061554,18.339666,407552,0.0039101434,407552,973.6448767185211,0.045410156,0.7805167734622955,4.727472,439,901.84454658,1164.25
200,-0.0057535386,10.495114,409600,0.005777379,409600,978.3005712032318,0.06567383,0.9175544679164886,4.7301245,435,912.08358472,1180.26
201,-0.0048652594,23.008345,411648,0.0044448655,411648,983.0087280273438,0.05292969,0.9084687605500221,4.7470026,408,912.4307920599999,1179.58
202,-0.0052286605,20.222864,413696,0.0046375217,413696,988.0184166431427,0.05834961,0.8812457248568535,4.7494087,405,910.41031961,1179.58
203,-0.002713365,19.832813,415744,0.0031416104,415744,993.0714375972748,0.036816407,0.8971294313669205,4.735426,402,926.0825643100001,1195.28
204,-0.0051060626,0.6923293,417792,0.0056216805,417792,998.1663026809692,0.05732422,0.9952786872163415,4.718934,392,925.30046775,1194.16
205,-0.005225504,4.695796,419840,0.0054508545,419840,1003.3913674354553,0.06411133,0.9703788198530674,4.7079782,403,940.6292415,1209.39
206,-0.005299122,6.3725286,421888,0.0035855193,421888,1008.4727642536163,0.036621094,0.9571630619466305,4.700229,390,956.0692168,1225.32
207,-0.006030119,19.076618,423936,0.0036749854,423936,1013.722781419754,0.04008789,0.9353032559156418,4.6937,434,956.2035013199999,1225.45
208,-0.00052045286,20.455097,425984,0.0025126447,425984,1018.4322671890259,0.02734375,0.866086944937706,4.698412,394,973.9098402099999,1244.12
209,-0.002247546,20.134836,428032,0.0038307055,428032,1023.6181473731995,0.045800783,0.8621090203523636,4.6990066,399,974.1878804999999,1244.12
210,-0.0032671709,20.375864,430080,0.005037264,430080,1028.7436199188232,0.06010742,0.8687199056148529,4.695811,410,975.03696379,1244.12
211,-0.0030548591,20.42986,432128,0.0057795886,432128,1033.738852739334,0.07714844,0.840872272849083,4.70984,404,974.4526074300002,1244.12
212,-0.005835832,32.81259,434176,0.0025010847,434176,1038.8039186000824,0.025537109,0.8933209925889969,4.723621,430,975.88363789,1245.17
213,-0.0045771883,6.4518547,436224,0.003112785,436224,1043.5569081306458,0.034521483,0.8938814550638199,4.728832,452,974.9271353700001,1243.46
214,-0.0034009549,18.309849,438272,0.0024012623,438272,1048.082924604416,0.022607422,0.8774919435381889,4.741128,406,969.90904879,1243.46
215,-0.0053296583,20.017254,440320,0.0061665336,440320,1053.1195154190063,0.08486328,0.8644187301397324,4.7484217,393,970.63346602,1243.46
216,-0.0003292005,19.87656,442368,0.0043791044,442368,1058.320958852768,0.053125,0.8650379031896591,4.7453866,393,985.5799461700002,1258.76
217,-0.0019930413,24.066711,444416,0.0012486589,444416,1063.524666070938,0.010107422,0.8165707886219025,4.7475123,455,970.2551424500001,1243.3
218,-0.0018025767,19.764515,446464,0.0034752518,446464,1068.0213186740875,0.03852539,0.8657089173793793,4.7488213,410,967.87305184,1243.3
219,-0.0015809797,27.845493,448512,0.0016107621,448512,1073.0123517513275,0.0140625,0.892160065472126,4.7565045,415,952.9179603099997,1225.9
220,-0.0019233119,19.642897,450560,0.005486247,450560,1077.9363696575165,0.070654295,0.8737057745456696,4.760627,404,969.6138722599998,1242.48
221,-0.0016073696,19.940817,452608,0.00402291,452608,1082.9961876869202,0.04741211,0.8751938566565514,4.759786,428,970.0675469499997,1242.48
222,-0.0032954416,19.963663,454656,0.0042618318,454656,1087.7744166851044,0.04941406,0.8730262070894241,4.761648,433,968.7810736399998,1242.48
223,-0.0050093653,21.638369,456704,0.0040200613,456704,1092.49622964859,0.050830077,0.8608856052160263,4.7643614,421,983.1583533099999,1258.35
224,-0.0028527095,19.897213,458752,0.0032133232,458752,1097.3587131500244,0.03022461,0.8738324791193008,4.7668457,421,981.04968528,1258.35
225,-0.006936549,28.864527,460800,0.0060871006,460800,1102.2181680202484,0.074072264,0.8765866607427597,4.770402,443,977.4609395000001,1256.09
226,-0.001656354,15.4744625,462848,0.0034753208,462848,1106.841426372528,0.04248047,0.7728916853666306,4.7806296,434,972.5545425199999,1254.76
227,-0.0026494116,13.735623,464896,0.0036065865,464896,1111.5552072525024,0.037988283,0.8792642429471016,4.7895174,426,982.61534088,1270.09
228,-0.0012296027,15.663397,466944,0.0042537325,466944,1116.3630578517914,0.048828125,0.8624724447727203,4.7981634,396,982.09367092,1270.09
229,-0.0029078084,17.441614,468992,0.0036348882,468992,1121.5306828022003,0.039990235,0.863567128777504,4.792881,430,997.6103215600001,1286.22
230,-0.003250895,24.737555,471040,0.0038819914,471040,1126.2844848632812,0.041894533,0.7154867947101593,4.798045,435,1004.3735788899997,1296.68
231,-0.00213027,19.031834,473088,0.0039727376,473088,1130.9884188175201,0.047802735,0.86636583507061,4.8100295,419,1019.2963310499998,1311.47
232,-0.0031826936,19.19322,475136,0.0046661347,475136,1135.876511335373,0.057373047,0.8695644438266754,4.8127904,419,1019.18703632,1311.47
233,-0.0045724595,10.607605,477184,0.0022706965,477184,1140.758559703827,0.025341798,0.961054053157568,4.811427,442,1002.19322713,1293.15
234,-0.0038055007,26.07248,479232,0.0051525002,479232,1145.3898015022278,0.064697266,0.903188094496727,4.812896,419,1001.9355064100002,1294.04
235,-0.004940975,25.76968,481280,0.0030700634,481280,1150.2748794555664,0.030517578,0.9038582742214203,4.8243165,415,1001.6437230600002,1294.32
236,-0.0026388052,15.964296,483328,0.0025946621,483328,1155.2077975273132,0.02993164,0.6752450466156006,4.836683,454,1012.1024989599999,1310.34
237,-0.00461975,18.927279,485376,0.0051730415,485376,1159.7178270816803,0.064892575,0.8595339208841324,4.839382,413,1027.87243504,1326.92
238,-0.0038092756,19.64532,487424,0.0040858747,487424,1164.67613530159,0.045654297,0.8698735982179642,4.843576,401,1044.0804006699998,1343.29
239,-0.0012937438,19.378107,489472,0.0031924178,489472,1169.779968738556,0.035302736,0.8738746792078018,4.844422,422,1059.29650468,1359.14
240,-0.0051921704,2.3962426,491520,0.002308028,491520,1174.633388519287,0.022265624,0.9884485909715295,4.844733,431,1058.99800888,1358.63
241,-0.0024164156,19.78487,493568,0.0028988789,493568,1179.3757257461548,0.028222656,0.8678403198719025,4.8406816,404,1075.7552997399998,1376.54
242,-0.0027895425,31.989437,495616,0.0029407744,495616,1184.438332080841,0.031396486,0.8902717605233192,4.8328786,427,1076.6619366,1377.18
243,-0.003139861,21.317976,497664,0.0045612617,497664,1189.2252931594849,0.05214844,0.8730724155902863,4.814872,418,1093.15932517,1393.71
244,-0.001083043,19.469893,499712,0.0041653,499712,1194.1208136081696,0.04711914,0.8672488033771515,4.7965913,411,1092.1557570300001,1393.71
245,-0.0029075113,19.936327,501760,0.0037707246,501760,1199.1002297401428,0.038183592,0.866955503821373,4.7944703,397,1092.2486158300003,1393.71
246,-0.0036611878,27.483282,503808,0.0028028067,503808,1204.2507185935974,0.029492188,0.879130482673645,4.80219,403,1076.57868788,1377.9
247,-0.0031502594,18.966908,505856,0.0045356466,505856,1209.3245375156403,0.055615235,0.8748575001955032,4.811685,409,1092.3106151299999,1394.61
248,-0.004206951,6.031587,507904,0.00511616,507904,1214.3210458755493,0.050878905,0.9670850597321987,4.816987,419,1093.3358120999999,1395.98
249,-0.0038267705,25.34388,509952,0.0037317567,509952,1219.2073910236359,0.035791017,0.9102851301431656,4.8185797,404,1107.96344375,1411.07
250,-0.0040200385,19.951275,512000,0.0053688074,512000,1224.2730433940887,0.06669922,0.8720397800207138,4.8194795,387,1108.14886374,1411.07
251,-0.00011793802,19.643312,514048,0.0017055603,514048,1229.5648028850555,0.015185547,0.8649996966123581,4.831179,387,1122.52924355,1425.09
252,-0.003937115,23.68652,516096,0.0027410672,516096,1234.8527507781982,0.025585938,0.9152823984622955,4.8485866,414,1131.2944310100002,1432.99
253,-0.0013917345,19.866978,518144,0.0038481385,518144,1239.7966170310974,0.038916014,0.8748480826616287,4.852663,423,1131.93391272,1432.99
254,-0.002270283,19.337696,520192,0.0045606536,520192,1244.6322348117828,0.06010742,0.8707690984010696,4.841385,419,1144.97975942,1449.32
255,-0.0015097002,22.206387,522240,0.0017870279,522240,1249.5155251026154,0.016796876,0.9152844399213791,4.8440723,425,1129.6662713899998,1433.22
256,-0.0034309241,19.78131,524288,0.007332553,524288,1254.3348321914673,0.09296875,0.8503867387771606,4.843535,407,1145.2056092399998,1449.55
257,-0.0068836287,25.017391,526336,0.0050062863,526336,1259.358544588089,0.059375,0.8987735286355019,4.8367925,407,1158.8994724899999,1461.61
258,-0.0012955214,19.445202,528384,0.0039140964,528384,1264.3787829875946,0.043701172,0.8829741925001144,4.8414817,399,1158.8986851199998,1461.61
259,-0.00456177,5.397967,530432,0.0033521815,530432,1269.500922203064,0.03237305,0.9701537787914276,4.84817,402,1151.64030663,1454.11
260,-0.0026056226,22.55656,532480,0.0025788608,532480,1274.5905783176422,0.026855469,0.8612236231565475,4.856138,399,1151.91234476,1454.11
261,-0.003148777,18.96982,534528,0.0037387535,534528,1279.7139494419098,0.043945312,0.870026558637619,4.845657,401,1167.0460184600001,1469.75
262,-0.0016566757,19.870121,536576,0.0025223396,536576,1284.8169021606445,0.02319336,0.8660414814949036,4.849912,409,1167.1630230100002,1469.75
263,-0.0018349182,19.654272,538624,0.0038373303,538624,1289.8161406517029,0.04321289,0.8585457801818848,4.862687,416,1182.6030466700001,1485.25
264,-0.0017914101,19.85301,540672,0.0026509515,540672,1294.7394950389862,0.02319336,0.8860116302967072,4.8643064,424,1198.9523958,1501.67
265,-0.0018543577,25.58925,542720,0.0015595227,542720,1299.560199022293,0.01225586,0.9042032286524773,4.860759,433,1197.4137734800001,1500.71
266,-0.003963506,19.610968,544768,0.002318259,544768,1304.2808253765106,0.022558594,0.8802837133407593,4.8707833,433,1212.0861596,1515.89
267,-0.0051235305,22.577461,546816,0.0021166573,546816,1309.0084631443024,0.017773438,0.9163425415754318,4.877336,442,1210.68901567,1515.29
268,-0.00608943,20.274399,548864,0.0034446109,548864,1313.6413371562958,0.0359375,0.885537676513195,4.870912,429,1210.62043832,1515.29
269,-0.0031311824,19.81082,550912,0.0042853737,550912,1318.4072422981262,0.05288086,0.8714189529418945,4.8746567,420,1215.3231064999998,1515.29
270,-0.005105196,26.291595,552960,0.002724268,552960,1323.2757186889648,0.025830079,0.9248051047325134,4.8794637,420,1228.2235323,1527.58
271,-0.003486416,15.061786,555008,0.0036028936,555008,1328.152060508728,0.03803711,0.9437123835086823,4.8767004,440,1201.16960911,1495.06
272,-0.003109371,23.380453,557056,0.004025065,557056,1332.8052456378937,0.047070313,0.9244396239519119,4.8821764,398,1194.55978335,1478.56
273,-0.0034943856,14.492808,559104,0.0024729741,559104,1337.9404492378235,0.021289062,0.9568697884678841,4.8864512,438,1164.61547559,1446.55
274,-0.0033491305,19.652477,561152,0.0041215364,561152,1342.6117205619812,0.04741211,0.8707321435213089,4.8859324,403,1164.84221772,1446.55
275,-0.0053775473,27.101511,563200,0.003607063,563200,1347.6865193843842,0.04399414,0.9237287938594818,4.889659,431,1148.64714421,1430.46
276,-0.0031306022,19.72983,565248,0.003092237,565248,1352.4305303096771,0.030810546,0.8961289152503014,4.9065423,388,1148.93676873,1430.46
277,-0.003610655,15.178291,567296,0.0031228215,567296,1357.7026867866516,0.028564453,0.9513641260564327,4.925737,443,1131.38859078,1413.22
278,-0.0042324113,20.063768,569344,0.004881362,569344,1362.324331521988,0.06313477,0.8863535672426224,4.93779,414,1130.97129348,1413.22
279,-0.0036573473,27.04931,571392,0.0028159884,571392,1367.2665853500366,0.031054687,0.8952505737543106,4.9286146,439,1113.37363938,1395.14
280,-0.004762522,21.641804,573440,0.003833472,573440,1371.9290153980255,0.037060548,0.8674146085977554,4.91567,425,1109.88357725,1395.14
281,-0.0014887212,19.15753,575488,0.0026863478,575488,1376.7435648441315,0.029052734,0.8808848932385445,4.9132733,409,1125.09436795,1410.62
282,-0.002233151,20.232853,577536,0.0039948495,577536,1381.7442080974579,0.041748047,0.8822371959686279,4.9125867,413,1141.4601476199998,1427.95
283,-0.0040073306,19.566952,579584,0.00628621,579584,1386.6991443634033,0.077783205,0.8689034581184387,4.920364,417,1157.22570817,1444.98
284,-0.0048616594,20.027458,581632,0.0066763745,581632,1391.6102533340454,0.08305664,0.8681971877813339,4.935081,415,1162.6576352900001,1444.98
285,-0.0018386159,20.344763,583680,0.0018510204,583680,1396.5422117710114,0.017773438,0.8909752294421196,4.947759,414,1162.6320831500002,1444.98
286,-0.0043271934,12.34136,585728,0.0030741454,585728,1401.4781141281128,0.033203125,0.8471909910440445,4.950496,451,1139.77081176,1427.17
287,-0.0017186685,11.1251,587776,0.0019690604,587776,1406.019159078598,0.02084961,0.7823284566402435,4.9489164,437,1144.58746223,1434.81
288,-0.00392343,9.93172,589824,0.0039688335,589824,1410.6969101428986,0.041015625,0.944239791482687,4.942958,418,1140.55581772,1432.7
289,-0.0017282044,20.202574,591872,0.0022032287,591872,1415.5853974819183,0.019726563,0.8815228566527367,4.9372997,411,1140.89379185,1432.7
290,0.00023174717,19.93337,593920,0.0033649083,593920,1420.5656700134277,0.038769532,0.8749951720237732,4.9461412,421,1157.45165022,1450.1
291,-0.0059646824,27.259167,595968,0.0035006155,595968,1425.423227071762,0.045166016,0.8977494016289711,4.951272,433,1140.89836063,1433.84
292,-0.0046018166,20.971691,598016,0.0032285596,598016,1430.1517822742462,0.03652344,0.8684017509222031,4.95619,422,1141.5840099,1433.84
293,-0.0028724829,31.890888,600064,0.0017340721,600064,1434.9943222999573,0.01665039,0.7608464509248734,4.9550214,447,1109.39643581,1399.9
294,-0.0032445032,20.026333,602112,0.0037153799,602112,1439.5724029541016,0.03642578,0.8613119423389435,4.9417276,425,1114.69339296,1401.23
295,-0.0038587775,4.8645573,604160,0.0035651713,604160,1444.383003950119,0.033496093,0.9757503587752581,4.934552,398,1102.93177822,1383.16
296,-0.0049962336,20.679955,606208,0.008105991,606208,1449.5198323726654,0.091113284,0.6236647069454193,4.924044,452,1103.03223591,1383.16
297,-0.0037246745,22.399832,608256,0.0042027864,608256,1454.0433721542358,0.04765625,0.714260995388031,4.908693,439,1088.04813686,1367.72
298,-0.0035794303,10.987462,610304,0.0038540934,610304,1458.7016851902008,0.040527344,0.9313937425613403,4.9052567,408,1098.95142948,1384.41
299,-0.0040637986,19.981022,612352,0.0061896686,612352,1463.710580587387,0.07319336,0.8630525171756744,4.9122744,418,1113.8806951,1400.62
300,-0.0030698623,20.128517,614400,0.004631386,614400,1468.6060795783997,0.057275392,0.873794361948967,4.91105,394,1114.28486748,1400.62
301,-0.0049457923,19.373135,616448,0.0047869487,616448,1473.797211408615,0.054736327,0.8766767680644989,4.904636,405,1113.7048767,1400.62
302,-0.0031723422,32.97003,618496,0.003054104,618496,1478.8476464748383,0.036376953,0.8779808059334755,4.9072924,444,1131.99619001,1420.49
303,-0.0048756795,6.019918,620544,0.0039168242,620544,1483.4585766792297,0.037158202,0.9657875671982765,4.919423,423,1117.24913062,1405.05
304,-0.0028720791,20.139057,622592,0.0048399083,622592,1488.2982873916626,0.06591797,0.8772684261202812,4.9318895,413,1132.59292215,1420.36
305,-0.00016001912,19.7915,624640,0.002533346,624640,1493.2569499015808,0.027001953,0.8655401021242142,4.9302764,419,1132.5131669,1420.36
306,-0.0021826304,20.661633,626688,0.0039609172,626688,1498.141574382782,0.0484375,0.8704874962568283,4.927984,416,1148.37108511,1435.73
307,-0.0030714665,29.528599,628736,0.0016987268,628736,1503.061689376831,0.016845703,0.8091031759977341,4.930329,459,1123.33055281,1405.5
308,-0.0019164558,19.786486,630784,0.0041468176,630784,1507.524039030075,0.051367186,0.8698788434267044,4.9420233,423,1122.5651331099998,1405.5
309,-0.005724008,19.918777,632832,0.0077819354,632832,1512.359985113144,0.10439453,0.8699996471405029,4.9497113,393,1137.8228362,1420.32
310,-0.0024284597,32.74462,634880,0.0038677913,634880,1517.56756067276,0.036865234,0.9057335704565048,4.952666,401,1119.13589922,1399.79
311,-0.0021192427,18.477814,636928,0.001060347,636928,1522.6699483394623,0.007470703,0.9126023799180984,4.951001,433,1090.19683738,1373.06
312,-0.0021807256,19.066938,638976,0.002964919,638976,1527.393877506256,0.030908203,0.8879553750157356,4.954241,417,1089.95106257,1373.06
313,-0.004124189,11.908155,641024,0.0071676327,641024,1532.2944684028625,0.078710936,0.9030513241887093,4.9645967,415,1085.01610947,1373.06
314,-0.0024850094,19.676899,643072,0.0028891605,643072,1537.2230491638184,0.027539063,0.8844664171338081,4.9746366,418,1100.599133,1388.87
315,-0.0031267374,20.475742,645120,0.0029397926,645120,1542.118656873703,0.030810546,0.86270572245121,4.9877105,418,1100.9404161799998,1388.87
316,-0.0029468373,27.280018,647168,0.0040236716,647168,1547.0145399570465,0.045703124,0.9106098264455795,4.999908,395,1100.4441675799999,1388.49
317,-0.0048589907,6.7931023,649216,0.003229302,649216,1552.1904602050781,0.030664062,0.9706333018839359,4.9999833,436,1101.03809351,1389.56
318,-0.003364985,36.555878,651264,0.0023541548,651264,1556.8855361938477,0.023046875,0.7927130460739136,5.0137005,455,1069.87573235,1361.34
319,-0.0020702274,20.404348,653312,0.0017660612,653312,1561.3797543048859,0.015917968,0.9071347191929817,5.030763,407,1068.1254328799998,1361.34
320,-0.0044324063,5.512175,655360,0.0026154986,655360,1566.4036719799042,0.027636718,0.9783032666891813,5.0444617,448,1053.80216417,1343.29
321,-0.0037085277,24.08704,657408,0.0033187158,657408,1570.973290681839,0.03364258,0.917079396545887,5.0607195,443,1051.65264187,1341.36
322,-0.007467891,21.706223,659456,0.005685878,659456,1575.5965774059296,0.06381836,0.8878599181771278,5.0569844,434,1050.44022818,1341.36
323,-0.006348414,28.936367,661504,0.0024875845,661504,1580.3151206970215,0.027880859,0.8686829209327698,5.0444565,440,1036.5655448100001,1331.57
324,-0.0032395653,20.66194,663552,0.003535169,663552,1584.9693973064423,0.037841797,0.8896710425615311,5.0465136,444,1049.53023549,1347.21
325,-0.0018157084,15.486537,665600,0.0014987685,665600,1589.5759103298187,0.014697266,0.8512258380651474,5.041276,466,1025.41526554,1327.43
326,-0.0038764528,18.844233,667648,0.0028889116,667648,1593.9710578918457,0.031933594,0.8937154039740562,5.0405474,439,1022.93665554,1327.43
327,-0.0026110457,20.093845,669696,0.0041113556,669696,1598.636640071869,0.050927736,0.8999339118599892,5.0456324,411,1021.5012793699998,1327.43
328,-0.0027239926,14.054149,671744,0.0012437904,671744,1603.6124067306519,0.013916016,0.8616978377103806,5.045602,455,990.2188086899998,1295.97
329,-0.0051740995,13.1609745,673792,0.0025761416,673792,1608.105391740799,0.029492188,0.9422128647565842,5.0505548,445,963.99155198,1270.24
330,-0.0034054327,19.615372,675840,0.0076890094,675840,1612.7061104774475,0.100976564,0.8651848584413528,5.06311,407,977.82261422,1284.93
331,-0.0028804322,20.056253,677888,0.004983295,677888,1617.727329492569,0.064697266,0.879746325314045,5.0650167,413,978.1840987700001,1284.93
332,-0.0019943444,24.259212,679936,0.0017162517,679936,1622.6790146827698,0.016259765,0.9046794697642326,5.05752,445,968.07316108,1275.23
333,-0.0022154513,20.051502,681984,0.002771335,681984,1627.2793662548065,0.02998047,0.8797695264220238,5.0704336,408,983.7904841000001,1291.68
334,-0.0030096187,19.894361,684032,0.0030260093,684032,1632.287829875946,0.029736329,0.880651630461216,5.074677,408,1000.31614287,1308.19
335,-0.0030304296,5.356638,686080,0.0025372927,686080,1637.299055814743,0.024023438,0.9759533144533634,5.0601516,428,1001.81614439,1310.27
336,-0.0017617296,20.148224,688128,0.0018678125,688128,1642.0773222446442,0.016748047,0.8892472982406616,5.0572596,422,1017.0823173699999,1325.21
337,-0.0057534073,25.915543,690176,0.0028592828,690176,1646.923511505127,0.029248048,0.906635008752346,5.0568476,437,1017.8344479900001,1328.75
338,-0.0026961234,29.191761,692224,0.003077458,692224,1651.608696937561,0.03022461,0.9160401299595833,5.058335,436,1034.993999,1347.32
339,-0.0036093679,15.623911,694272,0.0024139408,694272,1656.3023018836975,0.024169922,0.8079987466335297,5.0524035,472,1004.3039348099998,1317.64
340,-0.0036954184,4.64831,696320,0.003670929,696320,1660.6417016983032,0.037109375,0.9761281795799732,5.0378094,421,1005.3533009799997,1319.02
341,-0.0049235895,21.008167,698368,0.0034066061,698368,1665.4975378513336,0.04121094,0.8939988538622856,5.033889,440,1020.6928169699999,1334.61
342,-0.003825911,21.647816,700416,0.004652727,700416,1670.1451301574707,0.058935545,0.8972034379839897,5.0332136,411,1018.23856371,1334.61
343,-0.008453391,35.746307,702464,0.003500823,702464,1675.122633934021,0.043017577,0.5085152983665466,5.0366106,440,1001.3390325800001,1318.09
344,-0.0017769439,11.791729,704512,0.0013914126,704512,1679.7680377960205,0.0125488285,0.874724343419075,5.0438185,463,976.1878422000002,1291.28
345,-0.003332022,27.680801,706560,0.0027690104,706560,1684.1838917732239,0.0265625,0.8881185427308083,5.0269237,426,957.28770941,1273.81
346,-0.0011360184,21.498997,708608,0.0036479249,708608,1688.9888813495636,0.03754883,0.9283462315797806,5.0010858,416,939.26181787,1257.19
347,-0.0063766665,21.126013,710656,0.0046831896,710656,1693.9053564071655,0.062109374,0.907361663877964,4.9809923,425,943.81149714,1258.52
348,-0.003722782,4.947772,712704,0.0024427518,712704,1698.7250156402588,0.024267578,0.9827793631702662,4.9788017,420,944.04497851,1259.47
349,-0.006248315,20.06982,714752,0.0056916964,714752,1703.59805393219,0.07338867,0.9147297665476799,4.9758234,402,953.4960598799998,1267.29
350,-0.0029331192,30.57835,716800,0.003463297,716800,1708.6871931552887,0.032714844,0.8991890251636505,4.9693727,412,942.7352990299999,1254.18
351,-0.0019447518,19.9538,718848,0.003841712,718848,1713.65993142128,0.04057617,0.8900023326277733,4.954707,426,942.1617247400001,1254.18
352,-0.0012588196,31.331207,720896,0.002032123,720896,1718.4645516872406,0.016601562,0.8931065946817398,4.9509172,440,943.25167494,1256.71
353,-0.005228638,20.452168,722944,0.005198196,722944,1723.1125555038452,0.068798825,0.8917161598801613,4.9413233,422,942.1546909900001,1256.71
354,-0.0037706825,19.866604,724992,0.0039885105,724992,1727.9617989063263,0.047265626,0.900390051305294,4.9323883,410,946.22077028,1256.71
355,-0.0027863416,20.549435,727040,0.004150472,727040,1732.949368238449,0.042529296,0.8777173310518265,4.9122744,421,961.6195531999999,1273.68
356,-0.0022736806,20.194721,729088,0.002619556,729088,1737.8095469474792,0.02866211,0.8945966735482216,4.901641,403,979.4084727899999,1292.43
357,-0.0024020295,20.52127,731136,0.0059724627,731136,1742.8900752067566,0.07807617,0.8733546137809753,4.9132953,418,994.56682185,1308.23
358,-0.0005863459,16.141903,733184,0.0020501076,733184,1747.7875709533691,0.021533202,0.7511849850416183,4.9223447,440,989.3326506299999,1308.23
359,-0.0041230908,20.497532,735232,0.005277188,735232,1752.4417688846588,0.064648435,0.8950943946838379,4.9264607,430,1006.03251495,1326.3
360,-0.0036708373,21.07705,737280,0.008814331,737280,1757.2012393474579,0.12265625,0.8644065856933594,4.9213657,412,1005.8713193599999,1326.3
361,-0.004613988,20.263306,739328,0.007326615,739328,1762.1681985855103,0.097558595,0.8735540211200714,4.919904,380,1011.8314052000001,1326.3
362,-0.002823756,20.07932,741376,0.0044314144,741376,1767.5461082458496,0.055029295,0.897970162332058,4.9137526,414,1027.46386098,1341.74
363,-0.0047782934,12.339432,743424,0.004924951,743424,1772.4856355190277,0.049072266,0.8107764273881912,4.9089975,454,1016.4165285199998,1325.28
364,-0.004242002,15.283659,745472,0.0036516138,745472,1776.9969143867493,0.03754883,0.917720839381218,4.917153,431,1012.2801824699999,1325.28
365,-0.004102041,18.588923,747520,0.0027562391,747520,1781.74005818367,0.027783204,0.8969490677118301,4.91719,441,1011.3957247700001,1325.28
366,-0.004344589,22.320356,749568,0.003673477,749568,1786.3839199543,0.04057617,0.5887278020381927,4.90832,462,1011.6030901599999,1325.28
367,-0.004665913,11.590878,751616,0.0028441695,751616,1790.8153071403503,0.025683593,0.9399174265563488,4.907434,433,1005.9409675899999,1325.28
368,-0.005913306,19.517921,753664,0.0061843633,753664,1795.534863948822,0.06694336,0.8997877091169357,4.8985677,429,1021.2357599299999,1340.91
369,-0.0053079263,19.303097,755712,0.0029343625,755712,1800.300068616867,0.030712891,0.8841142579913139,4.877415,436,1036.0127554599997,1356.26
370,-0.002541329,23.19133,757760,0.0027302143,757760,1804.9949717521667,0.027880859,0.48396390676498413,4.8742476,454,1051.9978411299999,1371.7
371,-0.0034541537,10.829769,759808,0.00342806,759808,1809.4988718032837,0.031982422,0.9384914264082909,4.8834662,432,1046.5860693299996,1371.7
372,-0.0037882873,22.492336,761856,0.0032934179,761856,1814.2304193973541,0.034472656,0.29158729314804077,4.8849716,449,1046.1146281299998,1371.7
373,-0.0044415807,18.935465,763904,0.003028861,763904,1818.7889232635498,0.035791017,0.7536810785531998,4.889038,454,1023.36673002,1354.23
374,-0.004574522,12.140258,765952,0.0031128174,765952,1823.3003363609314,0.035107423,0.8636817038059235,4.8957796,451,1032.86569649,1369.21
375,-0.005284391,18.218079,768000,0.0036574095,768000,1827.8408863544464,0.041992188,0.9187649637460709,4.9152355,424,1029.33679519,1369.17
376,-0.005281045,19.557737,770048,0.0076990714,770048,1832.668871641159,0.09946289,0.8878291919827461,4.932275,430,1028.50218881,1369.17
377,-0.004012374,31.109615,772096,0.0039513656,772096,1837.4291651248932,0.041259766,0.8635390251874924,4.923785,474,1033.0764675099997,1377.14
378,-0.0041637914,25.145239,774144,0.0027010327,774144,1841.7451243400574,0.028857421,0.8953213319182396,4.917852,503,1032.40727937,1375.57
379,-0.0014148696,26.765713,776192,0.0027429773,776192,1845.816147327423,0.029003907,0.9053699374198914,4.9200788,467,1032.531887,1374.59
380,-0.003996236,13.4275255,778240,0.0043537547,778240,1850.197693347931,0.048828125,0.9284674599766731,4.9269896,478,1009.2796668600001,1348.0
381,-0.0039954903,34.08335,780288,0.003074459,780288,1854.4767286777496,0.033251952,0.8778925389051437,4.9391418,486,994.12075191,1333.2
382,-0.0015266705,19.990913,782336,0.0048078457,782336,1858.6890482902527,0.05571289,0.8821407556533813,4.9590216,465,1009.92669222,1348.9
383,-0.0013942128,20.617247,784384,0.0023888566,784384,1863.0870108604431,0.026367188,0.8674237430095673,4.9737988,462,1010.5011444800001,1348.9
