n_updates,policy_loss,value_loss,total_timesteps,approxkl,serial_timesteps,time_elapsed,clipfrac,explained_variance,policy_entropy,fps,ep_reward_mean,ep_len_mean
384,-0.008081707,20.113798,786432,0.00889839,786432,1867.519205570221,0.11694336,0.8811335489153862,4.978751,453,1026.1261528900002,1364.35
385,-0.0017763982,7.527096,788480,0.0026522619,788480,1872.0319619178772,0.02734375,0.8840228617191315,4.984574,493,1026.2234546299999,1364.46
386,-0.0043235407,16.943855,790528,0.0036836262,790528,1876.1785216331482,0.04321289,0.9228867888450623,4.976529,486,1020.24486565,1361.65
387,-0.0024019969,27.033554,792576,0.0037515252,792576,1880.3845481872559,0.04423828,0.9018998369574547,4.97794,476,1022.6393385800001,1364.83
388,-0.0069881296,0.3836624,794624,0.0028117164,794624,1884.6795687675476,0.028076172,0.9975977158173919,4.9678044,454,1024.24881334,1367.5
389,-0.0046878136,4.770968,796672,0.003496055,796672,1889.182627916336,0.032226562,0.9690840821713209,4.9361506,439,1025.3920959099999,1367.5
390,-0.0026791843,6.9565024,798720,0.0020171336,798720,1893.8409237861633,0.019433593,0.9573263898491859,4.9113984,449,1026.6961857,1367.5
391,-0.0023677428,9.687195,800768,0.0029190185,800768,1898.3938620090485,0.032324217,0.7139679491519928,4.9152284,497,1041.33542796,1381.78
392,-0.002760288,4.8774185,802816,0.0042665857,802816,1902.5129778385162,0.04033203,0.967189610004425,4.901035,438,1050.36029617,1395.98
393,-0.0030692916,28.062881,804864,0.0017470764,804864,1907.1840229034424,0.016845703,0.8699172735214233,4.881476,491,1055.23877144,1397.59
394,-0.0024457963,19.807636,806912,0.005231403,806912,1911.3490810394287,0.056591798,0.8778617233037949,4.8760214,466,1065.40246531,1404.21
395,-0.0035024509,33.80674,808960,0.0030832542,808960,1915.7360668182373,0.03720703,0.8872485756874084,4.876817,455,1054.28334696,1388.75
396,-0.0039139376,14.5969925,811008,0.0027375817,811008,1920.232904434204,0.029589843,0.9318156838417053,4.8866777,522,1056.64024066,1392.22
397,-0.003699391,19.97157,813056,0.0040784455,813056,1924.1527462005615,0.041259766,0.8762706518173218,4.8883524,474,1069.46219526,1403.1
398,-0.0067063915,19.550781,815104,0.006032686,815104,1928.4670779705048,0.078125,0.874232292175293,4.8858747,476,1084.18916418,1417.95
399,-0.0021585072,19.600792,817152,0.0056630797,817152,1932.7686598300934,0.06621094,0.8728783428668976,4.884696,471,1085.6619179,1417.95
400,-0.0036547265,19.77272,819200,0.004567695,819200,1937.1145005226135,0.05571289,0.8785288855433464,4.886336,479,1085.76094735,1417.95
401,-0.0038195543,20.304096,821248,0.0051531424,821248,1941.387365579605,0.06518555,0.8784265294671059,4.8912916,479,1085.5737334399998,1417.95
402,-0.005020365,20.29633,823296,0.0061070444,823296,1945.6598830223083,0.079833984,0.8692983537912369,4.9041867,492,1096.8316732399999,1427.65
403,-0.0029431963,20.127682,825344,0.003734095,825344,1949.8216071128845,0.04248047,0.8826266378164291,4.9212294,483,1097.50322962,1427.65
404,-0.0018337859,20.103918,827392,0.0040244237,827392,1954.0535411834717,0.042529296,0.8844472393393517,4.9159155,490,1096.6366443,1427.65
405,-0.0020983396,20.03388,829440,0.0033924088,829440,1958.2317478656769,0.041015625,0.8770589083433151,4.910881,474,1110.3247748000001,1441.09
406,-0.0055132704,20.091389,831488,0.0037646808,831488,1962.55038523674,0.043115236,0.8872451707720757,4.9159575,493,1110.0118874200002,1441.09
407,-0.003997645,20.932343,833536,0.004389125,833536,1966.701255083084,0.04916992,0.8731694221496582,4.9227767,500,1110.36097096,1441.09
408,-0.0045259027,22.441292,835584,0.0037042678,835584,1970.794417142868,0.04160156,0.7286027669906616,4.925494,516,1121.31768586,1456.2
409,-0.004037733,15.3740635,837632,0.006458453,837632,1974.7614579200745,0.064941406,0.6276159286499023,4.936586,528,1115.95425157,1456.2
410,-0.0052238507,9.608519,839680,0.0029532525,839680,1978.635112285614,0.03125,0.9344191253185272,4.945124,531,1122.06630067,1464.6
411,-0.0029058103,20.283625,841728,0.0036407548,841728,1982.486819267273,0.04067383,0.8671020418405533,4.9446373,516,1135.5582511799998,1479.99
412,-0.0031281293,19.848705,843776,0.004889387,843776,1986.4497909545898,0.05683594,0.8660143464803696,4.9429636,490,1149.4532356599998,1495.53
413,-0.005259982,36.028206,845824,0.005201358,845824,1990.6268208026886,0.0668457,0.8337586224079132,4.9594603,515,1165.7240764100002,1510.95
414,-0.0017893693,33.71933,847872,0.0028009973,847872,1994.6014993190765,0.031445313,0.8670489490032196,4.9900756,500,1168.0599742800002,1513.48
415,-0.0013119122,19.448008,849920,0.005047177,849920,1998.6968958377838,0.06137695,0.8705456107854843,5.007776,487,1170.20941446,1513.48
416,-0.0028904756,19.279224,851968,0.001698489,851968,2002.9016053676605,0.016552735,0.9170423969626427,5.017019,533,1156.29396579,1498.63
417,-0.0029398524,19.50933,854016,0.003435875,854016,2006.7417154312134,0.038964845,0.8788429796695709,5.028644,495,1172.4132179499998,1515.2
418,-0.0004656693,19.301542,856064,0.0029785584,856064,2010.8721306324005,0.032666016,0.8677884489297867,5.0372324,499,1188.51087979,1531.87
419,-0.0069304667,20.622328,858112,0.0061858385,858112,2014.9722051620483,0.058300782,0.8651563823223114,5.0415516,522,1205.67819029,1549.98
420,-0.0020557882,21.748531,860160,0.003089243,860160,2018.8948249816895,0.031933594,0.724031925201416,5.0446725,544,1215.08241103,1564.29
421,-0.001850239,9.485865,862208,0.0017431844,862208,2022.655238866806,0.017578125,0.9543572440743446,5.050666,513,1215.7549730500002,1565.26
422,-0.00558157,19.711039,864256,0.006430614,864256,2026.6414153575897,0.08325195,0.8739756792783737,5.0606585,503,1217.82123682,1565.26
423,-0.006302529,20.189253,866304,0.006230235,866304,2030.708708524704,0.07705078,0.8691403269767761,5.078353,492,1234.2638263299998,1582.73
424,-0.00127382,33.432278,868352,0.002016669,868352,2034.87180685997,0.019873047,0.7587658017873764,5.0881376,555,1222.5773465400002,1568.37
425,-0.0043928004,12.717268,870400,0.005043183,870400,2038.558581352234,0.050927736,0.6911607980728149,5.0906177,539,1233.0277309100002,1583.9
426,-0.001670946,35.701637,872448,0.0014924946,872448,2042.3583629131317,0.012207031,0.8846990317106247,5.0912404,519,1216.69278845,1566.13
427,-0.0039572855,12.970034,874496,0.0034609393,874496,2046.2981276512146,0.038134765,0.9319909438490868,5.0792704,512,1202.13520496,1550.51
428,-0.0050208783,19.69955,876544,0.0044823806,876544,2050.2951941490173,0.053271484,0.8812505602836609,5.0697365,504,1202.34082299,1550.51
429,-0.0030892894,33.36961,878592,0.003189393,878592,2054.3537657260895,0.021972656,0.8348282277584076,5.067827,549,1186.92227644,1532.42
430,-0.003967044,12.576086,880640,0.0042035785,880640,2058.0824613571167,0.048193358,0.8923570141196251,5.0710325,534,1182.6121551,1532.42
431,-0.003424113,25.228405,882688,0.002361871,882688,2061.9146904945374,0.021582032,0.9176208823919296,5.0764146,497,1167.2728928899999,1516.97
432,-0.0024081746,19.83847,884736,0.0038890895,884736,2066.0283827781677,0.04345703,0.8854992911219597,5.0688653,494,1171.69004269,1516.97
433,-0.0025866304,19.979723,886784,0.0046528415,886784,2070.1714289188385,0.05805664,0.875605009496212,5.0526805,503,1171.98947966,1516.97
434,-0.000921124,19.915033,888832,0.002606822,888832,2074.2385334968567,0.025878906,0.8721141219139099,5.0516596,510,1172.97703044,1516.97
435,-0.007469046,5.341819,890880,0.0042217057,890880,2078.252039670944,0.04477539,0.9753221739083529,5.065667,526,1156.4878119399998,1501.36
436,-0.006442149,19.919096,892928,0.00887866,892928,2082.1455359458923,0.10874023,0.8645722568035126,5.0741835,496,1155.8759936899999,1501.36
437,-0.0036496774,35.91285,894976,0.002645682,894976,2086.273427963257,0.030273438,0.8103094547986984,5.0704026,554,1132.0287629800002,1472.2
438,-0.0027913018,20.293034,897024,0.0031704898,897024,2089.9693121910095,0.03149414,0.8868399187922478,5.058614,506,1136.6817650500002,1472.2
439,-0.0029658016,20.792233,899072,0.00365884,899072,2094.0130331516266,0.038476564,0.8865932002663612,5.051175,518,1136.41260351,1472.2
440,-0.0021365942,21.103535,901120,0.0024913761,901120,2097.964019060135,0.026171874,0.8863408267498016,5.038132,519,1136.53707896,1472.2
441,-0.005779564,20.028744,903168,0.003585659,903168,2101.9051229953766,0.04033203,0.894464485347271,5.040568,518,1135.5366373,1472.2
442,-0.0024271447,20.76323,905216,0.0032404412,905216,2105.855507850647,0.03540039,0.895224817097187,5.052453,522,1139.6317727399999,1472.2
443,-0.00482493,26.906168,907264,0.002170567,907264,2109.7776396274567,0.022265624,0.7615442425012589,5.0594473,564,1093.27583269,1408.92
444,-0.0011528294,19.923311,909312,0.0025101805,909312,2113.403502702713,0.0234375,0.8766033947467804,5.066732,506,1108.94952757,1424.21
445,-0.0031679883,10.344559,911360,0.0019656562,911360,2117.449202299118,0.019042969,0.9111251980066299,5.065852,570,1094.07301671,1409.12
446,-0.00256558,23.964912,913408,0.0020379224,913408,2121.037054538727,0.021582032,0.7545309066772461,5.0630026,573,1086.49782363,1404.43
447,-0.005066847,20.13263,915456,0.005323586,915456,2124.60959982872,0.06479492,0.8899547979235649,5.0585046,519,1102.2019028000002,1421.05
448,-0.0072694654,3.9850287,917504,0.007524796,917504,2128.553777694702,0.080517575,0.9817075859755278,5.0350575,526,1102.91851455,1422.22
449,-0.004968216,20.783392,919552,0.0049144486,919552,2132.447242498398,0.055761717,0.48772066831588745,5.010188,553,1101.87863537,1422.22
450,-0.0042173592,24.181194,921600,0.0048768194,921600,2136.147216320038,0.026757812,0.9096800833940506,5.0176673,542,1113.37126825,1439.71
451,-0.0032946721,21.73235,923648,0.0035119045,923648,2139.9249453544617,0.039111327,0.8292235434055328,5.023323,535,1125.5982322599998,1450.92
452,-0.0014110559,11.212344,925696,0.003345443,925696,2143.7530534267426,0.03388672,0.9294380322098732,5.024464,531,1121.16037383,1450.92
453,-0.002815139,20.37226,927744,0.004189453,927744,2147.6061058044434,0.05,0.8889186754822731,5.022045,535,1135.9338738699998,1465.98
454,-0.0048248344,20.682718,929792,0.005099075,929792,2151.4330146312714,0.058203124,0.8379331231117249,5.018233,538,1150.50165105,1481.24
455,-0.0058248728,20.288277,931840,0.005044182,931840,2155.238904953003,0.060009766,0.8628252148628235,5.0173845,537,1146.5757357,1481.24
456,-0.0033663574,24.096928,933888,0.0036070608,933888,2159.0478768348694,0.037890624,0.8888426199555397,5.01952,541,1128.6547988,1463.17
457,-0.0023272582,17.44431,935936,0.0036202963,935936,2162.8303565979004,0.0390625,0.8583590686321259,5.024192,570,1128.9903345399998,1463.07
458,-0.005514945,29.160034,937984,0.0057853563,937984,2166.4228162765503,0.07241211,0.8752403408288956,5.0308213,527,1129.77140917,1464.23
459,-0.0059542567,5.1036787,940032,0.0026888708,940032,2170.307297706604,0.0234375,0.9773513823747635,5.035718,536,1128.74786602,1462.67
460,-0.0025953013,19.753263,942080,0.0024237891,942080,2174.12264585495,0.022998046,0.80393947660923,5.02855,562,1143.27445487,1478.03
461,-0.0052810116,20.223469,944128,0.006229249,944128,2177.7609136104584,0.079882815,0.8673835694789886,5.0375834,517,1139.4737651799999,1478.03
462,-0.0050937897,30.11549,946176,0.0035410635,946176,2181.7185049057007,0.044140626,0.8773506730794907,5.055318,555,1113.55794553,1447.39
463,-0.0015774602,19.633015,948224,0.0030469405,948224,2185.407124042511,0.032714844,0.8911939561367035,5.066186,515,1113.1253600999999,1447.39
464,-0.0047878413,18.855974,950272,0.004838881,950272,2189.3787343502045,0.058398437,0.8951680213212967,5.0576444,508,1125.2021832699998,1458.94
465,-0.0036233005,19.88673,952320,0.005558639,952320,2193.408082962036,0.06982422,0.8806019797921181,5.052503,526,1124.27155411,1458.94
466,-0.0022011925,20.570292,954368,0.0036328684,954368,2197.29629945755,0.041748047,0.8946298435330391,5.053346,530,1122.7620956800001,1458.94
467,-0.0028448494,19.397268,956416,0.0032720398,956416,2201.154510974884,0.035742186,0.8754473328590393,5.0543747,509,1137.50064366,1474.87
468,-0.003920191,19.640993,958464,0.006727066,958464,2205.176856279373,0.08227539,0.8854573518037796,5.0460567,519,1153.2144994799999,1490.24
469,-0.0013873134,20.110851,960512,0.0026451342,960512,2209.116034269333,0.027832031,0.8800339698791504,5.030646,521,1167.59354138,1504.08
470,-0.0043019606,20.014482,962560,0.004205026,962560,2213.0456647872925,0.047851562,0.8816969022154808,5.032017,524,1181.83399932,1517.87
471,-0.0032927976,20.07893,964608,0.0027019363,964608,2216.950221300125,0.024023438,0.8827594891190529,5.032413,522,1180.8583553899998,1517.87
472,-0.003641172,20.226154,966656,0.006151291,966656,2220.86870265007,0.08242188,0.8718875199556351,5.019264,521,1180.5045992700002,1517.87
473,-0.0016318776,20.915752,968704,0.0025243203,968704,2224.799923181534,0.020703126,0.8668017983436584,5.00783,545,1178.50346699,1517.87
474,-0.0044263205,14.407625,970752,0.0059174453,970752,2228.5513672828674,0.058886718,0.7557239979505539,5.0102887,567,1173.30048529,1517.87
475,-0.0012157958,19.98178,972800,0.0021928241,972800,2232.1578092575073,0.018554688,0.8729566782712936,5.0131664,524,1172.62209015,1517.87
476,-0.0053465543,19.862362,974848,0.009012964,974848,2236.062091588974,0.09057617,0.8953416347503662,5.009811,523,1172.3150536399999,1517.87
477,-0.0023409568,13.056967,976896,0.008159892,976896,2239.977740049362,0.073632814,0.7141629457473755,5.010503,568,1166.67032473,1517.87
478,-0.0048961802,20.105316,978944,0.0062418254,978944,2243.5825231075287,0.076416016,0.8757653459906578,5.0249257,531,1166.1734027399998,1517.87
479,-0.004202991,21.311207,980992,0.0033662461,980992,2247.4373795986176,0.03671875,0.7991052120923996,5.033948,550,1162.4321543199999,1517.87
480,-0.005111201,19.766685,983040,0.004799886,983040,2251.1591715812683,0.057861328,0.8660026043653488,5.0324855,512,1163.0246747899998,1517.87
481,-0.0013493372,20.008442,985088,0.0032960232,985088,2255.159567117691,0.03515625,0.8467952609062195,5.029561,510,1163.74590954,1517.87
482,-0.0023183143,24.147776,987136,0.002160527,987136,2259.1737530231476,0.022509765,0.9040955230593681,5.037326,519,1159.04542598,1502.56
483,-0.0010883438,20.379253,989184,0.0020570927,989184,2263.119570493698,0.018896485,0.8559983372688293,5.047142,510,1168.96371033,1509.5
484,-0.003206751,20.111713,991232,0.0042798845,991232,2267.129640817642,0.043798827,0.8851143941283226,5.0419593,530,1170.2756208199999,1509.5
485,-0.0032782566,20.345026,993280,0.005559847,993280,2270.990154504776,0.06782226,0.8765119314193726,5.046706,526,1171.5909453,1509.5
486,-0.0012072129,20.090921,995328,0.0024713953,995328,2274.883952856064,0.02475586,0.8758313730359077,5.0658503,522,1170.96798416,1509.5
487,-0.0062672608,21.546831,997376,0.004977835,997376,2278.804788827896,0.06113281,0.861667811870575,5.0866537,518,1184.57238568,1523.82
488,-0.0074429326,15.582852,999424,0.005724649,999424,2282.754551887512,0.06796875,0.9070552289485931,5.1006093,538,1183.42083749,1523.82
