n_updates,policy_loss,value_loss,total_timesteps,approxkl,serial_timesteps,time_elapsed,ep_len_mean,clipfrac,explained_variance,ep_reward_mean,policy_entropy,fps
1,-0.0026954473,37.58869,2048,0.0063954853,2048,2.1457672119140625e-06,255.75,0.076123044,0.4827841520309448,93.97974837499999,3.0697942,426
2,-0.002765996,21.095234,4096,0.0036632977,4096,4.802632093429565,281.0,0.03959961,0.7953955680131912,105.90984076923077,3.0729382,477
3,-0.0055410997,12.365189,6144,0.0046227253,6144,9.096792459487915,407.2857142857143,0.055761717,0.7485023736953735,204.86024828571428,3.0772448,472
4,-0.00091527903,24.70119,8192,0.0031064698,8192,13.43295168876648,384.95238095238096,0.03569336,0.6954489350318909,187.10975533333334,3.0876806,487
5,-0.004357814,19.745295,10240,0.005201087,10240,17.632200479507446,368.6296296296296,0.059765626,0.7505284994840622,174.70322129629628,3.108851,464
6,-0.0035057105,19.220032,12288,0.0048577343,12288,22.038843154907227,355.61764705882354,0.04536133,0.7574127465486526,163.77947061764706,3.118292,455
7,-0.0009176804,13.874135,14336,0.004351699,14336,26.53284192085266,404.0,0.04790039,0.6106778085231781,195.00260742857142,3.113439,442
8,-0.0044190367,11.858202,16384,0.0041216137,16384,31.15870213508606,398.25,0.04033203,0.8653055727481842,189.61499022499999,3.1073036,470
9,-0.003318026,16.569729,18432,0.004011099,18432,35.514071226119995,433.92857142857144,0.044921875,0.7539739012718201,212.5113513095238,3.1173177,444
10,-0.0034704513,19.864162,20480,0.0027830584,20480,40.12229132652283,421.125,0.028857421,0.6799162030220032,202.70112431249996,3.1252909,457
11,-0.0021152296,2.954702,22528,0.0046490915,22528,44.60194706916809,418.85714285714283,0.05234375,0.9399563185870647,200.976006755102,3.1223176,460
12,-0.0029633758,25.999111,24576,0.0045388807,24576,49.05377006530762,437.73214285714283,0.047558594,0.6117572784423828,214.9300044642857,3.1184077,464
13,-0.0066236914,13.627396,26624,0.00435236,26624,53.467997550964355,426.6774193548387,0.045166016,0.8093118369579315,207.03071548387095,3.1091046,458
14,-0.0037896498,7.8724923,28672,0.004410225,28672,57.93708038330078,424.25,0.051953126,0.9249938204884529,205.657866234375,3.098874,449
15,-0.0041473145,24.840824,30720,0.0033205398,30720,62.492650270462036,440.81159420289856,0.03754883,0.7545850723981857,216.80279420289855,3.0990765,448
16,-0.004454609,8.66092,32768,0.003059232,32768,67.05993628501892,438.11267605633805,0.031396486,0.9143286719918251,214.84420736619717,3.1088953,459
17,-0.0069521777,13.318171,34816,0.005075948,34816,71.51997542381287,458.5890410958904,0.057861328,0.8631668388843536,228.69598286301368,3.1093037,456
18,-0.0013768201,16.492085,36864,0.0028262497,36864,76.00717186927795,477.53333333333336,0.031152343,0.7942413538694382,242.10879317333334,3.109453,441
19,-0.0015767061,8.788594,38912,0.004207889,38912,80.64313125610352,498.2105263157895,0.050341796,0.8724858462810516,256.32863226315794,3.114882,453
20,-0.0025945143,22.489424,40960,0.0022141284,40960,85.16296100616455,515.8354430379746,0.019677734,0.810818612575531,268.2951155949367,3.125299,466
21,-0.0040402277,15.746153,43008,0.002680379,43008,89.55594682693481,512.6341463414634,0.024804687,0.8329972177743912,265.68109130487807,3.1345356,450
22,-0.00033568768,15.122264,45056,0.0025322908,45056,94.10393285751343,526.435294117647,0.027246093,0.8483306616544724,274.8714194941177,3.1324716,476
23,-0.0042071533,17.71912,47104,0.0018699011,47104,98.40157127380371,518.8444444444444,0.021044921,0.6927646696567535,269.0115374777778,3.1349847,469
24,-0.0007199058,20.613167,49152,0.0027851642,49152,102.76405191421509,512.8631578947368,0.029589843,0.6050538122653961,263.7584481263158,3.142829,452
25,-0.0035884646,21.69436,51200,0.005106928,51200,107.28781318664551,508.78,0.05078125,0.7779723107814789,260.29463930000003,3.1297507,455
26,-0.0037949376,15.089706,53248,0.0037535988,53248,111.8004834651947,513.36,0.03955078,0.7311463952064514,262.47188249000004,3.1278076,471
27,-0.004412448,17.889172,55296,0.0039222105,55296,116.1490216255188,518.85,0.038476564,0.8495494723320007,265.0206091,3.1301942,470
28,-0.009609137,8.430142,57344,0.0051127886,57344,120.5016131401062,534.85,0.061035156,0.9415722601115704,276.75677588,3.135345,450
29,-0.0041093854,10.802921,59392,0.0055724913,59392,125.04387307167053,534.85,0.068310544,0.8248309195041656,274.98087814,3.1442325,465
30,-0.0018991211,8.888442,61440,0.0046009617,61440,129.44169521331787,550.65,0.053857423,0.902156189084053,286.82683099,3.1390634,456
31,-0.00513322,4.3830476,63488,0.003365875,63488,133.92516207695007,550.72,0.03881836,0.9538051933050156,286.74850295,3.1361804,457
32,-0.0025931348,17.038,65536,0.0077821054,65536,138.40413689613342,567.86,0.08266602,0.859041765332222,298.72740268,3.1321557,463
33,-0.0022220232,8.749487,67584,0.0040549343,67584,142.82381916046143,584.85,0.04511719,0.8894819393754005,310.06995092,3.1234381,440
34,-0.003683292,23.353342,69632,0.003745135,69632,147.47551441192627,602.89,0.04086914,0.748930037021637,320.82766656,3.1215134,454
35,-0.002358589,11.429552,71680,0.0035098721,71680,151.9824240207672,620.25,0.038134765,0.8352095484733582,331.89120141,3.1355968,444
36,-0.006079497,13.363154,73728,0.0043354575,73728,156.59447693824768,637.61,0.0515625,0.9000962302088737,343.3009402,3.1355882,457
37,-0.0069291233,19.841434,75776,0.0069591654,75776,161.07144904136658,639.38,0.07714844,0.43998485803604126,343.36715315999993,3.125793,471
38,-0.0022816623,7.514346,77824,0.0022352175,77824,165.4175524711609,622.32,0.021435548,0.9308506175875664,331.88969486,3.1116002,438
39,-0.0010078729,14.177183,79872,0.003631162,79872,170.09075951576233,638.74,0.041992188,0.9018320217728615,342.23787927000006,3.1062346,435
40,0.0004525041,11.859999,81920,0.006327613,81920,174.7986354827881,655.01,0.07148437,0.6945350468158722,351.95560487,3.106267,420
41,-0.0020780743,5.9586287,83968,0.0027551956,83968,179.66654229164124,668.84,0.031054687,0.9243685603141785,361.76106072999994,3.1105099,440
42,-0.0037355137,9.414631,86016,0.005629815,86016,184.32177901268005,668.84,0.064941406,0.833623543381691,360.8850063199999,3.1185262,422
43,-0.0037875555,10.066673,88064,0.003238232,88064,189.17305660247803,686.87,0.034716796,0.8074003010988235,373.1149169899999,3.121222,470
44,-0.0016681211,11.262212,90112,0.0037251324,90112,193.5264027118683,704.05,0.039697267,0.9049714431166649,385.33512111,3.11632,450
45,-0.0046218345,8.895952,92160,0.004884866,92160,198.07548666000366,721.03,0.058447264,0.876344121992588,397.0905127,3.1108522,457
46,-0.004525484,15.199742,94208,0.0057661445,94208,202.5512204170227,741.87,0.06967773,0.7508175820112228,410.31624477,3.109825,438
47,-0.0025829806,11.420966,96256,0.0033685253,96256,207.22047972679138,734.52,0.03769531,0.9116319045424461,403.57067369000004,3.1212277,466
48,-0.0022179345,7.880864,98304,0.0030431955,98304,211.60716009140015,734.47,0.030712891,0.9398881904780865,403.10189271999997,3.1293693,436
49,-0.0024747676,24.39993,100352,0.002808417,100352,216.29998993873596,751.35,0.030126953,0.7872738242149353,413.40751815000004,3.1239011,426
