fps,ep_reward_mean,approxkl,serial_timesteps,policy_loss,value_loss,clipfrac,total_timesteps,n_updates,time_elapsed,policy_entropy,ep_len_mean,explained_variance
412,1971.91079203,0.0011632083,331776,-0.0010086565,19.799788,0.011328125,331776,162,805.4356002807617,6.846897,1986.39,0.028499245643615723
408,1971.93824877,0.0006607425,333824,-0.0010383863,20.20534,0.0046875,333824,163,810.4001922607422,6.849244,1986.39,-0.0003243684768676758
425,1971.85873369,0.00015641215,335872,2.0938047e-05,20.164331,0.00034179687,335872,164,815.419356584549,6.8532267,1986.39,-0.003852367401123047
443,1971.8609565099998,0.0014420568,337920,-0.002018145,19.820072,0.014941406,337920,165,820.2283322811127,6.859105,1986.39,0.020288825035095215
417,1971.82909237,0.00094520906,339968,-0.0001957945,20.023266,0.007470703,339968,166,824.8513476848602,6.870299,1986.39,0.005851864814758301
428,1971.8354366199999,0.002123276,342016,-0.003758186,19.882404,0.017529298,342016,167,829.7581577301025,6.8666887,1986.39,0.02300238609313965
421,1971.8564176700002,0.0008804472,344064,-0.00051293074,19.912827,0.0053222654,344064,168,834.5430331230164,6.859646,1986.39,0.01649606227874756
448,1973.9588811,0.0020167166,346112,-0.0021336004,31.801844,0.023632813,346112,169,839.4046485424042,6.862686,1988.81,0.8017005622386932
429,1974.0261817800001,0.0021626265,348160,-0.0012345159,20.239208,0.023632813,348160,170,843.9743740558624,6.8696694,1988.81,-0.009508490562438965
433,1974.06709432,0.0023839576,350208,-0.0010849583,20.057323,0.028173828,350208,171,848.7447917461395,6.867592,1988.81,0.012742578983306885
434,1974.15073707,0.0024303119,352256,-0.0017643597,20.173033,0.029296875,352256,172,853.464607000351,6.8735795,1988.81,0.0009485483169555664
437,1974.21784924,0.0026252945,354304,-0.0013664728,20.082829,0.029589843,354304,173,858.1776919364929,6.8737197,1988.81,0.01020723581314087
426,1974.2531386500004,0.0020523476,356352,-0.000825647,20.302286,0.02109375,356352,174,862.8622739315033,6.862426,1988.81,-0.002507328987121582
413,1974.0313402100003,0.0008777467,358400,-0.0005594671,14.707796,0.0053222654,358400,175,867.6662862300873,6.8564005,1988.95,0.8712161928415298
432,1974.0699068800002,0.0036105555,360448,-0.0016409205,20.288776,0.042382814,360448,176,872.6245496273041,6.855877,1988.95,-0.0035125017166137695
409,1974.12937277,0.0004943177,362496,0.00015574758,20.21915,0.0032226562,362496,177,877.3615250587463,6.8618264,1988.95,0.0016324520111083984
411,1974.09947951,0.0023649007,364544,-0.0018786155,20.189358,0.02470703,364544,178,882.3659625053406,6.8678274,1988.95,0.0012888908386230469
423,1974.0776407800004,0.0032981192,366592,-0.0032785411,20.264202,0.036328126,366592,179,887.3407235145569,6.8785377,1988.95,-0.011761784553527832
425,1974.1073724100002,0.005254781,368640,-0.001492568,20.102253,0.0640625,368640,180,892.179351568222,6.8847528,1988.95,0.005390524864196777
431,1974.1654054500002,0.001600313,370688,-0.0010510717,19.783846,0.014550781,370688,181,896.9927551746368,6.8890734,1988.95,0.0251886248588562
453,1974.1128024500003,0.0034472917,372736,-0.0010813981,20.335344,0.039208986,372736,182,901.7353873252869,6.894843,1988.95,-0.02203202247619629
