total_timesteps,n_updates,fps,explained_variance,clipfrac,value_loss,serial_timesteps,policy_loss,ep_len_mean,time_elapsed,approxkl,ep_reward_mean,policy_entropy
2048,1,560,-0.022021889686584473,0.055126954,4.1548667,2048,-0.0052847536,490.0,2.6226043701171875e-06,0.0047103614,89.5081685,1.4134564
4096,2,619,-0.44692349433898926,0.006591797,5.327323,4096,-0.0012691533,448.77777777777777,3.657362699508667,0.0011492594,88.62793711111111,1.4202572
6144,3,576,-0.1897519826889038,0.027392577,4.1687727,6144,-0.0039231037,360.3529411764706,6.961354970932007,0.0027610394,71.1467304117647,1.4218447
8192,4,586,-0.4027520418167114,0.029492188,5.3256216,8192,-0.0025560837,325.28,10.51189637184143,0.0032346607,66.17248496,1.4148132
10240,5,578,0.19297575950622559,0.058154296,3.9051728,10240,-0.004404248,297.7352941176471,14.004741668701172,0.0049023097,60.601140117647056,1.4191275
12288,6,595,0.37671083211898804,0.024072265,3.2427745,12288,-0.0022104192,265.2826086956522,17.54298210144043,0.0025942,54.197582760869565,1.4319422
14336,7,605,0.5721804201602936,0.051611327,2.7760875,14336,-0.005939995,240.8135593220339,20.982561349868774,0.004340434,49.214220169491526,1.4441148
16384,8,596,0.6759230494499207,0.037060548,2.422398,16384,-0.0023208004,225.51388888888889,24.366283893585205,0.00419497,46.29039238888889,1.4461553
18432,9,591,0.7884913235902786,0.03022461,1.963095,18432,-0.0023899574,215.25882352941176,27.8011372089386,0.0029019993,44.241993858823534,1.4472964
20480,10,588,0.8379006385803223,0.05546875,1.9024951,20480,-0.005328392,210.55670103092783,31.263670206069946,0.004679446,43.44227621649485,1.4571728
22528,11,591,0.6173149049282074,0.037597656,3.4117723,22528,-0.0054058144,204.71,34.741469383239746,0.003209052,43.156308429999996,1.4590354
24576,12,616,0.7762065231800079,0.05258789,2.6876826,24576,-0.003065771,198.29,38.20628833770752,0.0043368656,42.09983434000001,1.4536011
26624,13,579,0.6271134316921234,0.034277342,3.7112064,26624,-0.0031972732,200.45,41.52940368652344,0.0035478412,43.22684008,1.4459488
28672,14,579,0.6323290765285492,0.030908203,4.559273,28672,-0.0018690731,205.38,45.06444787979126,0.0032223642,44.61090722,1.4300773
30720,15,607,0.325628399848938,0.055761717,4.3056116,30720,-0.0029609986,222.58,48.599828481674194,0.004869055,49.385854339999995,1.4272559
32768,16,591,0.4919467568397522,0.03540039,4.453197,32768,-0.002798768,237.0,51.97227501869202,0.003203507,53.11383301,1.440573
34816,17,616,0.3209391236305237,0.06611328,3.3267555,34816,-0.0029204783,255.0,55.43536114692688,0.005304138,57.65036327,1.4438074
36864,18,622,0.39574187994003296,0.025878906,2.586046,36864,-0.0007826062,273.1,58.756263732910156,0.002710475,61.881211130000004,1.4341302
38912,19,624,0.4069553017616272,0.03730469,2.6181784,38912,-0.003929031,289.48,62.04838252067566,0.0036308002,65.75363472999999,1.415714
40960,20,607,0.46034902334213257,0.031689454,2.4292917,40960,-0.00046284654,308.2,65.33046197891235,0.0032051585,70.46933485000001,1.394792
43008,21,602,0.3675861358642578,0.04057617,2.2351644,43008,-0.000114922994,325.85,68.70339345932007,0.0037083677,74.79352019,1.3845861
45056,22,571,0.37355566024780273,0.03100586,2.657046,45056,-0.0001566528,344.64,72.10279655456543,0.0032603717,79.87898384,1.3790795
47104,23,588,0.40673404932022095,0.04091797,2.5240622,47104,-0.0017073505,363.75,75.6868884563446,0.0037331912,84.92161204,1.383889
49152,24,603,0.26515716314315796,0.045214843,2.5738854,49152,-0.0022997956,382.26,79.16737127304077,0.0040537165,89.74897572,1.375949
51200,25,602,0.27201199531555176,0.038134765,2.35148,51200,-0.0008619949,401.31,82.5617356300354,0.0035927054,94.91264360999999,1.3651353
53248,26,593,0.05038750171661377,0.048193358,2.3107455,53248,-0.0010644447,419.5,85.97569632530212,0.0041546365,100.14411822999999,1.3586491
55296,27,599,0.361064076423645,0.041894533,2.180363,55296,-0.001678836,438.13,89.42556571960449,0.0037092634,105.18807226999998,1.3546779
57344,28,584,0.47994744777679443,0.04169922,2.3726668,57344,-0.0026738136,462.93,92.84315919876099,0.003679519,112.51571291,1.3477075
