policy_loss,value_loss,explained_variance,time_elapsed,clipfrac,approxkl,policy_entropy,fps,n_updates,total_timesteps,serial_timesteps,ep_reward_mean,ep_len_mean
-0.0052308156,14.045158,0.8766284063458443,186.47478818893433,0.032470703,0.0031739224,2.4269803,477,44,90112,90112,192.29146402000003,414.85
-0.0033007246,11.747825,0.8623974174261093,190.76358008384705,0.02475586,0.0024614895,2.4272714,477,45,92160,92160,203.50330363,432.0
-0.002624244,11.718971,0.7830535024404526,195.049973487854,0.021533202,0.0024705494,2.4158318,488,46,94208,94208,215.49495651,449.96
-0.0049893335,14.26781,0.8388190418481827,199.24488711357117,0.03178711,0.003036227,2.4085047,472,47,96256,96256,229.77564922000005,472.31
-0.0020077878,5.975477,0.8795108869671822,203.57798027992249,0.031835936,0.0029341194,2.4071672,491,48,98304,98304,239.64163927,487.38
-0.003292956,7.841868,0.9228472262620926,207.74492645263672,0.03691406,0.003512431,2.4182992,494,49,100352,100352,243.09718536,492.41
-0.0022437188,9.87898,0.7923511862754822,211.89089608192444,0.047705077,0.004071467,2.4295545,475,50,102400,102400,255.50502194,512.29
-0.0042772884,13.2382555,0.83009372651577,216.2021780014038,0.04272461,0.0040879897,2.4339097,435,51,104448,104448,267.54364678,530.51
-0.0021723127,20.756287,0.7802314460277557,220.9016237258911,0.037841797,0.0032038954,2.4368086,446,52,106496,106496,267.86747214,531.18
-0.0034090714,13.871297,0.8652951121330261,225.49233412742615,0.0203125,0.0022244467,2.4350553,474,53,108544,108544,279.81364073000003,549.01
-0.0072679287,22.430958,0.3983694314956665,229.80935049057007,0.045947265,0.003907892,2.4392238,499,54,110592,110592,280.2485697,548.24
-0.010157784,12.343248,0.8590593039989471,233.90778636932373,0.1081543,0.011633799,2.4451692,468,55,112640,112640,292.19255325000006,567.15
-0.0032696065,4.8728004,0.9272145181894302,238.2832179069519,0.027294923,0.0027348646,2.4423954,452,56,114688,114688,294.17260654000006,570.76
-0.0031733413,9.646904,0.8056054711341858,242.80934071540833,0.049316406,0.0040047755,2.4354758,485,57,116736,116736,306.42018731,588.7
-0.0021766336,16.636349,0.7673335075378418,247.02615427970886,0.043896485,0.004190763,2.441132,471,58,118784,118784,322.14830028000006,612.07
-0.0033462555,11.440081,0.8975506499409676,251.3693175315857,0.0328125,0.0028432515,2.4558241,481,59,120832,120832,325.7018087,619.35
-0.0033655292,9.439772,0.848334863781929,255.61901760101318,0.043115236,0.0038179613,2.4648356,468,60,122880,122880,338.24379294,637.4
-0.005383713,3.9391758,0.9357971325516701,259.991690158844,0.04511719,0.0040506367,2.460482,474,61,124928,124928,346.21088096000005,651.28
-0.005031153,17.647232,0.797314003109932,264.312064409256,0.06298828,0.0062523773,2.4456577,484,62,126976,126976,360.40233364000005,672.7
-0.003515814,7.229071,0.9227157682180405,268.53744864463806,0.03237305,0.0029978086,2.434593,491,63,129024,129024,372.29879079000006,690.64
-0.00150504,18.15561,0.8083529323339462,272.7042541503906,0.047021486,0.0040451484,2.4300942,478,64,131072,131072,370.31460572,689.74
-0.004134935,11.837576,0.8117995709180832,276.98924112319946,0.035205077,0.0033996187,2.429174,472,65,133120,133120,382.40056155999997,708.36
-0.006359103,18.766651,0.8589921593666077,281.32653617858887,0.06503906,0.006485621,2.4181275,486,66,135168,135168,375.70328238999997,697.18
-0.0026460488,12.255655,0.7451536059379578,285.5391173362732,0.042675782,0.0035046912,2.4041922,439,67,137216,137216,387.91280863999987,715.16
-0.003645419,11.203993,0.7520845979452133,290.19976472854614,0.05986328,0.0050303424,2.3980286,472,68,139264,139264,399.84960202999997,733.2
-0.00092650286,10.72154,0.7801831811666489,294.5316286087036,0.042333983,0.0036830357,2.3973684,477,69,141312,141312,411.9170777999999,751.22
-0.004008814,8.282846,0.8207593709230423,298.8219909667969,0.053857423,0.004391187,2.4024427,470,70,143360,143360,424.15531237000005,769.27
-0.0036527019,10.515026,0.7659116238355637,303.17653727531433,0.058691405,0.0047141844,2.4056675,463,71,145408,145408,425.02261589999995,769.27
-0.005314879,11.494295,0.7785145938396454,307.5989429950714,0.06352539,0.005293932,2.4035394,474,72,147456,147456,436.8124942699999,786.96
-0.0018582946,9.595875,0.8236606270074844,311.9137029647827,0.05131836,0.00419617,2.4117227,492,73,149504,149504,448.78525483,804.59
-0.0037957884,9.105029,0.8146516680717468,316.071138381958,0.09023438,0.007939794,2.4275994,458,74,151552,151552,454.28412969,812.99
-0.004597155,11.541569,0.8032371699810028,320.53496646881104,0.057714842,0.0047847903,2.4424844,490,75,153600,153600,466.92872203999997,831.14
-0.0037289397,9.121045,0.8256832510232925,324.71317744255066,0.064404294,0.005422132,2.4419405,480,76,155648,155648,479.5648994,849.16
-0.006313821,17.164646,0.825769379734993,328.9793152809143,0.061621092,0.0060336343,2.4389324,472,77,157696,157696,488.14954012999993,862.79
-0.00055839657,12.070021,0.7558721452951431,333.31390261650085,0.054296874,0.004594672,2.4465978,482,78,159744,159744,500.79510146,880.79
-0.003571742,16.634361,0.8330287039279938,337.5598509311676,0.03857422,0.003493384,2.4444048,472,79,161792,161792,513.9656850399999,898.87
-0.00370063,10.140755,0.8407149016857147,341.89577651023865,0.03803711,0.003486036,2.436607,500,80,163840,163840,526.21412878,916.84
-0.0011016747,8.377761,0.8618426322937012,345.98575830459595,0.036230467,0.003408248,2.4268057,485,81,165888,165888,538.33171187,934.46
-0.0038602364,11.089039,0.7864960581064224,350.2065634727478,0.03515625,0.0034580068,2.413791,506,82,167936,167936,551.2109273,952.81
-0.003512301,11.145289,0.735574334859848,354.25350284576416,0.059765626,0.0053466903,2.4161713,478,83,169984,169984,563.8359447799999,970.65
-0.0024986041,8.806025,0.8449759185314178,358.52989435195923,0.060546875,0.0049985237,2.4249086,474,84,172032,172032,577.0540028099999,988.39
-0.004417384,10.683355,0.7453520596027374,362.84544134140015,0.0625,0.0055285534,2.423686,475,85,174080,174080,587.69698512,1003.85
-0.0013852032,12.636759,0.762846365571022,367.15303111076355,0.036376953,0.0033025586,2.4226453,472,86,176128,176128,599.07119131,1018.42
-0.0021070107,8.797248,0.8584457784891129,371.490154504776,0.052001953,0.004329606,2.4147577,474,87,178176,178176,599.1850011299999,1018.42
-0.0017335601,8.504217,0.8467739224433899,375.8103070259094,0.060791016,0.005051409,2.415967,472,88,180224,180224,611.6245314,1036.47
-0.0041770656,14.033391,0.8370655328035355,380.14281582832336,0.0421875,0.0038118325,2.4170241,485,89,182272,182272,620.13757595,1049.29
-0.005505472,9.78858,0.8191597908735275,384.3649003505707,0.059033204,0.0051439386,2.4298918,482,90,184320,184320,632.76439449,1067.13
-0.006074448,18.715796,0.708980143070221,388.6083197593689,0.07729492,0.006491299,2.446574,463,91,186368,186368,645.6851472000001,1085.51
-0.0024332847,8.296089,0.8264204561710358,393.02742981910706,0.0340332,0.0029905823,2.4638517,469,92,188416,188416,655.1759444099999,1099.22
-0.0038591758,10.471284,0.7243953347206116,397.3919253349304,0.0987793,0.009102253,2.467059,476,93,190464,190464,654.15863769,1099.22
-0.0020359107,13.460083,0.8093876987695694,401.6901285648346,0.0362793,0.0032391027,2.4706268,492,94,192512,192512,663.3577746000001,1112.08
-0.003434617,9.118774,0.8379490375518799,405.851952791214,0.04638672,0.004827299,2.4728646,466,95,194560,194560,675.8401631600001,1129.77
-0.004298985,12.064009,0.683489203453064,410.24010944366455,0.037597656,0.0034984339,2.4725065,471,96,196608,196608,687.6163003300001,1147.61
-0.0050795497,25.546019,0.6863718926906586,414.5879716873169,0.04863281,0.004001092,2.4993925,469,97,198656,198656,700.3773679099999,1165.15
-0.004319797,9.209204,0.8382819890975952,418.946172952652,0.053613283,0.004673424,2.5286713,477,98,200704,200704,713.2986469399999,1182.9
-0.00058603106,10.9577875,0.787449985742569,423.2352213859558,0.01845703,0.0019773867,2.53781,462,99,202752,202752,724.4260998599998,1198.19
-0.0031275514,10.50776,0.797815352678299,427.6606934070587,0.04736328,0.0041159755,2.5353894,495,100,204800,204800,736.72991896,1216.2
-0.0026470802,13.311235,0.6870512366294861,431.7999792098999,0.032568358,0.003307939,2.5278974,485,101,206848,206848,749.00924266,1233.89
-0.004269412,6.68352,0.8689426779747009,436.01773738861084,0.039208986,0.0035236187,2.5215538,491,102,208896,208896,761.3057974700001,1251.42
-0.003427995,20.501202,0.793244943022728,440.1821575164795,0.035498045,0.0031648693,2.5200365,484,103,210944,210944,762.8934474499999,1253.67
-0.0039069783,15.982681,0.7979020923376083,444.409015417099,0.037890624,0.003487985,2.5246248,467,104,212992,212992,754.87690579,1239.4
-0.0024316756,15.854062,0.7815691530704498,448.7949824333191,0.0359375,0.0033715467,2.5322392,484,105,215040,215040,766.1314046399999,1255.44
-0.0032937333,12.927623,0.7027338445186615,453.0263659954071,0.03671875,0.0035811034,2.5331197,465,106,217088,217088,768.51132174,1258.52
-0.0029071933,22.699081,0.7435692846775055,457.4240291118622,0.041064452,0.0035019661,2.5370703,436,107,219136,219136,754.97823069,1237.97
-0.0058093322,14.291133,0.782682254910469,462.12089800834656,0.054052733,0.0044644955,2.5565364,456,108,221184,221184,745.42476109,1222.6
-0.0059355656,5.6339626,0.8811087310314178,466.60414004325867,0.05810547,0.005014116,2.570916,468,109,223232,223232,749.1624832599998,1228.7
-0.0030090509,10.089004,0.7786974310874939,470.97917199134827,0.042919923,0.0037629516,2.5685904,479,110,225280,225280,760.93609083,1246.52
-0.0017053742,9.427156,0.8143094033002853,475.25074219703674,0.019580077,0.0022565948,2.5544164,480,111,227328,227328,762.50479693,1246.52
-0.003509131,7.5219216,0.8732473254203796,479.51757049560547,0.05234375,0.004437587,2.5529912,488,112,229376,229376,763.5782991100001,1246.52
-0.006463296,12.682895,0.7216045558452606,483.7080268859863,0.046777345,0.004015829,2.5581472,499,113,231424,231424,776.5446524600001,1264.36
-0.0021195463,8.25392,0.8265889883041382,487.80486488342285,0.0359375,0.0033977143,2.555984,484,114,233472,233472,777.5839524900001,1264.36
-0.0031295507,26.659332,0.682217538356781,492.02965235710144,0.050146483,0.004839587,2.546595,478,115,235520,235520,794.1038786100002,1288.38
-0.0042183483,5.4866695,0.913424901664257,496.3067922592163,0.039208986,0.003711847,2.548094,495,116,237568,237568,793.63571463,1286.34
-0.0049781585,13.983333,0.759027436375618,500.4406762123108,0.031884767,0.002719906,2.558766,479,117,239616,239616,805.94925201,1306.0
-0.0033943423,8.718739,0.7971894890069962,504.7131094932556,0.059765626,0.0053431806,2.5611017,484,118,241664,241664,808.0328332899999,1308.94
-0.0011576663,9.624346,0.8245017826557159,508.94431042671204,0.038964845,0.0034282587,2.564154,468,119,243712,243712,820.1695927400001,1326.74
-0.00405031,11.170832,0.7069671750068665,513.3130879402161,0.06088867,0.005005163,2.5662458,480,120,245760,245760,831.90909304,1342.35
-0.0025899108,12.422827,0.6706744730472565,517.5752303600311,0.08867188,0.0072595747,2.5705566,446,121,247808,247808,844.0384054399999,1360.13
-0.004953407,34.04014,0.45476067066192627,522.1665773391724,0.050585937,0.004751115,2.5789301,486,122,249856,249856,820.0328496499999,1324.35
-0.0035395145,7.481562,0.7792206704616547,526.3778035640717,0.06708984,0.0055846474,2.6015682,455,123,251904,251904,819.0019909099999,1322.22
-0.003776405,13.117513,0.7889350205659866,530.8709647655487,0.05283203,0.0046194745,2.6148076,439,124,253952,253952,827.4574629999998,1333.46
-0.0019991954,9.958625,0.7509069740772247,535.5339431762695,0.03300781,0.0030824465,2.6122758,469,125,256000,256000,838.1762509799998,1349.13
-0.005020232,25.688015,0.7305212914943695,539.8939218521118,0.033447266,0.0029440122,2.609085,487,126,258048,258048,819.5765874299999,1320.88
-0.006758447,15.659502,0.7666053026914597,544.0986907482147,0.0647461,0.0062575215,2.6069698,461,127,260096,260096,818.4197461100001,1318.9
-0.0018677186,9.645385,0.7483679950237274,548.5358879566193,0.047949217,0.004579228,2.607866,473,128,262144,262144,830.4469859200003,1336.9
-0.0042503164,10.174925,0.76411072909832,552.8647739887238,0.055859376,0.00473934,2.6037002,474,129,264192,264192,839.26706238,1347.93
-0.0067028254,14.028704,0.774307981133461,557.1790416240692,0.056933593,0.0052071232,2.6009145,458,130,266240,266240,845.84494481,1357.42
-0.0028642912,12.0868635,0.6744621992111206,561.6443207263947,0.037744142,0.0033111647,2.603975,484,131,268288,268288,857.3920367999999,1374.2
-0.0038449354,8.652305,0.8753090277314186,565.8757371902466,0.043164063,0.0038289416,2.5867665,471,132,270336,270336,846.4655924599999,1357.72
-0.003257668,11.722083,0.7674619108438492,570.2178208827972,0.05625,0.0049168384,2.5757275,475,133,272384,272384,859.20237074,1375.58
-0.004697907,12.923497,0.8231233507394791,574.5296206474304,0.04194336,0.004286495,2.5771456,482,134,274432,274432,865.7766370300001,1384.93
-0.0037845648,8.6919,0.8191972523927689,578.773001909256,0.06665039,0.0057672104,2.5815597,487,135,276480,276480,878.1324733900001,1402.59
-0.0025565058,8.488789,0.803914025425911,582.9705808162689,0.040478516,0.0038783674,2.5828595,465,136,278528,278528,890.9803184100002,1420.65
-0.0073953555,4.24374,0.9223477840423584,587.3671171665192,0.05229492,0.005240878,2.575324,463,137,280576,280576,888.97860721,1416.95
-0.0025957127,11.34293,0.7608683705329895,591.7864799499512,0.043945312,0.0039530387,2.563411,440,138,282624,282624,889.8663738,1416.95
-0.0030099382,12.490486,0.6845455169677734,596.4316024780273,0.04584961,0.004067545,2.5632,472,139,284672,284672,890.5023970300001,1416.95
-0.001235497,11.545469,0.7322692275047302,600.7659175395966,0.054248046,0.0049060215,2.5673506,468,140,286720,286720,890.6406291300002,1416.95
-0.005348479,8.512797,0.8153530210256577,605.139077425003,0.07197265,0.0063957586,2.566134,459,141,288768,288768,891.0598927900002,1416.95
-0.0068444787,4.731765,0.9004611447453499,609.5934946537018,0.06586914,0.0074999956,2.5591438,481,142,290816,290816,889.9136206900002,1414.35
-0.002479285,10.180725,0.7643636167049408,613.8487675189972,0.03540039,0.0035898853,2.5579495,464,143,292864,292864,891.0096638700002,1414.35
-0.0027448554,11.317892,0.7719087898731232,618.2601270675659,0.055029295,0.0046322653,2.559547,487,144,294912,294912,898.1911641900002,1424.01
-0.0032153416,6.7085404,0.8690949827432632,622.4586064815521,0.04511719,0.003963751,2.5567458,487,145,296960,296960,898.6925896800001,1424.01
-0.0017234664,17.69682,0.7834833413362503,626.6588988304138,0.04975586,0.0044395598,2.5486696,462,146,299008,299008,892.24875243,1413.43
-0.0021993546,20.93407,0.7046642005443573,631.0881657600403,0.039941408,0.0033633173,2.5585635,465,147,301056,301056,904.86496306,1431.07
-0.0042942767,31.73267,0.6358020901679993,635.4927849769592,0.038769532,0.003348838,2.5708523,482,148,303104,303104,881.4103219699999,1398.23
-0.0040656277,9.172109,0.771579921245575,639.7407560348511,0.04350586,0.0038800493,2.5667942,483,149,305152,305152,881.46638005,1398.23
-0.0039950614,12.05147,0.7525960057973862,643.975254535675,0.057763673,0.005249242,2.5649981,475,150,307200,307200,881.59497579,1398.23
-0.0062040095,10.87368,0.745099812746048,648.2845335006714,0.061621092,0.005748174,2.5674016,478,151,309248,309248,881.53917335,1398.23
-0.002345434,8.977742,0.8366792351007462,652.5615978240967,0.058007814,0.0046914364,2.5670419,470,152,311296,311296,881.58045049,1398.23
-0.0017201724,9.451352,0.7929354608058929,656.9184291362762,0.056005858,0.004708984,2.5700386,484,153,313344,313344,882.1007346600001,1398.23
-0.0015768384,14.813646,0.8043619096279144,661.1443617343903,0.040380858,0.0034864824,2.57169,469,154,315392,315392,866.78250342,1376.95
-0.004338119,7.1414704,0.85604228079319,665.502482175827,0.06679688,0.005392931,2.5821638,479,155,317440,317440,867.1486550899999,1376.95
-0.0026645074,9.256754,0.7949067801237106,669.7757396697998,0.050927736,0.0043017226,2.595851,480,156,319488,319488,871.5249563799999,1382.9
-0.0029583236,13.0585,0.7326316833496094,674.0420913696289,0.03540039,0.003195687,2.5875356,494,157,321536,321536,884.29935962,1400.69
-0.004854302,16.667658,0.784496858716011,678.1849029064178,0.0597168,0.0050924043,2.593148,477,158,323584,323584,872.41934771,1382.58
-0.0031147073,10.809229,0.7837386280298233,682.4777975082397,0.04511719,0.003983023,2.5947888,465,159,325632,325632,882.8984448299999,1397.4
-0.004785802,13.14947,0.7152533233165741,686.879944562912,0.06826172,0.0066607036,2.5775564,498,160,327680,327680,886.12596586,1401.55
-0.006415573,11.679912,0.7754651755094528,690.9888553619385,0.06064453,0.005335813,2.561604,479,161,329728,329728,887.3858713999999,1401.55
-0.0042584827,9.36862,0.800122007727623,695.2630295753479,0.0671875,0.006156937,2.5709398,473,162,331776,331776,895.3737356899999,1412.2
-0.0016783334,12.626401,0.7539006024599075,699.5920913219452,0.07163086,0.0057263146,2.5818,446,163,333824,333824,902.59500697,1422.12
-0.006621794,5.9824605,0.9193279296159744,704.1830811500549,0.047460936,0.004795826,2.5718763,441,164,335872,335872,892.24782039,1407.36
-0.0015027677,10.996276,0.7787556350231171,708.8268194198608,0.03959961,0.003960599,2.5547009,472,165,337920,337920,893.3323734900001,1407.36
-0.0018422317,8.890061,0.7843136489391327,713.1633098125458,0.068554685,0.006207257,2.543665,455,166,339968,339968,893.5130813800001,1407.36
-0.0027579078,19.901558,0.7506407201290131,717.6648373603821,0.039404295,0.003979049,2.5348508,468,167,342016,342016,906.7217176199999,1426.06
-0.005009669,19.376171,0.787629708647728,722.034172296524,0.0671875,0.006486605,2.537723,487,168,344064,344064,894.9862076600001,1409.11
-0.0029130888,9.56484,0.8089862912893295,726.2397027015686,0.064941406,0.0051261946,2.5465825,495,169,346112,346112,895.33081084,1409.11
-0.0035620357,11.31676,0.7796646803617477,730.3734583854675,0.06064453,0.0055685197,2.5373564,488,170,348160,348160,895.29909285,1409.11
-0.0047278493,11.807562,0.7605133354663849,734.5651240348816,0.061425783,0.0056589292,2.5358953,476,171,350208,350208,895.4236139999999,1409.11
-0.0037461692,17.844202,0.8696216344833374,738.8619039058685,0.050146483,0.0044887764,2.545001,475,172,352256,352256,907.2461970499999,1424.95
-0.006538746,4.6203556,0.928000383079052,743.1694254875183,0.05732422,0.0056304727,2.5568748,474,173,354304,354304,894.2498827300001,1407.07
-0.0022796197,11.246791,0.8055748641490936,747.4871551990509,0.03378906,0.0033430923,2.5680113,470,174,356352,356352,904.5164068500002,1421.34
-0.0018881563,11.8756485,0.7875206768512726,751.8398590087891,0.03125,0.0032618574,2.559187,478,175,358400,358400,905.1439016300001,1421.34
-0.0046085836,10.024182,0.7842840552330017,756.1193506717682,0.046582032,0.0041968976,2.5490065,473,176,360448,360448,917.5208929899999,1438.91
-0.001495172,10.937239,0.8026859611272812,760.4480981826782,0.051660158,0.004636378,2.546874,456,177,362496,362496,918.2748932099998,1438.91
-0.0018800829,13.475505,0.7667395323514938,764.9396212100983,0.026904296,0.0029241648,2.535714,467,178,364544,364544,926.31438008,1448.42
-0.003747257,19.454723,0.7372345924377441,769.3175444602966,0.08647461,0.007933856,2.5292912,447,179,366592,366592,934.7113215999998,1460.7
-0.003975036,13.848022,0.8588869124650955,773.8943183422089,0.046533205,0.0040912842,2.5364327,445,180,368640,368640,944.5636000999999,1474.18
-0.002464776,13.584677,0.7290648221969604,778.4897656440735,0.033496093,0.0033166707,2.5378826,481,181,370688,370688,950.7838569600001,1480.68
-0.007181634,18.269472,0.8021250814199448,782.7441921234131,0.09370117,0.008569091,2.5532553,464,182,372736,372736,939.7069249699999,1464.13
-0.0019322962,18.612904,0.7853184640407562,787.1522936820984,0.024169922,0.0025473863,2.571319,457,183,374784,374784,927.10270536,1447.24
-0.0015013695,12.7448,0.6666363477706909,791.6263513565063,0.055908203,0.0050477264,2.5834959,468,184,376832,376832,925.8182094,1447.24
-0.0020263297,16.862608,0.7924459725618362,795.9964919090271,0.027148437,0.0027186838,2.595395,392,185,378880,378880,923.3090359400001,1442.88
-0.0044472245,11.001779,0.8187645375728607,801.2101230621338,0.079833984,0.006501426,2.5992877,405,186,380928,380928,935.0439510599999,1459.11
-0.005894224,9.609999,0.8460548520088196,806.2587814331055,0.056005858,0.005473017,2.5888793,422,187,382976,382976,936.62445778,1461.15
-0.0019340294,10.605566,0.8019861280918121,811.1048200130463,0.025585938,0.0026390585,2.5820632,419,188,385024,385024,941.2959416299997,1466.62
-0.0041812146,10.721115,0.7666689902544022,815.9861085414886,0.06293945,0.0055837426,2.580832,432,189,387072,387072,949.5404654899999,1477.21
-0.0030555227,6.9037333,0.8372739106416702,820.7204821109772,0.06772461,0.0061896,2.5889928,401,190,389120,389120,948.0963716799998,1475.29
-0.00083021435,9.818966,0.7723412364721298,825.8208076953888,0.032568358,0.0029246057,2.589868,417,191,391168,391168,947.8676508799998,1475.29
-0.002902409,9.277585,0.7697222530841827,830.7277436256409,0.06123047,0.005234045,2.5860233,422,192,393216,393216,947.9863794999998,1475.29
-0.003470894,12.684656,0.7221737205982208,835.5728123188019,0.0362793,0.003196198,2.581698,435,193,395264,395264,948.35603605,1475.29
-0.0070134727,17.965816,0.7697602659463882,840.2739114761353,0.06484375,0.0053821276,2.5875564,418,194,397312,397312,949.0544814400001,1473.38
-0.0033929378,9.527082,0.8325515687465668,845.1636266708374,0.05229492,0.004281684,2.589338,427,195,399360,399360,961.4712127400002,1490.37
-0.0032606937,20.911917,0.8054799884557724,849.950074672699,0.031152343,0.0029223587,2.5934873,424,196,401408,401408,979.6492644200001,1516.25
