policy_loss,value_loss,explained_variance,time_elapsed,clipfrac,approxkl,policy_entropy,fps,n_updates,total_timesteps,serial_timesteps,ep_reward_mean,ep_len_mean
-0.002385486,3.8840823,0.949147455394268,126.30511951446533,0.025390625,0.002496698,2.3285825,485,30,61440,61440,431.3614024675325,773.5844155844156
-0.0043573426,18.942745,0.8564543128013611,130.52306842803955,0.028955078,0.0029254577,2.3332028,489,31,63488,63488,428.84980850617296,769.2469135802469
-0.003940388,18.761261,0.8654769212007523,134.71073603630066,0.03745117,0.003379785,2.3465662,477,32,65536,65536,428.1634580588236,768.7176470588236
-0.00049920223,12.186721,0.8992040678858757,138.9998915195465,0.015625,0.0016763111,2.358705,484,33,67584,67584,412.7295892921348,745.2584269662922
-0.0043812683,25.508814,0.8421539217233658,143.22331976890564,0.032666016,0.0029818655,2.362743,483,34,69632,69632,408.36621906382965,738.5106382978723
-0.0019595264,23.302927,0.3115044832229614,147.45563626289368,0.03745117,0.0032653366,2.3720264,480,35,71680,71680,366.53067268,673.05
-0.0030042718,20.365234,0.3664201498031616,151.71646976470947,0.030908203,0.0030802197,2.3779473,493,36,73728,73728,300.49865853000006,571.47
-0.0026309048,8.765814,0.8697830140590668,155.8667299747467,0.038916014,0.003326044,2.3761687,467,37,75776,75776,301.7766968000001,571.47
-0.0052886484,22.787127,0.4136442542076111,160.2522783279419,0.037890624,0.0032747649,2.3778281,471,38,77824,77824,253.35843390000002,499.17
-0.0050065983,12.877184,0.8691725879907608,164.59903693199158,0.032421876,0.0030476765,2.3867548,458,39,79872,79872,240.77367610000005,481.05
-0.00484654,22.578451,0.370292067527771,169.0630805492401,0.049951173,0.004296909,2.3861985,473,40,81920,81920,204.59579606,430.09
-0.006720615,25.50961,0.2216320037841797,173.38776659965515,0.043652344,0.003752654,2.4030013,499,41,83968,83968,181.43635422000003,397.2
-0.007377298,6.1161184,0.9361081719398499,177.48676943778992,0.06708984,0.005494578,2.42507,447,42,86016,86016,180.18450952,394.64
-0.0024611175,11.148401,0.839692085981369,182.06013417243958,0.027734375,0.0026010522,2.4269123,463,43,88064,88064,191.94311905000004,412.63
