explained_variance,time_elapsed,value_loss,serial_timesteps,fps,policy_loss,total_timesteps,n_updates,approxkl,clipfrac,policy_entropy,ep_reward_mean,ep_len_mean
0.7134653031826019,571.6910429000854,20.580534,272384,460,-0.0016809877,272384,133,0.0030783485,0.032666016,6.214587,1215.84172743,1357.67
0.6872528791427612,576.1433446407318,36.91402,274432,473,-0.003696472,274432,134,0.0021903336,0.019726563,6.229549,1233.3713320000002,1375.03
0.6977148056030273,580.4676342010498,19.865795,276480,459,-0.0023564517,276480,135,0.0027968385,0.029150391,6.244428,1233.68079789,1375.03
0.8427458852529526,584.9274842739105,24.81501,278528,468,-0.0016547184,278528,136,0.0012804206,0.012304688,6.249805,1233.39352684,1373.98
0.6937799155712128,589.3032579421997,19.987022,280576,455,-0.0016799156,280576,137,0.0019268735,0.015527343,6.2473235,1251.17906527,1391.88
0.8552373647689819,593.8018896579742,30.337412,282624,471,-0.0035024784,282624,138,0.0031256161,0.03388672,6.251724,1232.77981474,1372.14
0.6886700689792633,598.1424984931946,20.28042,284672,470,-0.002350242,284672,139,0.003136006,0.031201173,6.2475677,1250.0225575,1388.59
0.8284895867109299,602.4929926395416,26.423153,286720,470,-0.0036460855,286720,140,0.0024956113,0.025439452,6.2320857,1267.27480924,1404.86
0.6954870522022247,606.84321808815,20.037695,288768,449,-0.0016944401,288768,141,0.0024810727,0.021582032,6.216425,1267.75947417,1404.86
0.705717533826828,611.4036819934845,20.064476,290816,462,-0.0015245411,290816,142,0.003056263,0.02861328,6.208072,1285.76698393,1422.89
0.815937340259552,615.8347272872925,44.761208,292864,462,-0.0046972902,292864,143,0.001553492,0.015185547,6.2071514,1261.72963746,1393.78
0.8276785165071487,620.2630796432495,27.379932,294912,470,-0.002526712,294912,144,0.0015247988,0.009912109,6.2146206,1261.4250144300001,1392.65
0.8745975345373154,624.6188559532166,21.014362,296960,470,-0.0025395905,296960,145,0.0016110322,0.012109375,6.2154527,1226.8233363000002,1357.09
0.8015935271978378,628.9731478691101,26.634363,299008,464,-0.0035958097,299008,146,0.0023731657,0.024951171,6.222843,1209.3140259500003,1338.85
0.6976142823696136,633.3797671794891,19.575983,301056,435,-0.0015537911,301056,147,0.004053947,0.045947265,6.2246933,1209.39636852,1338.85
0.7039601802825928,638.0824410915375,20.343702,303104,453,-0.00095813983,303104,148,0.00406441,0.045166016,6.230269,1227.2296577299996,1356.91
0.6796643435955048,642.6003751754761,19.898268,305152,466,-0.0032202355,305152,149,0.005430964,0.06328125,6.22733,1227.1631634999999,1356.91
0.8420515358448029,646.9881081581116,35.5593,307200,491,-0.0006801584,307200,150,0.0018102241,0.013427734,6.2289248,1191.51524233,1320.76
0.6696762144565582,651.1550786495209,20.347218,309248,451,-0.00082663575,309248,151,0.002979645,0.027050782,6.238149,1191.6125410200002,1320.76
0.6983457207679749,655.6918203830719,19.455082,311296,457,-0.0009981288,311296,152,0.0015973719,0.01484375,6.2454405,1191.8461109999998,1320.76
0.8531139492988586,660.1674528121948,22.680485,313344,484,-0.0025338521,313344,153,0.0020452556,0.020214844,6.2554936,1174.1883165,1302.61
0.6747004091739655,664.3966472148895,19.264141,315392,476,-0.0021842322,315392,154,0.0023193858,0.024560547,6.2624884,1174.10543931,1302.61
0.6692302525043488,668.6907007694244,20.109077,317440,482,-0.0007830331,317440,155,0.0013033671,0.009033203,6.260626,1173.87890625,1302.61
0.6764000058174133,672.9333322048187,19.069523,319488,476,-0.0033928521,319488,156,0.0032382705,0.036083985,6.2623672,1173.81059419,1302.61
0.8068829625844955,677.2302284240723,28.126232,321536,482,-0.0004560335,321536,157,0.0015616611,0.0147949215,6.2655683,1173.71915307,1302.65
0.6731087565422058,681.4725141525269,20.034725,323584,474,-0.004960737,323584,158,0.004239237,0.04897461,6.274194,1173.69702384,1302.65
0.684111088514328,685.78648686409,20.152195,325632,476,-0.000866873,325632,159,0.0013841235,0.010302735,6.2790923,1191.3654564099998,1320.16
0.8628848940134048,690.0838584899902,23.980236,327680,482,-0.005227719,327680,160,0.003451379,0.040039062,6.284671,1208.89470003,1337.61
0.9489284157752991,694.3255631923676,8.802147,329728,489,-0.0022946023,329728,161,0.0017343765,0.01328125,6.2893023,1172.6690876999999,1301.48
0.6706721782684326,698.5093860626221,20.100676,331776,476,-0.002088452,331776,162,0.0021219375,0.017871093,6.295472,1190.81746223,1319.7
0.7449056804180145,702.8054602146149,20.412525,333824,484,-0.0014943545,333824,163,0.0023193227,0.023095703,6.3019943,1190.83207143,1319.7
0.8660078346729279,707.0348014831543,46.56814,335872,509,-0.0037645127,335872,164,0.0016568082,0.017236328,6.3079805,1134.20950578,1260.13
0.689505398273468,711.0514717102051,19.817326,337920,481,-0.0024681035,337920,165,0.0055437502,0.06694336,6.3159833,1152.15027191,1278.33
0.8415782600641251,715.3029317855835,26.821,339968,499,-0.0029343874,339968,166,0.0024139578,0.023486327,6.3135567,1134.6966867099998,1260.17
0.7304019927978516,719.4064819812775,19.841288,342016,488,-0.0027190112,342016,167,0.0031783823,0.03100586,6.3071356,1134.1574333899998,1260.17
0.8650932759046555,723.5972604751587,29.954489,344064,491,-0.0029131782,344064,168,0.0019821706,0.020703126,6.3073225,1115.2632296099998,1239.66
0.6814021170139313,727.763411283493,20.09988,346112,480,-0.0016010652,346112,169,0.0024262,0.02241211,6.312728,1115.26579918,1239.66
0.7656747102737427,732.0263230800629,26.345993,348160,477,-0.0027389524,348160,170,0.0018868337,0.014111328,6.3106213,1096.25500487,1219.76
0.7031643986701965,736.3130674362183,19.883379,350208,490,-0.0013831725,350208,171,0.003291001,0.02861328,6.3176794,1096.15783073,1219.76
0.7877872139215469,740.4931638240814,20.24715,352256,479,-0.0007486166,352256,172,0.0015160571,0.011621093,6.315776,1096.1958533100003,1219.76
0.9209555834531784,744.7637693881989,5.7847805,354304,488,-0.006001551,354304,173,0.008745301,0.103759766,6.2844234,1096.9306224700001,1221.44
0.7068831920623779,748.9598968029022,18.11813,356352,479,-0.0014445221,356352,174,0.0044668587,0.054541014,6.258215,1096.4967184900001,1221.44
0.6941370069980621,753.227783203125,18.916265,358400,472,-0.0021647755,358400,175,0.0023778349,0.022998046,6.2393646,1115.4402290599999,1241.42
0.7046952247619629,757.5602803230286,18.863081,360448,480,-0.0034733242,360448,176,0.0040826267,0.047802735,6.2190523,1132.9192261199998,1258.83
0.6983822286128998,761.8272702693939,19.096325,362496,472,-0.0029968577,362496,177,0.005278006,0.066308595,6.202387,1151.89999204,1278.78
0.7159926295280457,766.1619687080383,19.383322,364544,471,-0.0017349027,364544,178,0.0030341218,0.023730468,6.1943803,1170.1128891300002,1296.84
0.700095534324646,770.5019493103027,19.646404,366592,476,-0.0016531304,366592,179,0.0010642995,0.0076171877,6.181073,1170.23722522,1296.84
0.7689252197742462,774.7969896793365,26.46585,368640,478,-0.004998163,368640,180,0.0040991674,0.045166016,6.184024,1170.27079313,1296.89
0.8142401725053787,779.0748527050018,76.75141,370688,509,-0.0031825532,370688,181,0.0018117577,0.0171875,6.190776,1109.79794137,1230.21
0.8130459487438202,783.0954995155334,31.312277,372736,482,-0.008103092,372736,182,0.0048167785,0.047509767,6.2023454,1106.90190373,1224.97
0.775816947221756,787.3405544757843,25.829453,374784,476,-0.000795012,374784,183,0.0015918708,0.011328125,6.220678,1087.8719934599999,1205.05
0.8276554197072983,791.6353206634521,34.974632,376832,489,-0.0029522881,376832,184,0.0024449003,0.026660156,6.2366595,1068.8223322,1185.29
0.7007986605167389,795.8172771930695,20.051077,378880,484,-0.0012384447,378880,185,0.0035169828,0.03676758,6.2425165,1086.78128982,1203.19
0.6854740977287292,800.0421681404114,20.679577,380928,481,-0.0011884307,380928,186,0.0033826672,0.03515625,6.2476506,1086.84811412,1203.19
0.7760813981294632,804.2962591648102,26.098867,382976,482,-0.0012320555,382976,187,0.0013634517,0.008154297,6.259559,1084.98494472,1200.22
0.8018936365842819,808.5443787574768,26.229116,385024,496,-0.003817862,385024,188,0.0024756833,0.019238282,6.273201,1066.9528835200001,1181.95
0.7637792676687241,812.6715016365051,22.747757,387072,488,-0.0006661413,387072,189,0.0011290198,0.009179687,6.286771,1066.86954883,1181.95
0.9668165184557438,816.864230632782,2.094787,389120,491,-0.0052982215,389120,190,0.0047378447,0.046826173,6.2801256,1048.7869465400001,1163.73
0.8321277946233749,821.0297315120697,22.93446,391168,488,-0.0022192462,391168,191,0.0015139714,0.011083985,6.26061,1048.45899567,1162.83
