total_timesteps,policy_entropy,policy_loss,approxkl,n_updates,serial_timesteps,time_elapsed,explained_variance,clipfrac,fps,value_loss,ep_len_mean,ep_reward_mean
389120,3.8784747,-0.0059175096,0.0033793983,190,389120,1048.3704125881195,0.8885596171021461,0.034277342,385,17.332712,1151.09,757.8859936700001
391168,3.8813396,-0.007287237,0.0041602417,191,391168,1053.6825528144836,0.894558347761631,0.04765625,363,22.617443,1140.06,751.3401231800001
393216,3.8873818,-0.0024773548,0.002863118,192,393216,1059.3186342716217,0.8484814465045929,0.029833984,396,11.648259,1140.06,749.9841541100001
395264,3.889885,-0.0029774169,0.0034797005,193,395264,1064.4861929416656,0.8647888898849487,0.038964845,393,20.578232,1131.98,744.3535240900002
397312,3.8945975,-0.00357571,0.0034713824,194,397312,1069.6968357563019,0.9575071558356285,0.04121094,392,6.6269517,1135.28,745.8898789800002
399360,3.8893447,-0.0028652844,0.0048976084,195,399360,1074.9158177375793,0.888289138674736,0.051708985,360,17.914244,1135.28,745.8800050900002
401408,3.8747725,-0.0052338718,0.004083359,196,401408,1080.590458869934,0.8109398484230042,0.041796874,365,26.434097,1115.1,734.1036955500001
403456,3.876864,-0.0035764624,0.0028672381,197,403456,1086.1918966770172,0.874758392572403,0.03149414,381,14.340406,1130.9,746.18133893
405504,3.8842368,-0.00409353,0.0035206457,198,405504,1091.5596895217896,0.7117610275745392,0.042773437,382,14.41366,1130.9,742.5998474400002
407552,3.8933074,-0.0042992486,0.0035483346,199,407552,1096.9107625484467,0.8818968161940575,0.04057617,372,14.506513,1148.59,756.2689769500003
409600,3.9009857,-0.0035356886,0.0040164804,200,409600,1102.41108584404,0.9273132607340813,0.038476564,374,15.4853,1145.43,753.6018153399999
411648,3.9047675,-0.004916039,0.0029444245,201,411648,1107.8877158164978,0.9455781914293766,0.03125,394,6.7067366,1125.43,738.5663474400003
413696,3.9113357,-0.010508321,0.0036577955,202,413696,1113.0789272785187,0.7614798098802567,0.03930664,368,14.403264,1126.55,736.00333576
415744,3.9220943,-0.0035958975,0.0033212875,203,415744,1118.6412560939789,0.8863053768873215,0.037402343,374,16.139423,1143.21,747.14230893
417792,3.9194076,-0.003675996,0.0022866963,204,417792,1124.1155035495758,0.916032999753952,0.023779297,372,11.207462,1135.7,744.99615562
419840,3.9160697,-0.0012334732,0.004853685,205,419840,1129.6090714931488,0.8992490023374557,0.058398437,346,18.1835,1153.54,758.1694811799998
421888,3.9150815,-0.0034874422,0.005881884,206,421888,1135.5265185832977,0.9169534742832184,0.072216794,344,13.239555,1153.54,758.0691394599999
423936,3.9113643,-0.005598205,0.004603901,207,423936,1141.4699161052704,0.9399181604385376,0.041015625,372,15.265819,1162.89,765.5958610600001
425984,3.920145,-0.006819454,0.0050210496,208,425984,1146.967086315155,0.9439819864928722,0.05908203,359,20.17278,1167.19,770.6082157
428032,3.9367776,-0.0017650885,0.0019336091,209,428032,1152.660433292389,0.7786859422922134,0.019921875,394,12.583346,1157.63,761.3057211
430080,3.9491336,-0.0061126123,0.0047868853,210,430080,1157.8495268821716,0.8975400552153587,0.06088867,369,20.26638,1176.59,775.2314687700001
432128,3.9578876,-0.006138141,0.0028309054,211,432128,1163.392876625061,0.8239997327327728,0.032080077,375,23.848696,1195.7,787.30172653
434176,3.9547462,-0.00494144,0.0022688804,212,434176,1168.8432712554932,0.9474828466773033,0.024072265,360,4.2644897,1198.08,788.20249131
436224,3.9475532,-0.0046663657,0.0028088724,213,436224,1174.526151418686,0.813156396150589,0.031835936,375,17.105705,1198.08,786.3369051500002
438272,3.943868,-0.0034828507,0.006130296,214,438272,1179.9823729991913,0.8622755408287048,0.07080078,375,18.030666,1214.71,798.7451051100002
440320,3.9408462,-0.0028646358,0.0041612037,215,440320,1185.435251712799,0.8757793605327606,0.047460936,360,18.76421,1229.22,810.61988918
442368,3.9366927,-0.004175253,0.0050429134,216,442368,1191.1165821552277,0.8345726579427719,0.058398437,364,13.146823,1229.22,811.61585486
444416,3.930545,-0.003181348,0.005000585,217,444416,1196.7328207492828,0.7442145347595215,0.05390625,329,18.21315,1229.22,812.5538746
446464,3.9342694,-0.0027067205,0.0030664254,218,446464,1202.945915222168,0.8587825894355774,0.035595704,359,14.69205,1241.66,820.8856049700001
448512,3.9332478,-0.0037164018,0.0034487997,219,448512,1208.6427664756775,0.8452586680650711,0.04008789,336,19.465712,1223.87,806.0721554799999
450560,3.9297287,-0.0032086645,0.0055911154,220,450560,1214.7245185375214,0.9230168461799622,0.058496095,338,10.3536415,1240.72,819.8119131999998
452608,3.9179034,-0.0042711445,0.002921319,221,452608,1220.7729225158691,0.8876934424042702,0.031152343,399,7.381751,1253.16,829.14309268
454656,3.908102,-0.0033015762,0.006113919,222,454656,1225.9030866622925,0.9384404569864273,0.06762695,392,9.392519,1247.43,822.87927048
456704,3.9093556,-0.0021989685,0.0021430347,223,456704,1231.1246922016144,0.902052029967308,0.023388673,410,8.952291,1252.04,826.21189637
458752,3.9201443,-0.0042267716,0.0042135287,224,458752,1236.1131534576416,0.8992699012160301,0.049560547,392,12.980349,1268.8,839.4914174400002
460800,3.92128,-0.0011083847,0.002579448,225,460800,1241.3355963230133,0.8795946463942528,0.025927734,398,16.120161,1269.37,839.2857719200001
462848,3.9080975,-0.0026413521,0.005779418,226,462848,1246.4798228740692,0.9245198220014572,0.068603516,375,13.457477,1277.0,849.4138559699999
464896,3.9044354,-0.001098989,0.0020921263,227,464896,1251.9353141784668,0.8283463716506958,0.020263672,419,18.672813,1277.0,848.7495153099999
466944,3.899264,-0.0047187605,0.0024444135,228,466944,1256.816968679428,0.8708312958478928,0.025927734,433,10.791765,1295.92,861.65212645
468992,3.8894722,-0.0033926088,0.0042191576,229,468992,1261.5444478988647,0.8920399248600006,0.051708985,421,15.538736,1313.89,876.7376192299997
471040,3.8813539,-0.0066278353,0.003998468,230,471040,1266.4064526557922,0.9184446558356285,0.04423828,447,8.1463,1328.7,888.1675248199998
473088,3.8736186,-0.005166669,0.004923205,231,473088,1270.9818274974823,0.8848497718572617,0.047558594,432,14.372238,1343.3,900.1723985999998
475136,3.8765805,-0.002970403,0.0027708258,232,475136,1275.7194871902466,0.94619981944561,0.029296875,433,6.8235807,1355.44,910.94406057
477184,3.8851771,-0.0024486263,0.002869619,233,477184,1280.439549446106,0.8459852039813995,0.03149414,443,19.024698,1355.44,910.2595902800001
479232,3.886045,-0.0024207393,0.0031089813,234,479232,1285.0527148246765,0.8993123918771744,0.03149414,411,9.137432,1366.33,918.3228978800001
481280,3.8964896,-0.0053069135,0.004554989,235,481280,1290.0261280536652,0.9120811074972153,0.056396484,393,8.790257,1364.58,915.3748325800001
483328,3.9061859,-0.0033873476,0.0036118764,236,483328,1295.225189447403,0.9536098092794418,0.02734375,431,6.263918,1376.46,926.02273073
485376,3.9069276,-0.00318996,0.005094016,237,485376,1299.975736618042,0.8178567737340927,0.054101564,408,18.677761,1382.46,932.13388645
487424,3.9048202,-0.00071827904,0.0046386127,238,487424,1304.9874913692474,0.8828469961881638,0.05708008,430,18.757,1382.46,934.6032401499999
489472,3.913014,-0.007193624,0.005155402,239,489472,1309.7411012649536,0.8469393849372864,0.05883789,423,16.493855,1390.5,942.63948265
491520,3.9218857,-0.0015799757,0.0036610377,240,491520,1314.5772831439972,0.9069863557815552,0.03881836,369,13.796549,1390.5,942.3201684500001
493568,3.9346287,-0.0035066188,0.002852988,241,493568,1320.1171803474426,0.7205792367458344,0.03100586,380,17.773287,1390.5,943.64605194
495616,3.9380517,-0.00219566,0.0033313376,242,495616,1325.4938690662384,0.87800233066082,0.035058595,375,10.9879265,1390.5,942.3931937800002
497664,3.947132,-0.003025195,0.0028661615,243,497664,1330.9475116729736,0.780906081199646,0.030419922,354,25.915928,1394.09,944.6242985600002
499712,3.961701,-0.00041329683,0.0054497365,244,499712,1336.72594332695,0.7175180315971375,0.0659668,374,12.280813,1408.47,954.3243550400001
501760,3.9718375,-0.0023710192,0.004395253,245,501760,1342.194581270218,0.8270198255777359,0.047802735,383,10.540871,1408.47,950.5046026000002
503808,3.967751,-0.0037190442,0.0036191824,246,503808,1347.5408143997192,0.8808663338422775,0.043310545,345,24.504938,1390.51,936.19267606
505856,3.95402,-0.0014515466,0.0040144594,247,505856,1353.4667763710022,0.8929729834198952,0.04536133,356,18.639238,1403.21,947.6560907100002
507904,3.955068,-0.0019036649,0.003558195,248,507904,1359.2107865810394,0.9042025879025459,0.039941408,357,17.21666,1403.21,950.49856743
509952,3.9613671,-0.0012210219,0.0030301025,249,509952,1364.939274072647,0.8948772326111794,0.033740234,372,16.787413,1417.8,963.9731390600001
512000,3.9760826,-0.0033680007,0.0030366147,250,512000,1370.4313867092133,0.9122824966907501,0.038378906,372,25.586946,1417.68,966.90635392
514048,3.977008,-0.00669925,0.0054271286,251,514048,1375.9278066158295,0.7868407517671585,0.068847656,393,11.09807,1417.68,963.5203783199998
516096,3.960601,-0.006210209,0.0047660787,252,516096,1381.1365058422089,0.9444705508649349,0.05595703,369,7.164253,1428.71,973.58213787
518144,3.9494221,-0.005134111,0.0055209426,253,518144,1386.6800808906555,0.8101415932178497,0.0690918,382,11.351265,1444.49,984.7636564999999
520192,3.9470146,-0.0018738905,0.0035218548,254,520192,1392.0317220687866,0.849558025598526,0.035498045,391,18.117336,1462.21,997.5929447699999
522240,3.9459789,-0.001850832,0.0020923447,255,522240,1397.2667095661163,0.8780440762639046,0.019189453,373,25.42123,1473.28,1008.4239731799997
524288,3.9397526,-0.0040594023,0.0033484437,256,524288,1402.7453932762146,0.8770244941115379,0.036376953,382,13.525026,1473.28,1009.0023412799998
526336,3.9342327,-0.0028527083,0.0029899112,257,526336,1408.1072027683258,0.9257646277546883,0.02993164,380,10.890496,1473.28,1011.8086919299998
528384,3.9321072,-0.0025555915,0.0022291779,258,528384,1413.4918150901794,0.8843967318534851,0.022070313,378,18.121128,1473.28,1014.2598821699997
530432,3.9241529,-0.005440209,0.005492193,259,530432,1418.904897928238,0.9162129387259483,0.06455078,358,11.335788,1492.26,1029.9354268599998
532480,3.9202447,-0.004907326,0.0026868582,260,532480,1424.6163296699524,0.9615120887756348,0.028564453,359,4.8010397,1491.72,1032.5392688099998
534528,3.9317513,-0.0019481855,0.0038512412,261,534528,1430.3168988227844,0.9386836253106594,0.04458008,371,7.6608467,1489.18,1030.81562547
536576,3.9334805,-0.0047994363,0.0040430864,262,536576,1435.827398300171,0.9441959783434868,0.046923827,328,6.954253,1502.59,1043.10893174
538624,3.9323165,-0.0042010443,0.003548035,263,538624,1442.071708202362,0.9607967212796211,0.04018555,370,5.3860025,1500.45,1042.5085203299998
540672,3.931338,-0.0043591955,0.005731465,264,540672,1447.5984926223755,0.907606415450573,0.06713867,319,14.708075,1516.16,1057.29001303
542720,3.9351935,-0.008057222,0.0057183267,265,542720,1454.0126330852509,0.9496347792446613,0.06762695,349,7.928624,1535.09,1071.9361210099999
544768,3.935212,-0.0034644634,0.002784206,266,544768,1459.865984916687,0.9589212462306023,0.027148437,300,5.2494044,1532.75,1071.1334766399998
546816,3.933387,-0.0029401556,0.0028886679,267,546816,1466.6917178630829,0.9301980957388878,0.02866211,367,9.3416815,1561.09,1093.88010436
548864,3.9280713,-0.00615546,0.0032089849,268,548864,1472.265939950943,0.9533500820398331,0.034716796,371,4.0427637,1552.64,1087.95603646
550912,3.924858,-0.0032417395,0.0042697536,269,550912,1477.7798082828522,0.961565800011158,0.04458008,284,6.74019,1549.8,1088.03983522
552960,3.932653,-0.0049598594,0.00458719,270,552960,1484.982528924942,0.9392127618193626,0.05571289,265,7.0093,1566.71,1102.7137470100001
555008,3.944521,-0.0022041753,0.0035704784,271,555008,1492.6995854377747,0.9427794367074966,0.043115236,249,6.961747,1584.33,1117.2944211200002
557056,3.9489484,-0.0014416478,0.0028526648,272,557056,1500.908616065979,0.9706642106175423,0.03046875,254,4.921674,1598.3,1130.5634721400002
559104,3.944144,-0.0026583027,0.0031515658,273,559104,1508.9634261131287,0.8427407294511795,0.037109375,315,19.510777,1598.3,1133.3823220000004
561152,3.9451776,-0.0021200194,0.002058213,274,561152,1515.4583253860474,0.8661369681358337,0.021337891,321,24.08894,1592.59,1126.8619840100002
563200,3.9417553,-0.0048857415,0.0060376073,275,563200,1521.826753616333,0.9026496261358261,0.06323242,325,26.611301,1597.85,1132.46974561
565248,3.9359443,-0.0021230613,0.002356441,276,565248,1528.114580631256,0.9695791639387608,0.023046875,343,5.0594563,1582.35,1122.19936525
567296,3.9369404,-0.002511875,0.003767774,277,567296,1534.0796999931335,0.8705378770828247,0.040478516,380,16.836529,1582.35,1122.64704776
569344,3.934003,-0.00037475038,0.005310713,278,569344,1539.4597442150116,0.865602895617485,0.06386719,348,19.497774,1582.35,1122.16458041
571392,3.9406114,-0.0027745734,0.004522849,279,571392,1545.3314280509949,0.942288801074028,0.054003906,358,10.592822,1601.19,1138.13094868
573440,3.944952,-9.241667e-05,0.0028207155,280,573440,1551.0387976169586,0.8925787732005119,0.028466797,351,19.6158,1618.93,1154.00617238
575488,3.9409528,-0.0024363385,0.0018771788,281,575488,1556.8668277263641,0.8465199172496796,0.018847656,382,17.158363,1626.67,1163.61122401
577536,3.9391963,-0.0021955366,0.003538799,282,577536,1562.22008395195,0.7799482196569443,0.04057617,389,11.182114,1626.67,1163.48213736
579584,3.9450328,-0.0051949476,0.003991634,283,579584,1567.4744746685028,0.9189428612589836,0.046826173,380,12.339613,1626.67,1164.04811353
581632,3.9507256,-0.004187949,0.0046169595,284,581632,1572.8540980815887,0.7930633276700974,0.04790039,393,16.897171,1630.18,1164.18981581
583680,3.9547927,-0.0018581304,0.00201341,285,583680,1578.0578277111053,0.9734838046133518,0.016601562,378,5.2072177,1616.42,1151.73556685
585728,3.9554634,-0.003521469,0.0033008717,286,585728,1583.4714784622192,0.88097083568573,0.036816407,385,21.88109,1619.27,1156.02570775
587776,3.9379745,-0.005066408,0.007898206,287,587776,1588.7880923748016,0.8936522603034973,0.09072266,359,20.18829,1619.27,1155.7683081500002
589824,3.9280472,-0.0011361204,0.0030727438,288,589824,1594.49347782135,0.7524318695068359,0.030517578,387,14.359639,1634.79,1167.39630287
591872,3.943156,-0.0061534857,0.0064553446,289,591872,1599.779700756073,0.887268178164959,0.06821289,382,23.864574,1649.22,1180.19455289
593920,3.9576428,-0.0034475452,0.0040754857,290,593920,1605.135317325592,0.8955935686826706,0.042138673,369,25.83698,1664.04,1195.61375792
595968,3.962005,-0.0023606778,0.0036701907,291,595968,1610.681616783142,0.8811826184391975,0.038867187,360,13.603658,1664.04,1198.44777063
598016,3.9619484,-0.0030555758,0.0050751176,292,598016,1616.366971731186,0.9490542560815811,0.05834961,382,6.1009703,1646.45,1187.1509882399998
600064,3.9684272,-0.0035417762,0.0037740055,293,600064,1621.7183091640472,0.7832179516553879,0.044042967,380,20.839447,1660.86,1198.6969724599999
602112,3.957005,-0.004319265,0.00506662,294,602112,1627.0956485271454,0.9456416629254818,0.04873047,362,8.227585,1677.41,1212.3548071399998
604160,3.9433854,-0.004237532,0.0045899013,295,604160,1632.7466752529144,0.8742483258247375,0.05581055,360,19.474804,1677.41,1217.78818374
606208,3.9462543,-0.0017700882,0.0030422525,296,606208,1638.4333171844482,0.8325740844011307,0.030859375,381,26.880041,1652.38,1199.9559315800002
608256,3.941991,-0.008466149,0.008107489,297,608256,1643.8054823875427,0.9320192188024521,0.091845706,356,16.593775,1634.33,1191.42978363
610304,3.9399972,-0.00080754247,0.0027340248,298,610304,1649.548367023468,0.6910133063793182,0.030761719,377,14.67276,1652.41,1203.3458459299998
612352,3.9409986,-0.0028795984,0.0041545024,299,612352,1654.9799020290375,0.8272573947906494,0.047460936,389,17.181194,1652.41,1206.1378112599998
614400,3.9366977,-0.003778213,0.003282963,300,614400,1660.2351367473602,0.9178414270281792,0.0375,373,6.6994185,1649.26,1204.4405328599998
616448,3.9309814,-0.004494204,0.004725767,301,616448,1665.7208383083344,0.7316289842128754,0.05517578,368,10.837667,1668.21,1216.5560289799998
618496,3.9397912,-0.0024581137,0.004353297,302,618496,1671.2781791687012,0.736449271440506,0.049853515,379,11.841043,1668.21,1213.6740233
620544,3.943993,-0.0030961994,0.005766109,303,620544,1676.680026769638,0.707258015871048,0.068115234,380,10.5498495,1671.48,1214.64094059
622592,3.9415429,-0.0020596636,0.0055061365,304,622592,1682.0631515979767,0.7016424238681793,0.06352539,354,9.848588,1677.21,1217.2461531499998
624640,3.9526896,-0.003562019,0.0064373286,305,624640,1687.847839832306,0.7354079186916351,0.08232422,377,9.295672,1677.21,1214.11452009
626688,3.9623458,-0.005218004,0.002800752,306,626688,1693.2777547836304,0.7165788114070892,0.031152343,388,26.516018,1633.16,1174.8319209200001
628736,3.955523,-0.0013297985,0.005388572,307,628736,1698.5500791072845,0.8927799984812737,0.06430664,368,17.358776,1633.16,1176.94715714
630784,3.9586644,-0.002548093,0.0043849614,308,630784,1704.1010632514954,0.7381514608860016,0.055517577,379,12.136702,1633.16,1175.9179978700001
632832,3.9644961,-0.0061395303,0.0032905221,309,632832,1709.5024104118347,0.8868826627731323,0.037841797,392,6.7135634,1620.75,1164.42299557
634880,3.9625804,-0.006280349,0.005899248,310,634880,1714.7176985740662,0.74798384308815,0.06635742,386,10.535821,1623.78,1164.9409761799998
636928,3.972427,-0.004492483,0.0061957208,311,636928,1720.0148644447327,0.714974582195282,0.06918945,367,11.892604,1628.34,1166.4032069599996
638976,3.9817386,-0.0018350205,0.0037905395,312,638976,1725.5943386554718,0.9369732290506363,0.03745117,363,10.713036,1641.46,1173.8509379399998
641024,3.9889095,-0.0028066766,0.0043513677,313,641024,1731.22656416893,0.8931362181901932,0.054589845,374,15.332065,1645.18,1177.90887093
643072,3.9917278,-0.0034288145,0.0027196184,314,643072,1736.690689086914,0.8762803301215172,0.030078124,376,25.023964,1634.4,1171.94048463
645120,4.00303,-0.0014148072,0.0031788521,315,645120,1742.1367959976196,0.8105840682983398,0.033447266,390,18.140163,1636.15,1174.62994947
647168,4.0084033,-0.00539743,0.0036220937,316,647168,1747.3805630207062,0.7948670238256454,0.041894533,408,25.681238,1633.41,1170.53535563
649216,4.008434,-0.005862255,0.004607862,317,649216,1752.3954179286957,0.8098738342523575,0.0496582,398,17.142162,1633.41,1169.89123398
651264,4.0225115,-0.004102518,0.0058471905,318,651264,1757.5358204841614,0.8774605765938759,0.055859376,369,16.56931,1633.41,1169.45924565
653312,4.027983,-0.0033664939,0.004243008,319,653312,1763.0758502483368,0.907276563346386,0.04902344,369,12.131126,1633.41,1173.548493
655360,4.019147,-0.0035223789,0.005314608,320,655360,1768.6159076690674,0.8958969488739967,0.06386719,362,17.128311,1633.41,1174.1349601299999
657408,4.0177026,-0.0019507597,0.00120433,321,657408,1774.269413471222,0.8799199983477592,0.009326172,399,10.738733,1625.11,1168.72398746
659456,4.0152545,-0.0015359664,0.0025591878,322,659456,1779.3996450901031,0.8783380910754204,0.026464844,398,19.896154,1625.11,1169.19689373
661504,4.0142393,-0.0026270684,0.0018385376,323,661504,1784.5338640213013,0.8231969028711319,0.018359374,400,20.273237,1640.51,1181.1931032999998
663552,4.0035753,-0.0028992905,0.0035300325,324,663552,1789.646880865097,0.8513581156730652,0.038232423,385,20.200277,1640.51,1183.63006999
665600,3.99587,-0.0006428683,0.0041454127,325,665600,1794.9549989700317,0.8684536069631577,0.04926758,358,18.676083,1640.51,1187.8594334900001
667648,3.994424,-0.0019105745,0.005179363,326,667648,1800.6766412258148,0.860173299908638,0.062451173,374,18.958635,1640.51,1189.99859535
669696,3.990528,-0.00428496,0.004864532,327,669696,1806.1532397270203,0.8900492936372757,0.05678711,371,18.74214,1658.47,1207.1592177399998
671744,3.9886723,-0.004068218,0.0039979713,328,671744,1811.664145708084,0.8753985688090324,0.04526367,363,18.672176,1658.47,1207.6104366399998
673792,3.9852574,-0.0037839077,0.004389842,329,673792,1817.3028538227081,0.8611324578523636,0.053955078,375,18.731998,1658.47,1207.7364326699999
675840,3.9796162,-0.0032565712,0.003888674,330,675840,1822.7644333839417,0.8875161930918694,0.043603517,354,18.649675,1658.47,1208.2005365899997
677888,3.9741712,-0.0016819446,0.0022313953,331,677888,1828.5407383441925,0.9006041884422302,0.024316406,391,25.338146,1656.02,1207.2859810599998
679936,3.9636111,-0.0015633085,0.002995209,332,679936,1833.7715966701508,0.8834390640258789,0.03237305,358,18.61792,1656.02,1211.53186001
681984,3.957616,-0.00073261006,0.0021847873,333,681984,1839.4811158180237,0.898139551281929,0.019335937,361,18.341524,1660.6,1216.4552290799998
684032,3.955377,-0.001709277,0.004526327,334,684032,1845.1535420417786,0.8934232592582703,0.05078125,394,18.465826,1660.6,1220.5628025699998
686080,3.962738,-0.0033317215,0.0048192805,335,686080,1850.3413879871368,0.8805996030569077,0.05805664,356,18.728354,1660.6,1223.1115306299998
688128,3.9676292,-0.004337369,0.00653571,336,688128,1856.0843589305878,0.6989637911319733,0.06914063,407,16.645403,1660.6,1220.3105360099999
690176,3.9734097,-0.0022142185,0.0028520448,337,690176,1861.1138100624084,0.8110955953598022,0.03022461,398,13.7372875,1679.48,1233.00621253
692224,3.9712055,-0.003769514,0.0034900322,338,692224,1866.2478821277618,0.8782001584768295,0.038378906,345,16.975887,1695.01,1247.41407665
694272,3.96804,-0.0010991351,0.003736813,339,694272,1872.1804509162903,0.8921800181269646,0.039160155,356,18.402157,1695.01,1248.9947245600001
696320,3.965056,-0.0019515628,0.0034295428,340,696320,1877.9329721927643,0.8781238347291946,0.03696289,366,17.907238,1695.01,1248.735314
698368,3.9626617,-0.0033136308,0.0038045782,341,698368,1883.5230107307434,0.8848910927772522,0.038964845,357,18.998386,1695.01,1251.14267085
700416,3.9605484,-0.0028360772,0.005055271,342,700416,1889.2529165744781,0.8660456836223602,0.06328125,366,17.580364,1695.01,1251.9973554399999
702464,3.9514782,-0.0036273245,0.005322797,343,702464,1894.8438665866852,0.87166628241539,0.06010742,287,17.23351,1695.55,1254.08285294
704512,3.9466648,-0.0013251439,0.00307791,344,704512,1901.9598641395569,0.8859746158123016,0.032568358,338,21.573557,1698.09,1256.97517833
706560,3.9486423,-0.001666785,0.004119231,345,706560,1908.0087497234344,0.9382223710417747,0.04433594,383,9.090452,1688.29,1247.3445401899999
708608,3.9432118,-0.0016500794,0.0048621083,346,708608,1913.3513712882996,0.8955029398202896,0.058642577,312,19.014843,1690.43,1251.1360943299999
710656,3.9682255,-0.004948036,0.005529985,347,710656,1919.90034866333,0.8750107362866402,0.061425783,294,19.35489,1690.43,1251.50246188
712704,3.9811413,-0.0026781773,0.005359265,348,712704,1926.8665571212769,0.8723506182432175,0.067919925,348,19.797562,1690.43,1254.58787131
714752,3.978983,-0.0039654197,0.003145768,349,714752,1932.7451376914978,0.8790514245629311,0.0362793,365,20.066095,1692.77,1258.43803034
716800,3.9893773,-0.0032267913,0.0050487835,350,716800,1938.3488686084747,0.8719310760498047,0.066748045,390,19.800497,1697.29,1262.5288641
718848,3.9907882,-0.004071003,0.0029539962,351,718848,1943.5950407981873,0.7399028539657593,0.030078124,414,30.327023,1700.73,1268.37516663
720896,3.998343,-0.004594042,0.0041466337,352,720896,1948.5406033992767,0.9428455047309399,0.043066405,393,15.219101,1677.45,1247.21088992
722944,4.016534,-0.0030185431,0.003956478,353,722944,1953.7522888183594,0.890556812286377,0.047460936,391,20.167637,1678.71,1250.2859813
724992,4.0209947,-0.003571371,0.0034871693,354,724992,1958.9803280830383,0.9748135358095169,0.038085938,398,3.773679,1676.63,1247.0343636999999
727040,4.0265284,-0.0019540056,0.0019882158,355,727040,1964.115911245346,0.7611914426088333,0.02084961,390,34.603607,1662.73,1235.68271263
729088,4.0309343,-0.0028825202,0.0023501352,356,729088,1969.3661329746246,0.8429423868656158,0.02470703,426,13.775472,1662.73,1232.7031351399999
731136,4.0252695,-0.0039580814,0.0019596654,357,731136,1974.1693713665009,0.8385411202907562,0.020996094,406,18.14783,1669.89,1238.8447769100003
733184,4.024476,-0.002465553,0.002993472,358,733184,1979.2026777267456,0.8267505466938019,0.034423828,401,14.798813,1669.89,1238.1891888700002
735232,4.0344286,-0.002212959,0.00514145,359,735232,1984.3045349121094,0.8918662518262863,0.064648435,344,19.077751,1669.89,1240.6324238600002
737280,4.0414667,-0.0027522563,0.0035335291,360,737280,1990.251502275467,0.875751681625843,0.03955078,346,19.565947,1669.89,1240.7834538900001
739328,4.049206,-0.002274261,0.0046771048,361,739328,1996.1573328971863,0.8964488506317139,0.056933593,360,19.36607,1669.89,1241.2052771000003
741376,4.0693865,-0.0028029934,0.0035761031,362,741376,2001.8355977535248,0.9563022330403328,0.03652344,377,7.811059,1657.74,1228.6548420400002
743424,4.0789123,-0.0020292746,0.0033327802,363,743424,2007.2613344192505,0.8608668148517609,0.034960937,342,19.75619,1668.97,1240.06762798
745472,4.0774384,-0.003176568,0.0045936764,364,745472,2013.2440838813782,0.8738105446100235,0.05234375,351,19.417332,1668.97,1245.60848309
747520,4.0932965,-0.005396032,0.0036115418,365,747520,2019.0651144981384,0.8674327582120895,0.04472656,380,20.545574,1668.97,1248.1196726399999
749568,4.0953054,-0.0055033183,0.0054835035,366,749568,2024.4451174736023,0.8871398866176605,0.068554685,358,19.450634,1668.97,1250.3960128400001
751616,4.0918665,-0.0030503084,0.004005654,367,751616,2030.1660254001617,0.8782463818788528,0.050146483,357,19.101566,1684.48,1265.4633641500002
753664,4.0808883,-0.0017020467,0.001841037,368,753664,2035.8901481628418,0.879361666738987,0.016357422,373,19.580065,1698.24,1278.97380032
755712,4.0795736,-0.002927535,0.004443116,369,755712,2041.3704898357391,0.8660953491926193,0.057666015,376,18.78064,1698.24,1277.63127889
757760,4.085199,-0.0015329845,0.0028212671,370,757760,2046.8084995746613,0.8943451419472694,0.029345702,367,19.473064,1710.97,1291.0348497999998
759808,4.086089,-0.0044530137,0.0020557954,371,759808,2052.384988307953,0.8271640241146088,0.022607422,381,30.420801,1699.87,1282.36874598
761856,4.0829782,-0.0036682405,0.004691652,372,761856,2057.7575414180756,0.898868516087532,0.056884766,279,20.063555,1699.87,1284.51933714
763904,4.0955715,-0.0011362407,0.002105786,373,763904,2065.0827896595,0.8873715102672577,0.021875,326,20.036846,1717.57,1299.70654403
765952,4.102414,-0.0020581156,0.0018976016,374,765952,2071.3624708652496,0.9583026245236397,0.01850586,331,7.898149,1708.86,1289.64480256
768000,4.0930862,-0.0067260154,0.0049840575,375,768000,2077.5409486293793,0.7356056272983551,0.05908203,367,49.161602,1676.69,1263.4423972899997
770048,4.099171,-0.0013482688,0.0062600523,376,770048,2083.110159635544,0.9023953527212143,0.08681641,312,20.129507,1676.69,1262.55793449
772096,4.1125383,-0.0018964274,0.0021721725,377,772096,2089.6551303863525,0.8233030587434769,0.020947266,400,20.618237,1676.69,1260.60471474
774144,4.1071672,-0.0024199637,0.004233754,378,774144,2094.768595933914,0.8795201405882835,0.049707033,339,19.817408,1694.55,1277.88968363
776192,4.103746,-0.004378563,0.0044461847,379,776192,2100.8096072673798,0.8866156563162804,0.05258789,342,20.90578,1701.72,1285.66830717
778240,4.1092505,-0.003163264,0.004022925,380,778240,2106.7848057746887,0.8927971944212914,0.04243164,351,13.4665575,1701.72,1284.6448972
780288,4.1063585,-0.004068002,0.0044428427,381,780288,2112.6043825149536,0.8800345659255981,0.055566408,359,17.766054,1719.77,1299.6539628700002
782336,4.104129,-0.0012361652,0.0036641401,382,782336,2118.3045930862427,0.9075335636734962,0.042675782,346,17.895987,1719.77,1303.52674811
784384,4.0991807,-0.0023226384,0.0022844365,383,784384,2124.218982696533,0.8828560709953308,0.02241211,366,20.574755,1719.77,1303.10129864
