#{"t_start": 1750959001.1439385, "env_id": null}
r,l,t
55.619464,266,1.566267
162.866659,836,4.145442
391.316394,2049,11.352158
394.566812,2049,19.021138
164.604425,795,21.479951
98.684932,488,23.815755
417.251321,2049,31.153494
100.928607,519,32.871778
85.085373,473,34.543156
113.828711,666,36.789026
384.975674,2049,43.730231
442.62178,2049,50.749251
469.543805,2049,57.585766
493.035919,2049,64.586236
466.853853,2049,72.436983
441.868285,2049,80.003568
430.528921,2049,87.271899
461.8004,2049,94.718928
485.145417,2049,101.829889
428.535389,2049,109.459095
451.127588,2049,116.704347
488.692073,2049,124.111469
512.881176,2049,131.581111
469.417237,2049,139.338582
436.491734,2049,146.735152
395.487265,1483,152.690128
188.19888,842,156.359822
422.287758,2042,163.351694
165.540434,707,165.624044
495.11384,2049,172.991174
517.021601,2049,180.451756
498.714703,2049,188.827663
521.490695,2049,196.320877
544.618726,2049,203.820247
493.973568,2049,211.5922
528.212269,2049,219.160637
538.354401,2049,226.163449
542.469199,2049,234.086958
614.150731,2049,242.133645
585.488154,2049,249.776541
596.898512,2049,257.532414
543.086683,2049,265.229139
661.428184,2049,273.101374
570.531161,2049,281.044198
581.582016,2049,288.917382
561.775011,2049,296.897113
731.34536,2049,304.720636
622.647035,2049,313.393412
686.881819,2049,321.568787
647.428453,2049,330.108917
627.130189,2049,338.331833
688.519849,2049,346.02402
672.952782,2049,353.711076
606.679156,2049,361.376681
738.023602,2049,369.155763
804.296482,2049,377.140796
731.012501,2049,384.942507
787.943144,2049,392.657978
825.112777,2049,400.582776
806.065682,2049,408.712428
891.807584,2049,417.049681
813.724131,2049,425.646921
734.528355,2049,433.688515
707.138821,2049,441.516627
853.432616,2049,449.525022
745.317489,2049,457.221674
656.462132,2049,465.000709
701.179681,2049,472.711749
810.061083,2049,480.467478
711.024762,2049,488.209266
810.908024,2049,495.986756
881.454702,2049,503.597624
801.582139,2049,511.188398
864.659765,2049,518.544053
879.204161,2049,525.95037
744.604863,2049,533.458287
780.426097,2049,541.213325
933.486544,2049,548.587231
855.177643,2049,556.126199
826.838602,2049,563.761113
816.558425,2049,571.28672
692.516624,1488,576.439571
1016.57304,2049,583.365734
934.940827,2049,591.058068
922.079625,2049,598.486023
881.338496,2049,605.979171
875.358406,1745,612.163685
1029.967269,2049,619.447638
951.413045,2049,627.030379
924.911406,2049,634.504565
945.631017,2049,641.757748
911.40308,2049,649.412883
940.066519,2049,657.604239
981.856178,2049,665.228117
1042.263806,2049,673.06947
1013.112078,2049,681.691314
961.069317,2049,689.899613
935.453997,2049,698.599192
253.26619,584,700.638878
1010.070757,2049,709.035968
1031.14937,2049,716.652615
