serial_timesteps,ep_len_mean,value_loss,fps,approxkl,clipfrac,ep_reward_mean,n_updates,policy_loss,total_timesteps,policy_entropy,explained_variance,time_elapsed
397312,1399.35,6.941165,488,0.003322614,0.03413086,952.9625198299999,194,-0.002694421,397312,3.9889019,0.9597804732620716,806.9183533191681
399360,1399.37,2.4046035,479,0.0039066025,0.049462892,952.8119217899999,195,-0.0032885917,399360,3.9841049,0.9806177224963903,811.1155393123627
401408,1410.13,2.5090897,476,0.0051754564,0.059326172,963.5796126500001,196,-0.0036785416,401408,3.9648025,0.9776184223592281,815.3894417285919
403456,1425.64,16.619684,500,0.0017629607,0.0147949215,974.46243199,197,-0.0031283088,403456,3.9491048,0.7096877694129944,819.6858229637146
405504,1436.47,15.203868,501,0.0031479574,0.027636718,983.97116974,198,-0.0024866636,405504,3.940628,0.8812521025538445,823.777022600174
407552,1440.36,9.225668,490,0.0028596611,0.03178711,985.86846505,199,-0.0014459695,407552,3.9368882,0.9286930412054062,827.8625404834747
409600,1455.82,15.300079,485,0.003518043,0.042138673,1000.55687,200,-0.0024859775,409600,3.936346,0.9007535502314568,832.0355379581451
411648,1445.79,11.722161,482,0.0046797004,0.055566408,994.8041834000002,201,-0.007507966,411648,3.9311192,0.9068078696727753,836.2585904598236
413696,1440.68,10.423387,503,0.0025498348,0.027050782,989.7126322200003,202,-0.0035825789,413696,3.9346478,0.8783589154481888,840.5016574859619
415744,1440.68,10.504891,496,0.0044611925,0.050488282,989.9572133700001,203,-0.00068764127,415744,3.9318244,0.8012331128120422,844.5707867145538
417792,1446.62,2.9467397,503,0.0026804996,0.02607422,994.0555708100002,204,-0.0032867908,417792,3.9334273,0.9670868404209614,848.6990489959717
419840,1451.89,1.5170139,466,0.0035569698,0.037646484,997.4585728800001,205,-0.002599747,419840,3.926984,0.991900434717536,852.7645697593689
421888,1455.95,23.596315,466,0.0029022587,0.031933594,1003.6819004800001,206,-0.0015653458,421888,3.928318,0.8809425830841064,857.1510534286499
423936,1466.55,3.9312484,497,0.0032055683,0.033740234,1011.5851358699999,207,-0.0042675077,423936,3.933452,0.930691123008728,861.5391101837158
425984,1437.87,11.491958,497,0.0024580185,0.023583984,992.89951422,208,-0.001989817,425984,3.9385338,0.9300232902169228,865.6527695655823
428032,1434.1,15.14926,497,0.002519311,0.027050782,991.4041786299998,209,-0.001352229,428032,3.9441864,0.8116724640130997,869.7684006690979
430080,1415.91,11.038436,483,0.003644041,0.04140625,981.1111410299999,210,-0.0019649237,430080,3.9489307,0.9447554424405098,873.8859016895294
432128,1415.91,18.857473,483,0.0015131885,0.014990235,978.97856708,211,-0.0014800645,432128,3.9596677,0.8354986906051636,878.125479221344
434176,1419.29,5.5713387,492,0.0024087015,0.025,980.8688466799999,212,-0.0026980364,434176,3.9596438,0.9443427175283432,882.3576369285583
436224,1410.56,6.778263,431,0.0052334904,0.064257815,974.3247701999999,213,-0.0032448221,436224,3.957095,0.9674264751374722,886.5183320045471
438272,1410.56,3.8497822,479,0.0043837233,0.049902342,976.47760072,214,-0.002125433,438272,3.938272,0.9738619439303875,891.2626292705536
440320,1373.93,13.013036,503,0.0027104686,0.030712891,946.2931811599999,215,-0.004202941,440320,3.9287553,0.8409211486577988,895.5377840995789
442368,1373.26,7.417094,490,0.003418434,0.042089842,945.2672489199999,216,-0.0043716277,442368,3.93471,0.9429918527603149,899.6060237884521
444416,1359.66,7.199483,507,0.0021388938,0.02080078,933.92136703,217,-0.001149135,444416,3.9359355,0.8276339471340179,903.7816259860992
446464,1360.52,15.62058,506,0.0031013847,0.035986327,930.2917262099998,218,-0.0023923048,446464,3.9414973,0.7607027888298035,907.8177669048309
448512,1324.14,16.788305,490,0.002765221,0.03022461,898.2205869900001,219,-0.0017080365,448512,3.945706,0.7941541075706482,911.8645670413971
450560,1297.42,11.047518,501,0.0034051877,0.033984374,875.8625527100002,220,-0.002513329,450560,3.9435341,0.8838112056255341,916.0403130054474
452608,1276.05,21.736763,506,0.0029186183,0.032714844,859.71893488,221,-0.0029202672,452608,3.9380412,0.8056142330169678,920.1244080066681
454656,1285.78,15.667559,485,0.0058843214,0.06796875,866.75053012,222,-0.0011567416,454656,3.938829,0.8966452479362488,924.166181564331
456704,1296.61,2.4366543,477,0.0041558906,0.049853515,876.0989552700001,223,-0.0037231415,456704,3.9318576,0.9834557082504034,928.3833386898041
458752,1285.13,18.223862,496,0.0012180342,0.009667968,866.4028236600003,224,-0.0011448092,458752,3.9265816,0.777064323425293,932.6693933010101
460800,1279.35,3.107844,489,0.00547879,0.06254883,863.9198100000001,225,-0.007417572,460800,3.9160676,0.9768710024654865,936.7907249927521
462848,1279.35,12.689108,467,0.005052796,0.06298828,865.0243276500001,226,-0.005674737,462848,3.9007192,0.9097483232617378,940.9744491577148
464896,1285.52,3.1423402,486,0.005415117,0.061621092,869.4579335200001,227,-0.0026727705,464896,3.898315,0.9615975432097912,945.358148097992
466944,1298.7,14.818555,483,0.0036727625,0.04042969,877.1640544400001,228,-0.0038732593,466944,3.9006875,0.8112817257642746,949.5724039077759
468992,1289.78,24.112797,479,0.003094596,0.034814455,869.3630162300001,229,-0.0026299148,468992,3.9093583,0.7613025903701782,953.8125872612
471040,1298.17,2.4009628,479,0.0036698382,0.038867187,876.90277862,230,-0.0040323995,471040,3.9051375,0.9830980990082026,958.0843286514282
473088,1306.08,10.048513,474,0.0034702835,0.037646484,883.2727248300001,231,-0.0023220803,473088,3.8982406,0.9226759523153305,962.358852148056
475136,1307.93,2.2850397,479,0.0050812373,0.057763673,885.2891249200002,232,-0.0036927466,475136,3.8972042,0.9857248775660992,966.6767003536224
477184,1296.62,8.701048,503,0.003072363,0.035107423,873.1751456100002,233,-0.0031229742,477184,3.896766,0.9172991216182709,970.9510233402252
479232,1307.51,11.427957,499,0.006896886,0.08305664,879.46745933,234,-0.007025479,479232,3.9032025,0.8818317204713821,975.0197529792786
481280,1292.91,13.913065,464,0.006335913,0.059667967,870.6369244299999,235,-0.0066959485,481280,3.9238834,0.940304558724165,979.1225881576538
483328,1306.72,10.909759,515,0.0065281205,0.0831543,880.277718,236,-0.0055900295,483328,3.9378738,0.8152797967195511,983.5278062820435
485376,1321.8,12.773111,458,0.004325568,0.055029295,889.36418383,237,-0.0037261047,485376,3.9407985,0.5872733891010284,987.5032122135162
487424,1328.81,11.475064,468,0.0071517294,0.08105469,891.5509810500002,238,-0.0017591087,487424,3.9523914,0.6750681400299072,991.9703612327576
489472,1322.52,14.452202,483,0.007154193,0.08085938,884.4782675600001,239,-0.008159751,489472,3.9677968,0.7953933924436569,996.3441762924194
491520,1333.59,12.36177,478,0.0048268163,0.055078126,890.6339265899999,240,-0.0015952293,491520,3.979967,0.6612319350242615,1000.5843367576599
493568,1344.59,9.819604,484,0.0044835727,0.054003906,895.7252473399999,241,-0.0033980631,493568,3.981296,0.7819759249687195,1004.8621492385864
495616,1361.18,16.639385,456,0.0058781886,0.06899414,910.6922804099999,242,-0.00035055328,495616,3.9614284,0.9063659384846687,1009.0873432159424
497664,1362.38,11.752413,483,0.0052835452,0.061328124,908.3373617199999,243,-0.0022719824,497664,3.9587684,0.6998442709445953,1013.5708174705505
499712,1371.97,2.6789818,486,0.0035213097,0.04243164,917.21506682,244,-0.0043034875,499712,3.9657764,0.9774407092481852,1017.8119089603424
