clipfrac,value_loss,fps,time_elapsed,approxkl,policy_loss,serial_timesteps,policy_entropy,total_timesteps,n_updates,explained_variance,ep_reward_mean,ep_len_mean
0.049316406,1.6467545,414,2.6226043701171875e-06,0.0039706556,-0.0053565907,2048,5.1915894,2048,1,0.9881349615752697,,
0.018652344,9.619946,444,4.938293695449829,0.002385486,-0.005928853,4096,5.184108,4096,2,0.9649058766663074,957.935888,1261.5
0.03413086,38.645226,465,9.54795241355896,0.003215681,-0.004133779,6144,5.180886,6144,3,0.8270860314369202,825.4706374,1143.6
0.016552735,20.612513,423,13.946433305740356,0.0018589322,-0.0021063355,8192,5.185073,8192,4,0.8922716826200485,967.1424299999999,1294.5
0.032958984,20.553194,417,18.778374433517456,0.004466475,-0.0034650601,10240,5.186309,10240,5,0.8973304554820061,1064.8642175714285,1402.2857142857142
0.025830079,11.978269,440,23.687302112579346,0.002473578,-0.0008882621,12288,5.1802053,12288,6,0.7672364711761475,1083.5212139999999,1483.125
0.027197266,15.233019,472,28.331945657730103,0.0025025303,-0.004863245,14336,5.181915,14336,7,0.935356505215168,927.7027295,1306.8
0.05180664,19.913225,417,32.66979455947876,0.0041853725,-0.0029738108,16384,5.2017417,16384,8,0.8540356308221817,1002.2851054545455,1374.2727272727273
0.026611328,20.200436,436,37.573405504226685,0.0027152596,-0.0029362447,18432,5.2178516,18432,9,0.8612726032733917,1071.09646625,1430.5
0.013476563,18.163311,448,42.26278734207153,0.0016025177,-0.0033433232,20480,5.2264776,20480,10,0.7252055704593658,1034.2568984285715,1420.4285714285713
0.033837892,21.41471,431,46.830742597579956,0.00283297,-0.0013450816,22528,5.232873,22528,11,0.8723029792308807,1070.3669642,1462.3333333333333
0.022753906,25.245071,443,51.57754635810852,0.0026335537,0.0005586782,24576,5.2454205,24576,12,0.8916130661964417,1064.7765448823532,1443.1176470588234
0.013574218,9.273487,461,56.198227882385254,0.0013172904,-0.0037919797,26624,5.264099,26624,13,0.9625418707728386,1019.5173399444445,1391.8333333333333
0.061572265,21.060314,424,60.64082956314087,0.004889067,-0.006334922,28672,5.2714067,28672,14,0.8975297063589096,1055.1077784736842,1426.421052631579
0.026757812,21.048992,415,65.46993136405945,0.00232929,-0.0036849852,30720,5.2744265,30720,15,0.8973511531949043,1082.40734425,1457.55
0.031542968,13.334223,419,70.39827799797058,0.0033903946,-0.0032239922,32768,5.287772,32768,16,0.9193568006157875,1103.1876182380954,1485.7142857142858
0.069970705,19.68132,409,75.28603148460388,0.005447781,-0.005330788,34816,5.302028,34816,17,0.8959530219435692,1134.3725014545455,1511.3181818181818
0.024267578,26.657797,459,80.28525257110596,0.0022115535,-0.002959224,36864,5.3216424,36864,18,0.8810349255800247,1120.8240342916667,1492.1666666666667
0.04799805,27.421762,438,84.74263000488281,0.003901204,-0.006298571,38912,5.329228,38912,19,0.9279648661613464,1070.3968216296298,1434.2222222222222
0.022949219,21.194246,435,89.41557240486145,0.0020941547,-0.0019523104,40960,5.3277974,40960,20,0.8950019106268883,1088.4495955357145,1456.1785714285713
0.018554688,16.53484,470,94.11746215820312,0.0017858574,-0.0035675536,43008,5.328429,43008,21,0.8480946719646454,1043.4260689333335,1408.7666666666667
0.022851562,26.486134,437,98.47202563285828,0.0022500586,-0.0030485033,45056,5.3307743,45056,22,0.909492090344429,1037.19528571875,1407.375
0.015185547,12.168344,438,103.15161466598511,0.0016792268,-0.002251664,47104,5.3263845,47104,23,0.9592127427458763,987.0670708823529,1348.6176470588234
0.02319336,37.36244,433,107.82006597518921,0.0029264651,-0.002890716,49152,5.329229,49152,24,0.8760402202606201,970.8028024594594,1327.4864864864865
0.024609376,23.509794,476,112.5423538684845,0.002348877,-0.0051845666,51200,5.3364635,51200,25,0.857313483953476,913.0073419500001,1261.4
0.038085938,20.1118,407,116.8495397567749,0.0037598698,-0.00311838,53248,5.3272295,53248,26,0.9013677462935448,933.2972835609756,1280.6097560975609
0.017578125,20.06862,396,121.87952494621277,0.0021238767,-0.003057519,55296,5.3010535,55296,27,0.8630264103412628,952.5921691428573,1298.904761904762
0.027832031,20.44627,398,127.04545998573303,0.002633529,-0.004226423,57344,5.283506,57344,28,0.854457214474678,973.0038384883723,1316.3488372093022
0.01586914,20.21394,406,132.18355989456177,0.0020032336,-0.0023722597,59392,5.261177,59392,29,0.8979723900556564,991.9883710909093,1333.0
0.026806641,20.391424,425,137.22616696357727,0.0025533556,-0.0028613128,61440,5.251467,61440,30,0.8900534063577652,1008.7885325777779,1348.911111111111
0.03671875,20.83451,417,142.0344955921173,0.0032395343,-0.00353294,63488,5.2551594,63488,31,0.8788367360830307,1023.5314842391307,1364.1304347826087
0.034765624,7.821452,427,146.939199924469,0.002971604,-0.0052689137,65536,5.2617874,65536,32,0.9606117680668831,1014.3590041914896,1356.1063829787233
0.031591795,20.170124,417,151.73276495933533,0.002969195,-0.0042690835,67584,5.2664895,67584,33,0.8846719041466713,1029.4583908958332,1370.5416666666667
0.015234375,31.32137,455,156.6403660774231,0.0017168119,-0.0031649303,69632,5.267747,69632,34,0.8444845080375671,1017.5757497843136,1356.3529411764705
0.06748047,20.452688,418,161.1365406513214,0.0052523958,-0.0059247343,71680,5.2605515,71680,35,0.8666122555732727,1032.9238651538462,1369.673076923077
0.021582032,21.212511,412,166.02707028388977,0.0021717034,-0.0028537803,73728,5.241366,73728,36,0.8448564559221268,1047.2033856226415,1382.4905660377358
0.016259765,19.77431,411,170.9955062866211,0.0018081029,-0.001819527,75776,5.2415695,75776,37,0.8847559988498688,1062.3132255,1394.8333333333333
0.066992186,11.611752,453,175.9739429950714,0.005746053,-0.0027777082,77824,5.255906,77824,38,0.7677603214979172,1065.1308608,1406.7272727272727
0.06147461,19.83129,420,180.49114298820496,0.005334522,-0.0050447206,79872,5.2571373,79872,39,0.9058249890804291,1077.7393968035715,1418.1964285714287
0.017773438,30.53638,467,185.36120629310608,0.0019949744,-0.004131471,81920,5.2455735,81920,40,0.8837163373827934,1017.4876288500001,1349.2833333333333
0.019335937,30.765514,429,189.74054837226868,0.0018785053,-0.003353319,83968,5.2473707,83968,41,0.9100118577480316,1003.7414258571429,1330.952380952381
0.022851562,20.358349,432,194.50826120376587,0.0023003803,-0.0018220891,86016,5.247315,86016,42,0.8657837063074112,1011.066059328125,1342.171875
0.028857421,20.148363,425,199.2492287158966,0.0027723224,-0.0023819634,88064,5.252837,88064,43,0.8717998266220093,1023.0839463692308,1353.0461538461539
0.035986327,12.305393,454,204.06262016296387,0.0030420427,-0.004116354,90112,5.2552285,90112,44,0.8300014585256577,997.3300865522389,1323.0746268656717
0.03354492,12.725985,398,208.57224035263062,0.0028133555,-0.005090049,92160,5.254203,92160,45,0.9264253079891205,1000.7570826323531,1333.75
0.023388673,46.744057,356,213.71232342720032,0.0028905957,-0.0039136233,94208,5.2531295,94208,46,0.8253253698348999,978.1525879722222,1306.861111111111
0.0057128905,19.081709,386,219.45246410369873,0.0008759561,-0.0011840521,96256,5.2584505,96256,47,0.798424020409584,944.9372578400001,1267.12
0.050488282,10.863788,381,224.75487351417542,0.003867365,-0.004630686,98304,5.25817,98304,48,0.9236170500516891,948.4098739210527,1277.407894736842
0.05053711,34.673767,356,230.1248733997345,0.004753842,-0.0059070643,100352,5.2537794,100352,49,0.8983456492424011,927.25121325,1250.5625
0.04194336,10.465612,409,235.87387824058533,0.0034936324,-0.0021893736,102400,5.2522554,102400,50,0.6888620257377625,930.7028182469137,1260.4197530864199
0.012060547,25.666859,400,240.88302731513977,0.0012233201,-0.0013431194,104448,5.256158,104448,51,0.8605192750692368,907.4896633928573,1234.75
