serial_timesteps,value_loss,ep_reward_mean,policy_loss,approxkl,ep_len_mean,total_timesteps,n_updates,time_elapsed,clipfrac,policy_entropy,fps,explained_variance
2048,4.1021547,71.38510980000001,-0.0033377684,0.0014876134,390.2,2048,1,2.1457672119140625e-06,0.01430664,1.4294256,528,0.049743056297302246
4096,4.801002,91.08949700000001,-0.0036670803,0.0027499036,472.5,4096,2,3.874725341796875,0.028564453,1.4372901,603,-0.2700510025024414
6144,3.5962327,78.587884,-0.0019293658,0.004060587,415.5,6144,3,7.267938137054443,0.039404295,1.4420966,614,0.13968676328659058
8192,3.1105409,65.62477950000002,-0.001369206,0.0022480485,349.04545454545456,8192,4,10.602394580841064,0.01928711,1.4454129,581,0.05675196647644043
10240,3.0693498,57.21349106060607,-0.0060111624,0.0046613603,306.3030303030303,10240,5,14.125565528869629,0.057617188,1.4574049,596,0.3243858218193054
12288,2.893893,56.685193375000004,-0.0012185341,0.001923464,304.375,12288,6,17.55765175819397,0.016748047,1.4722652,618,0.4040764570236206
14336,2.620461,61.76985353658537,-0.0035554904,0.004283659,336.0487804878049,14336,7,20.869776010513306,0.049804688,1.4801738,621,0.21466612815856934
16384,2.4262972,63.49063170212767,-0.005886824,0.0048934994,348.25531914893617,16384,8,24.166980504989624,0.058642577,1.4988141,608,0.40877455472946167
18432,2.2249818,69.0955743125,-0.002620786,0.0035899698,383.6875,18432,9,27.53082299232483,0.039453126,1.5182707,584,0.12777507305145264
20480,2.1373096,71.00977616,-0.00058761897,0.0018858735,395.36,20480,10,31.035549640655518,0.016552735,1.5353578,606,0.5081227719783783
22528,2.2360969,74.62509321568628,-0.0035198156,0.0043940414,418.29411764705884,22528,11,34.41245245933533,0.053027343,1.5418918,618,0.35224711894989014
24576,1.6792743,78.19464647272727,-0.003012441,0.0037378664,441.1090909090909,24576,12,37.72298192977905,0.04433594,1.5547599,615,0.5934477150440216
26624,1.2547286,81.46593666666666,-0.0021724866,0.0025461002,465.12280701754383,26624,13,41.049760818481445,0.025585938,1.5617176,584,0.6552183926105499
28672,1.5277648,85.72197105172414,-0.0038915705,0.0042106775,492.4310344827586,28672,14,44.553733825683594,0.047265626,1.5548825,600,0.42550647258758545
