total_timesteps,clipfrac,policy_loss,fps,time_elapsed,serial_timesteps,value_loss,ep_reward_mean,ep_len_mean,approxkl,n_updates,policy_entropy,explained_variance
40960,0.08305664,-0.0066056745,551,74.90146374702454,40960,14.369632,1341.108290375,1696.0833333333333,0.008980727,20,5.103563,0.6591152846813202
43008,0.027441407,-0.0012227508,495,78.61341285705566,43008,19.868263,1358.73814996,1710.2,0.0025650521,21,5.106229,0.8750692307949066
45056,0.02265625,-0.001537261,506,82.74427032470703,45056,7.9802704,1318.238931423077,1667.923076923077,0.002234509,22,5.1095386,0.9606530256569386
47104,0.0793457,-0.0062993737,498,86.78604221343994,47104,20.233335,1335.6198875925927,1682.037037037037,0.006185337,23,5.1212435,0.8861143663525581
49152,0.041259766,-0.006329956,498,90.89399433135986,49152,30.04834,1312.3209455517242,1655.655172413793,0.0035523921,24,5.1208305,0.8809045031666756
51200,0.034082033,-0.0022771652,499,95.00384902954102,51200,20.571142,1329.7596277333334,1668.7666666666667,0.0031628173,25,5.1244144,0.8829379603266716
53248,0.062402345,-0.004442896,504,99.11407160758972,53248,12.176167,1327.2509488064518,1681.032258064516,0.0051640533,26,5.1336493,0.9225018545985222
55296,0.034082033,-0.00219502,498,103.17340445518494,55296,31.046667,1311.6780085757575,1661.2121212121212,0.0030098357,27,5.1405516,0.8726475685834885
57344,0.03930664,-0.001456423,476,107.28609561920166,57344,20.309193,1325.5102277058822,1672.6176470588234,0.0033098427,28,5.148571,0.8872487768530846
59392,0.021337891,-0.0026863557,443,111.58676719665527,59392,21.757992,1333.3683626,1683.3714285714286,0.0022085789,29,5.1601496,0.8626721799373627
61440,0.05649414,-0.0012994262,473,116.2053735256195,61440,20.217136,1346.5369458055557,1693.5277777777778,0.004696659,30,5.1562457,0.8723683208227158
63488,0.04575195,-0.003191935,472,120.53378653526306,63488,19.94678,1358.967084972973,1703.1351351351352,0.004190146,31,5.1512194,0.8732045292854309
65536,0.08935547,-0.0042315773,495,124.87043380737305,65536,20.382195,1369.7092703684211,1712.2368421052631,0.0065395557,32,5.151488,0.860779419541359
67584,0.046484374,-0.0023745105,492,129.00375509262085,67584,20.047697,1381.5427246153847,1720.871794871795,0.003952991,33,5.163891,0.8792038261890411
69632,0.033154298,-0.0029688042,517,133.1638159751892,69632,7.5536737,1354.964066,1693.5,0.004993474,34,5.189915,0.9630620144307613
71680,0.061621092,-0.00279031,492,137.1200807094574,71680,20.247555,1364.5724425609758,1702.1707317073171,0.00525266,35,5.201977,0.8780076205730438
73728,0.01669922,-0.0022165086,501,141.27980422973633,73728,20.27613,1374.655335309524,1710.4285714285713,0.0017202664,36,5.218067,0.8887102901935577
